game_date,game_id,game_pk,away_team,home_team,away_pitcher,home_pitcher,opening_ml,opening_no_vig_prob,current_kalshi_mid,brain_calib_prob,brain_edge_vs_open_pp,opp_weakness_bucket,opp_weakness_reason,side_score,status,status_reason,max_entry_prob,max_entry_ml,clv_close_prob,clv_pp,result,paper_pl_per_100
2023-07-07,ATH@BOS,,ATH,BOS,S. Long,B. Bernardino,n/a,,,0.6039,,lt_40,opponent_strength_bucket=lt_40,0.6954,blocked_missing_data,No SBR opening line available for this game,0.705,-239,,,WIN,
2023-07-25,ATH@SF,,ATH,SF,T. Scott,A. Cobb,n/a,,,0.6039,,lt_40,opponent_strength_bucket=lt_40,0.6292,blocked_missing_data,No SBR opening line available for this game,0.705,-239,,,WIN,
2023-07-26,ATH@SF,,ATH,SF,F. Tarnok,R. Walker,n/a,,,0.6039,,lt_40,opponent_strength_bucket=lt_40,0.5852,blocked_missing_data,No SBR opening line available for this game,0.705,-239,,,WIN,
2023-08-21,KC@ATH,,KC,ATH,n/a,n/a,n/a,,,0.6039,,lt_40,opponent_strength_bucket=lt_40,0.4076,blocked_missing_data,No SBR opening line available for this game,0.705,-239,,,WIN,
2023-08-24,ATH@CWS,,ATH,CWS,K. Waldichuk,J. Scholtens,n/a,,,0.6039,,lt_40,opponent_strength_bucket=lt_40,0.4127,blocked_missing_data,No SBR opening line available for this game,0.705,-239,,,LOSS,
2023-08-25,ATH@CWS,,ATH,CWS,Z. Neal,D. Cease,n/a,,,0.6039,,lt_40,opponent_strength_bucket=lt_40,0.404,blocked_missing_data,No SBR opening line available for this game,0.705,-239,,,LOSS,
2023-09-09,ATH@TEX,,ATH,TEX,S. Newcomb,N. Eovaldi,n/a,,,0.6039,,lt_40,opponent_strength_bucket=lt_40,0.6292,blocked_missing_data,No SBR opening line available for this game,0.705,-239,,,WIN,
2023-09-10,ATH@TEX,,ATH,TEX,L. Medina,J. Gray,n/a,,,0.6039,,lt_40,opponent_strength_bucket=lt_40,0.5857,blocked_missing_data,No SBR opening line available for this game,0.705,-239,,,WIN,
2023-09-29,ATH@LAA,,ATH,LAA,K. Waldichuk,C. Silseth,n/a,,,0.6039,,lt_40,opponent_strength_bucket=lt_40,0.43,blocked_missing_data,No SBR opening line available for this game,0.705,-239,,,WIN,
2023-09-30,ATH@LAA,,ATH,LAA,J. Boyle,A. Wantz,n/a,,,0.6039,,lt_40,opponent_strength_bucket=lt_40,0.43,blocked_missing_data,No SBR opening line available for this game,0.705,-239,,,LOSS,
2024-03-22,CIN@ATH,,CIN,ATH,n/a,n/a,n/a,,,0.6039,,lt_40,opponent_strength_bucket=lt_40,0.4174,blocked_missing_data,No SBR opening line available for this game,0.705,-239,,,WIN,
2024-03-23,MIN@BOS,,MIN,BOS,n/a,n/a,n/a,,,0.6039,,lt_40,opponent_strength_bucket=lt_40,0.4598,blocked_missing_data,No SBR opening line available for this game,0.705,-239,,,WIN,
2024-04-05,ATH@DET,,ATH,DET,J. Sears,T. Skubal,n/a,,,0.6039,,lt_40,opponent_strength_bucket=lt_40,0.6314,blocked_missing_data,No SBR opening line available for this game,0.705,-239,,,WIN,
2024-04-06,ATH@DET,,ATH,DET,P. Blackburn,K. Maeda,n/a,,,0.6039,,lt_40,opponent_strength_bucket=lt_40,0.5605,blocked_missing_data,No SBR opening line available for this game,0.705,-239,,,LOSS,
2024-05-03,MIA@ATH,,MIA,ATH,n/a,n/a,n/a,,,0.6039,,lt_40,opponent_strength_bucket=lt_40,0.47,blocked_missing_data,No SBR opening line available for this game,0.705,-239,,,WIN,
2024-05-04,MIA@ATH,,MIA,ATH,n/a,n/a,n/a,,,0.6039,,lt_40,opponent_strength_bucket=lt_40,0.47,blocked_missing_data,No SBR opening line available for this game,0.705,-239,,,WIN,
2024-08-05,CWS@ATH,,CWS,ATH,n/a,n/a,n/a,,,0.6039,,lt_40,opponent_strength_bucket=lt_40,0.5128,blocked_missing_data,No SBR opening line available for this game,0.705,-239,,,WIN,
2024-08-07,CWS@ATH,,CWS,ATH,n/a,n/a,n/a,,,0.6039,,lt_40,opponent_strength_bucket=lt_40,0.5128,blocked_missing_data,No SBR opening line available for this game,0.705,-239,,,WIN,
2025-04-25,CWS@ATH,,CWS,ATH,n/a,n/a,n/a,,,0.6039,,lt_40,opponent_strength_bucket=lt_40,0.4842,blocked_missing_data,No SBR opening line available for this game,0.705,-239,,,WIN,
2025-04-25,CWS@ATH,,CWS,ATH,n/a,n/a,n/a,,,0.6039,,lt_40,opponent_strength_bucket=lt_40,0.4842,blocked_missing_data,No SBR opening line available for this game,0.705,-239,,,WIN,
