game_date,game_pk,game_id,team_abbr,opponent_abbr,side,games_played_before_game,wins_before_game,losses_before_game,win_pct_before_game,season_rpg_before_game,season_runs_allowed_before_game,season_run_diff_pg_before_game,l1_rpg,l5_rpg,l10_rpg,l1_runs_allowed,l5_runs_allowed,l10_runs_allowed,l5_win_pct,l10_win_pct,league_avg_rpg_before_game,team_strength_proxy,offense_form_proxy,run_prevention_proxy,confidence_label,notes
2026-03-27,823243,NYY@SF,NYY,SF,away,0,0,0,,,,,,,,,,,,,4.5,50.0,50.0,50.0,none,no_prior_games
2026-03-27,823243,NYY@SF,SF,NYY,home,0,0,0,,,,,,,,,,,,,4.5,50.0,50.0,50.0,none,no_prior_games
2026-03-27,822839,ATH@TOR,ATH,TOR,away,0,0,0,,,,,,,,,,,,,4.5,50.0,50.0,50.0,none,no_prior_games
2026-03-27,822839,ATH@TOR,TOR,ATH,home,0,0,0,,,,,,,,,,,,,4.5,50.0,50.0,50.0,none,no_prior_games
2026-03-27,823893,COL@MIA,COL,MIA,away,0,0,0,,,,,,,,,,,,,4.5,50.0,50.0,50.0,none,no_prior_games
2026-03-27,823893,COL@MIA,MIA,COL,home,0,0,0,,,,,,,,,,,,,4.5,50.0,50.0,50.0,none,no_prior_games
2026-03-27,824946,KC@ATL,KC,ATL,away,0,0,0,,,,,,,,,,,,,4.5,50.0,50.0,50.0,none,no_prior_games
2026-03-27,824946,KC@ATL,ATL,KC,home,0,0,0,,,,,,,,,,,,,4.5,50.0,50.0,50.0,none,no_prior_games
2026-03-27,824216,LAA@HOU,LAA,HOU,away,0,0,0,,,,,,,,,,,,,4.5,50.0,50.0,50.0,none,no_prior_games
2026-03-27,824216,LAA@HOU,HOU,LAA,home,0,0,0,,,,,,,,,,,,,4.5,50.0,50.0,50.0,none,no_prior_games
2026-03-27,823324,DET@SD,DET,SD,away,0,0,0,,,,,,,,,,,,,4.5,50.0,50.0,50.0,none,no_prior_games
2026-03-27,823324,DET@SD,SD,DET,home,0,0,0,,,,,,,,,,,,,4.5,50.0,50.0,50.0,none,no_prior_games
2026-03-27,823162,CLE@SEA,CLE,SEA,away,0,0,0,,,,,,,,,,,,,4.5,50.0,50.0,50.0,none,no_prior_games
2026-03-27,823162,CLE@SEA,SEA,CLE,home,0,0,0,,,,,,,,,,,,,4.5,50.0,50.0,50.0,none,no_prior_games
2026-03-27,823971,AZ@LAD,AZ,LAD,away,0,0,0,,,,,,,,,,,,,4.5,50.0,50.0,50.0,none,no_prior_games
2026-03-27,823971,AZ@LAD,LAD,AZ,home,0,0,0,,,,,,,,,,,,,4.5,50.0,50.0,50.0,none,no_prior_games
2026-03-28,823082,TB@STL,TB,STL,away,0,0,0,,,,,,,,,,,,,2.938,50.0,50.0,50.0,none,no_prior_games
2026-03-28,823082,TB@STL,STL,TB,home,0,0,0,,,,,,,,,,,,,2.938,50.0,50.0,50.0,none,no_prior_games
2026-03-28,824701,WSN@CHC,WSN,CHC,away,0,0,0,,,,,,,,,,,,,2.938,50.0,50.0,50.0,none,no_prior_games
2026-03-28,824701,WSN@CHC,CHC,WSN,home,0,0,0,,,,,,,,,,,,,2.938,50.0,50.0,50.0,none,no_prior_games
2026-03-28,822838,ATH@TOR,ATH,TOR,away,1,0,1,0.0,2.0,3.0,-1.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,2.938,47.0,44.375,49.625,low,
2026-03-28,822838,ATH@TOR,TOR,ATH,home,1,1,0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.938,73.0,50.375,55.625,low,
2026-03-28,823488,TEX@PHI,TEX,PHI,away,0,0,0,,,,,,,,,,,,,2.938,50.0,50.0,50.0,none,no_prior_games
2026-03-28,823488,TEX@PHI,PHI,TEX,home,0,0,0,,,,,,,,,,,,,2.938,50.0,50.0,50.0,none,no_prior_games
2026-03-28,824862,MIN@BAL,MIN,BAL,away,0,0,0,,,,,,,,,,,,,2.938,50.0,50.0,50.0,none,no_prior_games
2026-03-28,824862,MIN@BAL,BAL,MIN,home,0,0,0,,,,,,,,,,,,,2.938,50.0,50.0,50.0,none,no_prior_games
2026-03-28,823651,PIT@NYM,PIT,NYM,away,0,0,0,,,,,,,,,,,,,2.938,50.0,50.0,50.0,none,no_prior_games
2026-03-28,823651,PIT@NYM,NYM,PIT,home,0,0,0,,,,,,,,,,,,,2.938,50.0,50.0,50.0,none,no_prior_games
2026-03-28,823892,COL@MIA,COL,MIA,away,1,0,1,0.0,1.0,2.0,-1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.938,47.0,38.375,55.625,low,
2026-03-28,823892,COL@MIA,MIA,COL,home,1,1,0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.938,73.0,44.375,61.625,low,
2026-03-28,824540,BOS@CIN,BOS,CIN,away,0,0,0,,,,,,,,,,,,,2.938,50.0,50.0,50.0,none,no_prior_games
2026-03-28,824540,BOS@CIN,CIN,BOS,home,0,0,0,,,,,,,,,,,,,2.938,50.0,50.0,50.0,none,no_prior_games
2026-03-28,823811,CWS@MIL,CWS,MIL,away,0,0,0,,,,,,,,,,,,,2.938,50.0,50.0,50.0,none,no_prior_games
2026-03-28,823811,CWS@MIL,MIL,CWS,home,0,0,0,,,,,,,,,,,,,2.938,50.0,50.0,50.0,none,no_prior_games
2026-03-28,824213,LAA@HOU,LAA,HOU,away,1,1,0,1.0,6.0,2.0,4.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1.0,2.938,82.0,68.375,55.625,low,
2026-03-28,824213,LAA@HOU,HOU,LAA,home,1,0,1,0.0,2.0,6.0,-4.0,2.0,2.0,2.0,6.0,6.0,6.0,0.0,0.0,2.938,38.0,44.375,31.625,low,
