season,game_pk,game_date,game_id,away,home,away_score_model,home_score_model,model_edge,predicted_winner,actual_winner,winner_correct,away_run_projection,home_run_projection,projected_total,projected_f5_total,actual_away_runs,actual_home_runs,actual_full_total,actual_f5_total,actual_post5_runs,away_context_confidence,home_context_confidence,prediction_type,predicted_team,predicted_opponent,predicted_home_away,predicted_team_score,predicted_team_runs,prediction_threshold,predicted_outcome,actual_outcome,correct,actual_team_runs,actual_opponent_runs,actual_margin,actual_home_won,context_confidence,opponent_context_confidence,confidence_label,wrong_reason
2024,746833,2024-09-02,PIT@CHC,PIT,CHC,52.507,80.834,28.327,CHC,PIT,0,4.785,7.476,12.261,6.621,5,3,8,3,5,unknown,unknown,winner,CHC,PIT,home,80.834,,,1,0,0,3,5,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718291,2023-05-06,NYY@TB,NYY,TB,39.651,67.968,28.317,TB,NYY,0,3.416,5.131,8.547,4.615,3,2,5,2,3,unknown,unknown,winner,TB,NYY,home,67.968,,,1,0,0,2,3,1,0,unknown,unknown,high,coinflip_close_game
2023,717874,2023-06-06,ATH@PIT,ATH,PIT,31.523,59.705,28.182,PIT,ATH,0,3.599,5.157,8.756,4.728,11,2,13,4,9,unknown,unknown,winner,PIT,ATH,home,59.705,,,1,0,0,2,11,9,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746736,2024-03-30,WSN@CIN,WSN,CIN,34.492,62.573,28.081,CIN,WSN,0,4.019,5.728,9.747,5.263,7,6,13,6,7,unknown,unknown,winner,CIN,WSN,home,62.573,,,1,0,0,6,7,1,0,unknown,unknown,high,coinflip_close_game
2023,718676,2023-04-07,SD@ATL,SD,ATL,40.09,68.124,28.034,ATL,SD,0,3.677,5.159,8.836,4.771,5,4,9,8,1,unknown,unknown,winner,ATL,SD,home,68.124,,,1,0,0,4,5,1,0,unknown,unknown,high,coinflip_close_game
2024,747137,2024-04-11,NYM@ATL,NYM,ATL,40.285,68.214,27.929,ATL,NYM,0,3.772,5.691,9.463,5.11,16,4,20,10,10,unknown,unknown,winner,ATL,NYM,home,68.214,,,1,0,0,4,16,12,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718479,2023-04-22,LAD@CHC,LAD,CHC,40.525,68.368,27.843,CHC,LAD,0,3.449,5.632,9.081,4.904,9,4,13,5,8,unknown,unknown,winner,CHC,LAD,home,68.368,,,1,0,0,4,9,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,747045,2024-04-28,ATH@BAL,ATH,BAL,35.65,63.467,27.817,BAL,ATH,0,3.283,5.144,8.427,4.551,7,6,13,10,3,unknown,unknown,winner,BAL,ATH,home,63.467,,,1,0,0,6,7,1,0,unknown,unknown,high,coinflip_close_game
2023,718685,2023-04-07,CIN@PHI,CIN,PHI,61.929,34.152,27.777,CIN,PHI,0,5.385,3.97,9.355,5.052,2,5,7,3,4,unknown,unknown,winner,CIN,PHI,away,61.929,,,1,0,0,2,5,3,1,unknown,unknown,high,home_field_or_away_underperformed
2025,778484,2025-04-02,AZ@NYY,AZ,NYY,60.167,87.93,27.763,NYY,AZ,0,5.162,7.079,12.241,6.61,4,3,7,4,3,unknown,unknown,winner,NYY,AZ,home,87.93,,,1,0,0,3,4,1,0,unknown,unknown,high,coinflip_close_game
2023,716786,2023-08-30,CWS@BAL,CWS,BAL,41.129,68.727,27.598,BAL,CWS,0,3.831,5.932,9.763,5.272,10,5,15,12,3,unknown,unknown,winner,BAL,CWS,home,68.727,,,1,0,0,5,10,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,747835,2024-03-23,AZ@SF,AZ,SF,43.504,71.066,27.562,SF,AZ,0,3.629,5.185,8.814,4.76,11,5,16,15,1,unknown,unknown,winner,SF,AZ,home,71.066,,,1,0,0,5,11,6,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745633,2024-07-21,LAA@ATH,LAA,ATH,43.684,71.083,27.399,ATH,LAA,0,4.064,6.729,10.793,5.828,8,5,13,5,8,unknown,unknown,winner,ATH,LAA,home,71.083,,,1,0,0,5,8,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718146,2023-05-16,AZ@ATH,AZ,ATH,61.315,33.947,27.368,AZ,ATH,0,5.308,3.815,9.123,4.926,8,9,17,10,7,unknown,unknown,winner,AZ,ATH,away,61.315,,,1,0,0,8,9,1,1,unknown,unknown,high,coinflip_close_game
2025,778371,2025-04-10,MIL@COL,MIL,COL,62.886,35.619,27.267,MIL,COL,0,5.495,3.931,9.426,5.09,2,7,9,2,7,unknown,unknown,winner,MIL,COL,away,62.886,,,1,0,0,2,7,5,1,unknown,unknown,high,home_field_or_away_underperformed
2023,716854,2023-08-25,NYY@TB,NYY,TB,42.598,69.803,27.205,TB,NYY,0,3.77,5.994,9.764,5.273,6,2,8,1,7,unknown,unknown,winner,TB,NYY,home,69.803,,,1,0,0,2,6,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718709,2023-04-04,BAL@TEX,BAL,TEX,49.72,76.895,27.175,TEX,BAL,0,4.5,6.112,10.612,5.73,7,2,9,8,1,unknown,unknown,winner,TEX,BAL,home,76.895,,,1,0,0,2,7,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,716971,2023-08-16,LAA@TEX,LAA,TEX,36.86,63.921,27.061,TEX,LAA,0,3.118,5.398,8.516,4.599,2,0,2,1,1,unknown,unknown,winner,TEX,LAA,home,63.921,,,1,0,0,0,2,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,777192,2025-07-08,CLE@HOU,CLE,HOU,36.95,63.999,27.049,HOU,CLE,0,3.297,5.463,8.76,4.73,10,6,16,10,6,unknown,unknown,winner,HOU,CLE,home,63.999,,,1,0,0,6,10,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717659,2023-06-22,KC@TB,KC,TB,34.931,61.949,27.018,TB,KC,0,3.555,4.968,8.523,4.602,6,5,11,4,7,unknown,unknown,winner,TB,KC,home,61.949,,,1,0,0,5,6,1,0,unknown,unknown,high,coinflip_close_game
2023,718631,2023-04-10,WSN@LAA,WSN,LAA,39.379,66.272,26.893,LAA,WSN,0,3.962,5.628,9.59,5.179,6,4,10,9,1,unknown,unknown,winner,LAA,WSN,home,66.272,,,1,0,0,4,6,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717349,2023-07-18,BOS@ATH,BOS,ATH,65.79,38.921,26.869,BOS,ATH,0,5.8,4.062,9.862,5.325,0,3,3,3,0,unknown,unknown,winner,BOS,ATH,away,65.79,,,1,0,0,0,3,3,1,unknown,unknown,high,home_field_or_away_underperformed
2023,718705,2023-04-04,DET@HOU,DET,HOU,31.07,57.917,26.847,HOU,DET,0,3.52,5.291,8.811,4.758,6,3,9,4,5,unknown,unknown,winner,HOU,DET,home,57.917,,,1,0,0,3,6,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746411,2024-04-02,TOR@HOU,TOR,HOU,38.052,64.847,26.795,HOU,TOR,0,3.631,5.439,9.07,4.898,2,1,3,1,2,unknown,unknown,winner,HOU,TOR,home,64.847,,,1,0,0,1,2,1,0,unknown,unknown,high,coinflip_close_game
2023,718422,2023-04-25,KC@AZ,KC,AZ,36.359,63.105,26.746,AZ,KC,0,3.875,5.604,9.479,5.119,5,4,9,5,4,unknown,unknown,winner,AZ,KC,home,63.105,,,1,0,0,4,5,1,0,unknown,unknown,high,coinflip_close_game
2024,746082,2024-04-13,ATL@MIA,ATL,MIA,63.867,37.239,26.628,ATL,MIA,0,5.346,3.908,9.254,4.997,1,5,6,5,1,unknown,unknown,winner,ATL,MIA,away,63.867,,,1,0,0,1,5,4,1,unknown,unknown,high,home_field_or_away_underperformed
2023,716709,2023-09-05,STL@ATL,STL,ATL,38.875,65.432,26.557,ATL,STL,0,3.518,5.378,8.896,4.804,10,6,16,7,9,unknown,unknown,winner,ATL,STL,home,65.432,,,1,0,0,6,10,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746096,2024-09-21,COL@LAD,COL,LAD,45.574,72.079,26.505,LAD,COL,0,4.425,6.271,10.696,5.776,6,3,9,7,2,unknown,unknown,winner,LAD,COL,home,72.079,,,1,0,0,3,6,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778102,2025-04-30,ATL@COL,ATL,COL,62.239,35.764,26.475,ATL,COL,0,5.567,3.962,9.529,5.146,1,2,3,3,0,unknown,unknown,winner,ATL,COL,away,62.239,,,1,0,0,1,2,1,1,unknown,unknown,high,coinflip_close_game
2025,778134,2025-04-30,STL@CIN,STL,CIN,42.2,68.541,26.341,CIN,STL,0,3.818,5.908,9.726,5.252,6,0,6,1,5,unknown,unknown,winner,CIN,STL,home,68.541,,,1,0,0,0,6,6,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778119,2025-04-30,STL@CIN,STL,CIN,42.2,68.541,26.341,CIN,STL,0,3.818,5.908,9.726,5.252,9,1,10,9,1,unknown,unknown,winner,CIN,STL,home,68.541,,,1,0,0,1,9,8,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,777765,2025-05-25,PHI@ATH,PHI,ATH,67.136,40.881,26.255,PHI,ATH,0,5.776,3.852,9.628,5.199,4,5,9,6,3,unknown,unknown,winner,PHI,ATH,away,67.136,,,1,0,0,4,5,1,1,unknown,unknown,high,coinflip_close_game
2024,744869,2024-04-03,PIT@WSN,PIT,WSN,63.33,37.083,26.247,PIT,WSN,0,5.236,4.047,9.283,5.013,3,5,8,6,2,unknown,unknown,winner,PIT,WSN,away,63.33,,,1,0,0,3,5,2,1,unknown,unknown,high,home_field_or_away_underperformed
2024,746089,2024-03-28,PIT@MIA,PIT,MIA,29.021,55.254,26.233,MIA,PIT,0,2.766,4.384,7.15,3.861,6,5,11,7,4,unknown,unknown,winner,MIA,PIT,home,55.254,,,1,0,0,5,6,1,0,unknown,unknown,high,coinflip_close_game
2024,745843,2024-04-04,DET@NYM,DET,NYM,63.474,37.417,26.057,DET,NYM,0,4.852,3.729,8.581,4.634,1,2,3,1,2,unknown,unknown,winner,DET,NYM,away,63.474,,,1,0,0,1,2,1,1,unknown,unknown,high,coinflip_close_game
2024,746266,2024-08-20,LAA@KC,LAA,KC,38.29,64.233,25.943,KC,LAA,0,3.507,5.603,9.11,4.919,9,5,14,4,10,unknown,unknown,winner,KC,LAA,home,64.233,,,1,0,0,5,9,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718716,2023-04-04,CHC@CIN,CHC,CIN,36.97,62.882,25.912,CIN,CHC,0,3.69,4.946,8.636,4.663,12,5,17,4,13,unknown,unknown,winner,CIN,CHC,home,62.882,,,1,0,0,5,12,7,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746834,2024-09-03,PIT@CHC,PIT,CHC,52.209,78.11,25.901,CHC,PIT,0,4.755,7.225,11.98,6.469,5,0,5,2,3,unknown,unknown,winner,CHC,PIT,home,78.11,,,1,0,0,0,5,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718081,2023-05-21,MIL@TB,MIL,TB,39.494,65.382,25.888,TB,MIL,0,3.395,5.175,8.57,4.628,6,4,10,9,1,unknown,unknown,winner,TB,MIL,home,65.382,,,1,0,0,4,6,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745580,2024-05-16,NYM@PHI,NYM,PHI,40.237,66.087,25.85,PHI,NYM,0,3.557,5.555,9.112,4.92,6,5,11,2,9,unknown,unknown,winner,PHI,NYM,home,66.087,,,1,0,0,5,6,1,0,unknown,unknown,high,coinflip_close_game
2023,717958,2023-05-30,ATL@ATH,ATL,ATH,56.838,31.039,25.799,ATL,ATH,0,4.679,3.552,8.231,4.445,1,2,3,2,1,unknown,unknown,winner,ATL,ATH,away,56.838,,,1,0,0,1,2,1,1,unknown,unknown,high,coinflip_close_game
2024,747030,2024-06-02,TB@BAL,TB,BAL,39.384,65.164,25.78,BAL,TB,0,3.527,5.377,8.904,4.808,4,3,7,4,3,unknown,unknown,winner,BAL,TB,home,65.164,,,1,0,0,3,4,1,0,unknown,unknown,high,coinflip_close_game
2023,716787,2023-08-30,LAA@PHI,LAA,PHI,44.685,70.361,25.676,PHI,LAA,0,3.957,6.264,10.221,5.519,10,8,18,8,10,unknown,unknown,winner,PHI,LAA,home,70.361,,,1,0,0,8,10,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718397,2023-04-27,NYY@TEX,NYY,TEX,43.887,69.544,25.657,TEX,NYY,0,3.608,5.852,9.46,5.108,4,2,6,3,3,unknown,unknown,winner,TEX,NYY,home,69.544,,,1,0,0,2,4,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,777371,2025-06-25,ATH@DET,ATH,DET,42.575,68.203,25.628,DET,ATH,0,4.184,5.777,9.961,5.379,3,0,3,3,0,unknown,unknown,winner,DET,ATH,home,68.203,,,1,0,0,0,3,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718431,2023-04-25,WSN@NYM,WSN,NYM,36.45,61.963,25.513,NYM,WSN,0,3.501,5.171,8.672,4.683,5,0,5,2,3,unknown,unknown,winner,NYM,WSN,home,61.963,,,1,0,0,0,5,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,716624,2023-09-11,ATH@HOU,ATH,HOU,43.551,69.041,25.49,HOU,ATH,0,4.421,5.94,10.361,5.595,4,0,4,2,2,unknown,unknown,winner,HOU,ATH,home,69.041,,,1,0,0,0,4,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745565,2024-06-27,MIA@PHI,MIA,PHI,36.438,61.873,25.435,PHI,MIA,0,3.51,5.107,8.617,4.653,7,4,11,3,8,unknown,unknown,winner,PHI,MIA,home,61.873,,,1,0,0,4,7,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,716423,2023-09-26,STL@MIL,STL,MIL,35.379,60.81,25.431,MIL,STL,0,3.117,5.265,8.382,4.526,4,1,5,5,0,unknown,unknown,winner,MIL,STL,home,60.81,,,1,0,0,1,4,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745198,2024-04-07,MIA@STL,MIA,STL,33.75,59.176,25.426,STL,MIA,0,3.693,5.12,8.813,4.759,10,3,13,8,5,unknown,unknown,winner,STL,MIA,home,59.176,,,1,0,0,3,10,7,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717616,2023-06-25,LAA@COL,LAA,COL,66.783,41.421,25.362,LAA,COL,0,6.023,3.932,9.955,5.376,3,4,7,3,4,unknown,unknown,winner,LAA,COL,away,66.783,,,1,0,0,3,4,1,1,unknown,unknown,high,coinflip_close_game
2025,778495,2025-04-01,LAA@STL,LAA,STL,37.664,63.026,25.362,STL,LAA,0,2.905,4.818,7.723,4.17,9,7,16,5,11,unknown,unknown,winner,STL,LAA,home,63.026,,,1,0,0,7,9,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718569,2023-04-15,TB@TOR,TB,TOR,74.73,49.482,25.248,TB,TOR,0,5.438,4.128,9.566,5.166,2,5,7,4,3,unknown,unknown,winner,TB,TOR,away,74.73,,,1,0,0,2,5,3,1,unknown,unknown,high,home_field_or_away_underperformed
2025,777504,2025-06-15,COL@ATL,COL,ATL,36.81,61.897,25.087,ATL,COL,0,4.034,5.573,9.607,5.188,10,1,11,1,10,unknown,unknown,winner,ATL,COL,home,61.897,,,1,0,0,1,10,9,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717344,2023-07-19,BOS@ATH,BOS,ATH,64.6,39.549,25.051,BOS,ATH,0,5.699,4.091,9.79,5.287,5,6,11,10,1,unknown,unknown,winner,BOS,ATH,away,64.6,,,1,0,0,5,6,1,1,unknown,unknown,high,coinflip_close_game
2023,718757,2023-04-01,LAA@ATH,LAA,ATH,24.875,49.925,25.05,ATH,LAA,0,2.065,3.265,5.33,2.878,13,1,14,12,2,unknown,unknown,winner,ATH,LAA,home,49.925,,,1,0,0,1,13,12,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,747848,2024-03-22,MIL@SEA,MIL,SEA,48.448,73.498,25.05,SEA,MIL,0,4.5,5.7,10.2,5.508,4,4,8,5,3,unknown,unknown,winner,SEA,MIL,home,73.498,,,1,0,0,4,4,0,0,unknown,unknown,high,coinflip_close_game
2025,778548,2025-03-28,PIT@MIA,PIT,MIA,40.111,65.161,25.05,MIA,PIT,0,3.644,4.844,8.488,4.584,4,3,7,5,2,unknown,unknown,winner,MIA,PIT,home,65.161,,,1,0,0,3,4,1,0,unknown,unknown,high,coinflip_close_game
2025,778537,2025-03-29,COL@TB,COL,TB,29.707,54.757,25.05,TB,COL,0,2.565,3.765,6.33,3.418,2,1,3,1,2,unknown,unknown,winner,TB,COL,home,54.757,,,1,0,0,1,2,1,0,unknown,unknown,high,coinflip_close_game
2023,717661,2023-06-22,SD@SF,SD,SF,43.478,68.521,25.043,SF,SD,0,3.748,5.969,9.717,5.247,10,0,10,10,0,unknown,unknown,winner,SF,SD,home,68.521,,,1,0,0,0,10,10,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745990,2024-05-12,STL@MIL,STL,MIL,36.644,61.658,25.014,MIL,STL,0,3.403,5.179,8.582,4.634,4,3,7,5,2,unknown,unknown,winner,MIL,STL,home,61.658,,,1,0,0,3,4,1,0,unknown,unknown,high,coinflip_close_game
2023,717537,2023-07-01,LAD@KC,LAD,KC,62.767,37.844,24.923,LAD,KC,0,5.408,3.788,9.196,4.966,4,6,10,8,2,unknown,unknown,winner,LAD,KC,away,62.767,,,1,0,0,4,6,2,1,unknown,unknown,high,home_field_or_away_underperformed
2023,718478,2023-04-22,NYM@SF,NYM,SF,64.34,39.494,24.846,NYM,SF,0,5.367,3.801,9.168,4.951,4,7,11,9,2,unknown,unknown,winner,NYM,SF,away,64.34,,,1,0,0,4,7,3,1,unknown,unknown,high,home_field_or_away_underperformed
2023,717391,2023-07-16,CWS@ATL,CWS,ATL,39.813,64.642,24.829,ATL,CWS,0,3.657,5.297,8.954,4.835,8,1,9,7,2,unknown,unknown,winner,ATL,CWS,home,64.642,,,1,0,0,1,8,7,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776535,2025-08-30,MIA@NYM,MIA,NYM,47.973,72.749,24.776,NYM,MIA,0,4.383,6.546,10.929,5.902,11,8,19,14,5,unknown,unknown,winner,NYM,MIA,home,72.749,,,1,0,0,8,11,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746489,2024-04-13,MIN@DET,MIN,DET,31.037,55.753,24.716,DET,MIN,0,3.16,4.4,7.56,4.082,11,5,16,4,12,unknown,unknown,winner,DET,MIN,home,55.753,,,1,0,0,5,11,6,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746490,2024-04-13,MIN@DET,MIN,DET,31.037,55.753,24.716,DET,MIN,0,3.16,4.4,7.56,4.082,4,1,5,3,2,unknown,unknown,winner,DET,MIN,home,55.753,,,1,0,0,1,4,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746785,2024-06-07,BOS@CWS,BOS,CWS,62.557,37.892,24.665,BOS,CWS,0,5.528,3.991,9.519,5.14,2,7,9,6,3,unknown,unknown,winner,BOS,CWS,away,62.557,,,1,0,0,2,7,5,1,unknown,unknown,high,home_field_or_away_underperformed
2025,776558,2025-08-28,MIA@NYM,MIA,NYM,42.792,67.428,24.636,NYM,MIA,0,3.828,5.988,9.816,5.301,7,4,11,8,3,unknown,unknown,winner,NYM,MIA,home,67.428,,,1,0,0,4,7,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,745685,2024-09-28,PIT@NYY,PIT,NYY,36.485,61.105,24.62,NYY,PIT,0,3.181,5.187,8.368,4.519,9,4,13,5,8,unknown,unknown,winner,NYY,PIT,home,61.105,,,1,0,0,4,9,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746006,2024-04-06,SEA@MIL,SEA,MIL,38.651,63.162,24.511,MIL,SEA,0,3.405,5.044,8.449,4.562,5,3,8,3,5,unknown,unknown,winner,MIL,SEA,home,63.162,,,1,0,0,3,5,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,716698,2023-09-06,TOR@ATH,TOR,ATH,65.697,41.208,24.489,TOR,ATH,0,5.715,4.172,9.887,5.339,2,5,7,3,4,unknown,unknown,winner,TOR,ATH,away,65.697,,,1,0,0,2,5,3,1,unknown,unknown,high,home_field_or_away_underperformed
2025,778114,2025-04-30,BOS@TOR,BOS,TOR,62.451,38.04,24.411,BOS,TOR,0,5.497,3.453,8.95,4.833,6,7,13,4,9,unknown,unknown,winner,BOS,TOR,away,62.451,,,1,0,0,6,7,1,1,unknown,unknown,high,coinflip_close_game
2023,718407,2023-04-26,SD@CHC,SD,CHC,37.428,61.777,24.349,CHC,SD,0,3.287,5.075,8.362,4.515,5,3,8,5,3,unknown,unknown,winner,CHC,SD,home,61.777,,,1,0,0,3,5,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,717726,2023-06-17,LAA@KC,LAA,KC,59.062,34.758,24.304,LAA,KC,0,5.134,3.485,8.619,4.654,9,10,19,6,13,unknown,unknown,winner,LAA,KC,away,59.062,,,1,0,0,9,10,1,1,unknown,unknown,high,coinflip_close_game
2023,718314,2023-05-03,BAL@KC,BAL,KC,64.807,40.518,24.289,BAL,KC,0,5.351,4.247,9.598,5.183,0,6,6,1,5,unknown,unknown,winner,BAL,KC,away,64.807,,,1,0,0,0,6,6,1,unknown,unknown,high,home_field_or_away_underperformed
2024,746551,2024-05-29,CLE@COL,CLE,COL,71.172,46.894,24.278,CLE,COL,0,6.023,4.554,10.577,5.712,4,7,11,9,2,unknown,unknown,winner,CLE,COL,away,71.172,,,1,0,0,4,7,3,1,unknown,unknown,high,home_field_or_away_underperformed
2025,778246,2025-04-20,KC@DET,KC,DET,31.993,56.271,24.278,DET,KC,0,3.016,4.586,7.602,4.105,4,3,7,4,3,unknown,unknown,winner,DET,KC,home,56.271,,,1,0,0,3,4,1,0,unknown,unknown,high,coinflip_close_game
2024,745764,2024-04-05,TOR@NYY,TOR,NYY,32.885,57.081,24.196,NYY,TOR,0,3.146,4.477,7.623,4.116,3,0,3,0,3,unknown,unknown,winner,NYY,TOR,home,57.081,,,1,0,0,0,3,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778384,2025-04-10,PHI@ATL,PHI,ATL,59.0,34.814,24.186,PHI,ATL,0,4.611,3.611,8.222,4.44,2,4,6,2,4,unknown,unknown,winner,PHI,ATL,away,59.0,,,1,0,0,2,4,2,1,unknown,unknown,high,home_field_or_away_underperformed
2025,777984,2025-05-09,TOR@SEA,TOR,SEA,43.628,67.743,24.115,SEA,TOR,0,3.985,5.825,9.81,5.297,6,3,9,6,3,unknown,unknown,winner,SEA,TOR,home,67.743,,,1,0,0,3,6,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,778418,2025-04-07,LAD@WSN,LAD,WSN,63.168,39.063,24.105,LAD,WSN,0,4.939,3.811,8.75,4.725,4,6,10,5,5,unknown,unknown,winner,LAD,WSN,away,63.168,,,1,0,0,4,6,2,1,unknown,unknown,high,home_field_or_away_underperformed
2025,778390,2025-04-09,MIA@NYM,MIA,NYM,36.044,60.147,24.103,NYM,MIA,0,3.3,4.743,8.043,4.343,5,0,5,2,3,unknown,unknown,winner,NYM,MIA,home,60.147,,,1,0,0,0,5,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718740,2023-04-02,CWS@HOU,CWS,HOU,36.203,60.172,23.969,HOU,CWS,0,3.528,4.862,8.39,4.531,6,3,9,1,8,unknown,unknown,winner,HOU,CWS,home,60.172,,,1,0,0,3,6,3,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718340,2023-05-02,MIN@CWS,MIN,CWS,62.413,38.48,23.933,MIN,CWS,0,5.367,3.951,9.318,5.032,2,3,5,0,5,unknown,unknown,winner,MIN,CWS,away,62.413,,,1,0,0,2,3,1,1,unknown,unknown,high,coinflip_close_game
2023,718236,2023-05-09,MIA@AZ,MIA,AZ,41.002,64.907,23.905,AZ,MIA,0,3.806,5.665,9.471,5.114,6,2,8,7,1,unknown,unknown,winner,AZ,MIA,home,64.907,,,1,0,0,2,6,4,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,747853,2024-03-22,ATH@CWS,ATH,CWS,49.148,25.248,23.9,ATH,CWS,0,3.06,2.035,5.095,2.751,2,8,10,9,1,unknown,unknown,winner,ATH,CWS,away,49.148,,,1,0,0,2,8,6,1,unknown,unknown,high,home_field_or_away_underperformed
2025,778098,2025-05-01,COL@SF,COL,SF,32.845,56.739,23.894,SF,COL,0,3.67,4.675,8.345,4.506,4,3,7,2,5,unknown,unknown,winner,SF,COL,home,56.739,,,1,0,0,3,4,1,0,unknown,unknown,high,coinflip_close_game
2023,716689,2023-09-06,STL@ATL,STL,ATL,42.119,65.941,23.822,ATL,STL,0,3.854,5.45,9.304,5.024,11,6,17,8,9,unknown,unknown,winner,ATL,STL,home,65.941,,,1,0,0,6,11,5,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746493,2024-04-07,ATH@DET,ATH,DET,31.228,54.994,23.766,DET,ATH,0,2.925,4.233,7.158,3.865,7,1,8,6,2,unknown,unknown,winner,DET,ATH,home,54.994,,,1,0,0,1,7,6,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2023,718410,2023-04-27,MIA@ATL,MIA,ATL,36.26,60.017,23.757,ATL,MIA,0,3.296,4.813,8.109,4.379,5,4,9,4,5,unknown,unknown,winner,ATL,MIA,home,60.017,,,1,0,0,4,5,1,0,unknown,unknown,high,coinflip_close_game
2025,776802,2025-08-09,WSN@SF,WSN,SF,38.303,62.051,23.748,SF,WSN,0,3.599,5.607,9.206,4.971,4,2,6,3,3,unknown,unknown,winner,SF,WSN,home,62.051,,,1,0,0,2,4,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2025,776715,2025-08-16,AZ@COL,AZ,COL,63.131,39.407,23.724,AZ,COL,0,5.721,4.094,9.815,5.3,7,10,17,7,10,unknown,unknown,winner,AZ,COL,away,63.131,,,1,0,0,7,10,3,1,unknown,unknown,high,home_field_or_away_underperformed
2024,746357,2024-08-16,CWS@HOU,CWS,HOU,35.701,59.42,23.719,HOU,CWS,0,3.688,5.067,8.755,4.728,5,4,9,5,4,unknown,unknown,winner,HOU,CWS,home,59.42,,,1,0,0,4,5,1,0,unknown,unknown,high,coinflip_close_game
2023,718441,2023-04-24,DET@MIL,DET,MIL,35.293,59.009,23.716,MIL,DET,0,3.549,4.67,8.219,4.438,4,2,6,6,0,unknown,unknown,winner,MIL,DET,home,59.009,,,1,0,0,2,4,2,0,unknown,unknown,high,model_missed_team_strength_or_pitching
2024,746762,2024-08-12,NYY@CWS,NYY,CWS,62.452,38.739,23.713,NYY,CWS,0,5.315,4.073,9.388,5.07,2,12,14,7,7,unknown,unknown,winner,NYY,CWS,away,62.452,,,1,0,0,2,12,10,1,unknown,unknown,high,home_field_or_away_underperformed
2023,717063,2023-08-09,TEX@ATH,TEX,ATH,60.923,37.239,23.684,TEX,ATH,0,5.046,3.807,8.853,4.781,0,2,2,1,1,unknown,unknown,winner,TEX,ATH,away,60.923,,,1,0,0,0,2,2,1,unknown,unknown,high,home_field_or_away_underperformed
2023,718656,2023-04-08,LAD@AZ,LAD,AZ,62.707,39.032,23.675,LAD,AZ,0,5.005,3.496,8.501,4.591,8,12,20,12,8,unknown,unknown,winner,LAD,AZ,away,62.707,,,1,0,0,8,12,4,1,unknown,unknown,high,home_field_or_away_underperformed
