candidate_id,candidate_type,game_id,game_pk,market_ticker,event_ticker,market_type,settlement_horizon,side,candidate_line_value,resolved_line_value,selected_team_abbr,status,blocked_reason,eligible_for_paper,created_at,inning,half_inning,outs,score_away_at_candidate,score_home_at_candidate,entry_yes_bid,entry_yes_ask,entry_side_price,spread_cents,overall_watch_score,trigger_event_type,trigger_description,final_away_score,final_home_score,final_total,game_status,game_is_final,f5_away_score,f5_home_score,f5_total,f5_innings_seen,f5_has_all_5,market_yes_means,market_no_means,market_contract_direction,market_semantics_confidence,market_is_semantics_clear,market_spread_value,market_line_value,settlement_status,settlement_reason,settled_yes_value,settled_side_value,hold_to_settle_win,hold_to_settle_pnl_cents,hold_to_settle_roi,market_inferred_yes,market_inferred_reason,market_inferred_avg_price,market_inferred_at,market_inferred_source,context_source,team_strength_metric,team_strength_col,team_strength_bucket,offense_metric,offense_col,offense_bucket,recent_form_metric,recent_form_col,recent_form_bucket,bullpen_risk_metric,bullpen_risk_col,bullpen_risk_bucket,runs_per_game_context,runs_allowed_context,runs_needed_team_inferred,runs_needed_team_bucket,runs_needed_total_inferred,runs_needed_total_bucket
1195,trailing_team_total_lag_watch,CWS@NYY,823535,KXMLBTEAMTOTAL-26JUN161905CWSNYY-CWS3,KXMLBTEAMTOTAL-26JUN161905CWSNYY,team_total,full_game,YES,,3.0,CWS,blocked,wide_spread_hard_block: spread=28c > 12c,0,2026-06-16T20:38:25.272810,5,top,1,1,11,44,72,72,28,34.0,trailing_team_total_lag,CWS trails 11-1 in inning 5; team total may be lagging,2,12,14,Final,1,1,11,12,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-72,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,52.5,team_strength_rating,50_55,53.2,offense_rating,50_55,,,missing,45.5,bullpen_risk_rating,slightly_low_40_50,4.757,4.586,2.0,need_2,-9.0,need_0_1
1239,trailing_team_total_lag_watch,COL@CHC,824667,KXMLBTEAMTOTAL-26JUN162005COLCHC-COL5,KXMLBTEAMTOTAL-26JUN162005COLCHC,team_total,full_game,YES,,5.0,COL,blocked,team_lag_observe_only,0,2026-06-16T20:47:25.994886,3,top,2,0,2,21,28,28,7,51.5,trailing_team_total_lag,COL trails 2-0 in inning 3; team total may be lagging,5,2,7,Final,1,5,2,7,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,100,100,1,72,2.5714,100,latest_market_price_near_100,99.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,46.1,team_strength_rating,45_50,65.2,offense_rating,60_plus,,,missing,51.0,bullpen_risk_rating,elevated_50_60,4.562,5.808,5.0,need_5,3.0,need_3
1309,trailing_team_total_lag_watch,NYM@CIN,824504,KXMLBTEAMTOTAL-26JUN161910NYMCIN-NYM4,KXMLBTEAMTOTAL-26JUN161910NYMCIN,team_total,full_game,YES,,4.0,NYM,blocked,team_lag_observe_only,0,2026-06-16T21:05:27.635738,6,top,2,3,5,67,72,72,5,49.9,trailing_team_total_lag,NYM trails 5-3 in inning 6; team total may be lagging,3,5,8,Final,1,1,5,6,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-72,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,48.9,team_strength_rating,45_50,40.7,offense_rating,40_45,,,missing,44.1,bullpen_risk_rating,slightly_low_40_50,4.0,4.319,1.0,need_0_1,-4.0,need_0_1
1550,trailing_team_total_lag_watch,PIT@ATH,824991,KXMLBTEAMTOTAL-26JUN162140PITATH-PIT5,KXMLBTEAMTOTAL-26JUN162140PITATH,team_total,full_game,YES,5.0,5.0,PIT,blocked,team_lag_observe_only,0,2026-06-16T23:05:46.967792,5,bottom,1,1,4,23,28,28,5,56.5,trailing_team_total_lag,PIT trails 4-1 in inning 5; team total may be lagging,6,5,11,Final,1,1,4,5,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,5.0,score_derived,team_total_yes_means_over_or_at_least_score_derived,100,100,1,72,2.5714,100,latest_market_price_near_100,99.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,52.3,team_strength_rating,50_55,48.9,offense_rating,45_50,,,missing,51.7,bullpen_risk_rating,elevated_50_60,4.986,4.792,4.0,need_4,0.0,need_0_1
1560,trailing_team_total_lag_watch,PIT@ATH,824991,KXMLBTEAMTOTAL-26JUN162140PITATH-PIT5,KXMLBTEAMTOTAL-26JUN162140PITATH,team_total,full_game,YES,5.0,5.0,PIT,blocked,team_lag_observe_only,0,2026-06-16T23:12:47.800128,6,top,0,1,4,25,28,28,3,61.5,trailing_team_total_lag,PIT trails 4-1 in inning 6; team total may be lagging,6,5,11,Final,1,1,4,5,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,5.0,score_derived,team_total_yes_means_over_or_at_least_score_derived,100,100,1,72,2.5714,100,latest_market_price_near_100,99.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,52.3,team_strength_rating,50_55,48.9,offense_rating,45_50,,,missing,51.7,bullpen_risk_rating,elevated_50_60,4.986,4.792,4.0,need_4,0.0,need_0_1
1318,trailing_team_total_lag_watch,NYM@CIN,824504,KXMLBTEAMTOTAL-26JUN161910NYMCIN-NYM4,KXMLBTEAMTOTAL-26JUN161910NYMCIN,team_total,full_game,YES,,4.0,NYM,blocked,rally_still_active,0,2026-06-16T21:08:27.684135,6,top,2,3,5,63,71,71,8,39.4,trailing_team_total_lag,NYM trails 5-3 in inning 6; team total may be lagging,3,5,8,Final,1,1,5,6,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-71,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,48.9,team_strength_rating,45_50,40.7,offense_rating,40_45,,,missing,44.1,bullpen_risk_rating,slightly_low_40_50,4.0,4.319,1.0,need_0_1,-4.0,need_0_1
1555,trailing_team_total_lag_watch,PIT@ATH,824991,KXMLBTEAMTOTAL-26JUN162140PITATH-PIT5,KXMLBTEAMTOTAL-26JUN162140PITATH,team_total,full_game,YES,5.0,5.0,PIT,blocked,rally_still_active,0,2026-06-16T23:09:47.698418,5,bottom,2,1,4,23,29,29,6,54.0,trailing_team_total_lag,PIT trails 4-1 in inning 5; team total may be lagging,6,5,11,Final,1,1,4,5,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,5.0,score_derived,team_total_yes_means_over_or_at_least_score_derived,100,100,1,71,2.4483,100,latest_market_price_near_100,99.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,52.3,team_strength_rating,50_55,48.9,offense_rating,45_50,,,missing,51.7,bullpen_risk_rating,elevated_50_60,4.986,4.792,4.0,need_4,0.0,need_0_1
1473,trailing_team_total_lag_watch,PIT@ATH,824991,KXMLBTEAMTOTAL-26JUN162140PITATH-PIT6,KXMLBTEAMTOTAL-26JUN162140PITATH,team_total,full_game,YES,6.0,6.0,PIT,blocked,team_lag_observe_only,0,2026-06-16T22:27:41.015612,3,top,0,0,4,24,30,30,6,54.0,trailing_team_total_lag,PIT trails 4-0 in inning 3; team total may be lagging,6,5,11,Final,1,1,4,5,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,6.0,score_derived,team_total_yes_means_over_or_at_least_score_derived,100,100,1,70,2.3333,100,latest_market_price_near_100,99.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,52.3,team_strength_rating,50_55,48.9,offense_rating,45_50,,,missing,51.7,bullpen_risk_rating,elevated_50_60,4.986,4.792,6.0,need_6_plus,2.0,need_2
1150,trailing_team_total_lag_watch,MIN@TEX,822888,KXMLBTEAMTOTAL-26JUN162005MINTEX-TEX3,KXMLBTEAMTOTAL-26JUN162005MINTEX,team_total,full_game,YES,,3.0,TEX,blocked,team_lag_observe_only,0,2026-06-16T20:29:23.591801,2,top,3,2,0,64,69,69,5,55.9,trailing_team_total_lag,TEX trails 2-0 in inning 2; team total may be lagging,12,2,14,Final,1,10,2,12,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-69,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,50.7,team_strength_rating,50_55,42.4,offense_rating,40_45,,,missing,42.6,bullpen_risk_rating,slightly_low_40_50,3.986,3.931,3.0,need_3,1.0,need_0_1
1287,trailing_team_total_lag_watch,NYM@CIN,824504,KXMLBTEAMTOTAL-26JUN161910NYMCIN-NYM7,KXMLBTEAMTOTAL-26JUN161910NYMCIN,team_total,full_game,YES,,7.0,NYM,blocked,wide_spread_hard_block: spread=60c > 12c,0,2026-06-16T20:58:26.542827,6,top,1,1,5,9,69,69,60,34.6,trailing_team_total_lag,NYM trails 5-1 in inning 6; team total may be lagging,3,5,8,Final,1,1,5,6,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-69,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,48.9,team_strength_rating,45_50,40.7,offense_rating,40_45,,,missing,44.1,bullpen_risk_rating,slightly_low_40_50,4.0,4.319,6.0,need_6_plus,1.0,need_0_1
1368,trailing_team_total_lag_watch,MIN@TEX,822888,KXMLBTEAMTOTAL-26JUN162005MINTEX-TEX3,KXMLBTEAMTOTAL-26JUN162005MINTEX,team_total,full_game,YES,,3.0,TEX,blocked,rally_still_active,0,2026-06-16T21:31:31.167345,5,top,1,10,1,57,69,69,12,36.1,trailing_team_total_lag,TEX trails 10-1 in inning 5; team total may be lagging,12,2,14,Final,1,10,2,12,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-69,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,50.7,team_strength_rating,50_55,42.4,offense_rating,40_45,,,missing,42.6,bullpen_risk_rating,slightly_low_40_50,3.986,3.931,2.0,need_2,-8.0,need_0_1
1050,trailing_team_total_lag_watch,CWS@NYY,823535,KXMLBTEAMTOTAL-26JUN161905CWSNYY-CWS3,KXMLBTEAMTOTAL-26JUN161905CWSNYY,team_total,full_game,YES,,3.0,CWS,blocked,rally_still_active,0,2026-06-16T20:01:21.283396,3,bottom,1,1,3,58,68,68,10,39.0,trailing_team_total_lag,CWS trails 3-1 in inning 3; team total may be lagging,2,12,14,Final,1,1,11,12,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-68,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,52.5,team_strength_rating,50_55,53.2,offense_rating,50_55,,,missing,45.5,bullpen_risk_rating,slightly_low_40_50,4.757,4.586,2.0,need_2,-1.0,need_0_1
1169,trailing_team_total_lag_watch,CWS@NYY,823535,KXMLBTEAMTOTAL-26JUN161905CWSNYY-CWS3,KXMLBTEAMTOTAL-26JUN161905CWSNYY,team_total,full_game,YES,,3.0,CWS,blocked,wide_spread_hard_block: spread=18c > 12c,0,2026-06-16T20:33:25.038463,4,bottom,2,1,10,50,68,68,18,34.0,trailing_team_total_lag,CWS trails 10-1 in inning 4; team total may be lagging,2,12,14,Final,1,1,11,12,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-68,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,52.5,team_strength_rating,50_55,53.2,offense_rating,50_55,,,missing,45.5,bullpen_risk_rating,slightly_low_40_50,4.757,4.586,2.0,need_2,-8.0,need_0_1
1400,trailing_team_total_lag_watch,COL@CHC,824667,KXMLBTEAMTOTAL-26JUN162005COLCHC-CHC4,KXMLBTEAMTOTAL-26JUN162005COLCHC,team_total,full_game,YES,,4.0,CHC,blocked,rally_still_active,0,2026-06-16T21:45:34.366335,5,bottom,2,5,2,64,68,68,4,57.8,trailing_team_total_lag,CHC trails 5-2 in inning 5; team total may be lagging,5,2,7,Final,1,5,2,7,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-68,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,51.0,team_strength_rating,50_55,49.9,offense_rating,45_50,,,missing,43.8,bullpen_risk_rating,slightly_low_40_50,4.575,4.438,2.0,need_2,-3.0,need_0_1
982,trailing_team_total_lag_watch,MIA@PHI,823451,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA4,KXMLBTEAMTOTAL-26JUN161840MIAPHI,team_total,full_game,YES,,4.0,MIA,blocked,wide_spread_hard_block: spread=57c > 12c,0,2026-06-16T19:28:20.147162,3,top,0,0,7,10,67,67,57,35.2,trailing_team_total_lag,MIA trails 7-0 in inning 3; team total may be lagging,2,8,10,Final,1,0,8,8,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-67,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,50.2,team_strength_rating,50_55,51.1,offense_rating,50_55,,,missing,44.6,bullpen_risk_rating,slightly_low_40_50,4.247,4.342,4.0,need_4,-3.0,need_0_1
1059,trailing_team_total_lag_watch,MIA@PHI,823451,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA4,KXMLBTEAMTOTAL-26JUN161840MIAPHI,team_total,full_game,YES,,4.0,MIA,blocked,wide_spread_hard_block: spread=57c > 12c,0,2026-06-16T20:05:21.349839,5,top,3,0,8,10,67,67,57,35.2,trailing_team_total_lag,MIA trails 8-0 in inning 5; team total may be lagging,2,8,10,Final,1,0,8,8,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-67,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,50.2,team_strength_rating,50_55,51.1,offense_rating,50_55,,,missing,44.6,bullpen_risk_rating,slightly_low_40_50,4.247,4.342,4.0,need_4,-4.0,need_0_1
1395,trailing_team_total_lag_watch,COL@CHC,824667,KXMLBTEAMTOTAL-26JUN162005COLCHC-CHC4,KXMLBTEAMTOTAL-26JUN162005COLCHC,team_total,full_game,YES,,4.0,CHC,blocked,team_lag_observe_only,0,2026-06-16T21:43:34.320579,5,bottom,1,5,2,63,67,67,4,58.1,trailing_team_total_lag,CHC trails 5-2 in inning 5; team total may be lagging,5,2,7,Final,1,5,2,7,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-67,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,51.0,team_strength_rating,50_55,49.9,offense_rating,45_50,,,missing,43.8,bullpen_risk_rating,slightly_low_40_50,4.575,4.438,2.0,need_2,-3.0,need_0_1
1549,trailing_team_total_lag_watch,PIT@ATH,824991,KXMLBTEAMTOTAL-26JUN162140PITATH-PIT5,KXMLBTEAMTOTAL-26JUN162140PITATH,team_total,full_game,YES,5.0,5.0,PIT,blocked,team_lag_observe_only,0,2026-06-16T23:04:46.953184,5,bottom,1,1,4,22,33,33,11,39.2,trailing_team_total_lag,PIT trails 4-1 in inning 5; team total may be lagging,6,5,11,Final,1,1,4,5,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,5.0,score_derived,team_total_yes_means_over_or_at_least_score_derived,100,100,1,67,2.0303,100,latest_market_price_near_100,99.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,52.3,team_strength_rating,50_55,48.9,offense_rating,45_50,,,missing,51.7,bullpen_risk_rating,elevated_50_60,4.986,4.792,4.0,need_4,0.0,need_0_1
978,trailing_team_total_lag_watch,MIA@PHI,823451,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA4,KXMLBTEAMTOTAL-26JUN161840MIAPHI,team_total,full_game,YES,,4.0,MIA,blocked,wide_spread_hard_block: spread=57c > 12c,0,2026-06-16T19:26:20.114088,2,bottom,3,0,7,9,66,66,57,35.2,trailing_team_total_lag,MIA trails 7-0 in inning 2; team total may be lagging,2,8,10,Final,1,0,8,8,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-66,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,50.2,team_strength_rating,50_55,51.1,offense_rating,50_55,,,missing,44.6,bullpen_risk_rating,slightly_low_40_50,4.247,4.342,4.0,need_4,-3.0,need_0_1
1028,trailing_team_total_lag_watch,MIA@PHI,823451,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA4,KXMLBTEAMTOTAL-26JUN161840MIAPHI,team_total,full_game,YES,,4.0,MIA,blocked,wide_spread_hard_block: spread=56c > 12c,0,2026-06-16T19:52:21.061257,5,top,0,0,8,10,66,66,56,35.2,trailing_team_total_lag,MIA trails 8-0 in inning 5; team total may be lagging,2,8,10,Final,1,0,8,8,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-66,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,50.2,team_strength_rating,50_55,51.1,offense_rating,50_55,,,missing,44.6,bullpen_risk_rating,slightly_low_40_50,4.247,4.342,4.0,need_4,-4.0,need_0_1
1072,trailing_team_total_lag_watch,MIA@PHI,823451,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA4,KXMLBTEAMTOTAL-26JUN161840MIAPHI,team_total,full_game,YES,,4.0,MIA,blocked,wide_spread_hard_block: spread=57c > 12c,0,2026-06-16T20:10:22.675774,5,bottom,2,0,8,9,66,66,57,35.2,trailing_team_total_lag,MIA trails 8-0 in inning 5; team total may be lagging,2,8,10,Final,1,0,8,8,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-66,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,50.2,team_strength_rating,50_55,51.1,offense_rating,50_55,,,missing,44.6,bullpen_risk_rating,slightly_low_40_50,4.247,4.342,4.0,need_4,-4.0,need_0_1
968,trailing_team_total_lag_watch,MIA@PHI,823451,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA3,KXMLBTEAMTOTAL-26JUN161840MIAPHI,team_total,full_game,YES,,3.0,MIA,blocked,wide_spread_hard_block: spread=29c > 12c,0,2026-06-16T19:17:18.737076,2,bottom,1,0,3,36,65,65,29,35.2,trailing_team_total_lag,MIA trails 3-0 in inning 2; team total may be lagging,2,8,10,Final,1,0,8,8,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-65,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,50.2,team_strength_rating,50_55,51.1,offense_rating,50_55,,,missing,44.6,bullpen_risk_rating,slightly_low_40_50,4.247,4.342,3.0,need_3,0.0,need_0_1
1416,trailing_team_total_lag_watch,COL@CHC,824667,KXMLBTEAMTOTAL-26JUN162005COLCHC-CHC4,KXMLBTEAMTOTAL-26JUN162005COLCHC,team_total,full_game,YES,,4.0,CHC,blocked,team_lag_observe_only,0,2026-06-16T21:52:35.235177,6,top,1,5,2,61,65,65,4,58.1,trailing_team_total_lag,CHC trails 5-2 in inning 6; team total may be lagging,5,2,7,Final,1,5,2,7,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-65,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,51.0,team_strength_rating,50_55,49.9,offense_rating,45_50,,,missing,43.8,bullpen_risk_rating,slightly_low_40_50,4.575,4.438,2.0,need_2,-3.0,need_0_1
1418,trailing_team_total_lag_watch,COL@CHC,824667,KXMLBTEAMTOTAL-26JUN162005COLCHC-CHC4,KXMLBTEAMTOTAL-26JUN162005COLCHC,team_total,full_game,YES,,4.0,CHC,blocked,team_lag_observe_only,0,2026-06-16T21:53:35.928490,6,top,2,5,2,59,65,65,6,53.1,trailing_team_total_lag,CHC trails 5-2 in inning 6; team total may be lagging,5,2,7,Final,1,5,2,7,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-65,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,51.0,team_strength_rating,50_55,49.9,offense_rating,45_50,,,missing,43.8,bullpen_risk_rating,slightly_low_40_50,4.575,4.438,2.0,need_2,-3.0,need_0_1
983,trailing_team_total_lag_watch,NYM@CIN,824504,KXMLBTEAMTOTAL-26JUN161910NYMCIN-NYM8,KXMLBTEAMTOTAL-26JUN161910NYMCIN,team_total,full_game,YES,,8.0,NYM,blocked,wide_spread_hard_block: spread=57c > 12c,0,2026-06-16T19:28:20.148849,1,bottom,1,0,3,7,64,64,57,34.6,trailing_team_total_lag,NYM trails 3-0 in inning 1; team total may be lagging,3,5,8,Final,1,1,5,6,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-64,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,48.9,team_strength_rating,45_50,40.7,offense_rating,40_45,,,missing,44.1,bullpen_risk_rating,slightly_low_40_50,4.0,4.319,8.0,need_6_plus,5.0,need_5
984,trailing_team_total_lag_watch,MIA@PHI,823451,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA5,KXMLBTEAMTOTAL-26JUN161840MIAPHI,team_total,full_game,YES,,5.0,MIA,blocked,wide_spread_hard_block: spread=55c > 12c,0,2026-06-16T19:29:20.160488,3,top,1,0,7,9,64,64,55,35.2,trailing_team_total_lag,MIA trails 7-0 in inning 3; team total may be lagging,2,8,10,Final,1,0,8,8,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-64,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,50.2,team_strength_rating,50_55,51.1,offense_rating,50_55,,,missing,44.6,bullpen_risk_rating,slightly_low_40_50,4.247,4.342,5.0,need_5,-2.0,need_0_1
985,trailing_team_total_lag_watch,NYM@CIN,824504,KXMLBTEAMTOTAL-26JUN161910NYMCIN-NYM7,KXMLBTEAMTOTAL-26JUN161910NYMCIN,team_total,full_game,YES,,7.0,NYM,blocked,wide_spread_hard_block: spread=55c > 12c,0,2026-06-16T19:29:20.162049,1,bottom,2,0,3,9,64,64,55,34.6,trailing_team_total_lag,NYM trails 3-0 in inning 1; team total may be lagging,3,5,8,Final,1,1,5,6,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-64,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,48.9,team_strength_rating,45_50,40.7,offense_rating,40_45,,,missing,44.1,bullpen_risk_rating,slightly_low_40_50,4.0,4.319,7.0,need_6_plus,4.0,need_4
986,trailing_team_total_lag_watch,MIA@PHI,823451,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA5,KXMLBTEAMTOTAL-26JUN161840MIAPHI,team_total,full_game,YES,,5.0,MIA,blocked,wide_spread_hard_block: spread=47c > 12c,0,2026-06-16T19:30:20.177983,3,top,2,0,7,17,64,64,47,35.2,trailing_team_total_lag,MIA trails 7-0 in inning 3; team total may be lagging,2,8,10,Final,1,0,8,8,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-64,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,50.2,team_strength_rating,50_55,51.1,offense_rating,50_55,,,missing,44.6,bullpen_risk_rating,slightly_low_40_50,4.247,4.342,5.0,need_5,-2.0,need_0_1
1008,trailing_team_total_lag_watch,MIA@PHI,823451,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA3,KXMLBTEAMTOTAL-26JUN161840MIAPHI,team_total,full_game,YES,,3.0,MIA,blocked,wide_spread_hard_block: spread=55c > 12c,0,2026-06-16T19:41:20.832138,4,top,1,0,7,9,64,64,55,35.2,trailing_team_total_lag,MIA trails 7-0 in inning 4; team total may be lagging,2,8,10,Final,1,0,8,8,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-64,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,50.2,team_strength_rating,50_55,51.1,offense_rating,50_55,,,missing,44.6,bullpen_risk_rating,slightly_low_40_50,4.247,4.342,3.0,need_3,-4.0,need_0_1
1043,trailing_team_total_lag_watch,MIA@PHI,823451,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA5,KXMLBTEAMTOTAL-26JUN161840MIAPHI,team_total,full_game,YES,,5.0,MIA,blocked,wide_spread_hard_block: spread=55c > 12c,0,2026-06-16T19:58:21.232223,5,top,2,0,8,9,64,64,55,35.2,trailing_team_total_lag,MIA trails 8-0 in inning 5; team total may be lagging,2,8,10,Final,1,0,8,8,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-64,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,latest_team,50.2,team_strength_rating,50_55,51.1,offense_rating,50_55,,,missing,44.6,bullpen_risk_rating,slightly_low_40_50,4.247,4.342,5.0,need_5,-3.0,need_0_1
