date,game_pk,game_id,market_ticker,market_type,derivative_type,candidate_surface,selected_team,opponent_team,line_value,contract_direction,yes_means,no_means,inning,half,outs,runners,score_away,score_home,score_diff,trailing_team,leading_team,batting_team,home_team,away_team,is_home_selected_team,selected_team_strength_rating,selected_team_form_context,opponent_strength_rating,weather_run_label,current_yes_bid,current_yes_ask,current_mid,current_spread,prior_mid_300s,next_mid_300s,delta_mid_next_300s,max_mid_next_300s,min_mid_next_300s,movement_favorable_to_yes,movement_favorable_to_no,nearest_play_description,seconds_since_last_play,seconds_since_last_score,recent_scoring_flag,active_rally_flag,market_nearly_settled_flag,wide_spread_flag,source
2026-06-15,824505,NYM@CIN,KXMLBTEAMTOTAL-26JUN151910NYMCIN-NYM6,team_total,team_total,team_total,NYM,CIN,,team_total_over_yes,team_total_over,team_total_under,1,bottom,2,,0,3,3,NYM,CIN,CIN,CIN,NYM,0,48.9,47.0,48.2,neutral,28,29,28,1,,28,0,28,28,0,0,,,,0,0,0,0,rest_poll
2026-06-15,824505,NYM@CIN,KXMLBTEAMTOTAL-26JUN151910NYMCIN-NYM6,team_total,team_total,team_total,NYM,CIN,,team_total_over_yes,team_total_over,team_total_under,2,top,0,,0,3,3,NYM,CIN,NYM,CIN,NYM,0,48.9,47.0,48.2,neutral,28,29,28,1,28,28,0,28,28,0,0,,,,0,0,0,0,rest_poll
2026-06-15,823452,MIA@PHI,KXMLBTEAMTOTAL-26JUN151840MIAPHI-MIA2,team_total,team_total,team_total,MIA,PHI,,team_total_over_yes,team_total_over,team_total_under,3,bottom,2,1-3,0,3,3,MIA,PHI,PHI,PHI,MIA,0,50.2,37.0,49.1,neutral,75,77,76,2,75,75,0,75,75,0,0,,,,0,1,0,0,rest_poll
2026-06-15,823452,MIA@PHI,KXMLBTEAMTOTAL-26JUN151840MIAPHI-MIA2,team_total,team_total,team_total,MIA,PHI,,team_total_over_yes,team_total_over,team_total_under,3,bottom,3,,0,3,3,MIA,PHI,PHI,PHI,MIA,0,50.2,37.0,49.1,neutral,75,77,76,2,75,75,0,75,75,0,0,,,,0,0,0,0,rest_poll
2026-06-15,823452,MIA@PHI,KXMLBTEAMTOTAL-26JUN151840MIAPHI-MIA2,team_total,team_total,team_total,MIA,PHI,,team_total_over_yes,team_total_over,team_total_under,4,top,0,,0,3,3,MIA,PHI,MIA,PHI,MIA,0,50.2,37.0,49.1,neutral,75,77,76,2,75,75,0,75,75,0,0,,,,0,0,0,0,rest_poll
2026-06-15,824505,NYM@CIN,KXMLBTEAMTOTAL-26JUN151910NYMCIN-NYM6,team_total,team_total,team_total,NYM,CIN,,team_total_over_yes,team_total_over,team_total_under,2,bottom,0,,0,3,3,NYM,CIN,CIN,CIN,NYM,0,48.9,47.0,48.2,neutral,28,29,28,1,28,28,0,28,28,0,0,,,,0,0,0,0,rest_poll
2026-06-15,824505,NYM@CIN,KXMLBTEAMTOTAL-26JUN151910NYMCIN-NYM6,team_total,team_total,team_total,NYM,CIN,,team_total_over_yes,team_total_over,team_total_under,2,bottom,0,1--,0,3,3,NYM,CIN,CIN,CIN,NYM,0,48.9,47.0,48.2,neutral,28,29,28,1,28,28,0,28,28,0,0,,,,0,1,0,0,rest_poll
2026-06-15,823452,MIA@PHI,KXMLBTEAMTOTAL-26JUN151840MIAPHI-MIA2,team_total,team_total,team_total,MIA,PHI,,team_total_over_yes,team_total_over,team_total_under,4,top,0,1--,0,3,3,MIA,PHI,MIA,PHI,MIA,0,50.2,37.0,49.1,neutral,75,77,76,2,75,75,0,75,75,0,0,,,,0,1,0,0,rest_poll
2026-06-15,824505,NYM@CIN,KXMLBTEAMTOTAL-26JUN151910NYMCIN-NYM6,team_total,team_total,team_total,NYM,CIN,,team_total_over_yes,team_total_over,team_total_under,2,bottom,1,123,0,4,4,NYM,CIN,CIN,CIN,NYM,0,48.9,47.0,48.2,neutral,28,29,28,1,28,28,0,28,28,0,0,,,,0,1,0,0,rest_poll
2026-06-15,824505,NYM@CIN,KXMLBTEAMTOTAL-26JUN151910NYMCIN-NYM6,team_total,team_total,team_total,NYM,CIN,,team_total_over_yes,team_total_over,team_total_under,2,bottom,1,123,0,5,5,NYM,CIN,CIN,CIN,NYM,0,48.9,47.0,48.2,neutral,28,29,28,1,28,28,0,28,28,0,0,,,,0,1,0,0,rest_poll
