candidate_id,game,derivative_type,market_ticker,original_label,replayed_label,process_grade,side,bid,ask,mid,spread_cents,tape_label,raw_edge_cents,entry_price_cents,entry_friction_cents,exit_friction_cents,spread_penalty_cents,thin_tape_penalty_cents,conservative_fee_buffer_cents,conservative_net_edge_cents,paper_take_eligible,friction_fail_reason,hedge_alternative_cost_cents
931,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,watch,observe,bad_process,YES,43,45,44,2,usable_tape,55,45,1,1,0,0,6,47,True,,57
932,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,blocked,blocked,sound_process,YES,43,45,44,2,usable_tape,55,45,1,1,0,0,6,47,True,,57
933,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,blocked,blocked,questionable_process,NO,94,96,95,2,usable_tape,94,6,1,1,0,0,4,88,True,,96
934,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,YES,77,79,78,2,usable_tape,21,79,1,1,0,0,5,14,True,,23
935,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,blocked,blocked,questionable_process,NO,94,96,95,2,usable_tape,94,6,1,1,0,0,4,88,True,,96
936,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,blocked,blocked,questionable_process,YES,77,79,78,2,usable_tape,21,79,1,1,0,0,5,14,True,,23
937,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,blocked,blocked,questionable_process,NO,94,96,95,2,usable_tape,94,6,1,1,0,0,4,88,True,,96
938,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,blocked,blocked,questionable_process,NO,94,96,95,2,usable_tape,94,6,1,1,0,0,4,88,True,,96
939,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,blocked,blocked,questionable_process,YES,77,79,78,2,usable_tape,21,79,1,1,0,0,5,14,True,,23
940,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,YES,77,79,78,2,usable_tape,21,79,1,1,0,0,5,14,True,,23
941,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,blocked,blocked,questionable_process,NO,94,96,95,2,usable_tape,94,6,1,1,0,0,4,88,True,,96
942,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,blocked,blocked,questionable_process,YES,77,79,78,2,usable_tape,21,79,1,1,0,0,5,14,True,,23
943,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,blocked,blocked,questionable_process,NO,94,96,95,2,usable_tape,94,6,1,1,0,0,4,88,True,,96
944,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,YES,77,79,78,2,usable_tape,21,79,1,1,0,0,5,14,True,,23
945,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,blocked,blocked,questionable_process,YES,77,79,78,2,usable_tape,21,79,1,1,0,0,5,14,True,,23
946,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,blocked,blocked,questionable_process,NO,94,96,95,2,usable_tape,94,6,1,1,0,0,4,88,True,,96
947,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,YES,77,79,78,2,usable_tape,21,79,1,1,0,0,5,14,True,,23
948,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,YES,77,79,78,2,usable_tape,21,79,1,1,0,0,5,14,True,,23
949,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,blocked,blocked,questionable_process,YES,77,79,78,2,usable_tape,21,79,1,1,0,0,5,14,True,,23
950,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,blocked,blocked,questionable_process,YES,77,79,78,2,usable_tape,21,79,1,1,0,0,5,14,True,,23
951,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,YES,77,79,78,2,usable_tape,21,79,1,1,0,0,5,14,True,,23
952,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,YES,77,79,78,2,usable_tape,21,79,1,1,0,0,5,14,True,,23
953,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,blocked,blocked,questionable_process,YES,77,79,78,2,usable_tape,21,79,1,1,0,0,5,14,True,,23
954,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,watch,observe,bad_process,YES,77,79,78,2,usable_tape,21,79,1,1,0,0,5,14,True,,23
955,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,blocked,blocked,questionable_process,YES,77,79,78,2,usable_tape,21,79,1,1,0,0,5,14,True,,23
