market_ticker,market_type,game_id,event_time,event_type,inning,inning_half,score_after,mid_at_event,mid_5min_after,movement_5min_cents,repriced_within_5min,repriced_within_window
KXMLBF5SPREAD-26JUN162210TBLAD-LAD2,f5_spread,TB@LAD,2026-06-17T03:25:04Z,score_change,6,bottom,0-1,32,32,0,False,False
KXMLBF5SPREAD-26JUN162210TBLAD-TB3,f5_spread,TB@LAD,2026-06-17T03:25:04Z,score_change,6,bottom,0-1,16,16,0,False,False
KXMLBF5SPREAD-26JUN162210TBLAD-TB2,f5_spread,TB@LAD,2026-06-17T03:25:04Z,score_change,6,bottom,0-1,25,25,0,False,False
KXMLBF5SPREAD-26JUN162210TBLAD-LAD3,f5_spread,TB@LAD,2026-06-17T03:25:04Z,score_change,6,bottom,0-1,21,21,0,False,False
KXMLBF5SPREAD-26JUN162140PITATH-ATH2,f5_spread,PIT@ATH,2026-06-17T02:05:56Z,score_change,1,bottom,0-3,50,50,0,False,False
KXMLBF5SPREAD-26JUN162140PITATH-ATH2,f5_spread,PIT@ATH,2026-06-17T02:08:52Z,score_change,1,bottom,0-4,50,50,0,False,False
KXMLBF5SPREAD-26JUN162140PITATH-ATH2,f5_spread,PIT@ATH,2026-06-17T02:42:39Z,score_change,4,top,1-4,50,50,0,False,False
KXMLBF5SPREAD-26JUN162140PITATH-ATH2,f5_spread,PIT@ATH,2026-06-17T03:14:36Z,score_change,6,top,2-4,19,37,18,True,True
KXMLBF5SPREAD-26JUN162140PITATH-ATH2,f5_spread,PIT@ATH,2026-06-17T03:22:02Z,score_change,6,top,3-4,37,37,0,False,False
KXMLBF5SPREAD-26JUN162140PITATH-ATH2,f5_spread,PIT@ATH,2026-06-17T03:34:18Z,score_change,6,bottom,3-5,37,37,0,False,False
KXMLBF5SPREAD-26JUN162140PITATH-ATH2,f5_spread,PIT@ATH,2026-06-17T03:47:51Z,score_change,7,top,5-5,37,37,0,False,False
KXMLBF5SPREAD-26JUN162140PITATH-ATH3,f5_spread,PIT@ATH,2026-06-17T02:05:56Z,score_change,1,bottom,0-3,50,50,0,False,False
KXMLBF5SPREAD-26JUN162140PITATH-ATH3,f5_spread,PIT@ATH,2026-06-17T02:08:52Z,score_change,1,bottom,0-4,50,50,0,False,False
KXMLBF5SPREAD-26JUN162140PITATH-ATH3,f5_spread,PIT@ATH,2026-06-17T02:42:39Z,score_change,4,top,1-4,50,50,0,False,False
KXMLBF5SPREAD-26JUN162140PITATH-ATH3,f5_spread,PIT@ATH,2026-06-17T03:14:36Z,score_change,6,top,2-4,14,27,13,True,True
KXMLBF5SPREAD-26JUN162140PITATH-ATH3,f5_spread,PIT@ATH,2026-06-17T03:22:02Z,score_change,6,top,3-4,27,27,0,False,False
KXMLBF5SPREAD-26JUN162140PITATH-ATH3,f5_spread,PIT@ATH,2026-06-17T03:34:18Z,score_change,6,bottom,3-5,27,27,0,False,False
KXMLBF5SPREAD-26JUN162140PITATH-ATH3,f5_spread,PIT@ATH,2026-06-17T03:47:51Z,score_change,7,top,5-5,27,27,0,False,False
KXMLBF5SPREAD-26JUN162140PITATH-PIT3,f5_spread,PIT@ATH,2026-06-17T02:05:56Z,score_change,1,bottom,0-3,50,50,0,False,False
KXMLBF5SPREAD-26JUN162140PITATH-PIT3,f5_spread,PIT@ATH,2026-06-17T02:08:52Z,score_change,1,bottom,0-4,50,50,0,False,False
KXMLBF5SPREAD-26JUN162140PITATH-PIT3,f5_spread,PIT@ATH,2026-06-17T02:42:39Z,score_change,4,top,1-4,58,58,0,False,False
KXMLBF5SPREAD-26JUN162140PITATH-PIT3,f5_spread,PIT@ATH,2026-06-17T03:14:36Z,score_change,6,top,2-4,58,18,40,True,True
KXMLBF5SPREAD-26JUN162140PITATH-PIT3,f5_spread,PIT@ATH,2026-06-17T03:22:02Z,score_change,6,top,3-4,18,18,0,False,False
KXMLBF5SPREAD-26JUN162140PITATH-PIT3,f5_spread,PIT@ATH,2026-06-17T03:34:18Z,score_change,6,bottom,3-5,18,18,0,False,False
KXMLBF5SPREAD-26JUN162140PITATH-PIT3,f5_spread,PIT@ATH,2026-06-17T03:47:51Z,score_change,7,top,5-5,18,18,0,False,False
KXMLBF5SPREAD-26JUN162140PITATH-PIT2,f5_spread,PIT@ATH,2026-06-17T02:05:56Z,score_change,1,bottom,0-3,50,50,0,False,False
KXMLBF5SPREAD-26JUN162140PITATH-PIT2,f5_spread,PIT@ATH,2026-06-17T02:08:52Z,score_change,1,bottom,0-4,50,50,0,False,False
