feature,feature_value,outcome,seasons_seen,season_count,total_count,min_season_count,avg_rate,avg_lift,min_lift,max_lift,stability_label
reliever_appearances_last_2d_bucket,high_7_10,f5_total_4plus,"2023,2024,2025",3,7197,2314,0.6297,0.0037,-0.0017,0.008,mixed_or_noisy
BO_plus_tired_bullpen_tag,yes,opponent_runs_4plus,"2023,2024,2025",3,5172,1717,0.5617,0.0037,-0.0062,0.0095,mixed_or_noisy
BO_gap_bucket,minus_15_or_worse,game_total_10plus,"2023,2024,2025",3,5095,1663,0.3954,-0.0037,-0.0144,0.0039,mixed_or_noisy
BO_gap_bucket,plus_15_plus,game_total_10plus,"2023,2024,2025",3,5095,1663,0.3954,-0.0037,-0.0144,0.0039,mixed_or_noisy
strong_BO_clean_BD_tag,yes,f5_total_4plus,"2023,2024,2025",3,3330,1085,0.6295,0.0036,-0.0152,0.022,mixed_or_noisy
BD_chaos_bucket,very_high_115_plus,f5_total_4plus,"2023,2024,2025",3,5675,1870,0.6225,-0.0035,-0.0103,0.0,mixed_or_noisy
starter_short_outing_previous_game,yes,game_total_9plus,"2023,2024,2025",3,5089,1662,0.5019,0.0035,-0.0036,0.016,mixed_or_noisy
bullpen_outs_last_2d_bucket,normal_10_18,team_runs_5plus,"2023,2024,2025",3,4624,1511,0.428,-0.0035,-0.0098,0.0021,mixed_or_noisy
strong_BO_clean_BD_tag,yes,game_total_10plus,"2023,2024,2025",3,3330,1085,0.4026,0.0035,-0.0072,0.0126,mixed_or_noisy
error_rate_L10_bucket,very_high_70_plus,opponent_post5_runs_2plus,"2023,2024,2025",3,2187,638,0.4844,0.0035,-0.0059,0.0111,mixed_or_noisy
BD_gap_bucket,neutral_minus7_plus7,opponent_runs_5plus,"2023,2024,2025",3,2046,624,0.4351,0.0035,-0.023,0.0204,mixed_or_noisy
BD_gap_bucket,neutral_minus7_plus7,team_runs_5plus,"2023,2024,2025",3,2046,624,0.4351,0.0035,-0.023,0.0204,mixed_or_noisy
reliever_appearances_last_2d_bucket,low_1_3,team_won,"2023,2024,2025",3,422,131,0.5029,0.0035,-0.0065,0.0115,mixed_or_noisy
BD_L10_bucket,high_105_115,game_total_10plus,"2023,2024,2025",3,1807,551,0.3957,-0.0034,-0.014,0.0155,mixed_or_noisy
BD_L10_bucket,high_105_115,team_runs_4plus,"2023,2024,2025",3,1807,551,0.5545,-0.0034,-0.0266,0.0088,mixed_or_noisy
BD_bucket,high_105_115,game_total_10plus,"2023,2024,2025",3,1807,551,0.3957,-0.0034,-0.014,0.0155,mixed_or_noisy
BD_bucket,high_105_115,team_runs_4plus,"2023,2024,2025",3,1807,551,0.5545,-0.0034,-0.0266,0.0088,mixed_or_noisy
BO_gap_bucket,neutral_minus7_plus7,game_total_9plus,"2023,2024,2025",3,2234,708,0.4952,-0.0033,-0.0183,0.0062,mixed_or_noisy
error_rate_L10_bucket,very_high_70_plus,game_total_9plus,"2023,2024,2025",3,2187,638,0.5018,0.0033,-0.0061,0.0084,mixed_or_noisy
BD_L10_bucket,avg_95_105,team_runs_4plus,"2023,2024,2025",3,2025,647,0.5613,0.0033,-0.0025,0.0107,mixed_or_noisy
BD_bucket,avg_95_105,team_runs_4plus,"2023,2024,2025",3,2025,647,0.5613,0.0033,-0.0025,0.0107,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,very_high_70_plus,team_runs_5plus,"2023,2024,2025",3,1036,329,0.4349,0.0033,-0.0215,0.0419,mixed_or_noisy
BO_plus_tired_bullpen_tag,no,f5_total_4plus,"2023,2024,2025",3,9840,3214,0.6228,-0.0032,-0.0038,-0.0028,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,below_avg_25_40,team_runs_5plus,"2023,2024,2025",3,3121,955,0.4347,0.0032,-0.0097,0.0218,mixed_or_noisy
BO_L10_bucket,high_105_115,opponent_post5_runs_2plus,"2023,2024,2025",3,2073,656,0.4842,0.0032,-0.0154,0.0214,mixed_or_noisy
BO_bucket,high_105_115,opponent_post5_runs_2plus,"2023,2024,2025",3,2073,656,0.4842,0.0032,-0.0154,0.0214,mixed_or_noisy
BO_L5_bucket,high_105_115,game_total_10plus,"2023,2024,2025",3,1601,514,0.4023,0.0032,0.0004,0.0054,mixed_or_noisy
BD_chaos_bucket,very_high_115_plus,game_total_9plus,"2023,2024,2025",3,5675,1870,0.4953,-0.0031,-0.0082,0.003,mixed_or_noisy
error_rate_L10_bucket,avg_40_55,team_post5_runs_2plus,"2023,2024,2025",3,5053,1627,0.484,0.0031,-0.0018,0.006,mixed_or_noisy
bullpen_outs_last_2d_bucket,very_heavy_28_plus,game_total_9plus,"2023,2024,2025",3,2542,786,0.4953,-0.0031,-0.0237,0.0353,mixed_or_noisy
BD_L10_bucket,low_85_95,game_total_9plus,"2023,2024,2025",3,1972,648,0.5015,0.0031,-0.0013,0.0054,mixed_or_noisy
BD_bucket,low_85_95,game_total_9plus,"2023,2024,2025",3,1972,648,0.5015,0.0031,-0.0013,0.0054,mixed_or_noisy
starter_short_outing_previous_game,no,team_runs_4plus,"2023,2024,2025",3,9923,3280,0.5609,0.003,0.0011,0.0054,mixed_or_noisy
BO_L5_bucket,very_low_lt_85,opponent_post5_runs_2plus,"2023,2024,2025",3,4859,1580,0.4839,0.003,-0.0046,0.0172,mixed_or_noisy
BD_chaos_bucket,high_105_115,opponent_runs_4plus,"2023,2024,2025",3,2318,696,0.5549,-0.003,-0.0102,0.0103,mixed_or_noisy
error_rate_L10_bucket,very_high_70_plus,team_post5_runs_2plus,"2023,2024,2025",3,2187,638,0.478,-0.003,-0.0109,0.0037,mixed_or_noisy
BO_plus_weak_BD_tag,no,f5_total_4plus,"2023,2024,2025",3,12105,3938,0.6231,-0.0029,-0.0057,0.0,mixed_or_noisy
bullpen_outs_last_2d_bucket,normal_10_18,team_f5_runs_2plus,"2023,2024,2025",3,4624,1511,0.5803,-0.0029,-0.0112,0.0137,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,plus_7_to_15,team_f5_runs_2plus,"2023,2024,2025",3,1120,353,0.5861,0.0029,-0.0034,0.0138,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,very_high_70_plus,game_total_10plus,"2023,2024,2025",3,1036,329,0.3962,-0.0029,-0.0182,0.0207,mixed_or_noisy
avoid_low_BO_strong_BD_tag,no,opponent_runs_4plus,"2023,2024,2025",3,11880,3882,0.5552,-0.0028,-0.0087,0.0035,mixed_or_noisy
avoid_low_BO_strong_BD_tag,no,team_post5_runs_2plus,"2023,2024,2025",3,11880,3882,0.4838,0.0028,0.0006,0.0049,mixed_or_noisy
reliever_appearances_last_2d_bucket,medium_4_6,f5_total_4plus,"2023,2024,2025",3,7058,2298,0.6232,-0.0028,-0.0122,0.0071,mixed_or_noisy
back_to_back_reliever_count_bucket,low_1_3,opponent_runs_4plus,"2023,2024,2025",3,6526,2093,0.5607,0.0028,-0.0064,0.0139,mixed_or_noisy
BO_L10_bucket,very_high_115_plus,opponent_post5_runs_2plus,"2023,2024,2025",3,4604,1506,0.4781,-0.0028,-0.0241,0.0121,mixed_or_noisy
BO_bucket,very_high_115_plus,opponent_post5_runs_2plus,"2023,2024,2025",3,4604,1506,0.4781,-0.0028,-0.0241,0.0121,mixed_or_noisy
BO_L10_bucket,high_105_115,team_runs_4plus,"2023,2024,2025",3,2073,656,0.5607,0.0028,-0.021,0.0209,mixed_or_noisy
BO_bucket,high_105_115,team_runs_4plus,"2023,2024,2025",3,2073,656,0.5607,0.0028,-0.021,0.0209,mixed_or_noisy
BO_gap_bucket,minus_7_to_15,team_f5_runs_2plus,"2023,2024,2025",3,1245,378,0.5859,0.0028,-0.0298,0.0384,mixed_or_noisy
extra_innings_previous_game,yes,team_post5_runs_2plus,"2023,2024,2025",3,1268,409,0.4783,-0.0027,-0.0071,0.0057,mixed_or_noisy
reliever_appearances_last_2d_bucket,high_7_10,team_f5_runs_2plus,"2023,2024,2025",3,7197,2314,0.5857,0.0026,-0.0049,0.0135,mixed_or_noisy
BO_event_bucket,avg_95_105,team_runs_5plus,"2023,2024,2025",3,3135,938,0.4342,0.0026,-0.0051,0.0095,mixed_or_noisy
bullpen_outs_last_2d_bucket,very_heavy_28_plus,opponent_runs_4plus,"2023,2024,2025",3,2542,786,0.5553,-0.0026,-0.02,0.0252,mixed_or_noisy
avoid_low_BO_strong_BD_tag,no,f5_total_4plus,"2023,2024,2025",3,11880,3882,0.6285,0.0025,0.0005,0.0039,mixed_or_noisy
back_to_back_reliever_count_bucket,zero,opponent_runs_4plus,"2023,2024,2025",3,8313,2672,0.5554,-0.0025,-0.0113,0.0029,mixed_or_noisy
BO_L5_bucket,very_high_115_plus,opponent_post5_runs_2plus,"2023,2024,2025",3,5192,1714,0.4784,-0.0025,-0.013,0.0043,mixed_or_noisy
BO_L5_bucket,very_low_lt_85,opponent_runs_5plus,"2023,2024,2025",3,4859,1580,0.4291,-0.0025,-0.0079,0.0079,mixed_or_noisy
BD_L10_bucket,low_85_95,f5_total_4plus,"2023,2024,2025",3,1972,648,0.6284,0.0025,-0.0111,0.0225,mixed_or_noisy
BD_bucket,low_85_95,f5_total_4plus,"2023,2024,2025",3,1972,648,0.6284,0.0025,-0.0111,0.0225,mixed_or_noisy
BD_L10_bucket,high_105_115,opponent_post5_runs_2plus,"2023,2024,2025",3,1807,551,0.4785,-0.0025,-0.013,0.011,mixed_or_noisy
BD_bucket,high_105_115,opponent_post5_runs_2plus,"2023,2024,2025",3,1807,551,0.4785,-0.0025,-0.013,0.011,mixed_or_noisy
BO_L5_bucket,high_105_115,opponent_post5_runs_2plus,"2023,2024,2025",3,1601,514,0.4785,-0.0025,-0.0402,0.0347,mixed_or_noisy
bullpen_heavy_previous_game,no,team_runs_5plus,"2023,2024,2025",3,12166,3950,0.434,0.0024,0.0003,0.0041,mixed_or_noisy
BD_L5_bucket,very_high_115_plus,team_runs_4plus,"2023,2024,2025",3,5750,1876,0.5604,0.0024,-0.0087,0.0129,mixed_or_noisy
BD_L5_bucket,very_low_lt_85,team_runs_5plus,"2023,2024,2025",3,4438,1461,0.4292,-0.0024,-0.0116,0.0028,mixed_or_noisy
error_rate_L10_bucket,low_lt_25,team_runs_5plus,"2023,2024,2025",3,3402,1051,0.4339,0.0024,-0.0031,0.0053,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,below_avg_25_40,team_runs_4plus,"2023,2024,2025",3,3121,955,0.5555,-0.0024,-0.0236,0.0171,mixed_or_noisy
BO_L10_bucket,low_85_95,team_runs_5plus,"2023,2024,2025",3,1985,597,0.4292,-0.0024,-0.0196,0.0089,mixed_or_noisy
BO_bucket,low_85_95,team_runs_5plus,"2023,2024,2025",3,1985,597,0.4292,-0.0024,-0.0196,0.0089,mixed_or_noisy
BD_L5_bucket,avg_95_105,team_f5_runs_2plus,"2023,2024,2025",3,1588,515,0.5807,-0.0024,-0.0134,0.0188,mixed_or_noisy
extra_innings_previous_game,no,opponent_runs_4plus,"2023,2024,2025",3,13744,4527,0.5602,0.0023,-0.0009,0.0044,mixed_or_noisy
avoid_low_BO_strong_BD_tag,no,opponent_post5_runs_2plus,"2023,2024,2025",3,11880,3882,0.4787,-0.0023,-0.0089,0.0043,mixed_or_noisy
reliever_appearances_last_2d_bucket,medium_4_6,team_won,"2023,2024,2025",3,7058,2298,0.5017,0.0023,-0.0013,0.0079,mixed_or_noisy
error_rate_L10_bucket,low_lt_25,f5_total_4plus,"2023,2024,2025",3,3402,1051,0.6236,-0.0023,-0.0172,0.0052,mixed_or_noisy
bullpen_heavy_previous_game,yes,opponent_runs_4plus,"2023,2024,2025",3,2846,870,0.5603,0.0023,-0.018,0.0272,mixed_or_noisy
BO_L5_bucket,high_105_115,team_f5_runs_2plus,"2023,2024,2025",3,1601,514,0.5854,0.0023,0.001,0.0047,mixed_or_noisy
BO_L5_bucket,low_85_95,opponent_runs_5plus,"2023,2024,2025",3,1584,514,0.4339,0.0023,-0.0066,0.0145,mixed_or_noisy
extra_innings_previous_game,yes,team_won,"2023,2024,2025",3,1268,409,0.5016,0.0023,-0.0026,0.0083,mixed_or_noisy
bullpen_heavy_previous_game,no,team_post5_runs_2plus,"2023,2024,2025",3,12166,3950,0.4831,0.0022,0.0,0.0065,mixed_or_noisy
avoid_low_BO_strong_BD_tag,no,opponent_runs_5plus,"2023,2024,2025",3,11880,3882,0.4294,-0.0022,-0.0058,0.0028,mixed_or_noisy
back_to_back_reliever_count_bucket,low_1_3,f5_total_4plus,"2023,2024,2025",3,6526,2093,0.6281,0.0022,-0.0137,0.0113,mixed_or_noisy
error_rate_L10_bucket,avg_40_55,game_total_10plus,"2023,2024,2025",3,5053,1627,0.4013,0.0022,0.0015,0.0032,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,neutral_minus7_plus7,team_runs_4plus,"2023,2024,2025",3,2131,679,0.5601,0.0022,-0.0175,0.028,mixed_or_noisy
BO_L5_bucket,low_85_95,game_total_9plus,"2023,2024,2025",3,1584,514,0.5006,0.0022,-0.0058,0.0079,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,very_high_70_plus,game_total_9plus,"2023,2024,2025",3,1036,329,0.5006,0.0022,-0.017,0.0317,mixed_or_noisy
bullpen_heavy_previous_game,no,team_f5_runs_2plus,"2023,2024,2025",3,12166,3950,0.5852,0.0021,-0.0007,0.0035,mixed_or_noisy
bullpen_outs_last_2d_bucket,heavy_19_27,opponent_post5_runs_2plus,"2023,2024,2025",3,7541,2450,0.4831,0.0021,-0.0008,0.0076,mixed_or_noisy
bullpen_outs_last_2d_bucket,normal_10_18,team_won,"2023,2024,2025",3,4624,1511,0.4973,-0.0021,-0.0096,0.0086,mixed_or_noisy
error_rate_L10_bucket,low_lt_25,team_post5_runs_2plus,"2023,2024,2025",3,3402,1051,0.4789,-0.0021,-0.0054,0.0014,mixed_or_noisy
error_rate_L10_bucket,below_avg_25_40,team_post5_runs_2plus,"2023,2024,2025",3,2587,824,0.483,0.0021,-0.0152,0.0242,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,high_55_70,game_total_10plus,"2023,2024,2025",3,1808,537,0.397,-0.0021,-0.0172,0.0242,mixed_or_noisy
BD_L5_bucket,avg_95_105,team_runs_4plus,"2023,2024,2025",3,1588,515,0.56,0.0021,-0.008,0.012,mixed_or_noisy
BO_L5_bucket,low_85_95,opponent_post5_runs_2plus,"2023,2024,2025",3,1584,514,0.4789,-0.0021,-0.023,0.0227,mixed_or_noisy
reliever_appearances_last_2d_bucket,low_1_3,team_post5_runs_2plus,"2023,2024,2025",3,422,131,0.4789,-0.0021,-0.0274,0.024,mixed_or_noisy
BO_plus_weak_BD_tag,no,opponent_post5_runs_2plus,"2023,2024,2025",3,12105,3938,0.4789,-0.002,-0.0063,0.0036,mixed_or_noisy
BO_event_bucket,very_high_115_plus,opponent_post5_runs_2plus,"2023,2024,2025",3,2686,811,0.479,-0.002,-0.0289,0.0134,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,minus_7_to_15,f5_total_4plus,"2023,2024,2025",3,1220,390,0.624,-0.002,-0.0246,0.0131,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,minus_7_to_15,opponent_runs_4plus,"2023,2024,2025",3,1220,390,0.5599,0.002,-0.013,0.0225,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,minus_7_to_15,team_won,"2023,2024,2025",3,1220,390,0.4973,-0.002,-0.0193,0.0081,mixed_or_noisy
extra_innings_previous_game,no,f5_total_4plus,"2023,2024,2025",3,13744,4527,0.6279,0.0019,-0.0006,0.0059,mixed_or_noisy
bullpen_heavy_previous_game,no,opponent_runs_5plus,"2023,2024,2025",3,12166,3950,0.4296,-0.0019,-0.006,0.0038,mixed_or_noisy
bullpen_heavy_previous_game,no,team_won,"2023,2024,2025",3,12166,3950,0.5013,0.0019,-0.0013,0.0049,mixed_or_noisy
BO_plus_weak_BD_tag,no,opponent_runs_5plus,"2023,2024,2025",3,12105,3938,0.4335,0.0019,0.0001,0.0046,mixed_or_noisy
BO_plus_tired_bullpen_tag,no,opponent_runs_4plus,"2023,2024,2025",3,9840,3214,0.556,-0.0019,-0.0051,0.0033,mixed_or_noisy
error_rate_L10_bucket,avg_40_55,opponent_runs_5plus,"2023,2024,2025",3,5053,1627,0.4297,-0.0019,-0.0114,0.0069,mixed_or_noisy
BD_L10_bucket,very_low_lt_85,team_post5_runs_2plus,"2023,2024,2025",3,3917,1266,0.4828,0.0019,-0.005,0.013,mixed_or_noisy
BD_bucket,very_low_lt_85,team_post5_runs_2plus,"2023,2024,2025",3,3917,1266,0.4828,0.0019,-0.005,0.013,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,neutral_minus7_plus7,opponent_runs_5plus,"2023,2024,2025",3,2131,679,0.4297,-0.0019,-0.0079,0.0021,mixed_or_noisy
extra_innings_previous_game,no,game_total_9plus,"2023,2024,2025",3,13744,4527,0.5003,0.0018,0.0007,0.0039,mixed_or_noisy
bullpen_heavy_previous_game,no,team_runs_4plus,"2023,2024,2025",3,12166,3950,0.5597,0.0018,-0.0021,0.005,mixed_or_noisy
starter_short_outing_previous_game,no,game_total_9plus,"2023,2024,2025",3,9923,3280,0.4966,-0.0018,-0.0083,0.0018,mixed_or_noisy
BO_L10_bucket,low_85_95,team_won,"2023,2024,2025",3,1985,597,0.4975,-0.0018,-0.0149,0.0053,mixed_or_noisy
BO_bucket,low_85_95,team_won,"2023,2024,2025",3,1985,597,0.4975,-0.0018,-0.0149,0.0053,mixed_or_noisy
error_rate_L10_bucket,high_55_70,f5_total_4plus,"2023,2024,2025",3,1691,520,0.6278,0.0018,-0.0124,0.0255,mixed_or_noisy
BD_L5_bucket,low_85_95,game_total_10plus,"2023,2024,2025",3,1666,526,0.3973,-0.0018,-0.0178,0.0135,mixed_or_noisy
avoid_low_BO_strong_BD_tag,no,game_total_10plus,"2023,2024,2025",3,11880,3882,0.4008,0.0017,0.0,0.0043,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,avg_40_55,team_won,"2023,2024,2025",3,6294,1979,0.4976,-0.0017,-0.0093,0.0025,mixed_or_noisy
BO_plus_tired_bullpen_tag,yes,opponent_post5_runs_2plus,"2023,2024,2025",3,5172,1717,0.4793,-0.0017,-0.0053,0.0012,mixed_or_noisy
BD_chaos_bucket,avg_95_105,team_post5_runs_2plus,"2023,2024,2025",3,1853,586,0.4827,0.0017,-0.0059,0.0107,mixed_or_noisy
strong_BO_clean_BD_tag,no,opponent_post5_runs_2plus,"2023,2024,2025",3,11682,3798,0.4826,0.0016,-0.0033,0.0071,mixed_or_noisy
error_rate_L10_bucket,avg_40_55,team_runs_4plus,"2023,2024,2025",3,5053,1627,0.5563,-0.0016,-0.0115,0.0092,mixed_or_noisy
BD_chaos_bucket,very_low_lt_85,team_post5_runs_2plus,"2023,2024,2025",3,3405,1107,0.4794,-0.0016,-0.012,0.0105,mixed_or_noisy
error_rate_L10_bucket,below_avg_25_40,team_f5_runs_2plus,"2023,2024,2025",3,2587,824,0.5847,0.0016,-0.014,0.0118,mixed_or_noisy
BO_L10_bucket,high_105_115,game_total_10plus,"2023,2024,2025",3,2073,656,0.4007,0.0016,-0.0223,0.0259,mixed_or_noisy
BO_bucket,high_105_115,game_total_10plus,"2023,2024,2025",3,2073,656,0.4007,0.0016,-0.0223,0.0259,mixed_or_noisy
BD_L5_bucket,low_85_95,team_runs_5plus,"2023,2024,2025",3,1666,526,0.43,-0.0016,-0.0121,0.0072,mixed_or_noisy
extra_innings_previous_game,no,opponent_runs_5plus,"2023,2024,2025",3,13744,4527,0.433,0.0015,-0.002,0.0037,mixed_or_noisy
BD_L5_bucket,very_high_115_plus,team_runs_5plus,"2023,2024,2025",3,5750,1876,0.4331,0.0015,-0.0003,0.0045,mixed_or_noisy
error_rate_L10_bucket,avg_40_55,team_won,"2023,2024,2025",3,5053,1627,0.4978,-0.0015,-0.0108,0.0128,mixed_or_noisy
bullpen_heavy_previous_game,yes,game_total_10plus,"2023,2024,2025",3,2846,870,0.4006,0.0015,-0.0184,0.0311,mixed_or_noisy
BD_L10_bucket,avg_95_105,opponent_post5_runs_2plus,"2023,2024,2025",3,2025,647,0.4795,-0.0015,-0.0105,0.0057,mixed_or_noisy
BD_bucket,avg_95_105,opponent_post5_runs_2plus,"2023,2024,2025",3,2025,647,0.4795,-0.0015,-0.0105,0.0057,mixed_or_noisy
BO_vs_opponent_BD_gap_bucket,plus_7_to_15,team_post5_runs_2plus,"2023,2024,2025",3,1120,353,0.4795,-0.0015,-0.0259,0.0127,mixed_or_noisy
bullpen_heavy_previous_game,no,game_total_9plus,"2023,2024,2025",3,12166,3950,0.497,-0.0014,-0.0102,0.0036,mixed_or_noisy
strong_BO_clean_BD_tag,no,team_post5_runs_2plus,"2023,2024,2025",3,11682,3798,0.4796,-0.0014,-0.0072,0.0019,mixed_or_noisy
back_to_back_reliever_count_bucket,zero,team_won,"2023,2024,2025",3,8313,2672,0.5007,0.0014,-0.0038,0.0083,mixed_or_noisy
reliever_appearances_last_2d_bucket,medium_4_6,team_f5_runs_2plus,"2023,2024,2025",3,7058,2298,0.5818,-0.0014,-0.0084,0.0064,mixed_or_noisy
BD_chaos_bucket,very_high_115_plus,team_runs_4plus,"2023,2024,2025",3,5675,1870,0.5565,-0.0014,-0.0109,0.0042,mixed_or_noisy
error_rate_L10_bucket,avg_40_55,f5_total_4plus,"2023,2024,2025",3,5053,1627,0.6246,-0.0014,-0.0085,0.0112,mixed_or_noisy
BD_chaos_bucket,low_85_95,team_post5_runs_2plus,"2023,2024,2025",3,1669,506,0.4823,0.0014,-0.0113,0.0101,mixed_or_noisy
extra_innings_previous_game,no,game_total_10plus,"2023,2024,2025",3,13744,4527,0.4004,0.0013,0.0003,0.0031,mixed_or_noisy
bullpen_heavy_previous_game,no,f5_total_4plus,"2023,2024,2025",3,12166,3950,0.6272,0.0013,-0.0012,0.0048,mixed_or_noisy
error_rate_L10_bucket,low_lt_25,opponent_runs_5plus,"2023,2024,2025",3,3402,1051,0.4302,-0.0013,-0.0047,0.0053,mixed_or_noisy
BO_event_bucket,avg_95_105,team_f5_runs_2plus,"2023,2024,2025",3,3135,938,0.5845,0.0013,-0.0019,0.0046,mixed_or_noisy
BD_chaos_bucket,high_105_115,game_total_9plus,"2023,2024,2025",3,2318,696,0.4972,-0.0013,-0.0144,0.0088,mixed_or_noisy
BO_L10_bucket,low_85_95,f5_total_4plus,"2023,2024,2025",3,1985,597,0.6273,0.0013,-0.0094,0.0139,mixed_or_noisy
BO_bucket,low_85_95,f5_total_4plus,"2023,2024,2025",3,1985,597,0.6273,0.0013,-0.0094,0.0139,mixed_or_noisy
BD_chaos_bucket,low_85_95,team_runs_5plus,"2023,2024,2025",3,1669,506,0.4329,0.0013,-0.0293,0.0214,mixed_or_noisy
extra_innings_previous_game,no,team_runs_5plus,"2023,2024,2025",3,13744,4527,0.4327,0.0012,-0.0011,0.0037,mixed_or_noisy
strong_BO_clean_BD_tag,no,game_total_9plus,"2023,2024,2025",3,11682,3798,0.4972,-0.0012,-0.0026,0.0009,mixed_or_noisy
bullpen_outs_last_2d_bucket,heavy_19_27,team_won,"2023,2024,2025",3,7541,2450,0.5006,0.0012,-0.0049,0.0078,mixed_or_noisy
reliever_appearances_last_2d_bucket,high_7_10,team_won,"2023,2024,2025",3,7197,2314,0.4982,-0.0012,-0.0035,0.0004,mixed_or_noisy
BO_L5_bucket,very_low_lt_85,f5_total_4plus,"2023,2024,2025",3,4859,1580,0.6248,-0.0012,-0.0056,0.0057,mixed_or_noisy
BO_event_bucket,low_85_95,opponent_post5_runs_2plus,"2023,2024,2025",3,3090,1000,0.4797,-0.0012,-0.0096,0.003,mixed_or_noisy
error_rate_L10_bucket,below_avg_25_40,f5_total_4plus,"2023,2024,2025",3,2587,824,0.6272,0.0012,-0.0025,0.0058,mixed_or_noisy
BD_L10_bucket,avg_95_105,team_post5_runs_2plus,"2023,2024,2025",3,2025,647,0.4798,-0.0012,-0.0079,0.0111,mixed_or_noisy
BD_bucket,avg_95_105,team_post5_runs_2plus,"2023,2024,2025",3,2025,647,0.4798,-0.0012,-0.0079,0.0111,mixed_or_noisy
BO_L5_bucket,avg_95_105,opponent_post5_runs_2plus,"2023,2024,2025",3,1684,531,0.4822,0.0012,-0.0144,0.0316,mixed_or_noisy
bullpen_outs_last_2d_bucket,very_heavy_28_plus,game_total_10plus,"2023,2024,2025",3,2542,786,0.398,-0.0011,-0.0183,0.025,mixed_or_noisy
BD_chaos_bucket,avg_95_105,team_f5_runs_2plus,"2023,2024,2025",3,1853,586,0.5842,0.0011,-0.0046,0.0082,mixed_or_noisy
BD_L10_bucket,high_105_115,team_runs_5plus,"2023,2024,2025",3,1807,551,0.4327,0.0011,-0.0028,0.0049,mixed_or_noisy
BD_bucket,high_105_115,team_runs_5plus,"2023,2024,2025",3,1807,551,0.4327,0.0011,-0.0028,0.0049,mixed_or_noisy
BD_L5_bucket,low_85_95,f5_total_4plus,"2023,2024,2025",3,1666,526,0.6249,-0.0011,-0.02,0.016,mixed_or_noisy
BO_L5_bucket,high_105_115,f5_total_4plus,"2023,2024,2025",3,1601,514,0.6249,-0.0011,-0.0211,0.0098,mixed_or_noisy
big_inning_allowed_rate_L10_bucket,very_high_70_plus,team_f5_runs_2plus,"2023,2024,2025",3,1036,329,0.582,-0.0011,-0.0161,0.0114,mixed_or_noisy
extra_innings_previous_game,no,team_runs_4plus,"2023,2024,2025",3,13744,4527,0.5589,0.001,-0.0014,0.0029,mixed_or_noisy
BO_plus_weak_BD_tag,no,opponent_runs_4plus,"2023,2024,2025",3,12105,3938,0.5569,-0.001,-0.0049,0.0051,mixed_or_noisy
strong_BO_clean_BD_tag,no,f5_total_4plus,"2023,2024,2025",3,11682,3798,0.625,-0.001,-0.006,0.0043,mixed_or_noisy
strong_BO_clean_BD_tag,no,game_total_10plus,"2023,2024,2025",3,11682,3798,0.3981,-0.001,-0.0035,0.0019,mixed_or_noisy
BD_chaos_bucket,very_high_115_plus,team_runs_5plus,"2023,2024,2025",3,5675,1870,0.4306,-0.001,-0.0137,0.0065,mixed_or_noisy
starter_short_outing_previous_game,yes,game_total_10plus,"2023,2024,2025",3,5089,1662,0.4001,0.001,-0.0093,0.0212,mixed_or_noisy
starter_short_outing_previous_game,yes,team_post5_runs_2plus,"2023,2024,2025",3,5089,1662,0.48,-0.001,-0.0075,0.0092,mixed_or_noisy
error_rate_L10_bucket,avg_40_55,team_runs_5plus,"2023,2024,2025",3,5053,1627,0.4325,0.001,-0.0005,0.0028,mixed_or_noisy
error_rate_L10_bucket,below_avg_25_40,team_runs_4plus,"2023,2024,2025",3,2587,824,0.5589,0.001,-0.0245,0.0172,mixed_or_noisy
bullpen_outs_last_2d_bucket,very_heavy_28_plus,team_won,"2023,2024,2025",3,2542,786,0.4983,-0.001,-0.0105,0.0064,mixed_or_noisy
BO_plus_tired_bullpen_tag,no,opponent_post5_runs_2plus,"2023,2024,2025",3,9840,3214,0.4819,0.0009,-0.0007,0.0029,mixed_or_noisy
back_to_back_reliever_count_bucket,zero,f5_total_4plus,"2023,2024,2025",3,8313,2672,0.625,-0.0009,-0.0107,0.0136,mixed_or_noisy
back_to_back_reliever_count_bucket,zero,team_post5_runs_2plus,"2023,2024,2025",3,8313,2672,0.4819,0.0009,-0.0045,0.01,mixed_or_noisy
BO_L10_bucket,high_105_115,opponent_runs_5plus,"2023,2024,2025",3,2073,656,0.4324,0.0009,-0.0049,0.0104,mixed_or_noisy
BO_bucket,high_105_115,opponent_runs_5plus,"2023,2024,2025",3,2073,656,0.4324,0.0009,-0.0049,0.0104,mixed_or_noisy
