season,feature,feature_value,outcome,count,feature_rate,baseline_rate,lift
2023,BD_gap_bucket,minus_7_to_15,team_runs_5plus,393,0.4835,0.4529,0.0306
2024,BD_gap_bucket,minus_7_to_15,team_runs_5plus,383,0.4778,0.4252,0.0526
2025,BD_gap_bucket,minus_7_to_15,team_runs_5plus,386,0.4249,0.4166,0.0083
2023,BD_gap_bucket,minus_7_to_15,team_won,393,0.486,0.5,-0.014
2024,BD_gap_bucket,minus_7_to_15,team_won,383,0.4987,0.498,0.0007
2025,BD_gap_bucket,minus_7_to_15,team_won,386,0.4948,0.5,-0.0052
2023,BD_gap_bucket,neutral_minus7_plus7,f5_total_4plus,676,0.6509,0.6342,0.0167
2024,BD_gap_bucket,neutral_minus7_plus7,f5_total_4plus,624,0.5962,0.6211,-0.0249
2025,BD_gap_bucket,neutral_minus7_plus7,f5_total_4plus,746,0.6756,0.6226,0.053
2023,BD_gap_bucket,neutral_minus7_plus7,game_total_10plus,676,0.4438,0.4257,0.0181
2024,BD_gap_bucket,neutral_minus7_plus7,game_total_10plus,624,0.3814,0.3805,0.0009
2025,BD_gap_bucket,neutral_minus7_plus7,game_total_10plus,746,0.3914,0.3911,0.0003
2023,BD_gap_bucket,neutral_minus7_plus7,game_total_9plus,676,0.5414,0.5237,0.0177
2024,BD_gap_bucket,neutral_minus7_plus7,game_total_9plus,624,0.4583,0.4863,-0.028
2025,BD_gap_bucket,neutral_minus7_plus7,game_total_9plus,746,0.496,0.4853,0.0107
2023,BD_gap_bucket,neutral_minus7_plus7,opponent_post5_runs_2plus,676,0.4852,0.4955,-0.0103
2024,BD_gap_bucket,neutral_minus7_plus7,opponent_post5_runs_2plus,624,0.4567,0.4773,-0.0206
2025,BD_gap_bucket,neutral_minus7_plus7,opponent_post5_runs_2plus,746,0.4491,0.4701,-0.021
2023,BD_gap_bucket,neutral_minus7_plus7,opponent_runs_4plus,676,0.5947,0.5745,0.0202
2024,BD_gap_bucket,neutral_minus7_plus7,opponent_runs_4plus,624,0.5176,0.55,-0.0324
2025,BD_gap_bucket,neutral_minus7_plus7,opponent_runs_4plus,746,0.559,0.5493,0.0097
2023,BD_gap_bucket,neutral_minus7_plus7,opponent_runs_5plus,676,0.466,0.4529,0.0131
2024,BD_gap_bucket,neutral_minus7_plus7,opponent_runs_5plus,624,0.4022,0.4252,-0.023
2025,BD_gap_bucket,neutral_minus7_plus7,opponent_runs_5plus,746,0.437,0.4166,0.0204
2023,BD_gap_bucket,neutral_minus7_plus7,team_f5_runs_2plus,676,0.6183,0.5945,0.0238
2024,BD_gap_bucket,neutral_minus7_plus7,team_f5_runs_2plus,624,0.5513,0.5795,-0.0282
2025,BD_gap_bucket,neutral_minus7_plus7,team_f5_runs_2plus,746,0.5979,0.5754,0.0225
2023,BD_gap_bucket,neutral_minus7_plus7,team_post5_runs_2plus,676,0.4852,0.4955,-0.0103
2024,BD_gap_bucket,neutral_minus7_plus7,team_post5_runs_2plus,624,0.4567,0.4773,-0.0206
2025,BD_gap_bucket,neutral_minus7_plus7,team_post5_runs_2plus,746,0.4491,0.4701,-0.021
2023,BD_gap_bucket,neutral_minus7_plus7,team_runs_4plus,676,0.5947,0.5745,0.0202
2024,BD_gap_bucket,neutral_minus7_plus7,team_runs_4plus,624,0.5176,0.55,-0.0324
2025,BD_gap_bucket,neutral_minus7_plus7,team_runs_4plus,746,0.559,0.5493,0.0097
2023,BD_gap_bucket,neutral_minus7_plus7,team_runs_5plus,676,0.466,0.4529,0.0131
2024,BD_gap_bucket,neutral_minus7_plus7,team_runs_5plus,624,0.4022,0.4252,-0.023
2025,BD_gap_bucket,neutral_minus7_plus7,team_runs_5plus,746,0.437,0.4166,0.0204
2023,BD_gap_bucket,neutral_minus7_plus7,team_won,676,0.5,0.5,0.0
2024,BD_gap_bucket,neutral_minus7_plus7,team_won,624,0.4984,0.498,0.0004
2025,BD_gap_bucket,neutral_minus7_plus7,team_won,746,0.5,0.5,0.0
2023,BD_gap_bucket,plus_15_plus,f5_total_4plus,1725,0.6307,0.6342,-0.0035
2024,BD_gap_bucket,plus_15_plus,f5_total_4plus,1846,0.6165,0.6211,-0.0046
2025,BD_gap_bucket,plus_15_plus,f5_total_4plus,1701,0.619,0.6226,-0.0036
2023,BD_gap_bucket,plus_15_plus,game_total_10plus,1725,0.4186,0.4257,-0.0071
2024,BD_gap_bucket,plus_15_plus,game_total_10plus,1846,0.3759,0.3805,-0.0046
2025,BD_gap_bucket,plus_15_plus,game_total_10plus,1701,0.388,0.3911,-0.0031
2023,BD_gap_bucket,plus_15_plus,game_total_9plus,1725,0.5096,0.5237,-0.0141
2024,BD_gap_bucket,plus_15_plus,game_total_9plus,1846,0.4837,0.4863,-0.0026
2025,BD_gap_bucket,plus_15_plus,game_total_9plus,1701,0.4856,0.4853,0.0003
2023,BD_gap_bucket,plus_15_plus,opponent_post5_runs_2plus,1725,0.4765,0.4955,-0.019
2024,BD_gap_bucket,plus_15_plus,opponent_post5_runs_2plus,1846,0.48,0.4773,0.0027
2025,BD_gap_bucket,plus_15_plus,opponent_post5_runs_2plus,1701,0.4627,0.4701,-0.0074
2023,BD_gap_bucket,plus_15_plus,opponent_runs_4plus,1725,0.531,0.5745,-0.0435
2024,BD_gap_bucket,plus_15_plus,opponent_runs_4plus,1846,0.5276,0.55,-0.0224
2025,BD_gap_bucket,plus_15_plus,opponent_runs_4plus,1701,0.5332,0.5493,-0.0161
2023,BD_gap_bucket,plus_15_plus,opponent_runs_5plus,1725,0.4191,0.4529,-0.0338
2024,BD_gap_bucket,plus_15_plus,opponent_runs_5plus,1846,0.3917,0.4252,-0.0335
2025,BD_gap_bucket,plus_15_plus,opponent_runs_5plus,1701,0.3951,0.4166,-0.0215
2023,BD_gap_bucket,plus_15_plus,team_f5_runs_2plus,1725,0.6122,0.5945,0.0177
2024,BD_gap_bucket,plus_15_plus,team_f5_runs_2plus,1846,0.6051,0.5795,0.0256
2025,BD_gap_bucket,plus_15_plus,team_f5_runs_2plus,1701,0.5932,0.5754,0.0178
2023,BD_gap_bucket,plus_15_plus,team_post5_runs_2plus,1725,0.5049,0.4955,0.0094
2024,BD_gap_bucket,plus_15_plus,team_post5_runs_2plus,1846,0.4762,0.4773,-0.0011
2025,BD_gap_bucket,plus_15_plus,team_post5_runs_2plus,1701,0.4774,0.4701,0.0073
2023,BD_gap_bucket,plus_15_plus,team_runs_4plus,1725,0.5959,0.5745,0.0214
2024,BD_gap_bucket,plus_15_plus,team_runs_4plus,1846,0.5672,0.55,0.0172
2025,BD_gap_bucket,plus_15_plus,team_runs_4plus,1701,0.5608,0.5493,0.0115
2023,BD_gap_bucket,plus_15_plus,team_runs_5plus,1725,0.4649,0.4529,0.012
2024,BD_gap_bucket,plus_15_plus,team_runs_5plus,1846,0.4447,0.4252,0.0195
2025,BD_gap_bucket,plus_15_plus,team_runs_5plus,1701,0.4256,0.4166,0.009
2023,BD_gap_bucket,plus_15_plus,team_won,1725,0.5264,0.5,0.0264
2024,BD_gap_bucket,plus_15_plus,team_won,1846,0.5211,0.498,0.0231
2025,BD_gap_bucket,plus_15_plus,team_won,1701,0.5326,0.5,0.0326
2023,BD_gap_bucket,plus_7_to_15,f5_total_4plus,393,0.6387,0.6342,0.0045
2024,BD_gap_bucket,plus_7_to_15,f5_total_4plus,383,0.6632,0.6211,0.0421
2025,BD_gap_bucket,plus_7_to_15,f5_total_4plus,386,0.5907,0.6226,-0.0319
2023,BD_gap_bucket,plus_7_to_15,game_total_10plus,393,0.4478,0.4257,0.0221
2024,BD_gap_bucket,plus_7_to_15,game_total_10plus,383,0.3916,0.3805,0.0111
2025,BD_gap_bucket,plus_7_to_15,game_total_10plus,386,0.4041,0.3911,0.013
2023,BD_gap_bucket,plus_7_to_15,game_total_9plus,393,0.5725,0.5237,0.0488
2024,BD_gap_bucket,plus_7_to_15,game_total_9plus,383,0.5117,0.4863,0.0254
2025,BD_gap_bucket,plus_7_to_15,game_total_9plus,386,0.4689,0.4853,-0.0164
2023,BD_gap_bucket,plus_7_to_15,opponent_post5_runs_2plus,393,0.4885,0.4955,-0.007
2024,BD_gap_bucket,plus_7_to_15,opponent_post5_runs_2plus,383,0.483,0.4773,0.0057
2025,BD_gap_bucket,plus_7_to_15,opponent_post5_runs_2plus,386,0.4922,0.4701,0.0221
2023,BD_gap_bucket,plus_7_to_15,opponent_runs_4plus,393,0.5878,0.5745,0.0133
2024,BD_gap_bucket,plus_7_to_15,opponent_runs_4plus,383,0.6031,0.55,0.0531
2025,BD_gap_bucket,plus_7_to_15,opponent_runs_4plus,386,0.5259,0.5493,-0.0234
2023,BD_gap_bucket,plus_7_to_15,opponent_runs_5plus,393,0.4835,0.4529,0.0306
2024,BD_gap_bucket,plus_7_to_15,opponent_runs_5plus,383,0.4778,0.4252,0.0526
2025,BD_gap_bucket,plus_7_to_15,opponent_runs_5plus,386,0.4249,0.4166,0.0083
2023,BD_gap_bucket,plus_7_to_15,team_f5_runs_2plus,393,0.5852,0.5945,-0.0093
2024,BD_gap_bucket,plus_7_to_15,team_f5_runs_2plus,383,0.5849,0.5795,0.0054
2025,BD_gap_bucket,plus_7_to_15,team_f5_runs_2plus,386,0.5389,0.5754,-0.0365
2023,BD_gap_bucket,plus_7_to_15,team_post5_runs_2plus,393,0.5598,0.4955,0.0643
2024,BD_gap_bucket,plus_7_to_15,team_post5_runs_2plus,383,0.4856,0.4773,0.0083
2025,BD_gap_bucket,plus_7_to_15,team_post5_runs_2plus,386,0.4845,0.4701,0.0144
2023,BD_gap_bucket,plus_7_to_15,team_runs_4plus,393,0.6285,0.5745,0.054
2024,BD_gap_bucket,plus_7_to_15,team_runs_4plus,383,0.5666,0.55,0.0166
2025,BD_gap_bucket,plus_7_to_15,team_runs_4plus,386,0.5674,0.5493,0.0181
2023,BD_gap_bucket,plus_7_to_15,team_runs_5plus,393,0.4987,0.4529,0.0458
2024,BD_gap_bucket,plus_7_to_15,team_runs_5plus,383,0.4621,0.4252,0.0369
2025,BD_gap_bucket,plus_7_to_15,team_runs_5plus,386,0.4249,0.4166,0.0083
2023,BD_gap_bucket,plus_7_to_15,team_won,393,0.514,0.5,0.014
2024,BD_gap_bucket,plus_7_to_15,team_won,383,0.4987,0.498,0.0007
2025,BD_gap_bucket,plus_7_to_15,team_won,386,0.5052,0.5,0.0052
2023,BO_L10_bucket,avg_95_105,f5_total_4plus,724,0.6174,0.6342,-0.0168
2024,BO_L10_bucket,avg_95_105,f5_total_4plus,727,0.5832,0.6211,-0.0379
2025,BO_L10_bucket,avg_95_105,f5_total_4plus,628,0.6115,0.6226,-0.0111
2023,BO_L10_bucket,avg_95_105,game_total_10plus,724,0.4102,0.4257,-0.0155
2024,BO_L10_bucket,avg_95_105,game_total_10plus,727,0.3453,0.3805,-0.0352
2025,BO_L10_bucket,avg_95_105,game_total_10plus,628,0.3869,0.3911,-0.0042
2023,BO_L10_bucket,avg_95_105,game_total_9plus,724,0.5124,0.5237,-0.0113
2024,BO_L10_bucket,avg_95_105,game_total_9plus,727,0.4759,0.4863,-0.0104
2025,BO_L10_bucket,avg_95_105,game_total_9plus,628,0.492,0.4853,0.0067
2023,BO_L10_bucket,avg_95_105,opponent_post5_runs_2plus,724,0.471,0.4955,-0.0245
2024,BO_L10_bucket,avg_95_105,opponent_post5_runs_2plus,727,0.4828,0.4773,0.0055
2025,BO_L10_bucket,avg_95_105,opponent_post5_runs_2plus,628,0.4618,0.4701,-0.0083
2023,BO_L10_bucket,avg_95_105,opponent_runs_4plus,724,0.5152,0.5745,-0.0593
2024,BO_L10_bucket,avg_95_105,opponent_runs_4plus,727,0.5241,0.55,-0.0259
2025,BO_L10_bucket,avg_95_105,opponent_runs_4plus,628,0.5589,0.5493,0.0096
2023,BO_L10_bucket,avg_95_105,opponent_runs_5plus,724,0.4019,0.4529,-0.051
2024,BO_L10_bucket,avg_95_105,opponent_runs_5plus,727,0.414,0.4252,-0.0112
2025,BO_L10_bucket,avg_95_105,opponent_runs_5plus,628,0.422,0.4166,0.0054
2023,BO_L10_bucket,avg_95_105,team_f5_runs_2plus,724,0.616,0.5945,0.0215
2024,BO_L10_bucket,avg_95_105,team_f5_runs_2plus,727,0.5254,0.5795,-0.0541
2025,BO_L10_bucket,avg_95_105,team_f5_runs_2plus,628,0.543,0.5754,-0.0324
2023,BO_L10_bucket,avg_95_105,team_post5_runs_2plus,724,0.5124,0.4955,0.0169
2024,BO_L10_bucket,avg_95_105,team_post5_runs_2plus,727,0.4732,0.4773,-0.0041
2025,BO_L10_bucket,avg_95_105,team_post5_runs_2plus,628,0.4697,0.4701,-0.0004
2023,BO_L10_bucket,avg_95_105,team_runs_4plus,724,0.5884,0.5745,0.0139
2024,BO_L10_bucket,avg_95_105,team_runs_4plus,727,0.5158,0.55,-0.0342
2025,BO_L10_bucket,avg_95_105,team_runs_4plus,628,0.5318,0.5493,-0.0175
2023,BO_L10_bucket,avg_95_105,team_runs_5plus,724,0.4793,0.4529,0.0264
2024,BO_L10_bucket,avg_95_105,team_runs_5plus,727,0.3906,0.4252,-0.0346
2025,BO_L10_bucket,avg_95_105,team_runs_5plus,628,0.4029,0.4166,-0.0137
2023,BO_L10_bucket,avg_95_105,team_won,724,0.5345,0.5,0.0345
2024,BO_L10_bucket,avg_95_105,team_won,727,0.4677,0.498,-0.0303
2025,BO_L10_bucket,avg_95_105,team_won,628,0.4825,0.5,-0.0175
2023,BO_L10_bucket,high_105_115,f5_total_4plus,712,0.6545,0.6342,0.0203
2024,BO_L10_bucket,high_105_115,f5_total_4plus,656,0.6113,0.6211,-0.0098
2025,BO_L10_bucket,high_105_115,f5_total_4plus,705,0.6284,0.6226,0.0058
2023,BO_L10_bucket,high_105_115,game_total_10plus,712,0.427,0.4257,0.0013
2024,BO_L10_bucket,high_105_115,game_total_10plus,656,0.3582,0.3805,-0.0223
2025,BO_L10_bucket,high_105_115,game_total_10plus,705,0.417,0.3911,0.0259
2023,BO_L10_bucket,high_105_115,game_total_9plus,712,0.5323,0.5237,0.0086
2024,BO_L10_bucket,high_105_115,game_total_9plus,656,0.4527,0.4863,-0.0336
2025,BO_L10_bucket,high_105_115,game_total_9plus,705,0.5106,0.4853,0.0253
2023,BO_L10_bucket,high_105_115,opponent_post5_runs_2plus,712,0.5169,0.4955,0.0214
2024,BO_L10_bucket,high_105_115,opponent_post5_runs_2plus,656,0.4619,0.4773,-0.0154
2025,BO_L10_bucket,high_105_115,opponent_post5_runs_2plus,705,0.4738,0.4701,0.0037
2023,BO_L10_bucket,high_105_115,opponent_runs_4plus,712,0.5941,0.5745,0.0196
2024,BO_L10_bucket,high_105_115,opponent_runs_4plus,656,0.5549,0.55,0.0049
2025,BO_L10_bucket,high_105_115,opponent_runs_4plus,705,0.5759,0.5493,0.0266
2023,BO_L10_bucket,high_105_115,opponent_runs_5plus,712,0.448,0.4529,-0.0049
2024,BO_L10_bucket,high_105_115,opponent_runs_5plus,656,0.4223,0.4252,-0.0029
2025,BO_L10_bucket,high_105_115,opponent_runs_5plus,705,0.427,0.4166,0.0104
2023,BO_L10_bucket,high_105_115,team_f5_runs_2plus,712,0.625,0.5945,0.0305
2024,BO_L10_bucket,high_105_115,team_f5_runs_2plus,656,0.5595,0.5795,-0.02
2025,BO_L10_bucket,high_105_115,team_f5_runs_2plus,705,0.5801,0.5754,0.0047
2023,BO_L10_bucket,high_105_115,team_post5_runs_2plus,712,0.4944,0.4955,-0.0011
2024,BO_L10_bucket,high_105_115,team_post5_runs_2plus,656,0.4817,0.4773,0.0044
2025,BO_L10_bucket,high_105_115,team_post5_runs_2plus,705,0.4879,0.4701,0.0178
2023,BO_L10_bucket,high_105_115,team_runs_4plus,712,0.5829,0.5745,0.0084
2024,BO_L10_bucket,high_105_115,team_runs_4plus,656,0.529,0.55,-0.021
2025,BO_L10_bucket,high_105_115,team_runs_4plus,705,0.5702,0.5493,0.0209
2023,BO_L10_bucket,high_105_115,team_runs_5plus,712,0.4677,0.4529,0.0148
2024,BO_L10_bucket,high_105_115,team_runs_5plus,656,0.404,0.4252,-0.0212
2025,BO_L10_bucket,high_105_115,team_runs_5plus,705,0.4652,0.4166,0.0486
2023,BO_L10_bucket,high_105_115,team_won,712,0.5084,0.5,0.0084
2024,BO_L10_bucket,high_105_115,team_won,656,0.468,0.498,-0.03
2025,BO_L10_bucket,high_105_115,team_won,705,0.505,0.5,0.005
2023,BO_L10_bucket,low_85_95,f5_total_4plus,637,0.6248,0.6342,-0.0094
2024,BO_L10_bucket,low_85_95,f5_total_4plus,751,0.6205,0.6211,-0.0006
2025,BO_L10_bucket,low_85_95,f5_total_4plus,597,0.6365,0.6226,0.0139
2023,BO_L10_bucket,low_85_95,game_total_10plus,637,0.394,0.4257,-0.0317
2024,BO_L10_bucket,low_85_95,game_total_10plus,751,0.3728,0.3805,-0.0077
2025,BO_L10_bucket,low_85_95,game_total_10plus,597,0.4037,0.3911,0.0126
2023,BO_L10_bucket,low_85_95,game_total_9plus,637,0.5008,0.5237,-0.0229
2024,BO_L10_bucket,low_85_95,game_total_9plus,751,0.4794,0.4863,-0.0069
2025,BO_L10_bucket,low_85_95,game_total_9plus,597,0.4874,0.4853,0.0021
2023,BO_L10_bucket,low_85_95,opponent_post5_runs_2plus,637,0.4929,0.4955,-0.0026
2024,BO_L10_bucket,low_85_95,opponent_post5_runs_2plus,751,0.4527,0.4773,-0.0246
2025,BO_L10_bucket,low_85_95,opponent_post5_runs_2plus,597,0.4757,0.4701,0.0056
2023,BO_L10_bucket,low_85_95,opponent_runs_4plus,637,0.5683,0.5745,-0.0062
2024,BO_L10_bucket,low_85_95,opponent_runs_4plus,751,0.5353,0.55,-0.0147
2025,BO_L10_bucket,low_85_95,opponent_runs_4plus,597,0.5343,0.5493,-0.015
2023,BO_L10_bucket,low_85_95,opponent_runs_5plus,637,0.46,0.4529,0.0071
2024,BO_L10_bucket,low_85_95,opponent_runs_5plus,751,0.4008,0.4252,-0.0244
2025,BO_L10_bucket,low_85_95,opponent_runs_5plus,597,0.397,0.4166,-0.0196
2023,BO_L10_bucket,low_85_95,team_f5_runs_2plus,637,0.5824,0.5945,-0.0121
2024,BO_L10_bucket,low_85_95,team_f5_runs_2plus,751,0.5885,0.5795,0.009
2025,BO_L10_bucket,low_85_95,team_f5_runs_2plus,597,0.5946,0.5754,0.0192
2023,BO_L10_bucket,low_85_95,team_post5_runs_2plus,637,0.4898,0.4955,-0.0057
2024,BO_L10_bucket,low_85_95,team_post5_runs_2plus,751,0.47,0.4773,-0.0073
2025,BO_L10_bucket,low_85_95,team_post5_runs_2plus,597,0.4824,0.4701,0.0123
2023,BO_L10_bucket,low_85_95,team_runs_4plus,637,0.5714,0.5745,-0.0031
2024,BO_L10_bucket,low_85_95,team_runs_4plus,751,0.5686,0.55,0.0186
2025,BO_L10_bucket,low_85_95,team_runs_4plus,597,0.5477,0.5493,-0.0016
2023,BO_L10_bucket,low_85_95,team_runs_5plus,637,0.4333,0.4529,-0.0196
2024,BO_L10_bucket,low_85_95,team_runs_5plus,751,0.4288,0.4252,0.0036
2025,BO_L10_bucket,low_85_95,team_runs_5plus,597,0.4255,0.4166,0.0089
2023,BO_L10_bucket,low_85_95,team_won,637,0.4851,0.5,-0.0149
2024,BO_L10_bucket,low_85_95,team_won,751,0.5033,0.498,0.0053
2025,BO_L10_bucket,low_85_95,team_won,597,0.5042,0.5,0.0042
2023,BO_L10_bucket,very_high_115_plus,f5_total_4plus,1506,0.6394,0.6342,0.0052
2024,BO_L10_bucket,very_high_115_plus,f5_total_4plus,1563,0.6488,0.6211,0.0277
2025,BO_L10_bucket,very_high_115_plus,f5_total_4plus,1535,0.6156,0.6226,-0.007
2023,BO_L10_bucket,very_high_115_plus,game_total_10plus,1506,0.4436,0.4257,0.0179
2024,BO_L10_bucket,very_high_115_plus,game_total_10plus,1563,0.4101,0.3805,0.0296
2025,BO_L10_bucket,very_high_115_plus,game_total_10plus,1535,0.3987,0.3911,0.0076
2023,BO_L10_bucket,very_high_115_plus,game_total_9plus,1506,0.5365,0.5237,0.0128
2024,BO_L10_bucket,very_high_115_plus,game_total_9plus,1563,0.5144,0.4863,0.0281
2025,BO_L10_bucket,very_high_115_plus,game_total_9plus,1535,0.4945,0.4853,0.0092
2023,BO_L10_bucket,very_high_115_plus,opponent_post5_runs_2plus,1506,0.4714,0.4955,-0.0241
2024,BO_L10_bucket,very_high_115_plus,opponent_post5_runs_2plus,1563,0.4894,0.4773,0.0121
2025,BO_L10_bucket,very_high_115_plus,opponent_post5_runs_2plus,1535,0.4736,0.4701,0.0035
2023,BO_L10_bucket,very_high_115_plus,opponent_runs_4plus,1506,0.5578,0.5745,-0.0167
2024,BO_L10_bucket,very_high_115_plus,opponent_runs_4plus,1563,0.5585,0.55,0.0085
2025,BO_L10_bucket,very_high_115_plus,opponent_runs_4plus,1535,0.5433,0.5493,-0.006
2023,BO_L10_bucket,very_high_115_plus,opponent_runs_5plus,1506,0.4475,0.4529,-0.0054
2024,BO_L10_bucket,very_high_115_plus,opponent_runs_5plus,1563,0.4312,0.4252,0.006
2025,BO_L10_bucket,very_high_115_plus,opponent_runs_5plus,1535,0.4176,0.4166,0.001
2023,BO_L10_bucket,very_high_115_plus,team_f5_runs_2plus,1506,0.6076,0.5945,0.0131
2024,BO_L10_bucket,very_high_115_plus,team_f5_runs_2plus,1563,0.6174,0.5795,0.0379
2025,BO_L10_bucket,very_high_115_plus,team_f5_runs_2plus,1535,0.5707,0.5754,-0.0047
2023,BO_L10_bucket,very_high_115_plus,team_post5_runs_2plus,1506,0.4927,0.4955,-0.0028
2024,BO_L10_bucket,very_high_115_plus,team_post5_runs_2plus,1563,0.4901,0.4773,0.0128
2025,BO_L10_bucket,very_high_115_plus,team_post5_runs_2plus,1535,0.4893,0.4701,0.0192
2023,BO_L10_bucket,very_high_115_plus,team_runs_4plus,1506,0.5943,0.5745,0.0198
2024,BO_L10_bucket,very_high_115_plus,team_runs_4plus,1563,0.5803,0.55,0.0303
2025,BO_L10_bucket,very_high_115_plus,team_runs_4plus,1535,0.5583,0.5493,0.009
2023,BO_L10_bucket,very_high_115_plus,team_runs_5plus,1506,0.4781,0.4529,0.0252
2024,BO_L10_bucket,very_high_115_plus,team_runs_5plus,1563,0.46,0.4252,0.0348
2025,BO_L10_bucket,very_high_115_plus,team_runs_5plus,1535,0.4293,0.4166,0.0127
2023,BO_L10_bucket,very_high_115_plus,team_won,1506,0.5232,0.5,0.0232
2024,BO_L10_bucket,very_high_115_plus,team_won,1563,0.5285,0.498,0.0305
2025,BO_L10_bucket,very_high_115_plus,team_won,1535,0.5277,0.5,0.0277
2023,BO_L10_bucket,very_low_lt_85,f5_total_4plus,1333,0.6332,0.6342,-0.001
2024,BO_L10_bucket,very_low_lt_85,f5_total_4plus,1391,0.6147,0.6211,-0.0064
2025,BO_L10_bucket,very_low_lt_85,f5_total_4plus,1455,0.6282,0.6226,0.0056
2023,BO_L10_bucket,very_low_lt_85,game_total_10plus,1333,0.4321,0.4257,0.0064
2024,BO_L10_bucket,very_low_lt_85,game_total_10plus,1391,0.3767,0.3805,-0.0038
2025,BO_L10_bucket,very_low_lt_85,game_total_10plus,1455,0.367,0.3911,-0.0241
2023,BO_L10_bucket,very_low_lt_85,game_total_9plus,1333,0.5229,0.5237,-0.0008
2024,BO_L10_bucket,very_low_lt_85,game_total_9plus,1391,0.4759,0.4863,-0.0104
2025,BO_L10_bucket,very_low_lt_85,game_total_9plus,1455,0.457,0.4853,-0.0283
2023,BO_L10_bucket,very_low_lt_85,opponent_post5_runs_2plus,1333,0.5251,0.4955,0.0296
2024,BO_L10_bucket,very_low_lt_85,opponent_post5_runs_2plus,1391,0.4802,0.4773,0.0029
2025,BO_L10_bucket,very_low_lt_85,opponent_post5_runs_2plus,1455,0.4646,0.4701,-0.0055
2023,BO_L10_bucket,very_low_lt_85,opponent_runs_4plus,1333,0.6197,0.5745,0.0452
2024,BO_L10_bucket,very_low_lt_85,opponent_runs_4plus,1391,0.5586,0.55,0.0086
2025,BO_L10_bucket,very_low_lt_85,opponent_runs_4plus,1455,0.543,0.5493,-0.0063
2023,BO_L10_bucket,very_low_lt_85,opponent_runs_5plus,1333,0.4869,0.4529,0.034
2024,BO_L10_bucket,very_low_lt_85,opponent_runs_5plus,1391,0.4364,0.4252,0.0112
2025,BO_L10_bucket,very_low_lt_85,opponent_runs_5plus,1455,0.4165,0.4166,-0.0001
2023,BO_L10_bucket,very_low_lt_85,team_f5_runs_2plus,1333,0.5589,0.5945,-0.0356
2024,BO_L10_bucket,very_low_lt_85,team_f5_runs_2plus,1391,0.5694,0.5795,-0.0101
2025,BO_L10_bucket,very_low_lt_85,team_f5_runs_2plus,1455,0.5814,0.5754,0.006
2023,BO_L10_bucket,very_low_lt_85,team_post5_runs_2plus,1333,0.4921,0.4955,-0.0034
2024,BO_L10_bucket,very_low_lt_85,team_post5_runs_2plus,1391,0.4644,0.4773,-0.0129
2025,BO_L10_bucket,very_low_lt_85,team_post5_runs_2plus,1455,0.4351,0.4701,-0.035
2023,BO_L10_bucket,very_low_lt_85,team_runs_4plus,1333,0.5431,0.5745,-0.0314
2024,BO_L10_bucket,very_low_lt_85,team_runs_4plus,1391,0.532,0.55,-0.018
2025,BO_L10_bucket,very_low_lt_85,team_runs_4plus,1455,0.5361,0.5493,-0.0132
2023,BO_L10_bucket,very_low_lt_85,team_runs_5plus,1333,0.4126,0.4529,-0.0403
2024,BO_L10_bucket,very_low_lt_85,team_runs_5plus,1391,0.4091,0.4252,-0.0161
2025,BO_L10_bucket,very_low_lt_85,team_runs_5plus,1455,0.3821,0.4166,-0.0345
2023,BO_L10_bucket,very_low_lt_85,team_won,1333,0.4576,0.5,-0.0424
2024,BO_L10_bucket,very_low_lt_85,team_won,1391,0.4903,0.498,-0.0077
2025,BO_L10_bucket,very_low_lt_85,team_won,1455,0.4742,0.5,-0.0258
2023,BO_L5_bucket,avg_95_105,f5_total_4plus,573,0.6527,0.6342,0.0185
2024,BO_L5_bucket,avg_95_105,f5_total_4plus,580,0.6138,0.6211,-0.0073
2025,BO_L5_bucket,avg_95_105,f5_total_4plus,531,0.6121,0.6226,-0.0105
2023,BO_L5_bucket,avg_95_105,game_total_10plus,573,0.4433,0.4257,0.0176
2024,BO_L5_bucket,avg_95_105,game_total_10plus,580,0.3776,0.3805,-0.0029
2025,BO_L5_bucket,avg_95_105,game_total_10plus,531,0.3879,0.3911,-0.0032
2023,BO_L5_bucket,avg_95_105,game_total_9plus,573,0.5497,0.5237,0.026
2024,BO_L5_bucket,avg_95_105,game_total_9plus,580,0.4914,0.4863,0.0051
2025,BO_L5_bucket,avg_95_105,game_total_9plus,531,0.4802,0.4853,-0.0051
2023,BO_L5_bucket,avg_95_105,opponent_post5_runs_2plus,573,0.5271,0.4955,0.0316
2024,BO_L5_bucket,avg_95_105,opponent_post5_runs_2plus,580,0.4638,0.4773,-0.0135
2025,BO_L5_bucket,avg_95_105,opponent_post5_runs_2plus,531,0.4557,0.4701,-0.0144
2023,BO_L5_bucket,avg_95_105,opponent_runs_4plus,573,0.623,0.5745,0.0485
2024,BO_L5_bucket,avg_95_105,opponent_runs_4plus,580,0.5517,0.55,0.0017
2025,BO_L5_bucket,avg_95_105,opponent_runs_4plus,531,0.5311,0.5493,-0.0182
2023,BO_L5_bucket,avg_95_105,opponent_runs_5plus,573,0.4799,0.4529,0.027
2024,BO_L5_bucket,avg_95_105,opponent_runs_5plus,580,0.4207,0.4252,-0.0045
2025,BO_L5_bucket,avg_95_105,opponent_runs_5plus,531,0.4237,0.4166,0.0071
2023,BO_L5_bucket,avg_95_105,team_f5_runs_2plus,573,0.6318,0.5945,0.0373
