season,feature,feature_value,outcome,count,feature_rate,baseline_rate,lift
2024,bullpen_outs_last_2d_bucket,heavy_19_27,opponent_runs_5plus,2549,0.4359,0.4252,0.0107
2025,bullpen_outs_last_2d_bucket,heavy_19_27,opponent_runs_5plus,2542,0.4197,0.4166,0.0031
2023,bullpen_outs_last_2d_bucket,heavy_19_27,team_f5_runs_2plus,2450,0.5951,0.5945,0.0006
2024,bullpen_outs_last_2d_bucket,heavy_19_27,team_f5_runs_2plus,2549,0.5822,0.5795,0.0027
2025,bullpen_outs_last_2d_bucket,heavy_19_27,team_f5_runs_2plus,2542,0.5928,0.5754,0.0174
2023,bullpen_outs_last_2d_bucket,heavy_19_27,team_post5_runs_2plus,2450,0.5065,0.4955,0.011
2024,bullpen_outs_last_2d_bucket,heavy_19_27,team_post5_runs_2plus,2549,0.4657,0.4773,-0.0116
2025,bullpen_outs_last_2d_bucket,heavy_19_27,team_post5_runs_2plus,2542,0.4685,0.4701,-0.0016
2023,bullpen_outs_last_2d_bucket,heavy_19_27,team_runs_4plus,2450,0.5894,0.5745,0.0149
2024,bullpen_outs_last_2d_bucket,heavy_19_27,team_runs_4plus,2549,0.5449,0.55,-0.0051
2025,bullpen_outs_last_2d_bucket,heavy_19_27,team_runs_4plus,2542,0.5653,0.5493,0.016
2023,bullpen_outs_last_2d_bucket,heavy_19_27,team_runs_5plus,2450,0.4665,0.4529,0.0136
2024,bullpen_outs_last_2d_bucket,heavy_19_27,team_runs_5plus,2549,0.4158,0.4252,-0.0094
2025,bullpen_outs_last_2d_bucket,heavy_19_27,team_runs_5plus,2542,0.426,0.4166,0.0094
2023,bullpen_outs_last_2d_bucket,heavy_19_27,team_won,2450,0.5078,0.5,0.0078
2024,bullpen_outs_last_2d_bucket,heavy_19_27,team_won,2549,0.4931,0.498,-0.0049
2025,bullpen_outs_last_2d_bucket,heavy_19_27,team_won,2542,0.5008,0.5,0.0008
2023,bullpen_outs_last_2d_bucket,normal_10_18,f5_total_4plus,1511,0.6373,0.6342,0.0031
2024,bullpen_outs_last_2d_bucket,normal_10_18,f5_total_4plus,1589,0.6092,0.6211,-0.0119
2025,bullpen_outs_last_2d_bucket,normal_10_18,f5_total_4plus,1524,0.6168,0.6226,-0.0058
2023,bullpen_outs_last_2d_bucket,normal_10_18,game_total_10plus,1511,0.4242,0.4257,-0.0015
2024,bullpen_outs_last_2d_bucket,normal_10_18,game_total_10plus,1589,0.3619,0.3805,-0.0186
2025,bullpen_outs_last_2d_bucket,normal_10_18,game_total_10plus,1524,0.3911,0.3911,0.0
2023,bullpen_outs_last_2d_bucket,normal_10_18,game_total_9plus,1511,0.5301,0.5237,0.0064
2024,bullpen_outs_last_2d_bucket,normal_10_18,game_total_9plus,1589,0.4607,0.4863,-0.0256
2025,bullpen_outs_last_2d_bucket,normal_10_18,game_total_9plus,1524,0.4843,0.4853,-0.001
2023,bullpen_outs_last_2d_bucket,normal_10_18,opponent_post5_runs_2plus,1511,0.4917,0.4955,-0.0038
2024,bullpen_outs_last_2d_bucket,normal_10_18,opponent_post5_runs_2plus,1589,0.4651,0.4773,-0.0122
2025,bullpen_outs_last_2d_bucket,normal_10_18,opponent_post5_runs_2plus,1524,0.4665,0.4701,-0.0036
2023,bullpen_outs_last_2d_bucket,normal_10_18,opponent_runs_4plus,1511,0.5837,0.5745,0.0092
2024,bullpen_outs_last_2d_bucket,normal_10_18,opponent_runs_4plus,1589,0.523,0.55,-0.027
2025,bullpen_outs_last_2d_bucket,normal_10_18,opponent_runs_4plus,1524,0.5446,0.5493,-0.0047
2023,bullpen_outs_last_2d_bucket,normal_10_18,opponent_runs_5plus,1511,0.4659,0.4529,0.013
2024,bullpen_outs_last_2d_bucket,normal_10_18,opponent_runs_5plus,1589,0.4003,0.4252,-0.0249
2025,bullpen_outs_last_2d_bucket,normal_10_18,opponent_runs_5plus,1524,0.4121,0.4166,-0.0045
2023,bullpen_outs_last_2d_bucket,normal_10_18,team_f5_runs_2plus,1511,0.6082,0.5945,0.0137
2024,bullpen_outs_last_2d_bucket,normal_10_18,team_f5_runs_2plus,1589,0.5683,0.5795,-0.0112
2025,bullpen_outs_last_2d_bucket,normal_10_18,team_f5_runs_2plus,1524,0.5643,0.5754,-0.0111
2023,bullpen_outs_last_2d_bucket,normal_10_18,team_post5_runs_2plus,1511,0.4924,0.4955,-0.0031
2024,bullpen_outs_last_2d_bucket,normal_10_18,team_post5_runs_2plus,1589,0.4858,0.4773,0.0085
2025,bullpen_outs_last_2d_bucket,normal_10_18,team_post5_runs_2plus,1524,0.4672,0.4701,-0.0029
2023,bullpen_outs_last_2d_bucket,normal_10_18,team_runs_4plus,1511,0.5645,0.5745,-0.01
2024,bullpen_outs_last_2d_bucket,normal_10_18,team_runs_4plus,1589,0.5519,0.55,0.0019
2025,bullpen_outs_last_2d_bucket,normal_10_18,team_runs_4plus,1524,0.5361,0.5493,-0.0132
2023,bullpen_outs_last_2d_bucket,normal_10_18,team_runs_5plus,1511,0.45,0.4529,-0.0029
2024,bullpen_outs_last_2d_bucket,normal_10_18,team_runs_5plus,1589,0.4273,0.4252,0.0021
2025,bullpen_outs_last_2d_bucket,normal_10_18,team_runs_5plus,1524,0.4068,0.4166,-0.0098
2023,bullpen_outs_last_2d_bucket,normal_10_18,team_won,1511,0.4904,0.5,-0.0096
2024,bullpen_outs_last_2d_bucket,normal_10_18,team_won,1589,0.5066,0.498,0.0086
2025,bullpen_outs_last_2d_bucket,normal_10_18,team_won,1524,0.4948,0.5,-0.0052
2023,bullpen_outs_last_2d_bucket,very_heavy_28_plus,f5_total_4plus,878,0.6059,0.6342,-0.0283
2024,bullpen_outs_last_2d_bucket,very_heavy_28_plus,f5_total_4plus,878,0.623,0.6211,0.0019
2025,bullpen_outs_last_2d_bucket,very_heavy_28_plus,f5_total_4plus,786,0.5891,0.6226,-0.0335
2023,bullpen_outs_last_2d_bucket,very_heavy_28_plus,game_total_10plus,878,0.4157,0.4257,-0.01
2024,bullpen_outs_last_2d_bucket,very_heavy_28_plus,game_total_10plus,878,0.4055,0.3805,0.025
2025,bullpen_outs_last_2d_bucket,very_heavy_28_plus,game_total_10plus,786,0.3728,0.3911,-0.0183
2023,bullpen_outs_last_2d_bucket,very_heavy_28_plus,game_total_9plus,878,0.5,0.5237,-0.0237
2024,bullpen_outs_last_2d_bucket,very_heavy_28_plus,game_total_9plus,878,0.5216,0.4863,0.0353
2025,bullpen_outs_last_2d_bucket,very_heavy_28_plus,game_total_9plus,786,0.4644,0.4853,-0.0209
2023,bullpen_outs_last_2d_bucket,very_heavy_28_plus,opponent_post5_runs_2plus,878,0.5057,0.4955,0.0102
2024,bullpen_outs_last_2d_bucket,very_heavy_28_plus,opponent_post5_runs_2plus,878,0.4841,0.4773,0.0068
2025,bullpen_outs_last_2d_bucket,very_heavy_28_plus,opponent_post5_runs_2plus,786,0.4809,0.4701,0.0108
2023,bullpen_outs_last_2d_bucket,very_heavy_28_plus,opponent_runs_4plus,878,0.5615,0.5745,-0.013
2024,bullpen_outs_last_2d_bucket,very_heavy_28_plus,opponent_runs_4plus,878,0.5752,0.55,0.0252
2025,bullpen_outs_last_2d_bucket,very_heavy_28_plus,opponent_runs_4plus,786,0.5293,0.5493,-0.02
2023,bullpen_outs_last_2d_bucket,very_heavy_28_plus,opponent_runs_5plus,878,0.4419,0.4529,-0.011
2024,bullpen_outs_last_2d_bucket,very_heavy_28_plus,opponent_runs_5plus,878,0.4453,0.4252,0.0201
2025,bullpen_outs_last_2d_bucket,very_heavy_28_plus,opponent_runs_5plus,786,0.4288,0.4166,0.0122
2023,bullpen_outs_last_2d_bucket,very_heavy_28_plus,team_f5_runs_2plus,878,0.5729,0.5945,-0.0216
2024,bullpen_outs_last_2d_bucket,very_heavy_28_plus,team_f5_runs_2plus,878,0.5843,0.5795,0.0048
2025,bullpen_outs_last_2d_bucket,very_heavy_28_plus,team_f5_runs_2plus,786,0.5369,0.5754,-0.0385
2023,bullpen_outs_last_2d_bucket,very_heavy_28_plus,team_post5_runs_2plus,878,0.4715,0.4955,-0.024
2024,bullpen_outs_last_2d_bucket,very_heavy_28_plus,team_post5_runs_2plus,878,0.4875,0.4773,0.0102
2025,bullpen_outs_last_2d_bucket,very_heavy_28_plus,team_post5_runs_2plus,786,0.4835,0.4701,0.0134
2023,bullpen_outs_last_2d_bucket,very_heavy_28_plus,team_runs_4plus,878,0.5581,0.5745,-0.0164
2024,bullpen_outs_last_2d_bucket,very_heavy_28_plus,team_runs_4plus,878,0.5513,0.55,0.0013
2025,bullpen_outs_last_2d_bucket,very_heavy_28_plus,team_runs_4plus,786,0.5267,0.5493,-0.0226
2023,bullpen_outs_last_2d_bucket,very_heavy_28_plus,team_runs_5plus,878,0.426,0.4529,-0.0269
2024,bullpen_outs_last_2d_bucket,very_heavy_28_plus,team_runs_5plus,878,0.4339,0.4252,0.0087
2025,bullpen_outs_last_2d_bucket,very_heavy_28_plus,team_runs_5plus,786,0.4135,0.4166,-0.0031
2023,bullpen_outs_last_2d_bucket,very_heavy_28_plus,team_won,878,0.5011,0.5,0.0011
2024,bullpen_outs_last_2d_bucket,very_heavy_28_plus,team_won,878,0.4875,0.498,-0.0105
2025,bullpen_outs_last_2d_bucket,very_heavy_28_plus,team_won,786,0.5064,0.5,0.0064
2023,error_rate_L10_bucket,avg_40_55,f5_total_4plus,1627,0.6257,0.6342,-0.0085
2024,error_rate_L10_bucket,avg_40_55,f5_total_4plus,1752,0.6142,0.6211,-0.0069
2025,error_rate_L10_bucket,avg_40_55,f5_total_4plus,1674,0.6338,0.6226,0.0112
2023,error_rate_L10_bucket,avg_40_55,game_total_10plus,1627,0.4272,0.4257,0.0015
2024,error_rate_L10_bucket,avg_40_55,game_total_10plus,1752,0.3824,0.3805,0.0019
2025,error_rate_L10_bucket,avg_40_55,game_total_10plus,1674,0.3943,0.3911,0.0032
2023,error_rate_L10_bucket,avg_40_55,game_total_9plus,1627,0.5255,0.5237,0.0018
2024,error_rate_L10_bucket,avg_40_55,game_total_9plus,1752,0.4817,0.4863,-0.0046
2025,error_rate_L10_bucket,avg_40_55,game_total_9plus,1674,0.4881,0.4853,0.0028
2023,error_rate_L10_bucket,avg_40_55,opponent_post5_runs_2plus,1627,0.512,0.4955,0.0165
2024,error_rate_L10_bucket,avg_40_55,opponent_post5_runs_2plus,1752,0.4652,0.4773,-0.0121
2025,error_rate_L10_bucket,avg_40_55,opponent_post5_runs_2plus,1674,0.4659,0.4701,-0.0042
2023,error_rate_L10_bucket,avg_40_55,opponent_runs_4plus,1627,0.5796,0.5745,0.0051
2024,error_rate_L10_bucket,avg_40_55,opponent_runs_4plus,1752,0.5491,0.55,-0.0009
2025,error_rate_L10_bucket,avg_40_55,opponent_runs_4plus,1674,0.5663,0.5493,0.017
2023,error_rate_L10_bucket,avg_40_55,opponent_runs_5plus,1627,0.4518,0.4529,-0.0011
2024,error_rate_L10_bucket,avg_40_55,opponent_runs_5plus,1752,0.4138,0.4252,-0.0114
2025,error_rate_L10_bucket,avg_40_55,opponent_runs_5plus,1674,0.4235,0.4166,0.0069
2023,error_rate_L10_bucket,avg_40_55,team_f5_runs_2plus,1627,0.5864,0.5945,-0.0081
2024,error_rate_L10_bucket,avg_40_55,team_f5_runs_2plus,1752,0.5748,0.5795,-0.0047
2025,error_rate_L10_bucket,avg_40_55,team_f5_runs_2plus,1674,0.5747,0.5754,-0.0007
2023,error_rate_L10_bucket,avg_40_55,team_post5_runs_2plus,1627,0.5015,0.4955,0.006
2024,error_rate_L10_bucket,avg_40_55,team_post5_runs_2plus,1752,0.4823,0.4773,0.005
2025,error_rate_L10_bucket,avg_40_55,team_post5_runs_2plus,1674,0.4683,0.4701,-0.0018
2023,error_rate_L10_bucket,avg_40_55,team_runs_4plus,1627,0.563,0.5745,-0.0115
2024,error_rate_L10_bucket,avg_40_55,team_runs_4plus,1752,0.5474,0.55,-0.0026
2025,error_rate_L10_bucket,avg_40_55,team_runs_4plus,1674,0.5585,0.5493,0.0092
2023,error_rate_L10_bucket,avg_40_55,team_runs_5plus,1627,0.4524,0.4529,-0.0005
2024,error_rate_L10_bucket,avg_40_55,team_runs_5plus,1752,0.4258,0.4252,0.0006
2025,error_rate_L10_bucket,avg_40_55,team_runs_5plus,1674,0.4194,0.4166,0.0028
2023,error_rate_L10_bucket,avg_40_55,team_won,1627,0.4935,0.5,-0.0065
2024,error_rate_L10_bucket,avg_40_55,team_won,1752,0.5108,0.498,0.0128
2025,error_rate_L10_bucket,avg_40_55,team_won,1674,0.4892,0.5,-0.0108
2023,error_rate_L10_bucket,below_avg_25_40,f5_total_4plus,889,0.64,0.6342,0.0058
2024,error_rate_L10_bucket,below_avg_25_40,f5_total_4plus,824,0.6214,0.6211,0.0003
2025,error_rate_L10_bucket,below_avg_25_40,f5_total_4plus,874,0.6201,0.6226,-0.0025
2023,error_rate_L10_bucket,below_avg_25_40,game_total_10plus,889,0.4263,0.4257,0.0006
2024,error_rate_L10_bucket,below_avg_25_40,game_total_10plus,824,0.3665,0.3805,-0.014
2025,error_rate_L10_bucket,below_avg_25_40,game_total_10plus,874,0.3913,0.3911,0.0002
2023,error_rate_L10_bucket,below_avg_25_40,game_total_9plus,889,0.5422,0.5237,0.0185
2024,error_rate_L10_bucket,below_avg_25_40,game_total_9plus,824,0.4782,0.4863,-0.0081
2025,error_rate_L10_bucket,below_avg_25_40,game_total_9plus,874,0.4863,0.4853,0.001
2023,error_rate_L10_bucket,below_avg_25_40,opponent_post5_runs_2plus,889,0.4623,0.4955,-0.0332
2024,error_rate_L10_bucket,below_avg_25_40,opponent_post5_runs_2plus,824,0.4709,0.4773,-0.0064
2025,error_rate_L10_bucket,below_avg_25_40,opponent_post5_runs_2plus,874,0.4279,0.4701,-0.0422
2023,error_rate_L10_bucket,below_avg_25_40,opponent_runs_4plus,889,0.5613,0.5745,-0.0132
2024,error_rate_L10_bucket,below_avg_25_40,opponent_runs_4plus,824,0.5607,0.55,0.0107
2025,error_rate_L10_bucket,below_avg_25_40,opponent_runs_4plus,874,0.5217,0.5493,-0.0276
2023,error_rate_L10_bucket,below_avg_25_40,opponent_runs_5plus,889,0.4409,0.4529,-0.012
2024,error_rate_L10_bucket,below_avg_25_40,opponent_runs_5plus,824,0.4308,0.4252,0.0056
2025,error_rate_L10_bucket,below_avg_25_40,opponent_runs_5plus,874,0.3902,0.4166,-0.0264
2023,error_rate_L10_bucket,below_avg_25_40,team_f5_runs_2plus,889,0.6063,0.5945,0.0118
2024,error_rate_L10_bucket,below_avg_25_40,team_f5_runs_2plus,824,0.5655,0.5795,-0.014
2025,error_rate_L10_bucket,below_avg_25_40,team_f5_runs_2plus,874,0.5824,0.5754,0.007
2023,error_rate_L10_bucket,below_avg_25_40,team_post5_runs_2plus,889,0.4803,0.4955,-0.0152
2024,error_rate_L10_bucket,below_avg_25_40,team_post5_runs_2plus,824,0.4745,0.4773,-0.0028
2025,error_rate_L10_bucket,below_avg_25_40,team_post5_runs_2plus,874,0.4943,0.4701,0.0242
2023,error_rate_L10_bucket,below_avg_25_40,team_runs_4plus,889,0.5917,0.5745,0.0172
2024,error_rate_L10_bucket,below_avg_25_40,team_runs_4plus,824,0.5255,0.55,-0.0245
2025,error_rate_L10_bucket,below_avg_25_40,team_runs_4plus,874,0.5595,0.5493,0.0102
2023,error_rate_L10_bucket,below_avg_25_40,team_runs_5plus,889,0.4601,0.4529,0.0072
2024,error_rate_L10_bucket,below_avg_25_40,team_runs_5plus,824,0.4017,0.4252,-0.0235
2025,error_rate_L10_bucket,below_avg_25_40,team_runs_5plus,874,0.4348,0.4166,0.0182
2023,error_rate_L10_bucket,below_avg_25_40,team_won,889,0.5073,0.5,0.0073
2024,error_rate_L10_bucket,below_avg_25_40,team_won,824,0.4745,0.498,-0.0235
2025,error_rate_L10_bucket,below_avg_25_40,team_won,874,0.5286,0.5,0.0286
2023,error_rate_L10_bucket,high_55_70,f5_total_4plus,550,0.6218,0.6342,-0.0124
2024,error_rate_L10_bucket,high_55_70,f5_total_4plus,621,0.6135,0.6211,-0.0076
2025,error_rate_L10_bucket,high_55_70,f5_total_4plus,520,0.6481,0.6226,0.0255
2023,error_rate_L10_bucket,high_55_70,game_total_10plus,550,0.4073,0.4257,-0.0184
2024,error_rate_L10_bucket,high_55_70,game_total_10plus,621,0.3736,0.3805,-0.0069
2025,error_rate_L10_bucket,high_55_70,game_total_10plus,520,0.3827,0.3911,-0.0084
2023,error_rate_L10_bucket,high_55_70,game_total_9plus,550,0.5073,0.5237,-0.0164
2024,error_rate_L10_bucket,high_55_70,game_total_9plus,621,0.4734,0.4863,-0.0129
2025,error_rate_L10_bucket,high_55_70,game_total_9plus,520,0.4712,0.4853,-0.0141
2023,error_rate_L10_bucket,high_55_70,opponent_post5_runs_2plus,550,0.4509,0.4955,-0.0446
2024,error_rate_L10_bucket,high_55_70,opponent_post5_runs_2plus,621,0.4992,0.4773,0.0219
2025,error_rate_L10_bucket,high_55_70,opponent_post5_runs_2plus,520,0.4904,0.4701,0.0203
2023,error_rate_L10_bucket,high_55_70,opponent_runs_4plus,550,0.5491,0.5745,-0.0254
2024,error_rate_L10_bucket,high_55_70,opponent_runs_4plus,621,0.5507,0.55,0.0007
2025,error_rate_L10_bucket,high_55_70,opponent_runs_4plus,520,0.5327,0.5493,-0.0166
2023,error_rate_L10_bucket,high_55_70,opponent_runs_5plus,550,0.3945,0.4529,-0.0584
2024,error_rate_L10_bucket,high_55_70,opponent_runs_5plus,621,0.4573,0.4252,0.0321
2025,error_rate_L10_bucket,high_55_70,opponent_runs_5plus,520,0.4135,0.4166,-0.0031
2023,error_rate_L10_bucket,high_55_70,team_f5_runs_2plus,550,0.5945,0.5945,0.0
2024,error_rate_L10_bucket,high_55_70,team_f5_runs_2plus,621,0.5942,0.5795,0.0147
2025,error_rate_L10_bucket,high_55_70,team_f5_runs_2plus,520,0.5885,0.5754,0.0131
2023,error_rate_L10_bucket,high_55_70,team_post5_runs_2plus,550,0.5,0.4955,0.0045
2024,error_rate_L10_bucket,high_55_70,team_post5_runs_2plus,621,0.4654,0.4773,-0.0119
2025,error_rate_L10_bucket,high_55_70,team_post5_runs_2plus,520,0.45,0.4701,-0.0201
2023,error_rate_L10_bucket,high_55_70,team_runs_4plus,550,0.5727,0.5745,-0.0018
2024,error_rate_L10_bucket,high_55_70,team_runs_4plus,621,0.5395,0.55,-0.0105
2025,error_rate_L10_bucket,high_55_70,team_runs_4plus,520,0.5442,0.5493,-0.0051
2023,error_rate_L10_bucket,high_55_70,team_runs_5plus,550,0.4564,0.4529,0.0035
2024,error_rate_L10_bucket,high_55_70,team_runs_5plus,621,0.4122,0.4252,-0.013
2025,error_rate_L10_bucket,high_55_70,team_runs_5plus,520,0.4115,0.4166,-0.0051
2023,error_rate_L10_bucket,high_55_70,team_won,550,0.5382,0.5,0.0382
2024,error_rate_L10_bucket,high_55_70,team_won,621,0.475,0.498,-0.023
2025,error_rate_L10_bucket,high_55_70,team_won,520,0.5212,0.5,0.0212
2023,error_rate_L10_bucket,low_lt_25,f5_total_4plus,1137,0.6394,0.6342,0.0052
2024,error_rate_L10_bucket,low_lt_25,f5_total_4plus,1051,0.6261,0.6211,0.005
2025,error_rate_L10_bucket,low_lt_25,f5_total_4plus,1214,0.6054,0.6226,-0.0172
2023,error_rate_L10_bucket,low_lt_25,game_total_10plus,1137,0.431,0.4257,0.0053
2024,error_rate_L10_bucket,low_lt_25,game_total_10plus,1051,0.3787,0.3805,-0.0018
2025,error_rate_L10_bucket,low_lt_25,game_total_10plus,1214,0.3855,0.3911,-0.0056
2023,error_rate_L10_bucket,low_lt_25,game_total_9plus,1137,0.5198,0.5237,-0.0039
2024,error_rate_L10_bucket,low_lt_25,game_total_9plus,1051,0.4967,0.4863,0.0104
2025,error_rate_L10_bucket,low_lt_25,game_total_9plus,1214,0.4794,0.4853,-0.0059
2023,error_rate_L10_bucket,low_lt_25,opponent_post5_runs_2plus,1137,0.5154,0.4955,0.0199
2024,error_rate_L10_bucket,low_lt_25,opponent_post5_runs_2plus,1051,0.4929,0.4773,0.0156
2025,error_rate_L10_bucket,low_lt_25,opponent_post5_runs_2plus,1214,0.4901,0.4701,0.02
2023,error_rate_L10_bucket,low_lt_25,opponent_runs_4plus,1137,0.5638,0.5745,-0.0107
2024,error_rate_L10_bucket,low_lt_25,opponent_runs_4plus,1051,0.5461,0.55,-0.0039
2025,error_rate_L10_bucket,low_lt_25,opponent_runs_4plus,1214,0.5395,0.5493,-0.0098
2023,error_rate_L10_bucket,low_lt_25,opponent_runs_5plus,1137,0.4582,0.4529,0.0053
2024,error_rate_L10_bucket,low_lt_25,opponent_runs_5plus,1051,0.4206,0.4252,-0.0046
2025,error_rate_L10_bucket,low_lt_25,opponent_runs_5plus,1214,0.4119,0.4166,-0.0047
2023,error_rate_L10_bucket,low_lt_25,team_f5_runs_2plus,1137,0.6033,0.5945,0.0088
2024,error_rate_L10_bucket,low_lt_25,team_f5_runs_2plus,1051,0.5994,0.5795,0.0199
2025,error_rate_L10_bucket,low_lt_25,team_f5_runs_2plus,1214,0.5692,0.5754,-0.0062
2023,error_rate_L10_bucket,low_lt_25,team_post5_runs_2plus,1137,0.4969,0.4955,0.0014
2024,error_rate_L10_bucket,low_lt_25,team_post5_runs_2plus,1051,0.4719,0.4773,-0.0054
2025,error_rate_L10_bucket,low_lt_25,team_post5_runs_2plus,1214,0.4679,0.4701,-0.0022
2023,error_rate_L10_bucket,low_lt_25,team_runs_4plus,1137,0.5822,0.5745,0.0077
2024,error_rate_L10_bucket,low_lt_25,team_runs_4plus,1051,0.5652,0.55,0.0152
2025,error_rate_L10_bucket,low_lt_25,team_runs_4plus,1214,0.5453,0.5493,-0.004
2023,error_rate_L10_bucket,low_lt_25,team_runs_5plus,1137,0.4582,0.4529,0.0053
2024,error_rate_L10_bucket,low_lt_25,team_runs_5plus,1051,0.4301,0.4252,0.0049
2025,error_rate_L10_bucket,low_lt_25,team_runs_5plus,1214,0.4135,0.4166,-0.0031
2023,error_rate_L10_bucket,low_lt_25,team_won,1137,0.5066,0.5,0.0066
2024,error_rate_L10_bucket,low_lt_25,team_won,1051,0.5138,0.498,0.0158
2025,error_rate_L10_bucket,low_lt_25,team_won,1214,0.5066,0.5,0.0066
2023,error_rate_L10_bucket,very_high_70_plus,f5_total_4plus,709,0.6516,0.6342,0.0174
2024,error_rate_L10_bucket,very_high_70_plus,f5_total_4plus,840,0.6345,0.6211,0.0134
2025,error_rate_L10_bucket,very_high_70_plus,f5_total_4plus,638,0.6129,0.6226,-0.0097
2023,error_rate_L10_bucket,very_high_70_plus,game_total_10plus,709,0.4344,0.4257,0.0087
2024,error_rate_L10_bucket,very_high_70_plus,game_total_10plus,840,0.3917,0.3805,0.0112
2025,error_rate_L10_bucket,very_high_70_plus,game_total_10plus,638,0.3997,0.3911,0.0086
2023,error_rate_L10_bucket,very_high_70_plus,game_total_9plus,709,0.5176,0.5237,-0.0061
2024,error_rate_L10_bucket,very_high_70_plus,game_total_9plus,840,0.494,0.4863,0.0077
2025,error_rate_L10_bucket,very_high_70_plus,game_total_9plus,638,0.4937,0.4853,0.0084
2023,error_rate_L10_bucket,very_high_70_plus,opponent_post5_runs_2plus,709,0.5007,0.4955,0.0052
2024,error_rate_L10_bucket,very_high_70_plus,opponent_post5_runs_2plus,840,0.4714,0.4773,-0.0059
2025,error_rate_L10_bucket,very_high_70_plus,opponent_post5_runs_2plus,638,0.4812,0.4701,0.0111
2023,error_rate_L10_bucket,very_high_70_plus,opponent_runs_4plus,709,0.6192,0.5745,0.0447
2024,error_rate_L10_bucket,very_high_70_plus,opponent_runs_4plus,840,0.544,0.55,-0.006
2025,error_rate_L10_bucket,very_high_70_plus,opponent_runs_4plus,638,0.5705,0.5493,0.0212
2023,error_rate_L10_bucket,very_high_70_plus,opponent_runs_5plus,709,0.5092,0.4529,0.0563
2024,error_rate_L10_bucket,very_high_70_plus,opponent_runs_5plus,840,0.4214,0.4252,-0.0038
2025,error_rate_L10_bucket,very_high_70_plus,opponent_runs_5plus,638,0.4467,0.4166,0.0301
2023,error_rate_L10_bucket,very_high_70_plus,team_f5_runs_2plus,709,0.5867,0.5945,-0.0078
2024,error_rate_L10_bucket,very_high_70_plus,team_f5_runs_2plus,840,0.5667,0.5795,-0.0128
2025,error_rate_L10_bucket,very_high_70_plus,team_f5_runs_2plus,638,0.5627,0.5754,-0.0127
2023,error_rate_L10_bucket,very_high_70_plus,team_post5_runs_2plus,709,0.4937,0.4955,-0.0018
2024,error_rate_L10_bucket,very_high_70_plus,team_post5_runs_2plus,840,0.481,0.4773,0.0037
2025,error_rate_L10_bucket,very_high_70_plus,team_post5_runs_2plus,638,0.4592,0.4701,-0.0109
2023,error_rate_L10_bucket,very_high_70_plus,team_runs_4plus,709,0.5712,0.5745,-0.0033
2024,error_rate_L10_bucket,very_high_70_plus,team_runs_4plus,840,0.5655,0.55,0.0155
2025,error_rate_L10_bucket,very_high_70_plus,team_runs_4plus,638,0.5188,0.5493,-0.0305
2023,error_rate_L10_bucket,very_high_70_plus,team_runs_5plus,709,0.4358,0.4529,-0.0171
2024,error_rate_L10_bucket,very_high_70_plus,team_runs_5plus,840,0.4452,0.4252,0.02
2025,error_rate_L10_bucket,very_high_70_plus,team_runs_5plus,638,0.395,0.4166,-0.0216
2023,error_rate_L10_bucket,very_high_70_plus,team_won,709,0.4654,0.5,-0.0346
2024,error_rate_L10_bucket,very_high_70_plus,team_won,840,0.4905,0.498,-0.0075
2025,error_rate_L10_bucket,very_high_70_plus,team_won,638,0.4592,0.5,-0.0408
2023,extra_innings_previous_game,no,f5_total_4plus,4533,0.6336,0.6342,-0.0006
2024,extra_innings_previous_game,no,f5_total_4plus,4684,0.627,0.6211,0.0059
2025,extra_innings_previous_game,no,f5_total_4plus,4527,0.6231,0.6226,0.0005
2023,extra_innings_previous_game,no,game_total_10plus,4533,0.426,0.4257,0.0003
2024,extra_innings_previous_game,no,game_total_10plus,4684,0.3836,0.3805,0.0031
2025,extra_innings_previous_game,no,game_total_10plus,4527,0.3917,0.3911,0.0006
2023,extra_innings_previous_game,no,game_total_9plus,4533,0.5244,0.5237,0.0007
2024,extra_innings_previous_game,no,game_total_9plus,4684,0.4902,0.4863,0.0039
2025,extra_innings_previous_game,no,game_total_9plus,4527,0.4862,0.4853,0.0009
2023,extra_innings_previous_game,no,opponent_post5_runs_2plus,4533,0.4948,0.4955,-0.0007
2024,extra_innings_previous_game,no,opponent_post5_runs_2plus,4684,0.4767,0.4773,-0.0006
2025,extra_innings_previous_game,no,opponent_post5_runs_2plus,4527,0.4729,0.4701,0.0028
2023,extra_innings_previous_game,no,opponent_runs_4plus,4533,0.5736,0.5745,-0.0009
2024,extra_innings_previous_game,no,opponent_runs_4plus,4684,0.5544,0.55,0.0044
2025,extra_innings_previous_game,no,opponent_runs_4plus,4527,0.5527,0.5493,0.0034
2023,extra_innings_previous_game,no,opponent_runs_5plus,4533,0.4509,0.4529,-0.002
2024,extra_innings_previous_game,no,opponent_runs_5plus,4684,0.4289,0.4252,0.0037
2025,extra_innings_previous_game,no,opponent_runs_5plus,4527,0.4193,0.4166,0.0027
2023,extra_innings_previous_game,no,team_f5_runs_2plus,4533,0.5939,0.5945,-0.0006
2024,extra_innings_previous_game,no,team_f5_runs_2plus,4684,0.5835,0.5795,0.004
2025,extra_innings_previous_game,no,team_f5_runs_2plus,4527,0.5739,0.5754,-0.0015
2023,extra_innings_previous_game,no,team_post5_runs_2plus,4533,0.495,0.4955,-0.0005
2024,extra_innings_previous_game,no,team_post5_runs_2plus,4684,0.478,0.4773,0.0007
