generated_at,window_start,window_end,game_pk,game_date,game_id,team,opponent,home_away,coverage_gap_type,team_or_opponent_is_wsn
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,823028,2026-07-26,CIN@STL,STL,CIN,home,ok_has_usable_price,False
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,822950,2026-07-26,CLE@TB,CLE,TB,away,ok_has_usable_price,False
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,822950,2026-07-26,CLE@TB,TB,CLE,home,ok_has_usable_price,False
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,823755,2026-07-26,COL@MIL,COL,MIL,away,ok_has_usable_price,False
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,823755,2026-07-26,COL@MIL,MIL,COL,home,ok_has_usable_price,False
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,824572,2026-07-26,HOU@CWS,HOU,CWS,away,ok_has_usable_price,False
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,824572,2026-07-26,HOU@CWS,CWS,HOU,home,ok_has_usable_price,False
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,824246,2026-07-26,KC@DET,KC,DET,away,ok_has_usable_price,False
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,824246,2026-07-26,KC@DET,DET,KC,home,ok_has_usable_price,False
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,823194,2026-07-26,LAA@SF,LAA,SF,away,ok_has_usable_price,False
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,823194,2026-07-26,LAA@SF,SF,LAA,home,ok_has_usable_price,False
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,823599,2026-07-26,LAD@NYM,LAD,NYM,away,ok_has_usable_price,False
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,823599,2026-07-26,LAD@NYM,NYM,LAD,home,ok_has_usable_price,False
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,823433,2026-07-26,NYY@PHI,NYY,PHI,away,ok_has_usable_price,False
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,823433,2026-07-26,NYY@PHI,PHI,NYY,home,ok_has_usable_price,False
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,823840,2026-07-26,SD@MIA,SD,MIA,away,ok_has_usable_price,False
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,823840,2026-07-26,SD@MIA,MIA,SD,home,ok_has_usable_price,False
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,822870,2026-07-26,SEA@TEX,SEA,TEX,away,ok_has_usable_price,False
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,822870,2026-07-26,SEA@TEX,TEX,SEA,home,ok_has_usable_price,False
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,824730,2026-07-26,TOR@BOS,TOR,BOS,away,ok_has_usable_price,False
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,824730,2026-07-26,TOR@BOS,BOS,TOR,home,ok_has_usable_price,False
