generated_at,window_start,window_end,game_date,game_id,subject_team,market_type,threshold,side,brain_score,calibrated_probability,market_implied_probability_cents,gap_cents,bucket,graded,outcome,pl_cents
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-19,DET@LAA,DET,team_total,5.0,NO,0.0,0.5546,47.0,8.46,brain_high_market_low,True,WIN,53.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-24,LAA@SF,SF,team_total,4.0,YES,0.2374,0.5667,65.0,-8.329999999999998,brain_high_market_high,True,WIN,35.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-24,KC@DET,DET,team_total,4.0,YES,0.2648,0.5667,65.0,-8.329999999999998,brain_high_market_high,True,LOSE,-65.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-19,SD@KC,SD,team_total,4.0,YES,0.2613,0.5667,65.0,-8.329999999999998,brain_high_market_high,True,WIN,35.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,TB@TOR,TB,moneyline,,YES,0.0,0.472,39.0,8.199999999999996,brain_low_market_low,True,WIN,61.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-21,SD@ATL,ATL,team_total,4.0,YES,0.1786,0.5883,67.0,-8.169999999999995,brain_high_market_high,True,LOSE,-67.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,SD@ATL,ATL,team_total,4.0,YES,0.1933,0.5883,67.0,-8.169999999999995,brain_high_market_high,True,LOSE,-67.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,BAL@BOS,BOS,moneyline,,YES,0.255,0.5286,61.0,-8.14,brain_high_market_high,True,WIN,39.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-24,COL@MIL,COL,team_total,4.0,YES,0.0,0.531,45.0,8.100000000000001,brain_high_market_low,True,WIN,55.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,TB@TOR,TB,team_total,4.0,YES,0.0,0.531,45.0,8.100000000000001,brain_high_market_low,True,WIN,55.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-21,ATH@AZ,ATH,team_total,4.0,YES,0.0,0.531,61.0,-7.899999999999999,brain_high_market_high,True,WIN,39.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,MIA@HOU,HOU,team_total,4.0,YES,0.0,0.531,61.0,-7.899999999999999,brain_high_market_high,True,WIN,39.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-24,ATL@BAL,BAL,team_total,4.0,YES,0.0095,0.531,61.0,-7.899999999999999,brain_high_market_high,True,WIN,39.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-26,SD@MIA,MIA,team_total,4.0,YES,0.0034,0.531,61.0,-7.899999999999999,brain_high_market_high,True,LOSE,-61.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-26,CIN@STL,STL,moneyline,,YES,0.0837,0.472,55.0,-7.800000000000004,brain_low_market_high,True,LOSE,-55.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-24,LAD@NYM,LAD,moneyline,,YES,0.0447,0.472,55.0,-7.800000000000004,brain_low_market_high,True,WIN,45.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-22,LAD@PHI,LAD,moneyline,,YES,0.0,0.472,55.0,-7.800000000000004,brain_low_market_high,True,WIN,45.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,LAA@SF,SF,moneyline,,YES,0.0839,0.472,55.0,-7.800000000000004,brain_low_market_high,True,WIN,45.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-19,MIA@MIL,MIL,moneyline,,YES,0.0915,0.472,55.0,-7.800000000000004,brain_low_market_high,True,WIN,45.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,MIN@CLE,MIN,moneyline,,YES,0.0,0.472,55.0,-7.800000000000004,brain_low_market_high,True,LOSE,-55.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-22,MIN@CLE,CLE,moneyline,,YES,0.1262,0.5039,58.0,-7.609999999999999,brain_high_market_high,True,LOSE,-58.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-21,DET@CHC,DET,team_total,5.0,NO,0.0,0.5546,63.0,-7.539999999999999,brain_high_market_high,True,WIN,37.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-24,CIN@STL,CIN,team_total,5.0,NO,0.0,0.5546,63.0,-7.539999999999999,brain_high_market_high,True,WIN,37.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,CHC@PIT,CHC,team_total,5.0,NO,0.0,0.5546,63.0,-7.539999999999999,brain_high_market_high,True,LOSE,-63.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-26,KC@DET,KC,team_total,5.0,NO,0.0114,0.5546,63.0,-7.539999999999999,brain_high_market_high,True,LOSE,-63.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,PIT@NYY,NYY,team_total,5.0,NO,0.0031,0.5546,63.0,-7.539999999999999,brain_high_market_high,True,LOSE,-63.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,SEA@TEX,SEA,team_total,5.0,NO,0.0128,0.5546,63.0,-7.539999999999999,brain_high_market_high,True,WIN,37.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,SD@ATL,ATL,team_total,5.0,NO,0.0,0.5546,48.0,7.460000000000001,brain_high_market_low,True,WIN,52.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-21,SD@ATL,ATL,team_total,5.0,NO,0.0,0.5546,48.0,7.460000000000001,brain_high_market_low,True,WIN,52.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,SD@MIA,SD,moneyline,,YES,0.1887,0.5039,43.0,7.390000000000001,brain_high_market_low,True,WIN,57.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,BAL@BOS,BAL,moneyline,,YES,0.0,0.472,40.0,7.199999999999996,brain_low_market_low,True,LOSE,-40.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,KC@DET,KC,moneyline,,YES,0.0,0.472,40.0,7.199999999999996,brain_low_market_low,True,WIN,60.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-22,CIN@SEA,CIN,moneyline,,YES,0.0636,0.472,40.0,7.199999999999996,brain_low_market_low,True,WIN,60.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-19,MIN@CHC,MIN,moneyline,,YES,0.0,0.472,40.0,7.199999999999996,brain_low_market_low,True,LOSE,-40.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,CWS@TEX,CWS,moneyline,,YES,0.0815,0.472,40.0,7.199999999999996,brain_low_market_low,True,WIN,60.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-19,CIN@COL,COL,moneyline,,YES,0.0,0.472,40.0,7.199999999999996,brain_low_market_low,True,LOSE,-40.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-24,LAD@NYM,LAD,team_total,4.0,YES,0.1858,0.5883,66.0,-7.169999999999995,brain_high_market_high,True,WIN,34.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-19,SD@KC,KC,team_total,4.0,YES,0.1077,0.5883,66.0,-7.169999999999995,brain_high_market_high,True,LOSE,-66.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-26,ATH@MIN,MIN,moneyline,,YES,0.2661,0.5286,60.0,-7.140000000000001,brain_high_market_high,True,WIN,40.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-21,STL@LAA,LAA,team_total,5.0,NO,0.1617,0.5913,52.0,7.130000000000003,brain_high_market_high,True,LOSE,-52.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,NYY@PHI,NYY,team_total,5.0,NO,0.1498,0.5913,52.0,7.130000000000003,brain_high_market_high,True,WIN,48.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-19,PIT@CLE,CLE,team_total,4.0,YES,0.0443,0.531,46.0,7.100000000000001,brain_high_market_low,True,LOSE,-46.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-22,NYM@MIL,NYM,team_total,4.0,YES,0.0,0.531,46.0,7.100000000000001,brain_high_market_low,True,LOSE,-46.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-23,KC@DET,KC,team_total,4.0,YES,0.0,0.531,46.0,7.100000000000001,brain_high_market_low,True,LOSE,-46.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-26,CLE@TB,CLE,team_total,4.0,YES,0.0,0.531,46.0,7.100000000000001,brain_high_market_low,True,LOSE,-46.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-23,MIN@CLE,MIN,team_total,5.0,NO,0.2223,0.6292,70.0,-7.079999999999998,brain_high_market_high,True,WIN,30.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-26,NYY@PHI,NYY,team_total,5.0,NO,0.2032,0.6292,70.0,-7.079999999999998,brain_high_market_high,True,WIN,30.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-21,LAD@PHI,LAD,team_total,5.0,NO,0.2307,0.6292,56.0,6.920000000000002,brain_high_market_high,True,WIN,44.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,SD@MIA,MIA,team_total,4.0,YES,0.0894,0.531,60.0,-6.899999999999999,brain_high_market_high,True,LOSE,-60.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,STL@LAA,LAA,team_total,4.0,YES,0.0,0.531,60.0,-6.899999999999999,brain_high_market_high,True,LOSE,-60.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-26,CIN@STL,STL,team_total,4.0,YES,0.0856,0.531,60.0,-6.899999999999999,brain_high_market_high,True,LOSE,-60.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,LAA@SF,LAA,team_total,4.0,YES,0.0085,0.531,60.0,-6.899999999999999,brain_high_market_high,True,LOSE,-60.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-22,SD@ATL,SD,team_total,4.0,YES,0.0637,0.531,60.0,-6.899999999999999,brain_high_market_high,True,WIN,40.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-19,STL@AZ,STL,team_total,4.0,YES,0.0067,0.531,60.0,-6.899999999999999,brain_high_market_high,True,WIN,40.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-26,HOU@CWS,CWS,team_total,4.0,YES,0.0845,0.531,60.0,-6.899999999999999,brain_high_market_high,True,WIN,40.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-22,ATH@AZ,ATH,team_total,4.0,YES,0.0,0.531,60.0,-6.899999999999999,brain_high_market_high,True,WIN,40.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-21,SD@ATL,SD,team_total,4.0,YES,0.0,0.531,60.0,-6.899999999999999,brain_high_market_high,True,WIN,40.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,KC@DET,KC,team_total,5.0,NO,0.1071,0.5913,66.0,-6.869999999999997,brain_high_market_high,True,WIN,34.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,COL@MIL,COL,team_total,5.0,NO,0.1286,0.5913,66.0,-6.869999999999997,brain_high_market_high,True,LOSE,-66.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,SF@KC,KC,moneyline,,YES,0.0472,0.472,54.0,-6.800000000000004,brain_low_market_high,True,WIN,46.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-26,LAA@SF,LAA,moneyline,,YES,0.0,0.472,54.0,-6.800000000000004,brain_low_market_high,True,WIN,46.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,CHC@PIT,PIT,moneyline,,YES,0.0,0.472,54.0,-6.800000000000004,brain_low_market_high,True,LOSE,-54.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,NYY@PHI,NYY,moneyline,,YES,0.0,0.472,54.0,-6.800000000000004,brain_low_market_high,True,WIN,46.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-21,STL@LAA,LAA,moneyline,,YES,0.0,0.472,54.0,-6.800000000000004,brain_low_market_high,True,WIN,46.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-22,CWS@TEX,CWS,moneyline,,YES,0.0815,0.472,54.0,-6.800000000000004,brain_low_market_high,True,WIN,46.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-19,STL@AZ,AZ,moneyline,,YES,0.0425,0.472,54.0,-6.800000000000004,brain_low_market_high,True,WIN,46.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-26,CHC@PIT,PIT,moneyline,,YES,0.1061,0.5039,57.0,-6.609999999999999,brain_high_market_high,True,WIN,43.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,NYM@MIL,MIL,moneyline,,YES,0.5649,0.6039,67.0,-6.609999999999999,brain_high_market_high,True,WIN,33.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-26,TOR@BOS,BOS,moneyline,,YES,0.1896,0.5039,57.0,-6.609999999999999,brain_high_market_high,True,WIN,43.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-22,DET@CHC,DET,team_total,5.0,NO,0.0,0.5546,62.0,-6.539999999999999,brain_high_market_high,True,LOSE,-62.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-19,MIA@MIL,MIA,team_total,5.0,NO,0.0106,0.5546,62.0,-6.539999999999999,brain_high_market_high,True,WIN,38.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-23,MIN@CLE,CLE,team_total,5.0,NO,0.0,0.5546,62.0,-6.539999999999999,brain_high_market_high,True,WIN,38.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-24,NYY@PHI,PHI,team_total,5.0,NO,0.0432,0.5546,62.0,-6.539999999999999,brain_high_market_high,True,WIN,38.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-26,LAA@SF,SF,team_total,5.0,NO,0.0,0.5546,62.0,-6.539999999999999,brain_high_market_high,True,WIN,38.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,CLE@TB,CLE,team_total,5.0,NO,0.0,0.5546,62.0,-6.539999999999999,brain_high_market_high,True,WIN,38.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-21,SF@KC,SF,team_total,5.0,NO,0.0,0.5546,49.0,6.460000000000001,brain_high_market_low,True,WIN,51.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-19,SD@KC,KC,team_total,5.0,NO,0.0,0.5546,49.0,6.460000000000001,brain_high_market_low,True,WIN,51.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-24,LAD@NYM,LAD,team_total,5.0,NO,0.0,0.5546,49.0,6.460000000000001,brain_high_market_low,True,WIN,51.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-19,SD@KC,SD,team_total,5.0,NO,0.0,0.5546,49.0,6.460000000000001,brain_high_market_low,True,LOSE,-49.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,ATL@BAL,BAL,team_total,4.0,YES,0.2833,0.5667,63.0,-6.329999999999998,brain_high_market_high,True,LOSE,-63.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-24,TOR@BOS,BOS,team_total,4.0,YES,0.2373,0.5667,63.0,-6.329999999999998,brain_high_market_high,True,WIN,37.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-24,HOU@CWS,CWS,team_total,4.0,YES,0.2053,0.5667,63.0,-6.329999999999998,brain_high_market_high,True,WIN,37.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-22,CWS@TEX,CWS,team_total,4.0,YES,0.2493,0.5667,63.0,-6.329999999999998,brain_high_market_high,True,WIN,37.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-22,SF@KC,SF,team_total,4.0,YES,0.2102,0.5667,63.0,-6.329999999999998,brain_high_market_high,True,WIN,37.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-24,LAA@SF,LAA,moneyline,,YES,0.0,0.472,41.0,6.199999999999996,brain_low_market_low,True,LOSE,-41.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,LAD@NYM,NYM,moneyline,,YES,0.0,0.472,41.0,6.199999999999996,brain_low_market_low,True,LOSE,-41.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-26,ATH@MIN,ATH,moneyline,,YES,0.0,0.472,41.0,6.199999999999996,brain_low_market_low,True,LOSE,-41.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-26,CHC@PIT,PIT,team_total,4.0,YES,0.1159,0.5883,65.0,-6.169999999999995,brain_high_market_high,True,WIN,35.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-21,MIA@HOU,HOU,team_total,4.0,YES,0.1046,0.5883,65.0,-6.169999999999995,brain_high_market_high,True,WIN,35.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-22,STL@LAA,LAA,team_total,5.0,NO,0.1166,0.5913,53.0,6.130000000000003,brain_high_market_high,True,WIN,47.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-23,MIN@CLE,MIN,team_total,4.0,YES,0.0,0.531,47.0,6.100000000000001,brain_high_market_low,True,LOSE,-47.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,CIN@SEA,CIN,team_total,4.0,YES,0.0018,0.531,47.0,6.100000000000001,brain_high_market_low,True,LOSE,-47.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-26,NYY@PHI,NYY,team_total,4.0,YES,0.0,0.531,47.0,6.100000000000001,brain_high_market_low,True,WIN,53.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,ATH@MIN,MIN,team_total,4.0,YES,0.4327,0.6395,70.0,-6.050000000000004,brain_high_market_high,True,LOSE,-70.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-24,HOU@CWS,HOU,team_total,4.0,YES,0.0313,0.531,59.0,-5.899999999999999,brain_high_market_high,True,WIN,41.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-21,MIN@CLE,CLE,team_total,4.0,YES,0.0894,0.531,59.0,-5.899999999999999,brain_high_market_high,True,WIN,41.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,NYY@PHI,PHI,team_total,4.0,YES,0.0449,0.531,59.0,-5.899999999999999,brain_high_market_high,True,LOSE,-59.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,MIA@HOU,MIA,team_total,4.0,YES,0.0,0.531,59.0,-5.899999999999999,brain_high_market_high,True,WIN,41.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,TOR@BOS,TOR,team_total,5.0,NO,0.1994,0.5913,65.0,-5.869999999999997,brain_high_market_high,True,LOSE,-65.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-26,LAA@SF,SF,moneyline,,YES,0.2941,0.5286,47.0,5.859999999999999,brain_high_market_low,True,LOSE,-47.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-19,BAL@HOU,HOU,moneyline,,YES,0.0425,0.472,53.0,-5.800000000000004,brain_low_market_high,True,LOSE,-53.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-21,LAD@PHI,PHI,moneyline,,YES,0.0,0.472,53.0,-5.800000000000004,brain_low_market_high,True,LOSE,-53.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-26,SD@MIA,MIA,moneyline,,YES,0.0,0.472,53.0,-5.800000000000004,brain_low_market_high,True,LOSE,-53.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,MIA@HOU,HOU,moneyline,,YES,0.0,0.472,53.0,-5.800000000000004,brain_low_market_high,True,WIN,47.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-22,SF@KC,SF,moneyline,,YES,0.1441,0.5039,56.0,-5.609999999999999,brain_high_market_high,True,LOSE,-56.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-24,HOU@CWS,CWS,moneyline,,YES,0.1898,0.5039,56.0,-5.609999999999999,brain_high_market_high,True,LOSE,-56.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-19,SF@SEA,SEA,team_total,5.0,NO,0.0,0.5546,61.0,-5.539999999999999,brain_high_market_high,True,LOSE,-61.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,PIT@NYY,PIT,team_total,5.0,NO,0.0,0.5546,61.0,-5.539999999999999,brain_high_market_high,True,LOSE,-61.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,BAL@BOS,BAL,team_total,5.0,NO,0.047,0.5546,61.0,-5.539999999999999,brain_high_market_high,True,LOSE,-61.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-24,CHC@PIT,PIT,team_total,5.0,NO,0.0,0.5546,61.0,-5.539999999999999,brain_high_market_high,True,WIN,39.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,CHC@PIT,PIT,team_total,5.0,NO,0.0489,0.5546,61.0,-5.539999999999999,brain_high_market_high,True,WIN,39.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,CLE@TB,TB,team_total,5.0,NO,0.0,0.5546,61.0,-5.539999999999999,brain_high_market_high,True,WIN,39.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-22,TB@TOR,TOR,team_total,5.0,NO,0.0,0.5546,61.0,-5.539999999999999,brain_high_market_high,True,WIN,39.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-24,SEA@TEX,SEA,team_total,5.0,NO,0.0,0.5546,61.0,-5.539999999999999,brain_high_market_high,True,WIN,39.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-22,MIA@HOU,HOU,team_total,5.0,NO,0.0432,0.5546,61.0,-5.539999999999999,brain_high_market_high,True,LOSE,-61.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-19,DET@LAA,LAA,team_total,5.0,NO,0.047,0.5546,61.0,-5.539999999999999,brain_high_market_high,True,WIN,39.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,BAL@BOS,BOS,team_total,5.0,NO,0.0,0.5546,50.0,5.460000000000001,brain_high_market_high,True,LOSE,-50.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,LAA@SF,SF,team_total,5.0,NO,0.0,0.5546,50.0,5.460000000000001,brain_high_market_high,True,LOSE,-50.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-26,LAD@NYM,LAD,team_total,5.0,NO,0.0,0.5546,50.0,5.460000000000001,brain_high_market_high,True,WIN,50.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-21,MIN@CLE,MIN,moneyline,,YES,0.0,0.472,42.0,5.199999999999996,brain_low_market_low,True,LOSE,-42.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-23,MIN@CLE,MIN,moneyline,,YES,0.0,0.472,42.0,5.199999999999996,brain_low_market_low,True,WIN,58.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-26,LAD@NYM,NYM,moneyline,,YES,0.0,0.472,42.0,5.199999999999996,brain_low_market_low,True,WIN,58.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-24,SD@MIA,MIA,team_total,4.0,YES,0.1337,0.5883,64.0,-5.169999999999995,brain_high_market_high,True,LOSE,-64.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-25,LAA@SF,SF,team_total,4.0,YES,0.1925,0.5883,64.0,-5.169999999999995,brain_high_market_high,True,WIN,36.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-22,NYM@MIL,MIL,moneyline,,YES,0.3799,0.5489,60.0,-5.109999999999992,brain_high_market_high,True,WIN,40.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,MIN@CLE,CLE,team_total,4.0,YES,0.0,0.531,48.0,5.100000000000001,brain_high_market_low,True,WIN,52.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-21,SF@KC,SF,team_total,4.0,YES,0.4369,0.6395,69.0,-5.050000000000004,brain_high_market_high,True,LOSE,-69.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-19,DET@LAA,DET,team_total,4.0,YES,0.4198,0.6395,69.0,-5.050000000000004,brain_high_market_high,True,LOSE,-69.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,ATH@AZ,AZ,team_total,4.0,YES,0.778,0.6395,69.0,-5.050000000000004,brain_high_market_high,True,LOSE,-69.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-24,ATH@MIN,MIN,team_total,4.0,YES,0.4327,0.6395,69.0,-5.050000000000004,brain_high_market_high,True,LOSE,-69.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,SF@KC,SF,team_total,4.0,YES,0.4166,0.6395,69.0,-5.050000000000004,brain_high_market_high,True,LOSE,-69.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-24,LAD@NYM,NYM,team_total,5.0,NO,0.2213,0.6292,58.0,4.920000000000002,brain_high_market_high,True,WIN,42.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,ATH@AZ,ATH,team_total,4.0,YES,0.0397,0.531,58.0,-4.899999999999999,brain_high_market_high,True,WIN,42.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-23,TB@TOR,TOR,team_total,4.0,YES,0.0017,0.531,58.0,-4.899999999999999,brain_high_market_high,True,LOSE,-58.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-20,MIN@CLE,MIN,team_total,4.0,YES,0.0,0.531,58.0,-4.899999999999999,brain_high_market_high,True,WIN,42.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-19,DET@LAA,LAA,team_total,4.0,YES,0.0,0.531,58.0,-4.899999999999999,brain_high_market_high,True,LOSE,-58.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-24,ATL@BAL,ATL,team_total,4.0,YES,0.0,0.531,58.0,-4.899999999999999,brain_high_market_high,True,WIN,42.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-24,LAD@NYM,NYM,team_total,4.0,YES,0.0,0.531,58.0,-4.899999999999999,brain_high_market_high,True,LOSE,-58.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-21,NYM@MIL,NYM,team_total,4.0,YES,0.0,0.531,58.0,-4.899999999999999,brain_high_market_high,True,WIN,42.0
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,2026-07-19,SF@SEA,SEA,team_total,4.0,YES,0.0894,0.531,58.0,-4.899999999999999,brain_high_market_high,True,WIN,42.0
