generated_at,window_start,window_end,watchlist_category,game_date,game_id,game_pk,away_abbr,home_abbr,subject_team,market_type,market_type_bucket,threshold,side,market_ticker,price_bucket,last_price_cents,avg_spread_cents,last_snap_minutes_before,n_pregame_snapshots,graded,outcome,pl_cents,brain_score,calibrated_probability,candidate_status,score_bin,final_team_runs,context_favorite_underdog,opponent_starter_kbb_bucket,opponent_starter_xfip_bucket,offense_form_bucket
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SF@SEA,823113,SF,SEA,SEA,moneyline,moneyline,,YES,KXMLBGAME-26JUL191610SFSEA-SEA,56-65c,65.0,1.0,0.3,96,True,WIN,35.0,0.0837,0.472,,,,favorite,weak_lt_8,very_bad_5_25_plus,40_45
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SF@SEA,823113,SF,SEA,,full_game_total,full game totals,4.0,YES,KXMLBTOTAL-26JUL191610SFSEA-4,81-99c,87.0,1.0,0.3,96,True,WIN,13.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SF@SEA,823113,SF,SEA,,full_game_total,full game totals,6.0,YES,KXMLBTOTAL-26JUL191610SFSEA-6,66-80c,67.0,1.0,0.3,96,True,WIN,33.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SF@SEA,823113,SF,SEA,,full_game_total,full game totals,7.0,YES,KXMLBTOTAL-26JUL191610SFSEA-7,56-65c,58.0,1.0,0.3,96,True,WIN,42.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SF@SEA,823113,SF,SEA,,full_game_total,full game totals,2.0,YES,KXMLBTOTAL-26JUL191610SFSEA-2,81-99c,98.0,2.0,0.3,96,True,WIN,2.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SF@SEA,823113,SF,SEA,,full_game_total,full game totals,3.0,YES,KXMLBTOTAL-26JUL191610SFSEA-3,81-99c,95.0,1.0,0.3,96,True,WIN,5.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SF@SEA,823113,SF,SEA,,full_game_total,full game totals,5.0,YES,KXMLBTOTAL-26JUL191610SFSEA-5,66-80c,80.0,1.0,0.3,96,True,WIN,20.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SF@SEA,823113,SF,SEA,SEA,team_total,team totals,3.0,YES,KXMLBTEAMTOTAL-26JUL191610SFSEA-SEA3,66-80c,74.0,1.4,0.3,96,True,WIN,26.0,,,,,,favorite,weak_lt_8,very_bad_5_25_plus,40_45
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SF@SEA,823113,SF,SEA,SEA,team_total,team totals,2.0,YES,KXMLBTEAMTOTAL-26JUL191610SFSEA-SEA2,81-99c,88.0,1.86,0.3,96,True,WIN,12.0,,,,,,favorite,weak_lt_8,very_bad_5_25_plus,40_45
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SF@SEA,823113,SF,SEA,SF,team_total,team totals,2.0,YES,KXMLBTEAMTOTAL-26JUL191610SFSEA-SF2,66-80c,76.0,1.04,0.3,96,True,WIN,24.0,,,,,,underdog,solid_13_18,avg_4_25_4_75,50_55
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SF@SEA,823113,SF,SEA,SF,team_total,team totals,3.0,YES,KXMLBTEAMTOTAL-26JUL191610SFSEA-SF3,56-65c,57.0,1.51,0.3,96,True,WIN,43.0,,,,,,underdog,solid_13_18,avg_4_25_4_75,50_55
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SF@SEA,823113,SF,SEA,SEA,team_total,team totals,4.0,YES,KXMLBTEAMTOTAL-26JUL191610SFSEA-SEA4,56-65c,58.0,1.02,0.3,96,True,WIN,42.0,0.0894,0.531,,,,favorite,weak_lt_8,very_bad_5_25_plus,40_45
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SF@SEA,823113,SF,SEA,,f5_total,F5 totals,2.0,YES,KXMLBF5TOTAL-26JUL191610SFSEA-2,81-99c,83.0,3.42,0.3,96,True,WIN,17.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SF@SEA,823113,SF,SEA,,f5_total,F5 totals,3.0,YES,KXMLBF5TOTAL-26JUL191610SFSEA-3,66-80c,67.0,1.39,0.3,96,True,WIN,33.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SF@SEA,823113,SF,SEA,,f5_total,F5 totals,1.0,YES,KXMLBF5TOTAL-26JUL191610SFSEA-1,81-99c,95.0,5.72,0.3,96,True,WIN,5.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,MIA@MIL,823764,MIA,MIL,,full_game_total,full game totals,3.0,YES,KXMLBTOTAL-26JUL191410MIAMIL-3,81-99c,97.0,1.38,1.1,24,True,WIN,3.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,MIA@MIL,823764,MIA,MIL,,full_game_total,full game totals,6.0,YES,KXMLBTOTAL-26JUL191410MIAMIL-6,66-80c,74.0,1.0,1.1,24,True,LOSE,-74.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,MIA@MIL,823764,MIA,MIL,,full_game_total,full game totals,4.0,YES,KXMLBTOTAL-26JUL191410MIAMIL-4,81-99c,91.0,2.0,1.1,24,True,WIN,9.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,MIA@MIL,823764,MIA,MIL,,full_game_total,full game totals,5.0,YES,KXMLBTOTAL-26JUL191410MIAMIL-5,81-99c,85.0,1.17,1.1,24,True,LOSE,-85.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,MIA@MIL,823764,MIA,MIL,,full_game_total,full game totals,7.0,YES,KXMLBTOTAL-26JUL191410MIAMIL-7,66-80c,66.0,1.0,1.1,24,True,LOSE,-66.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,MIA@MIL,823764,MIA,MIL,MIA,team_total,team totals,3.0,YES,KXMLBTEAMTOTAL-26JUL191410MIAMIL-MIA3,66-80c,67.0,1.0,1.1,24,True,LOSE,-67.0,,,,,,underdog,below_avg_8_13,bad_4_75_5_25,50_55
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,MIA@MIL,823764,MIA,MIL,MIA,team_total,team totals,2.0,YES,KXMLBTEAMTOTAL-26JUL191410MIAMIL-MIA2,81-99c,81.0,1.0,1.1,24,True,LOSE,-81.0,,,,,,underdog,below_avg_8_13,bad_4_75_5_25,50_55
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,MIA@MIL,823764,MIA,MIL,MIL,team_total,team totals,2.0,YES,KXMLBTEAMTOTAL-26JUL191410MIAMIL-MIL2,81-99c,85.0,1.0,1.1,24,True,WIN,15.0,,,,,,favorite,strong_18_23,good_3_75_4_25,50_55
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,MIA@MIL,823764,MIA,MIL,MIL,team_total,team totals,4.0,YES,KXMLBTEAMTOTAL-26JUL191410MIAMIL-MIL4,56-65c,56.0,1.0,1.1,24,True,LOSE,-56.0,0.0,0.531,,,,favorite,strong_18_23,good_3_75_4_25,50_55
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,MIA@MIL,823764,MIA,MIL,MIL,team_total,team totals,3.0,YES,KXMLBTEAMTOTAL-26JUL191410MIAMIL-MIL3,66-80c,72.0,2.0,1.1,24,True,WIN,28.0,,,,,,favorite,strong_18_23,good_3_75_4_25,50_55
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,MIA@MIL,823764,MIA,MIL,,f5_total,F5 totals,1.0,YES,KXMLBF5TOTAL-26JUL191410MIAMIL-1,81-99c,97.0,4.12,1.1,24,True,WIN,3.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,MIA@MIL,823764,MIA,MIL,,f5_total,F5 totals,2.0,YES,KXMLBF5TOTAL-26JUL191410MIAMIL-2,81-99c,87.0,4.0,1.1,24,True,LOSE,-87.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,MIA@MIL,823764,MIA,MIL,,f5_total,F5 totals,4.0,YES,KXMLBF5TOTAL-26JUL191410MIAMIL-4,56-65c,60.0,1.0,1.1,24,True,LOSE,-60.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,MIA@MIL,823764,MIA,MIL,,f5_total,F5 totals,3.0,YES,KXMLBF5TOTAL-26JUL191410MIAMIL-3,66-80c,75.0,2.0,1.1,24,True,LOSE,-75.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,DET@LAA,824007,DET,LAA,DET,moneyline,moneyline,,YES,KXMLBGAME-26JUL191607DETLAA-DET,56-65c,58.0,1.0,1.2,94,True,LOSE,-58.0,0.3803,0.5489,,,,favorite,weak_lt_8,very_bad_5_25_plus,45_50
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,DET@LAA,824007,DET,LAA,,full_game_total,full game totals,6.0,YES,KXMLBTOTAL-26JUL191607DETLAA-6,81-99c,83.0,1.0,1.2,94,True,LOSE,-83.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,DET@LAA,824007,DET,LAA,,full_game_total,full game totals,5.0,YES,KXMLBTOTAL-26JUL191607DETLAA-5,81-99c,91.0,1.15,1.2,94,True,WIN,9.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,DET@LAA,824007,DET,LAA,,full_game_total,full game totals,4.0,YES,KXMLBTOTAL-26JUL191607DETLAA-4,81-99c,95.0,1.77,1.2,94,True,WIN,5.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,DET@LAA,824007,DET,LAA,,full_game_total,full game totals,8.0,YES,KXMLBTOTAL-26JUL191607DETLAA-8,66-80c,66.0,1.04,1.2,94,True,LOSE,-66.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,DET@LAA,824007,DET,LAA,,full_game_total,full game totals,3.0,YES,KXMLBTOTAL-26JUL191607DETLAA-3,81-99c,99.0,2.03,1.2,94,True,WIN,1.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,DET@LAA,824007,DET,LAA,,full_game_total,full game totals,9.0,YES,KXMLBTOTAL-26JUL191607DETLAA-9,56-65c,59.0,1.0,1.2,94,True,LOSE,-59.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,DET@LAA,824007,DET,LAA,,full_game_total,full game totals,7.0,YES,KXMLBTOTAL-26JUL191607DETLAA-7,66-80c,76.0,1.02,1.2,94,True,LOSE,-76.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,DET@LAA,824007,DET,LAA,DET,team_total,team totals,3.0,YES,KXMLBTEAMTOTAL-26JUL191607DETLAA-DET3,81-99c,81.0,1.03,1.2,94,True,LOSE,-81.0,,,,,,favorite,weak_lt_8,very_bad_5_25_plus,45_50
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,DET@LAA,824007,DET,LAA,LAA,team_total,team totals,4.0,YES,KXMLBTEAMTOTAL-26JUL191607DETLAA-LAA4,56-65c,58.0,1.03,1.2,94,True,LOSE,-58.0,0.0,0.531,,,,underdog,solid_13_18,avg_4_25_4_75,45_50
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,DET@LAA,824007,DET,LAA,DET,team_total,team totals,2.0,YES,KXMLBTEAMTOTAL-26JUL191607DETLAA-DET2,81-99c,91.0,1.13,1.2,94,True,WIN,9.0,,,,,,favorite,weak_lt_8,very_bad_5_25_plus,45_50
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,DET@LAA,824007,DET,LAA,LAA,team_total,team totals,2.0,YES,KXMLBTEAMTOTAL-26JUL191607DETLAA-LAA2,81-99c,87.0,1.43,1.2,94,True,WIN,13.0,,,,,,underdog,solid_13_18,avg_4_25_4_75,45_50
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,DET@LAA,824007,DET,LAA,DET,team_total,team totals,4.0,YES,KXMLBTEAMTOTAL-26JUL191607DETLAA-DET4,66-80c,69.0,1.27,1.2,94,True,LOSE,-69.0,0.4198,0.6395,,,,favorite,weak_lt_8,very_bad_5_25_plus,45_50
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,DET@LAA,824007,DET,LAA,DET,team_total,team totals,5.0,YES,KXMLBTEAMTOTAL-26JUL191607DETLAA-DET5,56-65c,57.0,1.31,1.2,94,True,LOSE,-57.0,,,,,,favorite,weak_lt_8,very_bad_5_25_plus,45_50
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,DET@LAA,824007,DET,LAA,LAA,team_total,team totals,3.0,YES,KXMLBTEAMTOTAL-26JUL191607DETLAA-LAA3,66-80c,72.0,1.05,1.2,94,True,WIN,28.0,,,,,,underdog,solid_13_18,avg_4_25_4_75,45_50
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,DET@LAA,824007,DET,LAA,,f5_total,F5 totals,1.0,YES,KXMLBF5TOTAL-26JUL191607DETLAA-1,81-99c,97.0,3.78,1.2,94,True,WIN,3.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,DET@LAA,824007,DET,LAA,,f5_total,F5 totals,5.0,YES,KXMLBF5TOTAL-26JUL191607DETLAA-5,56-65c,58.0,1.01,1.2,94,True,LOSE,-58.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,DET@LAA,824007,DET,LAA,,f5_total,F5 totals,4.0,YES,KXMLBF5TOTAL-26JUL191607DETLAA-4,66-80c,71.0,1.01,1.2,94,True,LOSE,-71.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,DET@LAA,824007,DET,LAA,,f5_total,F5 totals,2.0,YES,KXMLBF5TOTAL-26JUL191607DETLAA-2,81-99c,93.0,5.61,1.2,94,True,WIN,7.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,DET@LAA,824007,DET,LAA,,f5_total,F5 totals,3.0,YES,KXMLBF5TOTAL-26JUL191607DETLAA-3,81-99c,83.0,1.02,1.2,94,True,WIN,17.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SD@KC,824086,SD,KC,,full_game_total,full game totals,5.0,YES,KXMLBTOTAL-26JUL191410SDKC-5,81-99c,93.0,2.0,1.1,24,True,WIN,7.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SD@KC,824086,SD,KC,,full_game_total,full game totals,8.0,YES,KXMLBTOTAL-26JUL191410SDKC-8,66-80c,69.0,1.0,1.1,24,True,WIN,31.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SD@KC,824086,SD,KC,,full_game_total,full game totals,9.0,YES,KXMLBTOTAL-26JUL191410SDKC-9,56-65c,62.0,1.0,1.1,24,True,WIN,38.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SD@KC,824086,SD,KC,,full_game_total,full game totals,6.0,YES,KXMLBTOTAL-26JUL191410SDKC-6,81-99c,85.0,1.38,1.1,24,True,WIN,15.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SD@KC,824086,SD,KC,,full_game_total,full game totals,7.0,YES,KXMLBTOTAL-26JUL191410SDKC-7,66-80c,79.0,1.0,1.1,24,True,WIN,21.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SD@KC,824086,SD,KC,KC,team_total,team totals,2.0,YES,KXMLBTEAMTOTAL-26JUL191410SDKC-KC2,81-99c,90.0,1.0,1.1,24,True,WIN,10.0,,,,,,underdog,weak_lt_8,very_bad_5_25_plus,55_60
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SD@KC,824086,SD,KC,KC,team_total,team totals,4.0,YES,KXMLBTEAMTOTAL-26JUL191410SDKC-KC4,66-80c,66.0,1.0,1.1,24,True,LOSE,-66.0,0.1077,0.5883,,,,underdog,weak_lt_8,very_bad_5_25_plus,55_60
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SD@KC,824086,SD,KC,SD,team_total,team totals,2.0,YES,KXMLBTEAMTOTAL-26JUL191410SDKC-SD2,81-99c,88.0,1.0,1.1,24,True,WIN,12.0,,,,,,favorite,below_avg_8_13,avg_4_25_4_75,45_50
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SD@KC,824086,SD,KC,SD,team_total,team totals,4.0,YES,KXMLBTEAMTOTAL-26JUL191410SDKC-SD4,56-65c,65.0,2.96,1.1,24,True,WIN,35.0,0.2613,0.5667,,,,favorite,below_avg_8_13,avg_4_25_4_75,45_50
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SD@KC,824086,SD,KC,SD,team_total,team totals,3.0,YES,KXMLBTEAMTOTAL-26JUL191410SDKC-SD3,66-80c,77.0,1.0,1.1,24,True,WIN,23.0,,,,,,favorite,below_avg_8_13,avg_4_25_4_75,45_50
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SD@KC,824086,SD,KC,KC,team_total,team totals,3.0,YES,KXMLBTEAMTOTAL-26JUL191410SDKC-KC3,66-80c,78.0,1.0,1.1,24,True,LOSE,-78.0,,,,,,underdog,weak_lt_8,very_bad_5_25_plus,55_60
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SD@KC,824086,SD,KC,,f5_total,F5 totals,4.0,YES,KXMLBF5TOTAL-26JUL191410SDKC-4,66-80c,75.0,2.04,1.1,24,True,WIN,25.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SD@KC,824086,SD,KC,,f5_total,F5 totals,3.0,YES,KXMLBF5TOTAL-26JUL191410SDKC-3,81-99c,82.0,1.08,1.1,24,True,WIN,18.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SD@KC,824086,SD,KC,,f5_total,F5 totals,2.0,YES,KXMLBF5TOTAL-26JUL191410SDKC-2,81-99c,95.0,3.25,1.1,24,True,WIN,5.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SD@KC,824086,SD,KC,,f5_total,F5 totals,1.0,YES,KXMLBF5TOTAL-26JUL191410SDKC-1,81-99c,97.0,3.0,1.1,24,True,WIN,3.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,SD@KC,824086,SD,KC,,f5_total,F5 totals,5.0,YES,KXMLBF5TOTAL-26JUL191410SDKC-5,56-65c,60.0,1.0,1.1,24,True,WIN,40.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,BAL@HOU,824168,BAL,HOU,,full_game_total,full game totals,6.0,YES,KXMLBTOTAL-26JUL191410BALHOU-6,66-80c,76.0,1.0,1.1,24,True,WIN,24.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,BAL@HOU,824168,BAL,HOU,,full_game_total,full game totals,4.0,YES,KXMLBTOTAL-26JUL191410BALHOU-4,81-99c,92.0,2.0,1.1,24,True,WIN,8.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,BAL@HOU,824168,BAL,HOU,,full_game_total,full game totals,3.0,YES,KXMLBTOTAL-26JUL191410BALHOU-3,81-99c,97.0,2.08,1.1,24,True,WIN,3.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,BAL@HOU,824168,BAL,HOU,,full_game_total,full game totals,5.0,YES,KXMLBTOTAL-26JUL191410BALHOU-5,81-99c,86.0,1.0,1.1,24,True,WIN,14.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,BAL@HOU,824168,BAL,HOU,,full_game_total,full game totals,7.0,YES,KXMLBTOTAL-26JUL191410BALHOU-7,66-80c,68.0,1.0,1.1,24,True,WIN,32.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,BAL@HOU,824168,BAL,HOU,,full_game_total,full game totals,8.0,YES,KXMLBTOTAL-26JUL191410BALHOU-8,56-65c,56.0,1.0,1.1,24,True,LOSE,-56.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,BAL@HOU,824168,BAL,HOU,HOU,team_total,team totals,3.0,YES,KXMLBTEAMTOTAL-26JUL191410BALHOU-HOU3,66-80c,72.0,1.17,1.1,24,True,LOSE,-72.0,,,,,,underdog,below_avg_8_13,avg_4_25_4_75,50_55
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,BAL@HOU,824168,BAL,HOU,BAL,team_total,team totals,2.0,YES,KXMLBTEAMTOTAL-26JUL191410BALHOU-BAL2,81-99c,83.0,1.0,1.1,24,True,WIN,17.0,,,,,,favorite,weak_lt_8,very_bad_5_25_plus,50_55
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,BAL@HOU,824168,BAL,HOU,BAL,team_total,team totals,3.0,YES,KXMLBTEAMTOTAL-26JUL191410BALHOU-BAL3,66-80c,70.0,2.0,1.1,24,True,WIN,30.0,,,,,,favorite,weak_lt_8,very_bad_5_25_plus,50_55
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,BAL@HOU,824168,BAL,HOU,HOU,team_total,team totals,2.0,YES,KXMLBTEAMTOTAL-26JUL191410BALHOU-HOU2,81-99c,86.0,1.0,1.1,24,True,WIN,14.0,,,,,,underdog,below_avg_8_13,avg_4_25_4_75,50_55
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,BAL@HOU,824168,BAL,HOU,HOU,team_total,team totals,4.0,YES,KXMLBTEAMTOTAL-26JUL191410BALHOU-HOU4,56-65c,58.0,1.0,1.1,24,True,LOSE,-58.0,0.0,0.531,,,,underdog,below_avg_8_13,avg_4_25_4_75,50_55
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,BAL@HOU,824168,BAL,HOU,,f5_total,F5 totals,2.0,YES,KXMLBF5TOTAL-26JUL191410BALHOU-2,81-99c,91.0,5.25,1.1,24,True,WIN,9.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,BAL@HOU,824168,BAL,HOU,,f5_total,F5 totals,3.0,YES,KXMLBF5TOTAL-26JUL191410BALHOU-3,66-80c,78.0,1.12,1.1,24,True,WIN,22.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,BAL@HOU,824168,BAL,HOU,,f5_total,F5 totals,1.0,YES,KXMLBF5TOTAL-26JUL191410BALHOU-1,81-99c,98.0,2.67,1.1,24,True,WIN,2.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,BAL@HOU,824168,BAL,HOU,,f5_total,F5 totals,4.0,YES,KXMLBF5TOTAL-26JUL191410BALHOU-4,56-65c,63.0,1.08,1.1,24,True,WIN,37.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,CIN@COL,824330,CIN,COL,CIN,moneyline,moneyline,,YES,KXMLBGAME-26JUL191510CINCOL-CIN,56-65c,61.0,1.0,0.2,67,True,WIN,39.0,0.0711,0.472,,,,favorite,weak_lt_8,very_bad_5_25_plus,45_50
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,CIN@COL,824330,CIN,COL,,full_game_total,full game totals,11.0,YES,KXMLBTOTAL-26JUL191510CINCOL-11,56-65c,56.0,1.0,0.2,67,True,WIN,44.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,CIN@COL,824330,CIN,COL,,full_game_total,full game totals,7.0,YES,KXMLBTOTAL-26JUL191510CINCOL-7,81-99c,86.0,1.0,0.2,67,True,WIN,14.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,CIN@COL,824330,CIN,COL,,full_game_total,full game totals,8.0,YES,KXMLBTOTAL-26JUL191510CINCOL-8,66-80c,78.0,1.0,0.2,67,True,WIN,22.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,CIN@COL,824330,CIN,COL,,full_game_total,full game totals,9.0,YES,KXMLBTOTAL-26JUL191510CINCOL-9,66-80c,72.0,1.0,0.2,67,True,WIN,28.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,CIN@COL,824330,CIN,COL,,full_game_total,full game totals,6.0,YES,KXMLBTOTAL-26JUL191510CINCOL-6,81-99c,90.0,1.13,0.2,67,True,WIN,10.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,CIN@COL,824330,CIN,COL,,full_game_total,full game totals,10.0,YES,KXMLBTOTAL-26JUL191510CINCOL-10,56-65c,63.0,1.01,0.2,67,True,WIN,37.0,,,,,,,,,
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,CIN@COL,824330,CIN,COL,COL,team_total,team totals,2.0,YES,KXMLBTEAMTOTAL-26JUL191510CINCOL-COL2,81-99c,91.0,1.16,0.2,67,True,WIN,9.0,,,,,,underdog,elite_23_plus,excellent_lt_3_75,40_45
2026-07-29T04:53:11Z,2026-07-19,2026-07-26,expensive_yes,2026-07-19,CIN@COL,824330,CIN,COL,CIN,team_total,team totals,4.0,YES,KXMLBTEAMTOTAL-26JUL191510CINCOL-CIN4,66-80c,78.0,1.15,0.2,67,True,WIN,22.0,0.0946,0.531,,,,favorite,weak_lt_8,very_bad_5_25_plus,45_50
