game_date,away_team,home_team,away_abbr,home_abbr,away_pitcher,home_pitcher,start_time,book_count,books_with_current,books_with_open,home_no_vig_avg,away_no_vig_avg,home_no_vig_median,away_no_vig_median,home_no_vig_open_avg,away_no_vig_open_avg,home_no_vig_open_median,away_no_vig_open_median,source_url
2023-03-30,San Francisco Giants,New York Yankees,SF,NYY,L. Webb,G. Cole,2023-03-30T17:05:00,5,5,5,0.6104,0.3896,0.6121,0.3879,0.6041,0.3959,0.6067,0.3933,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-03-30
2023-03-30,Atlanta Braves,Washington Nationals,ATL,WSN,M. Fried,P. Corbin,2023-03-30T17:05:00,5,5,5,0.3083,0.6917,0.3065,0.6935,0.3296,0.6704,0.3286,0.6714,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-03-30
2023-03-30,Baltimore Orioles,Boston Red Sox,BAL,BOS,K. Gibson,C. Kluber,2023-03-30T18:10:00,5,5,5,0.53,0.47,0.5325,0.4675,0.5463,0.4537,0.5468,0.4532,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-03-30
2023-03-30,Milwaukee Brewers,Chicago Cubs,MIL,CHC,C. Burnes,M. Stroman,2023-03-30T18:20:00,5,5,5,0.4458,0.5542,0.4474,0.5526,0.4564,0.5436,0.4573,0.5427,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-03-30
2023-03-30,Detroit Tigers,Tampa Bay Rays,DET,TB,E. Rodriguez,S. McClanahan,2023-03-30T19:10:00,5,5,5,0.6756,0.3244,0.6792,0.3208,0.6591,0.3409,0.6588,0.3412,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-03-30
2023-03-30,Philadelphia Phillies,Texas Rangers,PHI,TEX,A. Nola,J. deGrom,2023-03-30T20:05:00,5,5,5,0.5604,0.4396,0.5583,0.4417,0.5319,0.4681,0.5325,0.4675,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-03-30
2023-03-30,Pittsburgh Pirates,Cincinnati Reds,PIT,CIN,M. Keller,H. Greene,2023-03-30T20:10:00,5,5,5,0.5548,0.4452,0.5564,0.4436,0.5537,0.4463,0.5605,0.4395,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-03-30
2023-03-30,Minnesota Twins,Kansas City Royals,MIN,KC,P. Lopez,Z. Greinke,2023-03-30T20:10:00,5,5,5,0.4128,0.5872,0.4082,0.5918,0.4199,0.5801,0.4289,0.5711,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-03-30
2023-03-30,Toronto Blue Jays,St. Louis Cardinals,TOR,STL,A. Manoah,M. Mikolas,2023-03-30T20:10:00,5,5,5,0.4989,0.5011,0.5,0.5,0.5004,0.4996,0.5108,0.4892,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-03-30
2023-03-30,New York Mets,Miami Marlins,NYM,MIA,M. Scherzer,S. Alcantara,2023-03-30T20:10:00,5,5,5,0.4629,0.5371,0.463,0.537,0.464,0.536,0.4675,0.5325,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-03-30
2023-03-30,Chicago White Sox,Houston Astros,CWS,HOU,D. Cease,F. Valdez,2023-03-30T23:08:00,5,5,5,0.5639,0.4361,0.562,0.438,0.602,0.398,0.6042,0.3958,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-03-30
2023-03-30,Colorado Rockies,San Diego Padres,COL,SD,G. Marquez,B. Snell,2023-03-31T01:40:00,5,5,5,0.6571,0.3429,0.6581,0.3419,0.634,0.366,0.6361,0.3639,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-03-30
2023-03-30,Los Angeles Angels,Oakland Athletics,LAA,OAK,S. Ohtani,K. Muller,2023-03-31T02:07:00,5,5,5,0.3423,0.6577,0.3412,0.6588,0.3231,0.6769,0.3286,0.6714,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-03-30
2023-03-30,Cleveland Guardians,Seattle Mariners,CLE,SEA,S. Bieber,L. Castillo,2023-03-31T02:10:00,5,5,5,0.5228,0.4772,0.5217,0.4783,0.513,0.487,0.5217,0.4783,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-03-30
2023-03-30,Arizona Diamondbacks,Los Angeles Dodgers,AZ,LAD,Z. Gallen,J. Urias,2023-03-31T02:10:00,5,5,5,0.6068,0.3932,0.6067,0.3933,0.6251,0.3749,0.6257,0.3743,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-03-30
2023-03-31,New York Mets,Miami Marlins,NYM,MIA,D. Peterson,J. Luzardo,2023-03-31T22:40:00,5,5,5,0.5009,0.4991,0.5,0.5,0.4874,0.5126,0.4802,0.5198,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-03-31
2023-03-31,Chicago White Sox,Houston Astros,CWS,HOU,L. Lynn,C. Javier,2023-04-01T00:10:00,5,5,5,0.5835,0.4165,0.5882,0.4118,0.5958,0.4042,0.5963,0.4037,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-03-31
2023-03-31,Colorado Rockies,San Diego Padres,COL,SD,K. Freeland,N. Martinez,2023-04-01T01:40:00,5,5,5,0.6384,0.3616,0.6404,0.3596,0.6128,0.3872,0.614,0.386,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-03-31
2023-03-31,Arizona Diamondbacks,Los Angeles Dodgers,AZ,LAD,M. Kelly,D. May,2023-04-01T02:10:00,5,5,5,0.633,0.367,0.6344,0.3656,0.6181,0.3819,0.6256,0.3744,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-03-31
2023-03-31,Cleveland Guardians,Seattle Mariners,CLE,SEA,H. Gaddis,R. Ray,2023-04-01T02:10:00,5,5,5,0.5959,0.4041,0.5991,0.4009,0.5953,0.4047,0.604,0.396,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-03-31
2023-04-01,Chicago White Sox,Houston Astros,CWS,HOU,L. Giolito,J. Urquidy,2023-04-01T18:10:00,5,5,5,0.5609,0.4391,0.562,0.438,0.5604,0.4396,0.5564,0.4436,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-01
2023-04-01,Toronto Blue Jays,St. Louis Cardinals,TOR,STL,K. Gausman,J. Flaherty,2023-04-01T18:15:00,5,5,5,0.4467,0.5533,0.4474,0.5526,0.4649,0.5351,0.4573,0.5427,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-01
2023-04-01,Milwaukee Brewers,Chicago Cubs,MIL,CHC,B. Woodruff,J. Steele,2023-04-01T18:20:00,5,5,5,0.4789,0.5211,0.4783,0.5217,0.4634,0.5366,0.4573,0.5427,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-01
2023-04-01,Atlanta Braves,Washington Nationals,ATL,WSN,S. Strider,J. Gray,2023-04-01T20:05:00,5,5,5,0.3118,0.6882,0.3111,0.6889,0.2998,0.7002,0.2915,0.7085,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-01
2023-04-01,Philadelphia Phillies,Texas Rangers,PHI,TEX,Z. Wheeler,N. Eovaldi,2023-04-01T20:05:00,5,5,5,0.4682,0.5318,0.4675,0.5325,0.4475,0.5525,0.4532,0.5468,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-01
2023-04-01,San Francisco Giants,New York Yankees,SF,NYY,A. Cobb,C. Schmidt,2023-04-01T20:05:00,5,5,5,0.5631,0.4369,0.562,0.438,0.5537,0.4463,0.5526,0.4474,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-01
2023-04-01,Los Angeles Angels,Oakland Athletics,LAA,OAK,P. Sandoval,S. Fujinami,2023-04-01T20:07:00,5,5,5,0.3969,0.6031,0.3958,0.6042,0.3961,0.6039,0.4015,0.5985,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-01
2023-04-01,Pittsburgh Pirates,Cincinnati Reds,PIT,CIN,R. Hill,N. Lodolo,2023-04-01T20:10:00,5,5,5,0.571,0.429,0.5707,0.4293,0.5568,0.4432,0.562,0.438,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-01
2023-04-01,Minnesota Twins,Kansas City Royals,MIN,KC,S. Gray,J. Lyles,2023-04-01T20:10:00,5,5,5,0.4062,0.5938,0.4066,0.5934,0.4091,0.5909,0.406,0.594,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-01
2023-04-01,Baltimore Orioles,Boston Red Sox,BAL,BOS,D. Kremer,C. Sale,2023-04-01T20:10:00,5,5,5,0.584,0.416,0.5857,0.4143,0.605,0.395,0.6067,0.3933,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-01
2023-04-01,Detroit Tigers,Tampa Bay Rays,DET,TB,S. Turnbull,Z. Eflin,2023-04-01T20:10:00,5,5,5,0.6231,0.3769,0.622,0.378,0.6121,0.3879,0.6092,0.3908,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-01
2023-04-01,New York Mets,Miami Marlins,NYM,MIA,T. Megill,E. Cabrera,2023-04-01T20:10:00,5,5,5,0.504,0.496,0.5,0.5,0.4732,0.5268,0.4675,0.5325,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-01
2023-04-01,Colorado Rockies,San Diego Padres,COL,SD,J. Urena,M. Wacha,2023-04-02T00:40:00,5,5,5,0.6745,0.3255,0.6792,0.3208,0.6603,0.3397,0.6597,0.3403,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-01
2023-04-01,Arizona Diamondbacks,Los Angeles Dodgers,AZ,LAD,M. Bumgarner,C. Kershaw,2023-04-02T01:10:00,5,5,5,0.7001,0.2999,0.7002,0.2998,0.6808,0.3192,0.6818,0.3182,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-01
2023-04-01,Cleveland Guardians,Seattle Mariners,CLE,SEA,A. Civale,L. Gilbert,2023-04-02T01:40:00,5,5,5,0.5561,0.4439,0.5564,0.4436,0.555,0.445,0.5605,0.4395,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-01
2023-04-02,Detroit Tigers,Tampa Bay Rays,DET,TB,J. Wentz,J. Springs,2023-04-02T17:10:00,5,5,5,0.7009,0.2991,0.7012,0.2988,0.6562,0.3438,0.6548,0.3452,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-02
2023-04-02,Baltimore Orioles,Boston Red Sox,BAL,BOS,C. Irvin,T. Houck,2023-04-02T17:35:00,5,5,5,0.5598,0.4402,0.5605,0.4395,0.5601,0.4399,0.5605,0.4395,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-02
2023-04-02,San Francisco Giants,New York Yankees,SF,NYY,R. Stripling,J. Brito,2023-04-02T17:35:00,5,5,5,0.5534,0.4466,0.5526,0.4474,0.5663,0.4337,0.5635,0.4365,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-02
2023-04-02,Atlanta Braves,Washington Nationals,ATL,WSN,J. Shuster,M. Gore,2023-04-02T17:35:00,5,5,5,0.3853,0.6147,0.3845,0.6155,0.3739,0.6261,0.3676,0.6324,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-02
2023-04-02,Pittsburgh Pirates,Cincinnati Reds,PIT,CIN,V. Velasquez,G. Ashcraft,2023-04-02T17:40:00,5,5,5,0.5455,0.4545,0.5427,0.4573,0.553,0.447,0.5526,0.4474,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-02
2023-04-02,New York Mets,Miami Marlins,NYM,MIA,K. Senga,T. Rogers,2023-04-02T17:40:00,5,5,5,0.4735,0.5265,0.4758,0.5242,0.4666,0.5334,0.4675,0.5325,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-02
2023-04-02,Chicago White Sox,Houston Astros,CWS,HOU,M. Clevinger,L. Garcia,2023-04-02T18:10:00,5,5,5,0.5713,0.4287,0.5711,0.4289,0.6057,0.3943,0.6042,0.3958,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-02
2023-04-02,Minnesota Twins,Kansas City Royals,MIN,KC,J. Ryan,B. Keller,2023-04-02T18:10:00,5,5,5,0.43,0.57,0.4289,0.5711,0.4183,0.5817,0.4202,0.5798,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-02
2023-04-02,Toronto Blue Jays,St. Louis Cardinals,TOR,STL,C. Bassitt,J. Montgomery,2023-04-02T18:15:00,5,5,5,0.517,0.483,0.5198,0.4802,0.5047,0.4953,0.5,0.5,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-02
2023-04-02,Milwaukee Brewers,Chicago Cubs,MIL,CHC,E. Lauer,J. Taillon,2023-04-02T18:20:00,5,5,5,0.5324,0.4676,0.5325,0.4675,0.5226,0.4774,0.5325,0.4675,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-02
2023-04-02,Los Angeles Angels,Oakland Athletics,LAA,OAK,T. Anderson,K. Waldichuk,2023-04-02T20:07:00,5,5,5,0.4181,0.5819,0.4176,0.5824,0.3913,0.6087,0.4015,0.5985,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-02
2023-04-02,Arizona Diamondbacks,Los Angeles Dodgers,AZ,LAD,Z. Davies,N. Syndergaard,2023-04-02T20:10:00,5,5,5,0.6304,0.3696,0.6301,0.3699,0.6214,0.3786,0.6256,0.3744,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-02
2023-04-02,Colorado Rockies,San Diego Padres,COL,SD,A. Gomber,S. Lugo,2023-04-02T20:10:00,5,5,5,0.6473,0.3527,0.6465,0.3535,0.6627,0.3373,0.6636,0.3364,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-02
2023-04-02,Cleveland Guardians,Seattle Mariners,CLE,SEA,C. Quantrill,M. Gonzales,2023-04-02T20:10:00,5,5,5,0.5139,0.4861,0.5154,0.4846,0.5065,0.4935,0.5,0.5,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-02
2023-04-02,Philadelphia Phillies,Texas Rangers,PHI,TEX,B. Falter,M. Perez,2023-04-02T23:08:00,5,5,5,0.5375,0.4625,0.537,0.463,0.5222,0.4778,0.5217,0.4783,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-02
2023-04-03,New York Mets,Milwaukee Brewers,NYM,MIL,C. Carrasco,F. Peralta,2023-04-03T18:10:00,5,5,5,0.5039,0.4961,0.5,0.5,0.5314,0.4686,0.5427,0.4573,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-03
2023-04-03,San Francisco Giants,Chicago White Sox,SF,CWS,A. DeSclafani,M. Kopech,2023-04-03T19:10:00,5,5,5,0.5565,0.4435,0.553,0.447,0.5559,0.4441,0.5564,0.4436,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-03
2023-04-03,Minnesota Twins,Miami Marlins,MIN,MIA,T. Mahle,J. Cueto,2023-04-03T22:40:00,5,5,5,0.4646,0.5354,0.4675,0.5325,0.4744,0.5256,0.4675,0.5325,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-03
2023-04-03,Chicago Cubs,Cincinnati Reds,CHC,CIN,D. Smyly,C. Overton,2023-04-03T22:40:00,5,5,5,0.48,0.52,0.4783,0.5217,0.4692,0.5308,0.4675,0.5325,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-03
2023-04-03,Philadelphia Phillies,New York Yankees,PHI,NYY,T. Walker,N. Cortes,2023-04-03T23:05:00,5,5,5,0.6121,0.3879,0.6115,0.3885,0.5947,0.4053,0.5985,0.4015,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-03
2023-04-03,Tampa Bay Rays,Washington Nationals,TB,WSN,D. Rasmussen,T. Williams,2023-04-03T23:05:00,5,5,5,0.3807,0.6193,0.3813,0.6187,0.3915,0.6085,0.3908,0.6092,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-03
2023-04-03,Pittsburgh Pirates,Boston Red Sox,PIT,BOS,J. Oviedo,K. Crawford,2023-04-03T23:10:00,5,5,5,0.5815,0.4185,0.5824,0.4176,0.6149,0.3851,0.6187,0.3813,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-03
2023-04-03,Toronto Blue Jays,Kansas City Royals,TOR,KC,J. Berrios,B. Singer,2023-04-03T23:40:00,5,5,5,0.449,0.551,0.4474,0.5526,0.4519,0.5481,0.4573,0.5427,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-03
2023-04-03,Atlanta Braves,St. Louis Cardinals,ATL,STL,C. Morton,J. Woodford,2023-04-03T23:45:00,5,5,5,0.4705,0.5295,0.4675,0.5325,0.4735,0.5265,0.4675,0.5325,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-03
2023-04-03,Baltimore Orioles,Texas Rangers,BAL,TEX,K. Bradish,J. Gray,2023-04-04T00:05:00,5,5,5,0.5622,0.4378,0.5635,0.4365,0.5697,0.4303,0.5711,0.4289,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-03
2023-04-03,Detroit Tigers,Houston Astros,DET,HOU,M. Boyd,H. Brown,2023-04-04T00:10:00,5,5,5,0.6804,0.3196,0.6818,0.3182,0.6786,0.3214,0.669,0.331,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-03
2023-04-03,Los Angeles Angels,Seattle Mariners,LAA,SEA,R. Detmers,G. Kirby,2023-04-04T01:40:00,5,5,5,0.5613,0.4387,0.562,0.438,0.5769,0.4231,0.5798,0.4202,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-03
2023-04-03,Cleveland Guardians,Oakland Athletics,CLE,OAK,Z. Plesac,J. Kaprielian,2023-04-04T01:40:00,5,5,5,0.4185,0.5815,0.4176,0.5824,0.436,0.564,0.4082,0.5918,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-03
2023-04-03,Arizona Diamondbacks,San Diego Padres,AZ,SD,R. Nelson,R. Weathers,2023-04-04T01:40:00,5,5,5,0.5658,0.4342,0.562,0.438,0.5727,0.4273,0.5711,0.4289,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-03
2023-04-03,Colorado Rockies,Los Angeles Dodgers,COL,LAD,R. Feltner,M. Grove,2023-04-04T02:10:00,5,5,5,0.6617,0.3383,0.6605,0.3395,0.6753,0.3247,0.6744,0.3256,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-03
2023-04-04,Arizona Diamondbacks,San Diego Padres,AZ,SD,Z. Gallen,Y. Darvish,2023-04-04T20:10:00,5,5,5,0.585,0.415,0.583,0.417,0.5573,0.4427,0.5564,0.4436,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-04
2023-04-04,Chicago Cubs,Cincinnati Reds,CHC,CIN,H. Wesneski,L. Cessa,2023-04-04T22:40:00,5,5,5,0.4562,0.5438,0.4493,0.5507,0.4597,0.5403,0.4573,0.5427,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-04
2023-04-04,Minnesota Twins,Miami Marlins,MIN,MIA,K. Maeda,S. Alcantara,2023-04-04T22:40:00,5,5,5,0.58,0.42,0.583,0.417,0.5723,0.4277,0.5711,0.4289,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-04
2023-04-04,Philadelphia Phillies,New York Yankees,PHI,NYY,M. Strahm,D. German,2023-04-04T23:05:00,5,5,5,0.5919,0.4081,0.5934,0.4066,0.571,0.429,0.5711,0.4289,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-04
2023-04-04,Tampa Bay Rays,Washington Nationals,TB,WSN,J. Fleming,C. Kuhl,2023-04-04T23:05:00,5,5,5,0.3873,0.6127,0.3874,0.6126,0.3902,0.6098,0.386,0.614,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-04
2023-04-04,Pittsburgh Pirates,Boston Red Sox,PIT,BOS,R. Contreras,N. Pivetta,2023-04-04T23:10:00,5,5,5,0.5744,0.4256,0.5745,0.4255,0.5854,0.4146,0.5798,0.4202,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-04
2023-04-04,New York Mets,Milwaukee Brewers,NYM,MIL,M. Scherzer,W. Miley,2023-04-04T23:40:00,5,5,5,0.4209,0.5791,0.4202,0.5798,0.4124,0.5876,0.4118,0.5882,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-04
2023-04-04,Toronto Blue Jays,Kansas City Royals,TOR,KC,Y. Kikuchi,K. Bubic,2023-04-04T23:40:00,5,5,5,0.3897,0.6103,0.3885,0.6115,0.4028,0.5972,0.4118,0.5882,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-04
2023-04-04,Atlanta Braves,St. Louis Cardinals,ATL,STL,D. Dodd,S. Matz,2023-04-04T23:45:00,5,5,5,0.5587,0.4413,0.5583,0.4417,0.5626,0.4374,0.5564,0.4436,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-04
2023-04-04,Baltimore Orioles,Texas Rangers,BAL,TEX,K. Gibson,A. Heaney,2023-04-05T00:05:00,5,5,5,0.5649,0.4351,0.5656,0.4344,0.5725,0.4275,0.5711,0.4289,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-04
2023-04-04,Detroit Tigers,Houston Astros,DET,HOU,M. Manning,F. Valdez,2023-04-05T00:10:00,5,5,5,0.7148,0.2852,0.7157,0.2843,0.7077,0.2923,0.7085,0.2915,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-04
2023-04-04,Los Angeles Angels,Seattle Mariners,LAA,SEA,J. Suarez,L. Castillo,2023-04-05T01:40:00,5,5,5,0.6125,0.3875,0.6121,0.3879,0.5865,0.4135,0.5824,0.4176,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-04
2023-04-04,Cleveland Guardians,Oakland Athletics,CLE,OAK,S. Bieber,J. Sears,2023-04-05T01:40:00,5,5,5,0.3696,0.6304,0.3699,0.6301,0.3554,0.6446,0.3556,0.6444,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-04
2023-04-04,Colorado Rockies,Los Angeles Dodgers,COL,LAD,G. Marquez,J. Urias,2023-04-05T02:10:00,5,5,5,0.6935,0.3065,0.6968,0.3032,0.6961,0.3039,0.7002,0.2998,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-04
2023-04-05,Tampa Bay Rays,Washington Nationals,TB,WSN,S. McClanahan,P. Corbin,2023-04-05T17:05:00,5,5,5,0.2992,0.7008,0.2998,0.7002,0.3236,0.6764,0.3258,0.6742,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-05
2023-04-05,Philadelphia Phillies,New York Yankees,PHI,NYY,A. Nola,G. Cole,2023-04-05T17:05:00,5,5,5,0.6067,0.3933,0.6068,0.3932,0.5588,0.4412,0.5605,0.4395,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-05
2023-04-05,Minnesota Twins,Miami Marlins,MIN,MIA,P. Lopez,J. Luzardo,2023-04-05T17:10:00,5,5,5,0.4765,0.5235,0.4783,0.5217,0.4991,0.5009,0.5,0.5,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-05
2023-04-05,Atlanta Braves,St. Louis Cardinals,ATL,STL,B. Elder,M. Mikolas,2023-04-05T17:15:00,5,5,5,0.5371,0.4629,0.537,0.463,0.5317,0.4683,0.5325,0.4675,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-05
2023-04-05,Pittsburgh Pirates,Boston Red Sox,PIT,BOS,M. Keller,C. Kluber,2023-04-05T17:35:00,5,5,5,0.5797,0.4203,0.5824,0.4176,0.5924,0.4076,0.5824,0.4176,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-05
2023-04-05,New York Mets,Milwaukee Brewers,NYM,MIL,D. Peterson,C. Burnes,2023-04-05T17:40:00,5,5,5,0.5537,0.4463,0.5526,0.4474,0.5572,0.4428,0.5605,0.4395,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-05
2023-04-05,Baltimore Orioles,Texas Rangers,BAL,TEX,G. Rodriguez,J. deGrom,2023-04-05T18:05:00,5,5,5,0.6376,0.3624,0.6386,0.3614,0.6338,0.3662,0.6371,0.3629,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-05
2023-04-05,San Francisco Giants,Chicago White Sox,SF,CWS,L. Webb,D. Cease,2023-04-05T18:10:00,5,5,5,0.5522,0.4478,0.5526,0.4474,0.547,0.453,0.5507,0.4493,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-05
2023-04-05,Detroit Tigers,Houston Astros,DET,HOU,E. Rodriguez,C. Javier,2023-04-05T18:10:00,5,5,5,0.6872,0.3128,0.6854,0.3146,0.6851,0.3149,0.6889,0.3111,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-05
2023-04-05,Cleveland Guardians,Oakland Athletics,CLE,OAK,H. Gaddis,K. Muller,2023-04-05T19:37:00,5,5,5,0.4553,0.5447,0.4573,0.5427,0.4578,0.5422,0.4573,0.5427,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-05
2023-04-05,Los Angeles Angels,Seattle Mariners,LAA,SEA,S. Ohtani,C. Flexen,2023-04-05T20:10:00,5,5,5,0.3903,0.6097,0.3908,0.6092,0.4301,0.5699,0.4289,0.5711,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-05
2023-04-05,Toronto Blue Jays,Kansas City Royals,TOR,KC,A. Manoah,Z. Greinke,2023-04-05T23:40:00,5,5,5,0.365,0.635,0.3634,0.6366,0.3732,0.6268,0.3656,0.6344,https://www.sportsbookreview.com/betting-odds/mlb-baseball/money-line/full-game/?date=2023-04-05
