season,variant,game_pk,game_date,game_id,away,home,away_score_model,home_score_model,model_edge,predicted_winner,actual_winner,winner_correct,away_run_projection,home_run_projection,projected_total,actual_away_runs,actual_home_runs,actual_full_total,actual_f5_total,actual_post5_runs,away_starter_id,away_starter_name,away_starter_confidence,away_starter_ra9,away_starter_xfip,home_starter_id,home_starter_name,home_starter_confidence,home_starter_ra9,home_starter_xfip,away_context_confidence,home_context_confidence
2023,team_context_only,718780,2023-03-30,ATL@WSN,ATL,WSN,49.5,51.8,2.3,WSN,ATL,0,4.35,4.55,8.9,7,2,9,6,3,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718780,2023-03-30,ATL@WSN,ATL,WSN,49.5,51.8,2.3,WSN,ATL,0,4.35,4.55,8.9,7,2,9,6,3,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718780,2023-03-30,ATL@WSN,ATL,WSN,49.5,51.8,2.3,WSN,ATL,0,4.35,4.55,8.9,7,2,9,6,3,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718781,2023-03-30,SF@NYY,SF,NYY,49.5,51.8,2.3,NYY,NYY,1,4.35,4.55,8.9,0,5,5,3,2,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718781,2023-03-30,SF@NYY,SF,NYY,49.5,51.8,2.3,NYY,NYY,1,4.35,4.55,8.9,0,5,5,3,2,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718781,2023-03-30,SF@NYY,SF,NYY,49.5,51.8,2.3,NYY,NYY,1,4.35,4.55,8.9,0,5,5,3,2,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718782,2023-03-30,BAL@BOS,BAL,BOS,49.5,51.8,2.3,BOS,BAL,0,4.35,4.55,8.9,10,9,19,10,9,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718782,2023-03-30,BAL@BOS,BAL,BOS,49.5,51.8,2.3,BOS,BAL,0,4.35,4.55,8.9,10,9,19,10,9,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718782,2023-03-30,BAL@BOS,BAL,BOS,49.5,51.8,2.3,BOS,BAL,0,4.35,4.55,8.9,10,9,19,10,9,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718777,2023-03-30,MIL@CHC,MIL,CHC,49.5,51.8,2.3,CHC,CHC,1,4.35,4.55,8.9,0,4,4,4,0,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718777,2023-03-30,MIL@CHC,MIL,CHC,49.5,51.8,2.3,CHC,CHC,1,4.35,4.55,8.9,0,4,4,4,0,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718777,2023-03-30,MIL@CHC,MIL,CHC,49.5,51.8,2.3,CHC,CHC,1,4.35,4.55,8.9,0,4,4,4,0,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718776,2023-03-30,DET@TB,DET,TB,49.5,51.8,2.3,TB,TB,1,4.35,4.55,8.9,0,4,4,1,3,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718776,2023-03-30,DET@TB,DET,TB,49.5,51.8,2.3,TB,TB,1,4.35,4.55,8.9,0,4,4,1,3,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718776,2023-03-30,DET@TB,DET,TB,49.5,51.8,2.3,TB,TB,1,4.35,4.55,8.9,0,4,4,1,3,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718779,2023-03-30,PHI@TEX,PHI,TEX,49.5,51.8,2.3,TEX,TEX,1,4.35,4.55,8.9,7,11,18,17,1,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718779,2023-03-30,PHI@TEX,PHI,TEX,49.5,51.8,2.3,TEX,TEX,1,4.35,4.55,8.9,7,11,18,17,1,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718779,2023-03-30,PHI@TEX,PHI,TEX,49.5,51.8,2.3,TEX,TEX,1,4.35,4.55,8.9,7,11,18,17,1,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718772,2023-03-30,TOR@STL,TOR,STL,49.5,51.8,2.3,STL,TOR,0,4.35,4.55,8.9,10,9,19,10,9,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718772,2023-03-30,TOR@STL,TOR,STL,49.5,51.8,2.3,STL,TOR,0,4.35,4.55,8.9,10,9,19,10,9,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718772,2023-03-30,TOR@STL,TOR,STL,49.5,51.8,2.3,STL,TOR,0,4.35,4.55,8.9,10,9,19,10,9,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718773,2023-03-30,PIT@CIN,PIT,CIN,49.5,51.8,2.3,CIN,PIT,0,4.35,4.55,8.9,5,4,9,8,1,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718773,2023-03-30,PIT@CIN,PIT,CIN,49.5,51.8,2.3,CIN,PIT,0,4.35,4.55,8.9,5,4,9,8,1,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718773,2023-03-30,PIT@CIN,PIT,CIN,49.5,51.8,2.3,CIN,PIT,0,4.35,4.55,8.9,5,4,9,8,1,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718774,2023-03-30,NYM@MIA,NYM,MIA,49.5,51.8,2.3,MIA,NYM,0,4.35,4.55,8.9,5,3,8,1,7,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718774,2023-03-30,NYM@MIA,NYM,MIA,49.5,51.8,2.3,MIA,NYM,0,4.35,4.55,8.9,5,3,8,1,7,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718774,2023-03-30,NYM@MIA,NYM,MIA,49.5,51.8,2.3,MIA,NYM,0,4.35,4.55,8.9,5,3,8,1,7,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718775,2023-03-30,MIN@KC,MIN,KC,49.5,51.8,2.3,KC,MIN,0,4.35,4.55,8.9,2,0,2,0,2,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718775,2023-03-30,MIN@KC,MIN,KC,49.5,51.8,2.3,KC,MIN,0,4.35,4.55,8.9,2,0,2,0,2,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718775,2023-03-30,MIN@KC,MIN,KC,49.5,51.8,2.3,KC,MIN,0,4.35,4.55,8.9,2,0,2,0,2,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718768,2023-03-30,CWS@HOU,CWS,HOU,49.5,51.8,2.3,HOU,CWS,0,4.35,4.55,8.9,3,2,5,0,5,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718768,2023-03-30,CWS@HOU,CWS,HOU,49.5,51.8,2.3,HOU,CWS,0,4.35,4.55,8.9,3,2,5,0,5,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718768,2023-03-30,CWS@HOU,CWS,HOU,49.5,51.8,2.3,HOU,CWS,0,4.35,4.55,8.9,3,2,5,0,5,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718778,2023-03-30,COL@SD,COL,SD,49.5,51.8,2.3,SD,COL,0,4.35,4.55,8.9,7,2,9,6,3,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718778,2023-03-30,COL@SD,COL,SD,49.5,51.8,2.3,SD,COL,0,4.35,4.55,8.9,7,2,9,6,3,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718778,2023-03-30,COL@SD,COL,SD,49.5,51.8,2.3,SD,COL,0,4.35,4.55,8.9,7,2,9,6,3,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718769,2023-03-30,LAA@ATH,LAA,ATH,49.5,51.8,2.3,ATH,ATH,1,4.35,4.55,8.9,1,2,3,1,2,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718769,2023-03-30,LAA@ATH,LAA,ATH,49.5,51.8,2.3,ATH,ATH,1,4.35,4.55,8.9,1,2,3,1,2,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718769,2023-03-30,LAA@ATH,LAA,ATH,49.5,51.8,2.3,ATH,ATH,1,4.35,4.55,8.9,1,2,3,1,2,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718767,2023-03-30,CLE@SEA,CLE,SEA,49.5,51.8,2.3,SEA,SEA,1,4.35,4.55,8.9,0,3,3,0,3,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718767,2023-03-30,CLE@SEA,CLE,SEA,49.5,51.8,2.3,SEA,SEA,1,4.35,4.55,8.9,0,3,3,0,3,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718767,2023-03-30,CLE@SEA,CLE,SEA,49.5,51.8,2.3,SEA,SEA,1,4.35,4.55,8.9,0,3,3,0,3,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718770,2023-03-30,AZ@LAD,AZ,LAD,49.5,51.8,2.3,LAD,LAD,1,4.35,4.55,8.9,2,8,10,7,3,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718770,2023-03-30,AZ@LAD,AZ,LAD,49.5,51.8,2.3,LAD,LAD,1,4.35,4.55,8.9,2,8,10,7,3,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718770,2023-03-30,AZ@LAD,AZ,LAD,49.5,51.8,2.3,LAD,LAD,1,4.35,4.55,8.9,2,8,10,7,3,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718771,2023-03-31,NYM@MIA,NYM,MIA,66.285,36.085,30.2,NYM,MIA,0,4.849,3.349,8.198,1,2,3,1,2,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718771,2023-03-31,NYM@MIA,NYM,MIA,66.285,36.085,30.2,NYM,MIA,0,4.849,3.349,8.198,1,2,3,1,2,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718771,2023-03-31,NYM@MIA,NYM,MIA,66.285,36.085,30.2,NYM,MIA,0,4.849,3.349,8.198,1,2,3,1,2,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718764,2023-03-31,CWS@HOU,CWS,HOU,52.635,32.185,20.45,CWS,HOU,0,3.584,2.784,6.368,3,6,9,1,8,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718764,2023-03-31,CWS@HOU,CWS,HOU,52.635,32.185,20.45,CWS,HOU,0,3.584,2.784,6.368,3,6,9,1,8,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718764,2023-03-31,CWS@HOU,CWS,HOU,52.635,32.185,20.45,CWS,HOU,0,3.584,2.784,6.368,3,6,9,1,8,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718766,2023-03-31,COL@SD,COL,SD,83.835,24.385,59.45,COL,COL,1,6.204,2.604,8.808,4,1,5,4,1,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718766,2023-03-31,COL@SD,COL,SD,83.835,24.385,59.45,COL,COL,1,6.204,2.604,8.808,4,1,5,4,1,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718766,2023-03-31,COL@SD,COL,SD,83.835,24.385,59.45,COL,COL,1,6.204,2.604,8.808,4,1,5,4,1,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718763,2023-03-31,CLE@SEA,CLE,SEA,29.525,58.835,29.31,SEA,CLE,0,2.925,3.874,6.799,9,4,13,12,1,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718763,2023-03-31,CLE@SEA,CLE,SEA,29.525,58.835,29.31,SEA,CLE,0,2.925,3.874,6.799,9,4,13,12,1,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718763,2023-03-31,CLE@SEA,CLE,SEA,29.525,58.835,29.31,SEA,CLE,0,2.925,3.874,6.799,9,4,13,12,1,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718765,2023-03-31,AZ@LAD,AZ,LAD,20.135,93.935,73.8,LAD,AZ,0,2.359,7.059,9.418,2,1,3,0,3,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718765,2023-03-31,AZ@LAD,AZ,LAD,20.135,93.935,73.8,LAD,AZ,0,2.359,7.059,9.418,2,1,3,0,3,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718765,2023-03-31,AZ@LAD,AZ,LAD,20.135,93.935,73.8,LAD,AZ,0,2.359,7.059,9.418,2,1,3,0,3,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718760,2023-04-01,CWS@HOU,CWS,HOU,40.575,52.625,12.05,HOU,HOU,1,3.585,4.485,8.07,4,6,10,6,4,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718760,2023-04-01,CWS@HOU,CWS,HOU,40.575,52.625,12.05,HOU,HOU,1,3.585,4.485,8.07,4,6,10,6,4,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718760,2023-04-01,CWS@HOU,CWS,HOU,40.575,52.625,12.05,HOU,HOU,1,3.585,4.485,8.07,4,6,10,6,4,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718759,2023-04-01,TOR@STL,TOR,STL,94.425,73.975,20.45,TOR,STL,0,7.75,7.145,14.895,1,4,5,3,2,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718759,2023-04-01,TOR@STL,TOR,STL,94.425,73.975,20.45,TOR,STL,0,7.75,7.145,14.895,1,4,5,3,2,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718759,2023-04-01,TOR@STL,TOR,STL,94.425,73.975,20.45,TOR,STL,0,7.75,7.145,14.895,1,4,5,3,2,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718758,2023-04-01,MIL@CHC,MIL,CHC,27.575,67.475,39.9,CHC,MIL,0,2.88,4.62,7.5,3,1,4,0,4,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718758,2023-04-01,MIL@CHC,MIL,CHC,27.575,67.475,39.9,CHC,MIL,0,2.88,4.62,7.5,3,1,4,0,4,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718758,2023-04-01,MIL@CHC,MIL,CHC,27.575,67.475,39.9,CHC,MIL,0,2.88,4.62,7.5,3,1,4,0,4,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718752,2023-04-01,PHI@TEX,PHI,TEX,54.125,108.425,54.3,TEX,TEX,1,5.59,7.75,13.34,3,16,19,10,9,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718752,2023-04-01,PHI@TEX,PHI,TEX,54.125,108.425,54.3,TEX,TEX,1,5.59,7.75,13.34,3,16,19,10,9,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718752,2023-04-01,PHI@TEX,PHI,TEX,54.125,108.425,54.3,TEX,TEX,1,5.59,7.75,13.34,3,16,19,10,9,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718753,2023-04-01,ATL@WSN,ATL,WSN,84.675,25.225,59.45,ATL,ATL,1,6.295,2.695,8.99,7,1,8,5,3,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718753,2023-04-01,ATL@WSN,ATL,WSN,84.675,25.225,59.45,ATL,ATL,1,6.295,2.695,8.99,7,1,8,5,3,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718753,2023-04-01,ATL@WSN,ATL,WSN,84.675,25.225,59.45,ATL,ATL,1,6.295,2.695,8.99,7,1,8,5,3,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718762,2023-04-01,SF@NYY,SF,NYY,25.625,75.275,49.65,NYY,SF,0,2.835,5.275,8.11,7,5,12,6,6,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718762,2023-04-01,SF@NYY,SF,NYY,25.625,75.275,49.65,NYY,SF,0,2.835,5.275,8.11,7,5,12,6,6,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718762,2023-04-01,SF@NYY,SF,NYY,25.625,75.275,49.65,NYY,SF,0,2.835,5.275,8.11,7,5,12,6,6,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718757,2023-04-01,LAA@ATH,LAA,ATH,24.875,49.925,25.05,ATH,LAA,0,2.065,3.265,5.33,13,1,14,12,2,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718757,2023-04-01,LAA@ATH,LAA,ATH,24.875,49.925,25.05,ATH,LAA,0,2.065,3.265,5.33,13,1,14,12,2,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718757,2023-04-01,LAA@ATH,LAA,ATH,24.875,49.925,25.05,ATH,LAA,0,2.065,3.265,5.33,13,1,14,12,2,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718751,2023-04-01,MIN@KC,MIN,KC,49.575,33.775,15.8,MIN,MIN,1,3.11,3.17,6.28,2,0,2,1,1,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718751,2023-04-01,MIN@KC,MIN,KC,49.575,33.775,15.8,MIN,MIN,1,3.11,3.17,6.28,2,0,2,1,1,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718751,2023-04-01,MIN@KC,MIN,KC,49.575,33.775,15.8,MIN,MIN,1,3.11,3.17,6.28,2,0,2,1,1,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718754,2023-04-01,DET@TB,DET,TB,27.575,67.475,39.9,TB,TB,1,2.88,4.62,7.5,2,12,14,11,3,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718754,2023-04-01,DET@TB,DET,TB,27.575,67.475,39.9,TB,TB,1,2.88,4.62,7.5,2,12,14,11,3,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718754,2023-04-01,DET@TB,DET,TB,27.575,67.475,39.9,TB,TB,1,2.88,4.62,7.5,2,12,14,11,3,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718755,2023-04-01,NYM@MIA,NYM,MIA,43.5,40.925,2.575,NYM,NYM,1,3.653,3.502,7.155,6,2,8,6,2,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718755,2023-04-01,NYM@MIA,NYM,MIA,43.5,40.925,2.575,NYM,NYM,1,3.653,3.502,7.155,6,2,8,6,2,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718755,2023-04-01,NYM@MIA,NYM,MIA,43.5,40.925,2.575,NYM,NYM,1,3.653,3.502,7.155,6,2,8,6,2,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718756,2023-04-01,PIT@CIN,PIT,CIN,65.175,44.725,20.45,PIT,CIN,0,4.895,4.095,8.99,2,6,8,5,3,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718756,2023-04-01,PIT@CIN,PIT,CIN,65.175,44.725,20.45,PIT,CIN,0,4.895,4.095,8.99,2,6,8,5,3,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718756,2023-04-01,PIT@CIN,PIT,CIN,65.175,44.725,20.45,PIT,CIN,0,4.895,4.095,8.99,2,6,8,5,3,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718761,2023-04-01,BAL@BOS,BAL,BOS,94.425,73.975,20.45,BAL,BOS,0,7.75,7.145,14.895,8,9,17,13,4,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718761,2023-04-01,BAL@BOS,BAL,BOS,94.425,73.975,20.45,BAL,BOS,0,7.75,7.145,14.895,8,9,17,13,4,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718761,2023-04-01,BAL@BOS,BAL,BOS,94.425,73.975,20.45,BAL,BOS,0,7.75,7.145,14.895,8,9,17,13,4,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718750,2023-04-01,COL@SD,COL,SD,73.95,24.25,49.7,COL,SD,0,5.335,2.435,7.77,4,8,12,6,6,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718750,2023-04-01,COL@SD,COL,SD,73.95,24.25,49.7,COL,SD,0,5.335,2.435,7.77,4,8,12,6,6,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718750,2023-04-01,COL@SD,COL,SD,73.95,24.25,49.7,COL,SD,0,5.335,2.435,7.77,4,8,12,6,6,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718749,2023-04-01,AZ@LAD,AZ,LAD,31.8,58.475,26.675,LAD,LAD,1,2.908,4.858,7.766,1,10,11,9,2,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718749,2023-04-01,AZ@LAD,AZ,LAD,31.8,58.475,26.675,LAD,LAD,1,2.908,4.858,7.766,1,10,11,9,2,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718749,2023-04-01,AZ@LAD,AZ,LAD,31.8,58.475,26.675,LAD,LAD,1,2.908,4.858,7.766,1,10,11,9,2,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718746,2023-04-01,CLE@SEA,CLE,SEA,53.25,45.8,7.45,CLE,CLE,1,4.59,4.09,8.68,2,0,2,1,1,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718746,2023-04-01,CLE@SEA,CLE,SEA,53.25,45.8,7.45,CLE,CLE,1,4.59,4.09,8.68,2,0,2,1,1,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718746,2023-04-01,CLE@SEA,CLE,SEA,53.25,45.8,7.45,CLE,CLE,1,4.59,4.09,8.68,2,0,2,1,1,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718742,2023-04-02,DET@TB,DET,TB,11.838,95.388,83.55,TB,TB,1,2.0,7.05,9.05,1,5,6,1,5,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718742,2023-04-02,DET@TB,DET,TB,11.838,95.388,83.55,TB,TB,1,2.0,7.05,9.05,1,5,6,1,5,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718742,2023-04-02,DET@TB,DET,TB,11.838,95.388,83.55,TB,TB,1,2.0,7.05,9.05,1,5,6,1,5,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718743,2023-04-02,ATL@WSN,ATL,WSN,84.313,19.988,64.325,ATL,WSN,0,6.173,2.223,8.396,1,4,5,5,0,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718743,2023-04-02,ATL@WSN,ATL,WSN,84.313,19.988,64.325,ATL,WSN,0,6.173,2.223,8.396,1,4,5,5,0,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718743,2023-04-02,ATL@WSN,ATL,WSN,84.313,19.988,64.325,ATL,WSN,0,6.173,2.223,8.396,1,4,5,5,0,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718747,2023-04-02,SF@NYY,SF,NYY,41.188,58.113,16.925,NYY,NYY,1,3.723,4.973,8.696,0,6,6,4,2,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718747,2023-04-02,SF@NYY,SF,NYY,41.188,58.113,16.925,NYY,NYY,1,3.723,4.973,8.696,0,6,6,4,2,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718747,2023-04-02,SF@NYY,SF,NYY,41.188,58.113,16.925,NYY,NYY,1,3.723,4.973,8.696,0,6,6,4,2,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718748,2023-04-02,BAL@BOS,BAL,BOS,76.288,78.588,2.3,BOS,BOS,1,7.145,7.345,14.49,5,9,14,9,5,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718748,2023-04-02,BAL@BOS,BAL,BOS,76.288,78.588,2.3,BOS,BOS,1,7.145,7.345,14.49,5,9,14,9,5,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718748,2023-04-02,BAL@BOS,BAL,BOS,76.288,78.588,2.3,BOS,BOS,1,7.145,7.345,14.49,5,9,14,9,5,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718741,2023-04-02,NYM@MIA,NYM,MIA,54.621,32.003,22.618,NYM,NYM,1,4.27,3.103,7.373,5,1,6,5,1,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718741,2023-04-02,NYM@MIA,NYM,MIA,54.621,32.003,22.618,NYM,NYM,1,4.27,3.103,7.373,5,1,6,5,1,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718741,2023-04-02,NYM@MIA,NYM,MIA,54.621,32.003,22.618,NYM,NYM,1,4.27,3.103,7.373,5,1,6,5,1,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718744,2023-04-02,PIT@CIN,PIT,CIN,41.188,58.113,16.925,CIN,CIN,1,3.723,4.973,8.696,1,3,4,4,0,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718744,2023-04-02,PIT@CIN,PIT,CIN,41.188,58.113,16.925,CIN,CIN,1,3.723,4.973,8.696,1,3,4,4,0,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718744,2023-04-02,PIT@CIN,PIT,CIN,41.188,58.113,16.925,CIN,CIN,1,3.723,4.973,8.696,1,3,4,4,0,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718740,2023-04-02,CWS@HOU,CWS,HOU,36.203,60.172,23.969,HOU,CWS,0,3.528,4.862,8.39,6,3,9,1,8,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718740,2023-04-02,CWS@HOU,CWS,HOU,36.203,60.172,23.969,HOU,CWS,0,3.528,4.862,8.39,6,3,9,1,8,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718740,2023-04-02,CWS@HOU,CWS,HOU,36.203,60.172,23.969,HOU,CWS,0,3.528,4.862,8.39,6,3,9,1,8,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718745,2023-04-02,MIN@KC,MIN,KC,48.238,33.775,14.463,MIN,MIN,1,2.965,3.17,6.135,7,4,11,3,8,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718745,2023-04-02,MIN@KC,MIN,KC,48.238,33.775,14.463,MIN,MIN,1,2.965,3.17,6.135,7,4,11,3,8,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718745,2023-04-02,MIN@KC,MIN,KC,48.238,33.775,14.463,MIN,MIN,1,2.965,3.17,6.135,7,4,11,3,8,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718737,2023-04-02,TOR@STL,TOR,STL,53.863,65.913,12.05,STL,STL,1,4.965,5.865,10.83,4,9,13,12,1,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718737,2023-04-02,TOR@STL,TOR,STL,53.863,65.913,12.05,STL,STL,1,4.965,5.865,10.83,4,9,13,12,1,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718737,2023-04-02,TOR@STL,TOR,STL,53.863,65.913,12.05,STL,STL,1,4.965,5.865,10.83,4,9,13,12,1,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718738,2023-04-02,MIL@CHC,MIL,CHC,30.463,42.513,12.05,CHC,MIL,0,2.525,3.425,5.95,9,5,14,5,9,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718738,2023-04-02,MIL@CHC,MIL,CHC,30.463,42.513,12.05,CHC,MIL,0,2.525,3.425,5.95,9,5,14,5,9,,,none,,,,,none,,,unknown,unknown
2023,starter_basic_plus_xfip,718738,2023-04-02,MIL@CHC,MIL,CHC,30.463,42.513,12.05,CHC,MIL,0,2.525,3.425,5.95,9,5,14,5,9,,,none,,,,,none,,,unknown,unknown
2023,team_context_only,718734,2023-04-02,LAA@ATH,LAA,ATH,75.313,23.988,51.325,LAA,LAA,1,6.173,2.523,8.696,6,0,6,6,0,,,none,,,,,none,,,unknown,unknown
2023,starter_basic,718734,2023-04-02,LAA@ATH,LAA,ATH,75.313,23.988,51.325,LAA,LAA,1,6.173,2.523,8.696,6,0,6,6,0,,,none,,,,,none,,,unknown,unknown
