id,market_ticker,snapped_at,yes_bids_json,yes_asks_json,spread_cents,mid_cents,raw_json,event_ticker,sport,home_team,away_team,game_pk,market_type,yes_bid,yes_ask,no_bid,no_ask,last_price,volume,open_interest,source
1729522,KXMLBF5SPREAD-26JUN141215MIAPIT-PIT3,2026-06-16T23:46:44.857079+00:00,[],[],3,22,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141215MIAPIT,mlb,PIT,MIA,,f5_spread,21,24,,,24,,,rest_batch
1729523,KXMLBF5SPREAD-26JUN141335SDBAL-BAL2,2026-06-16T23:46:44.857079+00:00,[],[],1,36,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141335SDBAL,mlb,BAL,SD,,f5_spread,36,37,,,36,,,rest_batch
1729524,KXMLBF5SPREAD-26JUN141335SDBAL-BAL3,2026-06-16T23:46:44.857079+00:00,[],[],2,26,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141335SDBAL,mlb,BAL,SD,,f5_spread,25,27,,,24,,,rest_batch
1729525,KXMLBF5SPREAD-26JUN141335SDBAL-SD2,2026-06-16T23:46:44.857079+00:00,[],[],3,27,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141335SDBAL,mlb,BAL,SD,,f5_spread,26,29,,,29,,,rest_batch
1729526,KXMLBF5SPREAD-26JUN141335SDBAL-SD3,2026-06-16T23:46:44.857079+00:00,[],[],1,17,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141335SDBAL,mlb,BAL,SD,,f5_spread,17,18,,,19,,,rest_batch
1729527,KXMLBF5SPREAD-26JUN141335SEAWSH-SEA2,2026-06-16T23:46:44.857079+00:00,[],[],3,36,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141335SEAWSH,mlb,WSH,SEA,,f5_spread,35,38,,,40,,,rest_batch
1729528,KXMLBF5SPREAD-26JUN141335SEAWSH-SEA3,2026-06-16T23:46:44.857079+00:00,[],[],2,26,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141335SEAWSH,mlb,WSH,SEA,,f5_spread,25,27,,,29,,,rest_batch
1729529,KXMLBF5SPREAD-26JUN141335SEAWSH-WSH2,2026-06-16T23:46:44.857079+00:00,[],[],2,26,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141335SEAWSH,mlb,WSH,SEA,,f5_spread,25,27,,,,,,rest_batch
1729530,KXMLBF5SPREAD-26JUN141335SEAWSH-WSH3,2026-06-16T23:46:44.857079+00:00,[],[],2,17,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141335SEAWSH,mlb,WSH,SEA,,f5_spread,16,18,,,,,,rest_batch
1729531,KXMLBF5SPREAD-26JUN141337NYYTOR-NYY2,2026-06-16T23:46:44.857079+00:00,[],[],2,34,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141337NYYTOR,mlb,TOR,NYY,,f5_spread,33,35,,,35,,,rest_batch
1729532,KXMLBF5SPREAD-26JUN141337NYYTOR-NYY3,2026-06-16T23:46:44.857079+00:00,[],[],2,22,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141337NYYTOR,mlb,TOR,NYY,,f5_spread,21,23,,,22,,,rest_batch
1729533,KXMLBF5SPREAD-26JUN141337NYYTOR-TOR2,2026-06-16T23:46:44.857079+00:00,[],[],2,25,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141337NYYTOR,mlb,TOR,NYY,,f5_spread,24,26,,,26,,,rest_batch
1729534,KXMLBF5SPREAD-26JUN141337NYYTOR-TOR3,2026-06-16T23:46:44.857079+00:00,[],[],1,15,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141337NYYTOR,mlb,TOR,NYY,,f5_spread,15,16,,,13,,,rest_batch
1729535,KXMLBF5SPREAD-26JUN141340ATLNYM-ATL2,2026-06-16T23:46:44.857079+00:00,[],[],3,26,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141340ATLNYM,mlb,NYM,ATL,,f5_spread,25,28,,,28,,,rest_batch
1729536,KXMLBF5SPREAD-26JUN141340ATLNYM-ATL3,2026-06-16T23:46:44.857079+00:00,[],[],3,16,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141340ATLNYM,mlb,NYM,ATL,,f5_spread,15,18,,,18,,,rest_batch
1729537,KXMLBF5SPREAD-26JUN141340ATLNYM-NYM2,2026-06-16T23:46:44.857079+00:00,[],[],2,32,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141340ATLNYM,mlb,NYM,ATL,,f5_spread,31,33,,,32,,,rest_batch
1729538,KXMLBF5SPREAD-26JUN141340ATLNYM-NYM3,2026-06-16T23:46:44.857079+00:00,[],[],3,20,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141340ATLNYM,mlb,NYM,ATL,,f5_spread,19,22,,,20,,,rest_batch
1729539,KXMLBF5SPREAD-26JUN141340AZCIN-AZ2,2026-06-16T23:46:44.857079+00:00,[],[],3,30,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141340AZCIN,mlb,CIN,AZ,,f5_spread,29,32,,,32,,,rest_batch
1729540,KXMLBF5SPREAD-26JUN141340AZCIN-AZ3,2026-06-16T23:46:44.857079+00:00,[],[],2,20,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141340AZCIN,mlb,CIN,AZ,,f5_spread,19,21,,,22,,,rest_batch
1729541,KXMLBF5SPREAD-26JUN141340AZCIN-CIN2,2026-06-16T23:46:44.857079+00:00,[],[],2,31,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141340AZCIN,mlb,CIN,AZ,,f5_spread,30,32,,,33,,,rest_batch
1729542,KXMLBF5SPREAD-26JUN141340AZCIN-CIN3,2026-06-16T23:46:44.857079+00:00,[],[],3,21,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141340AZCIN,mlb,CIN,AZ,,f5_spread,20,23,,,22,,,rest_batch
1729543,KXMLBF5SPREAD-26JUN141340DETCLE-CLE2,2026-06-16T23:46:44.857079+00:00,[],[],2,28,"{""orderbook"": {""orderbook_fp"": {""no_dollars"": [], ""yes_dollars"": []}}}",KXMLBF5SPREAD-26JUN141340DETCLE,mlb,CLE,DET,,f5_spread,27,29,,,26,,,rest_batch
