id,market_ticker,snapped_at,yes_bids_json,yes_asks_json,spread_cents,mid_cents,raw_json,event_ticker,sport,home_team,away_team,game_pk,market_type,yes_bid,yes_ask,no_bid,no_ask,last_price,volume,open_interest,source
1729904,KXMLBTEAMTOTAL-26JUN161905CWSNYY-CWS3,2026-06-16T23:46:48.802290+00:00,,,9,64,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""100f0e53-5c97-49b6-98e3-e7c3242ad689"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161905CWSNYY-CWS3"", ""price_dollars"": ""0.6300"", ""yes_bid_dollars"": ""0.6000"", ""yes_ask_dollars"": ""0.6900"", ""volume_fp"": ""1140.56"", ""open_interest_fp"": ""1138.56"", ""dollar_volume"": 570, ""dollar_open_interest"": 569, ""yes_bid_size_fp"": ""2150.00"", ""yes_ask_size_fp"": ""150.00"", ""last_trade_size_fp"": ""1.00"", ""ts"": 1781653606, ""ts_ms"": 1781653606606, ""time"": ""2026-06-16T23:46:46.606192Z""}}",KXMLBTEAMTOTAL-26JUN161905CWSNYY,mlb,NYY,CWS,,team_total,60,69,31,40,63,1140,1138,ws_ticker
1729903,KXMLBTEAMTOTAL-26JUN161915SFATL-SF5,2026-06-16T23:46:48.801702+00:00,,,46,41,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""c91102b5-7410-41c4-898e-e21717edff4a"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161915SFATL-SF5"", ""price_dollars"": ""0.5400"", ""yes_bid_dollars"": ""0.1800"", ""yes_ask_dollars"": ""0.6400"", ""volume_fp"": ""102.00"", ""open_interest_fp"": ""100.00"", ""dollar_volume"": 51, ""dollar_open_interest"": 50, ""yes_bid_size_fp"": ""80.00"", ""yes_ask_size_fp"": ""1.00"", ""last_trade_size_fp"": ""1.00"", ""ts"": 1781653606, ""ts_ms"": 1781653606603, ""time"": ""2026-06-16T23:46:46.603559Z""}}",KXMLBTEAMTOTAL-26JUN161915SFATL,mlb,ATL,SF,,team_total,18,64,36,82,54,102,100,ws_ticker
1729902,KXMLBTEAMTOTAL-26JUN161910NYMCIN-CIN5,2026-06-16T23:46:48.801013+00:00,,,36,73,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""cd426834-fad1-4653-9644-cf66cc1e0ad8"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161910NYMCIN-CIN5"", ""price_dollars"": ""0.8600"", ""yes_bid_dollars"": ""0.5500"", ""yes_ask_dollars"": ""0.9100"", ""volume_fp"": ""6821.24"", ""open_interest_fp"": ""6815.24"", ""dollar_volume"": 3410, ""dollar_open_interest"": 3407, ""yes_bid_size_fp"": ""80.00"", ""yes_ask_size_fp"": ""1.00"", ""last_trade_size_fp"": ""1.00"", ""ts"": 1781653606, ""ts_ms"": 1781653606564, ""time"": ""2026-06-16T23:46:46.564968Z""}}",KXMLBTEAMTOTAL-26JUN161910NYMCIN,mlb,CIN,NYM,,team_total,55,91,9,45,86,6821,6815,ws_ticker
1729901,KXMLBTEAMTOTAL-26JUN161845TORBOS-BOS4,2026-06-16T23:46:48.800441+00:00,,,82,52,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""6333a5c9-6e9c-44f5-ab77-7ffdb173b2e9"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161845TORBOS-BOS4"", ""price_dollars"": ""0.9300"", ""yes_bid_dollars"": ""0.1100"", ""yes_ask_dollars"": ""0.9300"", ""volume_fp"": ""1960.50"", ""open_interest_fp"": ""1584.50"", ""dollar_volume"": 980, ""dollar_open_interest"": 792, ""yes_bid_size_fp"": ""7.00"", ""yes_ask_size_fp"": ""0.77"", ""last_trade_size_fp"": ""0.23"", ""ts"": 1781653606, ""ts_ms"": 1781653606559, ""time"": ""2026-06-16T23:46:46.559326Z""}}",KXMLBTEAMTOTAL-26JUN161845TORBOS,mlb,BOS,TOR,,team_total,11,93,7,89,93,1960,1584,ws_ticker
1729900,KXMLBTEAMTOTAL-26JUN161915SFATL-SF3,2026-06-16T23:46:48.799812+00:00,,,35,68,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""9e11e7ae-5ab0-4e63-8cfb-b2a89561da5c"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161915SFATL-SF3"", ""price_dollars"": ""0.6800"", ""yes_bid_dollars"": ""0.5100"", ""yes_ask_dollars"": ""0.8600"", ""volume_fp"": ""80.00"", ""open_interest_fp"": ""80.00"", ""dollar_volume"": 40, ""dollar_open_interest"": 40, ""yes_bid_size_fp"": ""80.00"", ""yes_ask_size_fp"": ""1.00"", ""last_trade_size_fp"": ""30.00"", ""ts"": 1781653606, ""ts_ms"": 1781653606516, ""time"": ""2026-06-16T23:46:46.516846Z""}}",KXMLBTEAMTOTAL-26JUN161915SFATL,mlb,ATL,SF,,team_total,51,86,14,49,68,80,80,ws_ticker
1729899,KXMLBTEAMTOTAL-26JUN161845KCWSH-WSH5,2026-06-16T23:46:48.799248+00:00,,,46,62,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""43c3376f-e933-47bc-b373-75c63aea757a"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161845KCWSH-WSH5"", ""price_dollars"": ""0.5100"", ""yes_bid_dollars"": ""0.3900"", ""yes_ask_dollars"": ""0.8500"", ""volume_fp"": ""35866.96"", ""open_interest_fp"": ""32467.60"", ""dollar_volume"": 17933, ""dollar_open_interest"": 16233, ""yes_bid_size_fp"": ""17.00"", ""yes_ask_size_fp"": ""50.00"", ""last_trade_size_fp"": ""9.00"", ""ts"": 1781653606, ""ts_ms"": 1781653606507, ""time"": ""2026-06-16T23:46:46.507088Z""}}",KXMLBTEAMTOTAL-26JUN161845KCWSH,mlb,WSH,KC,,team_total,39,85,15,61,51,35866,32467,ws_ticker
1729898,KXMLBTEAMTOTAL-26JUN161915SFATL-SF4,2026-06-16T23:46:48.798542+00:00,,,48,62,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""0236e39d-1e7b-4e4f-8a90-af7cbc573aed"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161915SFATL-SF4"", ""price_dollars"": ""0.7400"", ""yes_bid_dollars"": ""0.3800"", ""yes_ask_dollars"": ""0.8600"", ""volume_fp"": ""11243.90"", ""open_interest_fp"": ""11131.90"", ""dollar_volume"": 5621, ""dollar_open_interest"": 5565, ""yes_bid_size_fp"": ""450.00"", ""yes_ask_size_fp"": ""1.00"", ""last_trade_size_fp"": ""1.00"", ""ts"": 1781653606, ""ts_ms"": 1781653606506, ""time"": ""2026-06-16T23:46:46.506943Z""}}",KXMLBTEAMTOTAL-26JUN161915SFATL,mlb,ATL,SF,,team_total,38,86,14,62,74,11243,11131,ws_ticker
1729896,KXMLBTEAMTOTAL-26JUN161915SFATL-SF2,2026-06-16T23:46:48.797946+00:00,,,48,69,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""04299b93-3177-4757-b69a-742b3f500713"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161915SFATL-SF2"", ""price_dollars"": ""0.8200"", ""yes_bid_dollars"": ""0.4500"", ""yes_ask_dollars"": ""0.9300"", ""volume_fp"": ""91.26"", ""open_interest_fp"": ""91.26"", ""dollar_volume"": 45, ""dollar_open_interest"": 45, ""yes_bid_size_fp"": ""80.00"", ""yes_ask_size_fp"": ""1.00"", ""last_trade_size_fp"": ""23.00"", ""ts"": 1781653606, ""ts_ms"": 1781653606480, ""time"": ""2026-06-16T23:46:46.480009Z""}}",KXMLBTEAMTOTAL-26JUN161915SFATL,mlb,ATL,SF,,team_total,45,93,7,55,82,91,91,ws_ticker
1729895,KXMLBTEAMTOTAL-26JUN161915SFATL-ATL6,2026-06-16T23:46:48.797414+00:00,,,24,52,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""5c3fbd4a-a245-4072-b740-1ddb581b88f2"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161915SFATL-ATL6"", ""price_dollars"": ""0.5600"", ""yes_bid_dollars"": ""0.4000"", ""yes_ask_dollars"": ""0.6400"", ""volume_fp"": ""1854.22"", ""open_interest_fp"": ""1848.22"", ""dollar_volume"": 927, ""dollar_open_interest"": 924, ""yes_bid_size_fp"": ""50.00"", ""yes_ask_size_fp"": ""1.00"", ""last_trade_size_fp"": ""80.77"", ""ts"": 1781653606, ""ts_ms"": 1781653606457, ""time"": ""2026-06-16T23:46:46.457732Z""}}",KXMLBTEAMTOTAL-26JUN161915SFATL,mlb,ATL,SF,,team_total,40,64,36,60,56,1854,1848,ws_ticker
1729894,KXMLBTEAMTOTAL-26JUN161905CWSNYY-NYY6,2026-06-16T23:46:48.796808+00:00,,,36,44,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""9f1e3c71-9716-4070-8caa-7786953836b4"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161905CWSNYY-NYY6"", ""price_dollars"": ""0.2700"", ""yes_bid_dollars"": ""0.2600"", ""yes_ask_dollars"": ""0.6200"", ""volume_fp"": ""321.12"", ""open_interest_fp"": ""319.12"", ""dollar_volume"": 160, ""dollar_open_interest"": 159, ""yes_bid_size_fp"": ""2100.00"", ""yes_ask_size_fp"": ""3450.00"", ""last_trade_size_fp"": ""1.00"", ""ts"": 1781653606, ""ts_ms"": 1781653606456, ""time"": ""2026-06-16T23:46:46.456572Z""}}",KXMLBTEAMTOTAL-26JUN161905CWSNYY,mlb,NYY,CWS,,team_total,26,62,38,74,27,321,319,ws_ticker
