id,market_ticker,snapped_at,yes_bids_json,yes_asks_json,spread_cents,mid_cents,raw_json,event_ticker,sport,home_team,away_team,game_pk,market_type,yes_bid,yes_ask,no_bid,no_ask,last_price,volume,open_interest,source
1729893,KXMLBTEAMTOTAL-26JUN161905CWSNYY-NYY8,2026-06-16T23:46:48.796296+00:00,,,2,11,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""e19c2b76-692e-4458-8fa7-6947105cf927"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161905CWSNYY-NYY8"", ""price_dollars"": ""0.1000"", ""yes_bid_dollars"": ""0.1000"", ""yes_ask_dollars"": ""0.1200"", ""volume_fp"": ""443.82"", ""open_interest_fp"": ""441.82"", ""dollar_volume"": 221, ""dollar_open_interest"": 220, ""yes_bid_size_fp"": ""2100.00"", ""yes_ask_size_fp"": ""550.00"", ""last_trade_size_fp"": ""1.00"", ""ts"": 1781653606, ""ts_ms"": 1781653606442, ""time"": ""2026-06-16T23:46:46.442584Z""}}",KXMLBTEAMTOTAL-26JUN161905CWSNYY,mlb,NYY,CWS,,team_total,10,12,88,90,10,443,441,ws_ticker
1729892,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA3,2026-06-16T23:46:48.795694+00:00,,,16,31,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""2be9f0a1-f03a-49ea-bd34-0b83d65299b4"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA3"", ""price_dollars"": ""0.3500"", ""yes_bid_dollars"": ""0.2300"", ""yes_ask_dollars"": ""0.3900"", ""volume_fp"": ""1544.30"", ""open_interest_fp"": ""1063.36"", ""dollar_volume"": 772, ""dollar_open_interest"": 531, ""yes_bid_size_fp"": ""1050.00"", ""yes_ask_size_fp"": ""50.00"", ""last_trade_size_fp"": ""37.05"", ""ts"": 1781653606, ""ts_ms"": 1781653606390, ""time"": ""2026-06-16T23:46:46.390815Z""}}",KXMLBTEAMTOTAL-26JUN161840MIAPHI,mlb,PHI,MIA,,team_total,23,39,61,77,35,1544,1063,ws_ticker
1729891,KXMLBTEAMTOTAL-26JUN161845TORBOS-BOS2,2026-06-16T23:46:48.795143+00:00,,,44,64,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""2fbae676-1c92-4c46-932f-acdb02fcb370"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161845TORBOS-BOS2"", ""price_dollars"": ""0.8000"", ""yes_bid_dollars"": ""0.4200"", ""yes_ask_dollars"": ""0.8600"", ""volume_fp"": ""380.46"", ""open_interest_fp"": ""380.46"", ""dollar_volume"": 190, ""dollar_open_interest"": 190, ""yes_bid_size_fp"": ""450.00"", ""yes_ask_size_fp"": ""1.00"", ""last_trade_size_fp"": ""3.61"", ""ts"": 1781653606, ""ts_ms"": 1781653606345, ""time"": ""2026-06-16T23:46:46.345239Z""}}",KXMLBTEAMTOTAL-26JUN161845TORBOS,mlb,BOS,TOR,,team_total,42,86,14,58,80,380,380,ws_ticker
1729890,KXMLBTEAMTOTAL-26JUN161905CWSNYY-CWS4,2026-06-16T23:46:48.794575+00:00,,,10,49,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""1856da41-1293-4dee-b113-11f31adf4d84"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161905CWSNYY-CWS4"", ""price_dollars"": ""0.6200"", ""yes_bid_dollars"": ""0.4400"", ""yes_ask_dollars"": ""0.5400"", ""volume_fp"": ""6378.62"", ""open_interest_fp"": ""6339.98"", ""dollar_volume"": 3189, ""dollar_open_interest"": 3169, ""yes_bid_size_fp"": ""2000.00"", ""yes_ask_size_fp"": ""3450.00"", ""last_trade_size_fp"": ""31.48"", ""ts"": 1781653606, ""ts_ms"": 1781653606290, ""time"": ""2026-06-16T23:46:46.29055Z""}}",KXMLBTEAMTOTAL-26JUN161905CWSNYY,mlb,NYY,CWS,,team_total,44,54,46,56,62,6378,6339,ws_ticker
1729889,KXMLBTEAMTOTAL-26JUN161905CWSNYY-NYY7,2026-06-16T23:46:48.793955+00:00,,,3,17,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""b9fbcf07-c64b-48aa-82dd-0abbbecab468"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161905CWSNYY-NYY7"", ""price_dollars"": ""0.2200"", ""yes_bid_dollars"": ""0.1600"", ""yes_ask_dollars"": ""0.1900"", ""volume_fp"": ""90.50"", ""open_interest_fp"": ""90.50"", ""dollar_volume"": 45, ""dollar_open_interest"": 45, ""yes_bid_size_fp"": ""2150.00"", ""yes_ask_size_fp"": ""2050.00"", ""last_trade_size_fp"": ""2.15"", ""ts"": 1781653606, ""ts_ms"": 1781653606204, ""time"": ""2026-06-16T23:46:46.204678Z""}}",KXMLBTEAMTOTAL-26JUN161905CWSNYY,mlb,NYY,CWS,,team_total,16,19,81,84,22,90,90,ws_ticker
1729888,KXMLBTEAMTOTAL-26JUN161910NYMCIN-CIN8,2026-06-16T23:46:48.793397+00:00,,,70,50,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""b0006a9f-f53a-4185-bc68-216318b6ac3c"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161910NYMCIN-CIN8"", ""price_dollars"": ""0.9400"", ""yes_bid_dollars"": ""0.1500"", ""yes_ask_dollars"": ""0.8500"", ""volume_fp"": ""1424.34"", ""open_interest_fp"": ""1357.62"", ""dollar_volume"": 712, ""dollar_open_interest"": 678, ""yes_bid_size_fp"": ""450.00"", ""yes_ask_size_fp"": ""450.00"", ""last_trade_size_fp"": ""1.00"", ""ts"": 1781653606, ""ts_ms"": 1781653606163, ""time"": ""2026-06-16T23:46:46.163086Z""}}",KXMLBTEAMTOTAL-26JUN161910NYMCIN,mlb,CIN,NYM,,team_total,15,85,15,85,94,1424,1357,ws_ticker
1729887,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA6,2026-06-16T23:46:48.792778+00:00,,,16,15,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""bbb51b37-441f-4c76-9052-306b2b6209c3"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA6"", ""price_dollars"": ""0.2400"", ""yes_bid_dollars"": ""0.0700"", ""yes_ask_dollars"": ""0.2300"", ""volume_fp"": ""6070.78"", ""open_interest_fp"": ""6070.78"", ""dollar_volume"": 3035, ""dollar_open_interest"": 3035, ""yes_bid_size_fp"": ""1.00"", ""yes_ask_size_fp"": ""2950.00"", ""last_trade_size_fp"": ""19.43"", ""ts"": 1781653606, ""ts_ms"": 1781653606154, ""time"": ""2026-06-16T23:46:46.154445Z""}}",KXMLBTEAMTOTAL-26JUN161840MIAPHI,mlb,PHI,MIA,,team_total,7,23,77,93,24,6070,6070,ws_ticker
1729886,KXMLBTEAMTOTAL-26JUN161910NYMCIN-NYM5,2026-06-16T23:46:48.792250+00:00,,,41,56,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""a709f2b5-1e42-45a4-810b-86da9db8fbbe"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161910NYMCIN-NYM5"", ""price_dollars"": ""0.3700"", ""yes_bid_dollars"": ""0.3600"", ""yes_ask_dollars"": ""0.7700"", ""volume_fp"": ""25201.78"", ""open_interest_fp"": ""25094.68"", ""dollar_volume"": 12600, ""dollar_open_interest"": 12547, ""yes_bid_size_fp"": ""1.00"", ""yes_ask_size_fp"": ""4.00"", ""last_trade_size_fp"": ""28.39"", ""ts"": 1781653605, ""ts_ms"": 1781653605883, ""time"": ""2026-06-16T23:46:45.883178Z""}}",KXMLBTEAMTOTAL-26JUN161910NYMCIN,mlb,CIN,NYM,,team_total,36,77,23,64,37,25201,25094,ws_ticker
1729885,KXMLBTEAMTOTAL-26JUN161905CWSNYY-NYY5,2026-06-16T23:46:48.791634+00:00,,,8,44,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""873637b3-65d3-4b50-a707-9e748133e58a"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161905CWSNYY-NYY5"", ""price_dollars"": ""0.4200"", ""yes_bid_dollars"": ""0.4000"", ""yes_ask_dollars"": ""0.4800"", ""volume_fp"": ""1418.14"", ""open_interest_fp"": ""1376.78"", ""dollar_volume"": 709, ""dollar_open_interest"": 688, ""yes_bid_size_fp"": ""2000.00"", ""yes_ask_size_fp"": ""2450.00"", ""last_trade_size_fp"": ""1.00"", ""ts"": 1781653605, ""ts_ms"": 1781653605705, ""time"": ""2026-06-16T23:46:45.705172Z""}}",KXMLBTEAMTOTAL-26JUN161905CWSNYY,mlb,NYY,CWS,,team_total,40,48,52,60,42,1418,1376,ws_ticker
1729884,KXMLBTEAMTOTAL-26JUN161905CWSNYY-NYY3,2026-06-16T23:46:48.790994+00:00,,,8,77,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""ab859e1f-8e52-4335-aecf-97303fdbb9a1"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161905CWSNYY-NYY3"", ""price_dollars"": ""0.6700"", ""yes_bid_dollars"": ""0.7300"", ""yes_ask_dollars"": ""0.8100"", ""volume_fp"": ""447.80"", ""open_interest_fp"": ""447.80"", ""dollar_volume"": 223, ""dollar_open_interest"": 223, ""yes_bid_size_fp"": ""2150.00"", ""yes_ask_size_fp"": ""2450.00"", ""last_trade_size_fp"": ""50.00"", ""ts"": 1781653605, ""ts_ms"": 1781653605646, ""time"": ""2026-06-16T23:46:45.646002Z""}}",KXMLBTEAMTOTAL-26JUN161905CWSNYY,mlb,NYY,CWS,,team_total,73,81,19,27,67,447,447,ws_ticker
1729883,KXMLBTEAMTOTAL-26JUN161905CWSNYY-CWS6,2026-06-16T23:46:48.790358+00:00,,,12,22,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""b5f9d764-880e-4983-806b-8a26b87a73ba"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161905CWSNYY-CWS6"", ""price_dollars"": ""0.2400"", ""yes_bid_dollars"": ""0.1600"", ""yes_ask_dollars"": ""0.2800"", ""volume_fp"": ""100.00"", ""open_interest_fp"": ""100.00"", ""dollar_volume"": 50, ""dollar_open_interest"": 50, ""yes_bid_size_fp"": ""2150.00"", ""yes_ask_size_fp"": ""3450.00"", ""last_trade_size_fp"": ""50.00"", ""ts"": 1781653605, ""ts_ms"": 1781653605644, ""time"": ""2026-06-16T23:46:45.644772Z""}}",KXMLBTEAMTOTAL-26JUN161905CWSNYY,mlb,NYY,CWS,,team_total,16,28,72,84,24,100,100,ws_ticker
1729699,KXMLBTEAMTOTAL-26JUN161905CWSNYY-CWS6,2026-06-16T23:46:46.825012+00:00,,,12,22,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""b5f9d764-880e-4983-806b-8a26b87a73ba"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161905CWSNYY-CWS6"", ""price_dollars"": ""0.2400"", ""yes_bid_dollars"": ""0.1600"", ""yes_ask_dollars"": ""0.2800"", ""volume_fp"": ""100.00"", ""open_interest_fp"": ""100.00"", ""dollar_volume"": 50, ""dollar_open_interest"": 50, ""yes_bid_size_fp"": ""2100.00"", ""yes_ask_size_fp"": ""3450.00"", ""last_trade_size_fp"": ""50.00"", ""ts"": 1781653605, ""ts_ms"": 1781653605603, ""time"": ""2026-06-16T23:46:45.603318Z""}}",KXMLBTEAMTOTAL-26JUN161905CWSNYY,mlb,NYY,CWS,,team_total,16,28,72,84,24,100,100,ws_ticker
1729698,KXMLBTEAMTOTAL-26JUN161905CWSNYY-CWS5,2026-06-16T23:46:46.824400+00:00,,,12,34,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""614d37e9-ae38-4e6a-9c39-944c66326ac1"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161905CWSNYY-CWS5"", ""price_dollars"": ""0.3100"", ""yes_bid_dollars"": ""0.2800"", ""yes_ask_dollars"": ""0.4000"", ""volume_fp"": ""728.72"", ""open_interest_fp"": ""726.72"", ""dollar_volume"": 364, ""dollar_open_interest"": 363, ""yes_bid_size_fp"": ""2000.00"", ""yes_ask_size_fp"": ""3450.00"", ""last_trade_size_fp"": ""1.00"", ""ts"": 1781653605, ""ts_ms"": 1781653605603, ""time"": ""2026-06-16T23:46:45.603271Z""}}",KXMLBTEAMTOTAL-26JUN161905CWSNYY,mlb,NYY,CWS,,team_total,28,40,60,72,31,728,726,ws_ticker
1729697,KXMLBTEAMTOTAL-26JUN161905CWSNYY-NYY3,2026-06-16T23:46:46.823864+00:00,,,6,76,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""ab859e1f-8e52-4335-aecf-97303fdbb9a1"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161905CWSNYY-NYY3"", ""price_dollars"": ""0.6700"", ""yes_bid_dollars"": ""0.7300"", ""yes_ask_dollars"": ""0.7900"", ""volume_fp"": ""447.80"", ""open_interest_fp"": ""447.80"", ""dollar_volume"": 223, ""dollar_open_interest"": 223, ""yes_bid_size_fp"": ""2150.00"", ""yes_ask_size_fp"": ""2400.00"", ""last_trade_size_fp"": ""50.00"", ""ts"": 1781653605, ""ts_ms"": 1781653605595, ""time"": ""2026-06-16T23:46:45.595418Z""}}",KXMLBTEAMTOTAL-26JUN161905CWSNYY,mlb,NYY,CWS,,team_total,73,79,21,27,67,447,447,ws_ticker
1729696,KXMLBTEAMTOTAL-26JUN161845TORBOS-BOS2,2026-06-16T23:46:46.823285+00:00,,,49,61,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""2fbae676-1c92-4c46-932f-acdb02fcb370"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161845TORBOS-BOS2"", ""price_dollars"": ""0.8000"", ""yes_bid_dollars"": ""0.3700"", ""yes_ask_dollars"": ""0.8600"", ""volume_fp"": ""380.46"", ""open_interest_fp"": ""380.46"", ""dollar_volume"": 190, ""dollar_open_interest"": 190, ""yes_bid_size_fp"": ""80.00"", ""yes_ask_size_fp"": ""1.00"", ""last_trade_size_fp"": ""3.61"", ""ts"": 1781653605, ""ts_ms"": 1781653605546, ""time"": ""2026-06-16T23:46:45.54627Z""}}",KXMLBTEAMTOTAL-26JUN161845TORBOS,mlb,BOS,TOR,,team_total,37,86,14,63,80,380,380,ws_ticker
1729695,KXMLBTEAMTOTAL-26JUN161905CWSNYY-NYY5,2026-06-16T23:46:46.822748+00:00,,,7,43,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""873637b3-65d3-4b50-a707-9e748133e58a"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161905CWSNYY-NYY5"", ""price_dollars"": ""0.4200"", ""yes_bid_dollars"": ""0.4000"", ""yes_ask_dollars"": ""0.4700"", ""volume_fp"": ""1418.14"", ""open_interest_fp"": ""1376.78"", ""dollar_volume"": 709, ""dollar_open_interest"": 688, ""yes_bid_size_fp"": ""2000.00"", ""yes_ask_size_fp"": ""2000.00"", ""last_trade_size_fp"": ""1.00"", ""ts"": 1781653605, ""ts_ms"": 1781653605535, ""time"": ""2026-06-16T23:46:45.535027Z""}}",KXMLBTEAMTOTAL-26JUN161905CWSNYY,mlb,NYY,CWS,,team_total,40,47,53,60,42,1418,1376,ws_ticker
1729694,KXMLBTEAMTOTAL-26JUN161915SFATL-SF2,2026-06-16T23:46:46.822090+00:00,,,56,65,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""04299b93-3177-4757-b69a-742b3f500713"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161915SFATL-SF2"", ""price_dollars"": ""0.8200"", ""yes_bid_dollars"": ""0.3700"", ""yes_ask_dollars"": ""0.9300"", ""volume_fp"": ""91.26"", ""open_interest_fp"": ""91.26"", ""dollar_volume"": 45, ""dollar_open_interest"": 45, ""yes_bid_size_fp"": ""80.00"", ""yes_ask_size_fp"": ""1.00"", ""last_trade_size_fp"": ""23.00"", ""ts"": 1781653605, ""ts_ms"": 1781653605475, ""time"": ""2026-06-16T23:46:45.475488Z""}}",KXMLBTEAMTOTAL-26JUN161915SFATL,mlb,ATL,SF,,team_total,37,93,7,63,82,91,91,ws_ticker
1729692,KXMLBTEAMTOTAL-26JUN161915SFATL-ATL6,2026-06-16T23:46:46.821438+00:00,,,20,54,"{""type"": ""ticker"", ""sid"": 1, ""msg"": {""market_id"": ""5c3fbd4a-a245-4072-b740-1ddb581b88f2"", ""market_ticker"": ""KXMLBTEAMTOTAL-26JUN161915SFATL-ATL6"", ""price_dollars"": ""0.5600"", ""yes_bid_dollars"": ""0.4400"", ""yes_ask_dollars"": ""0.6400"", ""volume_fp"": ""1854.22"", ""open_interest_fp"": ""1848.22"", ""dollar_volume"": 927, ""dollar_open_interest"": 924, ""yes_bid_size_fp"": ""50.00"", ""yes_ask_size_fp"": ""1.00"", ""last_trade_size_fp"": ""80.77"", ""ts"": 1781653605, ""ts_ms"": 1781653605447, ""time"": ""2026-06-16T23:46:45.447696Z""}}",KXMLBTEAMTOTAL-26JUN161915SFATL,mlb,ATL,SF,,team_total,44,64,36,56,56,1854,1848,ws_ticker
