game_date,away_team,home_team,start_time,away_pitcher,home_pitcher,sportsbook,away_moneyline,home_moneyline,opener_away,opener_home,source_url,parse_method
2026-04-25,Athletics Athletics,Texas Rangers,2026-04-25T23:05:00,J. Springs,M. Gore,bet365,+105,-125,+125,-150,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Athletics Athletics,Texas Rangers,2026-04-25T23:05:00,J. Springs,M. Gore,DraftKings,+109,-132,+123,-149,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Athletics Athletics,Texas Rangers,2026-04-25T23:05:00,J. Springs,M. Gore,Fanatics Sportsbook,+105,-125,+115,-140,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,New York Yankees,Houston Astros,2026-04-25T23:10:00,R. Weathers,M. Burrows,BetMGM,-150,+125,-150,+125,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,New York Yankees,Houston Astros,2026-04-25T23:10:00,R. Weathers,M. Burrows,FanDuel,-154,+130,-146,+124,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,New York Yankees,Houston Astros,2026-04-25T23:10:00,R. Weathers,M. Burrows,Caesars,-160,+135,-145,+122,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,New York Yankees,Houston Astros,2026-04-25T23:10:00,R. Weathers,M. Burrows,bet365,-160,+135,-150,+125,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,New York Yankees,Houston Astros,2026-04-25T23:10:00,R. Weathers,M. Burrows,DraftKings,-156,+129,-149,+123,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,New York Yankees,Houston Astros,2026-04-25T23:10:00,R. Weathers,M. Burrows,Fanatics Sportsbook,-155,+130,-140,+115,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Pittsburgh Pirates,Milwaukee Brewers,2026-04-25T23:10:00,M. Jebb,J. Misiorowski,BetMGM,+120,-145,+115,-140,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Pittsburgh Pirates,Milwaukee Brewers,2026-04-25T23:10:00,M. Jebb,J. Misiorowski,FanDuel,+120,-142,+110,-130,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Pittsburgh Pirates,Milwaukee Brewers,2026-04-25T23:10:00,M. Jebb,J. Misiorowski,Caesars,+130,-155,+115,-135,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Pittsburgh Pirates,Milwaukee Brewers,2026-04-25T23:10:00,M. Jebb,J. Misiorowski,bet365,+125,-150,+115,-135,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Pittsburgh Pirates,Milwaukee Brewers,2026-04-25T23:10:00,M. Jebb,J. Misiorowski,DraftKings,+115,-138,+113,-136,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Pittsburgh Pirates,Milwaukee Brewers,2026-04-25T23:10:00,M. Jebb,J. Misiorowski,Fanatics Sportsbook,+120,-145,+105,-125,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Los Angeles Angels,Kansas City Royals,2026-04-25T23:10:00,W. Urena,C. Ragans,BetMGM,+118,-140,+135,-160,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Los Angeles Angels,Kansas City Royals,2026-04-25T23:10:00,W. Urena,C. Ragans,FanDuel,+118,-138,+136,-162,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Los Angeles Angels,Kansas City Royals,2026-04-25T23:10:00,W. Urena,C. Ragans,Caesars,+115,-135,+135,-160,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Los Angeles Angels,Kansas City Royals,2026-04-25T23:10:00,W. Urena,C. Ragans,bet365,+115,-135,+135,-160,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Los Angeles Angels,Kansas City Royals,2026-04-25T23:10:00,W. Urena,C. Ragans,DraftKings,+113,-136,+129,-156,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Los Angeles Angels,Kansas City Royals,2026-04-25T23:10:00,W. Urena,C. Ragans,Fanatics Sportsbook,+115,-140,+120,-145,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Detroit Tigers,Cincinnati Reds,2026-04-25T23:15:00,J. Flaherty,B. Singer,BetMGM,-110,-110,-110,-110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Detroit Tigers,Cincinnati Reds,2026-04-25T23:15:00,J. Flaherty,B. Singer,FanDuel,-110,-106,-108,-108,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Detroit Tigers,Cincinnati Reds,2026-04-25T23:15:00,J. Flaherty,B. Singer,Caesars,-110,-110,-110,-110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Detroit Tigers,Cincinnati Reds,2026-04-25T23:15:00,J. Flaherty,B. Singer,bet365,-110,-110,-110,-110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Detroit Tigers,Cincinnati Reds,2026-04-25T23:15:00,J. Flaherty,B. Singer,DraftKings,-112,-108,-112,-108,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Detroit Tigers,Cincinnati Reds,2026-04-25T23:15:00,J. Flaherty,B. Singer,Fanatics Sportsbook,-115,-105,-105,-115,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Philadelphia Phillies,Atlanta Braves,2026-04-25T23:15:00,Z. Wheeler,B. Elder,BetMGM,+115,-135,+105,-125,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Philadelphia Phillies,Atlanta Braves,2026-04-25T23:15:00,Z. Wheeler,B. Elder,FanDuel,+116,-134,+102,-120,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Philadelphia Phillies,Atlanta Braves,2026-04-25T23:15:00,Z. Wheeler,B. Elder,Caesars,+115,-135,+100,-120,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Philadelphia Phillies,Atlanta Braves,2026-04-25T23:15:00,Z. Wheeler,B. Elder,bet365,+115,-135,+100,-120,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Philadelphia Phillies,Atlanta Braves,2026-04-25T23:15:00,Z. Wheeler,B. Elder,DraftKings,+113,-136,+104,-126,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Philadelphia Phillies,Atlanta Braves,2026-04-25T23:15:00,Z. Wheeler,B. Elder,Fanatics Sportsbook,+110,-130,+115,-140,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Chicago Cubs,Los Angeles Dodgers,2026-04-25T23:15:00,C. Rea,R. Sasaki,BetMGM,+105,-125,+125,-150,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Chicago Cubs,Los Angeles Dodgers,2026-04-25T23:15:00,C. Rea,R. Sasaki,FanDuel,+108,-126,+136,-162,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Chicago Cubs,Los Angeles Dodgers,2026-04-25T23:15:00,C. Rea,R. Sasaki,Caesars,+105,-125,+140,-165,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Chicago Cubs,Los Angeles Dodgers,2026-04-25T23:15:00,C. Rea,R. Sasaki,bet365,+105,-125,+140,-165,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Chicago Cubs,Los Angeles Dodgers,2026-04-25T23:15:00,C. Rea,R. Sasaki,DraftKings,+109,-132,+129,-156,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-25,Chicago Cubs,Los Angeles Dodgers,2026-04-25T23:15:00,C. Rea,R. Sasaki,Fanatics Sportsbook,+105,-125,+140,-170,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-25,embedded_json
2026-04-24,Detroit Tigers,Cincinnati Reds,2026-04-24T22:40:00,F. Valdez,A. Abbott,BetMGM,-120,+100,-140,+115,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Detroit Tigers,Cincinnati Reds,2026-04-24T22:40:00,F. Valdez,A. Abbott,FanDuel,-118,+100,-134,+114,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Detroit Tigers,Cincinnati Reds,2026-04-24T22:40:00,F. Valdez,A. Abbott,Caesars,-115,-105,-125,+105,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Detroit Tigers,Cincinnati Reds,2026-04-24T22:40:00,F. Valdez,A. Abbott,bet365,-115,-105,-130,+110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Detroit Tigers,Cincinnati Reds,2026-04-24T22:40:00,F. Valdez,A. Abbott,DraftKings,-115,-105,-126,+104,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Detroit Tigers,Cincinnati Reds,2026-04-24T22:40:00,F. Valdez,A. Abbott,Fanatics Sportsbook,-115,-105,-130,+110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Boston Red Sox,Baltimore Orioles,2026-04-24T23:05:00,B. Bello,B. Young,BetMGM,+105,-125,+100,-120,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Boston Red Sox,Baltimore Orioles,2026-04-24T23:05:00,B. Bello,B. Young,FanDuel,+106,-124,+102,-120,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Boston Red Sox,Baltimore Orioles,2026-04-24T23:05:00,B. Bello,B. Young,Caesars,+105,-125,+100,-120,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Boston Red Sox,Baltimore Orioles,2026-04-24T23:05:00,B. Bello,B. Young,bet365,+105,-125,+100,-120,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Boston Red Sox,Baltimore Orioles,2026-04-24T23:05:00,B. Bello,B. Young,DraftKings,+104,-126,+102,-122,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Boston Red Sox,Baltimore Orioles,2026-04-24T23:05:00,B. Bello,B. Young,Fanatics Sportsbook,-105,-115,+100,-120,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Cleveland Guardians,Toronto Blue Jays,2026-04-24T23:07:00,G. Williams,M. Scherzer,BetMGM,-125,+105,-125,+105,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Cleveland Guardians,Toronto Blue Jays,2026-04-24T23:07:00,G. Williams,M. Scherzer,FanDuel,-120,+102,-120,+102,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Cleveland Guardians,Toronto Blue Jays,2026-04-24T23:07:00,G. Williams,M. Scherzer,Caesars,-125,+105,-125,+105,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Cleveland Guardians,Toronto Blue Jays,2026-04-24T23:07:00,G. Williams,M. Scherzer,bet365,-125,+105,-125,+105,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Cleveland Guardians,Toronto Blue Jays,2026-04-24T23:07:00,G. Williams,M. Scherzer,DraftKings,-121,+100,-136,+113,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Cleveland Guardians,Toronto Blue Jays,2026-04-24T23:07:00,G. Williams,M. Scherzer,Fanatics Sportsbook,-125,+105,-125,+105,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Colorado Rockies,New York Mets,2026-04-24T23:10:00,M. Lorenzen,F. Peralta,BetMGM,+170,-210,+185,-225,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Colorado Rockies,New York Mets,2026-04-24T23:10:00,M. Lorenzen,F. Peralta,FanDuel,+168,-200,+184,-220,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Colorado Rockies,New York Mets,2026-04-24T23:10:00,M. Lorenzen,F. Peralta,Caesars,+170,-205,+170,-205,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Colorado Rockies,New York Mets,2026-04-24T23:10:00,M. Lorenzen,F. Peralta,bet365,+165,-200,+175,-210,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Colorado Rockies,New York Mets,2026-04-24T23:10:00,M. Lorenzen,F. Peralta,DraftKings,+169,-207,+169,-207,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Colorado Rockies,New York Mets,2026-04-24T23:10:00,M. Lorenzen,F. Peralta,Fanatics Sportsbook,+165,-200,+155,-190,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Minnesota Twins,Tampa Bay Rays,2026-04-24T23:10:00,T. Bradley,D. Rasmussen,BetMGM,+115,-135,+105,-125,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Minnesota Twins,Tampa Bay Rays,2026-04-24T23:10:00,T. Bradley,D. Rasmussen,FanDuel,+118,-138,-102,-116,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Minnesota Twins,Tampa Bay Rays,2026-04-24T23:10:00,T. Bradley,D. Rasmussen,Caesars,+118,-140,+105,-125,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Minnesota Twins,Tampa Bay Rays,2026-04-24T23:10:00,T. Bradley,D. Rasmussen,bet365,+120,-140,+105,-125,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Minnesota Twins,Tampa Bay Rays,2026-04-24T23:10:00,T. Bradley,D. Rasmussen,DraftKings,+119,-143,+104,-126,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Minnesota Twins,Tampa Bay Rays,2026-04-24T23:10:00,T. Bradley,D. Rasmussen,Fanatics Sportsbook,+120,-145,+100,-120,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Philadelphia Phillies,Atlanta Braves,2026-04-24T23:15:00,A. Painter,G. Holmes,BetMGM,+140,-170,+115,-140,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Philadelphia Phillies,Atlanta Braves,2026-04-24T23:15:00,A. Painter,G. Holmes,FanDuel,+136,-162,+110,-130,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Philadelphia Phillies,Atlanta Braves,2026-04-24T23:15:00,A. Painter,G. Holmes,Caesars,+140,-165,+115,-135,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Philadelphia Phillies,Atlanta Braves,2026-04-24T23:15:00,A. Painter,G. Holmes,bet365,+140,-165,+115,-135,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Philadelphia Phillies,Atlanta Braves,2026-04-24T23:15:00,A. Painter,G. Holmes,DraftKings,+139,-168,+113,-136,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Philadelphia Phillies,Atlanta Braves,2026-04-24T23:15:00,A. Painter,G. Holmes,Fanatics Sportsbook,+135,-165,+150,-180,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Washington Nationals,Chicago White Sox,2026-04-24T23:40:00,P. Poulin,B. Hudson,BetMGM,+105,-125,+105,-125,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Washington Nationals,Chicago White Sox,2026-04-24T23:40:00,P. Poulin,B. Hudson,FanDuel,+106,-124,+114,-134,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Washington Nationals,Chicago White Sox,2026-04-24T23:40:00,P. Poulin,B. Hudson,Caesars,+105,-125,+110,-130,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Washington Nationals,Chicago White Sox,2026-04-24T23:40:00,P. Poulin,B. Hudson,bet365,+105,-125,+110,-130,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Washington Nationals,Chicago White Sox,2026-04-24T23:40:00,P. Poulin,B. Hudson,DraftKings,+109,-132,+104,-126,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Washington Nationals,Chicago White Sox,2026-04-24T23:40:00,P. Poulin,B. Hudson,Fanatics Sportsbook,+105,-125,+115,-140,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Los Angeles Angels,Kansas City Royals,2026-04-24T23:40:00,Y. Kikuchi,N. Cameron,BetMGM,-110,-110,-105,-115,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Los Angeles Angels,Kansas City Royals,2026-04-24T23:40:00,Y. Kikuchi,N. Cameron,FanDuel,-108,-108,+100,-118,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Los Angeles Angels,Kansas City Royals,2026-04-24T23:40:00,Y. Kikuchi,N. Cameron,Caesars,-110,-110,-105,-115,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Los Angeles Angels,Kansas City Royals,2026-04-24T23:40:00,Y. Kikuchi,N. Cameron,bet365,-110,-110,-105,-115,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Los Angeles Angels,Kansas City Royals,2026-04-24T23:40:00,Y. Kikuchi,N. Cameron,DraftKings,-108,-112,-105,-115,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Los Angeles Angels,Kansas City Royals,2026-04-24T23:40:00,Y. Kikuchi,N. Cameron,Fanatics Sportsbook,-110,-110,+100,-120,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Pittsburgh Pirates,Milwaukee Brewers,2026-04-24T23:40:00,P. Skenes,B. Woodruff,BetMGM,-110,+100,-135,+110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Pittsburgh Pirates,Milwaukee Brewers,2026-04-24T23:40:00,P. Skenes,B. Woodruff,FanDuel,-118,+100,-136,+116,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Pittsburgh Pirates,Milwaukee Brewers,2026-04-24T23:40:00,P. Skenes,B. Woodruff,Caesars,-115,-105,-130,+110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Pittsburgh Pirates,Milwaukee Brewers,2026-04-24T23:40:00,P. Skenes,B. Woodruff,bet365,-115,-105,-130,+110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Pittsburgh Pirates,Milwaukee Brewers,2026-04-24T23:40:00,P. Skenes,B. Woodruff,DraftKings,-112,-108,-136,+113,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Pittsburgh Pirates,Milwaukee Brewers,2026-04-24T23:40:00,P. Skenes,B. Woodruff,Fanatics Sportsbook,-115,-105,-140,+115,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Athletics Athletics,Texas Rangers,2026-04-25T00:05:00,L. Severino,N. Eovaldi,BetMGM,+118,-140,+130,-155,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Athletics Athletics,Texas Rangers,2026-04-25T00:05:00,L. Severino,N. Eovaldi,FanDuel,+116,-136,+136,-162,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Athletics Athletics,Texas Rangers,2026-04-25T00:05:00,L. Severino,N. Eovaldi,Caesars,+115,-135,+130,-155,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Athletics Athletics,Texas Rangers,2026-04-25T00:05:00,L. Severino,N. Eovaldi,bet365,+115,-135,+135,-160,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Athletics Athletics,Texas Rangers,2026-04-25T00:05:00,L. Severino,N. Eovaldi,DraftKings,+117,-141,+129,-156,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Athletics Athletics,Texas Rangers,2026-04-25T00:05:00,L. Severino,N. Eovaldi,Fanatics Sportsbook,+115,-140,+135,-165,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,New York Yankees,Houston Astros,2026-04-25T00:10:00,W. Warren,L. McCullers Jr,BetMGM,-155,+130,-150,+125,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,New York Yankees,Houston Astros,2026-04-25T00:10:00,W. Warren,L. McCullers Jr,FanDuel,-154,+130,-146,+124,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,New York Yankees,Houston Astros,2026-04-25T00:10:00,W. Warren,L. McCullers Jr,Caesars,-160,+135,-140,+118,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,New York Yankees,Houston Astros,2026-04-25T00:10:00,W. Warren,L. McCullers Jr,bet365,-160,+135,-140,+120,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,New York Yankees,Houston Astros,2026-04-25T00:10:00,W. Warren,L. McCullers Jr,DraftKings,-156,+129,-143,+119,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,New York Yankees,Houston Astros,2026-04-25T00:10:00,W. Warren,L. McCullers Jr,Fanatics Sportsbook,-155,+130,-140,+115,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Seattle Mariners,St. Louis Cardinals,2026-04-25T00:15:00,G. Kirby,A. Pallante,BetMGM,-150,+125,-160,+135,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Seattle Mariners,St. Louis Cardinals,2026-04-25T00:15:00,G. Kirby,A. Pallante,FanDuel,-146,+124,-154,+130,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Seattle Mariners,St. Louis Cardinals,2026-04-25T00:15:00,G. Kirby,A. Pallante,Caesars,-145,+122,-145,+122,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Seattle Mariners,St. Louis Cardinals,2026-04-25T00:15:00,G. Kirby,A. Pallante,bet365,-150,+125,-150,+125,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Seattle Mariners,St. Louis Cardinals,2026-04-25T00:15:00,G. Kirby,A. Pallante,DraftKings,-149,+123,-149,+123,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Seattle Mariners,St. Louis Cardinals,2026-04-25T00:15:00,G. Kirby,A. Pallante,Fanatics Sportsbook,-145,+120,-145,+120,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Miami Marlins,San Francisco Giants,2026-04-25T02:15:00,S. Alcantara,A. Houser,BetMGM,-115,-105,-118,-102,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Miami Marlins,San Francisco Giants,2026-04-25T02:15:00,S. Alcantara,A. Houser,FanDuel,-112,-104,-118,+100,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Miami Marlins,San Francisco Giants,2026-04-25T02:15:00,S. Alcantara,A. Houser,Caesars,-115,-105,-115,-105,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Miami Marlins,San Francisco Giants,2026-04-25T02:15:00,S. Alcantara,A. Houser,bet365,-115,-105,-115,-105,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Miami Marlins,San Francisco Giants,2026-04-25T02:15:00,S. Alcantara,A. Houser,DraftKings,-115,-105,-122,+102,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Miami Marlins,San Francisco Giants,2026-04-25T02:15:00,S. Alcantara,A. Houser,Fanatics Sportsbook,-115,-105,-120,+100,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Chicago Cubs,Los Angeles Dodgers,2026-04-25T02:15:00,J. Taillon,E. Sheehan,BetMGM,+130,-155,+145,-175,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Chicago Cubs,Los Angeles Dodgers,2026-04-25T02:15:00,J. Taillon,E. Sheehan,FanDuel,+132,-156,+142,-168,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Chicago Cubs,Los Angeles Dodgers,2026-04-25T02:15:00,J. Taillon,E. Sheehan,Caesars,+130,-155,+135,-160,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
