game_date,away_team,home_team,start_time,away_pitcher,home_pitcher,sportsbook,away_moneyline,home_moneyline,opener_away,opener_home,source_url,parse_method
2026-04-24,Chicago Cubs,Los Angeles Dodgers,2026-04-25T02:15:00,J. Taillon,E. Sheehan,bet365,+125,-150,+135,-160,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Chicago Cubs,Los Angeles Dodgers,2026-04-25T02:15:00,J. Taillon,E. Sheehan,DraftKings,+129,-156,+135,-163,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2026-04-24,Chicago Cubs,Los Angeles Dodgers,2026-04-25T02:15:00,J. Taillon,E. Sheehan,Fanatics Sportsbook,+130,-155,+140,-170,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2026-04-24,embedded_json
2025-07-10,New York Mets,Baltimore Orioles,2025-07-10T16:05:00,D. Peterson,C. Morton,BetMGM,-140,+115,-130,+110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,New York Mets,Baltimore Orioles,2025-07-10T16:05:00,D. Peterson,C. Morton,FanDuel,-144,+122,-138,+118,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,New York Mets,Baltimore Orioles,2025-07-10T16:05:00,D. Peterson,C. Morton,Caesars,-149,+126,-135,+115,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,New York Mets,Baltimore Orioles,2025-07-10T16:05:00,D. Peterson,C. Morton,bet365,-150,+125,-130,+110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,New York Mets,Baltimore Orioles,2025-07-10T16:05:00,D. Peterson,C. Morton,DraftKings,-139,+114,-138,+113,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Chicago Cubs,Minnesota Twins,2025-07-10T17:10:00,C. Rea,C. Paddack,BetMGM,-125,+105,-115,-105,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Chicago Cubs,Minnesota Twins,2025-07-10T17:10:00,C. Rea,C. Paddack,FanDuel,-104,-122,-104,-112,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Chicago Cubs,Minnesota Twins,2025-07-10T17:10:00,C. Rea,C. Paddack,Caesars,-120,+100,-110,-110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Chicago Cubs,Minnesota Twins,2025-07-10T17:10:00,C. Rea,C. Paddack,bet365,-115,-105,-110,-110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Chicago Cubs,Minnesota Twins,2025-07-10T17:10:00,C. Rea,C. Paddack,DraftKings,-111,-117,-110,-110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,New York Mets,Baltimore Orioles,2025-07-10T21:05:00,B. Waddell,T. Sugano,BetMGM,-130,+110,-150,+125,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,New York Mets,Baltimore Orioles,2025-07-10T21:05:00,B. Waddell,T. Sugano,FanDuel,-154,+120,-144,+122,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,New York Mets,Baltimore Orioles,2025-07-10T21:05:00,B. Waddell,T. Sugano,Caesars,-135,+115,-145,+122,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,New York Mets,Baltimore Orioles,2025-07-10T21:05:00,B. Waddell,T. Sugano,bet365,-130,+110,-150,+125,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,New York Mets,Baltimore Orioles,2025-07-10T21:05:00,B. Waddell,T. Sugano,DraftKings,-116,-112,-150,+123,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Miami Marlins,Cincinnati Reds,2025-07-10T21:10:00,C. Quantrill,N. Lodolo,BetMGM,+140,-170,+120,-145,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Miami Marlins,Cincinnati Reds,2025-07-10T21:10:00,C. Quantrill,N. Lodolo,FanDuel,+136,-174,+132,-156,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Miami Marlins,Cincinnati Reds,2025-07-10T21:10:00,C. Quantrill,N. Lodolo,Caesars,+143,-169,+118,-141,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Miami Marlins,Cincinnati Reds,2025-07-10T21:10:00,C. Quantrill,N. Lodolo,bet365,+140,-165,+120,-140,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Miami Marlins,Cincinnati Reds,2025-07-10T21:10:00,C. Quantrill,N. Lodolo,DraftKings,+158,-209,+118,-144,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Seattle Mariners,New York Yankees,2025-07-10T23:05:00,B. Woo,M. Stroman,BetMGM,-115,-105,-10000,-10000,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Seattle Mariners,New York Yankees,2025-07-10T23:05:00,B. Woo,M. Stroman,FanDuel,-118,+100,+122,-144,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Seattle Mariners,New York Yankees,2025-07-10T23:05:00,B. Woo,M. Stroman,Caesars,-120,+100,+118,-141,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Seattle Mariners,New York Yankees,2025-07-10T23:05:00,B. Woo,M. Stroman,bet365,-120,+100,+120,-140,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Seattle Mariners,New York Yankees,2025-07-10T23:05:00,B. Woo,M. Stroman,DraftKings,-116,-112,+123,-150,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Tampa Bay Rays,Boston Red Sox,2025-07-10T23:10:00,T. Bradley,W. Buehler,BetMGM,-105,-115,-110,-110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Tampa Bay Rays,Boston Red Sox,2025-07-10T23:10:00,T. Bradley,W. Buehler,FanDuel,+104,-132,-116,-102,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Tampa Bay Rays,Boston Red Sox,2025-07-10T23:10:00,T. Bradley,W. Buehler,Caesars,+115,-135,-110,-110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Tampa Bay Rays,Boston Red Sox,2025-07-10T23:10:00,T. Bradley,W. Buehler,bet365,+100,-120,-110,-110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Tampa Bay Rays,Boston Red Sox,2025-07-10T23:10:00,T. Bradley,W. Buehler,DraftKings,+102,-133,-110,-110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Washington Nationals,St. Louis Cardinals,2025-07-10T23:45:00,M. Soroka,M. Mikolas,BetMGM,+120,-145,+100,-120,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Washington Nationals,St. Louis Cardinals,2025-07-10T23:45:00,M. Soroka,M. Mikolas,FanDuel,+120,-142,+100,-118,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Washington Nationals,St. Louis Cardinals,2025-07-10T23:45:00,M. Soroka,M. Mikolas,Caesars,+122,-145,+100,-120,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Washington Nationals,St. Louis Cardinals,2025-07-10T23:45:00,M. Soroka,M. Mikolas,bet365,+120,-140,+100,-120,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Washington Nationals,St. Louis Cardinals,2025-07-10T23:45:00,M. Soroka,M. Mikolas,DraftKings,+123,-150,-102,-119,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Atlanta Braves,Athletics Athletics,2025-07-11T01:05:00,S. Strider,J. Sears,BetMGM,-200,+165,-130,+110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Atlanta Braves,Athletics Athletics,2025-07-11T01:05:00,S. Strider,J. Sears,FanDuel,-186,+144,-136,+116,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Atlanta Braves,Athletics Athletics,2025-07-11T01:05:00,S. Strider,J. Sears,Caesars,-204,+170,-135,+115,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Atlanta Braves,Athletics Athletics,2025-07-11T01:05:00,S. Strider,J. Sears,bet365,-190,+160,-135,+115,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Atlanta Braves,Athletics Athletics,2025-07-11T01:05:00,S. Strider,J. Sears,DraftKings,-174,+132,-137,+112,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Texas Rangers,Los Angeles Angels,2025-07-11T01:38:00,P. Corbin,J. Kochanowicz,BetMGM,-105,-115,-130,+110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Texas Rangers,Los Angeles Angels,2025-07-11T01:38:00,P. Corbin,J. Kochanowicz,FanDuel,-104,-112,-126,+108,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Texas Rangers,Los Angeles Angels,2025-07-11T01:38:00,P. Corbin,J. Kochanowicz,Caesars,-105,-115,-130,+110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Texas Rangers,Los Angeles Angels,2025-07-11T01:38:00,P. Corbin,J. Kochanowicz,bet365,-105,-115,-130,+110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Texas Rangers,Los Angeles Angels,2025-07-11T01:38:00,P. Corbin,J. Kochanowicz,DraftKings,-111,-109,-132,+108,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Arizona Diamondbacks,San Diego Padres,2025-07-11T01:40:00,E. Rodriguez,R. Vasquez,BetMGM,-125,+105,+115,-140,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Arizona Diamondbacks,San Diego Padres,2025-07-11T01:40:00,E. Rodriguez,R. Vasquez,FanDuel,-124,+106,+120,-142,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Arizona Diamondbacks,San Diego Padres,2025-07-11T01:40:00,E. Rodriguez,R. Vasquez,Caesars,-125,+105,+118,-141,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Arizona Diamondbacks,San Diego Padres,2025-07-11T01:40:00,E. Rodriguez,R. Vasquez,bet365,-125,+105,+120,-140,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2025-07-10,Arizona Diamondbacks,San Diego Padres,2025-07-11T01:40:00,E. Rodriguez,R. Vasquez,DraftKings,-124,+102,+118,-144,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2025-07-10,embedded_json
2024-07-10,Kansas City Royals,St. Louis Cardinals,2024-07-10T17:45:00,A. Marsh,A. Pallante,BetMGM,+125,-150,+100,-120,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Kansas City Royals,St. Louis Cardinals,2024-07-10T17:45:00,A. Marsh,A. Pallante,FanDuel,+136,-174,-108,-108,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Kansas City Royals,St. Louis Cardinals,2024-07-10T17:45:00,A. Marsh,A. Pallante,Caesars,+126,-149,-105,-115,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Kansas City Royals,St. Louis Cardinals,2024-07-10T17:45:00,A. Marsh,A. Pallante,bet365,+100,-120,-105,-115,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Kansas City Royals,St. Louis Cardinals,2024-07-10T17:45:00,A. Marsh,A. Pallante,DraftKings,+124,-160,-102,-118,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Minnesota Twins,Chicago White Sox,2024-07-10T18:10:00,P. Lopez,D. Thorpe,BetMGM,-160,+135,-165,+140,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Minnesota Twins,Chicago White Sox,2024-07-10T18:10:00,P. Lopez,D. Thorpe,FanDuel,-220,+184,-154,+130,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Minnesota Twins,Chicago White Sox,2024-07-10T18:10:00,P. Lopez,D. Thorpe,Caesars,-233,+192,-164,+140,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Minnesota Twins,Chicago White Sox,2024-07-10T18:10:00,P. Lopez,D. Thorpe,bet365,-155,+130,-165,+140,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Minnesota Twins,Chicago White Sox,2024-07-10T18:10:00,P. Lopez,D. Thorpe,DraftKings,-155,+130,-166,+140,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Minnesota Twins,Chicago White Sox,2024-07-10T21:05:00,B. Ober,E. Fedde,BetMGM,-160,+135,-165,+140,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Minnesota Twins,Chicago White Sox,2024-07-10T21:05:00,B. Ober,E. Fedde,FanDuel,-162,+136,-176,+148,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Minnesota Twins,Chicago White Sox,2024-07-10T21:05:00,B. Ober,E. Fedde,Caesars,-161,+135,-161,+135,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Minnesota Twins,Chicago White Sox,2024-07-10T21:05:00,B. Ober,E. Fedde,DraftKings,-162,+136,-162,+136,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Chicago Cubs,Baltimore Orioles,2024-07-10T22:35:00,S. Imanaga,C. Burnes,BetMGM,+150,-185,+140,-165,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Chicago Cubs,Baltimore Orioles,2024-07-10T22:35:00,S. Imanaga,C. Burnes,FanDuel,+150,-178,+142,-168,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Chicago Cubs,Baltimore Orioles,2024-07-10T22:35:00,S. Imanaga,C. Burnes,Caesars,+152,-179,+140,-164,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Chicago Cubs,Baltimore Orioles,2024-07-10T22:35:00,S. Imanaga,C. Burnes,bet365,+150,-180,+140,-165,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Chicago Cubs,Baltimore Orioles,2024-07-10T22:35:00,S. Imanaga,C. Burnes,DraftKings,+150,-180,+136,-162,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Cleveland Guardians,Detroit Tigers,2024-07-10T22:40:00,T. Bibee,R. Olson,BetMGM,-145,+120,-145,+120,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Cleveland Guardians,Detroit Tigers,2024-07-10T22:40:00,T. Bibee,R. Olson,FanDuel,-144,+122,-138,+118,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Cleveland Guardians,Detroit Tigers,2024-07-10T22:40:00,T. Bibee,R. Olson,Caesars,-149,+126,-145,+122,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Cleveland Guardians,Detroit Tigers,2024-07-10T22:40:00,T. Bibee,R. Olson,bet365,-150,+125,-140,+120,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Cleveland Guardians,Detroit Tigers,2024-07-10T22:40:00,T. Bibee,R. Olson,DraftKings,-148,+124,-148,+124,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Seattle Mariners,San Diego Padres,2024-07-10T22:40:00,B. Miller,M. King,BetMGM,+120,-145,+115,-140,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Seattle Mariners,San Diego Padres,2024-07-10T22:40:00,B. Miller,M. King,FanDuel,+124,-146,+108,-126,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Seattle Mariners,San Diego Padres,2024-07-10T22:40:00,B. Miller,M. King,Caesars,+122,-145,+115,-135,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Seattle Mariners,San Diego Padres,2024-07-10T22:40:00,B. Miller,M. King,bet365,+125,-150,+115,-135,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Seattle Mariners,San Diego Padres,2024-07-10T22:40:00,B. Miller,M. King,DraftKings,+124,-148,+114,-135,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,New York Yankees,Tampa Bay Rays,2024-07-10T22:50:00,M. Stroman,Z. Eflin,BetMGM,+105,-125,-110,-110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,New York Yankees,Tampa Bay Rays,2024-07-10T22:50:00,M. Stroman,Z. Eflin,FanDuel,+102,-120,-116,-102,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,New York Yankees,Tampa Bay Rays,2024-07-10T22:50:00,M. Stroman,Z. Eflin,Caesars,-105,-115,-110,-110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,New York Yankees,Tampa Bay Rays,2024-07-10T22:50:00,M. Stroman,Z. Eflin,bet365,+105,-125,-115,-105,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,New York Yankees,Tampa Bay Rays,2024-07-10T22:50:00,M. Stroman,Z. Eflin,DraftKings,+102,-122,-110,-110,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Los Angeles Dodgers,Philadelphia Phillies,2024-07-10T23:05:00,G. Stone,C. Sanchez,BetMGM,+115,-135,+110,-135,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Los Angeles Dodgers,Philadelphia Phillies,2024-07-10T23:05:00,G. Stone,C. Sanchez,FanDuel,+116,-136,-102,-116,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Los Angeles Dodgers,Philadelphia Phillies,2024-07-10T23:05:00,G. Stone,C. Sanchez,Caesars,+115,-135,+110,-130,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Los Angeles Dodgers,Philadelphia Phillies,2024-07-10T23:05:00,G. Stone,C. Sanchez,bet365,+120,-140,+105,-125,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Los Angeles Dodgers,Philadelphia Phillies,2024-07-10T23:05:00,G. Stone,C. Sanchez,DraftKings,+100,-130,+110,-130,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Colorado Rockies,Cincinnati Reds,2024-07-10T23:10:00,K. Freeland,F. Montas Jr,BetMGM,+155,-190,+150,-185,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Colorado Rockies,Cincinnati Reds,2024-07-10T23:10:00,K. Freeland,F. Montas Jr,FanDuel,+164,-196,+150,-178,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Colorado Rockies,Cincinnati Reds,2024-07-10T23:10:00,K. Freeland,F. Montas Jr,Caesars,+162,-196,+158,-189,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Colorado Rockies,Cincinnati Reds,2024-07-10T23:10:00,K. Freeland,F. Montas Jr,bet365,+160,-190,+145,-170,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Colorado Rockies,Cincinnati Reds,2024-07-10T23:10:00,K. Freeland,F. Montas Jr,DraftKings,+165,-215,+154,-185,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Washington Nationals,New York Mets,2024-07-10T23:10:00,P. Corbin,L. Severino,BetMGM,+165,-200,+165,-200,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Washington Nationals,New York Mets,2024-07-10T23:10:00,P. Corbin,L. Severino,FanDuel,+172,-205,+180,-215,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Washington Nationals,New York Mets,2024-07-10T23:10:00,P. Corbin,L. Severino,Caesars,+170,-204,+158,-189,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Washington Nationals,New York Mets,2024-07-10T23:10:00,P. Corbin,L. Severino,bet365,+165,-200,+155,-185,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Washington Nationals,New York Mets,2024-07-10T23:10:00,P. Corbin,L. Severino,DraftKings,+170,-205,+160,-192,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Oakland Athletics,Boston Red Sox,2024-07-10T23:10:00,J. Sears,N. Pivetta,BetMGM,+165,-200,+155,-190,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Oakland Athletics,Boston Red Sox,2024-07-10T23:10:00,J. Sears,N. Pivetta,FanDuel,+164,-196,+172,-205,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Oakland Athletics,Boston Red Sox,2024-07-10T23:10:00,J. Sears,N. Pivetta,Caesars,+162,-196,+158,-189,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Oakland Athletics,Boston Red Sox,2024-07-10T23:10:00,J. Sears,N. Pivetta,bet365,+165,-200,+160,-190,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Oakland Athletics,Boston Red Sox,2024-07-10T23:10:00,J. Sears,N. Pivetta,DraftKings,+164,-198,+154,-185,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Kansas City Royals,St. Louis Cardinals,2024-07-10T23:45:00,M. Wacha,G. Graceffo,BetMGM,+100,-120,+130,-155,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Kansas City Royals,St. Louis Cardinals,2024-07-10T23:45:00,M. Wacha,G. Graceffo,FanDuel,+100,-118,+132,-156,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Kansas City Royals,St. Louis Cardinals,2024-07-10T23:45:00,M. Wacha,G. Graceffo,Caesars,+100,-120,+130,-154,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Kansas City Royals,St. Louis Cardinals,2024-07-10T23:45:00,M. Wacha,G. Graceffo,DraftKings,+100,-120,+130,-155,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Pittsburgh Pirates,Milwaukee Brewers,2024-07-11T00:10:00,M. Perez,T. Myers,BetMGM,+135,-160,+125,-150,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Pittsburgh Pirates,Milwaukee Brewers,2024-07-11T00:10:00,M. Perez,T. Myers,FanDuel,+136,-162,+128,-152,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Pittsburgh Pirates,Milwaukee Brewers,2024-07-11T00:10:00,M. Perez,T. Myers,Caesars,+135,-161,+130,-154,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Pittsburgh Pirates,Milwaukee Brewers,2024-07-11T00:10:00,M. Perez,T. Myers,bet365,+135,-160,+125,-150,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Pittsburgh Pirates,Milwaukee Brewers,2024-07-11T00:10:00,M. Perez,T. Myers,DraftKings,+136,-162,+130,-155,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Miami Marlins,Houston Astros,2024-07-11T00:10:00,T. Rogers,R. Blanco,BetMGM,+200,-250,+180,-225,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Miami Marlins,Houston Astros,2024-07-11T00:10:00,T. Rogers,R. Blanco,FanDuel,+200,-245,+188,-225,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Miami Marlins,Houston Astros,2024-07-11T00:10:00,T. Rogers,R. Blanco,Caesars,+196,-238,+192,-233,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Miami Marlins,Houston Astros,2024-07-11T00:10:00,T. Rogers,R. Blanco,bet365,+195,-240,+185,-225,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Miami Marlins,Houston Astros,2024-07-11T00:10:00,T. Rogers,R. Blanco,DraftKings,+195,-238,+170,-205,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
2024-07-10,Texas Rangers,Los Angeles Angels,2024-07-11T01:38:00,M. Lorenzen,G. Canning,BetMGM,-130,+110,-150,+125,https://www.sportsbookreview.com/betting-odds/mlb-baseball/?date=2024-07-10,embedded_json
