state_type,state_bucket,tier,tier_value,primary_outcome,seasons_seen,season_count,total_count,min_season_count,avg_rate,min_rate,max_rate,rate_range,avg_lift,min_lift,max_lift,stability_label
lead,up_4_f5_1_5,home_away,away,gave_up_tie_or_lead,"2023,2024,2025",3,1776,560,0.186,0.1645,0.2161,0.0516,0.0412,0.0243,0.0604,stable_positive_lift
lead,up_4_f5_1_5,home_away,away,opponent_scored_next_2_innings,"2023,2024,2025",3,1776,560,0.608,0.5896,0.6232,0.0336,0.0516,0.0327,0.0624,stable_positive_lift
lead,up_4_f5_1_5,l10_rpg_bucket,low_lt_3_5,gave_up_tie_or_lead,"2023,2024,2025",3,598,157,0.208,0.1586,0.2739,0.1153,0.0632,0.0329,0.1182,stable_positive_lift
lead,up_4_f5_1_5,l10_rpg_bucket,low_lt_3_5,opponent_scored_next_2_innings,"2023,2024,2025",3,598,157,0.6098,0.5935,0.6369,0.0434,0.0534,0.0366,0.0761,stable_positive_lift
lead,up_4_f5_1_5,offense_form_bucket,40_45,gave_up_tie_or_lead,"2023,2024,2025",3,591,184,0.1982,0.1907,0.2083,0.0176,0.0534,0.0375,0.0826,stable_positive_lift
lead,up_4_f5_1_5,offense_form_bucket,60_plus,held_to_win,"2023,2024,2025",3,347,106,0.9626,0.9346,0.9906,0.056,0.0525,0.0206,0.0877,stable_positive_lift
lead,up_4_f5_1_5,opponent_team_strength_bucket,45_50,opponent_scored_next_2_innings,"2023,2024,2025",3,946,278,0.604,0.5612,0.6595,0.0983,0.0476,0.0097,0.0987,stable_positive_lift
lead,up_4_late_7_plus,l10_rpg_bucket,low_lt_3_5,opponent_scored_next_2_innings,"2023,2024,2025",3,866,237,0.4081,0.381,0.4304,0.0494,0.0452,0.0323,0.0553,stable_positive_lift
lead,up_4_late_7_plus,offense_form_bucket,60_plus,opponent_scored_next_2_innings,"2023,2024,2025",3,592,168,0.4132,0.3988,0.4328,0.034,0.0503,0.0182,0.0751,stable_positive_lift
lead,up_4_middle_6,home_away,away,opponent_scored_next_2_innings,"2023,2024,2025",3,1050,304,0.5786,0.5493,0.6073,0.058,0.0464,0.0355,0.0605,stable_positive_lift
lead,up_5_plus_f5_1_5,home_away,away,opponent_scored_next_2_innings,"2023,2024,2025",3,2883,886,0.5945,0.5533,0.6388,0.0855,0.0433,0.0221,0.0692,stable_positive_lift
lead,up_5_plus_late_7_plus,offense_form_bucket,lt_40,opponent_scored_next_2_innings,"2023,2024,2025",3,564,166,0.4727,0.4158,0.5204,0.1046,0.0749,0.0036,0.141,stable_positive_lift
lead,up_5_plus_middle_6,home_away,away,opponent_scored_next_2_innings,"2023,2024,2025",3,2043,643,0.5912,0.5584,0.6195,0.0611,0.0417,0.0308,0.0521,stable_positive_lift
response_after_allowed,early_1_3,home_away,home,scored_next_2_innings,"2023,2024,2025",3,8242,2649,0.6211,0.5979,0.6532,0.0553,0.0855,0.0754,0.0912,stable_positive_lift
response_after_allowed,early_1_3,l10_rpg_bucket,very_high_5_5_plus,eventually_won,"2023,2024,2025",3,3258,983,0.3778,0.372,0.3818,0.0098,0.0563,0.0409,0.0695,stable_positive_lift
response_after_allowed,early_1_3,offense_form_bucket,60_plus,eventually_won,"2023,2024,2025",3,1358,409,0.386,0.3647,0.401,0.0363,0.0645,0.0336,0.0887,stable_positive_lift
response_after_allowed,early_1_3,opponent_run_prevention_bucket,lt_40,eventually_won,"2023,2024,2025",3,1230,355,0.384,0.3155,0.4213,0.1058,0.0625,0.0032,0.1002,stable_positive_lift
response_after_allowed,early_1_3,opponent_run_prevention_bucket,lt_40,scored_next_2_innings,"2023,2024,2025",3,1230,355,0.6021,0.5787,0.6388,0.0601,0.0664,0.0576,0.0755,stable_positive_lift
response_after_allowed,early_1_3,opponent_team_strength_bucket,40_45,eventually_won,"2023,2024,2025",3,1847,582,0.3769,0.3608,0.4085,0.0477,0.0554,0.0403,0.0774,stable_positive_lift
response_after_allowed,early_1_3,opponent_team_strength_bucket,lt_40,eventually_won,"2023,2024,2025",3,1258,317,0.4463,0.4213,0.4665,0.0452,0.1248,0.0902,0.1542,stable_positive_lift
response_after_allowed,early_1_3,team_strength_bucket,55_60,eventually_won,"2023,2024,2025",3,2499,771,0.362,0.356,0.3707,0.0147,0.0405,0.0282,0.0584,stable_positive_lift
response_after_allowed,early_1_3,team_strength_bucket,60_plus,eventually_won,"2023,2024,2025",3,1069,252,0.3808,0.377,0.3878,0.0108,0.0593,0.0559,0.0654,stable_positive_lift
response_after_allowed,early_1_3,team_strength_bucket,60_plus,scored_next_2_innings,"2023,2024,2025",3,1069,252,0.6011,0.5675,0.6213,0.0538,0.0654,0.0464,0.0919,stable_positive_lift
response_after_allowed,f5_1_5,home_away,home,scored_next_2_innings,"2023,2024,2025",3,5825,1882,0.6043,0.5871,0.6208,0.0337,0.0715,0.0662,0.0765,stable_positive_lift
response_after_allowed,f5_1_5,l10_rpg_bucket,very_high_5_5_plus,eventually_won,"2023,2024,2025",3,2158,647,0.3605,0.3462,0.3864,0.0402,0.0433,0.0259,0.072,stable_positive_lift
response_after_allowed,f5_1_5,offense_form_bucket,60_plus,eventually_won,"2023,2024,2025",3,936,264,0.4162,0.393,0.4389,0.0459,0.099,0.076,0.1186,stable_positive_lift
response_after_allowed,f5_1_5,opponent_run_prevention_bucket,lt_40,eventually_won,"2023,2024,2025",3,894,251,0.3888,0.3701,0.4024,0.0323,0.0716,0.0498,0.088,stable_positive_lift
response_after_allowed,f5_1_5,opponent_team_strength_bucket,40_45,eventually_won,"2023,2024,2025",3,1146,344,0.3789,0.359,0.4157,0.0567,0.0616,0.0416,0.1013,stable_positive_lift
response_after_allowed,f5_1_5,opponent_team_strength_bucket,40_45,scored_next_2_innings,"2023,2024,2025",3,1146,344,0.5764,0.5581,0.6107,0.0526,0.0435,0.0113,0.0898,stable_positive_lift
response_after_allowed,f5_1_5,opponent_team_strength_bucket,lt_40,eventually_won,"2023,2024,2025",3,838,225,0.4242,0.4169,0.4291,0.0122,0.107,0.0966,0.1147,stable_positive_lift
response_after_allowed,late_7_plus,home_away,home,scored_next_2_innings,"2023,2024,2025",3,8973,2897,0.4094,0.4011,0.4155,0.0144,0.055,0.0441,0.0672,stable_positive_lift
response_after_allowed,late_7_plus,offense_form_bucket,60_plus,eventually_won,"2023,2024,2025",3,1287,387,0.3924,0.3636,0.4286,0.065,0.0708,0.0393,0.1113,stable_positive_lift
response_after_allowed,late_7_plus,opponent_run_prevention_bucket,lt_40,eventually_won,"2023,2024,2025",3,1218,377,0.3837,0.3796,0.3868,0.0072,0.0621,0.0615,0.0625,stable_positive_lift
response_after_allowed,late_7_plus,opponent_team_strength_bucket,40_45,eventually_won,"2023,2024,2025",3,1631,509,0.3917,0.387,0.3959,0.0089,0.0701,0.0627,0.0748,stable_positive_lift
response_after_allowed,late_7_plus,opponent_team_strength_bucket,lt_40,eventually_won,"2023,2024,2025",3,1284,352,0.4142,0.3894,0.429,0.0396,0.0926,0.0663,0.1117,stable_positive_lift
response_after_allowed,late_7_plus,team_strength_bucket,55_60,eventually_won,"2023,2024,2025",3,2387,731,0.3628,0.3397,0.3821,0.0424,0.0412,0.0224,0.0578,stable_positive_lift
response_after_allowed,middle_6,home_away,home,scored_next_2_innings,"2023,2024,2025",3,2843,923,0.6045,0.5846,0.6154,0.0308,0.0828,0.0719,0.0951,stable_positive_lift
response_after_allowed,middle_6,l10_rpg_bucket,very_high_5_5_plus,eventually_won,"2023,2024,2025",3,1170,341,0.3614,0.3379,0.3943,0.0564,0.0402,0.0094,0.0804,stable_positive_lift
response_after_allowed,middle_6,opponent_run_prevention_bucket,lt_40,eventually_won,"2023,2024,2025",3,473,141,0.3907,0.35,0.4326,0.0826,0.0695,0.0361,0.1041,stable_positive_lift
response_after_allowed,middle_6,opponent_team_strength_bucket,40_45,eventually_won,"2023,2024,2025",3,654,206,0.3929,0.3541,0.4272,0.0731,0.0717,0.0402,0.0987,stable_positive_lift
response_after_allowed,middle_6,opponent_team_strength_bucket,40_45,scored_next_2_innings,"2023,2024,2025",3,654,206,0.5631,0.5407,0.5922,0.0515,0.0414,0.0204,0.0534,stable_positive_lift
response_after_allowed,middle_6,opponent_team_strength_bucket,lt_40,eventually_won,"2023,2024,2025",3,459,135,0.4364,0.4104,0.4815,0.0711,0.1152,0.0819,0.1603,stable_positive_lift
response_after_allowed,middle_6,opponent_team_strength_bucket,lt_40,scored_next_2_innings,"2023,2024,2025",3,459,135,0.6154,0.5852,0.6424,0.0572,0.0937,0.0768,0.1221,stable_positive_lift
response_after_allowed,middle_6,team_strength_bucket,55_60,eventually_won,"2023,2024,2025",3,805,231,0.3636,0.3194,0.4242,0.1048,0.0424,0.0055,0.0957,stable_positive_lift
