season,state_bucket,offense_form_bucket,count,held_to_win_rate,gave_up_tie_or_lead_rate,opponent_scored_next_1_inning_rate,opponent_scored_next_2_innings_rate,lead_reduced_next_2_rate,lead_cut_to_1_next_2_rate,baseline_count,held_to_win_baseline_rate,held_to_win_lift,gave_up_tie_or_lead_baseline_rate,gave_up_tie_or_lead_lift,opponent_scored_next_1_inning_baseline_rate,opponent_scored_next_1_inning_lift,opponent_scored_next_2_innings_baseline_rate,opponent_scored_next_2_innings_lift,lead_reduced_next_2_baseline_rate,lead_reduced_next_2_lift,lead_cut_to_1_next_2_baseline_rate,lead_cut_to_1_next_2_lift
2024,up_5_plus_middle_6,45_50,442,0.9842,0.0226,0.3733,0.5068,0.4231,0.0249,1412,0.9816,0.0026,0.0269,-0.0043,0.3817,-0.0084,0.5163,-0.0095,0.4256,-0.0025,0.0276,-0.0027
2025,up_3_f5_1_5,45_50,440,0.8795,0.1909,0.35,0.475,0.3818,0.225,1710,0.8643,0.0152,0.2216,-0.0307,0.3713,-0.0213,0.5222,-0.0472,0.4146,-0.0328,0.2444,-0.0194
2023,up_3_early_1_3,45_50,435,0.7563,0.3885,0.4713,0.6138,0.4805,0.2874,1690,0.774,-0.0177,0.3657,0.0228,0.4385,0.0328,0.5964,0.0174,0.458,0.0225,0.2817,0.0057
2023,up_1_early_1_3,60_plus,434,0.6267,0.5829,0.3733,0.5392,0.4217,0.9493,5257,0.6173,0.0094,0.6371,-0.0542,0.4141,-0.0408,0.5632,-0.024,0.4392,-0.0175,0.9583,-0.009
2024,up_3_f5_1_5,50_55,434,0.8594,0.2235,0.4101,0.5899,0.4493,0.2488,1931,0.8674,-0.008,0.2258,-0.0023,0.392,0.0181,0.5298,0.0601,0.4247,0.0246,0.2496,-0.0008
2023,up_2_early_1_3,55_60,432,0.7431,0.4884,0.4468,0.5787,0.4583,0.4583,2917,0.7011,0.042,0.505,-0.0166,0.432,0.0148,0.5883,-0.0096,0.4758,-0.0175,0.4758,-0.0175
2024,up_3_late_7_plus,55_60,425,0.9718,0.0447,0.3318,0.3788,0.3082,0.1106,2744,0.953,0.0188,0.0678,-0.0231,0.3287,0.0031,0.3812,-0.0024,0.32,-0.0118,0.1396,-0.029
2025,up_1_middle_6,45_50,424,0.6415,0.4906,0.3703,0.5118,0.4292,0.9882,1601,0.6721,-0.0306,0.4859,0.0047,0.3691,0.0012,0.524,-0.0122,0.4204,0.0088,0.9781,0.0101
2025,up_2_f5_1_5,40_45,424,0.7193,0.4599,0.4104,0.5637,0.4623,0.4623,2589,0.7636,-0.0443,0.4002,0.0597,0.409,0.0014,0.5577,0.006,0.4434,0.0189,0.4434,0.0189
2025,up_3_early_1_3,45_50,418,0.7895,0.3278,0.3923,0.5359,0.4091,0.2775,1574,0.8113,-0.0218,0.3253,0.0025,0.3952,-0.0029,0.5559,-0.02,0.425,-0.0159,0.2541,0.0234
2023,up_2_f5_1_5,55_60,417,0.7698,0.4293,0.3957,0.5252,0.4365,0.4365,2652,0.7534,0.0164,0.4163,0.013,0.4427,-0.047,0.592,-0.0668,0.4729,-0.0364,0.4729,-0.0364
2023,up_2_f5_1_5,40_45,413,0.7119,0.477,0.46,0.6005,0.5424,0.5424,2652,0.7534,-0.0415,0.4163,0.0607,0.4427,0.0173,0.592,0.0085,0.4729,0.0695,0.4729,0.0695
2024,up_2_early_1_3,55_60,413,0.8063,0.3729,0.4383,0.5545,0.431,0.431,3030,0.7429,0.0634,0.4502,-0.0773,0.3835,0.0548,0.5419,0.0126,0.4145,0.0165,0.4145,0.0165
2024,up_2_f5_1_5,55_60,412,0.8107,0.3447,0.3811,0.568,0.4078,0.4078,2806,0.7744,0.0363,0.3553,-0.0106,0.3813,-0.0002,0.5474,0.0206,0.4195,-0.0117,0.4195,-0.0117
2025,up_2_late_7_plus,55_60,411,0.9294,0.1509,0.3504,0.4088,0.3406,0.3406,3185,0.8942,0.0352,0.1799,-0.029,0.3341,0.0163,0.3962,0.0126,0.3353,0.0053,0.3353,0.0053
2024,up_1_middle_6,50_55,410,0.6707,0.4878,0.3659,0.5805,0.4146,0.9829,1608,0.658,0.0127,0.51,-0.0222,0.3943,-0.0284,0.5647,0.0158,0.449,-0.0344,0.9826,0.0003
2023,up_3_late_7_plus,40_45,398,0.9472,0.1106,0.3342,0.3769,0.309,0.196,2579,0.9387,0.0085,0.0954,0.0152,0.3373,-0.0031,0.3889,-0.012,0.3075,0.0015,0.1706,0.0254
2025,up_1_late_7_plus,60_plus,397,0.8589,0.267,0.2997,0.3401,0.267,0.9798,4136,0.7962,0.0627,0.3039,-0.0369,0.3138,-0.0141,0.3656,-0.0255,0.3039,-0.0369,0.9768,0.003
2024,up_4_late_7_plus,40_45,396,0.9545,0.0732,0.3384,0.4066,0.346,0.1439,2139,0.9715,-0.017,0.0383,0.0349,0.323,0.0154,0.3806,0.026,0.3249,0.0211,0.0827,0.0612
2024,up_5_plus_late_7_plus,60_plus,392,1.0,0.0,0.2806,0.3087,0.2551,0.0408,5053,0.9927,0.0073,0.0113,-0.0113,0.3275,-0.0469,0.3794,-0.0707,0.3137,-0.0586,0.0263,0.0145
2024,up_1_early_1_3,60_plus,385,0.6597,0.626,0.4026,0.5429,0.4208,0.9532,5340,0.6382,0.0215,0.6305,-0.0045,0.3964,0.0062,0.5468,-0.0039,0.4255,-0.0047,0.9541,-0.0009
2024,up_3_early_1_3,50_55,384,0.7839,0.3073,0.4453,0.599,0.4271,0.2266,1634,0.8237,-0.0398,0.2803,0.027,0.4002,0.0451,0.5532,0.0458,0.4278,-0.0007,0.2301,-0.0035
2024,up_2_middle_6,45_50,380,0.7842,0.3395,0.4737,0.5842,0.4684,0.4684,1291,0.7885,-0.0043,0.3238,0.0157,0.4361,0.0376,0.5655,0.0187,0.4547,0.0137,0.4547,0.0137
2025,up_3_late_7_plus,55_60,380,0.9132,0.1,0.3211,0.3737,0.3316,0.2079,2484,0.9569,-0.0437,0.0761,0.0239,0.318,0.0031,0.3732,0.0005,0.3019,0.0297,0.1514,0.0565
2025,up_3_late_7_plus,40_45,378,0.9101,0.1402,0.3862,0.4339,0.3862,0.2011,2484,0.9569,-0.0468,0.0761,0.0641,0.318,0.0682,0.3732,0.0607,0.3019,0.0843,0.1514,0.0497
2025,up_2_early_1_3,55_60,373,0.8123,0.4129,0.3405,0.4933,0.37,0.37,2763,0.7351,0.0772,0.4629,-0.05,0.3959,-0.0554,0.553,-0.0597,0.447,-0.077,0.447,-0.077
2023,up_3_late_7_plus,55_60,372,0.8844,0.1452,0.3737,0.4194,0.3414,0.2177,2579,0.9387,-0.0543,0.0954,0.0498,0.3373,0.0364,0.3889,0.0305,0.3075,0.0339,0.1706,0.0471
2023,up_5_plus_middle_6,50_55,372,0.9892,0.0323,0.4005,0.578,0.457,0.0457,1330,0.9805,0.0087,0.0331,-0.0008,0.4113,-0.0108,0.5887,-0.0107,0.4549,0.0021,0.0406,0.0051
2025,up_2_f5_1_5,55_60,370,0.8135,0.3541,0.3649,0.5351,0.3973,0.3973,2589,0.7636,0.0499,0.4002,-0.0461,0.409,-0.0441,0.5577,-0.0226,0.4434,-0.0461,0.4434,-0.0461
2023,up_5_plus_middle_6,45_50,367,0.9646,0.0381,0.4196,0.5886,0.4823,0.0409,1330,0.9805,-0.0159,0.0331,0.005,0.4113,0.0083,0.5887,-0.0001,0.4549,0.0274,0.0406,0.0003
2024,up_1_late_7_plus,60_plus,365,0.8192,0.3233,0.389,0.4329,0.3233,0.9753,4150,0.7598,0.0594,0.3383,-0.015,0.3525,0.0365,0.4051,0.0278,0.3383,-0.015,0.974,0.0013
2023,up_4_f5_1_5,50_55,362,0.9254,0.1326,0.4254,0.5249,0.4475,0.1354,1143,0.9029,0.0225,0.1557,-0.0231,0.4156,0.0098,0.5608,-0.0359,0.4558,-0.0083,0.1382,-0.0028
2024,up_2_middle_6,50_55,360,0.7778,0.3139,0.3778,0.5417,0.4444,0.4444,1291,0.7885,-0.0107,0.3238,-0.0099,0.4361,-0.0583,0.5655,-0.0238,0.4547,-0.0103,0.4547,-0.0103
2024,up_4_f5_1_5,45_50,359,0.9276,0.1365,0.4067,0.5682,0.454,0.1588,1221,0.914,0.0136,0.1532,-0.0167,0.3931,0.0136,0.5569,0.0113,0.4398,0.0142,0.1507,0.0081
2024,up_5_plus_middle_6,50_55,351,0.9772,0.0228,0.3761,0.5014,0.4131,0.0199,1412,0.9816,-0.0044,0.0269,-0.0041,0.3817,-0.0056,0.5163,-0.0149,0.4256,-0.0125,0.0276,-0.0077
2023,up_4_late_7_plus,55_60,347,0.9568,0.0663,0.268,0.3141,0.2594,0.098,2125,0.9755,-0.0187,0.0381,0.0282,0.3233,-0.0553,0.3751,-0.061,0.2894,-0.03,0.0776,0.0204
2025,up_1_f5_1_5,60_plus,347,0.6888,0.6081,0.4352,0.5648,0.464,0.9625,3632,0.6352,0.0536,0.5765,0.0316,0.4025,0.0327,0.5498,0.015,0.4452,0.0188,0.9722,-0.0097
2025,up_2_middle_6,45_50,347,0.8386,0.2738,0.3545,0.4841,0.3977,0.3977,1273,0.8272,0.0114,0.3009,-0.0271,0.392,-0.0375,0.5169,-0.0328,0.4171,-0.0194,0.4171,-0.0194
2025,up_4_f5_1_5,50_55,347,0.9193,0.1182,0.3545,0.5072,0.4294,0.121,1146,0.9136,0.0057,0.1257,-0.0075,0.3927,-0.0382,0.5515,-0.0443,0.4564,-0.027,0.1405,-0.0195
2023,up_2_middle_6,50_55,346,0.7977,0.315,0.3439,0.5231,0.422,0.422,1240,0.8016,-0.0039,0.3056,0.0094,0.3903,-0.0464,0.5379,-0.0148,0.4323,-0.0103,0.4323,-0.0103
2025,up_5_plus_middle_6,45_50,342,0.9678,0.0409,0.3743,0.5322,0.4123,0.038,1288,0.9806,-0.0128,0.0272,0.0137,0.3773,-0.003,0.5435,-0.0113,0.4045,0.0078,0.038,0.0
2025,up_5_plus_middle_6,50_55,337,0.9911,0.0208,0.4036,0.5401,0.4184,0.0445,1288,0.9806,0.0105,0.0272,-0.0064,0.3773,0.0263,0.5435,-0.0034,0.4045,0.0139,0.038,0.0065
2023,up_2_middle_6,45_50,335,0.8179,0.2597,0.4119,0.5134,0.4,0.4,1240,0.8016,0.0163,0.3056,-0.0459,0.3903,0.0216,0.5379,-0.0245,0.4323,-0.0323,0.4323,-0.0323
2024,up_3_f5_1_5,40_45,332,0.8795,0.2018,0.3072,0.4217,0.3404,0.1928,1931,0.8674,0.0121,0.2258,-0.024,0.392,-0.0848,0.5298,-0.1081,0.4247,-0.0843,0.2496,-0.0568
2024,up_4_late_7_plus,55_60,327,1.0,0.0031,0.3028,0.3486,0.2905,0.0336,2139,0.9715,0.0285,0.0383,-0.0352,0.323,-0.0202,0.3806,-0.032,0.3249,-0.0344,0.0827,-0.0491
2025,up_2_late_7_plus,60_plus,327,0.9266,0.1713,0.3456,0.3884,0.3303,0.3303,3185,0.8942,0.0324,0.1799,-0.0086,0.3341,0.0115,0.3962,-0.0078,0.3353,-0.005,0.3353,-0.005
2024,up_5_plus_f5_1_5,40_45,325,0.9477,0.0769,0.3415,0.5077,0.4308,0.0462,1894,0.9498,-0.0021,0.0692,0.0077,0.3685,-0.027,0.5148,-0.0071,0.4197,0.0111,0.0533,-0.0071
2025,up_2_middle_6,50_55,322,0.854,0.3075,0.4161,0.4938,0.4068,0.4068,1273,0.8272,0.0268,0.3009,0.0066,0.392,0.0241,0.5169,-0.0231,0.4171,-0.0103,0.4171,-0.0103
2023,up_3_middle_6,50_55,319,0.8777,0.2038,0.4169,0.558,0.4232,0.2382,981,0.8695,0.0082,0.1978,0.006,0.4149,0.002,0.5668,-0.0088,0.4506,-0.0274,0.2589,-0.0207
2024,up_4_f5_1_5,50_55,314,0.9013,0.1561,0.4013,0.5573,0.414,0.1083,1221,0.914,-0.0127,0.1532,0.0029,0.3931,0.0082,0.5569,0.0004,0.4398,-0.0258,0.1507,-0.0424
2024,up_3_f5_1_5,55_60,312,0.9359,0.1538,0.3558,0.4968,0.4135,0.2019,1931,0.8674,0.0685,0.2258,-0.072,0.392,-0.0362,0.5298,-0.033,0.4247,-0.0112,0.2496,-0.0477
2023,up_4_late_7_plus,40_45,311,0.9711,0.0354,0.3215,0.3698,0.2797,0.0514,2125,0.9755,-0.0044,0.0381,-0.0027,0.3233,-0.0018,0.3751,-0.0053,0.2894,-0.0097,0.0776,-0.0262
2024,up_3_middle_6,45_50,310,0.9129,0.1548,0.3839,0.4968,0.4065,0.2323,1020,0.902,0.0109,0.1539,0.0009,0.4118,-0.0279,0.5363,-0.0395,0.4275,-0.021,0.2392,-0.0069
2023,up_1_late_7_plus,60_plus,298,0.7718,0.302,0.3121,0.3356,0.302,0.9631,4144,0.7734,-0.0016,0.3313,-0.0293,0.3448,-0.0327,0.3924,-0.0568,0.3313,-0.0293,0.9718,-0.0087
2023,up_5_plus_f5_1_5,40_45,298,0.9497,0.0738,0.3758,0.5772,0.4295,0.0671,1901,0.9605,-0.0108,0.0631,0.0107,0.3924,-0.0166,0.5692,0.008,0.4477,-0.0182,0.0568,0.0103
2023,up_3_early_1_3,40_45,297,0.7845,0.3704,0.4074,0.5892,0.404,0.2727,1690,0.774,0.0105,0.3657,0.0047,0.4385,-0.0311,0.5964,-0.0072,0.458,-0.054,0.2817,-0.009
2025,up_5_plus_f5_1_5,55_60,297,0.9798,0.0269,0.4377,0.532,0.4141,0.0337,1789,0.9631,0.0167,0.0598,-0.0329,0.4203,0.0174,0.5696,-0.0376,0.4477,-0.0336,0.0464,-0.0127
2024,up_3_early_1_3,55_60,293,0.9044,0.1706,0.3618,0.5188,0.3857,0.2218,1634,0.8237,0.0807,0.2803,-0.1097,0.4002,-0.0384,0.5532,-0.0344,0.4278,-0.0421,0.2301,-0.0083
2025,up_2_early_1_3,60_plus,284,0.7993,0.3803,0.4049,0.5493,0.4296,0.4296,2763,0.7351,0.0642,0.4629,-0.0826,0.3959,0.009,0.553,-0.0037,0.447,-0.0174,0.447,-0.0174
2025,up_3_f5_1_5,40_45,284,0.8134,0.2887,0.3803,0.5423,0.4401,0.2394,1710,0.8643,-0.0509,0.2216,0.0671,0.3713,0.009,0.5222,0.0201,0.4146,0.0255,0.2444,-0.005
2023,up_5_plus_early_1_3,45_50,283,0.9399,0.0848,0.424,0.5795,0.3958,0.0353,921,0.9359,0.004,0.1042,-0.0194,0.4332,-0.0092,0.6113,-0.0318,0.4734,-0.0776,0.0543,-0.019
2023,up_3_f5_1_5,55_60,281,0.8007,0.2847,0.3488,0.4591,0.3701,0.2456,1832,0.8264,-0.0257,0.2735,0.0112,0.4099,-0.0611,0.5617,-0.1026,0.4481,-0.078,0.2702,-0.0246
2025,up_5_plus_f5_1_5,40_45,280,0.9464,0.0607,0.425,0.625,0.4929,0.0786,1789,0.9631,-0.0167,0.0598,0.0009,0.4203,0.0047,0.5696,0.0554,0.4477,0.0452,0.0464,0.0322
2023,up_1_early_1_3,lt_40,279,0.6093,0.6846,0.4158,0.5556,0.4659,0.9642,5257,0.6173,-0.008,0.6371,0.0475,0.4141,0.0017,0.5632,-0.0076,0.4392,0.0267,0.9583,0.0059
2025,up_4_late_7_plus,55_60,279,0.9498,0.0502,0.2545,0.2867,0.2222,0.086,1928,0.9761,-0.0263,0.0311,0.0191,0.2822,-0.0277,0.333,-0.0463,0.2573,-0.0351,0.0705,0.0155
2024,up_1_early_1_3,lt_40,278,0.4928,0.7626,0.464,0.6115,0.5432,0.9748,5340,0.6382,-0.1454,0.6305,0.1321,0.3964,0.0676,0.5468,0.0647,0.4255,0.1177,0.9541,0.0207
2024,up_5_plus_f5_1_5,55_60,275,0.9382,0.0655,0.3636,0.5418,0.3927,0.0655,1894,0.9498,-0.0116,0.0692,-0.0037,0.3685,-0.0049,0.5148,0.027,0.4197,-0.027,0.0533,0.0122
2024,up_4_early_1_3,45_50,271,0.9373,0.155,0.3985,0.5277,0.4576,0.0849,803,0.8829,0.0544,0.1918,-0.0368,0.3873,0.0112,0.5268,0.0009,0.4247,0.0329,0.1108,-0.0259
2025,up_1_middle_6,40_45,270,0.637,0.5259,0.3667,0.5519,0.4778,0.9963,1601,0.6721,-0.0351,0.4859,0.04,0.3691,-0.0024,0.524,0.0279,0.4204,0.0574,0.9781,0.0182
2023,up_1_middle_6,40_45,267,0.6629,0.5094,0.3596,0.5206,0.4195,0.97,1639,0.6705,-0.0076,0.5095,-0.0001,0.3905,-0.0309,0.5503,-0.0297,0.446,-0.0265,0.975,-0.005
2023,up_2_late_7_plus,60_plus,267,0.9588,0.1124,0.2772,0.2959,0.2697,0.2697,3321,0.8814,0.0774,0.174,-0.0616,0.3342,-0.057,0.3927,-0.0968,0.3219,-0.0522,0.3219,-0.0522
2023,up_3_f5_1_5,40_45,267,0.7865,0.3221,0.412,0.5693,0.4607,0.2996,1832,0.8264,-0.0399,0.2735,0.0486,0.4099,0.0021,0.5617,0.0076,0.4481,0.0126,0.2702,0.0294
2023,up_5_plus_f5_1_5,55_60,267,0.9101,0.1161,0.3858,0.5993,0.4757,0.0674,1901,0.9605,-0.0504,0.0631,0.053,0.3924,-0.0066,0.5692,0.0301,0.4477,0.028,0.0568,0.0106
2024,up_1_f5_1_5,60_plus,266,0.6203,0.5902,0.4286,0.5677,0.4511,0.9774,3704,0.6547,-0.0344,0.5702,0.02,0.4023,0.0263,0.5664,0.0013,0.4355,0.0156,0.9754,0.002
2025,up_2_f5_1_5,60_plus,264,0.7955,0.3447,0.4091,0.5568,0.4015,0.4015,2589,0.7636,0.0319,0.4002,-0.0555,0.409,0.0001,0.5577,-0.0009,0.4434,-0.0419,0.4434,-0.0419
2025,up_4_f5_1_5,45_50,264,0.8826,0.125,0.3864,0.6023,0.4545,0.125,1146,0.9136,-0.031,0.1257,-0.0007,0.3927,-0.0063,0.5515,0.0508,0.4564,-0.0019,0.1405,-0.0155
2025,up_3_early_1_3,40_45,262,0.7786,0.4313,0.4466,0.6221,0.4847,0.2901,1574,0.8113,-0.0327,0.3253,0.106,0.3952,0.0514,0.5559,0.0662,0.425,0.0597,0.2541,0.036
2025,up_5_plus_early_1_3,45_50,262,0.8779,0.1756,0.3931,0.5458,0.4275,0.084,893,0.9351,-0.0572,0.1053,0.0703,0.3751,0.018,0.5532,-0.0074,0.4255,0.002,0.0571,0.0269
2023,up_4_early_1_3,50_55,259,0.9035,0.1853,0.4208,0.5676,0.444,0.2046,914,0.8589,0.0446,0.2144,-0.0291,0.4344,-0.0136,0.57,-0.0024,0.4431,0.0009,0.1915,0.0131
2023,up_4_f5_1_5,45_50,259,0.8919,0.1429,0.4015,0.5792,0.4556,0.1236,1143,0.9029,-0.011,0.1557,-0.0128,0.4156,-0.0141,0.5608,0.0184,0.4558,-0.0002,0.1382,-0.0146
2024,up_1_middle_6,40_45,259,0.7066,0.4633,0.3822,0.5714,0.4286,0.9846,1608,0.658,0.0486,0.51,-0.0467,0.3943,-0.0121,0.5647,0.0067,0.449,-0.0204,0.9826,0.002
2025,up_1_early_1_3,lt_40,258,0.5891,0.6357,0.4419,0.5581,0.4729,0.9574,5522,0.6108,-0.0217,0.648,-0.0123,0.404,0.0379,0.5594,-0.0013,0.4591,0.0138,0.958,-0.0006
2023,up_2_early_1_3,60_plus,255,0.8157,0.3882,0.4039,0.5412,0.4588,0.4588,2917,0.7011,0.1146,0.505,-0.1168,0.432,-0.0281,0.5883,-0.0471,0.4758,-0.017,0.4758,-0.017
2023,up_3_early_1_3,55_60,255,0.7529,0.3725,0.4353,0.5882,0.4784,0.3137,1690,0.774,-0.0211,0.3657,0.0068,0.4385,-0.0032,0.5964,-0.0082,0.458,0.0204,0.2817,0.032
2024,up_5_plus_early_1_3,50_55,255,0.9137,0.0863,0.4471,0.6078,0.4588,0.0275,822,0.8881,0.0256,0.135,-0.0487,0.4161,0.031,0.573,0.0348,0.4672,-0.0084,0.0389,-0.0114
2024,up_3_middle_6,50_55,253,0.8933,0.1502,0.4427,0.5731,0.4387,0.2451,1020,0.902,-0.0087,0.1539,-0.0037,0.4118,0.0309,0.5363,0.0368,0.4275,0.0112,0.2392,0.0059
2024,up_1_late_7_plus,lt_40,250,0.684,0.412,0.42,0.468,0.412,0.992,4150,0.7598,-0.0758,0.3383,0.0737,0.3525,0.0675,0.4051,0.0629,0.3383,0.0737,0.974,0.018
2024,up_2_early_1_3,60_plus,250,0.752,0.44,0.376,0.52,0.388,0.388,3030,0.7429,0.0091,0.4502,-0.0102,0.3835,-0.0075,0.5419,-0.0219,0.4145,-0.0265,0.4145,-0.0265
2025,up_3_middle_6,50_55,249,0.8996,0.1285,0.4056,0.4699,0.3896,0.2329,955,0.9026,-0.003,0.156,-0.0275,0.3916,0.014,0.5047,-0.0348,0.422,-0.0324,0.2398,-0.0069
2025,up_4_late_7_plus,40_45,249,0.9679,0.0402,0.3133,0.3333,0.2811,0.0884,1928,0.9761,-0.0082,0.0311,0.0091,0.2822,0.0311,0.333,0.0003,0.2573,0.0238,0.0705,0.0179
2023,up_1_f5_1_5,60_plus,248,0.6895,0.4919,0.4435,0.5524,0.4234,0.9798,3577,0.6472,0.0423,0.5801,-0.0882,0.4082,0.0353,0.5639,-0.0115,0.4507,-0.0273,0.9723,0.0075
2024,up_2_late_7_plus,60_plus,246,0.8984,0.1138,0.3374,0.3943,0.3333,0.3333,3327,0.8744,0.024,0.1776,-0.0638,0.3408,-0.0034,0.3956,-0.0013,0.3267,0.0066,0.3267,0.0066
2024,up_3_early_1_3,40_45,245,0.849,0.2816,0.3429,0.4857,0.3837,0.2367,1634,0.8237,0.0253,0.2803,0.0013,0.4002,-0.0573,0.5532,-0.0675,0.4278,-0.0441,0.2301,0.0066
2025,up_3_middle_6,45_50,245,0.9347,0.1224,0.3306,0.4816,0.3796,0.1878,955,0.9026,0.0321,0.156,-0.0336,0.3916,-0.061,0.5047,-0.0231,0.422,-0.0424,0.2398,-0.052
2024,up_1_middle_6,55_60,242,0.7149,0.4752,0.3967,0.4876,0.405,0.9876,1608,0.658,0.0569,0.51,-0.0348,0.3943,0.0024,0.5647,-0.0771,0.449,-0.044,0.9826,0.005
2025,up_3_f5_1_5,55_60,241,0.8672,0.2407,0.4025,0.556,0.4813,0.3029,1710,0.8643,0.0029,0.2216,0.0191,0.3713,0.0312,0.5222,0.0338,0.4146,0.0667,0.2444,0.0585
2024,up_5_plus_middle_6,40_45,239,0.9749,0.0502,0.3598,0.4519,0.3933,0.0293,1412,0.9816,-0.0067,0.0269,0.0233,0.3817,-0.0219,0.5163,-0.0644,0.4256,-0.0323,0.0276,0.0017
2023,up_4_early_1_3,45_50,237,0.8861,0.1899,0.443,0.5992,0.4135,0.1561,914,0.8589,0.0272,0.2144,-0.0245,0.4344,0.0086,0.57,0.0292,0.4431,-0.0296,0.1915,-0.0354
2023,up_3_middle_6,45_50,235,0.8766,0.1745,0.4255,0.5702,0.4596,0.2298,981,0.8695,0.0071,0.1978,-0.0233,0.4149,0.0106,0.5668,0.0034,0.4506,0.009,0.2589,-0.0291
2024,up_4_middle_6,45_50,228,0.9342,0.1228,0.4868,0.5877,0.4781,0.1667,724,0.9282,0.006,0.1077,0.0151,0.4268,0.06,0.5359,0.0518,0.4448,0.0333,0.1367,0.03
2023,up_1_late_7_plus,lt_40,224,0.7768,0.3929,0.4018,0.442,0.3929,0.9777,4144,0.7734,0.0034,0.3313,0.0616,0.3448,0.057,0.3924,0.0496,0.3313,0.0616,0.9718,0.0059
2023,up_5_plus_f5_1_5,60_plus,224,0.9911,0.0357,0.4107,0.5804,0.4509,0.058,1901,0.9605,0.0306,0.0631,-0.0274,0.3924,0.0183,0.5692,0.0112,0.4477,0.0032,0.0568,0.0012
2023,up_3_late_7_plus,60_plus,223,0.991,0.0179,0.2511,0.3094,0.2332,0.148,2579,0.9387,0.0523,0.0954,-0.0775,0.3373,-0.0862,0.3889,-0.0795,0.3075,-0.0743,0.1706,-0.0226
2024,up_5_plus_middle_6,55_60,223,0.9865,0.0269,0.4484,0.5874,0.4753,0.0404,1412,0.9816,0.0049,0.0269,0.0,0.3817,0.0667,0.5163,0.0711,0.4256,0.0497,0.0276,0.0128
2025,up_4_late_7_plus,60_plus,223,1.0,0.0,0.3274,0.4081,0.3318,0.1614,1928,0.9761,0.0239,0.0311,-0.0311,0.2822,0.0452,0.333,0.0751,0.2573,0.0745,0.0705,0.0909
2025,up_2_middle_6,40_45,222,0.7928,0.3333,0.3919,0.527,0.4414,0.4414,1273,0.8272,-0.0344,0.3009,0.0324,0.392,-0.0001,0.5169,0.0101,0.4171,0.0243,0.4171,0.0243
2023,up_5_plus_early_1_3,50_55,221,0.9593,0.1176,0.3846,0.5747,0.4977,0.0317,921,0.9359,0.0234,0.1042,0.0134,0.4332,-0.0486,0.6113,-0.0366,0.4734,0.0243,0.0543,-0.0226
2023,up_1_middle_6,55_60,218,0.6606,0.4633,0.3991,0.5413,0.4128,0.9771,1639,0.6705,-0.0099,0.5095,-0.0462,0.3905,0.0086,0.5503,-0.009,0.446,-0.0332,0.975,0.0021
2024,up_4_early_1_3,50_55,216,0.8287,0.2037,0.3889,0.5185,0.412,0.1111,803,0.8829,-0.0542,0.1918,0.0119,0.3873,0.0016,0.5268,-0.0083,0.4247,-0.0127,0.1108,0.0003
2024,up_2_middle_6,40_45,215,0.8233,0.2744,0.3814,0.4884,0.4279,0.4279,1291,0.7885,0.0348,0.3238,-0.0494,0.4361,-0.0547,0.5655,-0.0771,0.4547,-0.0268,0.4547,-0.0268
2024,up_4_f5_1_5,40_45,215,0.8791,0.1907,0.3767,0.5628,0.4558,0.1302,1221,0.914,-0.0349,0.1532,0.0375,0.3931,-0.0164,0.5569,0.0059,0.4398,0.016,0.1507,-0.0205
2024,up_5_plus_early_1_3,45_50,215,0.9256,0.107,0.4093,0.5581,0.4651,0.0419,822,0.8881,0.0375,0.135,-0.028,0.4161,-0.0068,0.573,-0.0149,0.4672,-0.0021,0.0389,0.003
2025,up_5_plus_middle_6,40_45,215,0.9721,0.0279,0.3767,0.5442,0.3767,0.0372,1288,0.9806,-0.0085,0.0272,0.0007,0.3773,-0.0006,0.5435,0.0007,0.4045,-0.0278,0.038,-0.0008
2025,up_5_plus_middle_6,55_60,214,0.986,0.0187,0.3551,0.4907,0.3505,0.0327,1288,0.9806,0.0054,0.0272,-0.0085,0.3773,-0.0222,0.5435,-0.0528,0.4045,-0.054,0.038,-0.0053
2023,up_4_middle_6,50_55,212,0.9434,0.0802,0.4009,0.5377,0.4292,0.1321,684,0.9254,0.018,0.1038,-0.0236,0.4108,-0.0099,0.5468,-0.0091,0.424,0.0052,0.1389,-0.0068
2025,up_1_late_7_plus,lt_40,211,0.8578,0.1991,0.218,0.2559,0.1991,0.9668,4136,0.7962,0.0616,0.3039,-0.1048,0.3138,-0.0958,0.3656,-0.1097,0.3039,-0.1048,0.9768,-0.01
2025,up_1_middle_6,55_60,211,0.7251,0.4265,0.3365,0.5308,0.3697,0.9526,1601,0.6721,0.053,0.4859,-0.0594,0.3691,-0.0326,0.524,0.0068,0.4204,-0.0507,0.9781,-0.0255
2023,up_2_f5_1_5,60_plus,210,0.8429,0.3952,0.3857,0.519,0.4286,0.4286,2652,0.7534,0.0895,0.4163,-0.0211,0.4427,-0.057,0.592,-0.073,0.4729,-0.0443,0.4729,-0.0443
2023,up_1_f5_1_5,lt_40,202,0.6238,0.6238,0.4059,0.599,0.4554,0.9752,3577,0.6472,-0.0234,0.5801,0.0437,0.4082,-0.0023,0.5639,0.0351,0.4507,0.0047,0.9723,0.0029
2023,up_5_plus_late_7_plus,lt_40,202,0.9653,0.0347,0.3911,0.4158,0.3911,0.0446,4855,0.9946,-0.0293,0.0072,0.0275,0.3574,0.0337,0.4122,0.0036,0.3429,0.0482,0.0185,0.0261
