state_type,state_bucket,tier,tier_value,primary_outcome,seasons_seen,season_count,total_count,min_season_count,avg_rate,min_rate,max_rate,rate_range,avg_lift,min_lift,max_lift,stability_label
lead,up_5_plus_middle_6,home_away,home,opponent_scored_next_2_innings,"2023,2024,2025",3,1987,623,0.507,0.4757,0.5538,0.0781,-0.0425,-0.052,-0.0349,stable_negative_lift
lead,up_5_plus_middle_6,opponent_run_prevention_bucket,55_60,opponent_scored_next_2_innings,"2023,2024,2025",3,646,181,0.5053,0.4862,0.5392,0.053,-0.0442,-0.0573,-0.0259,stable_negative_lift
response_after_allowed,early_1_3,home_away,away,scored_next_2_innings,"2023,2024,2025",3,9112,3010,0.4582,0.4409,0.4776,0.0367,-0.0775,-0.0857,-0.0665,stable_negative_lift
response_after_allowed,early_1_3,opponent_team_strength_bucket,55_60,eventually_won,"2023,2024,2025",3,2693,825,0.2765,0.2699,0.2812,0.0113,-0.045,-0.0499,-0.0424,stable_negative_lift
response_after_allowed,early_1_3,team_strength_bucket,40_45,eventually_won,"2023,2024,2025",3,2033,626,0.2805,0.2524,0.3003,0.0479,-0.041,-0.0687,-0.0234,stable_negative_lift
response_after_allowed,early_1_3,team_strength_bucket,lt_40,eventually_won,"2023,2024,2025",3,1624,472,0.2156,0.1867,0.2309,0.0442,-0.1059,-0.1256,-0.0902,stable_negative_lift
response_after_allowed,f5_1_5,home_away,away,scored_next_2_innings,"2023,2024,2025",3,5971,1954,0.4629,0.4496,0.4821,0.0325,-0.0699,-0.079,-0.0639,stable_negative_lift
response_after_allowed,f5_1_5,team_strength_bucket,lt_40,eventually_won,"2023,2024,2025",3,1094,297,0.258,0.2256,0.2834,0.0578,-0.0592,-0.0914,-0.031,stable_negative_lift
response_after_allowed,late_7_plus,home_away,away,scored_next_2_innings,"2023,2024,2025",3,7702,2537,0.2901,0.2633,0.3203,0.057,-0.0644,-0.0812,-0.0511,stable_negative_lift
response_after_allowed,late_7_plus,opponent_team_strength_bucket,55_60,eventually_won,"2023,2024,2025",3,2594,799,0.276,0.2741,0.2794,0.0053,-0.0456,-0.0499,-0.0379,stable_negative_lift
response_after_allowed,late_7_plus,team_strength_bucket,40_45,eventually_won,"2023,2024,2025",3,1858,575,0.2735,0.2717,0.2765,0.0048,-0.0481,-0.0514,-0.045,stable_negative_lift
response_after_allowed,late_7_plus,team_strength_bucket,lt_40,eventually_won,"2023,2024,2025",3,1558,422,0.2426,0.2251,0.2563,0.0312,-0.079,-0.0992,-0.0668,stable_negative_lift
response_after_allowed,middle_6,home_away,away,scored_next_2_innings,"2023,2024,2025",3,3062,996,0.4451,0.4267,0.472,0.0453,-0.0766,-0.0837,-0.0697,stable_negative_lift
response_after_allowed,middle_6,opponent_team_strength_bucket,55_60,eventually_won,"2023,2024,2025",3,907,288,0.2651,0.2196,0.291,0.0714,-0.0561,-0.1089,-0.0292,stable_negative_lift
response_after_allowed,middle_6,team_strength_bucket,40_45,eventually_won,"2023,2024,2025",3,667,200,0.2607,0.225,0.2811,0.0561,-0.0605,-0.0889,-0.0452,stable_negative_lift
response_after_allowed,middle_6,team_strength_bucket,lt_40,eventually_won,"2023,2024,2025",3,531,139,0.2228,0.1727,0.2851,0.1124,-0.0984,-0.1485,-0.0434,stable_negative_lift
