season,state_bucket,opponent_run_prevention_bucket,count,held_to_win_rate,gave_up_tie_or_lead_rate,opponent_scored_next_1_inning_rate,opponent_scored_next_2_innings_rate,lead_reduced_next_2_rate,lead_cut_to_1_next_2_rate,baseline_count,held_to_win_baseline_rate,held_to_win_lift,gave_up_tie_or_lead_baseline_rate,gave_up_tie_or_lead_lift,opponent_scored_next_1_inning_baseline_rate,opponent_scored_next_1_inning_lift,opponent_scored_next_2_innings_baseline_rate,opponent_scored_next_2_innings_lift,lead_reduced_next_2_baseline_rate,lead_reduced_next_2_lift,lead_cut_to_1_next_2_baseline_rate,lead_cut_to_1_next_2_lift
2023,up_2_f5_1_5,55_60,446,0.7758,0.3543,0.3857,0.5247,0.4036,0.4036,2652,0.7534,0.0224,0.4163,-0.062,0.4427,-0.057,0.592,-0.0673,0.4729,-0.0693,0.4729,-0.0693
2023,up_5_plus_late_7_plus,lt_40,436,0.9954,0.0046,0.3578,0.3968,0.3188,0.0183,4855,0.9946,0.0008,0.0072,-0.0026,0.3574,0.0004,0.4122,-0.0154,0.3429,-0.0241,0.0185,-0.0002
2024,up_3_late_7_plus,40_45,430,0.9581,0.0465,0.2698,0.3186,0.2465,0.0791,2744,0.953,0.0051,0.0678,-0.0213,0.3287,-0.0589,0.3812,-0.0626,0.32,-0.0735,0.1396,-0.0605
2023,up_2_late_7_plus,40_45,424,0.8797,0.1887,0.3302,0.3821,0.3066,0.3066,3321,0.8814,-0.0017,0.174,0.0147,0.3342,-0.004,0.3927,-0.0106,0.3219,-0.0153,0.3219,-0.0153
2023,up_2_early_1_3,40_45,413,0.7385,0.5109,0.4455,0.5932,0.4746,0.4746,2917,0.7011,0.0374,0.505,0.0059,0.432,0.0135,0.5883,0.0049,0.4758,-0.0012,0.4758,-0.0012
2025,up_3_early_1_3,50_55,412,0.7985,0.3277,0.3714,0.534,0.4369,0.2354,1574,0.8113,-0.0128,0.3253,0.0024,0.3952,-0.0238,0.5559,-0.0219,0.425,0.0119,0.2541,-0.0187
2023,up_1_middle_6,45_50,410,0.6659,0.4854,0.3561,0.5195,0.422,0.9829,1639,0.6705,-0.0046,0.5095,-0.0241,0.3905,-0.0344,0.5503,-0.0308,0.446,-0.024,0.975,0.0079
2023,up_3_late_7_plus,55_60,408,0.9289,0.1275,0.402,0.451,0.3873,0.2402,2579,0.9387,-0.0098,0.0954,0.0321,0.3373,0.0647,0.3889,0.0621,0.3075,0.0798,0.1706,0.0696
2024,up_1_middle_6,45_50,408,0.6912,0.527,0.4534,0.5931,0.4853,0.9804,1608,0.658,0.0332,0.51,0.017,0.3943,0.0591,0.5647,0.0284,0.449,0.0363,0.9826,-0.0022
2023,up_1_early_1_3,lt_40,407,0.6585,0.6364,0.4201,0.5602,0.4447,0.9484,5257,0.6173,0.0412,0.6371,-0.0007,0.4141,0.006,0.5632,-0.003,0.4392,0.0055,0.9583,-0.0099
2025,up_3_late_7_plus,40_45,406,0.9754,0.0714,0.3399,0.3966,0.3054,0.165,2484,0.9569,0.0185,0.0761,-0.0047,0.318,0.0219,0.3732,0.0234,0.3019,0.0035,0.1514,0.0136
2024,up_2_f5_1_5,40_45,403,0.7841,0.3275,0.3226,0.4715,0.34,0.34,2806,0.7744,0.0097,0.3553,-0.0278,0.3813,-0.0587,0.5474,-0.0759,0.4195,-0.0795,0.4195,-0.0795
2024,up_3_early_1_3,45_50,403,0.7692,0.3176,0.4268,0.5856,0.4591,0.2407,1634,0.8237,-0.0545,0.2803,0.0373,0.4002,0.0266,0.5532,0.0324,0.4278,0.0313,0.2301,0.0106
2024,up_2_early_1_3,40_45,393,0.7328,0.4148,0.3766,0.5267,0.3588,0.3588,3030,0.7429,-0.0101,0.4502,-0.0354,0.3835,-0.0069,0.5419,-0.0152,0.4145,-0.0557,0.4145,-0.0557
2025,up_2_middle_6,50_55,383,0.799,0.3551,0.4308,0.5274,0.47,0.47,1273,0.8272,-0.0282,0.3009,0.0542,0.392,0.0388,0.5169,0.0105,0.4171,0.0529,0.4171,0.0529
2024,up_1_early_1_3,lt_40,378,0.7063,0.6111,0.3175,0.4656,0.3677,0.955,5340,0.6382,0.0681,0.6305,-0.0194,0.3964,-0.0789,0.5468,-0.0812,0.4255,-0.0578,0.9541,0.0009
2025,up_3_late_7_plus,55_60,378,0.9524,0.0899,0.3571,0.4153,0.3466,0.2011,2484,0.9569,-0.0045,0.0761,0.0138,0.318,0.0391,0.3732,0.0421,0.3019,0.0447,0.1514,0.0497
2025,up_1_middle_6,45_50,377,0.6764,0.4615,0.3422,0.504,0.3952,0.9841,1601,0.6721,0.0043,0.4859,-0.0244,0.3691,-0.0269,0.524,-0.02,0.4204,-0.0252,0.9781,0.006
2024,up_3_f5_1_5,55_60,376,0.875,0.2314,0.3537,0.4787,0.3617,0.2234,1931,0.8674,0.0076,0.2258,0.0056,0.392,-0.0383,0.5298,-0.0511,0.4247,-0.063,0.2496,-0.0262
2024,up_4_f5_1_5,50_55,376,0.9202,0.1516,0.3856,0.5399,0.4229,0.141,1221,0.914,0.0062,0.1532,-0.0016,0.3931,-0.0075,0.5569,-0.017,0.4398,-0.0169,0.1507,-0.0097
2023,up_2_f5_1_5,40_45,367,0.7684,0.4578,0.4632,0.6213,0.4877,0.4877,2652,0.7534,0.015,0.4163,0.0415,0.4427,0.0205,0.592,0.0293,0.4729,0.0148,0.4729,0.0148
2024,up_2_middle_6,50_55,366,0.7978,0.3251,0.4699,0.6038,0.4891,0.4891,1291,0.7885,0.0093,0.3238,0.0013,0.4361,0.0338,0.5655,0.0383,0.4547,0.0344,0.4547,0.0344
2023,up_5_plus_middle_6,45_50,362,0.9586,0.0691,0.4448,0.5994,0.4558,0.0608,1330,0.9805,-0.0219,0.0331,0.036,0.4113,0.0335,0.5887,0.0107,0.4549,0.0009,0.0406,0.0202
2025,up_2_early_1_3,40_45,362,0.7597,0.4669,0.3674,0.5083,0.4171,0.4171,2763,0.7351,0.0246,0.4629,0.004,0.3959,-0.0285,0.553,-0.0447,0.447,-0.0299,0.447,-0.0299
2023,up_5_plus_middle_6,50_55,360,0.9944,0.0167,0.4167,0.5778,0.4778,0.025,1330,0.9805,0.0139,0.0331,-0.0164,0.4113,0.0054,0.5887,-0.0109,0.4549,0.0229,0.0406,-0.0156
2023,up_1_late_7_plus,lt_40,357,0.7171,0.381,0.3754,0.4202,0.381,0.9748,4144,0.7734,-0.0563,0.3313,0.0497,0.3448,0.0306,0.3924,0.0278,0.3313,0.0497,0.9718,0.003
2023,up_2_middle_6,50_55,355,0.8225,0.3099,0.4338,0.5577,0.462,0.462,1240,0.8016,0.0209,0.3056,0.0043,0.3903,0.0435,0.5379,0.0198,0.4323,0.0297,0.4323,0.0297
2023,up_3_late_7_plus,40_45,354,0.9576,0.1017,0.291,0.339,0.2684,0.2062,2579,0.9387,0.0189,0.0954,0.0063,0.3373,-0.0463,0.3889,-0.0499,0.3075,-0.0391,0.1706,0.0356
2025,up_2_f5_1_5,40_45,354,0.7966,0.3701,0.4209,0.5819,0.4181,0.4181,2589,0.7636,0.033,0.4002,-0.0301,0.409,0.0119,0.5577,0.0242,0.4434,-0.0253,0.4434,-0.0253
2024,up_5_plus_middle_6,45_50,351,0.9858,0.0171,0.3818,0.5242,0.4188,0.0199,1412,0.9816,0.0042,0.0269,-0.0098,0.3817,0.0001,0.5163,0.0079,0.4256,-0.0068,0.0276,-0.0077
2023,up_4_f5_1_5,50_55,349,0.8883,0.1719,0.4212,0.5788,0.4585,0.1347,1143,0.9029,-0.0146,0.1557,0.0162,0.4156,0.0056,0.5608,0.018,0.4558,0.0027,0.1382,-0.0035
2024,up_5_plus_late_7_plus,lt_40,346,1.0,0.0173,0.3584,0.3844,0.3497,0.026,5053,0.9927,0.0073,0.0113,0.006,0.3275,0.0309,0.3794,0.005,0.3137,0.036,0.0263,-0.0003
2024,up_4_late_7_plus,40_45,344,0.9448,0.0552,0.3372,0.4099,0.3517,0.0785,2139,0.9715,-0.0267,0.0383,0.0169,0.323,0.0142,0.3806,0.0293,0.3249,0.0268,0.0827,-0.0042
2023,up_1_f5_1_5,lt_40,342,0.6959,0.5526,0.3977,0.5322,0.4064,0.9795,3577,0.6472,0.0487,0.5801,-0.0275,0.4082,-0.0105,0.5639,-0.0317,0.4507,-0.0443,0.9723,0.0072
2025,up_5_plus_middle_6,50_55,338,0.9793,0.0207,0.358,0.5118,0.3935,0.0385,1288,0.9806,-0.0013,0.0272,-0.0065,0.3773,-0.0193,0.5435,-0.0317,0.4045,-0.011,0.038,0.0005
2024,up_4_f5_1_5,45_50,335,0.9373,0.1403,0.2866,0.4836,0.3612,0.1313,1221,0.914,0.0233,0.1532,-0.0129,0.3931,-0.1065,0.5569,-0.0733,0.4398,-0.0786,0.1507,-0.0194
2023,up_4_f5_1_5,45_50,331,0.8671,0.1752,0.3867,0.5498,0.432,0.1571,1143,0.9029,-0.0358,0.1557,0.0195,0.4156,-0.0289,0.5608,-0.011,0.4558,-0.0238,0.1382,0.0189
2023,up_5_plus_f5_1_5,55_60,331,0.9637,0.0483,0.4199,0.5529,0.4622,0.0725,1901,0.9605,0.0032,0.0631,-0.0148,0.3924,0.0275,0.5692,-0.0163,0.4477,0.0145,0.0568,0.0157
2023,up_2_middle_6,45_50,330,0.7667,0.3091,0.3606,0.5091,0.4,0.4,1240,0.8016,-0.0349,0.3056,0.0035,0.3903,-0.0297,0.5379,-0.0288,0.4323,-0.0323,0.4323,-0.0323
2024,up_2_middle_6,45_50,330,0.7788,0.3485,0.4091,0.5788,0.4515,0.4515,1291,0.7885,-0.0097,0.3238,0.0247,0.4361,-0.027,0.5655,0.0133,0.4547,-0.0032,0.4547,-0.0032
2025,up_5_plus_middle_6,45_50,325,0.9877,0.0277,0.4154,0.6092,0.4185,0.0431,1288,0.9806,0.0071,0.0272,0.0005,0.3773,0.0381,0.5435,0.0657,0.4045,0.014,0.038,0.0051
2025,up_4_f5_1_5,45_50,322,0.9037,0.1584,0.3882,0.5963,0.4845,0.1211,1146,0.9136,-0.0099,0.1257,0.0327,0.3927,-0.0045,0.5515,0.0448,0.4564,0.0281,0.1405,-0.0194
2024,up_5_plus_f5_1_5,55_60,321,0.9408,0.0872,0.4112,0.5296,0.4611,0.0654,1894,0.9498,-0.009,0.0692,0.018,0.3685,0.0427,0.5148,0.0148,0.4197,0.0414,0.0533,0.0121
2025,up_1_late_7_plus,lt_40,320,0.8156,0.2125,0.2437,0.3156,0.2125,0.9812,4136,0.7962,0.0194,0.3039,-0.0914,0.3138,-0.0701,0.3656,-0.05,0.3039,-0.0914,0.9768,0.0044
2025,up_4_late_7_plus,40_45,320,0.9938,0.0219,0.3187,0.3875,0.2969,0.1094,1928,0.9761,0.0177,0.0311,-0.0092,0.2822,0.0365,0.333,0.0545,0.2573,0.0396,0.0705,0.0389
2024,up_4_late_7_plus,55_60,319,0.9843,0.0345,0.3354,0.4232,0.3699,0.0909,2139,0.9715,0.0128,0.0383,-0.0038,0.323,0.0124,0.3806,0.0426,0.3249,0.045,0.0827,0.0082
2023,up_3_f5_1_5,55_60,316,0.7595,0.3576,0.4272,0.5886,0.4778,0.269,1832,0.8264,-0.0669,0.2735,0.0841,0.4099,0.0173,0.5617,0.0269,0.4481,0.0297,0.2702,-0.0012
2024,up_3_f5_1_5,40_45,315,0.8413,0.2032,0.4095,0.5333,0.4508,0.254,1931,0.8674,-0.0261,0.2258,-0.0226,0.392,0.0175,0.5298,0.0035,0.4247,0.0261,0.2496,0.0044
2025,up_2_early_1_3,lt_40,312,0.7853,0.359,0.4103,0.5481,0.4263,0.4263,2763,0.7351,0.0502,0.4629,-0.1039,0.3959,0.0144,0.553,-0.0049,0.447,-0.0207,0.447,-0.0207
2025,up_2_late_7_plus,lt_40,311,0.8778,0.1672,0.299,0.3537,0.2637,0.2637,3185,0.8942,-0.0164,0.1799,-0.0127,0.3341,-0.0351,0.3962,-0.0425,0.3353,-0.0716,0.3353,-0.0716
2023,up_1_early_1_3,60_plus,309,0.6699,0.6343,0.4207,0.5922,0.4531,0.945,5257,0.6173,0.0526,0.6371,-0.0028,0.4141,0.0066,0.5632,0.029,0.4392,0.0139,0.9583,-0.0133
2025,up_1_f5_1_5,lt_40,305,0.6721,0.5475,0.377,0.5508,0.4164,0.9705,3632,0.6352,0.0369,0.5765,-0.029,0.4025,-0.0255,0.5498,0.001,0.4452,-0.0288,0.9722,-0.0017
2025,up_2_middle_6,45_50,304,0.8454,0.2862,0.3882,0.5362,0.4276,0.4276,1273,0.8272,0.0182,0.3009,-0.0147,0.392,-0.0038,0.5169,0.0193,0.4171,0.0105,0.4171,0.0105
2023,up_4_late_7_plus,40_45,303,0.9868,0.0132,0.3003,0.3366,0.2574,0.0429,2125,0.9755,0.0113,0.0381,-0.0249,0.3233,-0.023,0.3751,-0.0385,0.2894,-0.032,0.0776,-0.0347
2025,up_5_plus_f5_1_5,lt_40,303,0.9472,0.0924,0.4455,0.5842,0.4257,0.0264,1789,0.9631,-0.0159,0.0598,0.0326,0.4203,0.0252,0.5696,0.0146,0.4477,-0.022,0.0464,-0.02
2025,up_4_late_7_plus,55_60,299,0.9933,0.0067,0.2977,0.3478,0.2676,0.0468,1928,0.9761,0.0172,0.0311,-0.0244,0.2822,0.0155,0.333,0.0148,0.2573,0.0103,0.0705,-0.0237
2024,up_5_plus_early_1_3,50_55,291,0.8763,0.1684,0.4296,0.6014,0.5017,0.0481,822,0.8881,-0.0118,0.135,0.0334,0.4161,0.0135,0.573,0.0284,0.4672,0.0345,0.0389,0.0092
2025,up_1_middle_6,55_60,290,0.6448,0.5069,0.3586,0.5448,0.4552,0.969,1601,0.6721,-0.0273,0.4859,0.021,0.3691,-0.0105,0.524,0.0208,0.4204,0.0348,0.9781,-0.0091
2023,up_3_middle_6,50_55,288,0.8542,0.1979,0.4444,0.5903,0.4479,0.2083,981,0.8695,-0.0153,0.1978,0.0001,0.4149,0.0295,0.5668,0.0235,0.4506,-0.0027,0.2589,-0.0506
2023,up_4_late_7_plus,55_60,284,0.9894,0.0634,0.3345,0.4049,0.2782,0.1268,2125,0.9755,0.0139,0.0381,0.0253,0.3233,0.0112,0.3751,0.0298,0.2894,-0.0112,0.0776,0.0492
2023,up_4_early_1_3,50_55,283,0.9011,0.1802,0.417,0.5548,0.364,0.1555,914,0.8589,0.0422,0.2144,-0.0342,0.4344,-0.0174,0.57,-0.0152,0.4431,-0.0791,0.1915,-0.036
2024,up_1_f5_1_5,lt_40,282,0.6099,0.6383,0.4397,0.6099,0.4965,0.9929,3704,0.6547,-0.0448,0.5702,0.0681,0.4023,0.0374,0.5664,0.0435,0.4355,0.061,0.9754,0.0175
2024,up_3_early_1_3,55_60,282,0.805,0.2766,0.4397,0.617,0.4787,0.266,1634,0.8237,-0.0187,0.2803,-0.0037,0.4002,0.0395,0.5532,0.0638,0.4278,0.0509,0.2301,0.0359
2025,up_4_f5_1_5,50_55,281,0.8897,0.121,0.3879,0.5409,0.4448,0.1744,1146,0.9136,-0.0239,0.1257,-0.0047,0.3927,-0.0048,0.5515,-0.0106,0.4564,-0.0116,0.1405,0.0339
2023,up_2_late_7_plus,lt_40,279,0.8781,0.1864,0.3584,0.3943,0.3297,0.3297,3321,0.8814,-0.0033,0.174,0.0124,0.3342,0.0242,0.3927,0.0016,0.3219,0.0078,0.3219,0.0078
2024,up_1_late_7_plus,lt_40,278,0.7446,0.295,0.3273,0.3561,0.295,0.9784,4150,0.7598,-0.0152,0.3383,-0.0433,0.3525,-0.0252,0.4051,-0.049,0.3383,-0.0433,0.974,0.0044
2024,up_3_middle_6,50_55,277,0.9206,0.1552,0.4549,0.5379,0.444,0.2238,1020,0.902,0.0186,0.1539,0.0013,0.4118,0.0431,0.5363,0.0016,0.4275,0.0165,0.2392,-0.0154
2023,up_3_early_1_3,55_60,274,0.7372,0.365,0.4051,0.5584,0.4416,0.2993,1690,0.774,-0.0368,0.3657,-0.0007,0.4385,-0.0334,0.5964,-0.038,0.458,-0.0164,0.2817,0.0176
2025,up_3_middle_6,50_55,271,0.9262,0.1292,0.3432,0.4317,0.369,0.2103,955,0.9026,0.0236,0.156,-0.0268,0.3916,-0.0484,0.5047,-0.073,0.422,-0.053,0.2398,-0.0295
2025,up_3_f5_1_5,40_45,270,0.9074,0.1926,0.3519,0.563,0.4074,0.2519,1710,0.8643,0.0431,0.2216,-0.029,0.3713,-0.0194,0.5222,0.0408,0.4146,-0.0072,0.2444,0.0075
2024,up_1_middle_6,55_60,268,0.6493,0.5224,0.4067,0.5933,0.459,0.9776,1608,0.658,-0.0087,0.51,0.0124,0.3943,0.0124,0.5647,0.0286,0.449,0.01,0.9826,-0.005
2023,up_3_middle_6,45_50,267,0.8839,0.1723,0.3745,0.5131,0.397,0.2584,981,0.8695,0.0144,0.1978,-0.0255,0.4149,-0.0404,0.5668,-0.0537,0.4506,-0.0536,0.2589,-0.0005
2025,up_3_middle_6,45_50,267,0.8764,0.1985,0.3933,0.5094,0.4382,0.2622,955,0.9026,-0.0262,0.156,0.0425,0.3916,0.0017,0.5047,0.0047,0.422,0.0162,0.2398,0.0224
2025,up_5_plus_f5_1_5,40_45,267,0.9925,0.0112,0.5131,0.6554,0.5506,0.0225,1789,0.9631,0.0294,0.0598,-0.0486,0.4203,0.0928,0.5696,0.0858,0.4477,0.1029,0.0464,-0.0239
2025,up_1_early_1_3,60_plus,264,0.6932,0.6477,0.4242,0.5644,0.5076,0.9583,5522,0.6108,0.0824,0.648,-0.0003,0.404,0.0202,0.5594,0.005,0.4591,0.0485,0.958,0.0003
2024,up_5_plus_middle_6,55_60,261,0.9847,0.0268,0.3563,0.4904,0.41,0.046,1412,0.9816,0.0031,0.0269,-0.0001,0.3817,-0.0254,0.5163,-0.0259,0.4256,-0.0156,0.0276,0.0184
2023,up_5_plus_early_1_3,50_55,259,0.9151,0.1158,0.5097,0.6293,0.5058,0.0734,921,0.9359,-0.0208,0.1042,0.0116,0.4332,0.0765,0.6113,0.018,0.4734,0.0324,0.0543,0.0191
2023,up_5_plus_late_7_plus,60_plus,259,1.0,0.0116,0.3552,0.4131,0.332,0.0309,4855,0.9946,0.0054,0.0072,0.0044,0.3574,-0.0022,0.4122,0.0009,0.3429,-0.0109,0.0185,0.0124
2024,up_4_early_1_3,50_55,257,0.8755,0.2218,0.4008,0.5136,0.4241,0.1556,803,0.8829,-0.0074,0.1918,0.03,0.3873,0.0135,0.5268,-0.0132,0.4247,-0.0006,0.1108,0.0448
2024,up_3_middle_6,45_50,255,0.8627,0.1922,0.4392,0.5686,0.4706,0.2863,1020,0.902,-0.0393,0.1539,0.0383,0.4118,0.0274,0.5363,0.0323,0.4275,0.0431,0.2392,0.0471
2023,up_1_middle_6,40_45,254,0.7047,0.4724,0.3898,0.5197,0.4528,0.9685,1639,0.6705,0.0342,0.5095,-0.0371,0.3905,-0.0007,0.5503,-0.0306,0.446,0.0068,0.975,-0.0065
2025,up_3_early_1_3,55_60,254,0.7165,0.4016,0.4803,0.6496,0.5236,0.3346,1574,0.8113,-0.0948,0.3253,0.0763,0.3952,0.0851,0.5559,0.0937,0.425,0.0986,0.2541,0.0805
2024,up_1_early_1_3,60_plus,253,0.6601,0.6008,0.4269,0.5573,0.4348,0.9486,5340,0.6382,0.0219,0.6305,-0.0297,0.3964,0.0305,0.5468,0.0105,0.4255,0.0093,0.9541,-0.0055
2023,up_1_middle_6,55_60,250,0.744,0.464,0.328,0.52,0.388,0.964,1639,0.6705,0.0735,0.5095,-0.0455,0.3905,-0.0625,0.5503,-0.0303,0.446,-0.058,0.975,-0.011
2023,up_5_plus_early_1_3,45_50,250,0.916,0.164,0.452,0.656,0.484,0.06,921,0.9359,-0.0199,0.1042,0.0598,0.4332,0.0188,0.6113,0.0447,0.4734,0.0106,0.0543,0.0057
2023,up_5_plus_f5_1_5,40_45,249,0.9639,0.0643,0.3373,0.5542,0.4538,0.0321,1901,0.9605,0.0034,0.0631,0.0012,0.3924,-0.0551,0.5692,-0.015,0.4477,0.0061,0.0568,-0.0247
2023,up_3_f5_1_5,40_45,248,0.8669,0.246,0.4274,0.5685,0.4597,0.2581,1832,0.8264,0.0405,0.2735,-0.0275,0.4099,0.0175,0.5617,0.0068,0.4481,0.0116,0.2702,-0.0121
2023,up_4_early_1_3,45_50,248,0.7984,0.246,0.4798,0.6371,0.496,0.2097,914,0.8589,-0.0605,0.2144,0.0316,0.4344,0.0454,0.57,0.0671,0.4431,0.0529,0.1915,0.0182
2023,up_3_late_7_plus,lt_40,244,0.9139,0.0984,0.3074,0.3689,0.3074,0.168,2579,0.9387,-0.0248,0.0954,0.003,0.3373,-0.0299,0.3889,-0.02,0.3075,-0.0001,0.1706,-0.0026
2025,up_3_f5_1_5,55_60,243,0.8477,0.2593,0.4239,0.5597,0.4362,0.2346,1710,0.8643,-0.0166,0.2216,0.0377,0.3713,0.0526,0.5222,0.0375,0.4146,0.0216,0.2444,-0.0098
2024,up_3_early_1_3,40_45,242,0.7769,0.2727,0.4298,0.5661,0.4463,0.2231,1634,0.8237,-0.0468,0.2803,-0.0076,0.4002,0.0296,0.5532,0.0129,0.4278,0.0185,0.2301,-0.007
2024,up_5_plus_f5_1_5,40_45,241,0.917,0.083,0.3817,0.5394,0.4149,0.0539,1894,0.9498,-0.0328,0.0692,0.0138,0.3685,0.0132,0.5148,0.0246,0.4197,-0.0048,0.0533,0.0006
2025,up_2_f5_1_5,lt_40,241,0.805,0.3485,0.3776,0.556,0.4108,0.4108,2589,0.7636,0.0414,0.4002,-0.0517,0.409,-0.0314,0.5577,-0.0017,0.4434,-0.0326,0.4434,-0.0326
2025,up_3_late_7_plus,lt_40,237,0.9578,0.0591,0.2911,0.346,0.2954,0.135,2484,0.9569,0.0009,0.0761,-0.017,0.318,-0.0269,0.3732,-0.0272,0.3019,-0.0065,0.1514,-0.0164
2024,up_1_late_7_plus,60_plus,236,0.6907,0.3983,0.4322,0.4873,0.3983,0.9703,4150,0.7598,-0.0691,0.3383,0.06,0.3525,0.0797,0.4051,0.0822,0.3383,0.06,0.974,-0.0037
2023,up_2_early_1_3,lt_40,235,0.7319,0.4809,0.4638,0.6128,0.4596,0.4596,2917,0.7011,0.0308,0.505,-0.0241,0.432,0.0318,0.5883,0.0245,0.4758,-0.0162,0.4758,-0.0162
2024,up_2_early_1_3,lt_40,233,0.8112,0.4721,0.412,0.5494,0.4807,0.4807,3030,0.7429,0.0683,0.4502,0.0219,0.3835,0.0285,0.5419,0.0075,0.4145,0.0662,0.4145,0.0662
2025,up_5_plus_f5_1_5,55_60,229,0.952,0.0873,0.2751,0.4454,0.3537,0.0655,1789,0.9631,-0.0111,0.0598,0.0275,0.4203,-0.1452,0.5696,-0.1242,0.4477,-0.094,0.0464,0.0191
2025,up_5_plus_early_1_3,45_50,228,0.9649,0.0877,0.3026,0.5044,0.3596,0.0439,893,0.9351,0.0298,0.1053,-0.0176,0.3751,-0.0725,0.5532,-0.0488,0.4255,-0.0659,0.0571,-0.0132
2024,up_2_middle_6,55_60,227,0.8106,0.2687,0.3833,0.5154,0.4405,0.4405,1291,0.7885,0.0221,0.3238,-0.0551,0.4361,-0.0528,0.5655,-0.0501,0.4547,-0.0142,0.4547,-0.0142
2025,up_1_middle_6,40_45,226,0.7257,0.4381,0.3982,0.5133,0.3894,0.9823,1601,0.6721,0.0536,0.4859,-0.0478,0.3691,0.0291,0.524,-0.0107,0.4204,-0.031,0.9781,0.0042
2025,up_2_middle_6,55_60,224,0.8125,0.308,0.3393,0.5312,0.4509,0.4509,1273,0.8272,-0.0147,0.3009,0.0071,0.392,-0.0527,0.5169,0.0143,0.4171,0.0338,0.4171,0.0338
2023,up_2_middle_6,55_60,222,0.8108,0.2883,0.3694,0.527,0.4505,0.4505,1240,0.8016,0.0092,0.3056,-0.0173,0.3903,-0.0209,0.5379,-0.0109,0.4323,0.0182,0.4323,0.0182
2023,up_3_early_1_3,40_45,222,0.7793,0.4279,0.536,0.6667,0.5495,0.3514,1690,0.774,0.0053,0.3657,0.0622,0.4385,0.0975,0.5964,0.0703,0.458,0.0915,0.2817,0.0697
2024,up_4_f5_1_5,55_60,222,0.9234,0.1396,0.482,0.6171,0.5135,0.1982,1221,0.914,0.0094,0.1532,-0.0136,0.3931,0.0889,0.5569,0.0602,0.4398,0.0737,0.1507,0.0475
2024,up_1_middle_6,40_45,220,0.65,0.45,0.3545,0.4818,0.3773,0.9909,1608,0.658,-0.008,0.51,-0.06,0.3943,-0.0398,0.5647,-0.0829,0.449,-0.0717,0.9826,0.0083
2023,up_2_f5_1_5,lt_40,219,0.7671,0.3836,0.4247,0.5571,0.4566,0.4566,2652,0.7534,0.0137,0.4163,-0.0327,0.4427,-0.018,0.592,-0.0349,0.4729,-0.0163,0.4729,-0.0163
2023,up_4_middle_6,45_50,217,0.8664,0.1659,0.4286,0.5438,0.4332,0.1475,684,0.9254,-0.059,0.1038,0.0621,0.4108,0.0178,0.5468,-0.003,0.424,0.0092,0.1389,0.0086
2024,up_4_middle_6,45_50,214,0.9579,0.0935,0.4065,0.4953,0.4112,0.1215,724,0.9282,0.0297,0.1077,-0.0142,0.4268,-0.0203,0.5359,-0.0406,0.4448,-0.0336,0.1367,-0.0152
2025,up_1_late_7_plus,60_plus,214,0.8364,0.2523,0.2944,0.3271,0.2523,0.9813,4136,0.7962,0.0402,0.3039,-0.0516,0.3138,-0.0194,0.3656,-0.0385,0.3039,-0.0516,0.9768,0.0045
2024,up_4_early_1_3,45_50,212,0.9009,0.1368,0.3538,0.4481,0.3585,0.0943,803,0.8829,0.018,0.1918,-0.055,0.3873,-0.0335,0.5268,-0.0787,0.4247,-0.0662,0.1108,-0.0165
2025,up_5_plus_early_1_3,50_55,212,0.934,0.1226,0.4245,0.5755,0.4764,0.0802,893,0.9351,-0.0011,0.1053,0.0173,0.3751,0.0494,0.5532,0.0223,0.4255,0.0509,0.0571,0.0231
2025,up_3_early_1_3,40_45,210,0.8476,0.3667,0.3429,0.5048,0.3476,0.2381,1574,0.8113,0.0363,0.3253,0.0414,0.3952,-0.0523,0.5559,-0.0511,0.425,-0.0774,0.2541,-0.016
2024,up_2_middle_6,40_45,207,0.744,0.3623,0.4444,0.5362,0.43,0.43,1291,0.7885,-0.0445,0.3238,0.0385,0.4361,0.0083,0.5655,-0.0293,0.4547,-0.0247,0.4547,-0.0247
2024,up_5_plus_late_7_plus,60_plus,207,1.0,0.0,0.3237,0.3768,0.3623,0.0097,5053,0.9927,0.0073,0.0113,-0.0113,0.3275,-0.0038,0.3794,-0.0026,0.3137,0.0486,0.0263,-0.0166
2024,up_3_middle_6,55_60,206,0.8932,0.1505,0.3981,0.534,0.4272,0.2282,1020,0.902,-0.0088,0.1539,-0.0034,0.4118,-0.0137,0.5363,-0.0023,0.4275,-0.0003,0.2392,-0.011
2024,up_4_middle_6,50_55,206,0.9369,0.0922,0.4612,0.5971,0.4806,0.1262,724,0.9282,0.0087,0.1077,-0.0155,0.4268,0.0344,0.5359,0.0612,0.4448,0.0358,0.1367,-0.0105
2025,up_5_plus_late_7_plus,60_plus,206,1.0,0.0,0.2961,0.3252,0.2621,0.0,5064,0.9943,0.0057,0.0079,-0.0079,0.3474,-0.0513,0.4017,-0.0765,0.3323,-0.0702,0.0166,-0.0166
2023,up_5_plus_middle_6,55_60,204,0.9902,0.0245,0.3284,0.5392,0.4559,0.0343,1330,0.9805,0.0097,0.0331,-0.0086,0.4113,-0.0829,0.5887,-0.0495,0.4549,0.001,0.0406,-0.0063
2023,up_1_f5_1_5,60_plus,203,0.6502,0.5468,0.3842,0.5468,0.4483,0.9655,3577,0.6472,0.003,0.5801,-0.0333,0.4082,-0.024,0.5639,-0.0171,0.4507,-0.0024,0.9723,-0.0068
