season,state_bucket,offense_form_bucket,count,eventually_won_rate,tied_or_led_later_rate,scored_next_1_inning_rate,scored_next_2_innings_rate,reduced_deficit_next_2_rate,within_1_next_2_rate,baseline_count,eventually_won_baseline_rate,eventually_won_lift,tied_or_led_later_baseline_rate,tied_or_led_later_lift,scored_next_1_inning_baseline_rate,scored_next_1_inning_lift,scored_next_2_innings_baseline_rate,scored_next_2_innings_lift,reduced_deficit_next_2_baseline_rate,reduced_deficit_next_2_lift,within_1_next_2_baseline_rate,within_1_next_2_lift
2025,down_2_f5_1_5,40_45,455,0.2396,0.4044,0.4176,0.578,0.4703,0.4703,2589,0.2364,0.0032,0.4002,0.0042,0.409,0.0086,0.5577,0.0203,0.4434,0.0269,0.4434,0.0269
2025,down_3_f5_1_5,45_50,453,0.1082,0.1854,0.4172,0.5563,0.4415,0.2539,1710,0.1357,-0.0275,0.2216,-0.0362,0.3713,0.0459,0.5222,0.0341,0.4146,0.0269,0.2444,0.0095
2025,down_5_plus_f5_1_5,50_55,453,0.0265,0.0574,0.3863,0.5651,0.4481,0.0662,1789,0.0369,-0.0104,0.0598,-0.0024,0.4203,-0.034,0.5696,-0.0045,0.4477,0.0004,0.0464,0.0198
2024,down_1_middle_6,50_55,451,0.3659,0.5344,0.3747,0.5876,0.4789,0.9778,1608,0.3346,0.0313,0.51,0.0244,0.3943,-0.0196,0.5647,0.0229,0.449,0.0299,0.9826,-0.0048
2025,down_5_plus_late_7_plus,60_plus,451,0.0155,0.0155,0.3902,0.4523,0.4169,0.0177,5064,0.0057,0.0098,0.0079,0.0076,0.3474,0.0428,0.4017,0.0506,0.3323,0.0846,0.0166,0.0011
2023,down_1_middle_6,45_50,446,0.3363,0.5291,0.4081,0.5717,0.4865,0.9888,1639,0.3295,0.0068,0.5095,0.0196,0.3905,0.0176,0.5503,0.0214,0.446,0.0405,0.975,0.0138
2024,down_5_plus_middle_6,45_50,445,0.0202,0.027,0.3528,0.5034,0.382,0.0225,1412,0.0184,0.0018,0.0269,0.0001,0.3817,-0.0289,0.5163,-0.0129,0.4256,-0.0436,0.0276,-0.0051
2023,down_1_middle_6,50_55,424,0.3325,0.4646,0.3632,0.4976,0.3892,0.967,1639,0.3295,0.003,0.5095,-0.0449,0.3905,-0.0273,0.5503,-0.0527,0.446,-0.0568,0.975,-0.008
2024,down_3_early_1_3,50_55,424,0.1203,0.2288,0.3561,0.5189,0.3915,0.2005,1634,0.1707,-0.0504,0.2803,-0.0515,0.4002,-0.0441,0.5532,-0.0343,0.4278,-0.0363,0.2301,-0.0296
2025,down_3_early_1_3,50_55,423,0.2057,0.3357,0.409,0.5556,0.4681,0.2577,1574,0.1887,0.017,0.3253,0.0104,0.3952,0.0138,0.5559,-0.0003,0.425,0.0431,0.2541,0.0036
2024,down_2_late_7_plus,55_60,418,0.11,0.2057,0.3636,0.4354,0.3589,0.3589,3327,0.1214,-0.0114,0.1776,0.0281,0.3408,0.0228,0.3956,0.0398,0.3267,0.0322,0.3267,0.0322
2023,down_4_late_7_plus,40_45,416,0.0288,0.0457,0.3173,0.3774,0.2524,0.0817,2125,0.0245,0.0043,0.0381,0.0076,0.3233,-0.006,0.3751,0.0023,0.2894,-0.037,0.0776,0.0041
2025,down_1_middle_6,45_50,416,0.2885,0.4423,0.3798,0.4952,0.3894,0.9663,1601,0.3279,-0.0394,0.4859,-0.0436,0.3691,0.0107,0.524,-0.0288,0.4204,-0.031,0.9781,-0.0118
2023,down_1_early_1_3,60_plus,415,0.4675,0.6675,0.453,0.5928,0.4675,0.9783,5257,0.3827,0.0848,0.6371,0.0304,0.4141,0.0389,0.5632,0.0296,0.4392,0.0283,0.9583,0.02
2024,down_1_early_1_3,60_plus,407,0.4349,0.7371,0.484,0.629,0.5184,0.9681,5340,0.3575,0.0774,0.6305,0.1066,0.3964,0.0876,0.5468,0.0822,0.4255,0.0929,0.9541,0.014
2024,down_2_early_1_3,55_60,403,0.263,0.4169,0.3945,0.5409,0.3697,0.3697,3030,0.2554,0.0076,0.4502,-0.0333,0.3835,0.011,0.5419,-0.001,0.4145,-0.0448,0.4145,-0.0448
2023,down_5_plus_middle_6,45_50,400,0.025,0.03,0.39,0.56,0.445,0.025,1330,0.0195,0.0055,0.0331,-0.0031,0.4113,-0.0213,0.5887,-0.0287,0.4549,-0.0099,0.0406,-0.0156
2025,down_3_early_1_3,45_50,400,0.2,0.36,0.4075,0.61,0.445,0.265,1574,0.1887,0.0113,0.3253,0.0347,0.3952,0.0123,0.5559,0.0541,0.425,0.02,0.2541,0.0109
2023,down_2_early_1_3,55_60,397,0.3073,0.4509,0.4055,0.539,0.4055,0.4055,2917,0.2989,0.0084,0.505,-0.0541,0.432,-0.0265,0.5883,-0.0493,0.4758,-0.0703,0.4758,-0.0703
2025,down_2_early_1_3,55_60,390,0.2667,0.5077,0.4128,0.5821,0.4769,0.4769,2763,0.2649,0.0018,0.4629,0.0448,0.3959,0.0169,0.553,0.0291,0.447,0.0299,0.447,0.0299
2024,down_4_late_7_plus,40_45,389,0.0257,0.0308,0.3239,0.3933,0.3008,0.072,2139,0.0276,-0.0019,0.0383,-0.0075,0.323,0.0009,0.3806,0.0127,0.3249,-0.0241,0.0827,-0.0107
2025,down_2_f5_1_5,55_60,383,0.1854,0.3838,0.4439,0.5535,0.4308,0.4308,2589,0.2364,-0.051,0.4002,-0.0164,0.409,0.0349,0.5577,-0.0042,0.4434,-0.0126,0.4434,-0.0126
2025,down_1_late_7_plus,60_plus,382,0.2461,0.3927,0.377,0.445,0.3927,0.9895,4136,0.2038,0.0423,0.3039,0.0888,0.3138,0.0632,0.3656,0.0794,0.3039,0.0888,0.9768,0.0127
2024,down_1_f5_1_5,55_60,381,0.2966,0.5171,0.4331,0.5958,0.3885,0.9738,3704,0.3386,-0.042,0.5702,-0.0531,0.4023,0.0308,0.5664,0.0294,0.4355,-0.047,0.9754,-0.0016
2024,down_5_plus_middle_6,50_55,381,0.0157,0.021,0.4121,0.5407,0.4462,0.0315,1412,0.0184,-0.0027,0.0269,-0.0059,0.3817,0.0304,0.5163,0.0244,0.4256,0.0206,0.0276,0.0039
2024,down_5_plus_f5_1_5,40_45,368,0.0489,0.0571,0.3424,0.5109,0.413,0.0462,1894,0.0491,-0.0002,0.0692,-0.0121,0.3685,-0.0261,0.5148,-0.0039,0.4197,-0.0067,0.0533,-0.0071
2025,down_5_plus_middle_6,45_50,366,0.0219,0.0273,0.3661,0.4973,0.3798,0.0328,1288,0.0194,0.0025,0.0272,0.0001,0.3773,-0.0112,0.5435,-0.0462,0.4045,-0.0247,0.038,-0.0052
2023,down_4_f5_1_5,45_50,365,0.0849,0.137,0.3918,0.5589,0.4274,0.1123,1143,0.0971,-0.0122,0.1557,-0.0187,0.4156,-0.0238,0.5608,-0.0019,0.4558,-0.0284,0.1382,-0.0259
2025,down_2_middle_6,45_50,364,0.1621,0.3022,0.3956,0.4973,0.4176,0.4176,1273,0.1728,-0.0107,0.3009,0.0013,0.392,0.0036,0.5169,-0.0196,0.4171,0.0005,0.4171,0.0005
2024,down_2_middle_6,45_50,361,0.1801,0.3075,0.4515,0.5623,0.4875,0.4875,1291,0.206,-0.0259,0.3238,-0.0163,0.4361,0.0154,0.5655,-0.0032,0.4547,0.0328,0.4547,0.0328
2024,down_4_f5_1_5,50_55,360,0.0944,0.1667,0.4167,0.5639,0.4556,0.2056,1221,0.0844,0.01,0.1532,0.0135,0.3931,0.0236,0.5569,0.007,0.4398,0.0158,0.1507,0.0549
2024,down_4_f5_1_5,45_50,357,0.0336,0.1036,0.3613,0.5154,0.3922,0.1204,1221,0.0844,-0.0508,0.1532,-0.0496,0.3931,-0.0318,0.5569,-0.0415,0.4398,-0.0476,0.1507,-0.0303
2025,down_4_late_7_plus,40_45,357,0.014,0.0196,0.2353,0.2773,0.1821,0.0392,1928,0.0239,-0.0099,0.0311,-0.0115,0.2822,-0.0469,0.333,-0.0557,0.2573,-0.0752,0.0705,-0.0313
2024,down_2_middle_6,50_55,355,0.2254,0.3296,0.4085,0.5155,0.4338,0.4338,1291,0.206,0.0194,0.3238,0.0058,0.4361,-0.0276,0.5655,-0.05,0.4547,-0.0209,0.4547,-0.0209
2024,down_3_f5_1_5,40_45,350,0.1257,0.2229,0.4229,0.5457,0.4286,0.26,1931,0.13,-0.0043,0.2258,-0.0029,0.392,0.0309,0.5298,0.0159,0.4247,0.0039,0.2496,0.0104
2025,down_2_middle_6,50_55,350,0.2114,0.3371,0.44,0.5714,0.46,0.46,1273,0.1728,0.0386,0.3009,0.0362,0.392,0.048,0.5169,0.0545,0.4171,0.0429,0.4171,0.0429
2025,down_5_plus_f5_1_5,40_45,348,0.0489,0.0805,0.4109,0.569,0.454,0.0575,1789,0.0369,0.012,0.0598,0.0207,0.4203,-0.0094,0.5696,-0.0006,0.4477,0.0063,0.0464,0.0111
2024,down_3_late_7_plus,55_60,346,0.052,0.0809,0.4306,0.4884,0.4335,0.1792,2744,0.0466,0.0054,0.0678,0.0131,0.3287,0.1019,0.3812,0.1072,0.32,0.1135,0.1396,0.0396
2023,down_2_middle_6,50_55,345,0.2058,0.3333,0.3884,0.5217,0.4029,0.4029,1240,0.1984,0.0074,0.3056,0.0277,0.3903,-0.0019,0.5379,-0.0162,0.4323,-0.0294,0.4323,-0.0294
2025,down_5_plus_middle_6,50_55,343,0.0117,0.0233,0.4023,0.5773,0.4577,0.0262,1288,0.0194,-0.0077,0.0272,-0.0039,0.3773,0.025,0.5435,0.0338,0.4045,0.0532,0.038,-0.0118
2023,down_2_middle_6,45_50,336,0.1667,0.2738,0.378,0.5357,0.4345,0.4345,1240,0.1984,-0.0317,0.3056,-0.0318,0.3903,-0.0123,0.5379,-0.0022,0.4323,0.0022,0.4323,0.0022
2023,down_3_late_7_plus,55_60,336,0.0923,0.1458,0.3958,0.4643,0.381,0.2054,2579,0.0613,0.031,0.0954,0.0504,0.3373,0.0585,0.3889,0.0754,0.3075,0.0735,0.1706,0.0348
2024,down_2_f5_1_5,55_60,334,0.1886,0.3204,0.3653,0.5299,0.3623,0.3623,2806,0.2217,-0.0331,0.3553,-0.0349,0.3813,-0.016,0.5474,-0.0175,0.4195,-0.0572,0.4195,-0.0572
2025,down_3_f5_1_5,40_45,330,0.0939,0.1424,0.3152,0.4636,0.3576,0.197,1710,0.1357,-0.0418,0.2216,-0.0792,0.3713,-0.0561,0.5222,-0.0586,0.4146,-0.057,0.2444,-0.0474
2025,down_4_f5_1_5,45_50,328,0.0823,0.125,0.3963,0.6006,0.4817,0.1341,1146,0.0864,-0.0041,0.1257,-0.0007,0.3927,0.0036,0.5515,0.0491,0.4564,0.0253,0.1405,-0.0064
2023,down_3_f5_1_5,40_45,326,0.1166,0.2117,0.408,0.5215,0.3988,0.2055,1832,0.1736,-0.057,0.2735,-0.0618,0.4099,-0.0019,0.5617,-0.0402,0.4481,-0.0493,0.2702,-0.0647
2025,down_1_f5_1_5,60_plus,322,0.3758,0.5652,0.3571,0.4845,0.3944,0.9752,3632,0.3648,0.011,0.5765,-0.0113,0.4025,-0.0454,0.5498,-0.0653,0.4452,-0.0508,0.9722,0.003
2023,down_2_f5_1_5,55_60,321,0.3022,0.4237,0.4206,0.567,0.4829,0.4829,2652,0.2466,0.0556,0.4163,0.0074,0.4427,-0.0221,0.592,-0.025,0.4729,0.01,0.4729,0.01
2025,down_3_late_7_plus,55_60,320,0.0437,0.0844,0.2469,0.2875,0.2406,0.1187,2484,0.0431,0.0006,0.0761,0.0083,0.318,-0.0711,0.3732,-0.0857,0.3019,-0.0613,0.1514,-0.0327
2023,down_5_plus_late_7_plus,lt_40,318,0.0126,0.0126,0.3585,0.3836,0.3585,0.0126,4855,0.0054,0.0072,0.0072,0.0054,0.3574,0.0011,0.4122,-0.0286,0.3429,0.0156,0.0185,-0.0059
2023,down_1_middle_6,40_45,316,0.3228,0.5506,0.4146,0.5791,0.4968,0.9747,1639,0.3295,-0.0067,0.5095,0.0411,0.3905,0.0241,0.5503,0.0288,0.446,0.0508,0.975,-0.0003
2024,down_3_early_1_3,40_45,316,0.1772,0.2658,0.3924,0.5538,0.4367,0.2247,1634,0.1707,0.0065,0.2803,-0.0145,0.4002,-0.0078,0.5532,0.0006,0.4278,0.0089,0.2301,-0.0054
2023,down_5_plus_f5_1_5,40_45,311,0.0129,0.0675,0.4148,0.6334,0.5563,0.0418,1901,0.0395,-0.0266,0.0631,0.0044,0.3924,0.0224,0.5692,0.0642,0.4477,0.1086,0.0568,-0.015
2023,down_5_plus_early_1_3,45_50,310,0.0516,0.1032,0.4645,0.6581,0.5065,0.0323,921,0.0641,-0.0125,0.1042,-0.001,0.4332,0.0313,0.6113,0.0468,0.4734,0.0331,0.0543,-0.022
2023,down_5_plus_middle_6,50_55,310,0.0194,0.0387,0.4258,0.6065,0.4613,0.0452,1330,0.0195,-0.0001,0.0331,0.0056,0.4113,0.0145,0.5887,0.0178,0.4549,0.0064,0.0406,0.0046
2024,down_1_early_1_3,lt_40,309,0.3948,0.6796,0.4175,0.6052,0.4757,0.9806,5340,0.3575,0.0373,0.6305,0.0491,0.3964,0.0211,0.5468,0.0584,0.4255,0.0502,0.9541,0.0265
2024,down_1_middle_6,40_45,305,0.3279,0.5279,0.4328,0.5672,0.4459,0.9803,1608,0.3346,-0.0067,0.51,0.0179,0.3943,0.0385,0.5647,0.0025,0.449,-0.0031,0.9826,-0.0023
2023,down_3_middle_6,45_50,301,0.1163,0.1628,0.3621,0.5316,0.4153,0.2525,981,0.1305,-0.0142,0.1978,-0.035,0.4149,-0.0528,0.5668,-0.0352,0.4506,-0.0353,0.2589,-0.0064
2024,down_5_plus_late_7_plus,60_plus,301,0.0133,0.0133,0.3355,0.3588,0.3056,0.0498,5053,0.0073,0.006,0.0113,0.002,0.3275,0.008,0.3794,-0.0206,0.3137,-0.0081,0.0263,0.0235
2025,down_3_early_1_3,40_45,301,0.093,0.2193,0.309,0.4452,0.3422,0.2027,1574,0.1887,-0.0957,0.3253,-0.106,0.3952,-0.0862,0.5559,-0.1107,0.425,-0.0828,0.2541,-0.0514
2023,down_1_late_7_plus,60_plus,298,0.1846,0.3255,0.3322,0.3725,0.3255,0.9765,4144,0.2266,-0.042,0.3313,-0.0058,0.3448,-0.0126,0.3924,-0.0199,0.3313,-0.0058,0.9718,0.0047
2023,down_1_f5_1_5,60_plus,297,0.3502,0.5522,0.4444,0.6162,0.4478,0.9731,3577,0.3528,-0.0026,0.5801,-0.0279,0.4082,0.0362,0.5639,0.0523,0.4507,-0.0029,0.9723,0.0008
2024,down_3_middle_6,45_50,296,0.0709,0.1351,0.3345,0.4932,0.4155,0.2399,1020,0.098,-0.0271,0.1539,-0.0188,0.4118,-0.0773,0.5363,-0.0431,0.4275,-0.012,0.2392,0.0007
2023,down_4_early_1_3,45_50,294,0.1429,0.2551,0.5238,0.6531,0.5204,0.1735,914,0.1411,0.0018,0.2144,0.0407,0.4344,0.0894,0.57,0.0831,0.4431,0.0773,0.1915,-0.018
2024,down_4_late_7_plus,55_60,293,0.0375,0.0614,0.3174,0.372,0.3276,0.1024,2139,0.0276,0.0099,0.0383,0.0231,0.323,-0.0056,0.3806,-0.0086,0.3249,0.0027,0.0827,0.0197
2024,down_3_f5_1_5,55_60,292,0.1438,0.2534,0.3904,0.6233,0.4623,0.2534,1931,0.13,0.0138,0.2258,0.0276,0.392,-0.0016,0.5298,0.0935,0.4247,0.0376,0.2496,0.0038
2024,down_5_plus_late_7_plus,lt_40,284,0.007,0.007,0.2958,0.3627,0.3028,0.0141,5053,0.0073,-0.0003,0.0113,-0.0043,0.3275,-0.0317,0.3794,-0.0167,0.3137,-0.0109,0.0263,-0.0122
2025,down_2_early_1_3,60_plus,283,0.3145,0.4558,0.4735,0.6148,0.4558,0.4558,2763,0.2649,0.0496,0.4629,-0.0071,0.3959,0.0776,0.553,0.0618,0.447,0.0088,0.447,0.0088
2025,down_5_plus_early_1_3,45_50,283,0.0495,0.0883,0.3746,0.5548,0.4523,0.0565,893,0.0649,-0.0154,0.1053,-0.017,0.3751,-0.0005,0.5532,0.0016,0.4255,0.0268,0.0571,-0.0006
2023,down_5_plus_late_7_plus,60_plus,282,0.0,0.0,0.305,0.3511,0.2624,0.0,4855,0.0054,-0.0054,0.0072,-0.0072,0.3574,-0.0524,0.4122,-0.0611,0.3429,-0.0805,0.0185,-0.0185
2023,down_1_early_1_3,lt_40,281,0.3523,0.6299,0.3381,0.4413,0.3452,0.9573,5257,0.3827,-0.0304,0.6371,-0.0072,0.4141,-0.076,0.5632,-0.1219,0.4392,-0.094,0.9583,-0.001
2025,down_4_f5_1_5,50_55,281,0.0819,0.0961,0.3879,0.5231,0.4448,0.1388,1146,0.0864,-0.0045,0.1257,-0.0296,0.3927,-0.0048,0.5515,-0.0284,0.4564,-0.0116,0.1405,-0.0017
2023,down_4_late_7_plus,55_60,280,0.0071,0.0214,0.3143,0.3964,0.3,0.0393,2125,0.0245,-0.0174,0.0381,-0.0167,0.3233,-0.009,0.3751,0.0213,0.2894,0.0106,0.0776,-0.0383
2023,down_3_f5_1_5,55_60,274,0.2226,0.2737,0.3431,0.5219,0.4015,0.2555,1832,0.1736,0.049,0.2735,0.0002,0.4099,-0.0668,0.5617,-0.0398,0.4481,-0.0466,0.2702,-0.0147
2025,down_5_plus_late_7_plus,lt_40,273,0.0,0.0,0.381,0.4359,0.3919,0.022,5064,0.0057,-0.0057,0.0079,-0.0079,0.3474,0.0336,0.4017,0.0342,0.3323,0.0596,0.0166,0.0054
2025,down_3_middle_6,50_55,267,0.1124,0.1835,0.427,0.5768,0.4382,0.2547,955,0.0974,0.015,0.156,0.0275,0.3916,0.0354,0.5047,0.0721,0.422,0.0162,0.2398,0.0149
2024,down_3_middle_6,50_55,266,0.0902,0.1316,0.4286,0.5,0.4098,0.2218,1020,0.098,-0.0078,0.1539,-0.0223,0.4118,0.0168,0.5363,-0.0363,0.4275,-0.0177,0.2392,-0.0174
2023,down_4_f5_1_5,50_55,265,0.1132,0.2038,0.4415,0.5434,0.483,0.1811,1143,0.0971,0.0161,0.1557,0.0481,0.4156,0.0259,0.5608,-0.0174,0.4558,0.0272,0.1382,0.0429
2023,down_5_plus_early_1_3,50_55,264,0.0947,0.1326,0.447,0.6364,0.4508,0.0871,921,0.0641,0.0306,0.1042,0.0284,0.4332,0.0138,0.6113,0.0251,0.4734,-0.0226,0.0543,0.0328
2024,down_1_late_7_plus,60_plus,263,0.2966,0.4183,0.4068,0.4639,0.4183,0.981,4150,0.232,0.0646,0.3383,0.08,0.3525,0.0543,0.4051,0.0588,0.3383,0.08,0.974,0.007
2023,down_3_early_1_3,40_45,261,0.2069,0.3257,0.387,0.6207,0.4061,0.2107,1690,0.226,-0.0191,0.3657,-0.04,0.4385,-0.0515,0.5964,0.0243,0.458,-0.0519,0.2817,-0.071
2023,down_5_plus_f5_1_5,55_60,261,0.069,0.069,0.3946,0.5402,0.4559,0.0575,1901,0.0395,0.0295,0.0631,0.0059,0.3924,0.0022,0.5692,-0.029,0.4477,0.0082,0.0568,0.0007
2025,down_1_early_1_3,lt_40,260,0.3577,0.6077,0.4269,0.5577,0.4462,0.9654,5522,0.3892,-0.0315,0.648,-0.0403,0.404,0.0229,0.5594,-0.0017,0.4591,-0.0129,0.958,0.0074
2025,down_1_middle_6,40_45,259,0.2934,0.4479,0.3552,0.4633,0.3668,0.9884,1601,0.3279,-0.0345,0.4859,-0.038,0.3691,-0.0139,0.524,-0.0607,0.4204,-0.0536,0.9781,0.0103
2023,down_3_middle_6,50_55,258,0.1163,0.1744,0.4302,0.5504,0.4574,0.2326,981,0.1305,-0.0142,0.1978,-0.0234,0.4149,0.0153,0.5668,-0.0164,0.4506,0.0068,0.2589,-0.0263
2024,down_5_plus_middle_6,40_45,258,0.0233,0.031,0.3643,0.4845,0.4225,0.0388,1412,0.0184,0.0049,0.0269,0.0041,0.3817,-0.0174,0.5163,-0.0318,0.4256,-0.0031,0.0276,0.0112
2024,down_5_plus_early_1_3,45_50,257,0.0739,0.1167,0.4358,0.5681,0.4708,0.0233,822,0.1071,-0.0332,0.135,-0.0183,0.4161,0.0197,0.573,-0.0049,0.4672,0.0036,0.0389,-0.0156
2025,down_2_late_7_plus,60_plus,253,0.2055,0.2648,0.4427,0.5099,0.4466,0.4466,3185,0.1058,0.0997,0.1799,0.0849,0.3341,0.1086,0.3962,0.1137,0.3353,0.1113,0.3353,0.1113
2023,down_5_plus_middle_6,40_45,250,0.02,0.056,0.508,0.636,0.52,0.08,1330,0.0195,0.0005,0.0331,0.0229,0.4113,0.0967,0.5887,0.0473,0.4549,0.0651,0.0406,0.0394
2024,down_1_f5_1_5,lt_40,248,0.3427,0.6048,0.4476,0.5968,0.5121,0.9839,3704,0.3386,0.0041,0.5702,0.0346,0.4023,0.0453,0.5664,0.0304,0.4355,0.0766,0.9754,0.0085
2024,down_4_early_1_3,50_55,248,0.125,0.254,0.3468,0.5282,0.4234,0.125,803,0.1146,0.0104,0.1918,0.0622,0.3873,-0.0405,0.5268,0.0014,0.4247,-0.0013,0.1108,0.0142
2024,down_4_f5_1_5,40_45,248,0.0806,0.1815,0.3871,0.5403,0.4395,0.1573,1221,0.0844,-0.0038,0.1532,0.0283,0.3931,-0.006,0.5569,-0.0166,0.4398,-0.0003,0.1507,0.0066
2024,down_2_middle_6,40_45,245,0.1959,0.298,0.4245,0.5673,0.4408,0.4408,1291,0.206,-0.0101,0.3238,-0.0258,0.4361,-0.0116,0.5655,0.0018,0.4547,-0.0139,0.4547,-0.0139
2024,down_5_plus_f5_1_5,55_60,244,0.0656,0.0779,0.4549,0.6025,0.459,0.0451,1894,0.0491,0.0165,0.0692,0.0087,0.3685,0.0864,0.5148,0.0877,0.4197,0.0393,0.0533,-0.0082
2025,down_5_plus_f5_1_5,55_60,243,0.0206,0.0329,0.428,0.5185,0.4074,0.0247,1789,0.0369,-0.0163,0.0598,-0.0269,0.4203,0.0077,0.5696,-0.0511,0.4477,-0.0403,0.0464,-0.0217
2023,down_2_middle_6,40_45,242,0.2231,0.3017,0.3471,0.5207,0.4421,0.4421,1240,0.1984,0.0247,0.3056,-0.0039,0.3903,-0.0432,0.5379,-0.0172,0.4323,0.0098,0.4323,0.0098
2023,down_1_middle_6,55_60,241,0.332,0.4813,0.3776,0.5104,0.4108,0.9668,1639,0.3295,0.0025,0.5095,-0.0282,0.3905,-0.0129,0.5503,-0.0399,0.446,-0.0352,0.975,-0.0082
2025,down_3_middle_6,45_50,239,0.0711,0.113,0.364,0.4393,0.3682,0.2259,955,0.0974,-0.0263,0.156,-0.043,0.3916,-0.0276,0.5047,-0.0654,0.422,-0.0538,0.2398,-0.0139
2025,down_4_late_7_plus,55_60,239,0.046,0.046,0.3473,0.3933,0.3222,0.0837,1928,0.0239,0.0221,0.0311,0.0149,0.2822,0.0651,0.333,0.0603,0.2573,0.0649,0.0705,0.0132
2023,down_2_early_1_3,60_plus,235,0.3489,0.5787,0.5191,0.7106,0.5957,0.5957,2917,0.2989,0.05,0.505,0.0737,0.432,0.0871,0.5883,0.1223,0.4758,0.1199,0.4758,0.1199
2024,down_4_early_1_3,45_50,234,0.0855,0.1325,0.3632,0.4957,0.3632,0.1026,803,0.1146,-0.0291,0.1918,-0.0593,0.3873,-0.0241,0.5268,-0.0311,0.4247,-0.0615,0.1108,-0.0082
2024,down_1_f5_1_5,60_plus,231,0.4502,0.6797,0.4286,0.5758,0.4892,0.9654,3704,0.3386,0.1116,0.5702,0.1095,0.4023,0.0263,0.5664,0.0094,0.4355,0.0537,0.9754,-0.01
2025,down_3_late_7_plus,60_plus,231,0.0433,0.0823,0.342,0.3983,0.329,0.1775,2484,0.0431,0.0002,0.0761,0.0062,0.318,0.024,0.3732,0.0251,0.3019,0.0271,0.1514,0.0261
2023,down_3_early_1_3,55_60,230,0.2391,0.3478,0.4478,0.5391,0.4348,0.3,1690,0.226,0.0131,0.3657,-0.0179,0.4385,0.0093,0.5964,-0.0573,0.458,-0.0232,0.2817,0.0183
2024,down_3_early_1_3,55_60,229,0.1528,0.3057,0.4148,0.5677,0.4061,0.2009,1634,0.1707,-0.0179,0.2803,0.0254,0.4002,0.0146,0.5532,0.0145,0.4278,-0.0217,0.2301,-0.0292
2023,down_1_late_7_plus,lt_40,228,0.2018,0.3904,0.4254,0.4781,0.3904,0.9693,4144,0.2266,-0.0248,0.3313,0.0591,0.3448,0.0806,0.3924,0.0857,0.3313,0.0591,0.9718,-0.0025
2024,down_1_late_7_plus,lt_40,228,0.2675,0.3596,0.3509,0.4035,0.3596,1.0,4150,0.232,0.0355,0.3383,0.0213,0.3525,-0.0016,0.4051,-0.0016,0.3383,0.0213,0.974,0.026
2023,down_4_early_1_3,50_55,226,0.1858,0.2478,0.3761,0.5265,0.3894,0.208,914,0.1411,0.0447,0.2144,0.0334,0.4344,-0.0583,0.57,-0.0435,0.4431,-0.0537,0.1915,0.0165
2025,down_1_middle_6,55_60,226,0.3451,0.5265,0.385,0.5752,0.4602,0.9867,1601,0.3279,0.0172,0.4859,0.0406,0.3691,0.0159,0.524,0.0512,0.4204,0.0398,0.9781,0.0086
2025,down_2_f5_1_5,60_plus,225,0.3156,0.4178,0.36,0.5111,0.4089,0.4089,2589,0.2364,0.0792,0.4002,0.0176,0.409,-0.049,0.5577,-0.0466,0.4434,-0.0345,0.4434,-0.0345
2023,down_2_f5_1_5,60_plus,223,0.3004,0.4978,0.583,0.7399,0.6502,0.6502,2652,0.2466,0.0538,0.4163,0.0815,0.4427,0.1403,0.592,0.1479,0.4729,0.1773,0.4729,0.1773
2025,down_5_plus_early_1_3,50_55,221,0.0452,0.1403,0.3032,0.4887,0.371,0.0543,893,0.0649,-0.0197,0.1053,0.035,0.3751,-0.0719,0.5532,-0.0645,0.4255,-0.0545,0.0571,-0.0028
2024,down_3_late_7_plus,60_plus,220,0.0682,0.0955,0.3545,0.4182,0.3591,0.1727,2744,0.0466,0.0216,0.0678,0.0277,0.3287,0.0258,0.3812,0.037,0.32,0.0391,0.1396,0.0331
2024,down_2_late_7_plus,60_plus,214,0.1822,0.257,0.4299,0.486,0.3645,0.3645,3327,0.1214,0.0608,0.1776,0.0794,0.3408,0.0891,0.3956,0.0904,0.3267,0.0378,0.3267,0.0378
2025,down_5_plus_middle_6,40_45,214,0.028,0.0467,0.4112,0.5421,0.4346,0.0701,1288,0.0194,0.0086,0.0272,0.0195,0.3773,0.0339,0.5435,-0.0014,0.4045,0.0301,0.038,0.0321
2025,down_2_middle_6,40_45,209,0.1627,0.2775,0.3876,0.4976,0.4019,0.4019,1273,0.1728,-0.0101,0.3009,-0.0234,0.392,-0.0044,0.5169,-0.0193,0.4171,-0.0152,0.4171,-0.0152
2023,down_3_late_7_plus,60_plus,208,0.0385,0.0529,0.3365,0.375,0.3173,0.1538,2579,0.0613,-0.0228,0.0954,-0.0425,0.3373,-0.0008,0.3889,-0.0139,0.3075,0.0098,0.1706,-0.0168
2025,down_1_late_7_plus,lt_40,208,0.2212,0.3029,0.3173,0.3606,0.3029,0.976,4136,0.2038,0.0174,0.3039,-0.001,0.3138,0.0035,0.3656,-0.005,0.3039,-0.001,0.9768,-0.0008
2025,down_3_f5_1_5,55_60,208,0.1971,0.2981,0.4375,0.5962,0.5144,0.2596,1710,0.1357,0.0614,0.2216,0.0765,0.3713,0.0662,0.5222,0.074,0.4146,0.0998,0.2444,0.0152
2024,down_4_middle_6,45_50,207,0.0773,0.1208,0.3913,0.5314,0.4589,0.1546,724,0.0691,0.0082,0.1077,0.0131,0.4268,-0.0355,0.5359,-0.0045,0.4448,0.0141,0.1367,0.0179
