season,state_bucket,opponent_team_strength_bucket,count,eventually_won_rate,tied_or_led_later_rate,scored_next_1_inning_rate,scored_next_2_innings_rate,reduced_deficit_next_2_rate,within_1_next_2_rate,baseline_count,eventually_won_baseline_rate,eventually_won_lift,tied_or_led_later_baseline_rate,tied_or_led_later_lift,scored_next_1_inning_baseline_rate,scored_next_1_inning_lift,scored_next_2_innings_baseline_rate,scored_next_2_innings_lift,reduced_deficit_next_2_baseline_rate,reduced_deficit_next_2_lift,within_1_next_2_baseline_rate,within_1_next_2_lift
2024,down_5_plus_middle_6,45_50,406,0.0246,0.0345,0.3892,0.532,0.436,0.0394,1412,0.0184,0.0062,0.0269,0.0076,0.3817,0.0075,0.5163,0.0157,0.4256,0.0104,0.0276,0.0118
2023,down_1_early_1_3,lt_40,404,0.4752,0.7302,0.4703,0.6337,0.495,0.9629,5257,0.3827,0.0925,0.6371,0.0931,0.4141,0.0562,0.5632,0.0705,0.4392,0.0558,0.9583,0.0046
2025,down_3_early_1_3,45_50,403,0.1414,0.2903,0.4119,0.5806,0.4566,0.2506,1574,0.1887,-0.0473,0.3253,-0.035,0.3952,0.0167,0.5559,0.0247,0.425,0.0316,0.2541,-0.0035
2023,down_4_f5_1_5,50_55,400,0.075,0.155,0.435,0.57,0.465,0.135,1143,0.0971,-0.0221,0.1557,-0.0007,0.4156,0.0194,0.5608,0.0092,0.4558,0.0092,0.1382,-0.0032
2023,down_5_plus_late_7_plus,40_45,399,0.0,0.0,0.3885,0.4386,0.3885,0.0175,4855,0.0054,-0.0054,0.0072,-0.0072,0.3574,0.0311,0.4122,0.0264,0.3429,0.0456,0.0185,-0.001
2024,down_1_late_7_plus,lt_40,394,0.3122,0.4695,0.434,0.5102,0.4695,0.9873,4150,0.232,0.0802,0.3383,0.1312,0.3525,0.0815,0.4051,0.1051,0.3383,0.1312,0.974,0.0133
2025,down_5_plus_f5_1_5,45_50,394,0.066,0.0863,0.4213,0.5584,0.4315,0.0355,1789,0.0369,0.0291,0.0598,0.0265,0.4203,0.001,0.5696,-0.0112,0.4477,-0.0162,0.0464,-0.0109
2024,down_2_middle_6,50_55,393,0.1807,0.3282,0.4962,0.6132,0.4809,0.4809,1291,0.206,-0.0253,0.3238,0.0044,0.4361,0.0601,0.5655,0.0477,0.4547,0.0262,0.4547,0.0262
2023,down_3_f5_1_5,45_50,391,0.1535,0.2583,0.3504,0.5396,0.4527,0.2506,1832,0.1736,-0.0201,0.2735,-0.0152,0.4099,-0.0595,0.5617,-0.0221,0.4481,0.0046,0.2702,-0.0196
2023,down_3_late_7_plus,55_60,391,0.0384,0.0767,0.3325,0.3708,0.266,0.156,2579,0.0613,-0.0229,0.0954,-0.0187,0.3373,-0.0048,0.3889,-0.0181,0.3075,-0.0415,0.1706,-0.0146
2024,down_2_middle_6,45_50,388,0.183,0.2861,0.3531,0.4794,0.3814,0.3814,1291,0.206,-0.023,0.3238,-0.0377,0.4361,-0.083,0.5655,-0.0861,0.4547,-0.0733,0.4547,-0.0733
2023,down_2_f5_1_5,55_60,385,0.1818,0.4,0.4571,0.5974,0.4519,0.4519,2652,0.2466,-0.0648,0.4163,-0.0163,0.4427,0.0144,0.592,0.0054,0.4729,-0.021,0.4729,-0.021
2023,down_1_f5_1_5,40_45,380,0.3947,0.6684,0.4632,0.6289,0.5342,0.9789,3577,0.3528,0.0419,0.5801,0.0883,0.4082,0.055,0.5639,0.065,0.4507,0.0835,0.9723,0.0066
2024,down_1_early_1_3,60_plus,380,0.3211,0.5974,0.4158,0.5395,0.3842,0.9421,5340,0.3575,-0.0364,0.6305,-0.0331,0.3964,0.0194,0.5468,-0.0073,0.4255,-0.0413,0.9541,-0.012
2024,down_1_late_7_plus,40_45,374,0.3075,0.3476,0.3289,0.3904,0.3476,0.9786,4150,0.232,0.0755,0.3383,0.0093,0.3525,-0.0236,0.4051,-0.0147,0.3383,0.0093,0.974,0.0046
2023,down_1_late_7_plus,40_45,372,0.2876,0.4059,0.3898,0.4597,0.4059,0.9785,4144,0.2266,0.061,0.3313,0.0746,0.3448,0.045,0.3924,0.0673,0.3313,0.0746,0.9718,0.0067
2024,down_4_f5_1_5,50_55,370,0.0703,0.1351,0.3351,0.5081,0.3649,0.1243,1221,0.0844,-0.0141,0.1532,-0.0181,0.3931,-0.058,0.5569,-0.0488,0.4398,-0.0749,0.1507,-0.0264
2025,down_5_plus_early_1_3,50_55,370,0.0378,0.1,0.4162,0.5784,0.4405,0.0622,893,0.0649,-0.0271,0.1053,-0.0053,0.3751,0.0411,0.5532,0.0252,0.4255,0.015,0.0571,0.0051
2023,down_3_early_1_3,45_50,367,0.1935,0.3297,0.4387,0.5722,0.4142,0.2725,1690,0.226,-0.0325,0.3657,-0.036,0.4385,0.0002,0.5964,-0.0242,0.458,-0.0438,0.2817,-0.0092
2024,down_5_plus_late_7_plus,60_plus,363,0.0,0.0,0.3306,0.3857,0.2672,0.011,5053,0.0073,-0.0073,0.0113,-0.0113,0.3275,0.0031,0.3794,0.0063,0.3137,-0.0465,0.0263,-0.0153
2023,down_3_middle_6,50_55,362,0.116,0.174,0.3812,0.5331,0.4309,0.2403,981,0.1305,-0.0145,0.1978,-0.0238,0.4149,-0.0337,0.5668,-0.0337,0.4506,-0.0197,0.2589,-0.0186
2024,down_5_plus_late_7_plus,40_45,362,0.0083,0.0193,0.337,0.3812,0.3204,0.0442,5053,0.0073,0.001,0.0113,0.008,0.3275,0.0095,0.3794,0.0018,0.3137,0.0067,0.0263,0.0179
2025,down_1_f5_1_5,40_45,358,0.4078,0.5922,0.4693,0.5838,0.486,0.986,3632,0.3648,0.043,0.5765,0.0157,0.4025,0.0668,0.5498,0.034,0.4452,0.0408,0.9722,0.0138
2025,down_3_middle_6,50_55,354,0.096,0.1441,0.4237,0.4802,0.4011,0.2345,955,0.0974,-0.0014,0.156,-0.0119,0.3916,0.0321,0.5047,-0.0245,0.422,-0.0209,0.2398,-0.0053
2024,down_4_f5_1_5,45_50,353,0.0708,0.1246,0.4193,0.5722,0.4476,0.1218,1221,0.0844,-0.0136,0.1532,-0.0286,0.3931,0.0262,0.5569,0.0153,0.4398,0.0078,0.1507,-0.0289
2023,down_4_late_7_plus,55_60,351,0.0285,0.0427,0.2991,0.3305,0.2849,0.0712,2125,0.0245,0.004,0.0381,0.0046,0.3233,-0.0242,0.3751,-0.0446,0.2894,-0.0045,0.0776,-0.0064
2025,down_1_middle_6,45_50,348,0.2931,0.4684,0.3534,0.5172,0.408,0.9914,1601,0.3279,-0.0348,0.4859,-0.0175,0.3691,-0.0157,0.524,-0.0068,0.4204,-0.0124,0.9781,0.0133
2025,down_2_middle_6,45_50,337,0.1454,0.3145,0.362,0.4866,0.3828,0.3828,1273,0.1728,-0.0274,0.3009,0.0136,0.392,-0.03,0.5169,-0.0303,0.4171,-0.0343,0.4171,-0.0343
2023,down_2_late_7_plus,40_45,334,0.1347,0.1976,0.3713,0.4461,0.3922,0.3922,3321,0.1186,0.0161,0.174,0.0236,0.3342,0.0371,0.3927,0.0534,0.3219,0.0703,0.3219,0.0703
2025,down_4_late_7_plus,55_60,334,0.012,0.015,0.2635,0.3144,0.2425,0.0868,1928,0.0239,-0.0119,0.0311,-0.0161,0.2822,-0.0187,0.333,-0.0186,0.2573,-0.0148,0.0705,0.0163
2023,down_1_late_7_plus,lt_40,331,0.2236,0.3323,0.3323,0.3807,0.3323,0.9758,4144,0.2266,-0.003,0.3313,0.001,0.3448,-0.0125,0.3924,-0.0117,0.3313,0.001,0.9718,0.004
2024,down_4_late_7_plus,55_60,328,0.0122,0.0244,0.3689,0.4482,0.378,0.0823,2139,0.0276,-0.0154,0.0383,-0.0139,0.323,0.0459,0.3806,0.0676,0.3249,0.0531,0.0827,-0.0004
2023,down_5_plus_late_7_plus,lt_40,327,0.0214,0.0306,0.4709,0.5138,0.4159,0.0489,4855,0.0054,0.016,0.0072,0.0234,0.3574,0.1135,0.4122,0.1016,0.3429,0.073,0.0185,0.0304
2024,down_5_plus_f5_1_5,55_60,327,0.0489,0.0612,0.2844,0.4495,0.3761,0.0459,1894,0.0491,-0.0002,0.0692,-0.008,0.3685,-0.0841,0.5148,-0.0653,0.4197,-0.0436,0.0533,-0.0074
2025,down_1_early_1_3,lt_40,325,0.5015,0.6923,0.4215,0.5631,0.4769,0.9754,5522,0.3892,0.1123,0.648,0.0443,0.404,0.0175,0.5594,0.0037,0.4591,0.0178,0.958,0.0174
2025,down_5_plus_middle_6,45_50,324,0.0401,0.0463,0.3426,0.4907,0.3611,0.034,1288,0.0194,0.0207,0.0272,0.0191,0.3773,-0.0347,0.5435,-0.0528,0.4045,-0.0434,0.038,-0.004
2025,down_2_early_1_3,40_45,323,0.3189,0.5294,0.3777,0.5604,0.4334,0.4334,2763,0.2649,0.054,0.4629,0.0665,0.3959,-0.0182,0.553,0.0074,0.447,-0.0136,0.447,-0.0136
2023,down_5_plus_f5_1_5,55_60,322,0.0248,0.0466,0.4596,0.6149,0.4783,0.0714,1901,0.0395,-0.0147,0.0631,-0.0165,0.3924,0.0672,0.5692,0.0457,0.4477,0.0306,0.0568,0.0146
2024,down_3_f5_1_5,55_60,322,0.1118,0.1988,0.3354,0.4472,0.3727,0.2453,1931,0.13,-0.0182,0.2258,-0.027,0.392,-0.0566,0.5298,-0.0826,0.4247,-0.052,0.2496,-0.0043
2024,down_1_f5_1_5,lt_40,318,0.4245,0.673,0.3931,0.5786,0.4811,0.9906,3704,0.3386,0.0859,0.5702,0.1028,0.4023,-0.0092,0.5664,0.0122,0.4355,0.0456,0.9754,0.0152
2024,down_1_late_7_plus,60_plus,314,0.2548,0.3981,0.3726,0.4427,0.3981,0.9809,4150,0.232,0.0228,0.3383,0.0598,0.3525,0.0201,0.4051,0.0376,0.3383,0.0598,0.974,0.0069
2025,down_2_late_7_plus,40_45,313,0.1374,0.1757,0.3419,0.393,0.361,0.361,3185,0.1058,0.0316,0.1799,-0.0042,0.3341,0.0078,0.3962,-0.0032,0.3353,0.0257,0.3353,0.0257
2025,down_4_early_1_3,50_55,312,0.1282,0.2019,0.3974,0.5288,0.4135,0.1667,719,0.1099,0.0183,0.2086,-0.0067,0.4089,-0.0115,0.5535,-0.0247,0.4339,-0.0204,0.1446,0.0221
2023,down_2_middle_6,45_50,311,0.2154,0.2958,0.3987,0.5756,0.4469,0.4469,1240,0.1984,0.017,0.3056,-0.0098,0.3903,0.0084,0.5379,0.0377,0.4323,0.0146,0.4323,0.0146
2023,down_5_plus_early_1_3,50_55,308,0.0325,0.0747,0.3442,0.4968,0.3734,0.0747,921,0.0641,-0.0316,0.1042,-0.0295,0.4332,-0.089,0.6113,-0.1145,0.4734,-0.1,0.0543,0.0204
2024,down_3_middle_6,45_50,308,0.0812,0.1201,0.3799,0.5162,0.3961,0.2013,1020,0.098,-0.0168,0.1539,-0.0338,0.4118,-0.0319,0.5363,-0.0201,0.4275,-0.0314,0.2392,-0.0379
2023,down_2_early_1_3,40_45,307,0.3225,0.5309,0.4886,0.6124,0.5081,0.5081,2917,0.2989,0.0236,0.505,0.0259,0.432,0.0566,0.5883,0.0241,0.4758,0.0323,0.4758,0.0323
2024,down_2_late_7_plus,40_45,303,0.1122,0.1716,0.3399,0.3927,0.3201,0.3201,3327,0.1214,-0.0092,0.1776,-0.006,0.3408,-0.0009,0.3956,-0.0029,0.3267,-0.0066,0.3267,-0.0066
2024,down_5_plus_early_1_3,50_55,303,0.0891,0.1287,0.4257,0.538,0.4026,0.0297,822,0.1071,-0.018,0.135,-0.0063,0.4161,0.0096,0.573,-0.035,0.4672,-0.0646,0.0389,-0.0092
2024,down_3_middle_6,50_55,301,0.0864,0.1495,0.4153,0.5216,0.4385,0.2226,1020,0.098,-0.0116,0.1539,-0.0044,0.4118,0.0035,0.5363,-0.0147,0.4275,0.011,0.2392,-0.0166
2025,down_5_plus_f5_1_5,55_60,301,0.0133,0.0266,0.392,0.515,0.3621,0.0432,1789,0.0369,-0.0236,0.0598,-0.0332,0.4203,-0.0283,0.5696,-0.0546,0.4477,-0.0856,0.0464,-0.0032
2023,down_4_early_1_3,50_55,299,0.107,0.204,0.4314,0.5619,0.4482,0.2074,914,0.1411,-0.0341,0.2144,-0.0104,0.4344,-0.003,0.57,-0.0081,0.4431,0.0051,0.1915,0.0159
2023,down_1_f5_1_5,lt_40,298,0.453,0.7013,0.4698,0.6443,0.5403,0.9832,3577,0.3528,0.1002,0.5801,0.1212,0.4082,0.0616,0.5639,0.0804,0.4507,0.0896,0.9723,0.0109
2024,down_1_f5_1_5,40_45,294,0.4082,0.6224,0.432,0.619,0.4558,0.9762,3704,0.3386,0.0696,0.5702,0.0522,0.4023,0.0297,0.5664,0.0526,0.4355,0.0203,0.9754,0.0008
2025,down_4_f5_1_5,45_50,288,0.1111,0.1424,0.3854,0.5556,0.4549,0.1389,1146,0.0864,0.0247,0.1257,0.0167,0.3927,-0.0073,0.5515,0.0041,0.4564,-0.0015,0.1405,-0.0016
2025,down_3_late_7_plus,40_45,286,0.0175,0.0769,0.3112,0.3392,0.2937,0.1538,2484,0.0431,-0.0256,0.0761,0.0008,0.318,-0.0068,0.3732,-0.034,0.3019,-0.0082,0.1514,0.0024
2023,down_5_plus_middle_6,45_50,285,0.0246,0.0386,0.4807,0.6456,0.5053,0.0456,1330,0.0195,0.0051,0.0331,0.0055,0.4113,0.0694,0.5887,0.0569,0.4549,0.0504,0.0406,0.005
2025,down_1_middle_6,55_60,285,0.3053,0.4702,0.3298,0.4807,0.3965,0.9789,1601,0.3279,-0.0226,0.4859,-0.0157,0.3691,-0.0393,0.524,-0.0433,0.4204,-0.0239,0.9781,0.0008
2025,down_4_middle_6,50_55,283,0.0707,0.0777,0.3498,0.5018,0.3816,0.1201,654,0.0673,0.0034,0.078,-0.0003,0.3593,-0.0095,0.5138,-0.012,0.3761,0.0055,0.1147,0.0054
2023,down_1_f5_1_5,60_plus,281,0.4057,0.5694,0.4164,0.5516,0.4448,0.9644,3577,0.3528,0.0529,0.5801,-0.0107,0.4082,0.0082,0.5639,-0.0123,0.4507,-0.0059,0.9723,-0.0079
2024,down_3_early_1_3,55_60,281,0.153,0.2918,0.3915,0.5338,0.4093,0.2206,1634,0.1707,-0.0177,0.2803,0.0115,0.4002,-0.0087,0.5532,-0.0194,0.4278,-0.0185,0.2301,-0.0095
2025,down_1_early_1_3,60_plus,280,0.4179,0.6714,0.4036,0.5464,0.4571,0.9714,5522,0.3892,0.0287,0.648,0.0234,0.404,-0.0004,0.5594,-0.013,0.4591,-0.002,0.958,0.0134
2025,down_2_f5_1_5,40_45,279,0.2509,0.4158,0.4875,0.6237,0.509,0.509,2589,0.2364,0.0145,0.4002,0.0156,0.409,0.0785,0.5577,0.066,0.4434,0.0656,0.4434,0.0656
2025,down_3_f5_1_5,55_60,279,0.1828,0.2652,0.3692,0.5161,0.4086,0.2437,1710,0.1357,0.0471,0.2216,0.0436,0.3713,-0.0021,0.5222,-0.0061,0.4146,-0.006,0.2444,-0.0007
2023,down_3_f5_1_5,55_60,278,0.1331,0.2158,0.4245,0.5396,0.3813,0.2194,1832,0.1736,-0.0405,0.2735,-0.0577,0.4099,0.0146,0.5617,-0.0221,0.4481,-0.0668,0.2702,-0.0508
2023,down_2_early_1_3,60_plus,277,0.2455,0.4332,0.4152,0.5379,0.4404,0.4404,2917,0.2989,-0.0534,0.505,-0.0718,0.432,-0.0168,0.5883,-0.0504,0.4758,-0.0354,0.4758,-0.0354
2024,down_5_plus_middle_6,55_60,270,0.0111,0.0259,0.3667,0.5444,0.4148,0.0222,1412,0.0184,-0.0073,0.0269,-0.001,0.3817,-0.015,0.5163,0.0281,0.4256,-0.0108,0.0276,-0.0054
2023,down_3_late_7_plus,40_45,269,0.1264,0.1636,0.3792,0.4387,0.3606,0.2825,2579,0.0613,0.0651,0.0954,0.0682,0.3373,0.0419,0.3889,0.0498,0.3075,0.0531,0.1706,0.1119
2023,down_1_late_7_plus,60_plus,268,0.2164,0.3134,0.3284,0.3545,0.3134,0.9701,4144,0.2266,-0.0102,0.3313,-0.0179,0.3448,-0.0164,0.3924,-0.0379,0.3313,-0.0179,0.9718,-0.0017
2025,down_5_plus_late_7_plus,60_plus,264,0.0114,0.0227,0.2652,0.3106,0.2689,0.0379,5064,0.0057,0.0057,0.0079,0.0148,0.3474,-0.0822,0.4017,-0.0911,0.3323,-0.0634,0.0166,0.0213
2025,down_1_late_7_plus,lt_40,259,0.1815,0.2896,0.3166,0.3552,0.2896,0.9807,4136,0.2038,-0.0223,0.3039,-0.0143,0.3138,0.0028,0.3656,-0.0104,0.3039,-0.0143,0.9768,0.0039
2024,down_2_early_1_3,40_45,257,0.2451,0.4358,0.3969,0.537,0.3813,0.3813,3030,0.2554,-0.0103,0.4502,-0.0144,0.3835,0.0134,0.5419,-0.0049,0.4145,-0.0332,0.4145,-0.0332
2024,down_1_f5_1_5,60_plus,252,0.377,0.5556,0.3889,0.5913,0.4127,0.9683,3704,0.3386,0.0384,0.5702,-0.0146,0.4023,-0.0134,0.5664,0.0249,0.4355,-0.0228,0.9754,-0.0071
2023,down_4_f5_1_5,45_50,251,0.1713,0.2231,0.4303,0.6096,0.51,0.1673,1143,0.0971,0.0742,0.1557,0.0674,0.4156,0.0147,0.5608,0.0488,0.4558,0.0542,0.1382,0.0291
2025,down_1_f5_1_5,lt_40,250,0.408,0.608,0.368,0.58,0.46,0.976,3632,0.3648,0.0432,0.5765,0.0315,0.4025,-0.0345,0.5498,0.0302,0.4452,0.0148,0.9722,0.0038
2023,down_5_plus_middle_6,55_60,248,0.0081,0.0202,0.4677,0.5766,0.4274,0.0323,1330,0.0195,-0.0114,0.0331,-0.0129,0.4113,0.0564,0.5887,-0.0121,0.4549,-0.0275,0.0406,-0.0083
2024,down_1_middle_6,55_60,246,0.3008,0.5325,0.3902,0.5732,0.4512,0.9837,1608,0.3346,-0.0338,0.51,0.0225,0.3943,-0.0041,0.5647,0.0085,0.449,0.0022,0.9826,0.0011
2024,down_2_f5_1_5,40_45,244,0.2213,0.3197,0.3934,0.5369,0.418,0.418,2806,0.2217,-0.0004,0.3553,-0.0356,0.3813,0.0121,0.5474,-0.0105,0.4195,-0.0015,0.4195,-0.0015
2024,down_4_early_1_3,50_55,244,0.0861,0.1352,0.3484,0.4385,0.3402,0.082,803,0.1146,-0.0285,0.1918,-0.0566,0.3873,-0.0389,0.5268,-0.0883,0.4247,-0.0845,0.1108,-0.0288
2024,down_5_plus_late_7_plus,lt_40,244,0.0492,0.0492,0.3074,0.3648,0.3074,0.0492,5053,0.0073,0.0419,0.0113,0.0379,0.3275,-0.0201,0.3794,-0.0146,0.3137,-0.0063,0.0263,0.0229
2023,down_3_middle_6,45_50,241,0.1411,0.2324,0.473,0.6183,0.527,0.3237,981,0.1305,0.0106,0.1978,0.0346,0.4149,0.0581,0.5668,0.0515,0.4506,0.0764,0.2589,0.0648
2023,down_2_f5_1_5,40_45,240,0.2667,0.4208,0.4417,0.575,0.4917,0.4917,2652,0.2466,0.0201,0.4163,0.0045,0.4427,-0.001,0.592,-0.017,0.4729,0.0188,0.4729,0.0188
2024,down_2_early_1_3,lt_40,239,0.4226,0.6444,0.3808,0.6151,0.5021,0.5021,3030,0.2554,0.1672,0.4502,0.1942,0.3835,-0.0027,0.5419,0.0732,0.4145,0.0876,0.4145,0.0876
2024,down_2_f5_1_5,lt_40,238,0.4538,0.5882,0.5126,0.7143,0.5924,0.5924,2806,0.2217,0.2321,0.3553,0.2329,0.3813,0.1313,0.5474,0.1669,0.4195,0.1729,0.4195,0.1729
2023,down_2_late_7_plus,60_plus,236,0.1695,0.2627,0.3814,0.4195,0.3517,0.3517,3321,0.1186,0.0509,0.174,0.0887,0.3342,0.0472,0.3927,0.0268,0.3219,0.0298,0.3219,0.0298
2025,down_3_early_1_3,55_60,236,0.2373,0.3136,0.3941,0.5297,0.4492,0.25,1574,0.1887,0.0486,0.3253,-0.0117,0.3952,-0.0011,0.5559,-0.0262,0.425,0.0242,0.2541,-0.0041
2024,down_2_f5_1_5,60_plus,233,0.2017,0.3605,0.3991,0.5837,0.4421,0.4421,2806,0.2217,-0.02,0.3553,0.0052,0.3813,0.0178,0.5474,0.0363,0.4195,0.0226,0.4195,0.0226
2024,down_2_late_7_plus,lt_40,233,0.2017,0.2876,0.4678,0.515,0.4807,0.4807,3327,0.1214,0.0803,0.1776,0.11,0.3408,0.127,0.3956,0.1194,0.3267,0.154,0.3267,0.154
2024,down_3_late_7_plus,40_45,233,0.0515,0.0944,0.4292,0.4764,0.4206,0.1845,2744,0.0466,0.0049,0.0678,0.0266,0.3287,0.1005,0.3812,0.0952,0.32,0.1006,0.1396,0.0449
2023,down_2_f5_1_5,60_plus,229,0.1965,0.3406,0.3799,0.524,0.3624,0.3624,2652,0.2466,-0.0501,0.4163,-0.0757,0.4427,-0.0628,0.592,-0.068,0.4729,-0.1105,0.4729,-0.1105
2024,down_2_late_7_plus,60_plus,229,0.0568,0.1747,0.3275,0.3624,0.31,0.31,3327,0.1214,-0.0646,0.1776,-0.0029,0.3408,-0.0133,0.3956,-0.0332,0.3267,-0.0167,0.3267,-0.0167
2025,down_3_early_1_3,40_45,229,0.2009,0.476,0.441,0.5983,0.4498,0.2926,1574,0.1887,0.0122,0.3253,0.1507,0.3952,0.0458,0.5559,0.0424,0.425,0.0248,0.2541,0.0385
2023,down_3_early_1_3,55_60,228,0.2018,0.3596,0.4912,0.6886,0.4605,0.2632,1690,0.226,-0.0242,0.3657,-0.0061,0.4385,0.0527,0.5964,0.0922,0.458,0.0025,0.2817,-0.0185
2023,down_4_middle_6,50_55,228,0.0746,0.1009,0.4035,0.5044,0.4298,0.1404,684,0.0746,0.0,0.1038,-0.0029,0.4108,-0.0073,0.5468,-0.0424,0.424,0.0058,0.1389,0.0015
2024,down_2_early_1_3,60_plus,228,0.2237,0.4474,0.4342,0.5921,0.4649,0.4649,3030,0.2554,-0.0317,0.4502,-0.0028,0.3835,0.0507,0.5419,0.0502,0.4145,0.0504,0.4145,0.0504
2024,down_4_early_1_3,45_50,224,0.0982,0.1786,0.3884,0.5446,0.4464,0.1161,803,0.1146,-0.0164,0.1918,-0.0132,0.3873,0.0011,0.5268,0.0178,0.4247,0.0217,0.1108,0.0053
2025,down_3_middle_6,45_50,224,0.0759,0.1205,0.3929,0.5268,0.4509,0.2277,955,0.0974,-0.0215,0.156,-0.0355,0.3916,0.0013,0.5047,0.0221,0.422,0.0289,0.2398,-0.0121
2025,down_3_f5_1_5,40_45,223,0.157,0.2466,0.3722,0.4484,0.3677,0.2601,1710,0.1357,0.0213,0.2216,0.025,0.3713,0.0009,0.5222,-0.0738,0.4146,-0.0469,0.2444,0.0157
2023,down_4_late_7_plus,60_plus,221,0.0452,0.0633,0.3891,0.4751,0.3846,0.095,2125,0.0245,0.0207,0.0381,0.0252,0.3233,0.0658,0.3751,0.1,0.2894,0.0952,0.0776,0.0174
2024,down_4_f5_1_5,55_60,221,0.0679,0.1538,0.3937,0.5566,0.4253,0.1855,1221,0.0844,-0.0165,0.1532,0.0006,0.3931,0.0006,0.5569,-0.0003,0.4398,-0.0145,0.1507,0.0348
2025,down_5_plus_late_7_plus,lt_40,221,0.0,0.0,0.457,0.5113,0.4389,0.0,5064,0.0057,-0.0057,0.0079,-0.0079,0.3474,0.1096,0.4017,0.1096,0.3323,0.1066,0.0166,-0.0166
2024,down_4_middle_6,45_50,220,0.0409,0.05,0.4045,0.5,0.4045,0.1227,724,0.0691,-0.0282,0.1077,-0.0577,0.4268,-0.0223,0.5359,-0.0359,0.4448,-0.0403,0.1367,-0.014
2024,down_5_plus_early_1_3,45_50,218,0.078,0.0872,0.4358,0.6239,0.5229,0.0459,822,0.1071,-0.0291,0.135,-0.0478,0.4161,0.0197,0.573,0.0509,0.4672,0.0557,0.0389,0.007
2025,down_5_plus_middle_6,55_60,217,0.0092,0.0184,0.3963,0.5253,0.3779,0.0276,1288,0.0194,-0.0102,0.0272,-0.0088,0.3773,0.019,0.5435,-0.0182,0.4045,-0.0266,0.038,-0.0104
2023,down_2_early_1_3,lt_40,216,0.3843,0.537,0.3889,0.5741,0.375,0.375,2917,0.2989,0.0854,0.505,0.032,0.432,-0.0431,0.5883,-0.0142,0.4758,-0.1008,0.4758,-0.1008
2025,down_1_late_7_plus,60_plus,216,0.1296,0.2546,0.2824,0.3333,0.2546,0.9861,4136,0.2038,-0.0742,0.3039,-0.0493,0.3138,-0.0314,0.3656,-0.0323,0.3039,-0.0493,0.9768,0.0093
2024,down_3_late_7_plus,lt_40,215,0.1395,0.1581,0.3488,0.3814,0.3628,0.2465,2744,0.0466,0.0929,0.0678,0.0903,0.3287,0.0201,0.3812,0.0002,0.32,0.0428,0.1396,0.1069
2024,down_4_middle_6,50_55,214,0.0654,0.1262,0.4252,0.5327,0.4393,0.1262,724,0.0691,-0.0037,0.1077,0.0185,0.4268,-0.0016,0.5359,-0.0032,0.4448,-0.0055,0.1367,-0.0105
2023,down_5_plus_f5_1_5,60_plus,209,0.0574,0.067,0.3301,0.4976,0.3636,0.0478,1901,0.0395,0.0179,0.0631,0.0039,0.3924,-0.0623,0.5692,-0.0716,0.4477,-0.0841,0.0568,-0.009
2025,down_2_middle_6,55_60,209,0.1388,0.2105,0.3971,0.4689,0.3732,0.3732,1273,0.1728,-0.034,0.3009,-0.0904,0.392,0.0051,0.5169,-0.048,0.4171,-0.0439,0.4171,-0.0439
2023,down_3_f5_1_5,40_45,207,0.2899,0.3333,0.3865,0.5652,0.4686,0.2657,1832,0.1736,0.1163,0.2735,0.0598,0.4099,-0.0234,0.5617,0.0035,0.4481,0.0205,0.2702,-0.0045
2024,down_4_late_7_plus,40_45,207,0.0435,0.0435,0.3478,0.401,0.3478,0.058,2139,0.0276,0.0159,0.0383,0.0052,0.323,0.0248,0.3806,0.0204,0.3249,0.0229,0.0827,-0.0247
2023,down_1_middle_6,55_60,202,0.2673,0.4752,0.3515,0.5446,0.396,0.9554,1639,0.3295,-0.0622,0.5095,-0.0343,0.3905,-0.039,0.5503,-0.0057,0.446,-0.05,0.975,-0.0196
2023,down_2_late_7_plus,lt_40,202,0.1287,0.203,0.3465,0.4059,0.2723,0.2723,3321,0.1186,0.0101,0.174,0.029,0.3342,0.0123,0.3927,0.0132,0.3219,-0.0496,0.3219,-0.0496
2023,down_3_late_7_plus,60_plus,198,0.0808,0.0859,0.2879,0.3535,0.2576,0.1263,2579,0.0613,0.0195,0.0954,-0.0095,0.3373,-0.0494,0.3889,-0.0354,0.3075,-0.0499,0.1706,-0.0443
2023,down_4_f5_1_5,55_60,196,0.0714,0.1122,0.3827,0.4949,0.398,0.0867,1143,0.0971,-0.0257,0.1557,-0.0435,0.4156,-0.0329,0.5608,-0.0659,0.4558,-0.0578,0.1382,-0.0515
2024,down_2_middle_6,55_60,196,0.1888,0.2857,0.3622,0.4898,0.398,0.398,1291,0.206,-0.0172,0.3238,-0.0381,0.4361,-0.0739,0.5655,-0.0757,0.4547,-0.0567,0.4547,-0.0567
2023,down_4_early_1_3,45_50,195,0.1897,0.2513,0.4103,0.5846,0.4308,0.2,914,0.1411,0.0486,0.2144,0.0369,0.4344,-0.0241,0.57,0.0146,0.4431,-0.0123,0.1915,0.0085
2024,down_3_late_7_plus,60_plus,194,0.0258,0.0309,0.268,0.2887,0.2423,0.1082,2744,0.0466,-0.0208,0.0678,-0.0369,0.3287,-0.0607,0.3812,-0.0925,0.32,-0.0777,0.1396,-0.0314
2025,down_5_plus_f5_1_5,40_45,193,0.0466,0.0829,0.5026,0.6373,0.5648,0.0674,1789,0.0369,0.0097,0.0598,0.0231,0.4203,0.0823,0.5696,0.0677,0.4477,0.1171,0.0464,0.021
