season,state_bucket,l10_rpg_bucket,count,held_to_win_rate,gave_up_tie_or_lead_rate,opponent_scored_next_1_inning_rate,opponent_scored_next_2_innings_rate,lead_reduced_next_2_rate,lead_cut_to_1_next_2_rate,baseline_count,held_to_win_baseline_rate,held_to_win_lift,gave_up_tie_or_lead_baseline_rate,gave_up_tie_or_lead_lift,opponent_scored_next_1_inning_baseline_rate,opponent_scored_next_1_inning_lift,opponent_scored_next_2_innings_baseline_rate,opponent_scored_next_2_innings_lift,lead_reduced_next_2_baseline_rate,lead_reduced_next_2_lift,lead_cut_to_1_next_2_baseline_rate,lead_cut_to_1_next_2_lift
2024,up_3_early_1_3,mid_3_5_4_5,555,0.7892,0.3333,0.4054,0.555,0.4613,0.2613,1634,0.8237,-0.0345,0.2803,0.053,0.4002,0.0052,0.5532,0.0018,0.4278,0.0335,0.2301,0.0312
2023,up_1_middle_6,high_4_5_5_5,548,0.6843,0.5109,0.3905,0.5474,0.4489,0.9653,1639,0.6705,0.0138,0.5095,0.0014,0.3905,0.0,0.5503,-0.0029,0.446,0.0029,0.975,-0.0097
2024,up_2_early_1_3,very_high_5_5_plus,548,0.7974,0.4124,0.427,0.5639,0.4325,0.4325,3030,0.7429,0.0545,0.4502,-0.0378,0.3835,0.0435,0.5419,0.022,0.4145,0.018,0.4145,0.018
2023,up_5_plus_late_7_plus,low_lt_3_5,546,0.9872,0.0128,0.3755,0.4194,0.3864,0.0238,4855,0.9946,-0.0074,0.0072,0.0056,0.3574,0.0181,0.4122,0.0072,0.3429,0.0435,0.0185,0.0053
2023,up_1_middle_6,mid_3_5_4_5,539,0.6679,0.5213,0.3989,0.5547,0.4508,0.9852,1639,0.6705,-0.0026,0.5095,0.0118,0.3905,0.0084,0.5503,0.0044,0.446,0.0048,0.975,0.0102
2023,up_3_f5_1_5,mid_3_5_4_5,532,0.8477,0.25,0.4023,0.5827,0.4586,0.2744,1832,0.8264,0.0213,0.2735,-0.0235,0.4099,-0.0076,0.5617,0.021,0.4481,0.0105,0.2702,0.0042
2023,up_1_f5_1_5,low_lt_3_5,531,0.6196,0.6441,0.4426,0.6083,0.4896,0.9774,3577,0.6472,-0.0276,0.5801,0.064,0.4082,0.0344,0.5639,0.0444,0.4507,0.0389,0.9723,0.0051
2024,up_1_middle_6,mid_3_5_4_5,531,0.6328,0.5292,0.4181,0.58,0.4783,0.9774,1608,0.658,-0.0252,0.51,0.0192,0.3943,0.0238,0.5647,0.0153,0.449,0.0293,0.9826,-0.0052
2023,up_4_late_7_plus,very_high_5_5_plus,530,0.9698,0.0453,0.3075,0.3698,0.2943,0.0811,2125,0.9755,-0.0057,0.0381,0.0072,0.3233,-0.0158,0.3751,-0.0053,0.2894,0.0049,0.0776,0.0035
2024,up_5_plus_f5_1_5,high_4_5_5_5,530,0.9623,0.0377,0.3717,0.5132,0.4057,0.034,1894,0.9498,0.0125,0.0692,-0.0315,0.3685,0.0032,0.5148,-0.0016,0.4197,-0.014,0.0533,-0.0193
2025,up_2_early_1_3,low_lt_3_5,530,0.666,0.5623,0.4415,0.6226,0.5075,0.5075,2763,0.7351,-0.0691,0.4629,0.0994,0.3959,0.0456,0.553,0.0696,0.447,0.0605,0.447,0.0605
2025,up_2_early_1_3,very_high_5_5_plus,530,0.7925,0.4019,0.366,0.5038,0.3868,0.3868,2763,0.7351,0.0574,0.4629,-0.061,0.3959,-0.0299,0.553,-0.0492,0.447,-0.0602,0.447,-0.0602
2025,up_3_f5_1_5,high_4_5_5_5,526,0.8669,0.2148,0.3593,0.5266,0.4183,0.2452,1710,0.8643,0.0026,0.2216,-0.0068,0.3713,-0.012,0.5222,0.0044,0.4146,0.0037,0.2444,0.0008
2025,up_3_f5_1_5,mid_3_5_4_5,522,0.8582,0.2165,0.3716,0.5019,0.4042,0.2356,1710,0.8643,-0.0061,0.2216,-0.0051,0.3713,0.0003,0.5222,-0.0203,0.4146,-0.0104,0.2444,-0.0088
2023,up_3_early_1_3,mid_3_5_4_5,520,0.7808,0.3692,0.4365,0.5846,0.4481,0.2904,1690,0.774,0.0068,0.3657,0.0035,0.4385,-0.002,0.5964,-0.0118,0.458,-0.0099,0.2817,0.0087
2023,up_3_early_1_3,high_4_5_5_5,515,0.7748,0.3437,0.4155,0.5883,0.4505,0.2583,1690,0.774,0.0008,0.3657,-0.022,0.4385,-0.023,0.5964,-0.0081,0.458,-0.0075,0.2817,-0.0234
2025,up_1_middle_6,mid_3_5_4_5,514,0.6556,0.4767,0.3696,0.5039,0.4261,0.9844,1601,0.6721,-0.0165,0.4859,-0.0092,0.3691,0.0005,0.524,-0.0201,0.4204,0.0057,0.9781,0.0063
2024,up_2_f5_1_5,very_high_5_5_plus,513,0.7934,0.3528,0.4172,0.5828,0.4503,0.4503,2806,0.7744,0.019,0.3553,-0.0025,0.3813,0.0359,0.5474,0.0354,0.4195,0.0308,0.4195,0.0308
2025,up_2_f5_1_5,low_lt_3_5,508,0.6988,0.4803,0.4173,0.5827,0.4724,0.4724,2589,0.7636,-0.0648,0.4002,0.0801,0.409,0.0083,0.5577,0.025,0.4434,0.029,0.4434,0.029
2024,up_5_plus_middle_6,mid_3_5_4_5,507,0.9842,0.0217,0.3452,0.4714,0.3866,0.0256,1412,0.9816,0.0026,0.0269,-0.0052,0.3817,-0.0365,0.5163,-0.0449,0.4256,-0.039,0.0276,-0.002
2025,up_5_plus_f5_1_5,high_4_5_5_5,507,0.9684,0.0414,0.3531,0.5148,0.3767,0.0375,1789,0.9631,0.0053,0.0598,-0.0184,0.4203,-0.0672,0.5696,-0.0548,0.4477,-0.071,0.0464,-0.0089
2025,up_2_f5_1_5,very_high_5_5_plus,503,0.7813,0.3698,0.3917,0.5487,0.4195,0.4195,2589,0.7636,0.0177,0.4002,-0.0304,0.409,-0.0173,0.5577,-0.009,0.4434,-0.0239,0.4434,-0.0239
2024,up_3_f5_1_5,high_4_5_5_5,501,0.8782,0.1996,0.3832,0.5549,0.4251,0.2156,1931,0.8674,0.0108,0.2258,-0.0262,0.392,-0.0088,0.5298,0.0251,0.4247,0.0004,0.2496,-0.034
2024,up_2_f5_1_5,low_lt_3_5,491,0.8024,0.3442,0.332,0.5112,0.3788,0.3788,2806,0.7744,0.028,0.3553,-0.0111,0.3813,-0.0493,0.5474,-0.0362,0.4195,-0.0407,0.4195,-0.0407
2025,up_3_early_1_3,mid_3_5_4_5,485,0.7773,0.3711,0.4206,0.5794,0.4577,0.3072,1574,0.8113,-0.034,0.3253,0.0458,0.3952,0.0254,0.5559,0.0235,0.425,0.0327,0.2541,0.0531
2024,up_3_late_7_plus,very_high_5_5_plus,480,0.9708,0.0437,0.3458,0.3917,0.3021,0.1375,2744,0.953,0.0178,0.0678,-0.0241,0.3287,0.0171,0.3812,0.0105,0.32,-0.0179,0.1396,-0.0021
2025,up_3_early_1_3,high_4_5_5_5,480,0.8042,0.3083,0.3792,0.5479,0.4167,0.2396,1574,0.8113,-0.0071,0.3253,-0.017,0.3952,-0.016,0.5559,-0.008,0.425,-0.0083,0.2541,-0.0145
2023,up_5_plus_f5_1_5,very_high_5_5_plus,473,0.945,0.0825,0.3932,0.5835,0.4715,0.0655,1901,0.9605,-0.0155,0.0631,0.0194,0.3924,0.0008,0.5692,0.0143,0.4477,0.0238,0.0568,0.0087
2024,up_2_early_1_3,low_lt_3_5,473,0.723,0.4482,0.3911,0.5264,0.3784,0.3784,3030,0.7429,-0.0199,0.4502,-0.002,0.3835,0.0076,0.5419,-0.0155,0.4145,-0.0361,0.4145,-0.0361
2024,up_1_middle_6,high_4_5_5_5,469,0.6631,0.4904,0.3518,0.5501,0.4179,0.9851,1608,0.658,0.0051,0.51,-0.0196,0.3943,-0.0425,0.5647,-0.0146,0.449,-0.0311,0.9826,0.0025
2024,up_3_late_7_plus,low_lt_3_5,469,0.9531,0.0768,0.3497,0.3902,0.3454,0.1535,2744,0.953,0.0001,0.0678,0.009,0.3287,0.021,0.3812,0.009,0.32,0.0254,0.1396,0.0139
2025,up_1_middle_6,high_4_5_5_5,464,0.6724,0.5194,0.3944,0.5474,0.444,0.9763,1601,0.6721,0.0003,0.4859,0.0335,0.3691,0.0253,0.524,0.0234,0.4204,0.0236,0.9781,-0.0018
2025,up_3_late_7_plus,low_lt_3_5,459,0.9434,0.1198,0.3856,0.4336,0.3747,0.1939,2484,0.9569,-0.0135,0.0761,0.0437,0.318,0.0676,0.3732,0.0604,0.3019,0.0728,0.1514,0.0425
2023,up_2_late_7_plus,low_lt_3_5,458,0.8253,0.2183,0.3668,0.4258,0.3428,0.3428,3321,0.8814,-0.0561,0.174,0.0443,0.3342,0.0326,0.3927,0.0331,0.3219,0.0209,0.3219,0.0209
2024,up_3_early_1_3,high_4_5_5_5,452,0.8009,0.2765,0.4425,0.604,0.4358,0.2257,1634,0.8237,-0.0228,0.2803,-0.0038,0.4002,0.0423,0.5532,0.0508,0.4278,0.008,0.2301,-0.0044
2025,up_3_late_7_plus,very_high_5_5_plus,444,0.9392,0.0991,0.3604,0.4212,0.3536,0.1982,2484,0.9569,-0.0177,0.0761,0.023,0.318,0.0424,0.3732,0.048,0.3019,0.0517,0.1514,0.0468
2023,up_5_plus_middle_6,high_4_5_5_5,435,0.9908,0.0276,0.3931,0.5724,0.4483,0.0391,1330,0.9805,0.0103,0.0331,-0.0055,0.4113,-0.0182,0.5887,-0.0163,0.4549,-0.0066,0.0406,-0.0015
2024,up_2_middle_6,mid_3_5_4_5,427,0.7728,0.3513,0.4871,0.5972,0.4824,0.4824,1291,0.7885,-0.0157,0.3238,0.0275,0.4361,0.051,0.5655,0.0317,0.4547,0.0277,0.4547,0.0277
2023,up_3_f5_1_5,very_high_5_5_plus,426,0.838,0.277,0.3732,0.5164,0.4085,0.2723,1832,0.8264,0.0116,0.2735,0.0035,0.4099,-0.0367,0.5617,-0.0453,0.4481,-0.0396,0.2702,0.0021
2023,up_2_early_1_3,low_lt_3_5,425,0.6306,0.6024,0.3953,0.5835,0.4541,0.4541,2917,0.7011,-0.0705,0.505,0.0974,0.432,-0.0367,0.5883,-0.0048,0.4758,-0.0217,0.4758,-0.0217
2023,up_3_early_1_3,very_high_5_5_plus,423,0.7707,0.3428,0.4208,0.5603,0.4539,0.279,1690,0.774,-0.0033,0.3657,-0.0229,0.4385,-0.0177,0.5964,-0.0361,0.458,-0.0041,0.2817,-0.0027
2024,up_4_late_7_plus,very_high_5_5_plus,421,0.9952,0.0071,0.3159,0.3705,0.3088,0.0689,2139,0.9715,0.0237,0.0383,-0.0312,0.323,-0.0071,0.3806,-0.0101,0.3249,-0.0161,0.0827,-0.0138
2024,up_2_middle_6,high_4_5_5_5,414,0.7729,0.3285,0.3913,0.5435,0.4396,0.4396,1291,0.7885,-0.0156,0.3238,0.0047,0.4361,-0.0448,0.5655,-0.022,0.4547,-0.0151,0.4547,-0.0151
2025,up_2_middle_6,mid_3_5_4_5,411,0.8418,0.2652,0.3431,0.4599,0.3771,0.3771,1273,0.8272,0.0146,0.3009,-0.0357,0.392,-0.0489,0.5169,-0.057,0.4171,-0.04,0.4171,-0.04
2023,up_5_plus_middle_6,mid_3_5_4_5,405,0.963,0.042,0.4222,0.6049,0.4667,0.0444,1330,0.9805,-0.0175,0.0331,0.0089,0.4113,0.0109,0.5887,0.0162,0.4549,0.0118,0.0406,0.0038
2024,up_4_f5_1_5,mid_3_5_4_5,402,0.9005,0.1468,0.4055,0.5721,0.4552,0.1542,1221,0.914,-0.0135,0.1532,-0.0064,0.3931,0.0124,0.5569,0.0152,0.4398,0.0154,0.1507,0.0035
2023,up_4_f5_1_5,high_4_5_5_5,399,0.9173,0.1353,0.4236,0.5414,0.4511,0.1353,1143,0.9029,0.0144,0.1557,-0.0204,0.4156,0.008,0.5608,-0.0194,0.4558,-0.0047,0.1382,-0.0029
2024,up_3_f5_1_5,very_high_5_5_plus,398,0.9221,0.1784,0.3894,0.5477,0.4246,0.2613,1931,0.8674,0.0547,0.2258,-0.0474,0.392,-0.0026,0.5298,0.0179,0.4247,-0.0001,0.2496,0.0117
2025,up_5_plus_f5_1_5,very_high_5_5_plus,398,0.9899,0.0302,0.4422,0.5704,0.4397,0.0427,1789,0.9631,0.0268,0.0598,-0.0296,0.4203,0.0219,0.5696,0.0008,0.4477,-0.008,0.0464,-0.0037
2023,up_2_middle_6,high_4_5_5_5,397,0.7935,0.3023,0.3426,0.5063,0.4106,0.4106,1240,0.8016,-0.0081,0.3056,-0.0033,0.3903,-0.0477,0.5379,-0.0316,0.4323,-0.0217,0.4323,-0.0217
2025,up_4_late_7_plus,very_high_5_5_plus,388,0.9639,0.0361,0.3196,0.384,0.3093,0.1418,1928,0.9761,-0.0122,0.0311,0.005,0.2822,0.0374,0.333,0.051,0.2573,0.052,0.0705,0.0713
2025,up_5_plus_middle_6,mid_3_5_4_5,387,0.9664,0.0465,0.3953,0.5297,0.4367,0.0491,1288,0.9806,-0.0142,0.0272,0.0193,0.3773,0.018,0.5435,-0.0138,0.4045,0.0322,0.038,0.0111
2025,up_4_f5_1_5,high_4_5_5_5,377,0.9257,0.1114,0.3528,0.4881,0.4164,0.1088,1146,0.9136,0.0121,0.1257,-0.0143,0.3927,-0.0399,0.5515,-0.0634,0.4564,-0.04,0.1405,-0.0317
2024,up_3_early_1_3,very_high_5_5_plus,376,0.9043,0.1941,0.3697,0.516,0.383,0.2074,1634,0.8237,0.0806,0.2803,-0.0862,0.4002,-0.0305,0.5532,-0.0372,0.4278,-0.0448,0.2301,-0.0227
2024,up_5_plus_middle_6,high_4_5_5_5,376,0.9761,0.0239,0.4149,0.5426,0.4362,0.0266,1412,0.9816,-0.0055,0.0269,-0.003,0.3817,0.0332,0.5163,0.0263,0.4256,0.0106,0.0276,-0.001
2025,up_5_plus_middle_6,high_4_5_5_5,375,0.9867,0.0213,0.3813,0.52,0.3893,0.0427,1288,0.9806,0.0061,0.0272,-0.0059,0.3773,0.004,0.5435,-0.0235,0.4045,-0.0152,0.038,0.0047
2023,up_2_f5_1_5,low_lt_3_5,362,0.6685,0.5,0.4586,0.616,0.5442,0.5442,2652,0.7534,-0.0849,0.4163,0.0837,0.4427,0.0159,0.592,0.024,0.4729,0.0713,0.4729,0.0713
2023,up_2_middle_6,mid_3_5_4_5,362,0.8177,0.2735,0.4309,0.5359,0.4116,0.4116,1240,0.8016,0.0161,0.3056,-0.0321,0.3903,0.0406,0.5379,-0.002,0.4323,-0.0207,0.4323,-0.0207
2024,up_4_late_7_plus,low_lt_3_5,356,0.9719,0.0506,0.3511,0.4129,0.3511,0.1264,2139,0.9715,0.0004,0.0383,0.0123,0.323,0.0281,0.3806,0.0323,0.3249,0.0262,0.0827,0.0437
2024,up_4_f5_1_5,high_4_5_5_5,355,0.9211,0.1408,0.3718,0.5268,0.3803,0.1042,1221,0.914,0.0071,0.1532,-0.0124,0.3931,-0.0213,0.5569,-0.0301,0.4398,-0.0595,0.1507,-0.0465
2023,up_3_middle_6,high_4_5_5_5,348,0.8563,0.2069,0.4167,0.5747,0.4339,0.2414,981,0.8695,-0.0132,0.1978,0.0091,0.4149,0.0018,0.5668,0.0079,0.4506,-0.0167,0.2589,-0.0175
2024,up_5_plus_f5_1_5,very_high_5_5_plus,347,0.9308,0.0865,0.4207,0.5821,0.4669,0.0663,1894,0.9498,-0.019,0.0692,0.0173,0.3685,0.0522,0.5148,0.0673,0.4197,0.0472,0.0533,0.013
2025,up_2_middle_6,high_4_5_5_5,347,0.8761,0.2795,0.3919,0.4957,0.3833,0.3833,1273,0.8272,0.0489,0.3009,-0.0214,0.392,-0.0001,0.5169,-0.0212,0.4171,-0.0338,0.4171,-0.0338
2024,up_3_middle_6,mid_3_5_4_5,339,0.9115,0.1563,0.3481,0.4897,0.3953,0.2242,1020,0.902,0.0095,0.1539,0.0024,0.4118,-0.0637,0.5363,-0.0466,0.4275,-0.0322,0.2392,-0.015
2023,up_5_plus_middle_6,very_high_5_5_plus,335,0.9791,0.0388,0.4149,0.5582,0.4299,0.0507,1330,0.9805,-0.0014,0.0331,0.0057,0.4113,0.0036,0.5887,-0.0305,0.4549,-0.025,0.0406,0.0101
2025,up_3_f5_1_5,low_lt_3_5,335,0.8478,0.2507,0.3612,0.5224,0.4179,0.2149,1710,0.8643,-0.0165,0.2216,0.0291,0.3713,-0.0101,0.5222,0.0002,0.4146,0.0033,0.2444,-0.0295
2023,up_5_plus_early_1_3,mid_3_5_4_5,333,0.9429,0.0781,0.4324,0.5886,0.4234,0.036,921,0.9359,0.007,0.1042,-0.0261,0.4332,-0.0008,0.6113,-0.0227,0.4734,-0.05,0.0543,-0.0183
2024,up_5_plus_f5_1_5,low_lt_3_5,328,0.939,0.0823,0.3659,0.5122,0.4421,0.064,1894,0.9498,-0.0108,0.0692,0.0131,0.3685,-0.0026,0.5148,-0.0026,0.4197,0.0224,0.0533,0.0107
2023,up_3_late_7_plus,low_lt_3_5,325,0.9385,0.0954,0.4031,0.4554,0.3477,0.1969,2579,0.9387,-0.0002,0.0954,0.0,0.3373,0.0658,0.3889,0.0665,0.3075,0.0402,0.1706,0.0263
2024,up_3_f5_1_5,low_lt_3_5,325,0.8554,0.2154,0.3877,0.5015,0.4215,0.2277,1931,0.8674,-0.012,0.2258,-0.0104,0.392,-0.0043,0.5298,-0.0283,0.4247,-0.0032,0.2496,-0.0219
2025,up_3_early_1_3,low_lt_3_5,322,0.8075,0.3727,0.4068,0.5652,0.4348,0.236,1574,0.8113,-0.0038,0.3253,0.0474,0.3952,0.0116,0.5559,0.0093,0.425,0.0098,0.2541,-0.0181
2025,up_5_plus_f5_1_5,low_lt_3_5,321,0.972,0.0685,0.4455,0.6044,0.4891,0.0436,1789,0.9631,0.0089,0.0598,0.0087,0.4203,0.0252,0.5696,0.0348,0.4477,0.0414,0.0464,-0.0028
2024,up_1_middle_6,very_high_5_5_plus,317,0.6972,0.5016,0.4132,0.5363,0.4322,0.9811,1608,0.658,0.0392,0.51,-0.0084,0.3943,0.0189,0.5647,-0.0284,0.449,-0.0168,0.9826,-0.0015
2025,up_3_f5_1_5,very_high_5_5_plus,317,0.8896,0.2114,0.4069,0.5584,0.429,0.2902,1710,0.8643,0.0253,0.2216,-0.0102,0.3713,0.0356,0.5222,0.0362,0.4146,0.0144,0.2444,0.0458
2025,up_4_f5_1_5,mid_3_5_4_5,316,0.8703,0.1424,0.4209,0.6234,0.4873,0.1614,1146,0.9136,-0.0433,0.1257,0.0167,0.3927,0.0282,0.5515,0.0719,0.4564,0.0309,0.1405,0.0209
2023,up_1_middle_6,very_high_5_5_plus,311,0.6752,0.4598,0.3794,0.5402,0.4116,0.9711,1639,0.6705,0.0047,0.5095,-0.0497,0.3905,-0.0111,0.5503,-0.0101,0.446,-0.0344,0.975,-0.0039
2025,up_3_middle_6,mid_3_5_4_5,310,0.9226,0.1226,0.3452,0.471,0.3806,0.1871,955,0.9026,0.02,0.156,-0.0334,0.3916,-0.0464,0.5047,-0.0337,0.422,-0.0414,0.2398,-0.0527
2025,up_1_middle_6,low_lt_3_5,308,0.6494,0.5097,0.3571,0.5487,0.4448,0.9838,1601,0.6721,-0.0227,0.4859,0.0238,0.3691,-0.012,0.524,0.0247,0.4204,0.0244,0.9781,0.0057
2023,up_2_middle_6,very_high_5_5_plus,303,0.8317,0.297,0.363,0.5413,0.4389,0.4389,1240,0.8016,0.0301,0.3056,-0.0086,0.3903,-0.0273,0.5379,0.0034,0.4323,0.0066,0.4323,0.0066
2023,up_4_f5_1_5,mid_3_5_4_5,299,0.913,0.1304,0.3612,0.5318,0.4214,0.1104,1143,0.9029,0.0101,0.1557,-0.0253,0.4156,-0.0544,0.5608,-0.029,0.4558,-0.0344,0.1382,-0.0278
2025,up_1_middle_6,very_high_5_5_plus,299,0.7391,0.4114,0.3344,0.4983,0.3445,0.9632,1601,0.6721,0.067,0.4859,-0.0745,0.3691,-0.0347,0.524,-0.0257,0.4204,-0.0759,0.9781,-0.0149
2024,up_5_plus_middle_6,very_high_5_5_plus,295,0.9831,0.0271,0.4203,0.5763,0.4814,0.0407,1412,0.9816,0.0015,0.0269,0.0002,0.3817,0.0386,0.5163,0.06,0.4256,0.0558,0.0276,0.0131
2023,up_4_early_1_3,high_4_5_5_5,288,0.9132,0.1667,0.4201,0.5556,0.4444,0.2014,914,0.8589,0.0543,0.2144,-0.0477,0.4344,-0.0143,0.57,-0.0144,0.4431,0.0013,0.1915,0.0099
2024,up_4_early_1_3,mid_3_5_4_5,288,0.9062,0.1875,0.4062,0.5417,0.4618,0.1076,803,0.8829,0.0233,0.1918,-0.0043,0.3873,0.0189,0.5268,0.0149,0.4247,0.0371,0.1108,-0.0032
2025,up_5_plus_early_1_3,mid_3_5_4_5,288,0.8819,0.1736,0.3854,0.5521,0.434,0.0764,893,0.9351,-0.0532,0.1053,0.0683,0.3751,0.0103,0.5532,-0.0011,0.4255,0.0085,0.0571,0.0193
2024,up_3_middle_6,high_4_5_5_5,287,0.878,0.1672,0.446,0.5679,0.4495,0.2474,1020,0.902,-0.024,0.1539,0.0133,0.4118,0.0342,0.5363,0.0316,0.4275,0.022,0.2392,0.0082
2024,up_1_middle_6,low_lt_3_5,284,0.6514,0.5106,0.3979,0.5845,0.4613,0.9894,1608,0.658,-0.0066,0.51,0.0006,0.3943,0.0036,0.5647,0.0198,0.449,0.0123,0.9826,0.0068
2025,up_5_plus_middle_6,very_high_5_5_plus,280,0.9893,0.0107,0.3607,0.5643,0.4107,0.0286,1288,0.9806,0.0087,0.0272,-0.0165,0.3773,-0.0166,0.5435,0.0208,0.4045,0.0062,0.038,-0.0094
2023,up_4_f5_1_5,very_high_5_5_plus,278,0.9137,0.1475,0.4065,0.5755,0.464,0.1187,1143,0.9029,0.0108,0.1557,-0.0082,0.4156,-0.0091,0.5608,0.0147,0.4558,0.0082,0.1382,-0.0195
2025,up_3_early_1_3,very_high_5_5_plus,278,0.8885,0.223,0.3705,0.5216,0.3705,0.2086,1574,0.8113,0.0772,0.3253,-0.1023,0.3952,-0.0247,0.5559,-0.0343,0.425,-0.0545,0.2541,-0.0455
2023,up_4_early_1_3,mid_3_5_4_5,277,0.8845,0.231,0.4116,0.5632,0.3863,0.1588,914,0.8589,0.0256,0.2144,0.0166,0.4344,-0.0228,0.57,-0.0068,0.4431,-0.0568,0.1915,-0.0327
2023,up_3_middle_6,mid_3_5_4_5,273,0.8974,0.1795,0.4359,0.5788,0.4689,0.2491,981,0.8695,0.0279,0.1978,-0.0183,0.4149,0.021,0.5668,0.012,0.4506,0.0183,0.2589,-0.0098
2025,up_3_middle_6,high_4_5_5_5,273,0.9011,0.1429,0.3956,0.4762,0.4029,0.2527,955,0.9026,-0.0015,0.156,-0.0131,0.3916,0.004,0.5047,-0.0285,0.422,-0.0191,0.2398,0.0129
2025,up_4_late_7_plus,low_lt_3_5,273,0.9634,0.044,0.3443,0.381,0.293,0.0916,1928,0.9761,-0.0127,0.0311,0.0129,0.2822,0.0621,0.333,0.048,0.2573,0.0357,0.0705,0.0211
2024,up_4_middle_6,mid_3_5_4_5,267,0.9326,0.1086,0.4419,0.5543,0.4457,0.1386,724,0.9282,0.0044,0.1077,0.0009,0.4268,0.0151,0.5359,0.0184,0.4448,0.0009,0.1367,0.0019
2024,up_5_plus_early_1_3,mid_3_5_4_5,260,0.8885,0.1423,0.3808,0.55,0.4692,0.0423,822,0.8881,0.0004,0.135,0.0073,0.4161,-0.0353,0.573,-0.023,0.4672,0.002,0.0389,0.0034
2025,up_2_middle_6,low_lt_3_5,260,0.7808,0.35,0.4192,0.5577,0.4808,0.4808,1273,0.8272,-0.0464,0.3009,0.0491,0.392,0.0272,0.5169,0.0408,0.4171,0.0637,0.4171,0.0637
2023,up_5_plus_early_1_3,high_4_5_5_5,259,0.9653,0.1004,0.3784,0.5753,0.4903,0.0347,921,0.9359,0.0294,0.1042,-0.0038,0.4332,-0.0548,0.6113,-0.036,0.4734,0.0169,0.0543,-0.0196
2025,up_2_middle_6,very_high_5_5_plus,249,0.7912,0.3333,0.4337,0.5863,0.4498,0.4498,1273,0.8272,-0.036,0.3009,0.0324,0.392,0.0417,0.5169,0.0694,0.4171,0.0327,0.4171,0.0327
2024,up_4_f5_1_5,very_high_5_5_plus,248,0.9556,0.1411,0.379,0.5403,0.4476,0.2097,1221,0.914,0.0416,0.1532,-0.0121,0.3931,-0.0141,0.5569,-0.0166,0.4398,0.0078,0.1507,0.059
2025,up_5_plus_middle_6,low_lt_3_5,244,0.9836,0.0246,0.3566,0.5738,0.3648,0.0246,1288,0.9806,0.003,0.0272,-0.0026,0.3773,-0.0207,0.5435,0.0303,0.4045,-0.0397,0.038,-0.0134
2023,up_4_middle_6,high_4_5_5_5,243,0.9424,0.0782,0.3951,0.5309,0.4115,0.1358,684,0.9254,0.017,0.1038,-0.0256,0.4108,-0.0157,0.5468,-0.0159,0.424,-0.0125,0.1389,-0.0031
2024,up_3_early_1_3,low_lt_3_5,242,0.8347,0.2893,0.3636,0.5083,0.4132,0.2025,1634,0.8237,0.011,0.2803,0.009,0.4002,-0.0366,0.5532,-0.0449,0.4278,-0.0146,0.2301,-0.0276
2024,up_5_plus_early_1_3,high_4_5_5_5,242,0.9298,0.0702,0.4752,0.6033,0.4876,0.0124,822,0.8881,0.0417,0.135,-0.0648,0.4161,0.0591,0.573,0.0303,0.4672,0.0204,0.0389,-0.0265
2023,up_3_f5_1_5,low_lt_3_5,238,0.7353,0.3655,0.4748,0.6218,0.5168,0.3319,1832,0.8264,-0.0911,0.2735,0.092,0.4099,0.0649,0.5617,0.0601,0.4481,0.0687,0.2702,0.0617
2023,up_4_late_7_plus,low_lt_3_5,237,0.9662,0.0422,0.3713,0.4304,0.3502,0.0717,2125,0.9755,-0.0093,0.0381,0.0041,0.3233,0.048,0.3751,0.0553,0.2894,0.0608,0.0776,-0.0059
2024,up_4_early_1_3,high_4_5_5_5,237,0.8819,0.1646,0.3755,0.5021,0.3924,0.1055,803,0.8829,-0.001,0.1918,-0.0272,0.3873,-0.0118,0.5268,-0.0247,0.4247,-0.0323,0.1108,-0.0053
2023,up_1_middle_6,low_lt_3_5,234,0.641,0.5427,0.3889,0.5598,0.4701,0.9786,1639,0.6705,-0.0295,0.5095,0.0332,0.3905,-0.0016,0.5503,0.0095,0.446,0.0241,0.975,0.0036
2023,up_3_middle_6,very_high_5_5_plus,231,0.8658,0.1948,0.3896,0.5238,0.4199,0.2814,981,0.8695,-0.0037,0.1978,-0.003,0.4149,-0.0253,0.5668,-0.043,0.4506,-0.0307,0.2589,0.0225
2023,up_5_plus_f5_1_5,low_lt_3_5,230,0.9783,0.0391,0.3565,0.6043,0.4652,0.0391,1901,0.9605,0.0178,0.0631,-0.024,0.3924,-0.0359,0.5692,0.0351,0.4477,0.0175,0.0568,-0.0177
2023,up_5_plus_early_1_3,very_high_5_5_plus,228,0.9211,0.114,0.443,0.6535,0.5,0.1009,921,0.9359,-0.0148,0.1042,0.0098,0.4332,0.0098,0.6113,0.0422,0.4734,0.0266,0.0543,0.0466
2025,up_4_f5_1_5,low_lt_3_5,227,0.9207,0.1586,0.4361,0.5991,0.4934,0.1586,1146,0.9136,0.0071,0.1257,0.0329,0.3927,0.0434,0.5515,0.0476,0.4564,0.037,0.1405,0.0181
2025,up_5_plus_early_1_3,high_4_5_5_5,227,0.9427,0.0705,0.4053,0.5771,0.4449,0.0485,893,0.9351,0.0076,0.1053,-0.0348,0.3751,0.0302,0.5532,0.0239,0.4255,0.0194,0.0571,-0.0086
2024,up_2_middle_6,low_lt_3_5,225,0.8089,0.2889,0.3956,0.5067,0.4356,0.4356,1291,0.7885,0.0204,0.3238,-0.0349,0.4361,-0.0405,0.5655,-0.0588,0.4547,-0.0191,0.4547,-0.0191
