season,state_bucket,opponent_team_strength_bucket,count,held_to_win_rate,gave_up_tie_or_lead_rate,opponent_scored_next_1_inning_rate,opponent_scored_next_2_innings_rate,lead_reduced_next_2_rate,lead_cut_to_1_next_2_rate,baseline_count,held_to_win_baseline_rate,held_to_win_lift,gave_up_tie_or_lead_baseline_rate,gave_up_tie_or_lead_lift,opponent_scored_next_1_inning_baseline_rate,opponent_scored_next_1_inning_lift,opponent_scored_next_2_innings_baseline_rate,opponent_scored_next_2_innings_lift,lead_reduced_next_2_baseline_rate,lead_reduced_next_2_lift,lead_cut_to_1_next_2_baseline_rate,lead_cut_to_1_next_2_lift
2023,up_3_early_1_3,45_50,432,0.7477,0.3657,0.4282,0.581,0.412,0.2407,1690,0.774,-0.0263,0.3657,0.0,0.4385,-0.0103,0.5964,-0.0154,0.458,-0.046,0.2817,-0.041
2023,up_1_late_7_plus,40_45,429,0.8182,0.2867,0.3054,0.3683,0.2867,0.9604,4144,0.7734,0.0448,0.3313,-0.0446,0.3448,-0.0394,0.3924,-0.0241,0.3313,-0.0446,0.9718,-0.0114
2023,up_1_f5_1_5,40_45,427,0.7026,0.5012,0.3607,0.5246,0.3841,0.9719,3577,0.6472,0.0554,0.5801,-0.0789,0.4082,-0.0475,0.5639,-0.0393,0.4507,-0.0666,0.9723,-0.0004
2023,up_5_plus_middle_6,50_55,427,0.9789,0.0375,0.4496,0.6112,0.4754,0.0445,1330,0.9805,-0.0016,0.0331,0.0044,0.4113,0.0383,0.5887,0.0225,0.4549,0.0205,0.0406,0.0039
2025,up_1_f5_1_5,40_45,425,0.6729,0.5529,0.4306,0.6024,0.4635,0.9718,3632,0.6352,0.0377,0.5765,-0.0236,0.4025,0.0281,0.5498,0.0526,0.4452,0.0183,0.9722,-0.0004
2023,up_1_f5_1_5,55_60,418,0.6196,0.5813,0.3971,0.5526,0.4306,0.9809,3577,0.6472,-0.0276,0.5801,0.0012,0.4082,-0.0111,0.5639,-0.0113,0.4507,-0.0201,0.9723,0.0086
2025,up_3_early_1_3,45_50,417,0.8034,0.3477,0.3597,0.5396,0.4245,0.283,1574,0.8113,-0.0079,0.3253,0.0224,0.3952,-0.0355,0.5559,-0.0163,0.425,-0.0005,0.2541,0.0289
2023,up_1_middle_6,45_50,416,0.6707,0.512,0.3918,0.5577,0.4495,0.9808,1639,0.6705,0.0002,0.5095,0.0025,0.3905,0.0013,0.5503,0.0074,0.446,0.0035,0.975,0.0058
2024,up_1_late_7_plus,40_45,411,0.7397,0.3212,0.3528,0.4282,0.3212,0.9708,4150,0.7598,-0.0201,0.3383,-0.0171,0.3525,0.0003,0.4051,0.0231,0.3383,-0.0171,0.974,-0.0032
2024,up_2_middle_6,45_50,411,0.7932,0.3382,0.472,0.5596,0.4793,0.4793,1291,0.7885,0.0047,0.3238,0.0144,0.4361,0.0359,0.5655,-0.0059,0.4547,0.0246,0.4547,0.0246
2024,up_1_f5_1_5,40_45,408,0.6789,0.527,0.299,0.4779,0.3627,0.9828,3704,0.6547,0.0242,0.5702,-0.0432,0.4023,-0.1033,0.5664,-0.0885,0.4355,-0.0728,0.9754,0.0074
2023,up_4_f5_1_5,50_55,407,0.8993,0.1744,0.4054,0.5455,0.4447,0.14,1143,0.9029,-0.0036,0.1557,0.0187,0.4156,-0.0102,0.5608,-0.0153,0.4558,-0.0111,0.1382,0.0018
2023,up_1_late_7_plus,lt_40,405,0.8025,0.2864,0.3358,0.3556,0.2864,0.9728,4144,0.7734,0.0291,0.3313,-0.0449,0.3448,-0.009,0.3924,-0.0368,0.3313,-0.0449,0.9718,0.001
2024,up_2_early_1_3,40_45,403,0.7816,0.4094,0.4144,0.5434,0.4218,0.4218,3030,0.7429,0.0387,0.4502,-0.0408,0.3835,0.0309,0.5419,0.0015,0.4145,0.0073,0.4145,0.0073
2024,up_2_f5_1_5,55_60,397,0.7985,0.3476,0.4181,0.5693,0.4156,0.4156,2806,0.7744,0.0241,0.3553,-0.0077,0.3813,0.0368,0.5474,0.0219,0.4195,-0.0039,0.4195,-0.0039
2024,up_3_early_1_3,50_55,392,0.8367,0.2347,0.3648,0.5179,0.4209,0.2015,1634,0.8237,0.013,0.2803,-0.0456,0.4002,-0.0354,0.5532,-0.0353,0.4278,-0.0069,0.2301,-0.0286
2025,up_2_late_7_plus,40_45,391,0.9156,0.11,0.2788,0.3478,0.2634,0.2634,3185,0.8942,0.0214,0.1799,-0.0699,0.3341,-0.0553,0.3962,-0.0484,0.3353,-0.0719,0.3353,-0.0719
2024,up_4_f5_1_5,45_50,389,0.8792,0.1877,0.4242,0.5913,0.4627,0.1542,1221,0.914,-0.0348,0.1532,0.0345,0.3931,0.0311,0.5569,0.0344,0.4398,0.0229,0.1507,0.0035
2025,up_2_early_1_3,55_60,389,0.7224,0.4936,0.4524,0.6298,0.509,0.509,2763,0.7351,-0.0127,0.4629,0.0307,0.3959,0.0565,0.553,0.0768,0.447,0.062,0.447,0.062
2023,up_2_late_7_plus,55_60,388,0.866,0.1985,0.3325,0.4098,0.3222,0.3222,3321,0.8814,-0.0154,0.174,0.0245,0.3342,-0.0017,0.3927,0.0171,0.3219,0.0003,0.3219,0.0003
2024,up_1_late_7_plus,lt_40,388,0.7758,0.3299,0.317,0.3737,0.3299,0.9613,4150,0.7598,0.016,0.3383,-0.0084,0.3525,-0.0355,0.4051,-0.0314,0.3383,-0.0084,0.974,-0.0127
2025,up_2_f5_1_5,55_60,372,0.7527,0.422,0.4247,0.5672,0.4839,0.4839,2589,0.7636,-0.0109,0.4002,0.0218,0.409,0.0157,0.5577,0.0095,0.4434,0.0405,0.4434,0.0405
2025,up_1_middle_6,45_50,369,0.6883,0.4743,0.3306,0.4688,0.4092,0.9837,1601,0.6721,0.0162,0.4859,-0.0116,0.3691,-0.0385,0.524,-0.0552,0.4204,-0.0112,0.9781,0.0056
2024,up_2_middle_6,50_55,368,0.7745,0.3152,0.3886,0.5707,0.4402,0.4402,1291,0.7885,-0.014,0.3238,-0.0086,0.4361,-0.0475,0.5655,0.0052,0.4547,-0.0145,0.4547,-0.0145
2024,up_5_plus_middle_6,50_55,368,0.981,0.0299,0.3913,0.538,0.4429,0.019,1412,0.9816,-0.0006,0.0269,0.003,0.3817,0.0096,0.5163,0.0217,0.4256,0.0173,0.0276,-0.0086
2024,up_3_late_7_plus,55_60,364,0.9258,0.0797,0.3407,0.3846,0.3407,0.1841,2744,0.953,-0.0272,0.0678,0.0119,0.3287,0.012,0.3812,0.0034,0.32,0.0207,0.1396,0.0445
2025,up_4_f5_1_5,50_55,360,0.9306,0.1083,0.4056,0.5611,0.4667,0.1472,1146,0.9136,0.017,0.1257,-0.0174,0.3927,0.0129,0.5515,0.0096,0.4564,0.0103,0.1405,0.0067
2024,up_2_late_7_plus,lt_40,359,0.9136,0.1476,0.2646,0.3064,0.2674,0.2674,3327,0.8744,0.0392,0.1776,-0.03,0.3408,-0.0762,0.3956,-0.0892,0.3267,-0.0593,0.3267,-0.0593
2023,up_2_early_1_3,55_60,357,0.6667,0.493,0.4734,0.5882,0.465,0.465,2917,0.7011,-0.0344,0.505,-0.012,0.432,0.0414,0.5883,-0.0001,0.4758,-0.0108,0.4758,-0.0108
2024,up_1_f5_1_5,lt_40,357,0.6807,0.6331,0.4202,0.5798,0.5042,0.9776,3704,0.6547,0.026,0.5702,0.0629,0.4023,0.0179,0.5664,0.0134,0.4355,0.0687,0.9754,0.0022
2025,up_5_plus_middle_6,50_55,355,0.9944,0.0169,0.3662,0.5268,0.4056,0.0366,1288,0.9806,0.0138,0.0272,-0.0103,0.3773,-0.0111,0.5435,-0.0167,0.4045,0.0011,0.038,-0.0014
2023,up_1_early_1_3,60_plus,353,0.6176,0.6884,0.4533,0.6006,0.4958,0.9547,5257,0.6173,0.0003,0.6371,0.0513,0.4141,0.0392,0.5632,0.0374,0.4392,0.0566,0.9583,-0.0036
2023,up_3_middle_6,50_55,353,0.864,0.204,0.4448,0.6006,0.4504,0.2323,981,0.8695,-0.0055,0.1978,0.0062,0.4149,0.0299,0.5668,0.0338,0.4506,-0.0002,0.2589,-0.0266
2025,up_3_late_7_plus,55_60,352,0.9744,0.071,0.2358,0.2841,0.2188,0.1165,2484,0.9569,0.0175,0.0761,-0.0051,0.318,-0.0822,0.3732,-0.0891,0.3019,-0.0831,0.1514,-0.0349
2025,up_3_late_7_plus,40_45,350,0.9829,0.0486,0.3686,0.4143,0.3429,0.16,2484,0.9569,0.026,0.0761,-0.0275,0.318,0.0506,0.3732,0.0411,0.3019,0.041,0.1514,0.0086
2025,up_5_plus_middle_6,45_50,350,0.9771,0.0257,0.3429,0.4971,0.3657,0.0486,1288,0.9806,-0.0035,0.0272,-0.0015,0.3773,-0.0344,0.5435,-0.0464,0.4045,-0.0388,0.038,0.0106
2023,up_1_f5_1_5,lt_40,349,0.7364,0.533,0.3954,0.5272,0.4155,0.9599,3577,0.6472,0.0892,0.5801,-0.0471,0.4082,-0.0128,0.5639,-0.0367,0.4507,-0.0352,0.9723,-0.0124
2023,up_2_f5_1_5,55_60,347,0.755,0.4323,0.4496,0.6369,0.5389,0.5389,2652,0.7534,0.0016,0.4163,0.016,0.4427,0.0069,0.592,0.0449,0.4729,0.066,0.4729,0.066
2024,up_4_f5_1_5,50_55,346,0.9335,0.1763,0.396,0.5347,0.4422,0.1734,1221,0.914,0.0195,0.1532,0.0231,0.3931,0.0029,0.5569,-0.0222,0.4398,0.0024,0.1507,0.0227
2024,up_2_f5_1_5,40_45,339,0.7788,0.3274,0.3717,0.5457,0.4189,0.4189,2806,0.7744,0.0044,0.3553,-0.0279,0.3813,-0.0096,0.5474,-0.0017,0.4195,-0.0006,0.4195,-0.0006
2023,up_5_plus_middle_6,45_50,332,0.9729,0.0392,0.3795,0.5361,0.4337,0.0271,1330,0.9805,-0.0076,0.0331,0.0061,0.4113,-0.0318,0.5887,-0.0526,0.4549,-0.0212,0.0406,-0.0135
2023,up_2_late_7_plus,lt_40,331,0.8943,0.1722,0.3202,0.3414,0.3051,0.3051,3321,0.8814,0.0129,0.174,-0.0018,0.3342,-0.014,0.3927,-0.0513,0.3219,-0.0168,0.3219,-0.0168
2023,up_2_early_1_3,lt_40,330,0.7848,0.4273,0.4909,0.6182,0.4879,0.4879,2917,0.7011,0.0837,0.505,-0.0777,0.432,0.0589,0.5883,0.0299,0.4758,0.0121,0.4758,0.0121
2023,up_2_late_7_plus,40_45,329,0.8663,0.1581,0.3343,0.3769,0.2766,0.2766,3321,0.8814,-0.0151,0.174,-0.0159,0.3342,0.0001,0.3927,-0.0158,0.3219,-0.0453,0.3219,-0.0453
2025,up_3_middle_6,50_55,326,0.8988,0.1626,0.3589,0.4724,0.3926,0.2147,955,0.9026,-0.0038,0.156,0.0066,0.3916,-0.0327,0.5047,-0.0323,0.422,-0.0294,0.2398,-0.0251
2024,up_3_middle_6,45_50,325,0.8892,0.1877,0.4646,0.5477,0.4554,0.2646,1020,0.902,-0.0128,0.1539,0.0338,0.4118,0.0528,0.5363,0.0114,0.4275,0.0279,0.2392,0.0254
2024,up_3_f5_1_5,55_60,323,0.8514,0.2632,0.3994,0.5387,0.4644,0.2941,1931,0.8674,-0.016,0.2258,0.0374,0.392,0.0074,0.5298,0.0089,0.4247,0.0397,0.2496,0.0445
2024,up_3_late_7_plus,40_45,322,0.972,0.0373,0.295,0.3509,0.2671,0.0683,2744,0.953,0.019,0.0678,-0.0305,0.3287,-0.0337,0.3812,-0.0303,0.32,-0.0529,0.1396,-0.0713
2024,up_1_early_1_3,60_plus,320,0.55,0.7031,0.5188,0.6531,0.5469,0.9469,5340,0.6382,-0.0882,0.6305,0.0726,0.3964,0.1224,0.5468,0.1063,0.4255,0.1214,0.9541,-0.0072
2025,up_2_early_1_3,40_45,316,0.7816,0.3892,0.3703,0.5253,0.4051,0.4051,2763,0.7351,0.0465,0.4629,-0.0737,0.3959,-0.0256,0.553,-0.0277,0.447,-0.0419,0.447,-0.0419
2023,up_3_late_7_plus,40_45,315,0.9238,0.1048,0.3175,0.3905,0.273,0.1556,2579,0.9387,-0.0149,0.0954,0.0094,0.3373,-0.0198,0.3889,0.0016,0.3075,-0.0345,0.1706,-0.015
2023,up_1_late_7_plus,60_plus,312,0.8365,0.2372,0.2788,0.3237,0.2372,0.9679,4144,0.7734,0.0631,0.3313,-0.0941,0.3448,-0.066,0.3924,-0.0687,0.3313,-0.0941,0.9718,-0.0039
2024,up_2_late_7_plus,40_45,310,0.8677,0.1613,0.4032,0.4677,0.3516,0.3516,3327,0.8744,-0.0067,0.1776,-0.0163,0.3408,0.0624,0.3956,0.0721,0.3267,0.0249,0.3267,0.0249
2025,up_4_late_7_plus,55_60,308,0.9838,0.0162,0.2857,0.3312,0.263,0.0552,1928,0.9761,0.0077,0.0311,-0.0149,0.2822,0.0035,0.333,-0.0018,0.2573,0.0057,0.0705,-0.0153
2025,up_2_middle_6,45_50,306,0.817,0.3007,0.4183,0.4902,0.4248,0.4248,1273,0.8272,-0.0102,0.3009,-0.0002,0.392,0.0263,0.5169,-0.0267,0.4171,0.0077,0.4171,0.0077
2025,up_5_plus_f5_1_5,40_45,302,0.9834,0.043,0.553,0.6821,0.5066,0.0199,1789,0.9631,0.0203,0.0598,-0.0168,0.4203,0.1327,0.5696,0.1125,0.4477,0.0589,0.0464,-0.0265
2023,up_4_early_1_3,50_55,301,0.8638,0.2326,0.3987,0.5449,0.4585,0.1927,914,0.8589,0.0049,0.2144,0.0182,0.4344,-0.0357,0.57,-0.0251,0.4431,0.0154,0.1915,0.0012
2025,up_2_f5_1_5,40_45,300,0.8167,0.3067,0.41,0.5667,0.4233,0.4233,2589,0.7636,0.0531,0.4002,-0.0935,0.409,0.001,0.5577,0.009,0.4434,-0.0201,0.4434,-0.0201
2023,up_3_late_7_plus,55_60,298,0.9228,0.1309,0.4094,0.4564,0.3758,0.2013,2579,0.9387,-0.0159,0.0954,0.0355,0.3373,0.0721,0.3889,0.0675,0.3075,0.0683,0.1706,0.0307
2023,up_2_middle_6,45_50,293,0.7884,0.3242,0.3652,0.4812,0.4061,0.4061,1240,0.8016,-0.0132,0.3056,0.0186,0.3903,-0.0251,0.5379,-0.0567,0.4323,-0.0262,0.4323,-0.0262
2023,up_3_late_7_plus,lt_40,292,0.9384,0.0925,0.2774,0.2979,0.2534,0.1849,2579,0.9387,-0.0003,0.0954,-0.0029,0.3373,-0.0599,0.3889,-0.091,0.3075,-0.0541,0.1706,0.0143
2024,up_2_f5_1_5,lt_40,291,0.8316,0.2474,0.268,0.4364,0.3643,0.3643,2806,0.7744,0.0572,0.3553,-0.1079,0.3813,-0.1133,0.5474,-0.111,0.4195,-0.0552,0.4195,-0.0552
2024,up_3_late_7_plus,lt_40,287,0.9721,0.0418,0.2997,0.3484,0.2509,0.0871,2744,0.953,0.0191,0.0678,-0.026,0.3287,-0.029,0.3812,-0.0328,0.32,-0.0691,0.1396,-0.0525
2023,up_5_plus_early_1_3,50_55,286,0.9231,0.1189,0.4266,0.6119,0.5035,0.0699,921,0.9359,-0.0128,0.1042,0.0147,0.4332,-0.0066,0.6113,0.0006,0.4734,0.0301,0.0543,0.0156
2025,up_1_late_7_plus,lt_40,283,0.8198,0.2756,0.311,0.4028,0.2756,0.9788,4136,0.7962,0.0236,0.3039,-0.0283,0.3138,-0.0028,0.3656,0.0372,0.3039,-0.0283,0.9768,0.002
2024,up_2_early_1_3,lt_40,280,0.8393,0.325,0.375,0.4929,0.3607,0.3607,3030,0.7429,0.0964,0.4502,-0.1252,0.3835,-0.0085,0.5419,-0.049,0.4145,-0.0538,0.4145,-0.0538
2023,up_4_f5_1_5,45_50,279,0.8889,0.1792,0.4839,0.6595,0.5161,0.1434,1143,0.9029,-0.014,0.1557,0.0235,0.4156,0.0683,0.5608,0.0987,0.4558,0.0603,0.1382,0.0052
2025,up_4_f5_1_5,45_50,278,0.9137,0.1295,0.3777,0.5612,0.464,0.1799,1146,0.9136,0.0001,0.1257,0.0038,0.3927,-0.015,0.5515,0.0097,0.4564,0.0076,0.1405,0.0394
2023,up_2_f5_1_5,lt_40,277,0.7762,0.3538,0.3394,0.4765,0.3574,0.3574,2652,0.7534,0.0228,0.4163,-0.0625,0.4427,-0.1033,0.592,-0.1155,0.4729,-0.1155,0.4729,-0.1155
2024,up_4_late_7_plus,55_60,274,0.9635,0.0365,0.3139,0.3942,0.3321,0.1058,2139,0.9715,-0.008,0.0383,-0.0018,0.323,-0.0091,0.3806,0.0136,0.3249,0.0072,0.0827,0.0231
2023,up_2_early_1_3,40_45,272,0.7132,0.5257,0.4816,0.6434,0.5037,0.5037,2917,0.7011,0.0121,0.505,0.0207,0.432,0.0496,0.5883,0.0551,0.4758,0.0279,0.4758,0.0279
2025,up_5_plus_early_1_3,45_50,271,0.9336,0.0959,0.3063,0.5203,0.3838,0.0406,893,0.9351,-0.0015,0.1053,-0.0094,0.3751,-0.0688,0.5532,-0.0329,0.4255,-0.0417,0.0571,-0.0165
2023,up_4_late_7_plus,lt_40,268,0.9739,0.0373,0.2612,0.306,0.2127,0.0634,2125,0.9755,-0.0016,0.0381,-0.0008,0.3233,-0.0621,0.3751,-0.0691,0.2894,-0.0767,0.0776,-0.0142
2024,up_3_middle_6,50_55,268,0.8993,0.1455,0.4328,0.5448,0.4142,0.2201,1020,0.902,-0.0027,0.1539,-0.0084,0.4118,0.021,0.5363,0.0085,0.4275,-0.0133,0.2392,-0.0191
2025,up_4_late_7_plus,40_45,265,0.9887,0.0189,0.3094,0.3547,0.3057,0.1094,1928,0.9761,0.0126,0.0311,-0.0122,0.2822,0.0272,0.333,0.0217,0.2573,0.0484,0.0705,0.0389
2023,up_5_plus_f5_1_5,40_45,259,0.9691,0.0463,0.3668,0.5251,0.3861,0.0541,1901,0.9605,0.0086,0.0631,-0.0168,0.3924,-0.0256,0.5692,-0.0441,0.4477,-0.0616,0.0568,-0.0027
2023,up_4_late_7_plus,40_45,258,0.9612,0.0543,0.3953,0.4767,0.4031,0.0969,2125,0.9755,-0.0143,0.0381,0.0162,0.3233,0.072,0.3751,0.1016,0.2894,0.1137,0.0776,0.0193
2025,up_3_early_1_3,55_60,256,0.7656,0.3594,0.3984,0.5156,0.418,0.2266,1574,0.8113,-0.0457,0.3253,0.0341,0.3952,0.0032,0.5559,-0.0403,0.425,-0.007,0.2541,-0.0275
2023,up_1_f5_1_5,60_plus,254,0.7362,0.5669,0.437,0.5709,0.4843,0.9646,3577,0.6472,0.089,0.5801,-0.0132,0.4082,0.0288,0.5639,0.007,0.4507,0.0336,0.9723,-0.0077
2024,up_1_late_7_plus,60_plus,253,0.747,0.3992,0.4071,0.4585,0.3992,0.9802,4150,0.7598,-0.0128,0.3383,0.0609,0.3525,0.0546,0.4051,0.0534,0.3383,0.0609,0.974,0.0062
2024,up_4_late_7_plus,40_45,253,0.9684,0.0395,0.2806,0.3439,0.2885,0.087,2139,0.9715,-0.0031,0.0383,0.0012,0.323,-0.0424,0.3806,-0.0367,0.3249,-0.0364,0.0827,0.0043
2023,up_2_f5_1_5,40_45,252,0.754,0.3929,0.4643,0.5992,0.4643,0.4643,2652,0.7534,0.0006,0.4163,-0.0234,0.4427,0.0216,0.592,0.0072,0.4729,-0.0086,0.4729,-0.0086
2024,up_5_plus_f5_1_5,55_60,252,0.9286,0.1071,0.3651,0.5198,0.4524,0.0754,1894,0.9498,-0.0212,0.0692,0.0379,0.3685,-0.0034,0.5148,0.005,0.4197,0.0327,0.0533,0.0221
2025,up_2_early_1_3,lt_40,252,0.7817,0.3929,0.3968,0.5198,0.4008,0.4008,2763,0.7351,0.0466,0.4629,-0.07,0.3959,0.0009,0.553,-0.0332,0.447,-0.0462,0.447,-0.0462
2024,up_5_plus_f5_1_5,40_45,250,0.948,0.068,0.388,0.584,0.472,0.068,1894,0.9498,-0.0018,0.0692,-0.0012,0.3685,0.0195,0.5148,0.0692,0.4197,0.0523,0.0533,0.0147
2023,up_2_late_7_plus,60_plus,249,0.8956,0.1486,0.3133,0.3735,0.3092,0.3092,3321,0.8814,0.0142,0.174,-0.0254,0.3342,-0.0209,0.3927,-0.0192,0.3219,-0.0127,0.3219,-0.0127
2024,up_3_early_1_3,55_60,249,0.8193,0.3253,0.3735,0.5301,0.4257,0.3092,1634,0.8237,-0.0044,0.2803,0.045,0.4002,-0.0267,0.5532,-0.0231,0.4278,-0.0021,0.2301,0.0791
2023,up_5_plus_early_1_3,45_50,247,0.9393,0.085,0.4453,0.6073,0.4615,0.0283,921,0.9359,0.0034,0.1042,-0.0192,0.4332,0.0121,0.6113,-0.004,0.4734,-0.0119,0.0543,-0.026
2023,up_5_plus_f5_1_5,55_60,247,0.9879,0.0526,0.4494,0.6275,0.4332,0.0445,1901,0.9605,0.0274,0.0631,-0.0105,0.3924,0.057,0.5692,0.0583,0.4477,-0.0145,0.0568,-0.0123
2024,up_4_early_1_3,45_50,246,0.8659,0.2236,0.374,0.5325,0.435,0.0854,803,0.8829,-0.017,0.1918,0.0318,0.3873,-0.0133,0.5268,0.0057,0.4247,0.0103,0.1108,-0.0254
2025,up_5_plus_early_1_3,50_55,246,0.9309,0.126,0.4431,0.5732,0.5203,0.0691,893,0.9351,-0.0042,0.1053,0.0207,0.3751,0.068,0.5532,0.02,0.4255,0.0948,0.0571,0.012
2023,up_4_middle_6,50_55,245,0.9469,0.0857,0.3755,0.5592,0.4122,0.1184,684,0.9254,0.0215,0.1038,-0.0181,0.4108,-0.0353,0.5468,0.0124,0.424,-0.0118,0.1389,-0.0205
2023,up_5_plus_late_7_plus,60_plus,244,1.0,0.0,0.3115,0.3484,0.2828,0.0,4855,0.9946,0.0054,0.0072,-0.0072,0.3574,-0.0459,0.4122,-0.0638,0.3429,-0.0601,0.0185,-0.0185
2023,up_3_middle_6,45_50,241,0.8797,0.195,0.3776,0.4979,0.4315,0.2822,981,0.8695,0.0102,0.1978,-0.0028,0.4149,-0.0373,0.5668,-0.0689,0.4506,-0.0191,0.2589,0.0233
2025,up_2_late_7_plus,lt_40,239,0.9247,0.0879,0.2971,0.3682,0.2845,0.2845,3185,0.8942,0.0305,0.1799,-0.092,0.3341,-0.037,0.3962,-0.028,0.3353,-0.0508,0.3353,-0.0508
2025,up_3_f5_1_5,55_60,239,0.8577,0.2218,0.3515,0.5314,0.4477,0.3054,1710,0.8643,-0.0066,0.2216,0.0002,0.3713,-0.0198,0.5222,0.0092,0.4146,0.0331,0.2444,0.061
2023,up_5_plus_f5_1_5,lt_40,238,0.979,0.0546,0.395,0.5672,0.4454,0.0294,1901,0.9605,0.0185,0.0631,-0.0085,0.3924,0.0026,0.5692,-0.002,0.4477,-0.0023,0.0568,-0.0274
2025,up_1_middle_6,55_60,237,0.6287,0.519,0.3629,0.557,0.4599,0.9789,1601,0.6721,-0.0434,0.4859,0.0331,0.3691,-0.0062,0.524,0.033,0.4204,0.0395,0.9781,0.0008
2023,up_4_late_7_plus,55_60,235,0.9787,0.0213,0.2979,0.3404,0.2213,0.0468,2125,0.9755,0.0032,0.0381,-0.0168,0.3233,-0.0254,0.3751,-0.0347,0.2894,-0.0681,0.0776,-0.0308
2024,up_5_plus_early_1_3,50_55,235,0.8894,0.1191,0.3404,0.4851,0.4255,0.034,822,0.8881,0.0013,0.135,-0.0159,0.4161,-0.0757,0.573,-0.0879,0.4672,-0.0417,0.0389,-0.0049
2024,up_5_plus_late_7_plus,60_plus,235,1.0,0.0,0.3149,0.3404,0.2681,0.0128,5053,0.9927,0.0073,0.0113,-0.0113,0.3275,-0.0126,0.3794,-0.039,0.3137,-0.0456,0.0263,-0.0135
2025,up_2_f5_1_5,lt_40,234,0.7863,0.3547,0.3974,0.5812,0.4402,0.4402,2589,0.7636,0.0227,0.4002,-0.0455,0.409,-0.0116,0.5577,0.0235,0.4434,-0.0032,0.4434,-0.0032
2025,up_5_plus_f5_1_5,55_60,233,0.9657,0.0858,0.382,0.5665,0.485,0.0687,1789,0.9631,0.0026,0.0598,0.026,0.4203,-0.0383,0.5696,-0.0031,0.4477,0.0373,0.0464,0.0223
2024,up_4_early_1_3,50_55,232,0.8966,0.1681,0.3664,0.5259,0.4181,0.1207,803,0.8829,0.0137,0.1918,-0.0237,0.3873,-0.0209,0.5268,-0.0009,0.4247,-0.0066,0.1108,0.0099
2024,up_1_middle_6,55_60,231,0.5887,0.6061,0.4719,0.6537,0.5368,0.9784,1608,0.658,-0.0693,0.51,0.0961,0.3943,0.0776,0.5647,0.089,0.449,0.0878,0.9826,-0.0042
2025,up_3_middle_6,45_50,231,0.8615,0.1991,0.4502,0.5671,0.4416,0.303,955,0.9026,-0.0411,0.156,0.0431,0.3916,0.0586,0.5047,0.0624,0.422,0.0196,0.2398,0.0632
2025,up_1_f5_1_5,lt_40,229,0.7293,0.5459,0.4367,0.5895,0.4585,0.9782,3632,0.6352,0.0941,0.5765,-0.0306,0.4025,0.0342,0.5498,0.0397,0.4452,0.0133,0.9722,0.006
2025,up_3_f5_1_5,40_45,226,0.8761,0.1947,0.354,0.5,0.3894,0.2035,1710,0.8643,0.0118,0.2216,-0.0269,0.3713,-0.0173,0.5222,-0.0222,0.4146,-0.0252,0.2444,-0.0409
2024,up_4_middle_6,50_55,225,0.9244,0.1422,0.44,0.6,0.5111,0.1867,724,0.9282,-0.0038,0.1077,0.0345,0.4268,0.0132,0.5359,0.0641,0.4448,0.0663,0.1367,0.05
2025,up_5_plus_late_7_plus,60_plus,225,1.0,0.0,0.4089,0.4489,0.4,0.0089,5064,0.9943,0.0057,0.0079,-0.0079,0.3474,0.0615,0.4017,0.0472,0.3323,0.0677,0.0166,-0.0077
2023,up_3_early_1_3,55_60,223,0.722,0.417,0.4439,0.6009,0.5022,0.3004,1690,0.774,-0.052,0.3657,0.0513,0.4385,0.0054,0.5964,0.0045,0.458,0.0442,0.2817,0.0187
2023,up_3_f5_1_5,55_60,222,0.7568,0.3784,0.4505,0.5901,0.5135,0.3423,1832,0.8264,-0.0696,0.2735,0.1049,0.4099,0.0406,0.5617,0.0284,0.4481,0.0654,0.2702,0.0721
2025,up_3_late_7_plus,lt_40,222,0.9459,0.0631,0.3018,0.3514,0.3153,0.1306,2484,0.9569,-0.011,0.0761,-0.013,0.318,-0.0162,0.3732,-0.0218,0.3019,0.0134,0.1514,-0.0208
2024,up_4_middle_6,45_50,218,0.9128,0.1239,0.4495,0.5367,0.4679,0.133,724,0.9282,-0.0154,0.1077,0.0162,0.4268,0.0227,0.5359,0.0008,0.4448,0.0231,0.1367,-0.0037
2025,up_1_early_1_3,60_plus,218,0.5596,0.6239,0.3991,0.5321,0.4541,0.9587,5522,0.6108,-0.0512,0.648,-0.0241,0.404,-0.0049,0.5594,-0.0273,0.4591,-0.005,0.958,0.0007
2025,up_4_early_1_3,50_55,218,0.8853,0.1972,0.4174,0.5872,0.4771,0.1376,719,0.8901,-0.0048,0.2086,-0.0114,0.4089,0.0085,0.5535,0.0337,0.4339,0.0432,0.1446,-0.007
2025,up_5_plus_f5_1_5,lt_40,217,0.9078,0.1152,0.4286,0.5714,0.4424,0.0276,1789,0.9631,-0.0553,0.0598,0.0554,0.4203,0.0083,0.5696,0.0018,0.4477,-0.0053,0.0464,-0.0188
2025,up_5_plus_middle_6,40_45,216,0.9907,0.0231,0.4074,0.5417,0.4028,0.0231,1288,0.9806,0.0101,0.0272,-0.0041,0.3773,0.0301,0.5435,-0.0018,0.4045,-0.0017,0.038,-0.0149
2023,up_4_early_1_3,45_50,215,0.8047,0.2651,0.4744,0.614,0.4744,0.2419,914,0.8589,-0.0542,0.2144,0.0507,0.4344,0.04,0.57,0.044,0.4431,0.0313,0.1915,0.0504
