season,state_bucket,l10_rpg_bucket,count,eventually_won_rate,tied_or_led_later_rate,scored_next_1_inning_rate,scored_next_2_innings_rate,reduced_deficit_next_2_rate,within_1_next_2_rate,baseline_count,eventually_won_baseline_rate,eventually_won_lift,tied_or_led_later_baseline_rate,tied_or_led_later_lift,scored_next_1_inning_baseline_rate,scored_next_1_inning_lift,scored_next_2_innings_baseline_rate,scored_next_2_innings_lift,reduced_deficit_next_2_baseline_rate,reduced_deficit_next_2_lift,within_1_next_2_baseline_rate,within_1_next_2_lift
2024,down_2_late_7_plus,very_high_5_5_plus,509,0.1277,0.2318,0.4008,0.4715,0.3752,0.3752,3327,0.1214,0.0063,0.1776,0.0542,0.3408,0.06,0.3956,0.0759,0.3267,0.0485,0.3267,0.0485
2024,down_3_late_7_plus,very_high_5_5_plus,507,0.0572,0.0868,0.3886,0.4359,0.3807,0.1657,2744,0.0466,0.0106,0.0678,0.019,0.3287,0.0599,0.3812,0.0547,0.32,0.0607,0.1396,0.0261
2025,down_3_early_1_3,mid_3_5_4_5,507,0.1893,0.3531,0.3708,0.5602,0.4024,0.2446,1574,0.1887,0.0006,0.3253,0.0278,0.3952,-0.0244,0.5559,0.0043,0.425,-0.0226,0.2541,-0.0095
2025,down_3_f5_1_5,high_4_5_5_5,506,0.17,0.3043,0.4111,0.581,0.4506,0.2826,1710,0.1357,0.0343,0.2216,0.0827,0.3713,0.0398,0.5222,0.0588,0.4146,0.036,0.2444,0.0382
2025,down_5_plus_f5_1_5,high_4_5_5_5,506,0.0237,0.0553,0.3893,0.5375,0.4209,0.0593,1789,0.0369,-0.0132,0.0598,-0.0045,0.4203,-0.031,0.5696,-0.0321,0.4477,-0.0268,0.0464,0.0129
2023,down_1_middle_6,high_4_5_5_5,500,0.338,0.466,0.378,0.504,0.392,0.97,1639,0.3295,0.0085,0.5095,-0.0435,0.3905,-0.0125,0.5503,-0.0463,0.446,-0.054,0.975,-0.005
2024,down_3_early_1_3,high_4_5_5_5,495,0.1172,0.2343,0.3556,0.497,0.3818,0.1939,1634,0.1707,-0.0535,0.2803,-0.046,0.4002,-0.0446,0.5532,-0.0562,0.4278,-0.046,0.2301,-0.0362
2025,down_1_middle_6,high_4_5_5_5,495,0.3677,0.5192,0.398,0.5859,0.4747,0.9778,1601,0.3279,0.0398,0.4859,0.0333,0.3691,0.0289,0.524,0.0619,0.4204,0.0543,0.9781,-0.0003
2024,down_2_early_1_3,very_high_5_5_plus,493,0.2759,0.4625,0.4239,0.5558,0.4138,0.4138,3030,0.2554,0.0205,0.4502,0.0123,0.3835,0.0404,0.5419,0.0139,0.4145,-0.0007,0.4145,-0.0007
2025,down_2_f5_1_5,low_lt_3_5,493,0.2434,0.4219,0.4422,0.5963,0.4909,0.4909,2589,0.2364,0.007,0.4002,0.0217,0.409,0.0332,0.5577,0.0386,0.4434,0.0475,0.4434,0.0475
2023,down_2_late_7_plus,low_lt_3_5,489,0.1554,0.1943,0.3456,0.3661,0.319,0.319,3321,0.1186,0.0368,0.174,0.0203,0.3342,0.0114,0.3927,-0.0266,0.3219,-0.0029,0.3219,-0.0029
2025,down_1_middle_6,mid_3_5_4_5,485,0.3031,0.4619,0.3918,0.5093,0.4041,0.9711,1601,0.3279,-0.0248,0.4859,-0.024,0.3691,0.0227,0.524,-0.0147,0.4204,-0.0163,0.9781,-0.007
2024,down_3_late_7_plus,low_lt_3_5,480,0.0354,0.0604,0.3125,0.3604,0.2812,0.1313,2744,0.0466,-0.0112,0.0678,-0.0074,0.3287,-0.0162,0.3812,-0.0208,0.32,-0.0388,0.1396,-0.0083
2024,down_1_middle_6,high_4_5_5_5,478,0.3619,0.5335,0.3703,0.5774,0.4707,0.9791,1608,0.3346,0.0273,0.51,0.0235,0.3943,-0.024,0.5647,0.0127,0.449,0.0217,0.9826,-0.0035
2023,down_5_plus_middle_6,mid_3_5_4_5,474,0.0274,0.0485,0.4262,0.5844,0.4831,0.0422,1330,0.0195,0.0079,0.0331,0.0154,0.4113,0.0149,0.5887,-0.0043,0.4549,0.0282,0.0406,0.0016
2025,down_2_f5_1_5,very_high_5_5_plus,471,0.2654,0.4076,0.4225,0.5456,0.4416,0.4416,2589,0.2364,0.029,0.4002,0.0074,0.409,0.0135,0.5577,-0.0121,0.4434,-0.0018,0.4434,-0.0018
2023,down_2_early_1_3,low_lt_3_5,466,0.1931,0.4721,0.3798,0.53,0.4614,0.4614,2917,0.2989,-0.1058,0.505,-0.0329,0.432,-0.0522,0.5883,-0.0583,0.4758,-0.0144,0.4758,-0.0144
2025,down_3_early_1_3,high_4_5_5_5,449,0.1893,0.314,0.441,0.5902,0.4878,0.2472,1574,0.1887,0.0006,0.3253,-0.0113,0.3952,0.0458,0.5559,0.0343,0.425,0.0628,0.2541,-0.0069
2025,down_5_plus_middle_6,mid_3_5_4_5,448,0.0179,0.0268,0.3594,0.4866,0.3839,0.0312,1288,0.0194,-0.0015,0.0272,-0.0004,0.3773,-0.0179,0.5435,-0.0569,0.4045,-0.0206,0.038,-0.0068
2024,down_4_f5_1_5,mid_3_5_4_5,438,0.0594,0.1164,0.3744,0.5297,0.4087,0.1233,1221,0.0844,-0.025,0.1532,-0.0368,0.3931,-0.0187,0.5569,-0.0272,0.4398,-0.0311,0.1507,-0.0274
2024,down_2_middle_6,mid_3_5_4_5,437,0.1716,0.2838,0.4416,0.5515,0.4577,0.4577,1291,0.206,-0.0344,0.3238,-0.04,0.4361,0.0055,0.5655,-0.014,0.4547,0.003,0.4547,0.003
2024,down_5_plus_middle_6,high_4_5_5_5,433,0.0115,0.0162,0.3788,0.5289,0.4273,0.0277,1412,0.0184,-0.0069,0.0269,-0.0107,0.3817,-0.0029,0.5163,0.0126,0.4256,0.0017,0.0276,0.0001
2025,down_2_middle_6,mid_3_5_4_5,430,0.1674,0.3047,0.386,0.493,0.4116,0.4116,1273,0.1728,-0.0054,0.3009,0.0038,0.392,-0.006,0.5169,-0.0239,0.4171,-0.0055,0.4171,-0.0055
2025,down_3_late_7_plus,very_high_5_5_plus,428,0.0444,0.0818,0.285,0.3364,0.2757,0.1542,2484,0.0431,0.0013,0.0761,0.0057,0.318,-0.033,0.3732,-0.0368,0.3019,-0.0262,0.1514,0.0028
2023,down_3_late_7_plus,low_lt_3_5,424,0.0778,0.1132,0.3325,0.3656,0.2925,0.1792,2579,0.0613,0.0165,0.0954,0.0178,0.3373,-0.0048,0.3889,-0.0233,0.3075,-0.015,0.1706,0.0086
2024,down_2_f5_1_5,very_high_5_5_plus,415,0.2627,0.3928,0.3663,0.559,0.4313,0.4313,2806,0.2217,0.041,0.3553,0.0375,0.3813,-0.015,0.5474,0.0116,0.4195,0.0118,0.4195,0.0118
2023,down_4_f5_1_5,mid_3_5_4_5,407,0.1032,0.1597,0.4005,0.5528,0.4521,0.1155,1143,0.0971,0.0061,0.1557,0.004,0.4156,-0.0151,0.5608,-0.008,0.4558,-0.0037,0.1382,-0.0227
2023,down_4_late_7_plus,very_high_5_5_plus,405,0.0148,0.0247,0.3383,0.4025,0.3086,0.0593,2125,0.0245,-0.0097,0.0381,-0.0134,0.3233,0.015,0.3751,0.0274,0.2894,0.0192,0.0776,-0.0183
2025,down_4_f5_1_5,mid_3_5_4_5,405,0.079,0.116,0.3654,0.558,0.4494,0.1086,1146,0.0864,-0.0074,0.1257,-0.0097,0.3927,-0.0273,0.5515,0.0065,0.4564,-0.007,0.1405,-0.0319
2023,down_2_middle_6,high_4_5_5_5,404,0.2079,0.3292,0.3936,0.5297,0.4158,0.4158,1240,0.1984,0.0095,0.3056,0.0236,0.3903,0.0033,0.5379,-0.0082,0.4323,-0.0165,0.4323,-0.0165
2024,down_4_late_7_plus,low_lt_3_5,403,0.0323,0.0323,0.2978,0.3474,0.2928,0.0645,2139,0.0276,0.0047,0.0383,-0.006,0.323,-0.0252,0.3806,-0.0332,0.3249,-0.0321,0.0827,-0.0182
2025,down_4_late_7_plus,low_lt_3_5,401,0.02,0.0224,0.2594,0.3067,0.2095,0.0549,1928,0.0239,-0.0039,0.0311,-0.0087,0.2822,-0.0228,0.333,-0.0263,0.2573,-0.0478,0.0705,-0.0156
2023,down_2_middle_6,mid_3_5_4_5,399,0.1855,0.2882,0.3509,0.5338,0.4311,0.4311,1240,0.1984,-0.0129,0.3056,-0.0174,0.3903,-0.0394,0.5379,-0.0041,0.4323,-0.0012,0.4323,-0.0012
2023,down_3_f5_1_5,very_high_5_5_plus,398,0.2085,0.2839,0.3668,0.5402,0.4171,0.2864,1832,0.1736,0.0349,0.2735,0.0104,0.4099,-0.0431,0.5617,-0.0215,0.4481,-0.031,0.2702,0.0162
2024,down_2_middle_6,high_4_5_5_5,391,0.2199,0.3427,0.4015,0.5269,0.4399,0.4399,1291,0.206,0.0139,0.3238,0.0189,0.4361,-0.0346,0.5655,-0.0386,0.4547,-0.0148,0.4547,-0.0148
2024,down_4_f5_1_5,high_4_5_5_5,389,0.0848,0.1517,0.383,0.5296,0.4139,0.1774,1221,0.0844,0.0004,0.1532,-0.0015,0.3931,-0.0101,0.5569,-0.0273,0.4398,-0.0259,0.1507,0.0267
2025,down_5_plus_middle_6,high_4_5_5_5,386,0.0104,0.0207,0.3808,0.5881,0.4378,0.0285,1288,0.0194,-0.009,0.0272,-0.0065,0.3773,0.0035,0.5435,0.0446,0.4045,0.0333,0.038,-0.0095
2023,down_2_f5_1_5,low_lt_3_5,385,0.2364,0.413,0.4182,0.5506,0.4182,0.4182,2652,0.2466,-0.0102,0.4163,-0.0033,0.4427,-0.0245,0.592,-0.0414,0.4729,-0.0547,0.4729,-0.0547
2025,down_2_middle_6,high_4_5_5_5,383,0.1723,0.3133,0.4178,0.5379,0.4151,0.4151,1273,0.1728,-0.0005,0.3009,0.0124,0.392,0.0258,0.5169,0.021,0.4171,-0.002,0.4171,-0.002
2025,down_5_plus_f5_1_5,low_lt_3_5,379,0.0686,0.0792,0.4116,0.5752,0.4459,0.066,1789,0.0369,0.0317,0.0598,0.0194,0.4203,-0.0087,0.5696,0.0056,0.4477,-0.0018,0.0464,0.0196
2023,down_5_plus_middle_6,high_4_5_5_5,366,0.0164,0.0328,0.4262,0.612,0.4536,0.0464,1330,0.0195,-0.0031,0.0331,-0.0003,0.4113,0.0149,0.5887,0.0233,0.4549,-0.0013,0.0406,0.0058
2023,down_1_middle_6,very_high_5_5_plus,356,0.3258,0.486,0.3624,0.5309,0.4045,0.9663,1639,0.3295,-0.0037,0.5095,-0.0235,0.3905,-0.0281,0.5503,-0.0194,0.446,-0.0415,0.975,-0.0087
2025,down_5_plus_early_1_3,mid_3_5_4_5,343,0.0466,0.0787,0.3907,0.5714,0.4723,0.0466,893,0.0649,-0.0183,0.1053,-0.0266,0.3751,0.0156,0.5532,0.0182,0.4255,0.0468,0.0571,-0.0105
2023,down_4_late_7_plus,low_lt_3_5,342,0.0526,0.0614,0.3626,0.4006,0.307,0.0994,2125,0.0245,0.0281,0.0381,0.0233,0.3233,0.0393,0.3751,0.0255,0.2894,0.0176,0.0776,0.0218
2023,down_5_plus_early_1_3,mid_3_5_4_5,342,0.0439,0.1082,0.4327,0.6023,0.4737,0.0439,921,0.0641,-0.0202,0.1042,0.004,0.4332,-0.0005,0.6113,-0.009,0.4734,0.0003,0.0543,-0.0104
2023,down_5_plus_f5_1_5,very_high_5_5_plus,339,0.059,0.059,0.3923,0.531,0.4513,0.0501,1901,0.0395,0.0195,0.0631,-0.0041,0.3924,-0.0001,0.5692,-0.0382,0.4477,0.0036,0.0568,-0.0067
2023,down_3_early_1_3,very_high_5_5_plus,337,0.2315,0.4036,0.4837,0.5935,0.5074,0.3205,1690,0.226,0.0055,0.3657,0.0379,0.4385,0.0452,0.5964,-0.0029,0.458,0.0494,0.2817,0.0388
2025,down_3_f5_1_5,low_lt_3_5,336,0.122,0.1696,0.3095,0.4464,0.3631,0.2113,1710,0.1357,-0.0137,0.2216,-0.052,0.3713,-0.0618,0.5222,-0.0758,0.4146,-0.0515,0.2444,-0.0331
2024,down_3_middle_6,mid_3_5_4_5,331,0.0785,0.139,0.3505,0.4894,0.4079,0.2296,1020,0.098,-0.0195,0.1539,-0.0149,0.4118,-0.0613,0.5363,-0.0469,0.4275,-0.0196,0.2392,-0.0096
2025,down_3_early_1_3,low_lt_3_5,331,0.1329,0.2387,0.3565,0.5015,0.3686,0.2417,1574,0.1887,-0.0558,0.3253,-0.0866,0.3952,-0.0387,0.5559,-0.0544,0.425,-0.0564,0.2541,-0.0124
2024,down_3_f5_1_5,low_lt_3_5,329,0.1337,0.2432,0.4043,0.535,0.4407,0.2979,1931,0.13,0.0037,0.2258,0.0174,0.392,0.0123,0.5298,0.0052,0.4247,0.016,0.2496,0.0483
2025,down_4_late_7_plus,very_high_5_5_plus,329,0.0395,0.0395,0.3009,0.3495,0.2766,0.079,1928,0.0239,0.0156,0.0311,0.0084,0.2822,0.0187,0.333,0.0165,0.2573,0.0193,0.0705,0.0085
2023,down_4_early_1_3,mid_3_5_4_5,328,0.1585,0.2652,0.503,0.6433,0.497,0.1768,914,0.1411,0.0174,0.2144,0.0508,0.4344,0.0686,0.57,0.0733,0.4431,0.0539,0.1915,-0.0147
2024,down_5_plus_f5_1_5,low_lt_3_5,325,0.0431,0.0615,0.2585,0.4185,0.3692,0.04,1894,0.0491,-0.006,0.0692,-0.0077,0.3685,-0.11,0.5148,-0.0963,0.4197,-0.0505,0.0533,-0.0133
2023,down_3_middle_6,high_4_5_5_5,323,0.1146,0.1641,0.4427,0.5573,0.452,0.2353,981,0.1305,-0.0159,0.1978,-0.0337,0.4149,0.0278,0.5668,-0.0095,0.4506,0.0014,0.2589,-0.0236
2023,down_5_plus_early_1_3,high_4_5_5_5,318,0.0975,0.1289,0.4654,0.6635,0.4811,0.0723,921,0.0641,0.0334,0.1042,0.0247,0.4332,0.0322,0.6113,0.0522,0.4734,0.0077,0.0543,0.018
2025,down_1_middle_6,low_lt_3_5,318,0.2767,0.4214,0.3208,0.4465,0.3616,0.9874,1601,0.3279,-0.0512,0.4859,-0.0645,0.3691,-0.0483,0.524,-0.0775,0.4204,-0.0588,0.9781,0.0093
2023,down_3_middle_6,mid_3_5_4_5,312,0.1282,0.2019,0.3429,0.5353,0.4231,0.2756,981,0.1305,-0.0023,0.1978,0.0041,0.4149,-0.072,0.5668,-0.0315,0.4506,-0.0275,0.2589,0.0167
2024,down_4_late_7_plus,very_high_5_5_plus,311,0.045,0.0643,0.3666,0.4244,0.3569,0.1318,2139,0.0276,0.0174,0.0383,0.026,0.323,0.0436,0.3806,0.0438,0.3249,0.032,0.0827,0.0491
2024,down_1_middle_6,low_lt_3_5,308,0.3474,0.526,0.4578,0.5649,0.4643,0.987,1608,0.3346,0.0128,0.51,0.016,0.3943,0.0635,0.5647,0.0002,0.449,0.0153,0.9826,0.0044
2024,down_3_f5_1_5,very_high_5_5_plus,307,0.1564,0.2541,0.3355,0.5537,0.4397,0.2573,1931,0.13,0.0264,0.2258,0.0283,0.392,-0.0565,0.5298,0.0239,0.4247,0.015,0.2496,0.0077
2025,down_4_f5_1_5,high_4_5_5_5,307,0.0651,0.0912,0.3941,0.5309,0.4495,0.1303,1146,0.0864,-0.0213,0.1257,-0.0345,0.3927,0.0014,0.5515,-0.0206,0.4564,-0.0069,0.1405,-0.0102
2023,down_4_f5_1_5,high_4_5_5_5,305,0.0984,0.1705,0.4197,0.5639,0.482,0.1705,1143,0.0971,0.0013,0.1557,0.0148,0.4156,0.0041,0.5608,0.0031,0.4558,0.0262,0.1382,0.0323
2024,down_3_middle_6,high_4_5_5_5,303,0.0924,0.1452,0.4224,0.5149,0.4092,0.2112,1020,0.098,-0.0056,0.1539,-0.0087,0.4118,0.0106,0.5363,-0.0214,0.4275,-0.0183,0.2392,-0.028
2024,down_5_plus_early_1_3,mid_3_5_4_5,297,0.138,0.1785,0.4343,0.596,0.4781,0.0404,822,0.1071,0.0309,0.135,0.0435,0.4161,0.0182,0.573,0.023,0.4672,0.0109,0.0389,0.0015
2023,down_5_plus_f5_1_5,low_lt_3_5,294,0.0,0.0204,0.3673,0.5646,0.466,0.0374,1901,0.0395,-0.0395,0.0631,-0.0427,0.3924,-0.0251,0.5692,-0.0046,0.4477,0.0183,0.0568,-0.0194
2024,down_5_plus_f5_1_5,very_high_5_5_plus,291,0.0825,0.1065,0.4811,0.6289,0.5326,0.0756,1894,0.0491,0.0334,0.0692,0.0373,0.3685,0.1126,0.5148,0.1141,0.4197,0.1129,0.0533,0.0223
2025,down_3_middle_6,mid_3_5_4_5,291,0.0584,0.0997,0.3643,0.4296,0.3505,0.1993,955,0.0974,-0.039,0.156,-0.0563,0.3916,-0.0273,0.5047,-0.0751,0.422,-0.0715,0.2398,-0.0405
2024,down_4_early_1_3,mid_3_5_4_5,290,0.0966,0.1517,0.3586,0.4966,0.3586,0.0931,803,0.1146,-0.018,0.1918,-0.0401,0.3873,-0.0287,0.5268,-0.0302,0.4247,-0.0661,0.1108,-0.0177
2025,down_3_f5_1_5,very_high_5_5_plus,290,0.1724,0.2448,0.3621,0.531,0.4483,0.2586,1710,0.1357,0.0367,0.2216,0.0232,0.3713,-0.0092,0.5222,0.0088,0.4146,0.0337,0.2444,0.0142
2025,down_1_middle_6,very_high_5_5_plus,287,0.3415,0.5261,0.3275,0.5296,0.4146,0.9791,1601,0.3279,0.0136,0.4859,0.0402,0.3691,-0.0416,0.524,0.0056,0.4204,-0.0058,0.9781,0.001
2024,down_4_early_1_3,high_4_5_5_5,282,0.1489,0.2589,0.4007,0.5496,0.4716,0.1383,803,0.1146,0.0343,0.1918,0.0671,0.3873,0.0134,0.5268,0.0228,0.4247,0.0469,0.1108,0.0275
2025,down_3_middle_6,high_4_5_5_5,282,0.1206,0.2021,0.4574,0.5957,0.4787,0.2695,955,0.0974,0.0232,0.156,0.0461,0.3916,0.0658,0.5047,0.091,0.422,0.0567,0.2398,0.0297
2024,down_3_early_1_3,very_high_5_5_plus,281,0.2028,0.3238,0.4377,0.5836,0.4342,0.2491,1634,0.1707,0.0321,0.2803,0.0435,0.4002,0.0375,0.5532,0.0304,0.4278,0.0064,0.2301,0.019
2025,down_3_early_1_3,very_high_5_5_plus,278,0.2518,0.3993,0.4173,0.5612,0.4317,0.2986,1574,0.1887,0.0631,0.3253,0.074,0.3952,0.0221,0.5559,0.0053,0.425,0.0067,0.2541,0.0445
2025,down_5_plus_f5_1_5,very_high_5_5_plus,278,0.0324,0.0504,0.3921,0.5576,0.4388,0.0432,1789,0.0369,-0.0045,0.0598,-0.0094,0.4203,-0.0282,0.5696,-0.012,0.4477,-0.0089,0.0464,-0.0032
2024,down_3_early_1_3,low_lt_3_5,273,0.1758,0.3004,0.4432,0.5861,0.4652,0.2601,1634,0.1707,0.0051,0.2803,0.0201,0.4002,0.043,0.5532,0.0329,0.4278,0.0374,0.2301,0.03
2023,down_4_early_1_3,high_4_5_5_5,268,0.1455,0.2201,0.3993,0.5373,0.403,0.2015,914,0.1411,0.0044,0.2144,0.0057,0.4344,-0.0351,0.57,-0.0327,0.4431,-0.0401,0.1915,0.01
2023,down_5_plus_middle_6,very_high_5_5_plus,266,0.0113,0.0113,0.3383,0.5414,0.3947,0.0263,1330,0.0195,-0.0082,0.0331,-0.0218,0.4113,-0.073,0.5887,-0.0473,0.4549,-0.0602,0.0406,-0.0143
2023,down_1_middle_6,low_lt_3_5,263,0.3004,0.5323,0.4068,0.5703,0.4601,0.981,1639,0.3295,-0.0291,0.5095,0.0228,0.3905,0.0163,0.5503,0.02,0.446,0.0141,0.975,0.006
2024,down_4_middle_6,mid_3_5_4_5,259,0.0849,0.1274,0.4286,0.5483,0.4788,0.1622,724,0.0691,0.0158,0.1077,0.0197,0.4268,0.0018,0.5359,0.0124,0.4448,0.034,0.1367,0.0255
2024,down_1_middle_6,very_high_5_5_plus,252,0.3294,0.5119,0.4127,0.6071,0.4365,0.9762,1608,0.3346,-0.0052,0.51,0.0019,0.3943,0.0184,0.5647,0.0424,0.449,-0.0125,0.9826,-0.0064
2023,down_2_middle_6,very_high_5_5_plus,251,0.1992,0.3108,0.4422,0.5697,0.4542,0.4542,1240,0.1984,0.0008,0.3056,0.0052,0.3903,0.0519,0.5379,0.0318,0.4323,0.0219,0.4323,0.0219
2023,down_3_f5_1_5,low_lt_3_5,251,0.1434,0.2032,0.4263,0.5697,0.4422,0.251,1832,0.1736,-0.0302,0.2735,-0.0703,0.4099,0.0164,0.5617,0.008,0.4481,-0.0059,0.2702,-0.0192
2023,down_4_f5_1_5,very_high_5_5_plus,250,0.076,0.116,0.412,0.548,0.412,0.116,1143,0.0971,-0.0211,0.1557,-0.0397,0.4156,-0.0036,0.5608,-0.0128,0.4558,-0.0438,0.1382,-0.0222
2024,down_5_plus_middle_6,low_lt_3_5,246,0.0244,0.0325,0.3618,0.4634,0.4146,0.0366,1412,0.0184,0.006,0.0269,0.0056,0.3817,-0.0199,0.5163,-0.0529,0.4256,-0.011,0.0276,0.009
2024,down_2_middle_6,low_lt_3_5,245,0.2,0.3265,0.4449,0.5755,0.4612,0.4612,1291,0.206,-0.006,0.3238,0.0027,0.4361,0.0088,0.5655,0.01,0.4547,0.0065,0.4547,0.0065
2025,down_5_plus_early_1_3,high_4_5_5_5,243,0.0329,0.1193,0.284,0.4733,0.3457,0.0494,893,0.0649,-0.032,0.1053,0.014,0.3751,-0.0911,0.5532,-0.0799,0.4255,-0.0798,0.0571,-0.0077
2025,down_4_middle_6,mid_3_5_4_5,238,0.0378,0.042,0.3613,0.479,0.3655,0.0714,654,0.0673,-0.0295,0.078,-0.036,0.3593,0.002,0.5138,-0.0348,0.3761,-0.0106,0.1147,-0.0433
2025,down_4_early_1_3,mid_3_5_4_5,235,0.0638,0.1745,0.4553,0.6128,0.5106,0.1404,719,0.1099,-0.0461,0.2086,-0.0341,0.4089,0.0464,0.5535,0.0593,0.4339,0.0767,0.1446,-0.0042
2025,down_2_middle_6,very_high_5_5_plus,230,0.1696,0.287,0.3261,0.5043,0.4043,0.4043,1273,0.1728,-0.0032,0.3009,-0.0139,0.392,-0.0659,0.5169,-0.0126,0.4171,-0.0128,0.4171,-0.0128
2023,down_4_middle_6,mid_3_5_4_5,228,0.0658,0.0833,0.4211,0.5482,0.4211,0.1096,684,0.0746,-0.0088,0.1038,-0.0205,0.4108,0.0103,0.5468,0.0014,0.424,-0.0029,0.1389,-0.0293
2025,down_5_plus_middle_6,low_lt_3_5,228,0.0395,0.0482,0.4342,0.5877,0.4254,0.0789,1288,0.0194,0.0201,0.0272,0.021,0.3773,0.0569,0.5435,0.0442,0.4045,0.0209,0.038,0.0409
2024,down_4_f5_1_5,low_lt_3_5,225,0.0622,0.1733,0.3733,0.5467,0.4267,0.1556,1221,0.0844,-0.0222,0.1532,0.0201,0.3931,-0.0198,0.5569,-0.0102,0.4398,-0.0131,0.1507,0.0049
2024,down_5_plus_early_1_3,high_4_5_5_5,224,0.0938,0.1116,0.4375,0.6027,0.5,0.0268,822,0.1071,-0.0133,0.135,-0.0234,0.4161,0.0214,0.573,0.0297,0.4672,0.0328,0.0389,-0.0121
2025,down_2_middle_6,low_lt_3_5,224,0.1786,0.2812,0.4152,0.5268,0.4286,0.4286,1273,0.1728,0.0058,0.3009,-0.0197,0.392,0.0232,0.5169,0.0099,0.4171,0.0115,0.4171,0.0115
2025,down_5_plus_middle_6,very_high_5_5_plus,224,0.0179,0.0179,0.3438,0.5312,0.3616,0.0268,1288,0.0194,-0.0015,0.0272,-0.0093,0.3773,-0.0335,0.5435,-0.0123,0.4045,-0.0429,0.038,-0.0112
2025,down_3_middle_6,low_lt_3_5,222,0.0811,0.1441,0.3649,0.491,0.4459,0.2477,955,0.0974,-0.0163,0.156,-0.0119,0.3916,-0.0267,0.5047,-0.0137,0.422,0.0239,0.2398,0.0079
2023,down_5_plus_middle_6,low_lt_3_5,218,0.0183,0.0275,0.4312,0.6101,0.4587,0.0459,1330,0.0195,-0.0012,0.0331,-0.0056,0.4113,0.0199,0.5887,0.0214,0.4549,0.0038,0.0406,0.0053
2025,down_4_f5_1_5,very_high_5_5_plus,218,0.078,0.1514,0.4312,0.5688,0.4817,0.1835,1146,0.0864,-0.0084,0.1257,0.0257,0.3927,0.0385,0.5515,0.0173,0.4564,0.0253,0.1405,0.043
2023,down_4_early_1_3,very_high_5_5_plus,216,0.1204,0.1528,0.4491,0.5926,0.4815,0.2083,914,0.1411,-0.0207,0.2144,-0.0616,0.4344,0.0147,0.57,0.0226,0.4431,0.0384,0.1915,0.0168
2024,down_2_middle_6,very_high_5_5_plus,214,0.2477,0.3551,0.4766,0.6449,0.4579,0.4579,1291,0.206,0.0417,0.3238,0.0313,0.4361,0.0405,0.5655,0.0794,0.4547,0.0032,0.4547,0.0032
2024,down_4_middle_6,high_4_5_5_5,214,0.0514,0.0981,0.3785,0.5187,0.3785,0.1262,724,0.0691,-0.0177,0.1077,-0.0096,0.4268,-0.0483,0.5359,-0.0172,0.4448,-0.0663,0.1367,-0.0105
2025,down_4_f5_1_5,low_lt_3_5,208,0.1442,0.1731,0.3942,0.5481,0.4471,0.1635,1146,0.0864,0.0578,0.1257,0.0474,0.3927,0.0015,0.5515,-0.0034,0.4564,-0.0093,0.1405,0.023
2025,down_4_early_1_3,high_4_5_5_5,207,0.087,0.1787,0.3865,0.5314,0.3961,0.1353,719,0.1099,-0.0229,0.2086,-0.0299,0.4089,-0.0224,0.5535,-0.0221,0.4339,-0.0378,0.1446,-0.0093
2023,down_3_early_1_3,low_lt_3_5,200,0.2,0.345,0.42,0.62,0.42,0.27,1690,0.226,-0.026,0.3657,-0.0207,0.4385,-0.0185,0.5964,0.0236,0.458,-0.038,0.2817,-0.0117
2023,down_4_middle_6,high_4_5_5_5,193,0.0674,0.114,0.4145,0.5803,0.4767,0.1606,684,0.0746,-0.0072,0.1038,0.0102,0.4108,0.0037,0.5468,0.0335,0.424,0.0527,0.1389,0.0217
2024,down_3_middle_6,very_high_5_5_plus,191,0.1361,0.1885,0.4607,0.6021,0.4555,0.288,1020,0.098,0.0381,0.1539,0.0346,0.4118,0.0489,0.5363,0.0658,0.4275,0.028,0.2392,0.0488
2023,down_3_middle_6,very_high_5_5_plus,190,0.1632,0.2368,0.4684,0.6105,0.4789,0.2421,981,0.1305,0.0327,0.1978,0.039,0.4149,0.0535,0.5668,0.0437,0.4506,0.0283,0.2589,-0.0168
2024,down_5_plus_middle_6,very_high_5_5_plus,190,0.0105,0.0316,0.4263,0.5579,0.4842,0.0158,1412,0.0184,-0.0079,0.0269,0.0047,0.3817,0.0446,0.5163,0.0416,0.4256,0.0586,0.0276,-0.0118
2025,down_5_plus_early_1_3,low_lt_3_5,190,0.0947,0.0947,0.3579,0.5421,0.3947,0.0579,893,0.0649,0.0298,0.1053,-0.0106,0.3751,-0.0172,0.5532,-0.0111,0.4255,-0.0308,0.0571,0.0008
2024,down_3_middle_6,low_lt_3_5,188,0.1064,0.1649,0.4362,0.5745,0.4574,0.2606,1020,0.098,0.0084,0.1539,0.011,0.4118,0.0244,0.5363,0.0382,0.4275,0.0299,0.2392,0.0214
2025,down_4_middle_6,high_4_5_5_5,182,0.0604,0.0714,0.4121,0.6099,0.4066,0.0989,654,0.0673,-0.0069,0.078,-0.0066,0.3593,0.0528,0.5138,0.0961,0.3761,0.0305,0.1147,-0.0158
2023,down_2_middle_6,low_lt_3_5,178,0.2135,0.2865,0.4045,0.5337,0.4494,0.4494,1240,0.1984,0.0151,0.3056,-0.0191,0.3903,0.0142,0.5379,-0.0042,0.4323,0.0171,0.4323,0.0171
