candidate_id,candidate_type,game_id,game_pk,market_ticker,event_ticker,market_type,derivative_type,read_type,side,line_value,status,blocked_reason,eligible_for_paper,created_at,first_seen_at,last_seen_at,seen_count,inning,half_inning,outs,score_away,score_home,runners_state,entry_yes_bid,entry_yes_ask,spread_cents,overall_watch_score,baseball_support_score,execution_quality_score,risk_blocker_score,trigger_event_type,trigger_description,analysis_status,snapshots_found,entry_side_price,pre_side_price,pre_snapshot_at,pre_snapshot_source,side_price_1m,delta_1m,snapshot_at_1m,source_1m,side_price_3m,delta_3m,snapshot_at_3m,source_3m,side_price_5m,delta_5m,snapshot_at_5m,source_5m,side_price_10m,delta_10m,snapshot_at_10m,source_10m,side_price_20m,delta_20m,snapshot_at_20m,source_20m,mfe_10m,mae_10m,mfe_20m,mae_20m,settlement_horizon,candidate_line_value,resolved_line_value,selected_team_abbr,score_away_at_candidate,score_home_at_candidate,final_away_score,final_home_score,final_total,game_status,game_is_final,f5_away_score,f5_home_score,f5_total,f5_innings_seen,f5_has_all_5,market_yes_means,market_no_means,market_contract_direction,market_semantics_confidence,market_is_semantics_clear,market_spread_value,market_line_value,settlement_status,settlement_reason,settled_yes_value,settled_side_value,hold_to_settle_win,hold_to_settle_pnl_cents,hold_to_settle_roi,market_inferred_yes,market_inferred_reason,market_inferred_avg_price,market_inferred_at,market_inferred_source,current_total_runs,final_total_runs,current_team_score,final_team_score,current_opponent_score,runs_needed_team,runs_needed_total,team_score_diff,outs_elapsed,remaining_outs_full,remaining_outs_f5,inning_bucket,score_state,total_score_state,runs_needed_team_bucket,runs_needed_total_bucket,baseball_support_bucket,overall_watch_bucket,spread_bucket,is_late_game,is_blowout,context_lane
956,trailing_team_total_lag_watch,MIA@PHI,823451,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA8,KXMLBTEAMTOTAL-26JUN161840MIAPHI,team_total,team_total,team_total_lag,YES,,blocked,wide_spread_hard_block: spread=19c > 12c,0,2026-06-16T19:04:17.853056,2026-06-16T19:04:17.851797,2026-06-16T19:04:17.851797,1,1,bottom,1,0,3,--3,7,26,19,35.2,50.0,0.0,15.0,trailing_team_total_lag,MIA trails 3-0 in inning 1; team total may be lagging,ok,36,26,9.5,2026-06-16T19:03:41.523566+00:00,ws_ticker,9.5,-16.5,2026-06-16T19:06:21.529992+00:00,ws_ticker,9.5,-16.5,2026-06-16T19:08:21.535137+00:00,ws_ticker,50.0,24.0,2026-06-16T19:15:17.313006+00:00,rest_batch,50.0,24.0,2026-06-16T19:15:17.313006+00:00,rest_batch,50.0,24.0,2026-06-16T19:24:47.320751+00:00,rest_batch,-15.5,-16.5,24.0,-16.5,full_game,,8.0,MIA,0,3,2,8,10,Final,1,0,8,8,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-26,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,3,10,0,2,3,8.0,5.0,-3,4,50,26,early_1_3,selected_trailing,medium_total_3_5,need_7_plus,need_5,support_26_50,watch_26_50,spread_11_20,0,0,trailing_team_total_lag_watch|team_runs_need_7_plus|early_1_3|selected_trailing
957,trailing_team_total_lag_watch,MIA@PHI,823451,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA6,KXMLBTEAMTOTAL-26JUN161840MIAPHI,team_total,team_total,team_total_lag,YES,,blocked,rally_still_active,0,2026-06-16T19:05:17.870805,2026-06-16T19:05:17.870781,2026-06-16T19:05:17.870781,1,1,bottom,1,0,3,--3,14,23,9,42.8,50.0,30.0,15.0,trailing_team_total_lag,MIA trails 3-0 in inning 1; team total may be lagging,ok,37,23,,,,24.5,1.5,2026-06-16T19:06:30.529074+00:00,ws_ticker,24.5,1.5,2026-06-16T19:08:30.533583+00:00,ws_ticker,24.5,1.5,2026-06-16T19:10:54.537292+00:00,ws_ticker,50.0,27.0,2026-06-16T19:15:47.313700+00:00,rest_batch,50.0,27.0,2026-06-16T19:25:47.321917+00:00,rest_batch,27.0,1.5,27.0,1.5,full_game,,6.0,MIA,0,3,2,8,10,Final,1,0,8,8,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-23,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,3,10,0,2,3,6.0,3.0,-3,4,50,26,early_1_3,selected_trailing,medium_total_3_5,need_6,need_3,support_26_50,watch_26_50,spread_6_10,0,0,trailing_team_total_lag_watch|team_runs_need_6|early_1_3|selected_trailing
958,trailing_team_total_lag_watch,MIA@PHI,823451,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA7,KXMLBTEAMTOTAL-26JUN161840MIAPHI,team_total,team_total,team_total_lag,YES,,blocked,wide_spread_hard_block: spread=14c > 12c,0,2026-06-16T19:06:17.895696,2026-06-16T19:06:17.895663,2026-06-16T19:06:17.895663,1,1,bottom,2,0,3,--3,7,21,14,35.2,50.0,0.0,15.0,trailing_team_total_lag,MIA trails 3-0 in inning 1; team total may be lagging,ok,34,21,,,,50.0,29.0,2026-06-16T19:15:17.313006+00:00,rest_batch,50.0,29.0,2026-06-16T19:15:17.313006+00:00,rest_batch,50.0,29.0,2026-06-16T19:15:17.313006+00:00,rest_batch,50.0,29.0,2026-06-16T19:16:47.316176+00:00,rest_batch,50.0,29.0,2026-06-16T19:26:47.321503+00:00,rest_batch,29.0,-4.5,29.0,-4.5,full_game,,7.0,MIA,0,3,2,8,10,Final,1,0,8,8,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-21,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,3,10,0,2,3,7.0,4.0,-3,5,49,25,early_1_3,selected_trailing,medium_total_3_5,need_7_plus,need_4,support_26_50,watch_26_50,spread_11_20,0,0,trailing_team_total_lag_watch|team_runs_need_7_plus|early_1_3|selected_trailing
959,trailing_team_total_lag_watch,MIA@PHI,823451,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA2,KXMLBTEAMTOTAL-26JUN161840MIAPHI,team_total,team_total,team_total_lag,YES,,blocked,wide_spread_hard_block: spread=48c > 12c,0,2026-06-16T19:07:17.924517,2026-06-16T19:07:17.924494,2026-06-16T19:07:17.924494,1,1,bottom,2,0,3,--3,37,85,48,35.2,50.0,0.0,15.0,trailing_team_total_lag,MIA trails 3-0 in inning 1; team total may be lagging,ok,36,85,,,,50.0,-35.0,2026-06-16T19:15:17.313006+00:00,rest_batch,50.0,-35.0,2026-06-16T19:15:17.313006+00:00,rest_batch,50.0,-35.0,2026-06-16T19:15:17.313006+00:00,rest_batch,50.0,-35.0,2026-06-16T19:17:47.315984+00:00,rest_batch,50.0,-35.0,2026-06-16T19:27:47.322755+00:00,rest_batch,-6.5,-35.0,-6.5,-35.0,full_game,,2.0,MIA,0,3,2,8,10,Final,1,0,8,8,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,100,100,1,15,0.1765,100,latest_market_price_near_100,99.5,2026-06-17T04:47:15.038464+00:00,rest_batch,3,10,0,2,3,2.0,-1.0,-3,5,49,25,early_1_3,selected_trailing,medium_total_3_5,need_2,already_cleared,support_26_50,watch_26_50,spread_21_plus,0,0,trailing_team_total_lag_watch|team_runs_need_2|early_1_3|selected_trailing
960,trailing_team_total_lag_watch,MIA@PHI,823451,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA6,KXMLBTEAMTOTAL-26JUN161840MIAPHI,team_total,team_total,team_total_lag,YES,,blocked,wide_spread_hard_block: spread=14c > 12c,0,2026-06-16T19:08:17.938780,2026-06-16T19:08:17.938757,2026-06-16T19:08:17.938757,1,1,bottom,3,0,3,,15,29,14,35.2,50.0,0.0,15.0,trailing_team_total_lag,MIA trails 3-0 in inning 1; team total may be lagging,ok,43,29,24.5,2026-06-16T19:06:32.529483+00:00,ws_ticker,24.5,-4.5,2026-06-16T19:10:54.537292+00:00,ws_ticker,50.0,21.0,2026-06-16T19:15:17.313006+00:00,rest_batch,50.0,21.0,2026-06-16T19:15:17.313006+00:00,rest_batch,50.0,21.0,2026-06-16T19:18:47.316479+00:00,rest_batch,50.0,21.0,2026-06-16T19:28:47.323487+00:00,rest_batch,21.0,-4.5,21.0,-4.5,full_game,,6.0,MIA,0,3,2,8,10,Final,1,0,8,8,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-29,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,3,10,0,2,3,6.0,3.0,-3,6,48,24,early_1_3,selected_trailing,medium_total_3_5,need_6,need_3,support_26_50,watch_26_50,spread_11_20,0,0,trailing_team_total_lag_watch|team_runs_need_6|early_1_3|selected_trailing
961,trailing_team_total_lag_watch,MIA@PHI,823451,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA2,KXMLBTEAMTOTAL-26JUN161840MIAPHI,team_total,team_total,team_total_lag,YES,,blocked,wide_spread_hard_block: spread=50c > 12c,0,2026-06-16T19:09:17.953106,2026-06-16T19:09:17.953083,2026-06-16T19:09:17.953083,1,1,bottom,3,0,3,,36,86,50,35.2,50.0,0.0,15.0,trailing_team_total_lag,MIA trails 3-0 in inning 1; team total may be lagging,ok,40,86,,,,50.0,-36.0,2026-06-16T19:15:17.313006+00:00,rest_batch,50.0,-36.0,2026-06-16T19:15:17.313006+00:00,rest_batch,50.0,-36.0,2026-06-16T19:15:17.313006+00:00,rest_batch,50.0,-36.0,2026-06-16T19:19:47.316803+00:00,rest_batch,50.0,-36.0,2026-06-16T19:29:47.324617+00:00,rest_batch,-7.5,-36.0,-7.5,-36.0,full_game,,2.0,MIA,0,3,2,8,10,Final,1,0,8,8,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,100,100,1,14,0.1628,100,latest_market_price_near_100,99.5,2026-06-17T04:47:15.038464+00:00,rest_batch,3,10,0,2,3,2.0,-1.0,-3,6,48,24,early_1_3,selected_trailing,medium_total_3_5,need_2,already_cleared,support_26_50,watch_26_50,spread_21_plus,0,0,trailing_team_total_lag_watch|team_runs_need_2|early_1_3|selected_trailing
962,trailing_team_total_lag_watch,MIA@PHI,823451,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA6,KXMLBTEAMTOTAL-26JUN161840MIAPHI,team_total,team_total,team_total_lag,YES,,blocked,wide_spread_hard_block: spread=48c > 12c,0,2026-06-16T19:10:17.967623,2026-06-16T19:10:17.967601,2026-06-16T19:10:17.967601,1,2,top,0,0,3,,15,63,48,35.2,50.0,0.0,15.0,trailing_team_total_lag,MIA trails 3-0 in inning 2; team total may be lagging,ok,44,63,24.5,2026-06-16T19:08:30.533583+00:00,ws_ticker,50.0,-13.0,2026-06-16T19:15:17.313006+00:00,rest_batch,50.0,-13.0,2026-06-16T19:15:17.313006+00:00,rest_batch,50.0,-13.0,2026-06-16T19:15:47.313700+00:00,rest_batch,50.0,-13.0,2026-06-16T19:20:47.318198+00:00,rest_batch,50.0,-13.0,2026-06-16T19:30:47.324661+00:00,rest_batch,-13.0,-38.5,-13.0,-38.5,full_game,,6.0,MIA,0,3,2,8,10,Final,1,0,8,8,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-63,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,3,10,0,2,3,6.0,3.0,-3,6,48,24,early_1_3,selected_trailing,medium_total_3_5,need_6,need_3,support_26_50,watch_26_50,spread_21_plus,0,0,trailing_team_total_lag_watch|team_runs_need_6|early_1_3|selected_trailing
963,trailing_team_total_lag_watch,MIA@PHI,823451,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA7,KXMLBTEAMTOTAL-26JUN161840MIAPHI,team_total,team_total,team_total_lag,YES,,blocked,wide_spread_hard_block: spread=43c > 12c,0,2026-06-16T19:11:17.980311,2026-06-16T19:11:17.980287,2026-06-16T19:11:17.980287,1,2,top,1,0,3,,7,50,43,35.2,50.0,0.0,15.0,trailing_team_total_lag,MIA trails 3-0 in inning 2; team total may be lagging,ok,44,50,,,,50.0,0.0,2026-06-16T19:15:17.313006+00:00,rest_batch,50.0,0.0,2026-06-16T19:15:17.313006+00:00,rest_batch,50.0,0.0,2026-06-16T19:16:47.316176+00:00,rest_batch,50.0,0.0,2026-06-16T19:21:47.318766+00:00,rest_batch,50.0,0.0,2026-06-16T19:31:47.326087+00:00,rest_batch,0.0,-33.5,0.0,-33.5,full_game,,7.0,MIA,0,3,2,8,10,Final,1,0,8,8,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,0,0,0,-50,-1.0,,latest_market_price_not_settled,50.5,2026-06-17T04:47:15.038464+00:00,rest_batch,3,10,0,2,3,7.0,4.0,-3,7,47,23,early_1_3,selected_trailing,medium_total_3_5,need_7_plus,need_4,support_26_50,watch_26_50,spread_21_plus,0,0,trailing_team_total_lag_watch|team_runs_need_7_plus|early_1_3|selected_trailing
964,trailing_team_total_lag_watch,MIA@PHI,823451,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA2,KXMLBTEAMTOTAL-26JUN161840MIAPHI,team_total,team_total,team_total_lag,YES,,blocked,wide_spread_hard_block: spread=36c > 12c,0,2026-06-16T19:12:18.123805,2026-06-16T19:12:18.123784,2026-06-16T19:14:18.153252,2,2,top,2,0,3,,42,78,36,35.2,50.0,0.0,15.0,trailing_team_total_lag,MIA trails 3-0 in inning 2; team total may be lagging,ok,46,78,,,,50.0,-28.0,2026-06-16T19:15:17.313006+00:00,rest_batch,50.0,-28.0,2026-06-16T19:15:47.313700+00:00,rest_batch,50.0,-28.0,2026-06-16T19:17:47.315984+00:00,rest_batch,50.0,-28.0,2026-06-16T19:22:47.318797+00:00,rest_batch,50.0,-28.0,2026-06-16T19:32:47.325659+00:00,rest_batch,0.5,-28.0,0.5,-28.0,full_game,,2.0,MIA,0,3,2,8,10,Final,1,0,8,8,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,100,100,1,22,0.2821,100,latest_market_price_near_100,99.5,2026-06-17T04:47:15.038464+00:00,rest_batch,3,10,0,2,3,2.0,-1.0,-3,8,46,22,early_1_3,selected_trailing,medium_total_3_5,need_2,already_cleared,support_26_50,watch_26_50,spread_21_plus,0,0,trailing_team_total_lag_watch|team_runs_need_2|early_1_3|selected_trailing
965,trailing_team_total_lag_watch,MIA@PHI,823451,KXMLBTEAMTOTAL-26JUN161840MIAPHI-MIA2,KXMLBTEAMTOTAL-26JUN161840MIAPHI,team_total,team_total,team_total_lag,YES,,blocked,wide_spread_hard_block: spread=26c > 12c,0,2026-06-16T19:13:18.139481,2026-06-16T19:13:18.139441,2026-06-16T19:13:18.139441,1,2,top,2,0,3,,50,76,26,35.2,50.0,0.0,15.0,trailing_team_total_lag,MIA trails 3-0 in inning 2; team total may be lagging,ok,48,76,,,,50.0,-26.0,2026-06-16T19:15:17.313006+00:00,rest_batch,50.0,-26.0,2026-06-16T19:16:47.316176+00:00,rest_batch,50.0,-26.0,2026-06-16T19:18:47.316479+00:00,rest_batch,50.0,-26.0,2026-06-16T19:23:47.320109+00:00,rest_batch,50.0,-26.0,2026-06-16T19:33:47.326536+00:00,rest_batch,2.5,-26.0,2.5,-26.0,full_game,,2.0,MIA,0,3,2,8,10,Final,1,0,8,8,"1,2,3,4,5",True,team_total_over,team_total_under,team_total_over_yes,1.0,1,,,score_derived,team_total_yes_means_over_or_at_least_score_derived,100,100,1,24,0.3158,100,latest_market_price_near_100,99.5,2026-06-17T04:47:15.038464+00:00,rest_batch,3,10,0,2,3,2.0,-1.0,-3,8,46,22,early_1_3,selected_trailing,medium_total_3_5,need_2,already_cleared,support_26_50,watch_26_50,spread_21_plus,0,0,trailing_team_total_lag_watch|team_runs_need_2|early_1_3|selected_trailing
