game_pk,game_date,game_id,away_abbr,home_abbr,f5_away,f5_home,f5_total,post5_runs,full_total,f5_low_0_3,f5_high_6_plus,post5_high_4_plus,full_over_8_5_proxy,f5_low_then_full_over_proxy,f5_high_then_stall_proxy
718757,2023-04-01,LAA@ATH,LAA,ATH,11,1,12,2,14,0,1,0,1,0,1
718751,2023-04-01,MIN@KC,MIN,KC,1,0,1,1,2,1,0,0,0,0,0
718754,2023-04-01,DET@TB,DET,TB,1,10,11,3,14,0,1,0,1,0,0
718755,2023-04-01,NYM@MIA,NYM,MIA,4,2,6,2,8,0,1,0,0,0,1
718756,2023-04-01,PIT@CIN,PIT,CIN,2,3,5,3,8,0,0,0,0,0,0
718761,2023-04-01,BAL@BOS,BAL,BOS,8,5,13,4,17,0,1,1,1,0,0
718750,2023-04-01,COL@SD,COL,SD,1,5,6,6,12,0,1,1,1,0,0
718749,2023-04-01,AZ@LAD,AZ,LAD,1,8,9,2,11,0,1,0,1,0,1
718746,2023-04-01,CLE@SEA,CLE,SEA,1,0,1,1,2,1,0,0,0,0,0
718742,2023-04-02,DET@TB,DET,TB,0,1,1,5,6,1,0,1,0,0,0
718743,2023-04-02,ATL@WSN,ATL,WSN,1,4,5,0,5,0,0,0,0,0,0
718747,2023-04-02,SF@NYY,SF,NYY,0,4,4,2,6,0,0,0,0,0,0
718748,2023-04-02,BAL@BOS,BAL,BOS,3,6,9,5,14,0,1,1,1,0,0
718741,2023-04-02,NYM@MIA,NYM,MIA,4,1,5,1,6,0,0,0,0,0,0
718744,2023-04-02,PIT@CIN,PIT,CIN,1,3,4,0,4,0,0,0,0,0,0
718740,2023-04-02,CWS@HOU,CWS,HOU,1,0,1,8,9,1,0,1,1,1,0
718745,2023-04-02,MIN@KC,MIN,KC,2,1,3,8,11,1,0,1,1,1,0
718737,2023-04-02,TOR@STL,TOR,STL,3,9,12,1,13,0,1,0,1,0,1
718738,2023-04-02,MIL@CHC,MIL,CHC,3,2,5,9,14,0,0,1,1,0,0
718734,2023-04-02,LAA@ATH,LAA,ATH,6,0,6,0,6,0,1,0,0,0,1
718733,2023-04-02,COL@SD,COL,SD,0,3,3,1,4,1,0,0,0,0,0
718735,2023-04-02,CLE@SEA,CLE,SEA,4,5,9,2,11,0,1,0,1,0,1
718736,2023-04-02,AZ@LAD,AZ,LAD,1,1,2,1,3,1,0,0,0,0,0
718739,2023-04-02,PHI@TEX,PHI,TEX,1,2,3,0,3,1,0,0,0,0,0
718731,2023-04-03,NYM@MIL,NYM,MIL,0,10,10,0,10,0,1,0,1,0,1
718730,2023-04-03,SF@CWS,SF,CWS,7,0,7,8,15,0,1,1,1,0,0
718728,2023-04-03,CHC@CIN,CHC,CIN,6,7,13,0,13,0,1,0,1,0,1
718729,2023-04-03,MIN@MIA,MIN,MIA,8,1,9,3,12,0,1,0,1,0,0
718725,2023-04-03,PHI@NYY,PHI,NYY,1,8,9,0,9,0,1,0,1,0,1
718732,2023-04-03,TB@WSN,TB,WSN,4,0,4,4,8,0,0,1,0,0,0
718724,2023-04-03,PIT@BOS,PIT,BOS,7,5,12,1,13,0,1,0,1,0,1
718719,2023-04-03,TOR@KC,TOR,KC,1,7,8,6,14,0,1,1,1,0,0
718727,2023-04-03,ATL@STL,ATL,STL,6,3,9,3,12,0,1,0,1,0,0
718726,2023-04-03,BAL@TEX,BAL,TEX,2,0,2,0,2,1,0,0,0,0,0
718723,2023-04-03,DET@HOU,DET,HOU,4,4,8,5,13,0,1,1,1,0,0
718720,2023-04-03,LAA@SEA,LAA,SEA,4,3,7,3,10,0,1,0,1,0,0
718721,2023-04-03,CLE@ATH,CLE,ATH,5,8,13,10,23,0,1,1,1,0,0
718722,2023-04-03,AZ@SD,AZ,SD,2,3,5,4,9,0,0,1,1,0,0
718718,2023-04-03,COL@LAD,COL,LAD,4,9,13,4,17,0,1,1,1,0,0
718717,2023-04-04,AZ@SD,AZ,SD,1,5,6,8,14,0,1,1,1,0,0
718714,2023-04-04,MIN@MIA,MIN,MIA,0,1,1,0,1,1,0,0,0,0,0
718716,2023-04-04,CHC@CIN,CHC,CIN,1,3,4,13,17,0,0,1,1,0,0
718710,2023-04-04,PHI@NYY,PHI,NYY,4,0,4,1,5,0,0,0,0,0,0
718715,2023-04-04,TB@WSN,TB,WSN,4,5,9,7,16,0,1,1,1,0,0
718713,2023-04-04,PIT@BOS,PIT,BOS,3,1,4,1,5,0,0,0,0,0,0
718708,2023-04-04,TOR@KC,TOR,KC,2,1,3,2,5,1,0,0,0,0,0
718712,2023-04-04,NYM@MIL,NYM,MIL,0,2,2,7,9,1,0,1,1,1,0
718711,2023-04-04,ATL@STL,ATL,STL,4,1,5,0,5,0,0,0,0,0,0
718709,2023-04-04,BAL@TEX,BAL,TEX,7,1,8,1,9,0,1,0,1,0,1
718705,2023-04-04,DET@HOU,DET,HOU,2,2,4,5,9,0,0,1,1,0,0
718706,2023-04-04,LAA@SEA,LAA,SEA,0,8,8,5,13,0,1,1,1,0,0
718707,2023-04-04,CLE@ATH,CLE,ATH,3,2,5,2,7,0,0,0,0,0,0
718703,2023-04-04,COL@LAD,COL,LAD,0,4,4,3,7,0,0,0,0,0,0
718699,2023-04-05,PHI@NYY,PHI,NYY,0,1,1,5,6,1,0,1,0,0,0
718704,2023-04-05,TB@WSN,TB,WSN,3,2,5,4,9,0,0,1,1,0,0
718701,2023-04-05,MIN@MIA,MIN,MIA,0,1,1,6,7,1,0,1,0,0,0
718697,2023-04-05,ATL@STL,ATL,STL,5,0,5,2,7,0,0,0,0,0,0
718702,2023-04-05,PIT@BOS,PIT,BOS,1,0,1,4,5,1,0,1,0,0,0
718698,2023-04-05,NYM@MIL,NYM,MIL,6,6,12,1,13,0,1,0,1,0,1
718694,2023-04-05,BAL@TEX,BAL,TEX,2,2,4,3,7,0,0,0,0,0,0
718695,2023-04-05,SF@CWS,SF,CWS,1,4,5,5,10,0,0,1,1,0,0
718696,2023-04-05,DET@HOU,DET,HOU,1,4,5,5,10,0,0,1,1,0,0
718689,2023-04-05,CLE@ATH,CLE,ATH,0,0,0,10,10,1,0,1,1,1,0
718691,2023-04-05,LAA@SEA,LAA,SEA,2,1,3,4,7,1,0,1,0,0,0
718692,2023-04-05,TOR@KC,TOR,KC,0,0,0,3,3,1,0,0,0,0,0
718690,2023-04-06,BOS@DET,BOS,DET,2,3,5,4,9,0,0,1,1,0,0
718686,2023-04-06,TOR@KC,TOR,KC,5,0,5,4,9,0,0,1,1,0,0
718687,2023-04-06,SF@CWS,SF,CWS,8,3,11,11,22,0,1,1,1,0,0
718682,2023-04-06,WSN@COL,WSN,COL,0,1,1,0,1,1,0,0,0,0,0
718681,2023-04-06,SD@ATL,SD,ATL,3,4,7,6,13,0,1,1,1,0,0
718683,2023-04-06,LAD@AZ,LAD,AZ,3,0,3,4,7,1,0,1,0,0,0
718693,2023-04-07,MIA@NYM,MIA,NYM,0,3,3,9,12,1,0,1,1,1,0
718675,2023-04-07,TEX@CHC,TEX,CHC,0,1,1,1,2,1,0,0,0,0,0
718685,2023-04-07,CIN@PHI,CIN,PHI,1,2,3,4,7,1,0,1,0,0,0
718688,2023-04-07,NYY@BAL,NYY,BAL,3,4,7,6,13,0,1,1,1,0,0
718677,2023-04-07,SEA@CLE,SEA,CLE,2,3,5,3,8,0,0,0,0,0,0
718684,2023-04-07,HOU@MIN,HOU,MIN,1,0,1,4,5,1,0,1,0,0,0
718679,2023-04-07,CWS@PIT,CWS,PIT,7,12,19,3,22,0,1,0,1,0,0
718680,2023-04-07,KC@SF,KC,SF,2,1,3,1,4,1,0,0,0,0,0
718678,2023-04-07,ATH@TB,ATH,TB,3,8,11,3,14,0,1,0,1,0,0
718676,2023-04-07,SD@ATL,SD,ATL,4,4,8,1,9,0,1,0,1,0,1
718674,2023-04-07,STL@MIL,STL,MIL,0,2,2,2,4,1,0,0,0,0,0
718673,2023-04-07,WSN@COL,WSN,COL,8,2,10,5,15,0,1,1,1,0,0
718670,2023-04-07,TOR@LAA,TOR,LAA,1,3,4,3,7,0,0,0,0,0,0
718671,2023-04-07,LAD@AZ,LAD,AZ,3,2,5,4,9,0,0,1,1,0,0
718666,2023-04-08,HOU@MIN,HOU,MIN,4,4,8,7,15,0,1,1,1,0,0
718668,2023-04-08,CIN@PHI,CIN,PHI,1,0,1,4,5,1,0,1,0,0,0
718669,2023-04-08,TEX@CHC,TEX,CHC,1,3,4,9,13,0,0,1,1,0,0
718672,2023-04-08,KC@SF,KC,SF,0,4,4,7,11,0,0,1,1,0,0
718661,2023-04-08,MIA@NYM,MIA,NYM,0,3,3,4,7,1,0,1,0,0,0
718665,2023-04-08,ATH@TB,ATH,TB,0,5,5,6,11,0,0,1,1,0,0
718667,2023-04-08,BOS@DET,BOS,DET,8,2,10,9,19,0,1,1,1,0,0
718663,2023-04-08,SEA@CLE,SEA,CLE,3,1,4,1,5,0,0,0,0,0,0
718662,2023-04-08,CWS@PIT,CWS,PIT,6,4,10,6,16,0,1,1,1,0,0
718664,2023-04-08,NYY@BAL,NYY,BAL,4,1,5,0,5,0,0,0,0,0,0
718660,2023-04-08,STL@MIL,STL,MIL,6,0,6,0,6,0,1,0,0,0,1
718659,2023-04-08,SD@ATL,SD,ATL,3,0,3,2,5,1,0,0,0,0,0
718656,2023-04-08,LAD@AZ,LAD,AZ,5,7,12,8,20,0,1,1,1,0,0
718658,2023-04-08,WSN@COL,WSN,COL,5,1,6,7,13,0,1,1,1,0,0
718657,2023-04-08,TOR@LAA,TOR,LAA,5,7,12,2,14,0,1,0,1,0,1
718652,2023-04-09,CIN@PHI,CIN,PHI,2,4,6,4,10,0,1,1,1,0,0
718654,2023-04-09,BOS@DET,BOS,DET,2,1,3,2,5,1,0,0,0,0,0
718655,2023-04-09,ATH@TB,ATH,TB,0,7,7,4,11,0,1,1,1,0,0
718651,2023-04-09,NYY@BAL,NYY,BAL,4,0,4,4,8,0,0,1,0,0,0
718653,2023-04-09,CWS@PIT,CWS,PIT,0,1,1,0,1,1,0,0,0,0,0
718646,2023-04-09,SEA@CLE,SEA,CLE,2,1,3,10,13,1,0,1,1,1,0
718647,2023-04-09,MIA@NYM,MIA,NYM,6,2,8,1,9,0,1,0,1,0,1
718649,2023-04-09,HOU@MIN,HOU,MIN,4,1,5,1,6,0,0,0,0,0,0
718650,2023-04-09,STL@MIL,STL,MIL,1,3,4,3,7,0,0,0,0,0,0
718642,2023-04-09,TEX@CHC,TEX,CHC,5,2,7,3,10,0,1,0,1,0,0
718645,2023-04-09,WSN@COL,WSN,COL,3,3,6,7,13,0,1,1,1,0,0
718643,2023-04-09,KC@SF,KC,SF,1,0,1,3,4,1,0,0,0,0,0
718644,2023-04-09,TOR@LAA,TOR,LAA,0,6,6,17,23,0,1,1,1,0,0
718639,2023-04-09,LAD@AZ,LAD,AZ,3,11,14,3,17,0,1,0,1,0,0
718648,2023-04-09,SD@ATL,SD,ATL,8,1,9,3,12,0,1,0,1,0,0
718640,2023-04-10,CWS@MIN,CWS,MIN,4,3,7,0,7,0,1,0,0,0,1
718637,2023-04-10,NYY@CLE,NYY,CLE,2,2,4,1,5,0,0,0,0,0,0
718632,2023-04-10,HOU@PIT,HOU,PIT,7,2,9,1,10,0,1,0,1,0,1
718635,2023-04-10,ATH@BAL,ATH,BAL,1,3,4,2,6,0,0,0,0,0,0
718633,2023-04-10,MIA@PHI,MIA,PHI,0,9,9,9,18,0,1,1,1,0,0
718638,2023-04-10,BOS@TB,BOS,TB,0,0,0,1,1,1,0,0,0,0,0
718634,2023-04-10,SD@NYM,SD,NYM,0,2,2,3,5,1,0,0,0,0,0
718636,2023-04-10,CIN@ATL,CIN,ATL,0,0,0,9,9,1,0,1,1,1,0
718628,2023-04-10,SEA@CHC,SEA,CHC,1,2,3,2,5,1,0,0,0,0,0
718630,2023-04-10,KC@TEX,KC,TEX,1,4,5,8,13,0,0,1,1,0,0
718629,2023-04-10,STL@COL,STL,COL,2,4,6,5,11,0,1,1,1,0,0
718631,2023-04-10,WSN@LAA,WSN,LAA,5,4,9,1,10,0,1,0,1,0,1
718627,2023-04-10,MIL@AZ,MIL,AZ,0,3,3,0,3,1,0,0,0,0,0
718641,2023-04-10,LAD@SF,LAD,SF,4,1,5,5,10,0,0,1,1,0,0
718626,2023-04-11,NYY@CLE,NYY,CLE,8,2,10,3,13,0,1,0,1,0,0
718618,2023-04-11,ATH@BAL,ATH,BAL,7,6,13,7,20,0,1,1,1,0,0
718623,2023-04-11,HOU@PIT,HOU,PIT,2,2,4,7,11,0,0,1,1,0,0
718619,2023-04-11,MIA@PHI,MIA,PHI,1,0,1,11,12,1,0,1,1,1,0
718625,2023-04-11,BOS@TB,BOS,TB,0,5,5,4,9,0,0,1,1,0,0
718622,2023-04-11,DET@TOR,DET,TOR,3,4,7,5,12,0,1,1,1,0,0
718621,2023-04-11,SD@NYM,SD,NYM,2,1,3,3,6,1,0,0,0,0,0
718620,2023-04-11,CIN@ATL,CIN,ATL,4,6,10,3,13,0,1,0,1,0,0
718616,2023-04-11,CWS@MIN,CWS,MIN,2,3,5,2,7,0,0,0,0,0,0
718617,2023-04-11,SEA@CHC,SEA,CHC,8,11,19,4,23,0,1,1,1,0,0
718615,2023-04-11,KC@TEX,KC,TEX,2,3,5,8,13,0,0,1,1,0,0
718613,2023-04-11,STL@COL,STL,COL,2,6,8,7,15,0,1,1,1,0,0
718614,2023-04-11,WSN@LAA,WSN,LAA,0,1,1,1,2,1,0,0,0,0,0
718611,2023-04-11,MIL@AZ,MIL,AZ,0,0,0,8,8,1,0,1,0,0,0
718624,2023-04-11,LAD@SF,LAD,SF,0,2,2,3,5,1,0,0,0,0,0
718608,2023-04-12,HOU@PIT,HOU,PIT,2,0,2,5,7,1,0,1,0,0,0
718604,2023-04-12,NYY@CLE,NYY,CLE,2,3,5,2,7,0,0,0,0,0,0
718605,2023-04-12,CWS@MIN,CWS,MIN,0,1,1,3,4,1,0,0,0,0,0
718610,2023-04-12,SD@NYM,SD,NYM,2,3,5,2,7,0,0,0,0,0,0
718606,2023-04-12,SEA@CHC,SEA,CHC,2,1,3,4,7,1,0,1,0,0,0
718607,2023-04-12,STL@COL,STL,COL,3,2,5,6,11,0,0,1,1,0,0
718598,2023-04-12,MIL@AZ,MIL,AZ,0,5,5,5,10,0,0,1,1,0,0
718609,2023-04-12,MIA@PHI,MIA,PHI,1,2,3,2,5,1,0,0,0,0,0
718602,2023-04-12,WSN@LAA,WSN,LAA,2,2,4,1,5,0,0,0,0,0,0
718599,2023-04-12,ATH@BAL,ATH,BAL,4,2,6,6,12,0,1,1,1,0,0
718600,2023-04-12,BOS@TB,BOS,TB,3,8,11,5,16,0,1,1,1,0,0
718603,2023-04-12,DET@TOR,DET,TOR,1,1,2,5,7,1,0,1,0,0,0
718601,2023-04-12,CIN@ATL,CIN,ATL,3,3,6,3,9,0,1,0,1,0,0
718595,2023-04-12,KC@TEX,KC,TEX,6,1,7,4,11,0,1,1,1,0,0
718612,2023-04-12,LAD@SF,LAD,SF,3,3,6,9,15,0,1,1,1,0,0
718596,2023-04-13,ATH@BAL,ATH,BAL,7,7,14,1,15,0,1,0,1,0,1
718594,2023-04-13,BOS@TB,BOS,TB,3,8,11,1,12,0,1,0,1,0,1
718597,2023-04-13,PHI@CIN,PHI,CIN,2,5,7,1,8,0,1,0,0,0,1
718590,2023-04-13,MIN@NYY,MIN,NYY,11,1,12,1,13,0,1,0,1,0,1
718593,2023-04-13,DET@TOR,DET,TOR,2,1,3,1,4,1,0,0,0,0,0
718591,2023-04-13,PIT@STL,PIT,STL,0,0,0,5,5,1,0,1,0,0,0
718589,2023-04-13,MIL@SD,MIL,SD,3,1,4,3,7,0,0,0,0,0,0
718584,2023-04-14,AZ@MIA,AZ,MIA,0,5,5,1,6,0,0,0,0,0,0
718585,2023-04-14,SF@DET,SF,DET,1,4,5,7,12,0,0,1,1,0,0
718586,2023-04-14,PHI@CIN,PHI,CIN,5,1,6,5,11,0,1,1,1,0,0
718588,2023-04-14,MIN@NYY,MIN,NYY,0,2,2,5,7,1,0,1,0,0,0
718592,2023-04-14,CLE@WSN,CLE,WSN,0,3,3,4,7,1,0,1,0,0,0
718587,2023-04-14,TB@TOR,TB,TOR,1,6,7,2,9,0,1,0,1,0,1
718580,2023-04-14,LAA@BOS,LAA,BOS,2,3,5,3,8,0,0,0,0,0,0
718583,2023-04-14,BAL@CWS,BAL,CWS,0,1,1,8,9,1,0,1,1,1,0
718579,2023-04-14,ATL@KC,ATL,KC,8,3,11,2,13,0,1,0,1,0,1
718581,2023-04-14,TEX@HOU,TEX,HOU,5,2,7,1,8,0,1,0,0,0,1
718582,2023-04-14,PIT@STL,PIT,STL,0,0,0,3,3,1,0,0,0,0,0
718574,2023-04-14,MIL@SD,MIL,SD,7,1,8,5,13,0,1,1,1,0,0
718578,2023-04-14,NYM@ATH,NYM,ATH,12,4,16,7,23,0,1,1,1,0,0
718575,2023-04-14,CHC@LAD,CHC,LAD,3,1,4,6,10,0,0,1,1,0,0
718577,2023-04-14,COL@SEA,COL,SEA,1,5,6,2,8,0,1,0,0,0,1
718572,2023-04-15,MIN@NYY,MIN,NYY,0,4,4,3,7,0,0,0,0,0,0
718571,2023-04-15,SF@DET,SF,DET,6,3,9,4,13,0,1,1,1,0,0
718570,2023-04-15,BAL@CWS,BAL,CWS,1,2,3,10,13,1,0,1,1,1,0
718568,2023-04-15,PIT@STL,PIT,STL,2,2,4,5,9,0,0,1,1,0,0
718569,2023-04-15,TB@TOR,TB,TOR,1,3,4,3,7,0,0,0,0,0,0
718560,2023-04-15,MIL@SD,MIL,SD,3,5,8,5,13,0,1,1,1,0,0
718573,2023-04-15,CLE@WSN,CLE,WSN,5,4,9,1,10,0,1,0,1,0,1
718565,2023-04-15,NYM@ATH,NYM,ATH,1,2,3,2,5,1,0,0,0,0,0
718563,2023-04-15,ATL@KC,ATL,KC,5,2,7,5,12,0,1,1,1,0,0
718566,2023-04-15,PHI@CIN,PHI,CIN,0,8,8,5,13,0,1,1,1,0,0
718567,2023-04-15,AZ@MIA,AZ,MIA,1,1,2,3,5,1,0,0,0,0,0
718576,2023-04-15,LAA@BOS,LAA,BOS,6,6,12,4,16,0,1,1,1,0,0
718562,2023-04-15,TEX@HOU,TEX,HOU,2,3,5,5,10,0,0,1,1,0,0
718564,2023-04-15,CHC@LAD,CHC,LAD,1,0,1,2,3,1,0,0,0,0,0
718561,2023-04-15,COL@SEA,COL,SEA,1,5,6,5,11,0,1,1,1,0,0
718555,2023-04-16,CLE@WSN,CLE,WSN,4,3,7,6,13,0,1,1,1,0,0
718557,2023-04-16,MIN@NYY,MIN,NYY,0,1,1,1,2,1,0,0,0,0,0
718559,2023-04-16,LAA@BOS,LAA,BOS,1,2,3,0,3,1,0,0,0,0,0
718556,2023-04-16,TB@TOR,TB,TOR,7,1,8,1,9,0,1,0,1,0,1
718550,2023-04-16,AZ@MIA,AZ,MIA,1,0,1,4,5,1,0,1,0,0,0
718554,2023-04-16,PHI@CIN,PHI,CIN,12,3,15,2,17,0,1,0,1,0,1
718551,2023-04-16,ATL@KC,ATL,KC,4,1,5,4,9,0,0,1,1,0,0
718553,2023-04-16,BAL@CWS,BAL,CWS,3,4,7,5,12,0,1,1,1,0,0
718548,2023-04-16,PIT@STL,PIT,STL,2,1,3,6,9,1,0,1,1,1,0
718546,2023-04-16,NYM@ATH,NYM,ATH,1,1,2,5,7,1,0,1,0,0,0
718545,2023-04-16,COL@SEA,COL,SEA,0,0,0,1,1,1,0,0,0,0,0
718547,2023-04-16,CHC@LAD,CHC,LAD,1,1,2,3,5,1,0,0,0,0,0
718549,2023-04-16,MIL@SD,MIL,SD,1,0,1,0,1,1,0,0,0,0,0
718552,2023-04-16,TEX@HOU,TEX,HOU,0,0,0,10,10,1,0,1,1,1,0
718540,2023-04-17,LAA@BOS,LAA,BOS,5,1,6,3,9,0,1,0,1,0,0
718542,2023-04-17,TB@CIN,TB,CIN,0,4,4,5,9,0,0,1,1,0,0
718544,2023-04-17,SF@MIA,SF,MIA,3,1,4,3,7,0,0,0,0,0,0
718539,2023-04-17,TEX@KC,TEX,KC,4,0,4,0,4,0,0,0,0,0,0
718538,2023-04-17,AZ@STL,AZ,STL,1,0,1,8,9,1,0,1,1,1,0
718537,2023-04-17,TOR@HOU,TOR,HOU,1,8,9,2,11,0,1,0,1,0,1
718535,2023-04-17,PIT@COL,PIT,COL,13,1,14,3,17,0,1,0,1,0,0
718533,2023-04-17,ATL@SD,ATL,SD,2,0,2,0,2,1,0,0,0,0,0
718534,2023-04-17,MIL@SEA,MIL,SEA,3,1,4,6,10,0,0,1,1,0,0
718536,2023-04-17,CHC@ATH,CHC,ATH,6,1,7,4,11,0,1,1,1,0,0
718532,2023-04-17,NYM@LAD,NYM,LAD,5,5,10,4,14,0,1,1,1,0,0
718530,2023-04-18,CLE@DET,CLE,DET,3,3,6,1,7,0,1,0,0,0,1
718541,2023-04-18,CLE@DET,CLE,DET,0,0,0,1,1,1,0,0,0,0,0
718525,2023-04-18,PHI@CWS,PHI,CWS,5,4,9,2,11,0,1,0,1,0,1
718543,2023-04-18,PHI@CWS,PHI,CWS,0,3,3,0,3,1,0,0,0,0,0
718526,2023-04-18,TB@CIN,TB,CIN,8,0,8,2,10,0,1,0,1,0,1
718528,2023-04-18,SF@MIA,SF,MIA,2,4,6,0,6,0,1,0,0,0,1
718529,2023-04-18,LAA@NYY,LAA,NYY,5,2,7,0,7,0,1,0,0,0,1
718531,2023-04-18,BAL@WSN,BAL,WSN,1,0,1,0,1,1,0,0,0,0,0
718524,2023-04-18,MIN@BOS,MIN,BOS,1,1,2,7,9,1,0,1,1,1,0
718522,2023-04-18,TEX@KC,TEX,KC,3,2,5,9,14,0,0,1,1,0,0
718527,2023-04-18,AZ@STL,AZ,STL,7,2,9,6,15,0,1,1,1,0,0
718520,2023-04-18,TOR@HOU,TOR,HOU,4,0,4,2,6,0,0,0,0,0,0
718521,2023-04-18,PIT@COL,PIT,COL,5,3,8,0,8,0,1,0,0,0,1
718517,2023-04-18,MIL@SEA,MIL,SEA,3,4,7,4,11,0,1,1,1,0,0
718519,2023-04-18,ATL@SD,ATL,SD,2,0,2,7,9,1,0,1,1,1,0
718523,2023-04-18,CHC@ATH,CHC,ATH,0,0,0,4,4,1,0,1,0,0,0
718516,2023-04-18,NYM@LAD,NYM,LAD,0,3,3,2,5,1,0,0,0,0,0
718515,2023-04-19,TB@CIN,TB,CIN,7,0,7,1,8,0,1,0,0,0,1
718511,2023-04-19,SF@MIA,SF,MIA,1,1,2,5,7,1,0,1,0,0,0
718513,2023-04-19,CLE@DET,CLE,DET,0,0,0,5,5,1,0,1,0,0,0
718512,2023-04-19,AZ@STL,AZ,STL,4,10,14,5,19,0,1,1,1,0,0
718510,2023-04-19,PHI@CWS,PHI,CWS,5,2,7,0,7,0,1,0,0,0,1
718514,2023-04-19,TEX@KC,TEX,KC,5,1,6,9,15,0,1,1,1,0,0
718508,2023-04-19,NYM@LAD,NYM,LAD,2,1,3,5,8,1,0,1,0,0,0
718509,2023-04-19,PIT@COL,PIT,COL,9,1,10,7,17,0,1,1,1,0,0
718506,2023-04-19,CHC@ATH,CHC,ATH,2,2,4,10,14,0,0,1,1,0,0
718502,2023-04-19,MIL@SEA,MIL,SEA,0,2,2,6,8,1,0,1,0,0,0
718507,2023-04-19,ATL@SD,ATL,SD,0,1,1,0,1,1,0,0,0,0,0
718504,2023-04-19,LAA@NYY,LAA,NYY,1,2,3,2,5,1,0,0,0,0,0
718518,2023-04-19,BAL@WSN,BAL,WSN,3,0,3,1,4,1,0,0,0,0,0
718505,2023-04-19,MIN@BOS,MIN,BOS,7,2,9,5,14,0,1,1,1,0,0
718501,2023-04-19,TOR@HOU,TOR,HOU,0,2,2,7,9,1,0,1,1,1,0
718497,2023-04-20,MIN@BOS,MIN,BOS,1,10,11,5,16,0,1,1,1,0,0
718496,2023-04-20,LAA@NYY,LAA,NYY,2,5,7,5,12,0,1,1,1,0,0
718500,2023-04-20,CIN@PIT,CIN,PIT,0,4,4,3,7,0,0,0,0,0,0
718498,2023-04-20,COL@PHI,COL,PHI,2,0,2,3,5,1,0,0,0,0,0
718499,2023-04-20,LAD@CHC,LAD,CHC,2,2,4,4,8,0,0,1,0,0,0
718494,2023-04-20,SD@AZ,SD,AZ,5,5,10,2,12,0,1,0,1,0,1
718503,2023-04-20,NYM@SF,NYM,SF,5,4,9,4,13,0,1,1,1,0,0
718491,2023-04-21,LAD@CHC,LAD,CHC,0,12,12,1,13,0,1,0,1,0,1
718492,2023-04-21,CIN@PIT,CIN,PIT,2,2,4,2,6,0,0,0,0,0,0
718486,2023-04-21,CWS@TB,CWS,TB,7,5,12,3,15,0,1,0,1,0,0
718487,2023-04-21,TOR@NYY,TOR,NYY,2,1,3,4,7,1,0,1,0,0,0
718493,2023-04-21,COL@PHI,COL,PHI,3,2,5,2,7,0,0,0,0,0,0
718495,2023-04-21,DET@BAL,DET,BAL,0,0,0,3,3,1,0,0,0,0,0
