game_pk,game_date,game_id,team,opponent,side,inning,inning_bucket,runs_allowed_on_event,team_score_after_allowed,opp_score_after_allowed,margin_after_allowed,scored_next_1_inning,scored_next_2_innings,eventually_won,team_strength_bucket,offense_form_bucket,l10_rpg_bucket
718780,2023-03-30,ATL@WSN,WSN,ATL,home,2,early_1_3,1,0,1,-1,1,1,0,50_55,50_55,missing
718780,2023-03-30,ATL@WSN,WSN,ATL,home,2,early_1_3,1,0,2,-2,1,1,0,50_55,50_55,missing
718780,2023-03-30,ATL@WSN,WSN,ATL,home,2,early_1_3,1,0,3,-3,1,1,0,50_55,50_55,missing
718780,2023-03-30,ATL@WSN,ATL,WSN,away,2,early_1_3,1,3,1,2,0,1,1,50_55,50_55,missing
718780,2023-03-30,ATL@WSN,WSN,ATL,home,4,f5_1_5,1,1,4,-3,1,1,0,50_55,50_55,missing
718780,2023-03-30,ATL@WSN,ATL,WSN,away,5,f5_1_5,1,4,2,2,0,0,1,50_55,50_55,missing
718780,2023-03-30,ATL@WSN,WSN,ATL,home,9,late_7_plus,2,2,6,-4,0,0,0,50_55,50_55,missing
718780,2023-03-30,ATL@WSN,WSN,ATL,home,9,late_7_plus,1,2,7,-5,0,0,0,50_55,50_55,missing
718781,2023-03-30,SF@NYY,SF,NYY,away,1,early_1_3,1,0,1,-1,0,0,0,50_55,50_55,missing
718781,2023-03-30,SF@NYY,SF,NYY,away,4,f5_1_5,2,0,3,-3,0,0,0,50_55,50_55,missing
718781,2023-03-30,SF@NYY,SF,NYY,away,7,late_7_plus,1,0,4,-4,0,0,0,50_55,50_55,missing
718781,2023-03-30,SF@NYY,SF,NYY,away,7,late_7_plus,1,0,5,-5,0,0,0,50_55,50_55,missing
718782,2023-03-30,BAL@BOS,BOS,BAL,home,1,early_1_3,1,0,1,-1,1,1,0,50_55,50_55,missing
718782,2023-03-30,BAL@BOS,BAL,BOS,away,1,early_1_3,1,1,1,0,0,0,1,50_55,50_55,missing
718782,2023-03-30,BAL@BOS,BOS,BAL,home,4,f5_1_5,2,1,3,-2,1,1,0,50_55,50_55,missing
718782,2023-03-30,BAL@BOS,BOS,BAL,home,4,f5_1_5,1,1,4,-3,1,1,0,50_55,50_55,missing
718782,2023-03-30,BAL@BOS,BOS,BAL,home,4,f5_1_5,1,1,5,-4,1,1,0,50_55,50_55,missing
718782,2023-03-30,BAL@BOS,BAL,BOS,away,4,f5_1_5,1,5,2,3,1,1,1,50_55,50_55,missing
718782,2023-03-30,BAL@BOS,BOS,BAL,home,5,f5_1_5,1,2,6,-4,1,1,0,50_55,50_55,missing
718782,2023-03-30,BAL@BOS,BOS,BAL,home,5,f5_1_5,2,2,8,-6,1,1,0,50_55,50_55,missing
718782,2023-03-30,BAL@BOS,BAL,BOS,away,6,middle_6,1,8,3,5,1,1,1,50_55,50_55,missing
718782,2023-03-30,BAL@BOS,BAL,BOS,away,6,middle_6,1,8,4,4,1,1,1,50_55,50_55,missing
718782,2023-03-30,BAL@BOS,BOS,BAL,home,7,late_7_plus,1,4,9,-5,1,1,0,50_55,50_55,missing
718782,2023-03-30,BAL@BOS,BOS,BAL,home,7,late_7_plus,1,4,10,-6,1,1,0,50_55,50_55,missing
718782,2023-03-30,BAL@BOS,BAL,BOS,away,8,late_7_plus,1,10,5,5,0,0,1,50_55,50_55,missing
718782,2023-03-30,BAL@BOS,BAL,BOS,away,8,late_7_plus,2,10,7,3,0,0,1,50_55,50_55,missing
718782,2023-03-30,BAL@BOS,BAL,BOS,away,9,late_7_plus,1,10,8,2,0,0,1,50_55,50_55,missing
718782,2023-03-30,BAL@BOS,BAL,BOS,away,9,late_7_plus,1,10,9,1,0,0,1,50_55,50_55,missing
718777,2023-03-30,MIL@CHC,MIL,CHC,away,3,early_1_3,2,0,2,-2,0,0,0,50_55,50_55,missing
718777,2023-03-30,MIL@CHC,MIL,CHC,away,3,early_1_3,1,0,3,-3,0,0,0,50_55,50_55,missing
718777,2023-03-30,MIL@CHC,MIL,CHC,away,3,early_1_3,1,0,4,-4,0,0,0,50_55,50_55,missing
718776,2023-03-30,DET@TB,DET,TB,away,3,early_1_3,1,0,1,-1,0,0,0,50_55,50_55,missing
718776,2023-03-30,DET@TB,DET,TB,away,6,middle_6,1,0,2,-2,0,0,0,50_55,50_55,missing
718776,2023-03-30,DET@TB,DET,TB,away,6,middle_6,1,0,3,-3,0,0,0,50_55,50_55,missing
718776,2023-03-30,DET@TB,DET,TB,away,8,late_7_plus,1,0,4,-4,0,0,0,50_55,50_55,missing
718779,2023-03-30,PHI@TEX,TEX,PHI,home,2,early_1_3,2,0,2,-2,0,1,1,50_55,50_55,missing
718779,2023-03-30,PHI@TEX,TEX,PHI,home,3,early_1_3,1,0,3,-3,1,1,1,50_55,50_55,missing
718779,2023-03-30,PHI@TEX,TEX,PHI,home,3,early_1_3,1,0,4,-4,1,1,1,50_55,50_55,missing
718779,2023-03-30,PHI@TEX,TEX,PHI,home,4,f5_1_5,1,0,5,-5,1,1,1,50_55,50_55,missing
718779,2023-03-30,PHI@TEX,PHI,TEX,away,4,f5_1_5,2,5,2,3,1,1,0,50_55,50_55,missing
718779,2023-03-30,PHI@TEX,PHI,TEX,away,4,f5_1_5,3,5,5,0,1,1,0,50_55,50_55,missing
718779,2023-03-30,PHI@TEX,PHI,TEX,away,4,f5_1_5,1,5,6,-1,1,1,0,50_55,50_55,missing
718779,2023-03-30,PHI@TEX,PHI,TEX,away,4,f5_1_5,3,5,9,-4,1,1,0,50_55,50_55,missing
718779,2023-03-30,PHI@TEX,TEX,PHI,home,5,f5_1_5,1,9,6,3,1,1,1,50_55,50_55,missing
718779,2023-03-30,PHI@TEX,PHI,TEX,away,5,f5_1_5,2,6,11,-5,0,1,0,50_55,50_55,missing
718779,2023-03-30,PHI@TEX,TEX,PHI,home,7,late_7_plus,1,11,7,4,0,0,1,50_55,50_55,missing
718772,2023-03-30,TOR@STL,STL,TOR,home,1,early_1_3,1,0,1,-1,1,1,0,50_55,50_55,missing
718772,2023-03-30,TOR@STL,STL,TOR,home,1,early_1_3,2,0,3,-3,1,1,0,50_55,50_55,missing
718772,2023-03-30,TOR@STL,TOR,STL,away,1,early_1_3,1,3,1,2,1,1,1,50_55,50_55,missing
718772,2023-03-30,TOR@STL,STL,TOR,home,2,early_1_3,1,1,4,-3,1,1,0,50_55,50_55,missing
718772,2023-03-30,TOR@STL,TOR,STL,away,3,early_1_3,2,4,3,1,1,1,1,50_55,50_55,missing
718772,2023-03-30,TOR@STL,STL,TOR,home,4,f5_1_5,1,3,5,-2,1,1,0,50_55,50_55,missing
718772,2023-03-30,TOR@STL,TOR,STL,away,4,f5_1_5,2,5,5,0,0,0,1,50_55,50_55,missing
718772,2023-03-30,TOR@STL,TOR,STL,away,6,middle_6,1,5,6,-1,1,1,1,50_55,50_55,missing
718772,2023-03-30,TOR@STL,STL,TOR,home,7,late_7_plus,1,6,6,0,1,1,0,50_55,50_55,missing
718772,2023-03-30,TOR@STL,TOR,STL,away,7,late_7_plus,1,6,7,-1,1,1,1,50_55,50_55,missing
718772,2023-03-30,TOR@STL,STL,TOR,home,8,late_7_plus,2,7,8,-1,1,1,0,50_55,50_55,missing
718772,2023-03-30,TOR@STL,TOR,STL,away,8,late_7_plus,2,8,9,-1,1,1,1,50_55,50_55,missing
718772,2023-03-30,TOR@STL,STL,TOR,home,9,late_7_plus,1,9,9,0,0,0,0,50_55,50_55,missing
718772,2023-03-30,TOR@STL,STL,TOR,home,9,late_7_plus,1,9,10,-1,0,0,0,50_55,50_55,missing
718773,2023-03-30,PIT@CIN,PIT,CIN,away,1,early_1_3,1,0,1,-1,0,1,1,50_55,50_55,missing
718773,2023-03-30,PIT@CIN,CIN,PIT,home,3,early_1_3,1,1,1,0,1,1,0,50_55,50_55,missing
718773,2023-03-30,PIT@CIN,CIN,PIT,home,4,f5_1_5,1,1,2,-1,1,1,0,50_55,50_55,missing
718773,2023-03-30,PIT@CIN,CIN,PIT,home,4,f5_1_5,1,1,3,-2,1,1,0,50_55,50_55,missing
718773,2023-03-30,PIT@CIN,CIN,PIT,home,4,f5_1_5,1,1,4,-3,1,1,0,50_55,50_55,missing
718773,2023-03-30,PIT@CIN,PIT,CIN,away,4,f5_1_5,1,4,2,2,0,0,1,50_55,50_55,missing
718773,2023-03-30,PIT@CIN,PIT,CIN,away,5,f5_1_5,2,4,4,0,0,0,1,50_55,50_55,missing
718773,2023-03-30,PIT@CIN,CIN,PIT,home,8,late_7_plus,1,4,5,-1,0,0,0,50_55,50_55,missing
718774,2023-03-30,NYM@MIA,MIA,NYM,home,3,early_1_3,1,0,1,-1,0,0,0,50_55,50_55,missing
718774,2023-03-30,NYM@MIA,MIA,NYM,home,6,middle_6,1,0,2,-2,1,1,0,50_55,50_55,missing
718774,2023-03-30,NYM@MIA,MIA,NYM,home,6,middle_6,1,0,3,-3,1,1,0,50_55,50_55,missing
718774,2023-03-30,NYM@MIA,NYM,MIA,away,6,middle_6,1,3,1,2,1,1,1,50_55,50_55,missing
718774,2023-03-30,NYM@MIA,NYM,MIA,away,6,middle_6,2,3,3,0,1,1,1,50_55,50_55,missing
718774,2023-03-30,NYM@MIA,MIA,NYM,home,7,late_7_plus,2,3,5,-2,0,0,0,50_55,50_55,missing
718775,2023-03-30,MIN@KC,KC,MIN,home,6,middle_6,1,0,1,-1,0,0,0,50_55,50_55,missing
718775,2023-03-30,MIN@KC,KC,MIN,home,6,middle_6,1,0,2,-2,0,0,0,50_55,50_55,missing
718768,2023-03-30,CWS@HOU,CWS,HOU,away,7,late_7_plus,1,0,1,-1,1,1,1,50_55,50_55,missing
718768,2023-03-30,CWS@HOU,HOU,CWS,home,8,late_7_plus,1,1,1,0,1,1,0,50_55,50_55,missing
718768,2023-03-30,CWS@HOU,HOU,CWS,home,9,late_7_plus,2,1,3,-2,1,1,0,50_55,50_55,missing
718768,2023-03-30,CWS@HOU,CWS,HOU,away,9,late_7_plus,1,3,2,1,0,0,1,50_55,50_55,missing
718778,2023-03-30,COL@SD,SD,COL,home,1,early_1_3,1,0,1,-1,1,1,0,50_55,50_55,missing
718778,2023-03-30,COL@SD,COL,SD,away,1,early_1_3,1,1,1,0,0,0,1,50_55,50_55,missing
718778,2023-03-30,COL@SD,COL,SD,away,4,f5_1_5,1,1,2,-1,1,1,1,50_55,50_55,missing
718778,2023-03-30,COL@SD,SD,COL,home,5,f5_1_5,3,2,4,-2,0,0,0,50_55,50_55,missing
718778,2023-03-30,COL@SD,SD,COL,home,6,middle_6,1,2,5,-3,0,0,0,50_55,50_55,missing
718778,2023-03-30,COL@SD,SD,COL,home,7,late_7_plus,1,2,6,-4,0,0,0,50_55,50_55,missing
718778,2023-03-30,COL@SD,SD,COL,home,7,late_7_plus,1,2,7,-5,0,0,0,50_55,50_55,missing
718769,2023-03-30,LAA@ATH,ATH,LAA,home,5,f5_1_5,1,0,1,-1,0,0,1,50_55,50_55,missing
718769,2023-03-30,LAA@ATH,LAA,ATH,away,8,late_7_plus,1,1,1,0,0,0,0,50_55,50_55,missing
718769,2023-03-30,LAA@ATH,LAA,ATH,away,8,late_7_plus,1,1,2,-1,0,0,0,50_55,50_55,missing
718767,2023-03-30,CLE@SEA,CLE,SEA,away,8,late_7_plus,3,0,3,-3,0,0,0,50_55,50_55,missing
718770,2023-03-30,AZ@LAD,LAD,AZ,home,1,early_1_3,1,0,1,-1,0,1,1,50_55,50_55,missing
718770,2023-03-30,AZ@LAD,LAD,AZ,home,2,early_1_3,1,0,2,-2,1,1,1,50_55,50_55,missing
718770,2023-03-30,AZ@LAD,AZ,LAD,away,3,early_1_3,2,2,2,0,0,0,0,50_55,50_55,missing
718770,2023-03-30,AZ@LAD,AZ,LAD,away,5,f5_1_5,1,2,3,-1,0,0,0,50_55,50_55,missing
718770,2023-03-30,AZ@LAD,AZ,LAD,away,5,f5_1_5,1,2,4,-2,0,0,0,50_55,50_55,missing
718770,2023-03-30,AZ@LAD,AZ,LAD,away,5,f5_1_5,1,2,5,-3,0,0,0,50_55,50_55,missing
718770,2023-03-30,AZ@LAD,AZ,LAD,away,6,middle_6,2,2,7,-5,0,0,0,50_55,50_55,missing
718770,2023-03-30,AZ@LAD,AZ,LAD,away,8,late_7_plus,1,2,8,-6,0,0,0,50_55,50_55,missing
718771,2023-03-31,NYM@MIA,NYM,MIA,away,2,early_1_3,1,0,1,-1,0,0,0,60_plus,50_55,high_4_5_5_5
718771,2023-03-31,NYM@MIA,NYM,MIA,away,8,late_7_plus,1,0,2,-2,1,1,0,60_plus,50_55,high_4_5_5_5
718771,2023-03-31,NYM@MIA,MIA,NYM,home,9,late_7_plus,1,2,1,1,0,0,1,40_45,40_45,low_lt_3_5
718764,2023-03-31,CWS@HOU,HOU,CWS,home,1,early_1_3,1,0,1,-1,0,0,1,45_50,lt_40,low_lt_3_5
718764,2023-03-31,CWS@HOU,HOU,CWS,home,6,middle_6,1,0,2,-2,1,1,1,45_50,lt_40,low_lt_3_5
718764,2023-03-31,CWS@HOU,HOU,CWS,home,6,middle_6,1,0,3,-3,1,1,1,45_50,lt_40,low_lt_3_5
718764,2023-03-31,CWS@HOU,CWS,HOU,away,6,middle_6,2,3,2,1,0,0,0,60_plus,40_45,low_lt_3_5
718764,2023-03-31,CWS@HOU,CWS,HOU,away,7,late_7_plus,3,3,5,-2,0,0,0,60_plus,40_45,low_lt_3_5
718764,2023-03-31,CWS@HOU,CWS,HOU,away,8,late_7_plus,1,3,6,-3,0,0,0,60_plus,40_45,low_lt_3_5
718766,2023-03-31,COL@SD,SD,COL,home,1,early_1_3,1,0,1,-1,0,0,0,lt_40,lt_40,low_lt_3_5
718766,2023-03-31,COL@SD,SD,COL,home,1,early_1_3,1,0,2,-2,0,0,0,lt_40,lt_40,low_lt_3_5
718766,2023-03-31,COL@SD,SD,COL,home,5,f5_1_5,2,0,4,-4,0,0,0,lt_40,lt_40,low_lt_3_5
718766,2023-03-31,COL@SD,COL,SD,away,8,late_7_plus,1,4,1,3,0,0,1,60_plus,60_plus,very_high_5_5_plus
718763,2023-03-31,CLE@SEA,CLE,SEA,away,1,early_1_3,1,0,1,-1,1,1,1,40_45,50_55,low_lt_3_5
718763,2023-03-31,CLE@SEA,SEA,CLE,home,2,early_1_3,2,1,2,-1,1,1,0,60_plus,40_45,low_lt_3_5
718763,2023-03-31,CLE@SEA,SEA,CLE,home,2,early_1_3,1,1,3,-2,1,1,0,60_plus,40_45,low_lt_3_5
718763,2023-03-31,CLE@SEA,CLE,SEA,away,3,early_1_3,2,3,3,0,1,1,1,40_45,50_55,low_lt_3_5
718763,2023-03-31,CLE@SEA,SEA,CLE,home,4,f5_1_5,2,3,5,-2,1,1,0,60_plus,40_45,low_lt_3_5
718763,2023-03-31,CLE@SEA,CLE,SEA,away,4,f5_1_5,1,5,4,1,1,1,1,40_45,50_55,low_lt_3_5
718763,2023-03-31,CLE@SEA,SEA,CLE,home,5,f5_1_5,2,4,7,-3,0,0,0,60_plus,40_45,low_lt_3_5
718763,2023-03-31,CLE@SEA,SEA,CLE,home,5,f5_1_5,1,4,8,-4,0,0,0,60_plus,40_45,low_lt_3_5
718763,2023-03-31,CLE@SEA,SEA,CLE,home,8,late_7_plus,1,4,9,-5,0,0,0,60_plus,40_45,low_lt_3_5
718765,2023-03-31,AZ@LAD,AZ,LAD,away,7,late_7_plus,1,0,1,-1,1,1,1,lt_40,lt_40,low_lt_3_5
718765,2023-03-31,AZ@LAD,LAD,AZ,home,8,late_7_plus,2,1,2,-1,0,0,0,60_plus,60_plus,very_high_5_5_plus
718760,2023-04-01,CWS@HOU,CWS,HOU,away,1,early_1_3,1,0,1,-1,1,1,0,45_50,40_45,low_lt_3_5
718760,2023-04-01,CWS@HOU,CWS,HOU,away,1,early_1_3,1,0,2,-2,1,1,0,45_50,40_45,low_lt_3_5
718760,2023-04-01,CWS@HOU,HOU,CWS,home,2,early_1_3,1,2,1,1,0,1,1,50_55,50_55,mid_3_5_4_5
718760,2023-04-01,CWS@HOU,HOU,CWS,home,4,f5_1_5,2,2,3,-1,1,1,1,50_55,50_55,mid_3_5_4_5
718760,2023-04-01,CWS@HOU,CWS,HOU,away,4,f5_1_5,1,3,3,0,0,0,0,45_50,40_45,low_lt_3_5
718760,2023-04-01,CWS@HOU,CWS,HOU,away,7,late_7_plus,1,3,4,-1,0,1,0,45_50,40_45,low_lt_3_5
718760,2023-04-01,CWS@HOU,CWS,HOU,away,8,late_7_plus,1,3,5,-2,1,1,0,45_50,40_45,low_lt_3_5
718760,2023-04-01,CWS@HOU,CWS,HOU,away,8,late_7_plus,1,3,6,-3,1,1,0,45_50,40_45,low_lt_3_5
718760,2023-04-01,CWS@HOU,HOU,CWS,home,9,late_7_plus,1,6,4,2,0,0,1,50_55,50_55,mid_3_5_4_5
718759,2023-04-01,TOR@STL,TOR,STL,away,3,early_1_3,1,0,1,-1,0,0,0,60_plus,60_plus,very_high_5_5_plus
718759,2023-04-01,TOR@STL,TOR,STL,away,3,early_1_3,2,0,3,-3,0,0,0,60_plus,60_plus,very_high_5_5_plus
718759,2023-04-01,TOR@STL,STL,TOR,home,8,late_7_plus,1,3,1,2,1,1,1,45_50,60_plus,very_high_5_5_plus
718759,2023-04-01,TOR@STL,TOR,STL,away,8,late_7_plus,1,1,4,-3,0,0,0,60_plus,60_plus,very_high_5_5_plus
718758,2023-04-01,MIL@CHC,MIL,CHC,away,6,middle_6,1,0,1,-1,0,1,1,lt_40,50_55,low_lt_3_5
718758,2023-04-01,MIL@CHC,CHC,MIL,home,8,late_7_plus,1,1,1,0,0,0,0,60_plus,50_55,mid_3_5_4_5
718758,2023-04-01,MIL@CHC,CHC,MIL,home,8,late_7_plus,2,1,3,-2,0,0,0,60_plus,50_55,mid_3_5_4_5
718752,2023-04-01,PHI@TEX,PHI,TEX,away,1,early_1_3,1,0,1,-1,0,0,0,lt_40,60_plus,very_high_5_5_plus
718752,2023-04-01,PHI@TEX,PHI,TEX,away,1,early_1_3,1,0,2,-2,0,0,0,lt_40,60_plus,very_high_5_5_plus
718752,2023-04-01,PHI@TEX,PHI,TEX,away,3,early_1_3,1,0,3,-3,1,1,0,lt_40,60_plus,very_high_5_5_plus
718752,2023-04-01,PHI@TEX,PHI,TEX,away,3,early_1_3,1,0,4,-4,1,1,0,lt_40,60_plus,very_high_5_5_plus
718752,2023-04-01,PHI@TEX,TEX,PHI,home,4,f5_1_5,2,4,2,2,1,1,1,60_plus,60_plus,very_high_5_5_plus
718752,2023-04-01,PHI@TEX,TEX,PHI,home,5,f5_1_5,1,4,3,1,1,1,1,60_plus,60_plus,very_high_5_5_plus
718752,2023-04-01,PHI@TEX,PHI,TEX,away,5,f5_1_5,3,3,7,-4,0,0,0,lt_40,60_plus,very_high_5_5_plus
718752,2023-04-01,PHI@TEX,PHI,TEX,away,7,late_7_plus,3,3,10,-7,0,0,0,lt_40,60_plus,very_high_5_5_plus
718752,2023-04-01,PHI@TEX,PHI,TEX,away,7,late_7_plus,1,3,11,-8,0,0,0,lt_40,60_plus,very_high_5_5_plus
718752,2023-04-01,PHI@TEX,PHI,TEX,away,7,late_7_plus,1,3,12,-9,0,0,0,lt_40,60_plus,very_high_5_5_plus
718752,2023-04-01,PHI@TEX,PHI,TEX,away,7,late_7_plus,1,3,13,-10,0,0,0,lt_40,60_plus,very_high_5_5_plus
718752,2023-04-01,PHI@TEX,PHI,TEX,away,8,late_7_plus,1,3,14,-11,0,0,0,lt_40,60_plus,very_high_5_5_plus
718752,2023-04-01,PHI@TEX,PHI,TEX,away,8,late_7_plus,1,3,15,-12,0,0,0,lt_40,60_plus,very_high_5_5_plus
718752,2023-04-01,PHI@TEX,PHI,TEX,away,8,late_7_plus,1,3,16,-13,0,0,0,lt_40,60_plus,very_high_5_5_plus
718753,2023-04-01,ATL@WSN,WSN,ATL,home,1,early_1_3,1,0,1,-1,0,0,0,lt_40,lt_40,low_lt_3_5
718753,2023-04-01,ATL@WSN,WSN,ATL,home,1,early_1_3,1,0,2,-2,0,0,0,lt_40,lt_40,low_lt_3_5
718753,2023-04-01,ATL@WSN,WSN,ATL,home,3,early_1_3,1,0,3,-3,0,0,0,lt_40,lt_40,low_lt_3_5
718753,2023-04-01,ATL@WSN,WSN,ATL,home,3,early_1_3,1,0,4,-4,0,0,0,lt_40,lt_40,low_lt_3_5
718753,2023-04-01,ATL@WSN,WSN,ATL,home,4,f5_1_5,1,0,5,-5,0,0,0,lt_40,lt_40,low_lt_3_5
718753,2023-04-01,ATL@WSN,WSN,ATL,home,7,late_7_plus,2,0,7,-7,0,1,0,lt_40,lt_40,low_lt_3_5
718753,2023-04-01,ATL@WSN,ATL,WSN,away,9,late_7_plus,1,7,1,6,0,0,1,60_plus,60_plus,very_high_5_5_plus
718762,2023-04-01,SF@NYY,SF,NYY,away,1,early_1_3,1,0,1,-1,0,0,1,lt_40,50_55,low_lt_3_5
718762,2023-04-01,SF@NYY,SF,NYY,away,3,early_1_3,1,0,2,-2,1,1,1,lt_40,50_55,low_lt_3_5
718762,2023-04-01,SF@NYY,NYY,SF,home,4,f5_1_5,1,2,1,1,1,1,0,60_plus,55_60,high_4_5_5_5
718762,2023-04-01,SF@NYY,NYY,SF,home,4,f5_1_5,2,2,3,-1,1,1,0,60_plus,55_60,high_4_5_5_5
718762,2023-04-01,SF@NYY,SF,NYY,away,5,f5_1_5,1,3,3,0,1,1,1,lt_40,50_55,low_lt_3_5
718762,2023-04-01,SF@NYY,NYY,SF,home,6,middle_6,1,3,4,-1,0,1,0,60_plus,55_60,high_4_5_5_5
718762,2023-04-01,SF@NYY,NYY,SF,home,6,middle_6,1,3,5,-2,0,1,0,60_plus,55_60,high_4_5_5_5
718762,2023-04-01,SF@NYY,SF,NYY,away,8,late_7_plus,1,5,4,1,1,1,1,lt_40,50_55,low_lt_3_5
718762,2023-04-01,SF@NYY,NYY,SF,home,9,late_7_plus,1,4,6,-2,1,1,0,60_plus,55_60,high_4_5_5_5
718762,2023-04-01,SF@NYY,NYY,SF,home,9,late_7_plus,1,4,7,-3,1,1,0,60_plus,55_60,high_4_5_5_5
718762,2023-04-01,SF@NYY,SF,NYY,away,9,late_7_plus,1,7,5,2,0,0,1,lt_40,50_55,low_lt_3_5
718757,2023-04-01,LAA@ATH,ATH,LAA,home,3,early_1_3,1,0,1,-1,0,1,0,60_plus,lt_40,low_lt_3_5
718757,2023-04-01,LAA@ATH,ATH,LAA,home,3,early_1_3,1,0,2,-2,0,1,0,60_plus,lt_40,low_lt_3_5
718757,2023-04-01,LAA@ATH,ATH,LAA,home,3,early_1_3,1,0,3,-3,0,1,0,60_plus,lt_40,low_lt_3_5
718757,2023-04-01,LAA@ATH,ATH,LAA,home,3,early_1_3,1,0,4,-4,0,1,0,60_plus,lt_40,low_lt_3_5
718757,2023-04-01,LAA@ATH,ATH,LAA,home,3,early_1_3,2,0,6,-6,0,1,0,60_plus,lt_40,low_lt_3_5
718757,2023-04-01,LAA@ATH,ATH,LAA,home,3,early_1_3,2,0,8,-8,0,1,0,60_plus,lt_40,low_lt_3_5
718757,2023-04-01,LAA@ATH,ATH,LAA,home,3,early_1_3,1,0,9,-9,0,1,0,60_plus,lt_40,low_lt_3_5
718757,2023-04-01,LAA@ATH,ATH,LAA,home,3,early_1_3,2,0,11,-11,0,1,0,60_plus,lt_40,low_lt_3_5
718757,2023-04-01,LAA@ATH,LAA,ATH,away,5,f5_1_5,1,11,1,10,1,1,1,45_50,lt_40,low_lt_3_5
718757,2023-04-01,LAA@ATH,ATH,LAA,home,6,middle_6,1,1,12,-11,0,0,0,60_plus,lt_40,low_lt_3_5
718757,2023-04-01,LAA@ATH,ATH,LAA,home,7,late_7_plus,1,1,13,-12,0,0,0,60_plus,lt_40,low_lt_3_5
718751,2023-04-01,MIN@KC,KC,MIN,home,1,early_1_3,1,0,1,-1,0,0,0,40_45,50_55,low_lt_3_5
718751,2023-04-01,MIN@KC,KC,MIN,home,6,middle_6,1,0,2,-2,0,0,0,40_45,50_55,low_lt_3_5
718754,2023-04-01,DET@TB,DET,TB,away,1,early_1_3,1,0,1,-1,0,0,0,lt_40,50_55,low_lt_3_5
718754,2023-04-01,DET@TB,DET,TB,away,3,early_1_3,2,0,3,-3,1,1,0,lt_40,50_55,low_lt_3_5
718754,2023-04-01,DET@TB,DET,TB,away,3,early_1_3,2,0,5,-5,1,1,0,lt_40,50_55,low_lt_3_5
718754,2023-04-01,DET@TB,DET,TB,away,3,early_1_3,1,0,6,-6,1,1,0,lt_40,50_55,low_lt_3_5
718754,2023-04-01,DET@TB,DET,TB,away,3,early_1_3,1,0,7,-7,1,1,0,lt_40,50_55,low_lt_3_5
718754,2023-04-01,DET@TB,DET,TB,away,3,early_1_3,1,0,8,-8,1,1,0,lt_40,50_55,low_lt_3_5
718754,2023-04-01,DET@TB,TB,DET,home,4,f5_1_5,1,8,1,7,1,1,1,60_plus,50_55,mid_3_5_4_5
718754,2023-04-01,DET@TB,DET,TB,away,4,f5_1_5,2,1,10,-9,0,1,0,lt_40,50_55,low_lt_3_5
718754,2023-04-01,DET@TB,TB,DET,home,6,middle_6,1,10,2,8,1,1,1,60_plus,50_55,mid_3_5_4_5
718754,2023-04-01,DET@TB,DET,TB,away,7,late_7_plus,2,2,12,-10,0,0,0,lt_40,50_55,low_lt_3_5
718755,2023-04-01,NYM@MIA,MIA,NYM,home,2,early_1_3,1,0,1,-1,1,1,0,45_50,40_45,low_lt_3_5
718755,2023-04-01,NYM@MIA,NYM,MIA,away,2,early_1_3,2,1,2,-1,0,1,1,50_55,40_45,low_lt_3_5
718755,2023-04-01,NYM@MIA,MIA,NYM,home,4,f5_1_5,1,2,2,0,0,0,0,45_50,40_45,low_lt_3_5
718755,2023-04-01,NYM@MIA,MIA,NYM,home,5,f5_1_5,1,2,3,-1,0,0,0,45_50,40_45,low_lt_3_5
718755,2023-04-01,NYM@MIA,MIA,NYM,home,5,f5_1_5,1,2,4,-2,0,0,0,45_50,40_45,low_lt_3_5
718755,2023-04-01,NYM@MIA,MIA,NYM,home,7,late_7_plus,1,2,5,-3,0,0,0,45_50,40_45,low_lt_3_5
718755,2023-04-01,NYM@MIA,MIA,NYM,home,9,late_7_plus,1,2,6,-4,0,0,0,45_50,40_45,low_lt_3_5
718756,2023-04-01,PIT@CIN,CIN,PIT,home,1,early_1_3,1,0,1,-1,1,1,1,45_50,50_55,mid_3_5_4_5
718756,2023-04-01,PIT@CIN,PIT,CIN,away,1,early_1_3,1,1,1,0,0,1,0,60_plus,55_60,high_4_5_5_5
718756,2023-04-01,PIT@CIN,PIT,CIN,away,1,early_1_3,2,1,3,-2,0,1,0,60_plus,55_60,high_4_5_5_5
718756,2023-04-01,PIT@CIN,CIN,PIT,home,3,early_1_3,1,3,2,1,0,0,1,45_50,50_55,mid_3_5_4_5
718756,2023-04-01,PIT@CIN,PIT,CIN,away,6,middle_6,3,2,6,-4,0,0,0,60_plus,55_60,high_4_5_5_5
718761,2023-04-01,BAL@BOS,BOS,BAL,home,1,early_1_3,2,0,2,-2,1,1,1,45_50,60_plus,very_high_5_5_plus
718761,2023-04-01,BAL@BOS,BOS,BAL,home,1,early_1_3,1,0,3,-3,1,1,1,45_50,60_plus,very_high_5_5_plus
718761,2023-04-01,BAL@BOS,BAL,BOS,away,2,early_1_3,1,3,1,2,1,1,0,60_plus,60_plus,very_high_5_5_plus
718761,2023-04-01,BAL@BOS,BOS,BAL,home,3,early_1_3,1,1,4,-3,1,1,1,45_50,60_plus,very_high_5_5_plus
718761,2023-04-01,BAL@BOS,BOS,BAL,home,3,early_1_3,3,1,7,-6,1,1,1,45_50,60_plus,very_high_5_5_plus
