game_pk,game_date,game_id,away_abbr,home_abbr,f5_away,f5_home,f5_total,post5_runs,full_total,f5_low_0_3,f5_high_6_plus,post5_high_4_plus,full_over_8_5_proxy,f5_low_then_full_over_proxy,f5_high_then_stall_proxy
745903,2024-05-28,KC@MIN,KC,MIN,2,3,5,1,6,0,0,0,0,0,0
745987,2024-05-28,CHC@MIL,CHC,MIL,1,0,1,8,9,1,0,1,1,1,0
746791,2024-05-28,TOR@CWS,TOR,CWS,3,1,4,5,9,0,0,1,1,0,0
745017,2024-05-28,AZ@TEX,AZ,TEX,2,4,6,0,6,0,1,0,0,0,1
746552,2024-05-28,CLE@COL,CLE,COL,7,4,11,9,20,0,1,1,1,0,0
746229,2024-05-28,NYY@LAA,NYY,LAA,3,2,5,2,7,0,0,0,0,0,0
745258,2024-05-28,HOU@SEA,HOU,SEA,2,1,3,3,6,1,0,0,0,0,0
745412,2024-05-28,MIA@SD,MIA,SD,0,3,3,1,4,1,0,0,0,0,0
745337,2024-05-28,PHI@SF,PHI,SF,0,0,0,1,1,1,0,0,0,0,0
746467,2024-05-29,PIT@DET,PIT,DET,0,7,7,1,8,0,1,0,0,0,1
746468,2024-05-29,PIT@DET,PIT,DET,4,1,5,7,12,0,0,1,1,0,0
746706,2024-05-29,STL@CIN,STL,CIN,3,0,3,5,8,1,0,1,0,0,0
745011,2024-05-29,AZ@TEX,AZ,TEX,0,4,4,3,7,0,0,0,0,0,0
745333,2024-05-29,PHI@SF,PHI,SF,4,0,4,3,7,0,0,0,0,0,0
745414,2024-05-29,MIA@SD,MIA,SD,6,1,7,3,10,0,1,0,1,0,0
745817,2024-05-29,LAD@NYM,LAD,NYM,3,3,6,7,13,0,1,1,1,0,0
747031,2024-05-29,BOS@BAL,BOS,BAL,1,5,6,1,7,0,1,0,0,0,1
745084,2024-05-29,ATH@TB,ATH,TB,1,1,2,5,7,1,0,1,0,0,0
747117,2024-05-29,WSN@ATL,WSN,ATL,3,1,4,5,9,0,0,1,1,0,0
745900,2024-05-29,KC@MIN,KC,MIN,6,1,7,0,7,0,1,0,0,0,1
745988,2024-05-29,CHC@MIL,CHC,MIL,4,7,11,5,16,0,1,1,1,0,0
746790,2024-05-29,TOR@CWS,TOR,CWS,2,0,2,2,4,1,0,0,0,0,0
746551,2024-05-29,CLE@COL,CLE,COL,2,7,9,2,11,0,1,0,1,0,1
746228,2024-05-29,NYY@LAA,NYY,LAA,1,0,1,2,3,1,0,0,0,0,0
745250,2024-05-29,HOU@SEA,HOU,SEA,1,1,2,1,3,1,0,0,0,0,0
745081,2024-05-30,ATH@TB,ATH,TB,4,3,7,4,11,0,1,1,1,0,0
745898,2024-05-30,KC@MIN,KC,MIN,4,3,7,6,13,0,1,1,1,0,0
745985,2024-05-30,CHC@MIL,CHC,MIL,1,3,4,6,10,0,0,1,1,0,0
745249,2024-05-30,HOU@SEA,HOU,SEA,3,0,3,1,4,1,0,0,0,0,0
745819,2024-05-30,AZ@NYM,AZ,NYM,2,1,3,2,5,1,0,0,0,0,0
746954,2024-05-30,DET@BOS,DET,BOS,1,0,1,4,5,1,0,1,0,0,0
747114,2024-05-30,WSN@ATL,WSN,ATL,3,1,4,0,4,0,0,0,0,0,0
746225,2024-05-30,NYY@LAA,NYY,LAA,2,1,3,8,11,1,0,1,1,1,0
746877,2024-05-31,CIN@CHC,CIN,CHC,2,3,5,4,9,0,0,1,1,0,0
745574,2024-05-31,STL@PHI,STL,PHI,1,3,4,2,6,0,0,0,0,0,0
747032,2024-05-31,TB@BAL,TB,BAL,1,0,1,3,4,1,0,0,0,0,0
744928,2024-05-31,PIT@TOR,PIT,TOR,1,0,1,7,8,1,0,1,0,0,0
745820,2024-05-31,AZ@NYM,AZ,NYM,4,8,12,7,19,0,1,1,1,0,0
746059,2024-05-31,TEX@MIA,TEX,MIA,2,4,6,4,10,0,1,1,1,0,0
746635,2024-05-31,WSN@CLE,WSN,CLE,0,2,2,6,8,1,0,1,0,0,0
746955,2024-05-31,DET@BOS,DET,BOS,1,5,6,4,10,0,1,1,1,0,0
747116,2024-05-31,ATH@ATL,ATH,ATL,1,3,4,2,6,0,0,0,0,0,0
745983,2024-05-31,CWS@MIL,CWS,MIL,5,4,9,8,17,0,1,1,1,0,0
746303,2024-05-31,SD@KC,SD,KC,0,0,0,19,19,1,0,1,1,1,0
746387,2024-05-31,MIN@HOU,MIN,HOU,4,1,5,2,7,0,0,0,0,0,0
745253,2024-05-31,LAA@SEA,LAA,SEA,0,4,4,5,9,0,0,1,1,0,0
746140,2024-05-31,COL@LAD,COL,LAD,4,0,4,1,5,0,0,0,0,0,0
745331,2024-05-31,NYY@SF,NYY,SF,3,1,4,4,8,0,0,1,0,0,0
744932,2024-06-01,PIT@TOR,PIT,TOR,5,0,5,4,9,0,0,1,1,0,0
747029,2024-06-01,TB@BAL,TB,BAL,5,9,14,0,14,0,1,0,1,0,1
745812,2024-06-01,AZ@NYM,AZ,NYM,4,1,5,10,15,0,0,1,1,0,0
745980,2024-06-01,CWS@MIL,CWS,MIL,3,1,4,3,7,0,0,0,0,0,0
746062,2024-06-01,TEX@MIA,TEX,MIA,4,0,4,3,7,0,0,0,0,0,0
746305,2024-06-01,SD@KC,SD,KC,5,3,8,2,10,0,1,0,1,0,1
746384,2024-06-01,MIN@HOU,MIN,HOU,0,5,5,2,7,0,0,0,0,0,0
746629,2024-06-01,WSN@CLE,WSN,CLE,2,3,5,0,5,0,0,0,0,0,0
746952,2024-06-01,DET@BOS,DET,BOS,1,3,4,5,9,0,0,1,1,0,0
747111,2024-06-01,ATH@ATL,ATH,ATL,8,9,17,3,20,0,1,0,1,0,0
745251,2024-06-01,LAA@SEA,LAA,SEA,0,5,5,4,9,0,0,1,1,0,0
745575,2024-06-01,STL@PHI,STL,PHI,1,4,5,2,7,0,0,0,0,0,0
746870,2024-06-01,CIN@CHC,CIN,CHC,5,5,10,2,12,0,1,0,1,0,1
745332,2024-06-01,NYY@SF,NYY,SF,4,3,7,3,10,0,1,0,1,0,0
746138,2024-06-01,COL@LAD,COL,LAD,1,4,5,0,5,0,0,0,0,0,0
746383,2024-06-02,MIN@HOU,MIN,HOU,2,3,5,2,7,0,0,0,0,0,0
746953,2024-06-02,DET@BOS,DET,BOS,1,3,4,8,12,0,0,1,1,0,0
747030,2024-06-02,TB@BAL,TB,BAL,1,3,4,3,7,0,0,0,0,0,0
747110,2024-06-02,ATH@ATL,ATH,ATL,0,1,1,3,4,1,0,0,0,0,0
744929,2024-06-02,PIT@TOR,PIT,TOR,3,4,7,2,9,0,1,0,1,0,1
745813,2024-06-02,AZ@NYM,AZ,NYM,3,4,7,2,9,0,1,0,1,0,1
746061,2024-06-02,TEX@MIA,TEX,MIA,3,0,3,3,6,1,0,0,0,0,0
746632,2024-06-02,WSN@CLE,WSN,CLE,5,2,7,0,7,0,1,0,0,0,1
745984,2024-06-02,CWS@MIL,CWS,MIL,3,4,7,2,9,0,1,0,1,0,1
746301,2024-06-02,SD@KC,SD,KC,1,1,2,5,7,1,0,1,0,0,0
746871,2024-06-02,CIN@CHC,CIN,CHC,5,1,6,1,7,0,1,0,0,0,1
745330,2024-06-02,NYY@SF,NYY,SF,3,3,6,6,12,0,1,1,1,0,0
745252,2024-06-02,LAA@SEA,LAA,SEA,0,1,1,5,6,1,0,1,0,0,0
746141,2024-06-02,COL@LAD,COL,LAD,0,3,3,1,4,1,0,0,0,0,0
745572,2024-06-02,STL@PHI,STL,PHI,4,4,8,1,9,0,1,0,1,0,1
745569,2024-06-03,MIL@PHI,MIL,PHI,0,3,3,1,4,1,0,0,0,0,0
744854,2024-06-03,NYM@WSN,NYM,WSN,7,5,12,3,15,0,1,0,1,0,0
744930,2024-06-03,BAL@TOR,BAL,TOR,5,2,7,2,9,0,1,0,1,0,1
745009,2024-06-03,DET@TEX,DET,TEX,1,1,2,1,3,1,0,0,0,0,0
746382,2024-06-03,STL@HOU,STL,HOU,4,2,6,5,11,0,1,1,1,0,0
746548,2024-06-03,CIN@COL,CIN,COL,8,3,11,5,16,0,1,1,1,0,0
746224,2024-06-03,SD@LAA,SD,LAA,1,1,2,1,3,1,0,0,0,0,0
747194,2024-06-03,SF@AZ,SF,AZ,1,2,3,3,6,1,0,0,0,0,0
745497,2024-06-04,LAD@PIT,LAD,PIT,0,1,1,0,1,1,0,0,0,0,0
745568,2024-06-04,MIL@PHI,MIL,PHI,1,0,1,2,3,1,0,0,0,0,0
746060,2024-06-04,TB@MIA,TB,MIA,9,3,12,2,14,0,1,0,1,0,1
746630,2024-06-04,KC@CLE,KC,CLE,5,3,8,5,13,0,1,1,1,0,0
744850,2024-06-04,NYM@WSN,NYM,WSN,5,1,6,3,9,0,1,0,1,0,0
745739,2024-06-04,MIN@NYY,MIN,NYY,0,3,3,3,6,1,0,0,0,0,0
744931,2024-06-04,BAL@TOR,BAL,TOR,7,0,7,4,11,0,1,1,1,0,0
746949,2024-06-04,ATL@BOS,ATL,BOS,3,3,6,5,11,0,1,1,1,0,0
745010,2024-06-04,DET@TEX,DET,TEX,3,0,3,1,4,1,0,0,0,0,0
746872,2024-06-04,CWS@CHC,CWS,CHC,5,1,6,7,13,0,1,1,1,0,0
746380,2024-06-04,STL@HOU,STL,HOU,2,7,9,4,13,0,1,1,1,0,0
746550,2024-06-04,CIN@COL,CIN,COL,4,0,4,1,5,0,0,0,0,0,0
746222,2024-06-04,SD@LAA,SD,LAA,1,1,2,4,6,1,0,1,0,0,0
745656,2024-06-04,SEA@ATH,SEA,ATH,4,1,5,2,7,0,0,0,0,0,0
747196,2024-06-04,SF@AZ,SF,AZ,2,4,6,7,13,0,1,1,1,0,0
746950,2024-06-05,ATL@BOS,ATL,BOS,0,6,6,3,9,0,1,0,1,0,0
746379,2024-06-05,STL@HOU,STL,HOU,3,2,5,1,6,0,0,0,0,0,0
746544,2024-06-05,CIN@COL,CIN,COL,4,5,9,10,19,0,1,1,1,0,0
747195,2024-06-05,SF@AZ,SF,AZ,6,3,9,3,12,0,1,0,1,0,0
744852,2024-06-05,NYM@WSN,NYM,WSN,2,0,2,8,10,1,0,1,1,1,0
745570,2024-06-05,MIL@PHI,MIL,PHI,0,2,2,0,2,1,0,0,0,0,0
745494,2024-06-05,LAD@PIT,LAD,PIT,3,8,11,5,16,0,1,1,1,0,0
746056,2024-06-05,TB@MIA,TB,MIA,5,3,8,0,8,0,1,0,0,0,1
745740,2024-06-05,MIN@NYY,MIN,NYY,0,8,8,6,14,0,1,1,1,0,0
744927,2024-06-05,BAL@TOR,BAL,TOR,2,2,4,1,5,0,0,0,0,0,0
745007,2024-06-05,DET@TEX,DET,TEX,0,4,4,6,10,0,0,1,1,0,0
746873,2024-06-05,CWS@CHC,CWS,CHC,5,3,8,5,13,0,1,1,1,0,0
746221,2024-06-05,SD@LAA,SD,LAA,0,3,3,2,5,1,0,0,0,0,0
745654,2024-06-05,SEA@ATH,SEA,ATH,0,2,2,1,3,1,0,0,0,0,0
744923,2024-06-06,BAL@TOR,BAL,TOR,0,4,4,7,11,0,0,1,1,0,0
746631,2024-06-06,KC@CLE,KC,CLE,1,3,4,3,7,0,0,0,0,0,0
745657,2024-06-06,SEA@ATH,SEA,ATH,2,0,2,1,3,1,0,0,0,0,0
745495,2024-06-06,LAD@PIT,LAD,PIT,10,4,14,4,18,0,1,1,1,0,0
744844,2024-06-06,ATL@WSN,ATL,WSN,0,0,0,7,7,1,0,1,0,0,0
745738,2024-06-06,MIN@NYY,MIN,NYY,5,8,13,0,13,0,1,0,1,0,1
746707,2024-06-06,CHC@CIN,CHC,CIN,2,3,5,7,12,0,0,1,1,0,0
745174,2024-06-06,COL@STL,COL,STL,3,0,3,2,5,1,0,0,0,0,0
746784,2024-06-06,BOS@CWS,BOS,CWS,7,0,7,9,16,0,1,1,1,0,0
745408,2024-06-06,AZ@SD,AZ,SD,3,3,6,1,7,0,1,0,0,0,1
745169,2024-06-07,COL@STL,COL,STL,5,4,9,4,13,0,1,1,1,0,0
745496,2024-06-07,MIN@PIT,MIN,PIT,0,2,2,1,3,1,0,0,0,0,0
746466,2024-06-07,MIL@DET,MIL,DET,10,0,10,0,10,0,1,0,1,0,1
744845,2024-06-07,ATL@WSN,ATL,WSN,0,2,2,1,3,1,0,0,0,0,0
745083,2024-06-07,BAL@TB,BAL,TB,4,2,6,3,9,0,1,0,1,0,0
745737,2024-06-07,LAD@NYY,LAD,NYY,0,0,0,3,3,1,0,0,0,0,0
746053,2024-06-07,CLE@MIA,CLE,MIA,2,2,4,1,5,0,0,0,0,0,0
746704,2024-06-07,CHC@CIN,CHC,CIN,0,3,3,2,5,1,0,0,0,0,0
745008,2024-06-07,SF@TEX,SF,TEX,2,2,4,3,7,0,0,0,0,0,0
746302,2024-06-07,SEA@KC,SEA,KC,8,4,12,7,19,0,1,1,1,0,0
746785,2024-06-07,BOS@CWS,BOS,CWS,2,4,6,3,9,0,1,0,1,0,0
746220,2024-06-07,HOU@LAA,HOU,LAA,1,1,2,6,8,1,0,1,0,0,0
745406,2024-06-07,AZ@SD,AZ,SD,0,3,3,10,13,1,0,1,1,1,0
745655,2024-06-07,TOR@ATH,TOR,ATH,0,0,0,3,3,1,0,0,0,0,0
745814,2024-06-08,PHI@NYM,PHI,NYM,6,2,8,1,9,0,1,0,1,0,1
744848,2024-06-08,ATL@WSN,ATL,WSN,1,5,6,4,10,0,1,1,1,0,0
745001,2024-06-08,SF@TEX,SF,TEX,3,1,4,0,4,0,0,0,0,0,0
745492,2024-06-08,MIN@PIT,MIN,PIT,0,0,0,4,4,1,0,1,0,0,0
745652,2024-06-08,TOR@ATH,TOR,ATH,6,0,6,1,7,0,1,0,0,0,1
745082,2024-06-08,BAL@TB,BAL,TB,1,0,1,4,5,1,0,1,0,0,0
746300,2024-06-08,SEA@KC,SEA,KC,3,5,8,4,12,0,1,1,1,0,0
746461,2024-06-08,MIL@DET,MIL,DET,3,4,7,2,9,0,1,0,1,0,1
746703,2024-06-08,CHC@CIN,CHC,CIN,1,4,5,2,7,0,0,0,0,0,0
746786,2024-06-08,BOS@CWS,BOS,CWS,1,5,6,1,7,0,1,0,0,0,1
745166,2024-06-08,COL@STL,COL,STL,1,0,1,10,11,1,0,1,1,1,0
745735,2024-06-08,LAD@NYY,LAD,NYY,3,2,5,9,14,0,0,1,1,0,0
746057,2024-06-08,CLE@MIA,CLE,MIA,8,0,8,0,8,0,1,0,0,0,1
745410,2024-06-08,AZ@SD,AZ,SD,1,12,13,1,14,0,1,0,1,0,1
746223,2024-06-08,HOU@LAA,HOU,LAA,4,0,4,3,7,0,0,0,0,0,0
745571,2024-06-09,NYM@PHI,NYM,PHI,0,3,3,8,11,1,0,1,1,1,0
745003,2024-06-09,SF@TEX,SF,TEX,2,7,9,0,9,0,1,0,1,0,1
744849,2024-06-09,ATL@WSN,ATL,WSN,2,8,10,3,13,0,1,0,1,0,0
745491,2024-06-09,MIN@PIT,MIN,PIT,3,4,7,9,16,0,1,1,1,0,0
745085,2024-06-09,BAL@TB,BAL,TB,2,0,2,9,11,1,0,1,1,1,0
746054,2024-06-09,CLE@MIA,CLE,MIA,1,2,3,6,9,1,0,1,1,1,0
746463,2024-06-09,MIL@DET,MIL,DET,0,10,10,2,12,0,1,0,1,0,1
746705,2024-06-09,CHC@CIN,CHC,CIN,4,1,5,1,6,0,0,0,0,0,0
746297,2024-06-09,SEA@KC,SEA,KC,1,1,2,9,11,1,0,1,1,1,0
746787,2024-06-09,BOS@CWS,BOS,CWS,2,3,5,5,10,0,0,1,1,0,0
745167,2024-06-09,COL@STL,COL,STL,0,4,4,2,6,0,0,0,0,0,0
745651,2024-06-09,TOR@ATH,TOR,ATH,2,0,2,8,10,1,0,1,1,1,0
746216,2024-06-09,HOU@LAA,HOU,LAA,3,4,7,9,16,0,1,1,1,0,0
745407,2024-06-09,AZ@SD,AZ,SD,9,3,12,0,12,0,1,0,1,0,1
745736,2024-06-09,LAD@NYY,LAD,NYY,2,2,4,6,10,0,0,1,1,0,0
745080,2024-06-10,BAL@TB,BAL,TB,4,2,6,1,7,0,1,0,0,0,1
745897,2024-06-10,COL@MIN,COL,MIN,0,2,2,3,5,1,0,0,0,0,0
745982,2024-06-10,TOR@MIL,TOR,MIL,1,2,3,1,4,1,0,0,0,0,0
746295,2024-06-10,NYY@KC,NYY,KC,4,0,4,2,6,0,0,0,0,0,0
745248,2024-06-10,CWS@SEA,CWS,SEA,0,0,0,12,12,1,0,1,1,1,0
745409,2024-06-10,ATH@SD,ATH,SD,1,3,4,3,7,0,0,0,0,0,0
745334,2024-06-10,HOU@SF,HOU,SF,0,0,0,7,7,1,0,1,0,0,0
747027,2024-06-11,ATL@BAL,ATL,BAL,0,3,3,1,4,1,0,0,0,0,0
746464,2024-06-11,WSN@DET,WSN,DET,3,4,7,2,9,0,1,0,1,0,1
745077,2024-06-11,CHC@TB,CHC,TB,1,0,1,6,7,1,0,1,0,0,0
745815,2024-06-11,MIA@NYM,MIA,NYM,3,2,5,1,6,0,0,0,0,0,0
746702,2024-06-11,CLE@CIN,CLE,CIN,3,1,4,4,8,0,0,1,0,0,0
746951,2024-06-11,PHI@BOS,PHI,BOS,4,1,5,0,5,0,0,0,0,0,0
745899,2024-06-11,COL@MIN,COL,MIN,0,0,0,9,9,1,0,1,1,1,0
745170,2024-06-11,PIT@STL,PIT,STL,0,0,0,3,3,1,0,0,0,0,0
745981,2024-06-11,TOR@MIL,TOR,MIL,2,0,2,1,3,1,0,0,0,0,0
746296,2024-06-11,NYY@KC,NYY,KC,6,0,6,5,11,0,1,1,1,0,0
745244,2024-06-11,CWS@SEA,CWS,SEA,3,2,5,2,7,0,0,0,0,0,0
745404,2024-06-11,ATH@SD,ATH,SD,1,3,4,3,7,0,0,0,0,0,0
747190,2024-06-11,LAA@AZ,LAA,AZ,2,5,7,6,13,0,1,1,1,0,0
745327,2024-06-11,HOU@SF,HOU,SF,3,1,4,0,4,0,0,0,0,0,0
746139,2024-06-11,TEX@LAD,TEX,LAD,1,7,8,9,17,0,1,1,1,0,0
745896,2024-06-12,COL@MIN,COL,MIN,2,8,10,16,26,0,1,1,1,0,0
745978,2024-06-12,TOR@MIL,TOR,MIL,1,0,1,8,9,1,0,1,1,1,0
745328,2024-06-12,HOU@SF,HOU,SF,1,5,6,2,8,0,1,0,0,0,1
745405,2024-06-12,ATH@SD,ATH,SD,0,2,2,7,9,1,0,1,1,1,0
747028,2024-06-12,ATL@BAL,ATL,BAL,0,2,2,4,6,1,0,1,0,0,0
746462,2024-06-12,WSN@DET,WSN,DET,5,1,6,6,12,0,1,1,1,0,0
745079,2024-06-12,CHC@TB,CHC,TB,1,2,3,4,7,1,0,1,0,0,0
745811,2024-06-12,MIA@NYM,MIA,NYM,4,6,10,4,14,0,1,1,1,0,0
746701,2024-06-12,CLE@CIN,CLE,CIN,2,1,3,3,6,1,0,0,0,0,0
746948,2024-06-12,PHI@BOS,PHI,BOS,4,6,10,4,14,0,1,1,1,0,0
745171,2024-06-12,PIT@STL,PIT,STL,1,4,5,1,6,0,0,0,0,0,0
746294,2024-06-12,NYY@KC,NYY,KC,8,0,8,8,16,0,1,1,1,0,0
745246,2024-06-12,CWS@SEA,CWS,SEA,0,0,0,3,3,1,0,0,0,0,0
747193,2024-06-12,LAA@AZ,LAA,AZ,7,0,7,4,11,0,1,1,1,0,0
746137,2024-06-12,TEX@LAD,TEX,LAD,3,1,4,1,5,0,0,0,0,0,0
747026,2024-06-13,ATL@BAL,ATL,BAL,3,0,3,6,9,1,0,1,1,1,0
746465,2024-06-13,WSN@DET,WSN,DET,1,1,2,7,9,1,0,1,1,1,0
746299,2024-06-13,NYY@KC,NYY,KC,0,2,2,5,7,1,0,1,0,0,0
745168,2024-06-13,PIT@STL,PIT,STL,3,3,6,1,7,0,1,0,0,0,1
745075,2024-06-13,CHC@TB,CHC,TB,2,0,2,3,5,1,0,0,0,0,0
745809,2024-06-13,MIA@NYM,MIA,NYM,0,0,0,5,5,1,0,1,0,0,0
746944,2024-06-13,PHI@BOS,PHI,BOS,3,8,11,1,12,0,1,0,1,0,1
745894,2024-06-13,ATH@MIN,ATH,MIN,2,4,6,2,8,0,1,0,0,0,1
745245,2024-06-13,CWS@SEA,CWS,SEA,2,1,3,2,5,1,0,0,0,0,0
747192,2024-06-13,LAA@AZ,LAA,AZ,1,4,5,7,12,0,0,1,1,0,0
746136,2024-06-13,TEX@LAD,TEX,LAD,3,0,3,1,4,1,0,0,0,0,0
746869,2024-06-14,STL@CHC,STL,CHC,0,0,0,3,3,1,0,0,0,0,0
746947,2024-06-14,NYY@BOS,NYY,BOS,5,1,6,3,9,0,1,0,1,0,0
744847,2024-06-14,MIA@WSN,MIA,WSN,1,7,8,1,9,0,1,0,1,0,1
747025,2024-06-14,PHI@BAL,PHI,BAL,2,1,3,5,8,1,0,1,0,0,0
744924,2024-06-14,CLE@TOR,CLE,TOR,3,0,3,1,4,1,0,0,0,0,0
745810,2024-06-14,SD@NYM,SD,NYM,1,2,3,0,3,1,0,0,0,0,0
747112,2024-06-14,TB@ATL,TB,ATL,1,7,8,2,10,0,1,0,1,0,1
745892,2024-06-14,ATH@MIN,ATH,MIN,4,1,5,6,11,0,0,1,1,0,0
745979,2024-06-14,CIN@MIL,CIN,MIL,5,2,7,4,11,0,1,1,1,0,0
746378,2024-06-14,DET@HOU,DET,HOU,0,0,0,4,4,1,0,1,0,0,0
746545,2024-06-14,PIT@COL,PIT,COL,1,1,2,5,7,1,0,1,0,0,0
747191,2024-06-14,CWS@AZ,CWS,AZ,1,6,7,1,8,0,1,0,0,0,1
745247,2024-06-14,TEX@SEA,TEX,SEA,2,3,5,0,5,0,0,0,0,0,0
746134,2024-06-14,KC@LAD,KC,LAD,3,3,6,1,7,0,1,0,0,0,1
745326,2024-06-14,LAA@SF,LAA,SF,8,1,9,5,14,0,1,1,1,0,0
746865,2024-06-15,STL@CHC,STL,CHC,1,2,3,3,6,1,0,0,0,0,0
744925,2024-06-15,CLE@TOR,CLE,TOR,0,5,5,0,5,0,0,0,0,0,0
744846,2024-06-15,MIA@WSN,MIA,WSN,0,2,2,2,4,1,0,0,0,0,0
745329,2024-06-15,LAA@SF,LAA,SF,1,3,4,3,7,0,0,0,0,0,0
747024,2024-06-15,PHI@BAL,PHI,BAL,2,2,4,4,8,0,0,1,0,0,0
745805,2024-06-15,SD@NYM,SD,NYM,1,3,4,2,6,0,0,0,0,0,0
745976,2024-06-15,CIN@MIL,CIN,MIL,0,3,3,1,4,1,0,0,0,0,0
746381,2024-06-15,DET@HOU,DET,HOU,10,0,10,8,18,0,1,1,1,0,0
747113,2024-06-15,TB@ATL,TB,ATL,1,5,6,5,11,0,1,1,1,0,0
745241,2024-06-15,TEX@SEA,TEX,SEA,1,4,5,7,12,0,0,1,1,0,0
746946,2024-06-15,NYY@BOS,NYY,BOS,2,5,7,5,12,0,1,1,1,0,0
746135,2024-06-15,KC@LAD,KC,LAD,1,2,3,6,9,1,0,1,1,1,0
746547,2024-06-15,PIT@COL,PIT,COL,1,6,7,13,20,0,1,1,1,0,0
747187,2024-06-15,CWS@AZ,CWS,AZ,4,2,6,5,11,0,1,1,1,0,0
746866,2024-06-16,STL@CHC,STL,CHC,2,0,2,1,3,1,0,0,0,0,0
744839,2024-06-16,MIA@WSN,MIA,WSN,1,2,3,1,4,1,0,0,0,0,0
747023,2024-06-16,PHI@BAL,PHI,BAL,2,8,10,1,11,0,1,0,1,0,1
747109,2024-06-16,TB@ATL,TB,ATL,6,2,8,6,14,0,1,1,1,0,0
744926,2024-06-16,CLE@TOR,CLE,TOR,2,7,9,4,13,0,1,1,1,0,0
745807,2024-06-16,SD@NYM,SD,NYM,2,7,9,8,17,0,1,1,1,0,0
745895,2024-06-16,ATH@MIN,ATH,MIN,0,4,4,4,8,0,0,1,0,0,0
745977,2024-06-16,CIN@MIL,CIN,MIL,3,1,4,5,9,0,0,1,1,0,0
746377,2024-06-16,DET@HOU,DET,HOU,0,4,4,1,5,0,0,0,0,0,0
746546,2024-06-16,PIT@COL,PIT,COL,1,0,1,9,10,1,0,1,1,1,0
745321,2024-06-16,LAA@SF,LAA,SF,2,9,11,8,19,0,1,1,1,0,0
745242,2024-06-16,TEX@SEA,TEX,SEA,0,2,2,3,5,1,0,0,0,0,0
746130,2024-06-16,KC@LAD,KC,LAD,0,1,1,2,3,1,0,0,0,0,0
747189,2024-06-16,CWS@AZ,CWS,AZ,1,10,11,6,17,0,1,1,1,0,0
746945,2024-06-16,NYY@BOS,NYY,BOS,1,4,5,7,12,0,0,1,1,0,0
745891,2024-06-16,ATH@MIN,ATH,MIN,5,6,11,4,15,0,1,1,1,0,0
745490,2024-06-17,CIN@PIT,CIN,PIT,1,4,5,0,5,0,0,0,0,0,0
745567,2024-06-17,SD@PHI,SD,PHI,1,6,7,4,11,0,1,1,1,0,0
746055,2024-06-17,STL@MIA,STL,MIA,1,0,1,12,13,1,0,1,1,1,0
744918,2024-06-17,BOS@TOR,BOS,TOR,5,1,6,4,10,0,1,1,1,0,0
747108,2024-06-17,DET@ATL,DET,ATL,0,0,0,3,3,1,0,0,0,0,0
745005,2024-06-17,NYM@TEX,NYM,TEX,11,2,13,3,16,0,1,0,1,0,0
746868,2024-06-17,SF@CHC,SF,CHC,1,0,1,12,13,1,0,1,1,1,0
746543,2024-06-17,LAD@COL,LAD,COL,3,1,4,10,14,0,0,1,1,0,0
746215,2024-06-17,MIL@LAA,MIL,LAA,3,5,8,0,8,0,1,0,0,0,1
746049,2024-06-18,STL@MIA,STL,MIA,7,5,12,5,17,0,1,1,1,0,0
745488,2024-06-18,CIN@PIT,CIN,PIT,2,0,2,1,3,1,0,0,0,0,0
745563,2024-06-18,SD@PHI,SD,PHI,0,1,1,6,7,1,0,1,0,0,0
746627,2024-06-18,SEA@CLE,SEA,CLE,6,1,7,6,13,0,1,1,1,0,0
744843,2024-06-18,AZ@WSN,AZ,WSN,4,0,4,1,5,0,0,0,0,0,0
745733,2024-06-18,BAL@NYY,BAL,NYY,0,4,4,2,6,0,0,0,0,0,0
744917,2024-06-18,BOS@TOR,BOS,TOR,1,2,3,4,7,1,0,1,0,0,0
747107,2024-06-18,DET@ATL,DET,ATL,0,2,2,1,3,1,0,0,0,0,0
745893,2024-06-18,TB@MIN,TB,MIN,6,6,12,1,13,0,1,0,1,0,1
745004,2024-06-18,NYM@TEX,NYM,TEX,2,6,8,5,13,0,1,1,1,0,0
746867,2024-06-18,SF@CHC,SF,CHC,2,2,4,3,7,0,0,0,0,0,0
746783,2024-06-18,HOU@CWS,HOU,CWS,0,2,2,0,2,1,0,0,0,0,0
746542,2024-06-18,LAD@COL,LAD,COL,2,7,9,11,20,0,1,1,1,0,0
746217,2024-06-18,MIL@LAA,MIL,LAA,5,0,5,4,9,0,0,1,1,0,0
745650,2024-06-18,KC@ATH,KC,ATH,3,7,10,2,12,0,1,0,1,0,1
747106,2024-06-19,DET@ATL,DET,ATL,0,7,7,0,7,0,1,0,0,0,1
745489,2024-06-19,CIN@PIT,CIN,PIT,0,0,0,1,1,1,0,0,0,0,0
746050,2024-06-19,STL@MIA,STL,MIA,2,2,4,3,7,0,0,0,0,0,0
745561,2024-06-19,SD@PHI,SD,PHI,1,1,2,5,7,1,0,1,0,0,0
746864,2024-06-19,SF@CHC,SF,CHC,0,3,3,8,11,1,0,1,1,1,0
744842,2024-06-19,AZ@WSN,AZ,WSN,1,0,1,3,4,1,0,0,0,0,0
746625,2024-06-19,SEA@CLE,SEA,CLE,0,6,6,2,8,0,1,0,0,0,1
745732,2024-06-19,BAL@NYY,BAL,NYY,4,1,5,8,13,0,0,1,1,0,0
