game_pk,game_date,game_id,team,opponent,side,inning,inning_bucket,runs_allowed_on_event,team_score_after_allowed,opp_score_after_allowed,margin_after_allowed,scored_next_1_inning,scored_next_2_innings,eventually_won,team_strength_bucket,offense_form_bucket,l10_rpg_bucket
747885,2024-03-20,TOR@ATL,TOR,ATL,away,5,f5_1_5,1,5,5,0,0,0,0,50_55,50_55,missing
747885,2024-03-20,TOR@ATL,TOR,ATL,away,6,middle_6,1,5,6,-1,0,1,0,50_55,50_55,missing
747885,2024-03-20,TOR@ATL,TOR,ATL,away,6,middle_6,1,5,7,-2,0,1,0,50_55,50_55,missing
747885,2024-03-20,TOR@ATL,ATL,TOR,home,8,late_7_plus,1,7,6,1,1,1,1,50_55,50_55,missing
747885,2024-03-20,TOR@ATL,TOR,ATL,away,8,late_7_plus,2,6,9,-3,1,1,0,50_55,50_55,missing
747885,2024-03-20,TOR@ATL,ATL,TOR,home,9,late_7_plus,2,9,8,1,1,1,1,50_55,50_55,missing
747885,2024-03-20,TOR@ATL,ATL,TOR,home,9,late_7_plus,1,9,9,0,1,1,1,50_55,50_55,missing
747885,2024-03-20,TOR@ATL,TOR,ATL,away,9,late_7_plus,1,9,10,-1,0,0,0,50_55,50_55,missing
747889,2024-03-20,DET@MIN,MIN,DET,home,1,early_1_3,1,0,1,-1,0,0,0,50_55,50_55,missing
747889,2024-03-20,DET@MIN,MIN,DET,home,2,early_1_3,1,0,2,-2,0,0,0,50_55,50_55,missing
747889,2024-03-20,DET@MIN,MIN,DET,home,2,early_1_3,1,0,3,-3,0,0,0,50_55,50_55,missing
747889,2024-03-20,DET@MIN,MIN,DET,home,2,early_1_3,2,0,5,-5,0,0,0,50_55,50_55,missing
747889,2024-03-20,DET@MIN,MIN,DET,home,4,f5_1_5,1,0,6,-6,0,0,0,50_55,50_55,missing
747889,2024-03-20,DET@MIN,MIN,DET,home,4,f5_1_5,2,0,8,-8,0,0,0,50_55,50_55,missing
747889,2024-03-20,DET@MIN,MIN,DET,home,6,middle_6,1,0,9,-9,1,1,0,50_55,50_55,missing
747889,2024-03-20,DET@MIN,DET,MIN,away,7,late_7_plus,1,9,1,8,0,1,1,50_55,50_55,missing
747889,2024-03-20,DET@MIN,MIN,DET,home,9,late_7_plus,3,1,12,-11,1,1,0,50_55,50_55,missing
747889,2024-03-20,DET@MIN,DET,MIN,away,9,late_7_plus,1,12,2,10,0,0,1,50_55,50_55,missing
747889,2024-03-20,DET@MIN,DET,MIN,away,9,late_7_plus,1,12,3,9,0,0,1,50_55,50_55,missing
747888,2024-03-20,NYM@MIA,MIA,NYM,home,3,early_1_3,1,0,1,-1,1,1,0,50_55,50_55,missing
747888,2024-03-20,NYM@MIA,MIA,NYM,home,3,early_1_3,1,0,2,-2,1,1,0,50_55,50_55,missing
747888,2024-03-20,NYM@MIA,NYM,MIA,away,3,early_1_3,1,2,1,1,0,1,1,50_55,50_55,missing
747888,2024-03-20,NYM@MIA,MIA,NYM,home,5,f5_1_5,1,1,3,-2,1,1,0,50_55,50_55,missing
747888,2024-03-20,NYM@MIA,NYM,MIA,away,5,f5_1_5,1,3,2,1,1,1,1,50_55,50_55,missing
747888,2024-03-20,NYM@MIA,MIA,NYM,home,6,middle_6,2,2,5,-3,1,1,0,50_55,50_55,missing
747888,2024-03-20,NYM@MIA,NYM,MIA,away,7,late_7_plus,1,5,3,2,0,1,1,50_55,50_55,missing
747888,2024-03-20,NYM@MIA,MIA,NYM,home,9,late_7_plus,1,3,6,-3,0,0,0,50_55,50_55,missing
747878,2024-03-20,TEX@CIN,TEX,CIN,away,1,early_1_3,1,0,1,-1,1,1,1,50_55,50_55,missing
747878,2024-03-20,TEX@CIN,CIN,TEX,home,2,early_1_3,1,1,1,0,0,0,0,50_55,50_55,missing
747878,2024-03-20,TEX@CIN,CIN,TEX,home,2,early_1_3,4,1,5,-4,0,0,0,50_55,50_55,missing
747878,2024-03-20,TEX@CIN,CIN,TEX,home,2,early_1_3,1,1,6,-5,0,0,0,50_55,50_55,missing
747878,2024-03-20,TEX@CIN,CIN,TEX,home,4,f5_1_5,1,1,7,-6,0,0,0,50_55,50_55,missing
747878,2024-03-20,TEX@CIN,CIN,TEX,home,6,middle_6,1,1,8,-7,0,0,0,50_55,50_55,missing
747879,2024-03-20,CIN@CWS,CWS,CIN,home,4,f5_1_5,1,0,1,-1,1,1,0,50_55,50_55,missing
747879,2024-03-20,CIN@CWS,CIN,CWS,away,4,f5_1_5,1,1,1,0,0,0,1,50_55,50_55,missing
747879,2024-03-20,CIN@CWS,CWS,CIN,home,7,late_7_plus,1,1,2,-1,0,0,0,50_55,50_55,missing
747879,2024-03-20,CIN@CWS,CWS,CIN,home,7,late_7_plus,1,1,3,-2,0,0,0,50_55,50_55,missing
747882,2024-03-20,CHC@ATH,CHC,ATH,away,3,early_1_3,1,0,1,-1,0,0,0,50_55,50_55,missing
747882,2024-03-20,CHC@ATH,CHC,ATH,away,3,early_1_3,2,0,3,-3,0,0,0,50_55,50_55,missing
747882,2024-03-20,CHC@ATH,ATH,CHC,home,7,late_7_plus,1,3,1,2,0,0,1,50_55,50_55,missing
747880,2024-03-20,COL@AZ,COL,AZ,away,3,early_1_3,1,0,1,-1,0,0,0,50_55,50_55,missing
747880,2024-03-20,COL@AZ,COL,AZ,away,4,f5_1_5,1,0,2,-2,0,0,0,50_55,50_55,missing
747880,2024-03-20,COL@AZ,COL,AZ,away,4,f5_1_5,1,0,3,-3,0,0,0,50_55,50_55,missing
747880,2024-03-20,COL@AZ,COL,AZ,away,6,middle_6,1,0,4,-4,1,1,0,50_55,50_55,missing
747880,2024-03-20,COL@AZ,AZ,COL,home,7,late_7_plus,1,4,1,3,1,1,1,50_55,50_55,missing
747880,2024-03-20,COL@AZ,COL,AZ,away,7,late_7_plus,1,1,5,-4,0,0,0,50_55,50_55,missing
747881,2024-03-20,SF@LAA,SF,LAA,away,1,early_1_3,1,0,1,-1,0,0,1,50_55,50_55,missing
747881,2024-03-20,SF@LAA,LAA,SF,home,5,f5_1_5,1,1,1,0,0,0,0,50_55,50_55,missing
747881,2024-03-20,SF@LAA,LAA,SF,home,7,late_7_plus,1,1,2,-1,0,1,0,50_55,50_55,missing
747881,2024-03-20,SF@LAA,LAA,SF,home,8,late_7_plus,1,1,3,-2,1,1,0,50_55,50_55,missing
747881,2024-03-20,SF@LAA,LAA,SF,home,8,late_7_plus,2,1,5,-4,1,1,0,50_55,50_55,missing
747881,2024-03-20,SF@LAA,SF,LAA,away,9,late_7_plus,1,5,2,3,0,0,1,50_55,50_55,missing
747884,2024-03-20,PHI@BAL,PHI,BAL,away,1,early_1_3,3,0,3,-3,0,1,0,50_55,50_55,missing
747884,2024-03-20,PHI@BAL,PHI,BAL,away,1,early_1_3,1,0,4,-4,0,1,0,50_55,50_55,missing
747884,2024-03-20,PHI@BAL,PHI,BAL,away,1,early_1_3,1,0,5,-5,0,1,0,50_55,50_55,missing
747884,2024-03-20,PHI@BAL,PHI,BAL,away,2,early_1_3,2,0,7,-7,1,1,0,50_55,50_55,missing
747884,2024-03-20,PHI@BAL,BAL,PHI,home,3,early_1_3,1,7,1,6,0,0,1,50_55,50_55,missing
747884,2024-03-20,PHI@BAL,BAL,PHI,home,6,middle_6,1,7,2,5,1,1,1,50_55,50_55,missing
747884,2024-03-20,PHI@BAL,BAL,PHI,home,6,middle_6,1,7,3,4,1,1,1,50_55,50_55,missing
747884,2024-03-20,PHI@BAL,BAL,PHI,home,7,late_7_plus,1,7,4,3,1,1,1,50_55,50_55,missing
747884,2024-03-20,PHI@BAL,PHI,BAL,away,7,late_7_plus,1,4,8,-4,0,0,0,50_55,50_55,missing
747884,2024-03-20,PHI@BAL,PHI,BAL,away,7,late_7_plus,1,4,9,-5,0,0,0,50_55,50_55,missing
747884,2024-03-20,PHI@BAL,PHI,BAL,away,7,late_7_plus,1,4,10,-6,0,0,0,50_55,50_55,missing
747884,2024-03-20,PHI@BAL,PHI,BAL,away,7,late_7_plus,1,4,11,-7,0,0,0,50_55,50_55,missing
747884,2024-03-20,PHI@BAL,PHI,BAL,away,7,late_7_plus,2,4,13,-9,0,0,0,50_55,50_55,missing
747886,2024-03-20,STL@WSN,STL,WSN,away,2,early_1_3,2,0,2,-2,1,1,1,50_55,50_55,missing
747886,2024-03-20,STL@WSN,WSN,STL,home,3,early_1_3,1,2,1,1,1,1,0,50_55,50_55,missing
747886,2024-03-20,STL@WSN,WSN,STL,home,3,early_1_3,1,2,2,0,1,1,0,50_55,50_55,missing
747886,2024-03-20,STL@WSN,WSN,STL,home,4,f5_1_5,1,2,3,-1,1,1,0,50_55,50_55,missing
747886,2024-03-20,STL@WSN,WSN,STL,home,4,f5_1_5,1,2,4,-2,1,1,0,50_55,50_55,missing
747886,2024-03-20,STL@WSN,WSN,STL,home,4,f5_1_5,4,2,8,-6,1,1,0,50_55,50_55,missing
747886,2024-03-20,STL@WSN,WSN,STL,home,4,f5_1_5,1,2,9,-7,1,1,0,50_55,50_55,missing
747886,2024-03-20,STL@WSN,STL,WSN,away,4,f5_1_5,1,9,3,6,0,0,1,50_55,50_55,missing
747886,2024-03-20,STL@WSN,WSN,STL,home,7,late_7_plus,2,3,11,-8,0,1,0,50_55,50_55,missing
747886,2024-03-20,STL@WSN,WSN,STL,home,9,late_7_plus,2,3,13,-10,1,1,0,50_55,50_55,missing
747886,2024-03-20,STL@WSN,STL,WSN,away,9,late_7_plus,1,13,4,9,0,0,1,50_55,50_55,missing
747887,2024-03-20,PIT@NYY,PIT,NYY,away,1,early_1_3,1,0,1,-1,0,0,0,50_55,50_55,missing
747887,2024-03-20,PIT@NYY,PIT,NYY,away,1,early_1_3,2,0,3,-3,0,0,0,50_55,50_55,missing
747887,2024-03-20,PIT@NYY,PIT,NYY,away,1,early_1_3,1,0,4,-4,0,0,0,50_55,50_55,missing
747887,2024-03-20,PIT@NYY,PIT,NYY,away,2,early_1_3,4,0,8,-8,0,0,0,50_55,50_55,missing
747887,2024-03-20,PIT@NYY,PIT,NYY,away,4,f5_1_5,1,0,9,-9,0,0,0,50_55,50_55,missing
747887,2024-03-20,PIT@NYY,PIT,NYY,away,6,middle_6,1,0,10,-10,0,0,0,50_55,50_55,missing
747887,2024-03-20,PIT@NYY,PIT,NYY,away,6,middle_6,1,0,11,-11,0,0,0,50_55,50_55,missing
747887,2024-03-20,PIT@NYY,PIT,NYY,away,6,middle_6,1,0,12,-12,0,0,0,50_55,50_55,missing
747883,2024-03-20,LAA@KC,KC,LAA,home,2,early_1_3,1,0,1,-1,1,1,0,50_55,50_55,missing
747883,2024-03-20,LAA@KC,KC,LAA,home,2,early_1_3,2,0,3,-3,1,1,0,50_55,50_55,missing
747883,2024-03-20,LAA@KC,KC,LAA,home,2,early_1_3,1,0,4,-4,1,1,0,50_55,50_55,missing
747883,2024-03-20,LAA@KC,KC,LAA,home,2,early_1_3,1,0,5,-5,1,1,0,50_55,50_55,missing
747883,2024-03-20,LAA@KC,LAA,KC,away,3,early_1_3,1,5,1,4,0,1,0,50_55,50_55,missing
747883,2024-03-20,LAA@KC,LAA,KC,away,3,early_1_3,3,5,4,1,0,1,0,50_55,50_55,missing
747883,2024-03-20,LAA@KC,LAA,KC,away,3,early_1_3,1,5,5,0,0,1,0,50_55,50_55,missing
747883,2024-03-20,LAA@KC,LAA,KC,away,4,f5_1_5,1,5,6,-1,1,1,0,50_55,50_55,missing
747883,2024-03-20,LAA@KC,LAA,KC,away,4,f5_1_5,1,5,7,-2,1,1,0,50_55,50_55,missing
747883,2024-03-20,LAA@KC,KC,LAA,home,5,f5_1_5,1,7,6,1,0,0,0,50_55,50_55,missing
747883,2024-03-20,LAA@KC,KC,LAA,home,5,f5_1_5,1,7,7,0,0,0,0,50_55,50_55,missing
747883,2024-03-20,LAA@KC,KC,LAA,home,7,late_7_plus,1,7,8,-1,0,1,0,50_55,50_55,missing
747883,2024-03-20,LAA@KC,LAA,KC,away,9,late_7_plus,1,8,8,0,0,0,0,50_55,50_55,missing
746175,2024-03-21,SD@LAD,LAD,SD,home,1,early_1_3,2,0,2,-2,1,1,0,60_plus,45_50,high_4_5_5_5
746175,2024-03-21,SD@LAD,LAD,SD,home,1,early_1_3,1,0,3,-3,1,1,0,60_plus,45_50,high_4_5_5_5
746175,2024-03-21,SD@LAD,LAD,SD,home,1,early_1_3,1,0,4,-4,1,1,0,60_plus,45_50,high_4_5_5_5
746175,2024-03-21,SD@LAD,LAD,SD,home,1,early_1_3,1,0,5,-5,1,1,0,60_plus,45_50,high_4_5_5_5
746175,2024-03-21,SD@LAD,SD,LAD,away,1,early_1_3,1,5,1,4,0,1,1,40_45,lt_40,low_lt_3_5
746175,2024-03-21,SD@LAD,SD,LAD,away,2,early_1_3,1,5,2,3,1,1,1,40_45,lt_40,low_lt_3_5
746175,2024-03-21,SD@LAD,LAD,SD,home,3,early_1_3,2,2,7,-5,1,1,0,60_plus,45_50,high_4_5_5_5
746175,2024-03-21,SD@LAD,LAD,SD,home,3,early_1_3,1,2,8,-6,1,1,0,60_plus,45_50,high_4_5_5_5
746175,2024-03-21,SD@LAD,LAD,SD,home,3,early_1_3,1,2,9,-7,1,1,0,60_plus,45_50,high_4_5_5_5
746175,2024-03-21,SD@LAD,SD,LAD,away,3,early_1_3,1,9,3,6,0,1,1,40_45,lt_40,low_lt_3_5
746175,2024-03-21,SD@LAD,SD,LAD,away,3,early_1_3,1,9,4,5,0,1,1,40_45,lt_40,low_lt_3_5
746175,2024-03-21,SD@LAD,SD,LAD,away,3,early_1_3,2,9,6,3,0,1,1,40_45,lt_40,low_lt_3_5
746175,2024-03-21,SD@LAD,LAD,SD,home,5,f5_1_5,1,6,10,-4,1,1,0,60_plus,45_50,high_4_5_5_5
746175,2024-03-21,SD@LAD,SD,LAD,away,5,f5_1_5,2,10,8,2,1,1,1,40_45,lt_40,low_lt_3_5
746175,2024-03-21,SD@LAD,LAD,SD,home,6,middle_6,1,8,11,-3,1,1,0,60_plus,45_50,high_4_5_5_5
746175,2024-03-21,SD@LAD,LAD,SD,home,7,late_7_plus,1,8,12,-4,1,1,0,60_plus,45_50,high_4_5_5_5
746175,2024-03-21,SD@LAD,SD,LAD,away,7,late_7_plus,1,12,9,3,0,1,1,40_45,lt_40,low_lt_3_5
746175,2024-03-21,SD@LAD,SD,LAD,away,8,late_7_plus,2,12,11,1,1,1,1,40_45,lt_40,low_lt_3_5
746175,2024-03-21,SD@LAD,LAD,SD,home,9,late_7_plus,3,11,15,-4,0,0,0,60_plus,45_50,high_4_5_5_5
747870,2024-03-21,NYY@ATL,ATL,NYY,home,4,f5_1_5,1,0,1,-1,1,1,1,60_plus,60_plus,very_high_5_5_plus
747870,2024-03-21,NYY@ATL,NYY,ATL,away,4,f5_1_5,1,1,1,0,1,1,0,60_plus,60_plus,very_high_5_5_plus
747870,2024-03-21,NYY@ATL,ATL,NYY,home,5,f5_1_5,1,1,2,-1,1,1,1,60_plus,60_plus,very_high_5_5_plus
747870,2024-03-21,NYY@ATL,NYY,ATL,away,5,f5_1_5,1,2,2,0,0,0,0,60_plus,60_plus,very_high_5_5_plus
747870,2024-03-21,NYY@ATL,NYY,ATL,away,5,f5_1_5,1,2,3,-1,0,0,0,60_plus,60_plus,very_high_5_5_plus
747870,2024-03-21,NYY@ATL,NYY,ATL,away,7,late_7_plus,1,2,4,-2,0,0,0,60_plus,60_plus,very_high_5_5_plus
747870,2024-03-21,NYY@ATL,NYY,ATL,away,8,late_7_plus,1,2,5,-3,0,0,0,60_plus,60_plus,very_high_5_5_plus
747872,2024-03-21,MIN@WSN,MIN,WSN,away,1,early_1_3,1,0,1,-1,0,0,0,lt_40,lt_40,low_lt_3_5
747872,2024-03-21,MIN@WSN,MIN,WSN,away,3,early_1_3,1,0,2,-2,0,1,0,lt_40,lt_40,low_lt_3_5
747872,2024-03-21,MIN@WSN,MIN,WSN,away,3,early_1_3,1,0,3,-3,0,1,0,lt_40,lt_40,low_lt_3_5
747872,2024-03-21,MIN@WSN,MIN,WSN,away,3,early_1_3,2,0,5,-5,0,1,0,lt_40,lt_40,low_lt_3_5
747872,2024-03-21,MIN@WSN,WSN,MIN,home,5,f5_1_5,2,5,2,3,1,1,1,lt_40,40_45,mid_3_5_4_5
747872,2024-03-21,MIN@WSN,WSN,MIN,home,5,f5_1_5,2,5,4,1,1,1,1,lt_40,40_45,mid_3_5_4_5
747872,2024-03-21,MIN@WSN,MIN,WSN,away,5,f5_1_5,1,4,6,-2,1,1,0,lt_40,lt_40,low_lt_3_5
747872,2024-03-21,MIN@WSN,MIN,WSN,away,5,f5_1_5,1,4,7,-3,1,1,0,lt_40,lt_40,low_lt_3_5
747872,2024-03-21,MIN@WSN,WSN,MIN,home,6,middle_6,1,7,5,2,0,0,1,lt_40,40_45,mid_3_5_4_5
747872,2024-03-21,MIN@WSN,WSN,MIN,home,7,late_7_plus,1,7,6,1,0,1,1,lt_40,40_45,mid_3_5_4_5
747872,2024-03-21,MIN@WSN,WSN,MIN,home,7,late_7_plus,1,7,7,0,0,1,1,lt_40,40_45,mid_3_5_4_5
747872,2024-03-21,MIN@WSN,WSN,MIN,home,9,late_7_plus,1,7,8,-1,1,1,1,lt_40,40_45,mid_3_5_4_5
747872,2024-03-21,MIN@WSN,MIN,WSN,away,9,late_7_plus,1,8,8,0,0,0,0,lt_40,lt_40,low_lt_3_5
747872,2024-03-21,MIN@WSN,MIN,WSN,away,9,late_7_plus,1,8,9,-1,0,0,0,lt_40,lt_40,low_lt_3_5
747874,2024-03-21,TB@PHI,PHI,TB,home,1,early_1_3,1,0,1,-1,1,1,0,lt_40,40_45,mid_3_5_4_5
747874,2024-03-21,TB@PHI,PHI,TB,home,1,early_1_3,1,0,2,-2,1,1,0,lt_40,40_45,mid_3_5_4_5
747874,2024-03-21,TB@PHI,TB,PHI,away,2,early_1_3,1,2,1,1,1,1,1,50_55,50_55,missing
747874,2024-03-21,TB@PHI,PHI,TB,home,3,early_1_3,1,1,3,-2,0,0,0,lt_40,40_45,mid_3_5_4_5
747874,2024-03-21,TB@PHI,TB,PHI,away,6,middle_6,1,3,2,1,0,1,1,50_55,50_55,missing
747874,2024-03-21,TB@PHI,TB,PHI,away,6,middle_6,1,3,3,0,0,1,1,50_55,50_55,missing
747874,2024-03-21,TB@PHI,TB,PHI,away,6,middle_6,1,3,4,-1,0,1,1,50_55,50_55,missing
747874,2024-03-21,TB@PHI,TB,PHI,away,6,middle_6,1,3,5,-2,0,1,1,50_55,50_55,missing
747874,2024-03-21,TB@PHI,PHI,TB,home,8,late_7_plus,2,5,5,0,0,0,0,lt_40,40_45,mid_3_5_4_5
747874,2024-03-21,TB@PHI,PHI,TB,home,9,late_7_plus,1,5,6,-1,0,0,0,lt_40,40_45,mid_3_5_4_5
747875,2024-03-21,NYM@DET,NYM,DET,away,1,early_1_3,1,0,1,-1,0,1,1,60_plus,50_55,very_high_5_5_plus
747875,2024-03-21,NYM@DET,NYM,DET,away,2,early_1_3,1,0,2,-2,1,1,1,60_plus,50_55,very_high_5_5_plus
747875,2024-03-21,NYM@DET,DET,NYM,home,3,early_1_3,1,2,1,1,1,1,0,60_plus,60_plus,very_high_5_5_plus
747875,2024-03-21,NYM@DET,NYM,DET,away,3,early_1_3,1,1,3,-2,1,1,1,60_plus,50_55,very_high_5_5_plus
747875,2024-03-21,NYM@DET,NYM,DET,away,3,early_1_3,1,1,4,-3,1,1,1,60_plus,50_55,very_high_5_5_plus
747875,2024-03-21,NYM@DET,DET,NYM,home,4,f5_1_5,2,4,3,1,0,0,0,60_plus,60_plus,very_high_5_5_plus
747875,2024-03-21,NYM@DET,DET,NYM,home,8,late_7_plus,2,4,5,-1,1,1,0,60_plus,60_plus,very_high_5_5_plus
747875,2024-03-21,NYM@DET,DET,NYM,home,8,late_7_plus,1,4,6,-2,1,1,0,60_plus,60_plus,very_high_5_5_plus
747875,2024-03-21,NYM@DET,DET,NYM,home,8,late_7_plus,4,4,10,-6,1,1,0,60_plus,60_plus,very_high_5_5_plus
747875,2024-03-21,NYM@DET,NYM,DET,away,8,late_7_plus,1,10,5,5,0,0,1,60_plus,50_55,very_high_5_5_plus
747876,2024-03-21,HOU@STL,STL,HOU,home,1,early_1_3,1,0,1,-1,0,0,0,60_plus,60_plus,very_high_5_5_plus
747876,2024-03-21,HOU@STL,STL,HOU,home,3,early_1_3,1,0,2,-2,1,1,0,60_plus,60_plus,very_high_5_5_plus
747876,2024-03-21,HOU@STL,HOU,STL,away,4,f5_1_5,1,2,1,1,0,1,1,50_55,50_55,missing
747876,2024-03-21,HOU@STL,STL,HOU,home,6,middle_6,1,1,3,-2,0,0,0,60_plus,60_plus,very_high_5_5_plus
747876,2024-03-21,HOU@STL,STL,HOU,home,6,middle_6,2,1,5,-4,0,0,0,60_plus,60_plus,very_high_5_5_plus
747876,2024-03-21,HOU@STL,STL,HOU,home,6,middle_6,2,1,7,-6,0,0,0,60_plus,60_plus,very_high_5_5_plus
747876,2024-03-21,HOU@STL,STL,HOU,home,8,late_7_plus,1,1,8,-7,0,0,0,60_plus,60_plus,very_high_5_5_plus
747876,2024-03-21,HOU@STL,STL,HOU,home,9,late_7_plus,1,1,9,-8,0,0,0,60_plus,60_plus,very_high_5_5_plus
747865,2024-03-21,CWS@KC,CWS,KC,away,1,early_1_3,1,0,1,-1,1,1,0,40_45,lt_40,low_lt_3_5
747865,2024-03-21,CWS@KC,KC,CWS,home,2,early_1_3,1,1,1,0,1,1,0,50_55,60_plus,very_high_5_5_plus
747865,2024-03-21,CWS@KC,CWS,KC,away,3,early_1_3,2,1,3,-2,0,0,0,40_45,lt_40,low_lt_3_5
747865,2024-03-21,CWS@KC,KC,CWS,home,7,late_7_plus,1,3,2,1,0,0,0,50_55,60_plus,very_high_5_5_plus
747865,2024-03-21,CWS@KC,KC,CWS,home,7,late_7_plus,1,3,3,0,0,0,0,50_55,60_plus,very_high_5_5_plus
747868,2024-03-21,KC@CLE,KC,CLE,away,1,early_1_3,1,0,1,-1,0,0,0,50_55,60_plus,very_high_5_5_plus
747868,2024-03-21,KC@CLE,KC,CLE,away,3,early_1_3,1,0,2,-2,1,1,0,50_55,60_plus,very_high_5_5_plus
747868,2024-03-21,KC@CLE,CLE,KC,home,4,f5_1_5,1,2,1,1,1,1,1,50_55,50_55,missing
747868,2024-03-21,KC@CLE,CLE,KC,home,4,f5_1_5,1,2,2,0,1,1,1,50_55,50_55,missing
747868,2024-03-21,KC@CLE,CLE,KC,home,4,f5_1_5,1,2,3,-1,1,1,1,50_55,50_55,missing
747868,2024-03-21,KC@CLE,KC,CLE,away,4,f5_1_5,1,3,3,0,0,0,0,50_55,60_plus,very_high_5_5_plus
747868,2024-03-21,KC@CLE,KC,CLE,away,4,f5_1_5,1,3,4,-1,0,0,0,50_55,60_plus,very_high_5_5_plus
747868,2024-03-21,KC@CLE,KC,CLE,away,5,f5_1_5,1,3,5,-2,0,1,0,50_55,60_plus,very_high_5_5_plus
747868,2024-03-21,KC@CLE,KC,CLE,away,6,middle_6,1,3,6,-3,1,1,0,50_55,60_plus,very_high_5_5_plus
747868,2024-03-21,KC@CLE,CLE,KC,home,7,late_7_plus,1,6,4,2,1,1,1,50_55,50_55,missing
747868,2024-03-21,KC@CLE,CLE,KC,home,7,late_7_plus,1,6,5,1,1,1,1,50_55,50_55,missing
747868,2024-03-21,KC@CLE,KC,CLE,away,7,late_7_plus,1,5,7,-2,0,0,0,50_55,60_plus,very_high_5_5_plus
747868,2024-03-21,KC@CLE,KC,CLE,away,7,late_7_plus,1,5,8,-3,0,0,0,50_55,60_plus,very_high_5_5_plus
747869,2024-03-21,CHC@COL,CHC,COL,away,3,early_1_3,2,0,2,-2,1,1,1,40_45,lt_40,low_lt_3_5
747869,2024-03-21,CHC@COL,COL,CHC,home,4,f5_1_5,1,2,1,1,0,0,0,lt_40,lt_40,low_lt_3_5
747869,2024-03-21,CHC@COL,COL,CHC,home,8,late_7_plus,1,2,2,0,0,0,0,lt_40,lt_40,low_lt_3_5
747869,2024-03-21,CHC@COL,COL,CHC,home,9,late_7_plus,3,2,5,-3,0,0,0,lt_40,lt_40,low_lt_3_5
747873,2024-03-21,TOR@PIT,PIT,TOR,home,1,early_1_3,2,0,2,-2,0,0,0,lt_40,50_55,low_lt_3_5
747873,2024-03-21,TOR@PIT,PIT,TOR,home,1,early_1_3,1,0,3,-3,0,0,0,lt_40,50_55,low_lt_3_5
747873,2024-03-21,TOR@PIT,TOR,PIT,away,4,f5_1_5,1,3,1,2,0,0,1,45_50,60_plus,very_high_5_5_plus
747873,2024-03-21,TOR@PIT,TOR,PIT,away,9,late_7_plus,1,3,2,1,0,0,1,45_50,60_plus,very_high_5_5_plus
747877,2024-03-21,BAL@BOS,BAL,BOS,away,2,early_1_3,1,0,1,-1,0,0,0,60_plus,60_plus,very_high_5_5_plus
747877,2024-03-21,BAL@BOS,BOS,BAL,home,6,middle_6,1,1,1,0,1,1,1,50_55,50_55,missing
747877,2024-03-21,BAL@BOS,BOS,BAL,home,7,late_7_plus,1,1,2,-1,1,1,1,50_55,50_55,missing
747877,2024-03-21,BAL@BOS,BAL,BOS,away,7,late_7_plus,1,2,2,0,0,0,0,60_plus,60_plus,very_high_5_5_plus
747877,2024-03-21,BAL@BOS,BAL,BOS,away,7,late_7_plus,1,2,3,-1,0,0,0,60_plus,60_plus,very_high_5_5_plus
747867,2024-03-21,SF@MIL,MIL,SF,home,3,early_1_3,1,0,1,-1,0,0,0,50_55,50_55,missing
747867,2024-03-21,SF@MIL,MIL,SF,home,3,early_1_3,1,0,2,-2,0,0,0,50_55,50_55,missing
747867,2024-03-21,SF@MIL,MIL,SF,home,3,early_1_3,1,0,3,-3,0,0,0,50_55,50_55,missing
