game_date,game_id,away_abbr,home_abbr,game_start_utc,market_ticker,market_type,selected_team_abbr,line_value,coverage_label,total_snapshots,pre_game_snapshots,latest_pre_snap,min_spread_overall,empty_book_fraction
2026-06-21,CIN@NYY,CIN,NYY,2026-06-21T17:35,KXMLBHR-26JUN211335CINNYY-CINSSTEWART27-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CIN@NYY,CIN,NYY,2026-06-21T17:35,KXMLBHR-26JUN211335CINNYY-CINESUAREZ28-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CIN@NYY,CIN,NYY,2026-06-21T17:35,KXMLBHR-26JUN211335CINNYY-CINNLOWE31-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CIN@NYY,CIN,NYY,2026-06-21T17:35,KXMLBHR-26JUN211335CINNYY-NYYJDOMINGUEZ24-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CIN@NYY,CIN,NYY,2026-06-21T17:35,KXMLBHR-26JUN211335CINNYY-NYYRMCMAHON19-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CIN@NYY,CIN,NYY,2026-06-21T17:35,KXMLBHR-26JUN211335CINNYY-NYYSJONES78-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CIN@NYY,CIN,NYY,2026-06-21T17:35,KXMLBHR-26JUN211335CINNYY-NYYSJONES78-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CIN@NYY,CIN,NYY,2026-06-21T17:35,KXMLBHR-26JUN211335CINNYY-NYYJCHISHOLM13-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CIN@NYY,CIN,NYY,2026-06-21T17:35,KXMLBHR-26JUN211335CINNYY-NYYAWELLS28-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CIN@NYY,CIN,NYY,2026-06-21T17:35,KXMLBHR-26JUN211335CINNYY-CINEARROYO56-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CIN@NYY,CIN,NYY,2026-06-21T17:35,KXMLBSPREAD-26JUN211335CINNYY-CIN3,spread_run_line,,,stale_only,1545,452,2026-06-21T17:34:48.776864+00:00,98,1.0
2026-06-21,CIN@NYY,CIN,NYY,2026-06-21T17:35,KXMLBSPREAD-26JUN211335CINNYY-CIN4,spread_run_line,,,stale_only,1545,452,2026-06-21T17:34:48.776864+00:00,98,1.0
2026-06-21,CIN@NYY,CIN,NYY,2026-06-21T17:35,KXMLBSPREAD-26JUN211335CINNYY-NYY3,spread_run_line,,,stale_only,1545,452,2026-06-21T17:34:48.776864+00:00,98,1.0
2026-06-21,CIN@NYY,CIN,NYY,2026-06-21T17:35,KXMLBSPREAD-26JUN211335CINNYY-NYY2,spread_run_line,,,stale_only,1545,452,2026-06-21T17:34:48.776864+00:00,98,1.0
2026-06-21,CIN@NYY,CIN,NYY,2026-06-21T17:35,KXMLBSPREAD-26JUN211335CINNYY-CIN2,spread_run_line,,,stale_only,1545,452,2026-06-21T17:34:48.776864+00:00,98,1.0
2026-06-21,CIN@NYY,CIN,NYY,2026-06-21T17:35,KXMLBSPREAD-26JUN211335CINNYY-NYY4,spread_run_line,,,stale_only,1545,452,2026-06-21T17:34:48.776864+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBF5SPREAD-26JUN211410CLEHOU-CLE3,f5_spread,,,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBF5SPREAD-26JUN211410CLEHOU-HOU2,f5_spread,,,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBF5SPREAD-26JUN211410CLEHOU-HOU3,f5_spread,,,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBF5SPREAD-26JUN211410CLEHOU-CLE2,f5_spread,,,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBF5TOTAL-26JUN211410CLEHOU-7,f5_total,,7.0,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBF5TOTAL-26JUN211410CLEHOU-3,f5_total,,3.0,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBF5TOTAL-26JUN211410CLEHOU-4,f5_total,,4.0,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBF5TOTAL-26JUN211410CLEHOU-5,f5_total,,5.0,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBF5TOTAL-26JUN211410CLEHOU-1,f5_total,,1.0,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBF5TOTAL-26JUN211410CLEHOU-2,f5_total,,2.0,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBF5TOTAL-26JUN211410CLEHOU-6,f5_total,,6.0,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBF5-26JUN211410CLEHOU-TIE,f5_winner,,,no_snapshots,0,0,,,
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBF5-26JUN211410CLEHOU-HOU,f5_winner,,,no_snapshots,0,0,,,
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBF5-26JUN211410CLEHOU-CLE,f5_winner,,,no_snapshots,0,0,,,
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBTOTAL-26JUN211410CLEHOU-4,full_game_total,,4.0,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBTOTAL-26JUN211410CLEHOU-5,full_game_total,,5.0,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBTOTAL-26JUN211410CLEHOU-11,full_game_total,,11.0,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBTOTAL-26JUN211410CLEHOU-7,full_game_total,,7.0,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBTOTAL-26JUN211410CLEHOU-14,full_game_total,,14.0,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBTOTAL-26JUN211410CLEHOU-13,full_game_total,,13.0,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBTOTAL-26JUN211410CLEHOU-12,full_game_total,,12.0,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBTOTAL-26JUN211410CLEHOU-6,full_game_total,,6.0,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBTOTAL-26JUN211410CLEHOU-8,full_game_total,,8.0,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBTOTAL-26JUN211410CLEHOU-9,full_game_total,,9.0,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBTOTAL-26JUN211410CLEHOU-10,full_game_total,,10.0,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBGAME-26JUN211410CLEHOU-CLE,moneyline,CLE,,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBGAME-26JUN211410CLEHOU-HOU,moneyline,HOU,,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBHR-26JUN211410CLEHOU-HOUCWALKER8-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBHR-26JUN211410CLEHOU-HOUJALTUVE27-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBHR-26JUN211410CLEHOU-CLESKWAN38-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBHR-26JUN211410CLEHOU-HOUCWALKER8-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBHR-26JUN211410CLEHOU-HOUYALVAREZ44-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBHR-26JUN211410CLEHOU-HOUYALVAREZ44-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBHR-26JUN211410CLEHOU-HOUJALTUVE27-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBHR-26JUN211410CLEHOU-CLESKWAN38-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBSPREAD-26JUN211410CLEHOU-CLE4,spread_run_line,,,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBSPREAD-26JUN211410CLEHOU-HOU2,spread_run_line,,,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBSPREAD-26JUN211410CLEHOU-HOU3,spread_run_line,,,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBSPREAD-26JUN211410CLEHOU-CLE3,spread_run_line,,,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBSPREAD-26JUN211410CLEHOU-CLE2,spread_run_line,,,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CLE@HOU,CLE,HOU,2026-06-21T18:10,KXMLBSPREAD-26JUN211410CLEHOU-HOU4,spread_run_line,,,stale_only,1546,592,2026-06-21T18:09:48.798824+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBF5SPREAD-26JUN211340CWSDET-CWS2,f5_spread,,,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBF5SPREAD-26JUN211340CWSDET-DET3,f5_spread,,3.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBF5SPREAD-26JUN211340CWSDET-DET2,f5_spread,,2.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBF5SPREAD-26JUN211340CWSDET-CWS3,f5_spread,,,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBF5TOTAL-26JUN211340CWSDET-5,f5_total,,5.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBF5TOTAL-26JUN211340CWSDET-3,f5_total,,3.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBF5TOTAL-26JUN211340CWSDET-2,f5_total,,2.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBF5TOTAL-26JUN211340CWSDET-4,f5_total,,4.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBF5TOTAL-26JUN211340CWSDET-7,f5_total,,7.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBF5TOTAL-26JUN211340CWSDET-6,f5_total,,6.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBF5TOTAL-26JUN211340CWSDET-1,f5_total,,1.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBF5-26JUN211340CWSDET-DET,f5_winner,,,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBF5-26JUN211340CWSDET-TIE,f5_winner,,,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBF5-26JUN211340CWSDET-CWS,f5_winner,,,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBTOTAL-26JUN211340CWSDET-6,full_game_total,,6.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBTOTAL-26JUN211340CWSDET-12,full_game_total,,12.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBTOTAL-26JUN211340CWSDET-3,full_game_total,,3.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBTOTAL-26JUN211340CWSDET-5,full_game_total,,5.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBTOTAL-26JUN211340CWSDET-13,full_game_total,,13.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBTOTAL-26JUN211340CWSDET-9,full_game_total,,9.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBTOTAL-26JUN211340CWSDET-4,full_game_total,,4.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBTOTAL-26JUN211340CWSDET-8,full_game_total,,8.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBTOTAL-26JUN211340CWSDET-10,full_game_total,,10.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBTOTAL-26JUN211340CWSDET-11,full_game_total,,11.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBTOTAL-26JUN211340CWSDET-7,full_game_total,,7.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBGAME-26JUN211340CWSDET-DET,moneyline,DET,,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBGAME-26JUN211340CWSDET-CWS,moneyline,CWS,,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-CWSABENINTENDI23-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-CWSJGONZALEZ7-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-CWSABENINTENDI23-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-CWSCMONTGOMERY12-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-DETKCARPENTER30-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-CWSEQUERO7-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-DETRGREENE31-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-CWSBMONTGOMERY24-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-CWSTPETERS29-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-CWSJGONZALEZ7-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-DETSTORKELSON20-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-DETDDINGLER13-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-DETJOUTMAN30-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-DETCKEITH33-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-CWSSANTONACCI17-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-CWSEQUERO7-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-CWSBMONTGOMERY24-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-CWSCMONTGOMERY12-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-DETRGREENE31-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-DETKMCGONIGLE85-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-DETTCRUZ40-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-DETSTORKELSON20-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-DETKCARPENTER30-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-DETKMCGONIGLE85-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-DETJOUTMAN30-2,player_hr,,2.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-DETCKEITH33-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-DETDDINGLER13-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-DETZMCKINSTRY39-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-CWSSANTONACCI17-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-CWSLACUA0-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-DETTCRUZ40-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-CWSCMEIDROTH10-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBHR-26JUN211340CWSDET-CWSTPETERS29-1,player_hr,,1.0,no_snapshots,0,0,,,
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBSPREAD-26JUN211340CWSDET-DET3,spread_run_line,,3.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBSPREAD-26JUN211340CWSDET-DET2,spread_run_line,,2.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBSPREAD-26JUN211340CWSDET-DET4,spread_run_line,,4.0,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBSPREAD-26JUN211340CWSDET-CWS3,spread_run_line,,,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBSPREAD-26JUN211340CWSDET-CWS4,spread_run_line,,,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,CWS@DET,CWS,DET,2026-06-21T17:40,KXMLBSPREAD-26JUN211340CWSDET-CWS2,spread_run_line,,,stale_only,1546,472,2026-06-21T17:39:48.780838+00:00,98,1.0
2026-06-21,LAA@ATH,LAA,ATH,2026-06-21T20:05,KXMLBF5SPREAD-26JUN211605LAAATH-ATH2,f5_spread,,,stale_only,1549,1052,2026-06-21T20:04:48.870772+00:00,98,1.0
2026-06-21,LAA@ATH,LAA,ATH,2026-06-21T20:05,KXMLBF5SPREAD-26JUN211605LAAATH-LAA3,f5_spread,,,stale_only,1549,1052,2026-06-21T20:04:48.870772+00:00,98,1.0
2026-06-21,LAA@ATH,LAA,ATH,2026-06-21T20:05,KXMLBF5SPREAD-26JUN211605LAAATH-ATH3,f5_spread,,,stale_only,1549,1052,2026-06-21T20:04:48.870772+00:00,98,1.0
2026-06-21,LAA@ATH,LAA,ATH,2026-06-21T20:05,KXMLBF5SPREAD-26JUN211605LAAATH-LAA2,f5_spread,,,stale_only,1549,1052,2026-06-21T20:04:48.870772+00:00,98,1.0
2026-06-21,LAA@ATH,LAA,ATH,2026-06-21T20:05,KXMLBF5TOTAL-26JUN211605LAAATH-4,f5_total,,4.0,stale_only,1549,1052,2026-06-21T20:04:48.870772+00:00,98,1.0
2026-06-21,LAA@ATH,LAA,ATH,2026-06-21T20:05,KXMLBF5TOTAL-26JUN211605LAAATH-7,f5_total,,7.0,stale_only,1549,1052,2026-06-21T20:04:48.870772+00:00,98,1.0
2026-06-21,LAA@ATH,LAA,ATH,2026-06-21T20:05,KXMLBF5TOTAL-26JUN211605LAAATH-3,f5_total,,3.0,stale_only,1549,1052,2026-06-21T20:04:48.870772+00:00,98,1.0
2026-06-21,LAA@ATH,LAA,ATH,2026-06-21T20:05,KXMLBF5TOTAL-26JUN211605LAAATH-6,f5_total,,6.0,stale_only,1549,1052,2026-06-21T20:04:48.870772+00:00,98,1.0
2026-06-21,LAA@ATH,LAA,ATH,2026-06-21T20:05,KXMLBF5TOTAL-26JUN211605LAAATH-5,f5_total,,5.0,stale_only,1549,1052,2026-06-21T20:04:48.870772+00:00,98,1.0
2026-06-21,LAA@ATH,LAA,ATH,2026-06-21T20:05,KXMLBF5TOTAL-26JUN211605LAAATH-1,f5_total,,1.0,stale_only,1549,1052,2026-06-21T20:04:48.870772+00:00,98,1.0
2026-06-21,LAA@ATH,LAA,ATH,2026-06-21T20:05,KXMLBF5TOTAL-26JUN211605LAAATH-2,f5_total,,2.0,stale_only,1549,1052,2026-06-21T20:04:48.870772+00:00,98,1.0
2026-06-21,LAA@ATH,LAA,ATH,2026-06-21T20:05,KXMLBF5-26JUN211605LAAATH-TIE,f5_winner,,,no_snapshots,0,0,,,
2026-06-21,LAA@ATH,LAA,ATH,2026-06-21T20:05,KXMLBF5-26JUN211605LAAATH-LAA,f5_winner,,,no_snapshots,0,0,,,
2026-06-21,LAA@ATH,LAA,ATH,2026-06-21T20:05,KXMLBF5-26JUN211605LAAATH-ATH,f5_winner,,,no_snapshots,0,0,,,
2026-06-21,LAA@ATH,LAA,ATH,2026-06-21T20:05,KXMLBTOTAL-26JUN211605LAAATH-9,full_game_total,,9.0,stale_only,1549,1052,2026-06-21T20:04:48.870772+00:00,98,1.0
2026-06-21,LAA@ATH,LAA,ATH,2026-06-21T20:05,KXMLBTOTAL-26JUN211605LAAATH-5,full_game_total,,5.0,stale_only,1549,1052,2026-06-21T20:04:48.870772+00:00,98,1.0
2026-06-21,LAA@ATH,LAA,ATH,2026-06-21T20:05,KXMLBTOTAL-26JUN211605LAAATH-6,full_game_total,,6.0,stale_only,1549,1052,2026-06-21T20:04:48.870772+00:00,98,1.0
