game_date,total_games,total_ticker_market_pairs,good_pregame,thin_usable,stale_only,no_pregame,postgame_only,no_snapshots,market_missing,good_pct,usable_pct,snapshot_gap_hours
2026-06-21,15,111,19,0,65,0,0,26,1,17.1,17.1,1.0
