game_date,game_id,away_abbr,home_abbr,game_start_utc,market_ticker,market_type,selected_team_abbr,line_value,is_semantics_clear,coverage_label,total_snapshots,pre_game_snapshots,post_game_snapshots,snapshots_6h_3h,snapshots_3h_90m,snapshots_90m_30m,snapshots_30m_start,latest_pre_snap,earliest_snap,latest_snap,min_spread_overall,min_spread_6h_3h,min_spread_3h_90m,min_spread_90m_30m,min_spread_30m_start,avg_spread_6h_3h,avg_spread_3h_90m,avg_spread_90m_30m,median_spread_6h_3h,median_spread_3h_90m,median_spread_90m_30m,empty_book_pre_count,empty_book_fraction,first_narrow_snap,last_narrow_snap,has_depth_json,depth_nonempty_count
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBTOTAL-26JUN211610BALLAD-11,full_game_total,,11.0,1,stale_only,1549,1072,477,352,360,240,120,2026-06-21T20:09:48.875935+00:00,2026-06-21T15:38:18.719003+00:00,2026-06-21T22:09:01.405417+00:00,98,98,98,98,98,98,98,98,98.0,98.0,98.0,1072,1.0,,,True,1072
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBTOTAL-26JUN211610BALLAD-12,full_game_total,,12.0,1,stale_only,1549,1072,477,352,360,240,120,2026-06-21T20:09:48.875935+00:00,2026-06-21T15:38:18.719003+00:00,2026-06-21T22:09:01.405417+00:00,98,98,98,98,98,98,98,98,98.0,98.0,98.0,1072,1.0,,,True,1072
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBTOTAL-26JUN211610BALLAD-13,full_game_total,,13.0,1,stale_only,1549,1072,477,352,360,240,120,2026-06-21T20:09:48.875935+00:00,2026-06-21T15:38:18.719003+00:00,2026-06-21T22:09:01.405417+00:00,98,98,98,98,98,98,98,98,98.0,98.0,98.0,1072,1.0,,,True,1072
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBTOTAL-26JUN211610BALLAD-14,full_game_total,,14.0,1,stale_only,1549,1072,477,352,360,240,120,2026-06-21T20:09:48.875935+00:00,2026-06-21T15:38:18.719003+00:00,2026-06-21T22:09:01.405417+00:00,98,98,98,98,98,98,98,98,98.0,98.0,98.0,1072,1.0,,,True,1072
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBTOTAL-26JUN211610BALLAD-4,full_game_total,,4.0,1,stale_only,1549,1072,477,352,360,240,120,2026-06-21T20:09:48.875935+00:00,2026-06-21T15:38:18.719003+00:00,2026-06-21T22:09:01.405417+00:00,98,98,98,98,98,98,98,98,98.0,98.0,98.0,1072,1.0,,,True,1072
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBTOTAL-26JUN211610BALLAD-5,full_game_total,,5.0,1,stale_only,1549,1072,477,352,360,240,120,2026-06-21T20:09:48.875935+00:00,2026-06-21T15:38:18.719003+00:00,2026-06-21T22:09:01.405417+00:00,98,98,98,98,98,98,98,98,98.0,98.0,98.0,1072,1.0,,,True,1072
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBTOTAL-26JUN211610BALLAD-6,full_game_total,,6.0,1,stale_only,1549,1072,477,352,360,240,120,2026-06-21T20:09:48.875935+00:00,2026-06-21T15:38:18.719003+00:00,2026-06-21T22:09:01.405417+00:00,98,98,98,98,98,98,98,98,98.0,98.0,98.0,1072,1.0,,,True,1072
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBTOTAL-26JUN211610BALLAD-7,full_game_total,,7.0,1,stale_only,1549,1072,477,352,360,240,120,2026-06-21T20:09:48.875935+00:00,2026-06-21T15:38:18.719003+00:00,2026-06-21T22:09:01.405417+00:00,98,98,98,98,98,98,98,98,98.0,98.0,98.0,1072,1.0,,,True,1072
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBTOTAL-26JUN211610BALLAD-8,full_game_total,,8.0,1,stale_only,1549,1072,477,352,360,240,120,2026-06-21T20:09:48.875935+00:00,2026-06-21T15:38:18.719003+00:00,2026-06-21T22:09:01.405417+00:00,98,98,98,98,98,98,98,98,98.0,98.0,98.0,1072,1.0,,,True,1072
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBTOTAL-26JUN211610BALLAD-9,full_game_total,,9.0,1,stale_only,1549,1072,477,352,360,240,120,2026-06-21T20:09:48.875935+00:00,2026-06-21T15:38:18.719003+00:00,2026-06-21T22:09:01.405417+00:00,98,98,98,98,98,98,98,98,98.0,98.0,98.0,1072,1.0,,,True,1072
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBGAME-26JUN211610BALLAD-BAL,moneyline,BAL,,1,stale_only,1549,1072,477,352,360,240,120,2026-06-21T20:09:48.875935+00:00,2026-06-21T15:38:18.719003+00:00,2026-06-21T22:09:01.405417+00:00,98,98,98,98,98,98,98,98,98.0,98.0,98.0,1072,1.0,,,True,1072
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBGAME-26JUN211610BALLAD-LAD,moneyline,LAD,,1,stale_only,1549,1072,477,352,360,240,120,2026-06-21T20:09:48.875935+00:00,2026-06-21T15:38:18.719003+00:00,2026-06-21T22:09:01.405417+00:00,98,98,98,98,98,98,98,98,98.0,98.0,98.0,1072,1.0,,,True,1072
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBHR-26JUN211610BALLAD-BALGHENDERSON2-1,player_hr,,1.0,0,no_snapshots,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,False,0
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBHR-26JUN211610BALLAD-BALGHENDERSON2-2,player_hr,,2.0,0,no_snapshots,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,False,0
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBHR-26JUN211610BALLAD-BALPALONSO25-1,player_hr,,1.0,0,no_snapshots,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,False,0
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBHR-26JUN211610BALLAD-BALPALONSO25-2,player_hr,,2.0,0,no_snapshots,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,False,0
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBHR-26JUN211610BALLAD-LADFFREEMAN5-1,player_hr,,1.0,0,no_snapshots,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,False,0
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBHR-26JUN211610BALLAD-LADFFREEMAN5-2,player_hr,,2.0,0,no_snapshots,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,False,0
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBHR-26JUN211610BALLAD-LADKTUCKER23-1,player_hr,,1.0,0,no_snapshots,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,False,0
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBHR-26JUN211610BALLAD-LADKTUCKER23-2,player_hr,,2.0,0,no_snapshots,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,False,0
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBHR-26JUN211610BALLAD-LADMBETTS50-1,player_hr,,1.0,0,no_snapshots,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,False,0
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBHR-26JUN211610BALLAD-LADMBETTS50-2,player_hr,,2.0,0,no_snapshots,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,False,0
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBHR-26JUN211610BALLAD-LADSOHTANI17-1,player_hr,,1.0,0,no_snapshots,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,False,0
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBHR-26JUN211610BALLAD-LADSOHTANI17-2,player_hr,,2.0,0,no_snapshots,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,False,0
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBHR-26JUN211610BALLAD-LADSOHTANI17-3,player_hr,,3.0,0,no_snapshots,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,False,0
2026-06-21,BAL@LAD,BAL,LAD,2026-06-21T20:10,KXMLBSPREAD-26JUN211610BALLAD-BAL2,spread_run_line,,,0,stale_only,1549,1072,477,352,360,240,120,2026-06-21T20:09:48.875935+00:00,2026-06-21T15:38:18.719003+00:00,2026-06-21T22:09:01.405417+00:00,98,98,98,98,98,98,98,98,98.0,98.0,98.0,1072,1.0,,,True,1072
