game_date,game_id,team,opponent,home_away,lane,model_version,validation_mode,baseball_score,baseball_signal_side,baseball_threshold,market_found,matched_ticker,market_type,market_title,market_line_value,market_open_time,market_status,orderbook_snapshot_id,orderbook_snapped_at,yes_bid_cents,yes_ask_cents,no_bid_cents,no_ask_cents,bid_ask_spread_cents,is_fallback_snap,snapshot_age_hours,snapshot_recency_label,fallback_snap_at,fallback_snap_spread,fallback_snap_yes_bid,fallback_snap_yes_ask,fallback_snap_age_hours,game_start_utc,entry_side,entry_price_cents,model_probability_proxy,market_implied_probability,estimated_edge_cents,calibrated_probability,calibration_bin,calibration_sample_size,calibration_hit_rate,calibration_baseline,calibration_confidence,proxy_brain_score,tradeability_label,reason_not_tradeable,top_positive_reasons,top_negative_reasons,bo_bucket,bd_bucket,moneyline_core_lane,moneyline_core_status,moneyline_core_hist_rate,moneyline_core_hist_n,moneyline_core_calib_prob,moneyline_core_ask_cents,moneyline_core_fee_buffer,moneyline_core_net_edge
2026-06-24,KC@TB,TB,KC,home,team_runs_4plus,ff_only,live_slate,0.2351,YES,0.15,True,KXMLBTEAMTOTAL-26JUN241840KCTB-TB4,team_total,Will Tampa Bay score over 3.5 runs?,,2026-06-23T20:20:00Z,open,12111864,2026-06-24T15:41:33.753472+00:00,55,56,44,45,1,False,6.97,stale,,,,,,2026-06-24T22:40,YES,56,0.5667,0.56,0.67,0.5667,0.20-0.30,1318,0.5675,0.5555,very_high,0.2351,watch_only,Positive edge 0.7c but below 5c tradeable floor,[team_won] tag_live_rebound_watch=yes(+0.084) | [team_won] home_away+opponent_strength_bucket=home__40_45(+0.080) | [team_runs_4plus] home_away+opponent_strength_bucket=home__40_45(+0.054) | [team_runs_4plus] team_strength_bucket+opponent_strength_bucket=50_55__40_45(+0.049) | [team_runs_5plus] opponent_strength_bucket=40_45(+0.063),,missing,missing,,not_applicable,,,,,,
