game_date,game_id,team,opponent,home_away,lane,model_version,validation_mode,baseball_score,baseball_signal_side,baseball_threshold,market_found,matched_ticker,market_type,market_title,market_line_value,market_open_time,market_status,orderbook_snapshot_id,orderbook_snapped_at,yes_bid_cents,yes_ask_cents,no_bid_cents,no_ask_cents,bid_ask_spread_cents,is_fallback_snap,snapshot_age_hours,snapshot_recency_label,fallback_snap_at,fallback_snap_spread,fallback_snap_yes_bid,fallback_snap_yes_ask,fallback_snap_age_hours,game_start_utc,entry_side,entry_price_cents,model_probability_proxy,market_implied_probability,estimated_edge_cents,calibrated_probability,calibration_bin,calibration_sample_size,calibration_hit_rate,calibration_baseline,calibration_confidence,proxy_brain_score,tradeability_label,reason_not_tradeable,top_positive_reasons,top_negative_reasons,bo_bucket,bd_bucket,moneyline_core_lane,moneyline_core_status,moneyline_core_hist_rate,moneyline_core_hist_n,moneyline_core_calib_prob,moneyline_core_ask_cents,moneyline_core_fee_buffer,moneyline_core_net_edge
2026-06-25,ATH@SF,ATH,SF,away,side,ff_only,live_slate,0.4184,YES,0.2,True,KXMLBGAME-26JUN251545ATHSF-ATH,moneyline,A's vs San Francisco Winner?,,2026-06-22T19:55:00Z,open,13573643,2026-06-25T16:24:34.383769+00:00,45,46,54,55,1,False,3.34,stale,,,,,,2026-06-25T19:45,YES,46,0.6039,0.46,14.39,0.6039,0.40+,2445,0.6082,0.4995,very_high,0.4184,tradeable_candidate,,[team_won] l10_rpg_bucket+opponent_strength_bucket=very_high_5_5_plus__40_45(+0.129) | [team_won] tag_weak_leader_fade_watch=yes(+0.104) | [team_runs_4plus] l10_rpg_bucket+opponent_strength_bucket=very_high_5_5_plus__40_45(+0.095) | [team_runs_4plus] tag_weak_leader_fade_watch=yes(+0.082) | [team_runs_5plus] l10_rpg_bucket+opponent_strength_bucket=very_high_5_5_plus__40_45(+0.131),[team_early_deficit_tied_or_led_later] home_away+opponent_strength_bucket=away__40_45(-0.040) | [team_early_deficit_scored_next2] home_away+opponent_strength_bucket=away__40_45(-0.053) | [team_early_deficit_scored_next2] home_away=away(-0.041) | [opponent_blew_early_small_lead] home_away+opponent_strength_bucket=away__40_45(-0.040),missing,missing,suppressed_moneyline_core,suppressed,,,0.6039,46,1.5,12.89
2026-06-25,ATH@SF,ATH,SF,away,team_runs_4plus,ff_only,live_slate,0.3189,YES,0.15,True,KXMLBTEAMTOTAL-26JUN251545ATHSF-ATH4,team_total,Will A's score over 3.5 runs?,,2026-06-24T21:30:00Z,open,13573741,2026-06-25T16:24:34.383769+00:00,54,56,44,46,2,False,3.34,stale,,,,,,2026-06-25T19:45,YES,56,0.6174,0.56,5.74,0.6174,0.30-0.40,952,0.6239,0.5555,high,0.3189,tradeable_candidate,,[team_won] l10_rpg_bucket+opponent_strength_bucket=very_high_5_5_plus__40_45(+0.129) | [team_won] tag_weak_leader_fade_watch=yes(+0.104) | [team_runs_4plus] l10_rpg_bucket+opponent_strength_bucket=very_high_5_5_plus__40_45(+0.095) | [team_runs_4plus] tag_weak_leader_fade_watch=yes(+0.082) | [team_runs_5plus] l10_rpg_bucket+opponent_strength_bucket=very_high_5_5_plus__40_45(+0.131),[team_early_deficit_tied_or_led_later] home_away+opponent_strength_bucket=away__40_45(-0.040) | [team_early_deficit_scored_next2] home_away+opponent_strength_bucket=away__40_45(-0.053) | [team_early_deficit_scored_next2] home_away=away(-0.041) | [opponent_blew_early_small_lead] home_away+opponent_strength_bucket=away__40_45(-0.040),missing,missing,,not_applicable,,,,,,
