market_ticker,market_type,is_priority,is_polled,bucket,last_snap_at,yes_bid,yes_ask
KXMLBGAME-26JUN211920NYMPHI-NYM,moneyline,True,True,fresh_empty_book,2026-06-22T00:12:31.488133+00:00,1,99
KXMLBGAME-26JUN211920NYMPHI-PHI,moneyline,True,True,fresh_empty_book,2026-06-22T00:12:31.488133+00:00,1,99
KXMLBGAME-26JUN211610BOSSEA-SEA,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,55,56
KXMLBGAME-26JUN211610BOSSEA-BOS,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,44,45
KXMLBGAME-26JUN211610BALLAD-BAL,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,32,33
KXMLBGAME-26JUN211610BALLAD-LAD,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,67,69
KXMLBGAME-26JUN211605LAAATH-LAA,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,45,46
KXMLBGAME-26JUN211605LAAATH-ATH,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,54,55
KXMLBGAME-26JUN211515MINAZ-AZ,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,54,55
KXMLBGAME-26JUN211515MINAZ-MIN,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,45,46
KXMLBGAME-26JUN211510PITCOL-PIT,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,57,58
KXMLBGAME-26JUN211510PITCOL-COL,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,43,44
KXMLBGAME-26JUN211435SDTEX-SD,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,41,42
KXMLBGAME-26JUN211435SDTEX-TEX,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,58,59
KXMLBGAME-26JUN211420TORCHC-TOR,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,50,51
KXMLBGAME-26JUN211420TORCHC-CHC,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,49,50
KXMLBGAME-26JUN211410STLKC-KC,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,46,47
KXMLBGAME-26JUN211410STLKC-STL,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,54,55
KXMLBGAME-26JUN211410CLEHOU-CLE,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,44,45
KXMLBGAME-26JUN211410CLEHOU-HOU,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,55,56
KXMLBGAME-26JUN211340WSHTB-WSH,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,45,46
KXMLBGAME-26JUN211340WSHTB-TB,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,55,56
KXMLBGAME-26JUN211340SFMIA-MIA,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,43,44
KXMLBGAME-26JUN211340SFMIA-SF,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,57,58
KXMLBGAME-26JUN211340CWSDET-DET,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,51,52
KXMLBGAME-26JUN211340CWSDET-CWS,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,49,50
KXMLBGAME-26JUN211335MILATL-MIL,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,48,49
KXMLBGAME-26JUN211335MILATL-ATL,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,52,53
KXMLBGAME-26JUN211335CINNYY-NYY,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,52,53
KXMLBGAME-26JUN211335CINNYY-CIN,moneyline,True,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,48,49
KXMLBSPREAD-26JUN211920NYMPHI-PHI4,spread_run_line,False,True,fresh_empty_book,2026-06-22T00:12:31.488133+00:00,1,99
KXMLBSPREAD-26JUN211920NYMPHI-NYM4,spread_run_line,False,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,12,99
KXMLBSPREAD-26JUN211920NYMPHI-NYM2,spread_run_line,False,True,fresh_empty_book,2026-06-22T00:12:31.488133+00:00,1,99
KXMLBSPREAD-26JUN211920NYMPHI-PHI2,spread_run_line,False,True,fresh_empty_book,2026-06-22T00:12:31.488133+00:00,1,99
KXMLBSPREAD-26JUN211920NYMPHI-PHI3,spread_run_line,False,True,fresh_empty_book,2026-06-22T00:12:31.488133+00:00,1,99
KXMLBSPREAD-26JUN211920NYMPHI-NYM3,spread_run_line,False,True,fresh_empty_book,2026-06-22T00:12:31.488133+00:00,1,99
KXMLBSPREAD-26JUN211610BOSSEA-SEA3,spread_run_line,False,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,24,25
KXMLBSPREAD-26JUN211610BOSSEA-SEA4,spread_run_line,False,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,16,17
KXMLBSPREAD-26JUN211610BOSSEA-BOS2,spread_run_line,False,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,30,31
KXMLBSPREAD-26JUN211610BOSSEA-BOS3,spread_run_line,False,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,20,21
KXMLBSPREAD-26JUN211610BOSSEA-SEA2,spread_run_line,False,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,35,36
KXMLBSPREAD-26JUN211610BOSSEA-BOS4,spread_run_line,False,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,12,13
KXMLBSPREAD-26JUN211610BALLAD-LAD4,spread_run_line,False,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,30,31
KXMLBSPREAD-26JUN211610BALLAD-BAL3,spread_run_line,False,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,16,17
KXMLBSPREAD-26JUN211610BALLAD-LAD3,spread_run_line,False,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,39,40
KXMLBSPREAD-26JUN211610BALLAD-LAD2,spread_run_line,False,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,51,52
KXMLBSPREAD-26JUN211610BALLAD-BAL4,spread_run_line,False,True,fresh_with_bid_ask,2026-06-22T00:12:31.488133+00:00,11,12
