combo,feature_value,outcome,seasons_seen,season_count,total_count,min_season_count,avg_rate,min_rate,max_rate,rate_range,avg_lift,min_lift,max_lift,stability_label
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__very_high_75_plus,team_runs_4plus,"2023,2024,2025",3,374,101,0.6058,0.5347,0.6446,0.1099,0.0479,-0.0153,0.0953,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__very_high_75_plus,team_runs_5plus,"2023,2024,2025",3,374,101,0.4711,0.4257,0.5,0.0743,0.0395,0.0005,0.071,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__very_high_75_plus,team_trailed_early_1to3,"2023,2024,2025",3,374,101,0.4794,0.4463,0.505,0.0587,-0.0087,-0.0464,0.0224,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,avg_45_60__very_high_75_plus,team_won,"2023,2024,2025",3,374,101,0.5174,0.4934,0.5537,0.0603,0.018,-0.0066,0.0537,mixed_or_noisy
opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket,workhorse_6_4_plus__low_lt_3_5,f5_total_4plus,"2023,2024,2025",3,373,110,0.6116,0.5515,0.6455,0.094,-0.0144,-0.0711,0.0167,mixed_or_noisy
opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket,workhorse_6_4_plus__low_lt_3_5,f5_total_5plus,"2023,2024,2025",3,373,110,0.4813,0.4338,0.5455,0.1117,-0.0251,-0.0587,0.0145,mixed_or_noisy
opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket,workhorse_6_4_plus__low_lt_3_5,game_total_10plus,"2023,2024,2025",3,373,110,0.382,0.3386,0.4545,0.1159,-0.0171,-0.0419,0.0288,mixed_or_noisy
opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket,workhorse_6_4_plus__low_lt_3_5,game_total_9plus,"2023,2024,2025",3,373,110,0.4815,0.4265,0.5455,0.119,-0.017,-0.0588,0.0218,mixed_or_noisy
opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket,workhorse_6_4_plus__low_lt_3_5,opponent_blew_early_small_lead,"2023,2024,2025",3,373,110,0.2876,0.2574,0.3455,0.0881,0.0067,-0.0303,0.0602,mixed_or_noisy
opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket,workhorse_6_4_plus__low_lt_3_5,opponent_runs_4plus,"2023,2024,2025",3,373,110,0.5474,0.5,0.5909,0.0909,-0.0106,-0.0493,0.0164,mixed_or_noisy
opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket,workhorse_6_4_plus__low_lt_3_5,opponent_runs_5plus,"2023,2024,2025",3,373,110,0.4501,0.3676,0.5182,0.1506,0.0186,-0.049,0.0653,mixed_or_noisy
opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket,workhorse_6_4_plus__low_lt_3_5,team_early_deficit_scored_next2,"2023,2024,2025",3,373,110,0.3241,0.2835,0.3727,0.0892,-0.0006,-0.0313,0.0411,mixed_or_noisy
opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket,workhorse_6_4_plus__low_lt_3_5,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,373,110,0.2876,0.2574,0.3455,0.0881,0.0067,-0.0303,0.0602,mixed_or_noisy
opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket,workhorse_6_4_plus__low_lt_3_5,team_post5_runs_2plus,"2023,2024,2025",3,373,110,0.4714,0.4485,0.5091,0.0606,-0.0095,-0.0216,0.0136,mixed_or_noisy
opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket,workhorse_6_4_plus__low_lt_3_5,team_runs_4plus,"2023,2024,2025",3,373,110,0.5293,0.4853,0.5909,0.1056,-0.0286,-0.064,0.0164,mixed_or_noisy
opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket,workhorse_6_4_plus__low_lt_3_5,team_runs_5plus,"2023,2024,2025",3,373,110,0.3876,0.3382,0.4545,0.1163,-0.044,-0.0784,0.0016,mixed_or_noisy
opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket,workhorse_6_4_plus__low_lt_3_5,team_trailed_early_1to3,"2023,2024,2025",3,373,110,0.4911,0.4409,0.5545,0.1136,0.003,-0.0417,0.0656,mixed_or_noisy
opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket,workhorse_6_4_plus__low_lt_3_5,team_won,"2023,2024,2025",3,373,110,0.4638,0.4044,0.4961,0.0917,-0.0355,-0.0956,-0.0019,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__lt_40,f5_total_4plus,"2023,2024,2025",3,373,106,0.6242,0.5826,0.6579,0.0753,-0.0018,-0.0385,0.0237,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__lt_40,f5_total_5plus,"2023,2024,2025",3,373,106,0.5273,0.4522,0.5921,0.1399,0.0209,-0.0435,0.0611,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__lt_40,game_total_10plus,"2023,2024,2025",3,373,106,0.404,0.3391,0.4671,0.128,0.0049,-0.0414,0.0414,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__lt_40,game_total_9plus,"2023,2024,2025",3,373,106,0.5024,0.4348,0.5724,0.1376,0.004,-0.0515,0.0487,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__lt_40,opponent_blew_early_small_lead,"2023,2024,2025",3,373,106,0.3078,0.2547,0.3816,0.1269,0.0269,-0.033,0.0963,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__lt_40,team_early_deficit_scored_next2,"2023,2024,2025",3,373,106,0.3243,0.2453,0.4145,0.1692,-0.0005,-0.0826,0.0829,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,50_55__lt_40,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,373,106,0.3078,0.2547,0.3816,0.1269,0.0269,-0.033,0.0963,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,lt_40__50_55,f5_total_4plus,"2023,2024,2025",3,373,106,0.6242,0.5826,0.6579,0.0753,-0.0018,-0.0385,0.0237,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,lt_40__50_55,f5_total_5plus,"2023,2024,2025",3,373,106,0.5273,0.4522,0.5921,0.1399,0.0209,-0.0435,0.0611,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,lt_40__50_55,game_total_10plus,"2023,2024,2025",3,373,106,0.404,0.3391,0.4671,0.128,0.0049,-0.0414,0.0414,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,lt_40__50_55,game_total_9plus,"2023,2024,2025",3,373,106,0.5024,0.4348,0.5724,0.1376,0.004,-0.0515,0.0487,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,lt_40__50_55,opponent_blew_early_small_lead,"2023,2024,2025",3,373,106,0.2462,0.2303,0.2736,0.0433,-0.0347,-0.055,-0.0141,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,lt_40__50_55,team_early_deficit_scored_next2,"2023,2024,2025",3,373,106,0.3278,0.2696,0.3585,0.0889,0.003,-0.0452,0.0306,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,lt_40__50_55,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,373,106,0.2462,0.2303,0.2736,0.0433,-0.0347,-0.055,-0.0141,mixed_or_noisy
team_strength_bucket+opponent_strength_bucket,lt_40__50_55,team_trailed_early_1to3,"2023,2024,2025",3,373,106,0.5342,0.4696,0.6132,0.1436,0.0461,-0.013,0.1205,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__good_3_5_4_25,f5_total_4plus,"2023,2024,2025",3,371,115,0.608,0.575,0.6609,0.0859,-0.0179,-0.0476,0.0398,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__good_3_5_4_25,f5_total_5plus,"2023,2024,2025",3,371,115,0.4955,0.45,0.5217,0.0717,-0.0109,-0.0425,0.026,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__good_3_5_4_25,game_total_10plus,"2023,2024,2025",3,371,115,0.3915,0.3667,0.4338,0.0671,-0.0076,-0.0244,0.0081,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__good_3_5_4_25,game_total_9plus,"2023,2024,2025",3,371,115,0.4744,0.4583,0.487,0.0287,-0.024,-0.0458,0.0007,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__good_3_5_4_25,opponent_runs_4plus,"2023,2024,2025",3,371,115,0.5089,0.4167,0.5882,0.1715,-0.0491,-0.1326,0.0137,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__good_3_5_4_25,opponent_runs_5plus,"2023,2024,2025",3,371,115,0.3988,0.3333,0.4632,0.1299,-0.0327,-0.0833,0.0103,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__good_3_5_4_25,team_f5_runs_2plus,"2023,2024,2025",3,371,115,0.5815,0.5074,0.687,0.1796,-0.0017,-0.0871,0.1075,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__good_3_5_4_25,team_post5_runs_2plus,"2023,2024,2025",3,371,115,0.4768,0.4609,0.4917,0.0308,-0.0041,-0.0176,0.0216,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__good_3_5_4_25,team_runs_4plus,"2023,2024,2025",3,371,115,0.5455,0.4706,0.5833,0.1127,-0.0124,-0.1039,0.034,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__good_3_5_4_25,team_runs_5plus,"2023,2024,2025",3,371,115,0.3935,0.3833,0.4,0.0167,-0.0381,-0.0558,-0.0252,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__good_3_5_4_25,team_trailed_early_1to3,"2023,2024,2025",3,371,115,0.4389,0.4,0.5,0.1,-0.0492,-0.0826,0.0111,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__good_3_5_4_25,team_won,"2023,2024,2025",3,371,115,0.5189,0.4412,0.5739,0.1327,0.0196,-0.0588,0.0759,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,f5_total_4plus,"2023,2024,2025",3,363,107,0.6331,0.5703,0.7196,0.1493,0.0071,-0.0508,0.097,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,f5_total_5plus,"2023,2024,2025",3,363,107,0.527,0.4531,0.5888,0.1357,0.0206,-0.0426,0.0963,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,game_total_10plus,"2023,2024,2025",3,363,107,0.3938,0.3281,0.4609,0.1328,-0.0053,-0.0524,0.0352,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,game_total_9plus,"2023,2024,2025",3,363,107,0.5016,0.4375,0.5625,0.125,0.0031,-0.0488,0.0388,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,opponent_blew_early_small_lead,"2023,2024,2025",3,363,107,0.2857,0.2422,0.3438,0.1016,0.0048,-0.0431,0.0741,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,opponent_runs_4plus,"2023,2024,2025",3,363,107,0.5978,0.5312,0.6641,0.1329,0.0399,-0.0188,0.0896,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_early_deficit_scored_next2,"2023,2024,2025",3,363,107,0.3117,0.271,0.3516,0.0806,-0.0131,-0.0569,0.0368,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,363,107,0.2857,0.2422,0.3438,0.1016,0.0048,-0.0431,0.0741,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_f5_runs_2plus,"2023,2024,2025",3,363,107,0.5873,0.5312,0.6916,0.1604,0.0042,-0.0633,0.1162,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_post5_runs_2plus,"2023,2024,2025",3,363,107,0.4573,0.3828,0.5312,0.1484,-0.0237,-0.0945,0.0357,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_runs_4plus,"2023,2024,2025",3,363,107,0.5848,0.5234,0.6328,0.1094,0.0268,-0.0266,0.0583,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_runs_5plus,"2023,2024,2025",3,363,107,0.4136,0.3594,0.4609,0.1015,-0.0179,-0.0658,0.008,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_trailed_early_1to3,"2023,2024,2025",3,363,107,0.4912,0.4579,0.5469,0.089,0.0031,-0.0348,0.0643,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_won,"2023,2024,2025",3,363,107,0.4714,0.4219,0.5234,0.1015,-0.028,-0.0781,0.0234,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__missing,f5_total_4plus,"2023,2024,2025",3,363,110,0.6521,0.6231,0.6909,0.0678,0.0261,0.0005,0.0698,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__missing,f5_total_5plus,"2023,2024,2025",3,363,110,0.5463,0.5154,0.5691,0.0537,0.0399,0.0229,0.0588,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__missing,game_total_10plus,"2023,2024,2025",3,363,110,0.4291,0.4,0.4727,0.0727,0.03,-0.0111,0.0922,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__missing,game_total_9plus,"2023,2024,2025",3,363,110,0.5564,0.5203,0.6182,0.0979,0.058,-0.0034,0.1319,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__missing,opponent_blew_early_small_lead,"2023,2024,2025",3,363,110,0.3024,0.252,0.3462,0.0942,0.0215,-0.0333,0.0585,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__missing,opponent_runs_4plus,"2023,2024,2025",3,363,110,0.5657,0.5285,0.6231,0.0946,0.0078,-0.046,0.0738,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__missing,opponent_runs_5plus,"2023,2024,2025",3,363,110,0.452,0.4309,0.4636,0.0327,0.0204,-0.022,0.0449,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__missing,team_early_deficit_scored_next2,"2023,2024,2025",3,363,110,0.3403,0.2846,0.4,0.1154,0.0156,-0.047,0.0721,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__missing,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,363,110,0.3024,0.252,0.3462,0.0942,0.0215,-0.0333,0.0585,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__missing,team_f5_runs_2plus,"2023,2024,2025",3,363,110,0.6173,0.5846,0.6818,0.0972,0.0341,-0.0091,0.1023,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__missing,team_runs_4plus,"2023,2024,2025",3,363,110,0.5899,0.5462,0.6545,0.1083,0.032,-0.0054,0.1045,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__missing,team_trailed_early_1to3,"2023,2024,2025",3,363,110,0.4769,0.4146,0.5615,0.1469,-0.0112,-0.0743,0.0688,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,50_55__missing,team_won,"2023,2024,2025",3,363,110,0.5197,0.4769,0.5455,0.0686,0.0203,-0.0231,0.0475,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__below_avg_30_45,f5_total_5plus,"2023,2024,2025",3,325,104,0.5161,0.4615,0.5648,0.1033,0.0097,-0.031,0.0338,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__below_avg_30_45,game_total_10plus,"2023,2024,2025",3,325,104,0.4248,0.4159,0.4327,0.0168,0.0257,0.0002,0.0416,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__below_avg_30_45,opponent_blew_early_small_lead,"2023,2024,2025",3,325,104,0.2684,0.2389,0.2885,0.0496,-0.0125,-0.0308,0.0008,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__below_avg_30_45,team_early_deficit_scored_next2,"2023,2024,2025",3,325,104,0.3301,0.292,0.3558,0.0638,0.0054,-0.0228,0.0279,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__below_avg_30_45,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,325,104,0.2684,0.2389,0.2885,0.0496,-0.0125,-0.0308,0.0008,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__below_avg_30_45,team_f5_runs_2plus,"2023,2024,2025",3,325,104,0.562,0.537,0.6106,0.0736,-0.0211,-0.0575,0.0311,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__below_avg_30_45,team_post5_runs_2plus,"2023,2024,2025",3,325,104,0.5084,0.4779,0.5288,0.0509,0.0274,0.0006,0.0587,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__below_avg_30_45,team_runs_4plus,"2023,2024,2025",3,325,104,0.535,0.5,0.5741,0.0741,-0.0229,-0.0493,-0.0004,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__below_avg_30_45,team_runs_5plus,"2023,2024,2025",3,325,104,0.4186,0.3982,0.4537,0.0555,-0.013,-0.027,0.0008,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__below_avg_30_45,team_trailed_early_1to3,"2023,2024,2025",3,325,104,0.5025,0.4513,0.537,0.0857,0.0144,-0.0313,0.0481,mixed_or_noisy
l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__below_avg_30_45,team_won,"2023,2024,2025",3,325,104,0.47,0.4327,0.4907,0.058,-0.0293,-0.0673,-0.0093,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__very_bad_6_plus,f5_total_5plus,"2023,2024,2025",3,316,103,0.4846,0.4587,0.5,0.0413,-0.0218,-0.0723,0.0043,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__very_bad_6_plus,game_total_10plus,"2023,2024,2025",3,316,103,0.4283,0.3761,0.5049,0.1288,0.0292,-0.0496,0.1138,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__very_bad_6_plus,game_total_9plus,"2023,2024,2025",3,316,103,0.5295,0.4771,0.5728,0.0957,0.031,-0.0466,0.0875,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__very_bad_6_plus,opponent_blew_early_small_lead,"2023,2024,2025",3,316,103,0.2657,0.25,0.2752,0.0252,-0.0152,-0.0197,-0.0101,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__very_bad_6_plus,opponent_runs_4plus,"2023,2024,2025",3,316,103,0.5318,0.5229,0.5481,0.0252,-0.0262,-0.0516,-0.0019,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__very_bad_6_plus,opponent_runs_5plus,"2023,2024,2025",3,316,103,0.4088,0.3761,0.4466,0.0705,-0.0227,-0.0768,0.03,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__very_bad_6_plus,team_early_deficit_scored_next2,"2023,2024,2025",3,316,103,0.295,0.2569,0.3173,0.0604,-0.0298,-0.0747,0.0025,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__very_bad_6_plus,team_early_deficit_tied_or_led_later,"2023,2024,2025",3,316,103,0.2657,0.25,0.2752,0.0252,-0.0152,-0.0197,-0.0101,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__very_bad_6_plus,team_f5_runs_2plus,"2023,2024,2025",3,316,103,0.6052,0.5505,0.6827,0.1322,0.0221,-0.044,0.1032,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__very_bad_6_plus,team_runs_4plus,"2023,2024,2025",3,316,103,0.5477,0.5321,0.5673,0.0352,-0.0102,-0.0424,0.0173,mixed_or_noisy
offense_form_bucket+opponent_starter_ra9_bucket,55_60__very_bad_6_plus,team_runs_5plus,"2023,2024,2025",3,316,103,0.4362,0.3981,0.4587,0.0606,0.0047,-0.0185,0.0267,mixed_or_noisy
