season,combo,feature_value,outcome,count,feature_rate,baseline_rate,lift
2024,home_away+opponent_strength_bucket,away__55_60,team_post5_runs_2plus,388,0.4459,0.4773,-0.0314
2025,home_away+opponent_strength_bucket,away__55_60,team_post5_runs_2plus,390,0.4949,0.4701,0.0248
2023,home_away+opponent_strength_bucket,away__55_60,team_runs_4plus,343,0.5394,0.5745,-0.0351
2024,home_away+opponent_strength_bucket,away__55_60,team_runs_4plus,388,0.5258,0.55,-0.0242
2025,home_away+opponent_strength_bucket,away__55_60,team_runs_4plus,390,0.4846,0.5493,-0.0647
2023,home_away+opponent_strength_bucket,away__55_60,team_runs_5plus,343,0.4052,0.4529,-0.0477
2024,home_away+opponent_strength_bucket,away__55_60,team_runs_5plus,388,0.3995,0.4252,-0.0257
2025,home_away+opponent_strength_bucket,away__55_60,team_runs_5plus,390,0.3718,0.4166,-0.0448
2023,home_away+opponent_strength_bucket,away__55_60,team_trailed_early_1to3,343,0.516,0.4889,0.0271
2024,home_away+opponent_strength_bucket,away__55_60,team_trailed_early_1to3,388,0.5,0.4826,0.0174
2025,home_away+opponent_strength_bucket,away__55_60,team_trailed_early_1to3,390,0.5256,0.4927,0.0329
2023,home_away+opponent_strength_bucket,away__55_60,team_won,343,0.4257,0.5,-0.0743
2024,home_away+opponent_strength_bucket,away__55_60,team_won,388,0.4227,0.498,-0.0753
2025,home_away+opponent_strength_bucket,away__55_60,team_won,390,0.4103,0.5,-0.0897
2023,home_away+opponent_strength_bucket,away__60_plus,f5_total_4plus,179,0.7486,0.6342,0.1144
2024,home_away+opponent_strength_bucket,away__60_plus,f5_total_4plus,156,0.6987,0.6211,0.0776
2025,home_away+opponent_strength_bucket,away__60_plus,f5_total_4plus,107,0.5327,0.6226,-0.0899
2023,home_away+opponent_strength_bucket,away__60_plus,f5_total_5plus,179,0.6425,0.531,0.1115
2024,home_away+opponent_strength_bucket,away__60_plus,f5_total_5plus,156,0.5128,0.4957,0.0171
2025,home_away+opponent_strength_bucket,away__60_plus,f5_total_5plus,107,0.3925,0.4925,-0.1
2023,home_away+opponent_strength_bucket,away__60_plus,game_total_10plus,179,0.4916,0.4257,0.0659
2024,home_away+opponent_strength_bucket,away__60_plus,game_total_10plus,156,0.4231,0.3805,0.0426
2025,home_away+opponent_strength_bucket,away__60_plus,game_total_10plus,107,0.3551,0.3911,-0.036
2023,home_away+opponent_strength_bucket,away__60_plus,game_total_9plus,179,0.6089,0.5237,0.0852
2024,home_away+opponent_strength_bucket,away__60_plus,game_total_9plus,156,0.5128,0.4863,0.0265
2025,home_away+opponent_strength_bucket,away__60_plus,game_total_9plus,107,0.3925,0.4853,-0.0928
2023,home_away+opponent_strength_bucket,away__60_plus,opponent_blew_early_small_lead,179,0.3184,0.2853,0.0331
2024,home_away+opponent_strength_bucket,away__60_plus,opponent_blew_early_small_lead,156,0.2885,0.2697,0.0188
2025,home_away+opponent_strength_bucket,away__60_plus,opponent_blew_early_small_lead,107,0.2617,0.2877,-0.026
2023,home_away+opponent_strength_bucket,away__60_plus,opponent_runs_4plus,179,0.676,0.5745,0.1015
2024,home_away+opponent_strength_bucket,away__60_plus,opponent_runs_4plus,156,0.609,0.55,0.059
2025,home_away+opponent_strength_bucket,away__60_plus,opponent_runs_4plus,107,0.5794,0.5493,0.0301
2023,home_away+opponent_strength_bucket,away__60_plus,opponent_runs_5plus,179,0.5419,0.4529,0.089
2024,home_away+opponent_strength_bucket,away__60_plus,opponent_runs_5plus,156,0.4872,0.4252,0.062
2025,home_away+opponent_strength_bucket,away__60_plus,opponent_runs_5plus,107,0.4579,0.4166,0.0413
2023,home_away+opponent_strength_bucket,away__60_plus,team_early_deficit_scored_next2,179,0.3855,0.3316,0.0539
2024,home_away+opponent_strength_bucket,away__60_plus,team_early_deficit_scored_next2,156,0.3205,0.3148,0.0057
2025,home_away+opponent_strength_bucket,away__60_plus,team_early_deficit_scored_next2,107,0.271,0.3279,-0.0569
2023,home_away+opponent_strength_bucket,away__60_plus,team_early_deficit_tied_or_led_later,179,0.3184,0.2853,0.0331
2024,home_away+opponent_strength_bucket,away__60_plus,team_early_deficit_tied_or_led_later,156,0.2885,0.2697,0.0188
2025,home_away+opponent_strength_bucket,away__60_plus,team_early_deficit_tied_or_led_later,107,0.2617,0.2877,-0.026
2023,home_away+opponent_strength_bucket,away__60_plus,team_f5_runs_2plus,179,0.581,0.5945,-0.0135
2024,home_away+opponent_strength_bucket,away__60_plus,team_f5_runs_2plus,156,0.5833,0.5795,0.0038
2025,home_away+opponent_strength_bucket,away__60_plus,team_f5_runs_2plus,107,0.486,0.5754,-0.0894
2023,home_away+opponent_strength_bucket,away__60_plus,team_post5_runs_2plus,179,0.5307,0.4955,0.0352
2024,home_away+opponent_strength_bucket,away__60_plus,team_post5_runs_2plus,156,0.5128,0.4773,0.0355
2025,home_away+opponent_strength_bucket,away__60_plus,team_post5_runs_2plus,107,0.486,0.4701,0.0159
2023,home_away+opponent_strength_bucket,away__60_plus,team_runs_4plus,179,0.5531,0.5745,-0.0214
2024,home_away+opponent_strength_bucket,away__60_plus,team_runs_4plus,156,0.5449,0.55,-0.0051
2025,home_away+opponent_strength_bucket,away__60_plus,team_runs_4plus,107,0.4579,0.5493,-0.0914
2023,home_away+opponent_strength_bucket,away__60_plus,team_runs_5plus,179,0.4469,0.4529,-0.006
2024,home_away+opponent_strength_bucket,away__60_plus,team_runs_5plus,156,0.4038,0.4252,-0.0214
2025,home_away+opponent_strength_bucket,away__60_plus,team_runs_5plus,107,0.3551,0.4166,-0.0615
2023,home_away+opponent_strength_bucket,away__60_plus,team_trailed_early_1to3,179,0.5978,0.4889,0.1089
2024,home_away+opponent_strength_bucket,away__60_plus,team_trailed_early_1to3,156,0.5128,0.4826,0.0302
2025,home_away+opponent_strength_bucket,away__60_plus,team_trailed_early_1to3,107,0.4953,0.4927,0.0026
2023,home_away+opponent_strength_bucket,away__60_plus,team_won,179,0.4469,0.5,-0.0531
2024,home_away+opponent_strength_bucket,away__60_plus,team_won,156,0.4487,0.498,-0.0493
2025,home_away+opponent_strength_bucket,away__60_plus,team_won,107,0.4019,0.5,-0.0981
2023,home_away+opponent_strength_bucket,away__lt_40,f5_total_4plus,221,0.6063,0.6342,-0.0279
2024,home_away+opponent_strength_bucket,away__lt_40,f5_total_4plus,225,0.6,0.6211,-0.0211
2025,home_away+opponent_strength_bucket,away__lt_40,f5_total_4plus,179,0.6704,0.6226,0.0478
2023,home_away+opponent_strength_bucket,away__lt_40,f5_total_5plus,221,0.5204,0.531,-0.0106
2024,home_away+opponent_strength_bucket,away__lt_40,f5_total_5plus,225,0.4756,0.4957,-0.0201
2025,home_away+opponent_strength_bucket,away__lt_40,f5_total_5plus,179,0.5754,0.4925,0.0829
2023,home_away+opponent_strength_bucket,away__lt_40,game_total_10plus,221,0.4751,0.4257,0.0494
2024,home_away+opponent_strength_bucket,away__lt_40,game_total_10plus,225,0.4,0.3805,0.0195
2025,home_away+opponent_strength_bucket,away__lt_40,game_total_10plus,179,0.4916,0.3911,0.1005
2023,home_away+opponent_strength_bucket,away__lt_40,game_total_9plus,221,0.5837,0.5237,0.06
2024,home_away+opponent_strength_bucket,away__lt_40,game_total_9plus,225,0.4978,0.4863,0.0115
2025,home_away+opponent_strength_bucket,away__lt_40,game_total_9plus,179,0.6034,0.4853,0.1181
2023,home_away+opponent_strength_bucket,away__lt_40,opponent_blew_early_small_lead,221,0.2941,0.2853,0.0088
2024,home_away+opponent_strength_bucket,away__lt_40,opponent_blew_early_small_lead,225,0.3111,0.2697,0.0414
2025,home_away+opponent_strength_bucket,away__lt_40,opponent_blew_early_small_lead,179,0.2793,0.2877,-0.0084
2023,home_away+opponent_strength_bucket,away__lt_40,opponent_runs_4plus,221,0.5113,0.5745,-0.0632
2024,home_away+opponent_strength_bucket,away__lt_40,opponent_runs_4plus,225,0.4889,0.55,-0.0611
2025,home_away+opponent_strength_bucket,away__lt_40,opponent_runs_4plus,179,0.581,0.5493,0.0317
2023,home_away+opponent_strength_bucket,away__lt_40,opponent_runs_5plus,221,0.3665,0.4529,-0.0864
2024,home_away+opponent_strength_bucket,away__lt_40,opponent_runs_5plus,225,0.3422,0.4252,-0.083
2025,home_away+opponent_strength_bucket,away__lt_40,opponent_runs_5plus,179,0.419,0.4166,0.0024
2023,home_away+opponent_strength_bucket,away__lt_40,team_early_deficit_scored_next2,221,0.3032,0.3316,-0.0284
2024,home_away+opponent_strength_bucket,away__lt_40,team_early_deficit_scored_next2,225,0.2978,0.3148,-0.017
2025,home_away+opponent_strength_bucket,away__lt_40,team_early_deficit_scored_next2,179,0.2793,0.3279,-0.0486
2023,home_away+opponent_strength_bucket,away__lt_40,team_early_deficit_tied_or_led_later,221,0.2941,0.2853,0.0088
2024,home_away+opponent_strength_bucket,away__lt_40,team_early_deficit_tied_or_led_later,225,0.3111,0.2697,0.0414
2025,home_away+opponent_strength_bucket,away__lt_40,team_early_deficit_tied_or_led_later,179,0.2793,0.2877,-0.0084
2023,home_away+opponent_strength_bucket,away__lt_40,team_f5_runs_2plus,221,0.6063,0.5945,0.0118
2024,home_away+opponent_strength_bucket,away__lt_40,team_f5_runs_2plus,225,0.64,0.5795,0.0605
2025,home_away+opponent_strength_bucket,away__lt_40,team_f5_runs_2plus,179,0.6034,0.5754,0.028
2023,home_away+opponent_strength_bucket,away__lt_40,team_post5_runs_2plus,221,0.6244,0.4955,0.1289
2024,home_away+opponent_strength_bucket,away__lt_40,team_post5_runs_2plus,225,0.5467,0.4773,0.0694
2025,home_away+opponent_strength_bucket,away__lt_40,team_post5_runs_2plus,179,0.5531,0.4701,0.083
2023,home_away+opponent_strength_bucket,away__lt_40,team_runs_4plus,221,0.6968,0.5745,0.1223
2024,home_away+opponent_strength_bucket,away__lt_40,team_runs_4plus,225,0.6044,0.55,0.0544
2025,home_away+opponent_strength_bucket,away__lt_40,team_runs_4plus,179,0.6201,0.5493,0.0708
2023,home_away+opponent_strength_bucket,away__lt_40,team_runs_5plus,221,0.5611,0.4529,0.1082
2024,home_away+opponent_strength_bucket,away__lt_40,team_runs_5plus,225,0.48,0.4252,0.0548
2025,home_away+opponent_strength_bucket,away__lt_40,team_runs_5plus,179,0.514,0.4166,0.0974
2023,home_away+opponent_strength_bucket,away__lt_40,team_trailed_early_1to3,221,0.4253,0.4889,-0.0636
2024,home_away+opponent_strength_bucket,away__lt_40,team_trailed_early_1to3,225,0.4444,0.4826,-0.0382
2025,home_away+opponent_strength_bucket,away__lt_40,team_trailed_early_1to3,179,0.4413,0.4927,-0.0514
2023,home_away+opponent_strength_bucket,away__lt_40,team_won,221,0.5882,0.5,0.0882
2024,home_away+opponent_strength_bucket,away__lt_40,team_won,225,0.5822,0.498,0.0842
2025,home_away+opponent_strength_bucket,away__lt_40,team_won,179,0.5307,0.5,0.0307
2023,home_away+opponent_strength_bucket,home__40_45,f5_total_4plus,259,0.6139,0.6342,-0.0203
2024,home_away+opponent_strength_bucket,home__40_45,f5_total_4plus,253,0.664,0.6211,0.0429
2025,home_away+opponent_strength_bucket,home__40_45,f5_total_4plus,303,0.6469,0.6226,0.0243
2023,home_away+opponent_strength_bucket,home__40_45,f5_total_5plus,259,0.5444,0.531,0.0134
2024,home_away+opponent_strength_bucket,home__40_45,f5_total_5plus,253,0.5099,0.4957,0.0142
2025,home_away+opponent_strength_bucket,home__40_45,f5_total_5plus,303,0.5347,0.4925,0.0422
2023,home_away+opponent_strength_bucket,home__40_45,game_total_10plus,259,0.4054,0.4257,-0.0203
2024,home_away+opponent_strength_bucket,home__40_45,game_total_10plus,253,0.3794,0.3805,-0.0011
2025,home_away+opponent_strength_bucket,home__40_45,game_total_10plus,303,0.4059,0.3911,0.0148
2023,home_away+opponent_strength_bucket,home__40_45,game_total_9plus,259,0.5251,0.5237,0.0014
2024,home_away+opponent_strength_bucket,home__40_45,game_total_9plus,253,0.4506,0.4863,-0.0357
2025,home_away+opponent_strength_bucket,home__40_45,game_total_9plus,303,0.4785,0.4853,-0.0068
2023,home_away+opponent_strength_bucket,home__40_45,opponent_blew_early_small_lead,259,0.3514,0.2853,0.0661
2024,home_away+opponent_strength_bucket,home__40_45,opponent_blew_early_small_lead,253,0.2846,0.2697,0.0149
2025,home_away+opponent_strength_bucket,home__40_45,opponent_blew_early_small_lead,303,0.3696,0.2877,0.0819
2023,home_away+opponent_strength_bucket,home__40_45,opponent_runs_4plus,259,0.5328,0.5745,-0.0417
2024,home_away+opponent_strength_bucket,home__40_45,opponent_runs_4plus,253,0.4822,0.55,-0.0678
2025,home_away+opponent_strength_bucket,home__40_45,opponent_runs_4plus,303,0.4851,0.5493,-0.0642
2023,home_away+opponent_strength_bucket,home__40_45,opponent_runs_5plus,259,0.4093,0.4529,-0.0436
2024,home_away+opponent_strength_bucket,home__40_45,opponent_runs_5plus,253,0.3439,0.4252,-0.0813
2025,home_away+opponent_strength_bucket,home__40_45,opponent_runs_5plus,303,0.3729,0.4166,-0.0437
2023,home_away+opponent_strength_bucket,home__40_45,team_early_deficit_scored_next2,259,0.4054,0.3316,0.0738
2024,home_away+opponent_strength_bucket,home__40_45,team_early_deficit_scored_next2,253,0.3043,0.3148,-0.0105
2025,home_away+opponent_strength_bucket,home__40_45,team_early_deficit_scored_next2,303,0.4092,0.3279,0.0813
2023,home_away+opponent_strength_bucket,home__40_45,team_early_deficit_tied_or_led_later,259,0.3514,0.2853,0.0661
2024,home_away+opponent_strength_bucket,home__40_45,team_early_deficit_tied_or_led_later,253,0.2846,0.2697,0.0149
2025,home_away+opponent_strength_bucket,home__40_45,team_early_deficit_tied_or_led_later,303,0.3696,0.2877,0.0819
2023,home_away+opponent_strength_bucket,home__40_45,team_f5_runs_2plus,259,0.61,0.5945,0.0155
2024,home_away+opponent_strength_bucket,home__40_45,team_f5_runs_2plus,253,0.6561,0.5795,0.0766
2025,home_away+opponent_strength_bucket,home__40_45,team_f5_runs_2plus,303,0.6601,0.5754,0.0847
2023,home_away+opponent_strength_bucket,home__40_45,team_post5_runs_2plus,259,0.5097,0.4955,0.0142
2024,home_away+opponent_strength_bucket,home__40_45,team_post5_runs_2plus,253,0.4822,0.4773,0.0049
2025,home_away+opponent_strength_bucket,home__40_45,team_post5_runs_2plus,303,0.4587,0.4701,-0.0114
2023,home_away+opponent_strength_bucket,home__40_45,team_runs_4plus,259,0.6178,0.5745,0.0433
2024,home_away+opponent_strength_bucket,home__40_45,team_runs_4plus,253,0.6008,0.55,0.0508
2025,home_away+opponent_strength_bucket,home__40_45,team_runs_4plus,303,0.6172,0.5493,0.0679
2023,home_away+opponent_strength_bucket,home__40_45,team_runs_5plus,259,0.4865,0.4529,0.0336
2024,home_away+opponent_strength_bucket,home__40_45,team_runs_5plus,253,0.4822,0.4252,0.057
2025,home_away+opponent_strength_bucket,home__40_45,team_runs_5plus,303,0.495,0.4166,0.0784
2023,home_away+opponent_strength_bucket,home__40_45,team_trailed_early_1to3,259,0.5174,0.4889,0.0285
2024,home_away+opponent_strength_bucket,home__40_45,team_trailed_early_1to3,253,0.4308,0.4826,-0.0518
2025,home_away+opponent_strength_bucket,home__40_45,team_trailed_early_1to3,303,0.5314,0.4927,0.0387
2023,home_away+opponent_strength_bucket,home__40_45,team_won,259,0.5753,0.5,0.0753
2024,home_away+opponent_strength_bucket,home__40_45,team_won,253,0.581,0.498,0.083
2025,home_away+opponent_strength_bucket,home__40_45,team_won,303,0.5809,0.5,0.0809
2023,home_away+opponent_strength_bucket,home__45_50,f5_total_4plus,608,0.5954,0.6342,-0.0388
2024,home_away+opponent_strength_bucket,home__45_50,f5_total_4plus,788,0.6193,0.6211,-0.0018
2025,home_away+opponent_strength_bucket,home__45_50,f5_total_4plus,591,0.6227,0.6226,0.0001
2023,home_away+opponent_strength_bucket,home__45_50,f5_total_5plus,608,0.4918,0.531,-0.0392
2024,home_away+opponent_strength_bucket,home__45_50,f5_total_5plus,788,0.5051,0.4957,0.0094
2025,home_away+opponent_strength_bucket,home__45_50,f5_total_5plus,591,0.4958,0.4925,0.0033
2023,home_away+opponent_strength_bucket,home__45_50,game_total_10plus,608,0.3931,0.4257,-0.0326
2024,home_away+opponent_strength_bucket,home__45_50,game_total_10plus,788,0.3655,0.3805,-0.015
2025,home_away+opponent_strength_bucket,home__45_50,game_total_10plus,591,0.4061,0.3911,0.015
2023,home_away+opponent_strength_bucket,home__45_50,game_total_9plus,608,0.4918,0.5237,-0.0319
2024,home_away+opponent_strength_bucket,home__45_50,game_total_9plus,788,0.4784,0.4863,-0.0079
2025,home_away+opponent_strength_bucket,home__45_50,game_total_9plus,591,0.4755,0.4853,-0.0098
2023,home_away+opponent_strength_bucket,home__45_50,opponent_blew_early_small_lead,608,0.3273,0.2853,0.042
2024,home_away+opponent_strength_bucket,home__45_50,opponent_blew_early_small_lead,788,0.2931,0.2697,0.0234
2025,home_away+opponent_strength_bucket,home__45_50,opponent_blew_early_small_lead,591,0.286,0.2877,-0.0017
2023,home_away+opponent_strength_bucket,home__45_50,opponent_runs_4plus,608,0.5411,0.5745,-0.0334
2024,home_away+opponent_strength_bucket,home__45_50,opponent_runs_4plus,788,0.5216,0.55,-0.0284
2025,home_away+opponent_strength_bucket,home__45_50,opponent_runs_4plus,591,0.533,0.5493,-0.0163
2023,home_away+opponent_strength_bucket,home__45_50,opponent_runs_5plus,608,0.4079,0.4529,-0.045
2024,home_away+opponent_strength_bucket,home__45_50,opponent_runs_5plus,788,0.4137,0.4252,-0.0115
2025,home_away+opponent_strength_bucket,home__45_50,opponent_runs_5plus,591,0.3959,0.4166,-0.0207
2023,home_away+opponent_strength_bucket,home__45_50,team_early_deficit_scored_next2,608,0.3849,0.3316,0.0533
2024,home_away+opponent_strength_bucket,home__45_50,team_early_deficit_scored_next2,788,0.3464,0.3148,0.0316
2025,home_away+opponent_strength_bucket,home__45_50,team_early_deficit_scored_next2,591,0.3536,0.3279,0.0257
2023,home_away+opponent_strength_bucket,home__45_50,team_early_deficit_tied_or_led_later,608,0.3273,0.2853,0.042
2024,home_away+opponent_strength_bucket,home__45_50,team_early_deficit_tied_or_led_later,788,0.2931,0.2697,0.0234
2025,home_away+opponent_strength_bucket,home__45_50,team_early_deficit_tied_or_led_later,591,0.286,0.2877,-0.0017
2023,home_away+opponent_strength_bucket,home__45_50,team_f5_runs_2plus,608,0.5938,0.5945,-0.0007
2024,home_away+opponent_strength_bucket,home__45_50,team_f5_runs_2plus,788,0.618,0.5795,0.0385
2025,home_away+opponent_strength_bucket,home__45_50,team_f5_runs_2plus,591,0.6024,0.5754,0.027
2023,home_away+opponent_strength_bucket,home__45_50,team_post5_runs_2plus,608,0.4605,0.4955,-0.035
2024,home_away+opponent_strength_bucket,home__45_50,team_post5_runs_2plus,788,0.4416,0.4773,-0.0357
2025,home_away+opponent_strength_bucket,home__45_50,team_post5_runs_2plus,591,0.4619,0.4701,-0.0082
2023,home_away+opponent_strength_bucket,home__45_50,team_runs_4plus,608,0.5888,0.5745,0.0143
2024,home_away+opponent_strength_bucket,home__45_50,team_runs_4plus,788,0.5609,0.55,0.0109
2025,home_away+opponent_strength_bucket,home__45_50,team_runs_4plus,591,0.5567,0.5493,0.0074
2023,home_away+opponent_strength_bucket,home__45_50,team_runs_5plus,608,0.4589,0.4529,0.006
2024,home_away+opponent_strength_bucket,home__45_50,team_runs_5plus,788,0.4251,0.4252,-0.0001
2025,home_away+opponent_strength_bucket,home__45_50,team_runs_5plus,591,0.4247,0.4166,0.0081
2023,home_away+opponent_strength_bucket,home__45_50,team_trailed_early_1to3,608,0.5016,0.4889,0.0127
2024,home_away+opponent_strength_bucket,home__45_50,team_trailed_early_1to3,788,0.4835,0.4826,0.0009
2025,home_away+opponent_strength_bucket,home__45_50,team_trailed_early_1to3,591,0.4805,0.4927,-0.0122
2023,home_away+opponent_strength_bucket,home__45_50,team_won,608,0.5395,0.5,0.0395
2024,home_away+opponent_strength_bucket,home__45_50,team_won,788,0.5355,0.498,0.0375
2025,home_away+opponent_strength_bucket,home__45_50,team_won,591,0.5262,0.5,0.0262
2023,home_away+opponent_strength_bucket,home__50_55,f5_total_4plus,864,0.6412,0.6342,0.007
2024,home_away+opponent_strength_bucket,home__50_55,f5_total_4plus,755,0.5934,0.6211,-0.0277
2025,home_away+opponent_strength_bucket,home__50_55,f5_total_4plus,907,0.6351,0.6226,0.0125
2023,home_away+opponent_strength_bucket,home__50_55,f5_total_5plus,864,0.5324,0.531,0.0014
2024,home_away+opponent_strength_bucket,home__50_55,f5_total_5plus,755,0.4689,0.4957,-0.0268
2025,home_away+opponent_strength_bucket,home__50_55,f5_total_5plus,907,0.5006,0.4925,0.0081
2023,home_away+opponent_strength_bucket,home__50_55,game_total_10plus,864,0.4421,0.4257,0.0164
2024,home_away+opponent_strength_bucket,home__50_55,game_total_10plus,755,0.3815,0.3805,0.001
2025,home_away+opponent_strength_bucket,home__50_55,game_total_10plus,907,0.387,0.3911,-0.0041
2023,home_away+opponent_strength_bucket,home__50_55,game_total_9plus,864,0.5417,0.5237,0.018
2024,home_away+opponent_strength_bucket,home__50_55,game_total_9plus,755,0.4901,0.4863,0.0038
2025,home_away+opponent_strength_bucket,home__50_55,game_total_9plus,907,0.4994,0.4853,0.0141
2023,home_away+opponent_strength_bucket,home__50_55,opponent_blew_early_small_lead,864,0.3009,0.2853,0.0156
2024,home_away+opponent_strength_bucket,home__50_55,opponent_blew_early_small_lead,755,0.2967,0.2697,0.027
2025,home_away+opponent_strength_bucket,home__50_55,opponent_blew_early_small_lead,907,0.323,0.2877,0.0353
2023,home_away+opponent_strength_bucket,home__50_55,opponent_runs_4plus,864,0.6007,0.5745,0.0262
2024,home_away+opponent_strength_bucket,home__50_55,opponent_runs_4plus,755,0.5881,0.55,0.0381
2025,home_away+opponent_strength_bucket,home__50_55,opponent_runs_4plus,907,0.5458,0.5493,-0.0035
2023,home_away+opponent_strength_bucket,home__50_55,opponent_runs_5plus,864,0.4873,0.4529,0.0344
2024,home_away+opponent_strength_bucket,home__50_55,opponent_runs_5plus,755,0.4623,0.4252,0.0371
2025,home_away+opponent_strength_bucket,home__50_55,opponent_runs_5plus,907,0.4377,0.4166,0.0211
2023,home_away+opponent_strength_bucket,home__50_55,team_early_deficit_scored_next2,864,0.3692,0.3316,0.0376
2024,home_away+opponent_strength_bucket,home__50_55,team_early_deficit_scored_next2,755,0.3629,0.3148,0.0481
2025,home_away+opponent_strength_bucket,home__50_55,team_early_deficit_scored_next2,907,0.3815,0.3279,0.0536
2023,home_away+opponent_strength_bucket,home__50_55,team_early_deficit_tied_or_led_later,864,0.3009,0.2853,0.0156
2024,home_away+opponent_strength_bucket,home__50_55,team_early_deficit_tied_or_led_later,755,0.2967,0.2697,0.027
2025,home_away+opponent_strength_bucket,home__50_55,team_early_deficit_tied_or_led_later,907,0.323,0.2877,0.0353
2023,home_away+opponent_strength_bucket,home__50_55,team_f5_runs_2plus,864,0.6065,0.5945,0.012
2024,home_away+opponent_strength_bucket,home__50_55,team_f5_runs_2plus,755,0.5457,0.5795,-0.0338
2025,home_away+opponent_strength_bucket,home__50_55,team_f5_runs_2plus,907,0.5877,0.5754,0.0123
2023,home_away+opponent_strength_bucket,home__50_55,team_post5_runs_2plus,864,0.4618,0.4955,-0.0337
2024,home_away+opponent_strength_bucket,home__50_55,team_post5_runs_2plus,755,0.4662,0.4773,-0.0111
2025,home_away+opponent_strength_bucket,home__50_55,team_post5_runs_2plus,907,0.4664,0.4701,-0.0037
2023,home_away+opponent_strength_bucket,home__50_55,team_runs_4plus,864,0.5544,0.5745,-0.0201
2024,home_away+opponent_strength_bucket,home__50_55,team_runs_4plus,755,0.5099,0.55,-0.0401
2025,home_away+opponent_strength_bucket,home__50_55,team_runs_4plus,907,0.57,0.5493,0.0207
2023,home_away+opponent_strength_bucket,home__50_55,team_runs_5plus,864,0.4236,0.4529,-0.0293
2024,home_away+opponent_strength_bucket,home__50_55,team_runs_5plus,755,0.3788,0.4252,-0.0464
2025,home_away+opponent_strength_bucket,home__50_55,team_runs_5plus,907,0.4101,0.4166,-0.0065
2023,home_away+opponent_strength_bucket,home__50_55,team_trailed_early_1to3,864,0.5023,0.4889,0.0134
2024,home_away+opponent_strength_bucket,home__50_55,team_trailed_early_1to3,755,0.5272,0.4826,0.0446
2025,home_away+opponent_strength_bucket,home__50_55,team_trailed_early_1to3,907,0.5248,0.4927,0.0321
2023,home_away+opponent_strength_bucket,home__50_55,team_won,864,0.4942,0.5,-0.0058
2024,home_away+opponent_strength_bucket,home__50_55,team_won,755,0.4834,0.498,-0.0146
2025,home_away+opponent_strength_bucket,home__50_55,team_won,907,0.5259,0.5,0.0259
2023,home_away+opponent_strength_bucket,home__55_60,f5_total_4plus,325,0.6308,0.6342,-0.0034
2024,home_away+opponent_strength_bucket,home__55_60,f5_total_4plus,386,0.6451,0.6211,0.024
2025,home_away+opponent_strength_bucket,home__55_60,f5_total_4plus,388,0.5876,0.6226,-0.035
2023,home_away+opponent_strength_bucket,home__55_60,f5_total_5plus,325,0.5323,0.531,0.0013
2024,home_away+opponent_strength_bucket,home__55_60,f5_total_5plus,386,0.5466,0.4957,0.0509
2025,home_away+opponent_strength_bucket,home__55_60,f5_total_5plus,388,0.4716,0.4925,-0.0209
2023,home_away+opponent_strength_bucket,home__55_60,game_total_10plus,325,0.4585,0.4257,0.0328
2024,home_away+opponent_strength_bucket,home__55_60,game_total_10plus,386,0.4197,0.3805,0.0392
2025,home_away+opponent_strength_bucket,home__55_60,game_total_10plus,388,0.4021,0.3911,0.011
2023,home_away+opponent_strength_bucket,home__55_60,game_total_9plus,325,0.5385,0.5237,0.0148
2024,home_away+opponent_strength_bucket,home__55_60,game_total_9plus,386,0.5311,0.4863,0.0448
2025,home_away+opponent_strength_bucket,home__55_60,game_total_9plus,388,0.4923,0.4853,0.007
2023,home_away+opponent_strength_bucket,home__55_60,opponent_blew_early_small_lead,325,0.3077,0.2853,0.0224
2024,home_away+opponent_strength_bucket,home__55_60,opponent_blew_early_small_lead,386,0.2902,0.2697,0.0205
2025,home_away+opponent_strength_bucket,home__55_60,opponent_blew_early_small_lead,388,0.2835,0.2877,-0.0042
2023,home_away+opponent_strength_bucket,home__55_60,opponent_runs_4plus,325,0.6369,0.5745,0.0624
2024,home_away+opponent_strength_bucket,home__55_60,opponent_runs_4plus,386,0.5829,0.55,0.0329
2025,home_away+opponent_strength_bucket,home__55_60,opponent_runs_4plus,388,0.5619,0.5493,0.0126
2023,home_away+opponent_strength_bucket,home__55_60,opponent_runs_5plus,325,0.5446,0.4529,0.0917
2024,home_away+opponent_strength_bucket,home__55_60,opponent_runs_5plus,386,0.4793,0.4252,0.0541
2025,home_away+opponent_strength_bucket,home__55_60,opponent_runs_5plus,388,0.4149,0.4166,-0.0017
2023,home_away+opponent_strength_bucket,home__55_60,team_early_deficit_scored_next2,325,0.3969,0.3316,0.0653
2024,home_away+opponent_strength_bucket,home__55_60,team_early_deficit_scored_next2,386,0.3523,0.3148,0.0375
2025,home_away+opponent_strength_bucket,home__55_60,team_early_deficit_scored_next2,388,0.3582,0.3279,0.0303
2023,home_away+opponent_strength_bucket,home__55_60,team_early_deficit_tied_or_led_later,325,0.3077,0.2853,0.0224
2024,home_away+opponent_strength_bucket,home__55_60,team_early_deficit_tied_or_led_later,386,0.2902,0.2697,0.0205
2025,home_away+opponent_strength_bucket,home__55_60,team_early_deficit_tied_or_led_later,388,0.2835,0.2877,-0.0042
2023,home_away+opponent_strength_bucket,home__55_60,team_f5_runs_2plus,325,0.5692,0.5945,-0.0253
2024,home_away+opponent_strength_bucket,home__55_60,team_f5_runs_2plus,386,0.6088,0.5795,0.0293
