season,combo,feature_value,outcome,count,feature_rate,baseline_rate,lift
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,game_total_10plus,254,0.4252,0.3911,0.0341
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,game_total_9plus,329,0.5623,0.5237,0.0386
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,game_total_9plus,216,0.5694,0.4863,0.0831
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,game_total_9plus,254,0.5197,0.4853,0.0344
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,opponent_blew_early_small_lead,329,0.2796,0.2853,-0.0057
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,opponent_blew_early_small_lead,216,0.3009,0.2697,0.0312
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,opponent_blew_early_small_lead,254,0.2559,0.2877,-0.0318
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,opponent_runs_4plus,329,0.5289,0.5745,-0.0456
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,opponent_runs_4plus,216,0.5648,0.55,0.0148
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,opponent_runs_4plus,254,0.5827,0.5493,0.0334
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,opponent_runs_5plus,329,0.4286,0.4529,-0.0243
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,opponent_runs_5plus,216,0.4491,0.4252,0.0239
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,opponent_runs_5plus,254,0.4409,0.4166,0.0243
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_early_deficit_scored_next2,329,0.3009,0.3316,-0.0307
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_early_deficit_scored_next2,216,0.3148,0.3148,0.0
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_early_deficit_scored_next2,254,0.315,0.3279,-0.0129
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_early_deficit_tied_or_led_later,329,0.2796,0.2853,-0.0057
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_early_deficit_tied_or_led_later,216,0.3009,0.2697,0.0312
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_early_deficit_tied_or_led_later,254,0.2559,0.2877,-0.0318
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_f5_runs_2plus,329,0.6231,0.5945,0.0286
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_f5_runs_2plus,216,0.6204,0.5795,0.0409
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_f5_runs_2plus,254,0.5827,0.5754,0.0073
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_post5_runs_2plus,329,0.5258,0.4955,0.0303
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_post5_runs_2plus,216,0.537,0.4773,0.0597
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_post5_runs_2plus,254,0.5118,0.4701,0.0417
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_runs_4plus,329,0.617,0.5745,0.0425
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_runs_4plus,216,0.6389,0.55,0.0889
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_runs_4plus,254,0.5591,0.5493,0.0098
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_runs_5plus,329,0.5076,0.4529,0.0547
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_runs_5plus,216,0.5093,0.4252,0.0841
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_runs_5plus,254,0.437,0.4166,0.0204
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_trailed_early_1to3,329,0.4438,0.4889,-0.0451
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_trailed_early_1to3,216,0.4769,0.4826,-0.0057
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_trailed_early_1to3,254,0.4567,0.4927,-0.036
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_won,329,0.5593,0.5,0.0593
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_won,216,0.5463,0.498,0.0483
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__high_60_75,team_won,254,0.5315,0.5,0.0315
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,f5_total_4plus,167,0.6766,0.6342,0.0424
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,f5_total_4plus,150,0.6133,0.6211,-0.0078
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,f5_total_4plus,112,0.6071,0.6226,-0.0155
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,f5_total_5plus,167,0.5569,0.531,0.0259
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,f5_total_5plus,150,0.4667,0.4957,-0.029
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,f5_total_5plus,112,0.5,0.4925,0.0075
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,game_total_10plus,167,0.3772,0.4257,-0.0485
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,game_total_10plus,150,0.4333,0.3805,0.0528
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,game_total_10plus,112,0.3571,0.3911,-0.034
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,game_total_9plus,167,0.485,0.5237,-0.0387
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,game_total_9plus,150,0.5267,0.4863,0.0404
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,game_total_9plus,112,0.4911,0.4853,0.0058
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,opponent_blew_early_small_lead,167,0.2335,0.2853,-0.0518
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,opponent_blew_early_small_lead,150,0.3,0.2697,0.0303
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,opponent_blew_early_small_lead,112,0.3125,0.2877,0.0248
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,opponent_runs_4plus,167,0.5329,0.5745,-0.0416
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,opponent_runs_4plus,150,0.6067,0.55,0.0567
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,opponent_runs_4plus,112,0.5268,0.5493,-0.0225
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,opponent_runs_5plus,167,0.4072,0.4529,-0.0457
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,opponent_runs_5plus,150,0.44,0.4252,0.0148
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,opponent_runs_5plus,112,0.3125,0.4166,-0.1041
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_early_deficit_scored_next2,167,0.3174,0.3316,-0.0142
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_early_deficit_scored_next2,150,0.3133,0.3148,-0.0015
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_early_deficit_scored_next2,112,0.3125,0.3279,-0.0154
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_early_deficit_tied_or_led_later,167,0.2335,0.2853,-0.0518
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_early_deficit_tied_or_led_later,150,0.3,0.2697,0.0303
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_early_deficit_tied_or_led_later,112,0.3125,0.2877,0.0248
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_f5_runs_2plus,167,0.6228,0.5945,0.0283
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_f5_runs_2plus,150,0.6733,0.5795,0.0938
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_f5_runs_2plus,112,0.5625,0.5754,-0.0129
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_post5_runs_2plus,167,0.4551,0.4955,-0.0404
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_post5_runs_2plus,150,0.5733,0.4773,0.096
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_post5_runs_2plus,112,0.5089,0.4701,0.0388
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_runs_4plus,167,0.6168,0.5745,0.0423
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_runs_4plus,150,0.6133,0.55,0.0633
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_runs_4plus,112,0.5089,0.5493,-0.0404
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_runs_5plus,167,0.485,0.4529,0.0321
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_runs_5plus,150,0.4533,0.4252,0.0281
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_runs_5plus,112,0.4196,0.4166,0.003
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_trailed_early_1to3,167,0.4311,0.4889,-0.0578
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_trailed_early_1to3,150,0.4467,0.4826,-0.0359
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_trailed_early_1to3,112,0.4643,0.4927,-0.0284
2023,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_won,167,0.5329,0.5,0.0329
2024,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_won,150,0.5267,0.498,0.0287
2025,l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket,very_high_75_plus__very_high_75_plus,team_won,112,0.5625,0.5,0.0625
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,f5_total_4plus,128,0.6094,0.6342,-0.0248
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,f5_total_4plus,128,0.5703,0.6211,-0.0508
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,f5_total_4plus,107,0.7196,0.6226,0.097
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,f5_total_5plus,128,0.5391,0.531,0.0081
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,f5_total_5plus,128,0.4531,0.4957,-0.0426
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,f5_total_5plus,107,0.5888,0.4925,0.0963
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,game_total_10plus,128,0.4609,0.4257,0.0352
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,game_total_10plus,128,0.3281,0.3805,-0.0524
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,game_total_10plus,107,0.3925,0.3911,0.0014
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,game_total_9plus,128,0.5625,0.5237,0.0388
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,game_total_9plus,128,0.4375,0.4863,-0.0488
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,game_total_9plus,107,0.5047,0.4853,0.0194
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,opponent_blew_early_small_lead,128,0.2422,0.2853,-0.0431
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,opponent_blew_early_small_lead,128,0.3438,0.2697,0.0741
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,opponent_blew_early_small_lead,107,0.271,0.2877,-0.0167
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,opponent_runs_4plus,128,0.6641,0.5745,0.0896
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,opponent_runs_4plus,128,0.5312,0.55,-0.0188
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,opponent_runs_4plus,107,0.5981,0.5493,0.0488
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,opponent_runs_5plus,128,0.5469,0.4529,0.094
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,opponent_runs_5plus,128,0.4375,0.4252,0.0123
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,opponent_runs_5plus,107,0.5047,0.4166,0.0881
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_early_deficit_scored_next2,128,0.3125,0.3316,-0.0191
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_early_deficit_scored_next2,128,0.3516,0.3148,0.0368
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_early_deficit_scored_next2,107,0.271,0.3279,-0.0569
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_early_deficit_tied_or_led_later,128,0.2422,0.2853,-0.0431
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_early_deficit_tied_or_led_later,128,0.3438,0.2697,0.0741
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_early_deficit_tied_or_led_later,107,0.271,0.2877,-0.0167
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_f5_runs_2plus,128,0.5312,0.5945,-0.0633
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_f5_runs_2plus,128,0.5391,0.5795,-0.0404
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_f5_runs_2plus,107,0.6916,0.5754,0.1162
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_post5_runs_2plus,128,0.5312,0.4955,0.0357
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_post5_runs_2plus,128,0.3828,0.4773,-0.0945
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_post5_runs_2plus,107,0.4579,0.4701,-0.0122
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_runs_4plus,128,0.6328,0.5745,0.0583
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_runs_4plus,128,0.5234,0.55,-0.0266
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_runs_4plus,107,0.5981,0.5493,0.0488
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_runs_5plus,128,0.4609,0.4529,0.008
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_runs_5plus,128,0.3594,0.4252,-0.0658
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_runs_5plus,107,0.4206,0.4166,0.004
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_trailed_early_1to3,128,0.4688,0.4889,-0.0201
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_trailed_early_1to3,128,0.5469,0.4826,0.0643
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_trailed_early_1to3,107,0.4579,0.4927,-0.0348
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_won,128,0.4219,0.5,-0.0781
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_won,128,0.4688,0.498,-0.0292
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__avg_4_25_5_0,team_won,107,0.5234,0.5,0.0234
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,f5_total_4plus,103,0.5631,0.6211,-0.058
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,f5_total_4plus,114,0.6667,0.6226,0.0441
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,f5_total_5plus,103,0.3981,0.4957,-0.0976
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,f5_total_5plus,114,0.5175,0.4925,0.025
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,game_total_10plus,103,0.3689,0.3805,-0.0116
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,game_total_10plus,114,0.3684,0.3911,-0.0227
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,game_total_9plus,103,0.4369,0.4863,-0.0494
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,game_total_9plus,114,0.4561,0.4853,-0.0292
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,opponent_blew_early_small_lead,103,0.3204,0.2697,0.0507
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,opponent_blew_early_small_lead,114,0.2719,0.2877,-0.0158
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,opponent_runs_4plus,103,0.4854,0.55,-0.0646
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,opponent_runs_4plus,114,0.5439,0.5493,-0.0054
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,opponent_runs_5plus,103,0.4078,0.4252,-0.0174
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,opponent_runs_5plus,114,0.4386,0.4166,0.022
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,team_early_deficit_scored_next2,103,0.3592,0.3148,0.0444
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,team_early_deficit_scored_next2,114,0.3421,0.3279,0.0142
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,team_early_deficit_tied_or_led_later,103,0.3204,0.2697,0.0507
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,team_early_deficit_tied_or_led_later,114,0.2719,0.2877,-0.0158
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,team_f5_runs_2plus,103,0.534,0.5795,-0.0455
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,team_f5_runs_2plus,114,0.6754,0.5754,0.1
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,team_post5_runs_2plus,103,0.4951,0.4773,0.0178
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,team_post5_runs_2plus,114,0.4211,0.4701,-0.049
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,team_runs_4plus,103,0.5631,0.55,0.0131
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,team_runs_4plus,114,0.5877,0.5493,0.0384
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,team_runs_5plus,103,0.466,0.4252,0.0408
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,team_runs_5plus,114,0.3333,0.4166,-0.0833
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,team_trailed_early_1to3,103,0.5534,0.4826,0.0708
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,team_trailed_early_1to3,114,0.5,0.4927,0.0073
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,team_won,103,0.5631,0.498,0.0651
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__bad_5_0_6_0,team_won,114,0.4474,0.5,-0.0526
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,f5_total_4plus,255,0.6,0.6342,-0.0342
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,f5_total_4plus,329,0.5836,0.6211,-0.0375
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,f5_total_4plus,312,0.5962,0.6226,-0.0264
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,f5_total_5plus,255,0.5176,0.531,-0.0134
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,f5_total_5plus,329,0.462,0.4957,-0.0337
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,f5_total_5plus,312,0.4712,0.4925,-0.0213
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,game_total_10plus,255,0.4235,0.4257,-0.0022
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,game_total_10plus,329,0.3435,0.3805,-0.037
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,game_total_10plus,312,0.3526,0.3911,-0.0385
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,game_total_9plus,255,0.5137,0.5237,-0.01
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,game_total_9plus,329,0.459,0.4863,-0.0273
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,game_total_9plus,312,0.4391,0.4853,-0.0462
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,opponent_blew_early_small_lead,255,0.2863,0.2853,0.001
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,opponent_blew_early_small_lead,329,0.2857,0.2697,0.016
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,opponent_blew_early_small_lead,312,0.2692,0.2877,-0.0185
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,opponent_runs_4plus,255,0.6314,0.5745,0.0569
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,opponent_runs_4plus,329,0.541,0.55,-0.009
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,opponent_runs_4plus,312,0.5481,0.5493,-0.0012
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,opponent_runs_5plus,255,0.4824,0.4529,0.0295
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,opponent_runs_5plus,329,0.3799,0.4252,-0.0453
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,opponent_runs_5plus,312,0.4295,0.4166,0.0129
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,team_early_deficit_scored_next2,255,0.3333,0.3316,0.0017
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,team_early_deficit_scored_next2,329,0.3374,0.3148,0.0226
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,team_early_deficit_scored_next2,312,0.3237,0.3279,-0.0042
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,team_early_deficit_tied_or_led_later,255,0.2863,0.2853,0.001
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,team_early_deficit_tied_or_led_later,329,0.2857,0.2697,0.016
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,team_early_deficit_tied_or_led_later,312,0.2692,0.2877,-0.0185
2023,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,team_f5_runs_2plus,255,0.5569,0.5945,-0.0376
2024,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,team_f5_runs_2plus,329,0.5866,0.5795,0.0071
2025,offense_form_bucket+opponent_starter_ra9_bucket,40_45__excellent_lt_3_5,team_f5_runs_2plus,312,0.5224,0.5754,-0.053
