season,family,feature,feature_value,outcome,count,feature_rate,baseline_rate,lift
2025,starter_quality,starter_confidence,medium,team_early_deficit_tied_or_led_later,482,0.3008,0.2877,0.0131
2023,starter_quality,starter_confidence,medium,team_f5_runs_2plus,496,0.5827,0.5945,-0.0118
2024,starter_quality,starter_confidence,medium,team_f5_runs_2plus,483,0.5466,0.5795,-0.0329
2025,starter_quality,starter_confidence,medium,team_f5_runs_2plus,482,0.5851,0.5754,0.0097
2023,starter_quality,starter_confidence,medium,team_post5_runs_2plus,496,0.4778,0.4955,-0.0177
2024,starter_quality,starter_confidence,medium,team_post5_runs_2plus,483,0.4803,0.4773,0.003
2025,starter_quality,starter_confidence,medium,team_post5_runs_2plus,482,0.4585,0.4701,-0.0116
2023,starter_quality,starter_confidence,medium,team_runs_4plus,496,0.5968,0.5745,0.0223
2024,starter_quality,starter_confidence,medium,team_runs_4plus,483,0.5383,0.55,-0.0117
2025,starter_quality,starter_confidence,medium,team_runs_4plus,482,0.529,0.5493,-0.0203
2023,starter_quality,starter_confidence,medium,team_runs_5plus,496,0.4516,0.4529,-0.0013
2024,starter_quality,starter_confidence,medium,team_runs_5plus,483,0.4058,0.4252,-0.0194
2025,starter_quality,starter_confidence,medium,team_runs_5plus,482,0.3755,0.4166,-0.0411
2023,starter_quality,starter_confidence,medium,team_trailed_early_1to3,496,0.5161,0.4889,0.0272
2024,starter_quality,starter_confidence,medium,team_trailed_early_1to3,483,0.5259,0.4826,0.0433
2025,starter_quality,starter_confidence,medium,team_trailed_early_1to3,482,0.5228,0.4927,0.0301
2023,starter_quality,starter_confidence,medium,team_won,496,0.4899,0.5,-0.0101
2024,starter_quality,starter_confidence,medium,team_won,483,0.4596,0.498,-0.0384
2025,starter_quality,starter_confidence,medium,team_won,482,0.4813,0.5,-0.0187
2023,starter_quality,starter_confidence,none,f5_total_4plus,383,0.6554,0.6342,0.0212
2024,starter_quality,starter_confidence,none,f5_total_4plus,396,0.6944,0.6211,0.0733
2025,starter_quality,starter_confidence,none,f5_total_4plus,371,0.6361,0.6226,0.0135
2023,starter_quality,starter_confidence,none,f5_total_5plus,383,0.5379,0.531,0.0069
2024,starter_quality,starter_confidence,none,f5_total_5plus,396,0.5556,0.4957,0.0599
2025,starter_quality,starter_confidence,none,f5_total_5plus,371,0.496,0.4925,0.0035
2023,starter_quality,starter_confidence,none,game_total_10plus,383,0.4178,0.4257,-0.0079
2024,starter_quality,starter_confidence,none,game_total_10plus,396,0.4444,0.3805,0.0639
2025,starter_quality,starter_confidence,none,game_total_10plus,371,0.4016,0.3911,0.0105
2023,starter_quality,starter_confidence,none,game_total_9plus,383,0.5222,0.5237,-0.0015
2024,starter_quality,starter_confidence,none,game_total_9plus,396,0.5455,0.4863,0.0592
2025,starter_quality,starter_confidence,none,game_total_9plus,371,0.5229,0.4853,0.0376
2023,starter_quality,starter_confidence,none,opponent_blew_early_small_lead,383,0.2559,0.2853,-0.0294
2024,starter_quality,starter_confidence,none,opponent_blew_early_small_lead,396,0.2778,0.2697,0.0081
2025,starter_quality,starter_confidence,none,opponent_blew_early_small_lead,371,0.2884,0.2877,0.0007
2023,starter_quality,starter_confidence,none,opponent_runs_4plus,383,0.5875,0.5745,0.013
2024,starter_quality,starter_confidence,none,opponent_runs_4plus,396,0.596,0.55,0.046
2025,starter_quality,starter_confidence,none,opponent_runs_4plus,371,0.5633,0.5493,0.014
2023,starter_quality,starter_confidence,none,opponent_runs_5plus,383,0.4778,0.4529,0.0249
2024,starter_quality,starter_confidence,none,opponent_runs_5plus,396,0.4848,0.4252,0.0596
2025,starter_quality,starter_confidence,none,opponent_runs_5plus,371,0.4582,0.4166,0.0416
2023,starter_quality,starter_confidence,none,team_early_deficit_scored_next2,383,0.3185,0.3316,-0.0131
2024,starter_quality,starter_confidence,none,team_early_deficit_scored_next2,396,0.3258,0.3148,0.011
2025,starter_quality,starter_confidence,none,team_early_deficit_scored_next2,371,0.3288,0.3279,0.0009
2023,starter_quality,starter_confidence,none,team_early_deficit_tied_or_led_later,383,0.2559,0.2853,-0.0294
2024,starter_quality,starter_confidence,none,team_early_deficit_tied_or_led_later,396,0.2778,0.2697,0.0081
2025,starter_quality,starter_confidence,none,team_early_deficit_tied_or_led_later,371,0.2884,0.2877,0.0007
2023,starter_quality,starter_confidence,none,team_f5_runs_2plus,383,0.5666,0.5945,-0.0279
2024,starter_quality,starter_confidence,none,team_f5_runs_2plus,396,0.5783,0.5795,-0.0012
2025,starter_quality,starter_confidence,none,team_f5_runs_2plus,371,0.5876,0.5754,0.0122
2023,starter_quality,starter_confidence,none,team_post5_runs_2plus,383,0.47,0.4955,-0.0255
2024,starter_quality,starter_confidence,none,team_post5_runs_2plus,396,0.4545,0.4773,-0.0228
2025,starter_quality,starter_confidence,none,team_post5_runs_2plus,371,0.4528,0.4701,-0.0173
2023,starter_quality,starter_confidence,none,team_runs_4plus,383,0.5483,0.5745,-0.0262
2024,starter_quality,starter_confidence,none,team_runs_4plus,396,0.5631,0.55,0.0131
2025,starter_quality,starter_confidence,none,team_runs_4plus,371,0.5499,0.5493,0.0006
2023,starter_quality,starter_confidence,none,team_runs_5plus,383,0.4282,0.4529,-0.0247
2024,starter_quality,starter_confidence,none,team_runs_5plus,396,0.4545,0.4252,0.0293
2025,starter_quality,starter_confidence,none,team_runs_5plus,371,0.4016,0.4166,-0.015
2023,starter_quality,starter_confidence,none,team_trailed_early_1to3,383,0.4909,0.4889,0.002
2024,starter_quality,starter_confidence,none,team_trailed_early_1to3,396,0.5076,0.4826,0.025
2025,starter_quality,starter_confidence,none,team_trailed_early_1to3,371,0.496,0.4927,0.0033
2023,starter_quality,starter_confidence,none,team_won,383,0.4648,0.5,-0.0352
2024,starter_quality,starter_confidence,none,team_won,396,0.4369,0.498,-0.0611
2025,starter_quality,starter_confidence,none,team_won,371,0.4798,0.5,-0.0202
2023,starter_quality,opponent_starter_confidence,high,f5_total_4plus,3391,0.6284,0.6342,-0.0058
2024,starter_quality,opponent_starter_confidence,high,f5_total_4plus,3561,0.617,0.6211,-0.0041
2025,starter_quality,opponent_starter_confidence,high,f5_total_4plus,3470,0.6205,0.6226,-0.0021
2023,starter_quality,opponent_starter_confidence,high,f5_total_5plus,3391,0.5261,0.531,-0.0049
2024,starter_quality,opponent_starter_confidence,high,f5_total_5plus,3561,0.4926,0.4957,-0.0031
2025,starter_quality,opponent_starter_confidence,high,f5_total_5plus,3470,0.498,0.4925,0.0055
2023,starter_quality,opponent_starter_confidence,high,game_total_10plus,3391,0.427,0.4257,0.0013
2024,starter_quality,opponent_starter_confidence,high,game_total_10plus,3561,0.3721,0.3805,-0.0084
2025,starter_quality,opponent_starter_confidence,high,game_total_10plus,3470,0.3945,0.3911,0.0034
2023,starter_quality,opponent_starter_confidence,high,game_total_9plus,3391,0.5243,0.5237,0.0006
2024,starter_quality,opponent_starter_confidence,high,game_total_9plus,3561,0.4791,0.4863,-0.0072
2025,starter_quality,opponent_starter_confidence,high,game_total_9plus,3470,0.4856,0.4853,0.0003
2023,starter_quality,opponent_starter_confidence,high,opponent_blew_early_small_lead,3391,0.2881,0.2853,0.0028
2024,starter_quality,opponent_starter_confidence,high,opponent_blew_early_small_lead,3561,0.2679,0.2697,-0.0018
2025,starter_quality,opponent_starter_confidence,high,opponent_blew_early_small_lead,3470,0.2847,0.2877,-0.003
2023,starter_quality,opponent_starter_confidence,high,opponent_runs_4plus,3391,0.5777,0.5745,0.0032
2024,starter_quality,opponent_starter_confidence,high,opponent_runs_4plus,3561,0.5493,0.55,-0.0007
2025,starter_quality,opponent_starter_confidence,high,opponent_runs_4plus,3470,0.5496,0.5493,0.0003
2023,starter_quality,opponent_starter_confidence,high,opponent_runs_5plus,3391,0.4592,0.4529,0.0063
2024,starter_quality,opponent_starter_confidence,high,opponent_runs_5plus,3561,0.4252,0.4252,0.0
2025,starter_quality,opponent_starter_confidence,high,opponent_runs_5plus,3470,0.4207,0.4166,0.0041
2023,starter_quality,opponent_starter_confidence,high,team_early_deficit_scored_next2,3391,0.3303,0.3316,-0.0013
2024,starter_quality,opponent_starter_confidence,high,team_early_deficit_scored_next2,3561,0.3159,0.3148,0.0011
2025,starter_quality,opponent_starter_confidence,high,team_early_deficit_scored_next2,3470,0.3233,0.3279,-0.0046
2023,starter_quality,opponent_starter_confidence,high,team_early_deficit_tied_or_led_later,3391,0.2881,0.2853,0.0028
2024,starter_quality,opponent_starter_confidence,high,team_early_deficit_tied_or_led_later,3561,0.2679,0.2697,-0.0018
2025,starter_quality,opponent_starter_confidence,high,team_early_deficit_tied_or_led_later,3470,0.2847,0.2877,-0.003
2023,starter_quality,opponent_starter_confidence,high,team_f5_runs_2plus,3391,0.586,0.5945,-0.0085
2024,starter_quality,opponent_starter_confidence,high,team_f5_runs_2plus,3561,0.5717,0.5795,-0.0078
2025,starter_quality,opponent_starter_confidence,high,team_f5_runs_2plus,3470,0.57,0.5754,-0.0054
2023,starter_quality,opponent_starter_confidence,high,team_post5_runs_2plus,3391,0.4972,0.4955,0.0017
2024,starter_quality,opponent_starter_confidence,high,team_post5_runs_2plus,3561,0.4698,0.4773,-0.0075
2025,starter_quality,opponent_starter_confidence,high,team_post5_runs_2plus,3470,0.4723,0.4701,0.0022
2023,starter_quality,opponent_starter_confidence,high,team_runs_4plus,3391,0.5703,0.5745,-0.0042
2024,starter_quality,opponent_starter_confidence,high,team_runs_4plus,3561,0.5395,0.55,-0.0105
2025,starter_quality,opponent_starter_confidence,high,team_runs_4plus,3470,0.547,0.5493,-0.0023
2023,starter_quality,opponent_starter_confidence,high,team_runs_5plus,3391,0.4459,0.4529,-0.007
2024,starter_quality,opponent_starter_confidence,high,team_runs_5plus,3561,0.4153,0.4252,-0.0099
2025,starter_quality,opponent_starter_confidence,high,team_runs_5plus,3470,0.415,0.4166,-0.0016
2023,starter_quality,opponent_starter_confidence,high,team_trailed_early_1to3,3391,0.4951,0.4889,0.0062
2024,starter_quality,opponent_starter_confidence,high,team_trailed_early_1to3,3561,0.4912,0.4826,0.0086
2025,starter_quality,opponent_starter_confidence,high,team_trailed_early_1to3,3470,0.4905,0.4927,-0.0022
2023,starter_quality,opponent_starter_confidence,high,team_won,3391,0.4945,0.5,-0.0055
2024,starter_quality,opponent_starter_confidence,high,team_won,3561,0.4895,0.498,-0.0085
2025,starter_quality,opponent_starter_confidence,high,team_won,3470,0.4968,0.5,-0.0032
2023,starter_quality,opponent_starter_confidence,low,f5_total_4plus,672,0.6339,0.6342,-0.0003
2024,starter_quality,opponent_starter_confidence,low,f5_total_4plus,680,0.5985,0.6211,-0.0226
2025,starter_quality,opponent_starter_confidence,low,f5_total_4plus,627,0.6093,0.6226,-0.0133
2023,starter_quality,opponent_starter_confidence,low,f5_total_5plus,672,0.5327,0.531,0.0017
2024,starter_quality,opponent_starter_confidence,low,f5_total_5plus,680,0.4868,0.4957,-0.0089
2025,starter_quality,opponent_starter_confidence,low,f5_total_5plus,627,0.4785,0.4925,-0.014
2023,starter_quality,opponent_starter_confidence,low,game_total_10plus,672,0.4405,0.4257,0.0148
2024,starter_quality,opponent_starter_confidence,low,game_total_10plus,680,0.4044,0.3805,0.0239
2025,starter_quality,opponent_starter_confidence,low,game_total_10plus,627,0.3732,0.3911,-0.0179
2023,starter_quality,opponent_starter_confidence,low,game_total_9plus,672,0.5208,0.5237,-0.0029
2024,starter_quality,opponent_starter_confidence,low,game_total_9plus,680,0.5088,0.4863,0.0225
2025,starter_quality,opponent_starter_confidence,low,game_total_9plus,627,0.4864,0.4853,0.0011
2023,starter_quality,opponent_starter_confidence,low,opponent_blew_early_small_lead,672,0.3036,0.2853,0.0183
2024,starter_quality,opponent_starter_confidence,low,opponent_blew_early_small_lead,680,0.2529,0.2697,-0.0168
2025,starter_quality,opponent_starter_confidence,low,opponent_blew_early_small_lead,627,0.2855,0.2877,-0.0022
2023,starter_quality,opponent_starter_confidence,low,opponent_runs_4plus,672,0.5565,0.5745,-0.018
2024,starter_quality,opponent_starter_confidence,low,opponent_runs_4plus,680,0.5544,0.55,0.0044
2025,starter_quality,opponent_starter_confidence,low,opponent_runs_4plus,627,0.563,0.5493,0.0137
2023,starter_quality,opponent_starter_confidence,low,opponent_runs_5plus,672,0.436,0.4529,-0.0169
2024,starter_quality,opponent_starter_confidence,low,opponent_runs_5plus,680,0.4221,0.4252,-0.0031
2025,starter_quality,opponent_starter_confidence,low,opponent_runs_5plus,627,0.4338,0.4166,0.0172
2023,starter_quality,opponent_starter_confidence,low,team_early_deficit_scored_next2,672,0.3497,0.3316,0.0181
2024,starter_quality,opponent_starter_confidence,low,team_early_deficit_scored_next2,680,0.3015,0.3148,-0.0133
2025,starter_quality,opponent_starter_confidence,low,team_early_deficit_scored_next2,627,0.3397,0.3279,0.0118
2023,starter_quality,opponent_starter_confidence,low,team_early_deficit_tied_or_led_later,672,0.3036,0.2853,0.0183
2024,starter_quality,opponent_starter_confidence,low,team_early_deficit_tied_or_led_later,680,0.2529,0.2697,-0.0168
2025,starter_quality,opponent_starter_confidence,low,team_early_deficit_tied_or_led_later,627,0.2855,0.2877,-0.0022
2023,starter_quality,opponent_starter_confidence,low,team_f5_runs_2plus,672,0.6086,0.5945,0.0141
2024,starter_quality,opponent_starter_confidence,low,team_f5_runs_2plus,680,0.5824,0.5795,0.0029
2025,starter_quality,opponent_starter_confidence,low,team_f5_runs_2plus,627,0.5805,0.5754,0.0051
2023,starter_quality,opponent_starter_confidence,low,team_post5_runs_2plus,672,0.4926,0.4955,-0.0029
2024,starter_quality,opponent_starter_confidence,low,team_post5_runs_2plus,680,0.4809,0.4773,0.0036
2025,starter_quality,opponent_starter_confidence,low,team_post5_runs_2plus,627,0.453,0.4701,-0.0171
2023,starter_quality,opponent_starter_confidence,low,team_runs_4plus,672,0.5789,0.5745,0.0044
2024,starter_quality,opponent_starter_confidence,low,team_runs_4plus,680,0.5471,0.55,-0.0029
2025,starter_quality,opponent_starter_confidence,low,team_runs_4plus,627,0.5582,0.5493,0.0089
2023,starter_quality,opponent_starter_confidence,low,team_runs_5plus,672,0.4658,0.4529,0.0129
2024,starter_quality,opponent_starter_confidence,low,team_runs_5plus,680,0.4191,0.4252,-0.0061
2025,starter_quality,opponent_starter_confidence,low,team_runs_5plus,627,0.4099,0.4166,-0.0067
2023,starter_quality,opponent_starter_confidence,low,team_trailed_early_1to3,672,0.4926,0.4889,0.0037
2024,starter_quality,opponent_starter_confidence,low,team_trailed_early_1to3,680,0.4603,0.4826,-0.0223
2025,starter_quality,opponent_starter_confidence,low,team_trailed_early_1to3,627,0.4944,0.4927,0.0017
2023,starter_quality,opponent_starter_confidence,low,team_won,672,0.5,0.5,0.0
2024,starter_quality,opponent_starter_confidence,low,team_won,680,0.5015,0.498,0.0035
2025,starter_quality,opponent_starter_confidence,low,team_won,627,0.4912,0.5,-0.0088
2023,starter_quality,opponent_starter_confidence,medium,f5_total_4plus,496,0.6573,0.6342,0.0231
2024,starter_quality,opponent_starter_confidence,medium,f5_total_4plus,483,0.6232,0.6211,0.0021
2025,starter_quality,opponent_starter_confidence,medium,f5_total_4plus,482,0.6452,0.6226,0.0226
2023,starter_quality,opponent_starter_confidence,medium,f5_total_5plus,496,0.5565,0.531,0.0255
2024,starter_quality,opponent_starter_confidence,medium,f5_total_5plus,483,0.4824,0.4957,-0.0133
2025,starter_quality,opponent_starter_confidence,medium,f5_total_5plus,482,0.4689,0.4925,-0.0236
2023,starter_quality,opponent_starter_confidence,medium,game_total_10plus,496,0.4032,0.4257,-0.0225
2024,starter_quality,opponent_starter_confidence,medium,game_total_10plus,483,0.3561,0.3805,-0.0244
2025,starter_quality,opponent_starter_confidence,medium,game_total_10plus,482,0.3817,0.3911,-0.0094
2023,starter_quality,opponent_starter_confidence,medium,game_total_9plus,496,0.5242,0.5237,0.0005
2024,starter_quality,opponent_starter_confidence,medium,game_total_9plus,483,0.4596,0.4863,-0.0267
2025,starter_quality,opponent_starter_confidence,medium,game_total_9plus,482,0.4523,0.4853,-0.033
2023,starter_quality,opponent_starter_confidence,medium,opponent_blew_early_small_lead,496,0.2581,0.2853,-0.0272
2024,starter_quality,opponent_starter_confidence,medium,opponent_blew_early_small_lead,483,0.2857,0.2697,0.016
2025,starter_quality,opponent_starter_confidence,medium,opponent_blew_early_small_lead,482,0.3008,0.2877,0.0131
2023,starter_quality,opponent_starter_confidence,medium,opponent_runs_4plus,496,0.5968,0.5745,0.0223
2024,starter_quality,opponent_starter_confidence,medium,opponent_runs_4plus,483,0.5383,0.55,-0.0117
2025,starter_quality,opponent_starter_confidence,medium,opponent_runs_4plus,482,0.529,0.5493,-0.0203
2023,starter_quality,opponent_starter_confidence,medium,opponent_runs_5plus,496,0.4516,0.4529,-0.0013
2024,starter_quality,opponent_starter_confidence,medium,opponent_runs_5plus,483,0.4058,0.4252,-0.0194
2025,starter_quality,opponent_starter_confidence,medium,opponent_runs_5plus,482,0.3755,0.4166,-0.0411
2023,starter_quality,opponent_starter_confidence,medium,team_early_deficit_scored_next2,496,0.3246,0.3316,-0.007
2024,starter_quality,opponent_starter_confidence,medium,team_early_deficit_scored_next2,483,0.3106,0.3148,-0.0042
2025,starter_quality,opponent_starter_confidence,medium,team_early_deficit_scored_next2,482,0.3237,0.3279,-0.0042
2023,starter_quality,opponent_starter_confidence,medium,team_early_deficit_tied_or_led_later,496,0.2581,0.2853,-0.0272
2024,starter_quality,opponent_starter_confidence,medium,team_early_deficit_tied_or_led_later,483,0.2857,0.2697,0.016
2025,starter_quality,opponent_starter_confidence,medium,team_early_deficit_tied_or_led_later,482,0.3008,0.2877,0.0131
2023,starter_quality,opponent_starter_confidence,medium,team_f5_runs_2plus,496,0.629,0.5945,0.0345
2024,starter_quality,opponent_starter_confidence,medium,team_f5_runs_2plus,483,0.5901,0.5795,0.0106
2025,starter_quality,opponent_starter_confidence,medium,team_f5_runs_2plus,482,0.5892,0.5754,0.0138
2023,starter_quality,opponent_starter_confidence,medium,team_post5_runs_2plus,496,0.4758,0.4955,-0.0197
2024,starter_quality,opponent_starter_confidence,medium,team_post5_runs_2plus,483,0.5031,0.4773,0.0258
2025,starter_quality,opponent_starter_confidence,medium,team_post5_runs_2plus,482,0.4668,0.4701,-0.0033
2023,starter_quality,opponent_starter_confidence,medium,team_runs_4plus,496,0.5867,0.5745,0.0122
2024,starter_quality,opponent_starter_confidence,medium,team_runs_4plus,483,0.5942,0.55,0.0442
2025,starter_quality,opponent_starter_confidence,medium,team_runs_4plus,482,0.5436,0.5493,-0.0057
2023,starter_quality,opponent_starter_confidence,medium,team_runs_5plus,496,0.4637,0.4529,0.0108
2024,starter_quality,opponent_starter_confidence,medium,team_runs_5plus,483,0.4576,0.4252,0.0324
2025,starter_quality,opponent_starter_confidence,medium,team_runs_5plus,482,0.4046,0.4166,-0.012
2023,starter_quality,opponent_starter_confidence,medium,team_trailed_early_1to3,496,0.4657,0.4889,-0.0232
2024,starter_quality,opponent_starter_confidence,medium,team_trailed_early_1to3,483,0.4617,0.4826,-0.0209
2025,starter_quality,opponent_starter_confidence,medium,team_trailed_early_1to3,482,0.4959,0.4927,0.0032
2023,starter_quality,opponent_starter_confidence,medium,team_won,496,0.5101,0.5,0.0101
2024,starter_quality,opponent_starter_confidence,medium,team_won,483,0.5404,0.498,0.0424
2025,starter_quality,opponent_starter_confidence,medium,team_won,482,0.5187,0.5,0.0187
2023,starter_quality,opponent_starter_confidence,none,f5_total_4plus,383,0.6554,0.6342,0.0212
2024,starter_quality,opponent_starter_confidence,none,f5_total_4plus,396,0.6944,0.6211,0.0733
2025,starter_quality,opponent_starter_confidence,none,f5_total_4plus,371,0.6361,0.6226,0.0135
2023,starter_quality,opponent_starter_confidence,none,f5_total_5plus,383,0.5379,0.531,0.0069
2024,starter_quality,opponent_starter_confidence,none,f5_total_5plus,396,0.5556,0.4957,0.0599
2025,starter_quality,opponent_starter_confidence,none,f5_total_5plus,371,0.496,0.4925,0.0035
2023,starter_quality,opponent_starter_confidence,none,game_total_10plus,383,0.4178,0.4257,-0.0079
2024,starter_quality,opponent_starter_confidence,none,game_total_10plus,396,0.4444,0.3805,0.0639
2025,starter_quality,opponent_starter_confidence,none,game_total_10plus,371,0.4016,0.3911,0.0105
2023,starter_quality,opponent_starter_confidence,none,game_total_9plus,383,0.5222,0.5237,-0.0015
2024,starter_quality,opponent_starter_confidence,none,game_total_9plus,396,0.5455,0.4863,0.0592
2025,starter_quality,opponent_starter_confidence,none,game_total_9plus,371,0.5229,0.4853,0.0376
2023,starter_quality,opponent_starter_confidence,none,opponent_blew_early_small_lead,383,0.2637,0.2853,-0.0216
2024,starter_quality,opponent_starter_confidence,none,opponent_blew_early_small_lead,396,0.2955,0.2697,0.0258
2025,starter_quality,opponent_starter_confidence,none,opponent_blew_early_small_lead,371,0.3019,0.2877,0.0142
2023,starter_quality,opponent_starter_confidence,none,opponent_runs_4plus,383,0.5483,0.5745,-0.0262
2024,starter_quality,opponent_starter_confidence,none,opponent_runs_4plus,396,0.5631,0.55,0.0131
2025,starter_quality,opponent_starter_confidence,none,opponent_runs_4plus,371,0.5499,0.5493,0.0006
2023,starter_quality,opponent_starter_confidence,none,opponent_runs_5plus,383,0.4282,0.4529,-0.0247
2024,starter_quality,opponent_starter_confidence,none,opponent_runs_5plus,396,0.4545,0.4252,0.0293
2025,starter_quality,opponent_starter_confidence,none,opponent_runs_5plus,371,0.4016,0.4166,-0.015
2023,starter_quality,opponent_starter_confidence,none,team_early_deficit_scored_next2,383,0.3211,0.3316,-0.0105
2024,starter_quality,opponent_starter_confidence,none,team_early_deficit_scored_next2,396,0.3333,0.3148,0.0185
2025,starter_quality,opponent_starter_confidence,none,team_early_deficit_scored_next2,371,0.3558,0.3279,0.0279
2023,starter_quality,opponent_starter_confidence,none,team_early_deficit_tied_or_led_later,383,0.2637,0.2853,-0.0216
2024,starter_quality,opponent_starter_confidence,none,team_early_deficit_tied_or_led_later,396,0.2955,0.2697,0.0258
2025,starter_quality,opponent_starter_confidence,none,team_early_deficit_tied_or_led_later,371,0.3019,0.2877,0.0142
2023,starter_quality,opponent_starter_confidence,none,team_f5_runs_2plus,383,0.6005,0.5945,0.006
2024,starter_quality,opponent_starter_confidence,none,team_f5_runs_2plus,396,0.6313,0.5795,0.0518
2025,starter_quality,opponent_starter_confidence,none,team_f5_runs_2plus,371,0.5984,0.5754,0.023
2023,starter_quality,opponent_starter_confidence,none,team_post5_runs_2plus,383,0.5117,0.4955,0.0162
2024,starter_quality,opponent_starter_confidence,none,team_post5_runs_2plus,396,0.5076,0.4773,0.0303
2025,starter_quality,opponent_starter_confidence,none,team_post5_runs_2plus,371,0.4825,0.4701,0.0124
2023,starter_quality,opponent_starter_confidence,none,team_runs_4plus,383,0.5875,0.5745,0.013
2024,starter_quality,opponent_starter_confidence,none,team_runs_4plus,396,0.596,0.55,0.046
2025,starter_quality,opponent_starter_confidence,none,team_runs_4plus,371,0.5633,0.5493,0.014
2023,starter_quality,opponent_starter_confidence,none,team_runs_5plus,383,0.4778,0.4529,0.0249
2024,starter_quality,opponent_starter_confidence,none,team_runs_5plus,396,0.4848,0.4252,0.0596
2025,starter_quality,opponent_starter_confidence,none,team_runs_5plus,371,0.4582,0.4166,0.0416
2023,starter_quality,opponent_starter_confidence,none,team_trailed_early_1to3,383,0.4569,0.4889,-0.032
2024,starter_quality,opponent_starter_confidence,none,team_trailed_early_1to3,396,0.4697,0.4826,-0.0129
2025,starter_quality,opponent_starter_confidence,none,team_trailed_early_1to3,371,0.5067,0.4927,0.014
2023,starter_quality,opponent_starter_confidence,none,team_won,383,0.5352,0.5,0.0352
2024,starter_quality,opponent_starter_confidence,none,team_won,396,0.5177,0.498,0.0197
2025,starter_quality,opponent_starter_confidence,none,team_won,371,0.5202,0.5,0.0202
2023,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,f5_total_4plus,722,0.6039,0.6342,-0.0303
2024,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,f5_total_4plus,753,0.6096,0.6211,-0.0115
2025,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,f5_total_4plus,670,0.6567,0.6226,0.0341
2023,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,f5_total_5plus,722,0.5097,0.531,-0.0213
2024,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,f5_total_5plus,753,0.502,0.4957,0.0063
2025,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,f5_total_5plus,670,0.5254,0.4925,0.0329
2023,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,game_total_10plus,722,0.41,0.4257,-0.0157
2024,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,game_total_10plus,753,0.4024,0.3805,0.0219
2025,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,game_total_10plus,670,0.4239,0.3911,0.0328
2023,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,game_total_9plus,722,0.5194,0.5237,-0.0043
2024,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,game_total_9plus,753,0.4993,0.4863,0.013
2025,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,game_total_9plus,670,0.5134,0.4853,0.0281
2023,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,opponent_blew_early_small_lead,722,0.2576,0.2853,-0.0277
2024,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,opponent_blew_early_small_lead,753,0.3108,0.2697,0.0411
2025,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,opponent_blew_early_small_lead,670,0.2701,0.2877,-0.0176
2023,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,opponent_runs_4plus,722,0.5914,0.5745,0.0169
2024,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,opponent_runs_4plus,753,0.5325,0.55,-0.0175
2025,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,opponent_runs_4plus,670,0.5687,0.5493,0.0194
2023,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,opponent_runs_5plus,722,0.4668,0.4529,0.0139
2024,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,opponent_runs_5plus,753,0.425,0.4252,-0.0002
2025,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,opponent_runs_5plus,670,0.4433,0.4166,0.0267
2023,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,team_early_deficit_scored_next2,722,0.3019,0.3316,-0.0297
2024,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,team_early_deficit_scored_next2,753,0.3519,0.3148,0.0371
2025,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,team_early_deficit_scored_next2,670,0.3224,0.3279,-0.0055
2023,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,team_early_deficit_tied_or_led_later,722,0.2576,0.2853,-0.0277
2024,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,team_early_deficit_tied_or_led_later,753,0.3108,0.2697,0.0411
2025,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,team_early_deficit_tied_or_led_later,670,0.2701,0.2877,-0.0176
2023,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,team_f5_runs_2plus,722,0.5803,0.5945,-0.0142
2024,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,team_f5_runs_2plus,753,0.579,0.5795,-0.0005
2025,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,team_f5_runs_2plus,670,0.6149,0.5754,0.0395
2023,starter_quality,opponent_starter_ra9_bucket,avg_4_25_5_0,team_post5_runs_2plus,722,0.4806,0.4955,-0.0149
