season,family,feature,feature_value,outcome,count,feature_rate,baseline_rate,lift
2024,team_quality,opponent_strength_bucket,60_plus,team_won,322,0.4379,0.498,-0.0601
2025,team_quality,opponent_strength_bucket,60_plus,team_won,231,0.4935,0.5,-0.0065
2023,team_quality,opponent_strength_bucket,lt_40,f5_total_4plus,446,0.657,0.6342,0.0228
2024,team_quality,opponent_strength_bucket,lt_40,f5_total_4plus,437,0.6018,0.6211,-0.0193
2025,team_quality,opponent_strength_bucket,lt_40,f5_total_4plus,341,0.6305,0.6226,0.0079
2023,team_quality,opponent_strength_bucket,lt_40,f5_total_5plus,446,0.5605,0.531,0.0295
2024,team_quality,opponent_strength_bucket,lt_40,f5_total_5plus,437,0.4714,0.4957,-0.0243
2025,team_quality,opponent_strength_bucket,lt_40,f5_total_5plus,341,0.4985,0.4925,0.006
2023,team_quality,opponent_strength_bucket,lt_40,game_total_10plus,446,0.4507,0.4257,0.025
2024,team_quality,opponent_strength_bucket,lt_40,game_total_10plus,437,0.3822,0.3805,0.0017
2025,team_quality,opponent_strength_bucket,lt_40,game_total_10plus,341,0.4018,0.3911,0.0107
2023,team_quality,opponent_strength_bucket,lt_40,game_total_9plus,446,0.5493,0.5237,0.0256
2024,team_quality,opponent_strength_bucket,lt_40,game_total_9plus,437,0.4874,0.4863,0.0011
2025,team_quality,opponent_strength_bucket,lt_40,game_total_9plus,341,0.5015,0.4853,0.0162
2023,team_quality,opponent_strength_bucket,lt_40,opponent_blew_early_small_lead,446,0.296,0.2853,0.0107
2024,team_quality,opponent_strength_bucket,lt_40,opponent_blew_early_small_lead,437,0.3272,0.2697,0.0575
2025,team_quality,opponent_strength_bucket,lt_40,opponent_blew_early_small_lead,341,0.2786,0.2877,-0.0091
2023,team_quality,opponent_strength_bucket,lt_40,opponent_runs_4plus,446,0.4843,0.5745,-0.0902
2024,team_quality,opponent_strength_bucket,lt_40,opponent_runs_4plus,437,0.4668,0.55,-0.0832
2025,team_quality,opponent_strength_bucket,lt_40,opponent_runs_4plus,341,0.4663,0.5493,-0.083
2023,team_quality,opponent_strength_bucket,lt_40,opponent_runs_5plus,446,0.3565,0.4529,-0.0964
2024,team_quality,opponent_strength_bucket,lt_40,opponent_runs_5plus,437,0.3455,0.4252,-0.0797
2025,team_quality,opponent_strength_bucket,lt_40,opponent_runs_5plus,341,0.3314,0.4166,-0.0852
2023,team_quality,opponent_strength_bucket,lt_40,team_early_deficit_scored_next2,446,0.3363,0.3316,0.0047
2024,team_quality,opponent_strength_bucket,lt_40,team_early_deficit_scored_next2,437,0.3204,0.3148,0.0056
2025,team_quality,opponent_strength_bucket,lt_40,team_early_deficit_scored_next2,341,0.2639,0.3279,-0.064
2023,team_quality,opponent_strength_bucket,lt_40,team_early_deficit_tied_or_led_later,446,0.296,0.2853,0.0107
2024,team_quality,opponent_strength_bucket,lt_40,team_early_deficit_tied_or_led_later,437,0.3272,0.2697,0.0575
2025,team_quality,opponent_strength_bucket,lt_40,team_early_deficit_tied_or_led_later,341,0.2786,0.2877,-0.0091
2023,team_quality,opponent_strength_bucket,lt_40,team_f5_runs_2plus,446,0.6682,0.5945,0.0737
2024,team_quality,opponent_strength_bucket,lt_40,team_f5_runs_2plus,437,0.6316,0.5795,0.0521
2025,team_quality,opponent_strength_bucket,lt_40,team_f5_runs_2plus,341,0.6158,0.5754,0.0404
2023,team_quality,opponent_strength_bucket,lt_40,team_post5_runs_2plus,446,0.5538,0.4955,0.0583
2024,team_quality,opponent_strength_bucket,lt_40,team_post5_runs_2plus,437,0.5446,0.4773,0.0673
2025,team_quality,opponent_strength_bucket,lt_40,team_post5_runs_2plus,341,0.4985,0.4701,0.0284
2023,team_quality,opponent_strength_bucket,lt_40,team_runs_4plus,446,0.6906,0.5745,0.1161
2024,team_quality,opponent_strength_bucket,lt_40,team_runs_4plus,437,0.627,0.55,0.077
2025,team_quality,opponent_strength_bucket,lt_40,team_runs_4plus,341,0.6452,0.5493,0.0959
2023,team_quality,opponent_strength_bucket,lt_40,team_runs_5plus,446,0.5605,0.4529,0.1076
2024,team_quality,opponent_strength_bucket,lt_40,team_runs_5plus,437,0.4966,0.4252,0.0714
2025,team_quality,opponent_strength_bucket,lt_40,team_runs_5plus,341,0.4927,0.4166,0.0761
2023,team_quality,opponent_strength_bucket,lt_40,team_trailed_early_1to3,446,0.4462,0.4889,-0.0427
2024,team_quality,opponent_strength_bucket,lt_40,team_trailed_early_1to3,437,0.4554,0.4826,-0.0272
2025,team_quality,opponent_strength_bucket,lt_40,team_trailed_early_1to3,341,0.4106,0.4927,-0.0821
2023,team_quality,opponent_strength_bucket,lt_40,team_won,446,0.6121,0.5,0.1121
2024,team_quality,opponent_strength_bucket,lt_40,team_won,437,0.6156,0.498,0.1176
2025,team_quality,opponent_strength_bucket,lt_40,team_won,341,0.61,0.5,0.11
2023,team_quality,team_strength_gap_bucket,minus_10_or_worse,f5_total_4plus,735,0.6517,0.6342,0.0175
2024,team_quality,team_strength_gap_bucket,minus_10_or_worse,f5_total_4plus,737,0.6499,0.6211,0.0288
2025,team_quality,team_strength_gap_bucket,minus_10_or_worse,f5_total_4plus,651,0.6237,0.6226,0.0011
2023,team_quality,team_strength_gap_bucket,minus_10_or_worse,f5_total_5plus,735,0.5605,0.531,0.0295
2024,team_quality,team_strength_gap_bucket,minus_10_or_worse,f5_total_5plus,737,0.5156,0.4957,0.0199
2025,team_quality,team_strength_gap_bucket,minus_10_or_worse,f5_total_5plus,651,0.5008,0.4925,0.0083
2023,team_quality,team_strength_gap_bucket,minus_10_or_worse,game_total_10plus,735,0.4395,0.4257,0.0138
2024,team_quality,team_strength_gap_bucket,minus_10_or_worse,game_total_10plus,737,0.403,0.3805,0.0225
2025,team_quality,team_strength_gap_bucket,minus_10_or_worse,game_total_10plus,651,0.3963,0.3911,0.0052
2023,team_quality,team_strength_gap_bucket,minus_10_or_worse,game_total_9plus,735,0.5456,0.5237,0.0219
2024,team_quality,team_strength_gap_bucket,minus_10_or_worse,game_total_9plus,737,0.5007,0.4863,0.0144
2025,team_quality,team_strength_gap_bucket,minus_10_or_worse,game_total_9plus,651,0.4977,0.4853,0.0124
2023,team_quality,team_strength_gap_bucket,minus_10_or_worse,opponent_blew_early_small_lead,735,0.2748,0.2853,-0.0105
2024,team_quality,team_strength_gap_bucket,minus_10_or_worse,opponent_blew_early_small_lead,737,0.2524,0.2697,-0.0173
2025,team_quality,team_strength_gap_bucket,minus_10_or_worse,opponent_blew_early_small_lead,651,0.2704,0.2877,-0.0173
2023,team_quality,team_strength_gap_bucket,minus_10_or_worse,opponent_runs_4plus,735,0.6776,0.5745,0.1031
2024,team_quality,team_strength_gap_bucket,minus_10_or_worse,opponent_runs_4plus,737,0.6214,0.55,0.0714
2025,team_quality,team_strength_gap_bucket,minus_10_or_worse,opponent_runs_4plus,651,0.6283,0.5493,0.079
2023,team_quality,team_strength_gap_bucket,minus_10_or_worse,opponent_runs_5plus,735,0.5646,0.4529,0.1117
2024,team_quality,team_strength_gap_bucket,minus_10_or_worse,opponent_runs_5plus,737,0.5007,0.4252,0.0755
2025,team_quality,team_strength_gap_bucket,minus_10_or_worse,opponent_runs_5plus,651,0.4823,0.4166,0.0657
2023,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_early_deficit_scored_next2,735,0.3524,0.3316,0.0208
2024,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_early_deficit_scored_next2,737,0.3433,0.3148,0.0285
2025,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_early_deficit_scored_next2,651,0.3425,0.3279,0.0146
2023,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_early_deficit_tied_or_led_later,735,0.2748,0.2853,-0.0105
2024,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_early_deficit_tied_or_led_later,737,0.2524,0.2697,-0.0173
2025,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_early_deficit_tied_or_led_later,651,0.2704,0.2877,-0.0173
2023,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_f5_runs_2plus,735,0.532,0.5945,-0.0625
2024,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_f5_runs_2plus,737,0.5482,0.5795,-0.0313
2025,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_f5_runs_2plus,651,0.5253,0.5754,-0.0501
2023,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_post5_runs_2plus,735,0.4612,0.4955,-0.0343
2024,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_post5_runs_2plus,737,0.4423,0.4773,-0.035
2025,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_post5_runs_2plus,651,0.4501,0.4701,-0.02
2023,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_runs_4plus,735,0.4857,0.5745,-0.0888
2024,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_runs_4plus,737,0.483,0.55,-0.067
2025,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_runs_4plus,651,0.4777,0.5493,-0.0716
2023,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_runs_5plus,735,0.3701,0.4529,-0.0828
2024,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_runs_5plus,737,0.3609,0.4252,-0.0643
2025,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_runs_5plus,651,0.3518,0.4166,-0.0648
2023,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_trailed_early_1to3,735,0.5456,0.4889,0.0567
2024,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_trailed_early_1to3,737,0.536,0.4826,0.0534
2025,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_trailed_early_1to3,651,0.5515,0.4927,0.0588
2023,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_won,735,0.3946,0.5,-0.1054
2024,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_won,737,0.3989,0.498,-0.0991
2025,team_quality,team_strength_gap_bucket,minus_10_or_worse,team_won,651,0.4009,0.5,-0.0991
2023,team_quality,team_strength_gap_bucket,minus_5_to_10,f5_total_4plus,733,0.6303,0.6342,-0.0039
2024,team_quality,team_strength_gap_bucket,minus_5_to_10,f5_total_4plus,682,0.6041,0.6211,-0.017
2025,team_quality,team_strength_gap_bucket,minus_5_to_10,f5_total_4plus,710,0.6366,0.6226,0.014
2023,team_quality,team_strength_gap_bucket,minus_5_to_10,f5_total_5plus,733,0.5198,0.531,-0.0112
2024,team_quality,team_strength_gap_bucket,minus_5_to_10,f5_total_5plus,682,0.4853,0.4957,-0.0104
2025,team_quality,team_strength_gap_bucket,minus_5_to_10,f5_total_5plus,710,0.4958,0.4925,0.0033
2023,team_quality,team_strength_gap_bucket,minus_5_to_10,game_total_10plus,733,0.4243,0.4257,-0.0014
2024,team_quality,team_strength_gap_bucket,minus_5_to_10,game_total_10plus,682,0.3695,0.3805,-0.011
2025,team_quality,team_strength_gap_bucket,minus_5_to_10,game_total_10plus,710,0.393,0.3911,0.0019
2023,team_quality,team_strength_gap_bucket,minus_5_to_10,game_total_9plus,733,0.5225,0.5237,-0.0012
2024,team_quality,team_strength_gap_bucket,minus_5_to_10,game_total_9plus,682,0.4795,0.4863,-0.0068
2025,team_quality,team_strength_gap_bucket,minus_5_to_10,game_total_9plus,710,0.4803,0.4853,-0.005
2023,team_quality,team_strength_gap_bucket,minus_5_to_10,opponent_blew_early_small_lead,733,0.2892,0.2853,0.0039
2024,team_quality,team_strength_gap_bucket,minus_5_to_10,opponent_blew_early_small_lead,682,0.2771,0.2697,0.0074
2025,team_quality,team_strength_gap_bucket,minus_5_to_10,opponent_blew_early_small_lead,710,0.2901,0.2877,0.0024
2023,team_quality,team_strength_gap_bucket,minus_5_to_10,opponent_runs_4plus,733,0.6057,0.5745,0.0312
2024,team_quality,team_strength_gap_bucket,minus_5_to_10,opponent_runs_4plus,682,0.5982,0.55,0.0482
2025,team_quality,team_strength_gap_bucket,minus_5_to_10,opponent_runs_4plus,710,0.5549,0.5493,0.0056
2023,team_quality,team_strength_gap_bucket,minus_5_to_10,opponent_runs_5plus,733,0.5034,0.4529,0.0505
2024,team_quality,team_strength_gap_bucket,minus_5_to_10,opponent_runs_5plus,682,0.4721,0.4252,0.0469
2025,team_quality,team_strength_gap_bucket,minus_5_to_10,opponent_runs_5plus,710,0.4268,0.4166,0.0102
2023,team_quality,team_strength_gap_bucket,minus_5_to_10,team_early_deficit_scored_next2,733,0.3465,0.3316,0.0149
2024,team_quality,team_strength_gap_bucket,minus_5_to_10,team_early_deficit_scored_next2,682,0.3255,0.3148,0.0107
2025,team_quality,team_strength_gap_bucket,minus_5_to_10,team_early_deficit_scored_next2,710,0.3239,0.3279,-0.004
2023,team_quality,team_strength_gap_bucket,minus_5_to_10,team_early_deficit_tied_or_led_later,733,0.2892,0.2853,0.0039
2024,team_quality,team_strength_gap_bucket,minus_5_to_10,team_early_deficit_tied_or_led_later,682,0.2771,0.2697,0.0074
2025,team_quality,team_strength_gap_bucket,minus_5_to_10,team_early_deficit_tied_or_led_later,710,0.2901,0.2877,0.0024
2023,team_quality,team_strength_gap_bucket,minus_5_to_10,team_f5_runs_2plus,733,0.5935,0.5945,-0.001
2024,team_quality,team_strength_gap_bucket,minus_5_to_10,team_f5_runs_2plus,682,0.5015,0.5795,-0.078
2025,team_quality,team_strength_gap_bucket,minus_5_to_10,team_f5_runs_2plus,710,0.5592,0.5754,-0.0162
2023,team_quality,team_strength_gap_bucket,minus_5_to_10,team_post5_runs_2plus,733,0.4598,0.4955,-0.0357
2024,team_quality,team_strength_gap_bucket,minus_5_to_10,team_post5_runs_2plus,682,0.4633,0.4773,-0.014
2025,team_quality,team_strength_gap_bucket,minus_5_to_10,team_post5_runs_2plus,710,0.4676,0.4701,-0.0025
2023,team_quality,team_strength_gap_bucket,minus_5_to_10,team_runs_4plus,733,0.558,0.5745,-0.0165
2024,team_quality,team_strength_gap_bucket,minus_5_to_10,team_runs_4plus,682,0.5,0.55,-0.05
2025,team_quality,team_strength_gap_bucket,minus_5_to_10,team_runs_4plus,710,0.5366,0.5493,-0.0127
2023,team_quality,team_strength_gap_bucket,minus_5_to_10,team_runs_5plus,733,0.4147,0.4529,-0.0382
2024,team_quality,team_strength_gap_bucket,minus_5_to_10,team_runs_5plus,682,0.3607,0.4252,-0.0645
2025,team_quality,team_strength_gap_bucket,minus_5_to_10,team_runs_5plus,710,0.4141,0.4166,-0.0025
2023,team_quality,team_strength_gap_bucket,minus_5_to_10,team_trailed_early_1to3,733,0.5034,0.4889,0.0145
2024,team_quality,team_strength_gap_bucket,minus_5_to_10,team_trailed_early_1to3,682,0.5425,0.4826,0.0599
2025,team_quality,team_strength_gap_bucket,minus_5_to_10,team_trailed_early_1to3,710,0.5127,0.4927,0.02
2023,team_quality,team_strength_gap_bucket,minus_5_to_10,team_won,733,0.4543,0.5,-0.0457
2024,team_quality,team_strength_gap_bucket,minus_5_to_10,team_won,682,0.4355,0.498,-0.0625
2025,team_quality,team_strength_gap_bucket,minus_5_to_10,team_won,710,0.493,0.5,-0.007
2023,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,f5_total_4plus,2006,0.6241,0.6342,-0.0101
2024,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,f5_total_4plus,2282,0.6126,0.6211,-0.0085
2025,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,f5_total_4plus,2228,0.6131,0.6226,-0.0095
2023,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,f5_total_5plus,2006,0.5174,0.531,-0.0136
2024,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,f5_total_5plus,2282,0.489,0.4957,-0.0067
2025,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,f5_total_5plus,2228,0.4856,0.4925,-0.0069
2023,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,game_total_10plus,2006,0.4167,0.4257,-0.009
2024,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,game_total_10plus,2282,0.3725,0.3805,-0.008
2025,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,game_total_10plus,2228,0.3869,0.3911,-0.0042
2023,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,game_total_9plus,2006,0.5085,0.5237,-0.0152
2024,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,game_total_9plus,2282,0.4812,0.4863,-0.0051
2025,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,game_total_9plus,2228,0.4811,0.4853,-0.0042
2023,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,opponent_blew_early_small_lead,2006,0.2757,0.2853,-0.0096
2024,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,opponent_blew_early_small_lead,2282,0.2704,0.2697,0.0007
2025,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,opponent_blew_early_small_lead,2228,0.2931,0.2877,0.0054
2023,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,opponent_runs_4plus,2006,0.5638,0.5745,-0.0107
2024,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,opponent_runs_4plus,2282,0.5491,0.55,-0.0009
2025,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,opponent_runs_4plus,2228,0.5494,0.5493,0.0001
2023,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,opponent_runs_5plus,2006,0.4377,0.4529,-0.0152
2024,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,opponent_runs_5plus,2282,0.4268,0.4252,0.0016
2025,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,opponent_runs_5plus,2228,0.4138,0.4166,-0.0028
2023,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_early_deficit_scored_next2,2006,0.325,0.3316,-0.0066
2024,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_early_deficit_scored_next2,2282,0.3094,0.3148,-0.0054
2025,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_early_deficit_scored_next2,2228,0.3312,0.3279,0.0033
2023,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_early_deficit_tied_or_led_later,2006,0.2757,0.2853,-0.0096
2024,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_early_deficit_tied_or_led_later,2282,0.2704,0.2697,0.0007
2025,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_early_deficit_tied_or_led_later,2228,0.2931,0.2877,0.0054
2023,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_f5_runs_2plus,2006,0.5877,0.5945,-0.0068
2024,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_f5_runs_2plus,2282,0.5793,0.5795,-0.0002
2025,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_f5_runs_2plus,2228,0.5709,0.5754,-0.0045
2023,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_post5_runs_2plus,2006,0.4965,0.4955,0.001
2024,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_post5_runs_2plus,2282,0.4724,0.4773,-0.0049
2025,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_post5_runs_2plus,2228,0.4717,0.4701,0.0016
2023,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_runs_4plus,2006,0.5638,0.5745,-0.0107
2024,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_runs_4plus,2282,0.5491,0.55,-0.0009
2025,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_runs_4plus,2228,0.5494,0.5493,0.0001
2023,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_runs_5plus,2006,0.4377,0.4529,-0.0152
2024,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_runs_5plus,2282,0.4268,0.4252,0.0016
2025,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_runs_5plus,2228,0.4138,0.4166,-0.0028
2023,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_trailed_early_1to3,2006,0.4811,0.4889,-0.0078
2024,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_trailed_early_1to3,2282,0.475,0.4826,-0.0076
2025,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_trailed_early_1to3,2228,0.4874,0.4927,-0.0053
2023,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_won,2006,0.5,0.5,0.0
2024,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_won,2282,0.4991,0.498,0.0011
2025,team_quality,team_strength_gap_bucket,neutral_minus5_plus5,team_won,2228,0.5,0.5,0.0
2023,team_quality,team_strength_gap_bucket,plus_10_plus,f5_total_4plus,735,0.6517,0.6342,0.0175
2024,team_quality,team_strength_gap_bucket,plus_10_plus,f5_total_4plus,737,0.6499,0.6211,0.0288
2025,team_quality,team_strength_gap_bucket,plus_10_plus,f5_total_4plus,651,0.6237,0.6226,0.0011
2023,team_quality,team_strength_gap_bucket,plus_10_plus,f5_total_5plus,735,0.5605,0.531,0.0295
2024,team_quality,team_strength_gap_bucket,plus_10_plus,f5_total_5plus,737,0.5156,0.4957,0.0199
2025,team_quality,team_strength_gap_bucket,plus_10_plus,f5_total_5plus,651,0.5008,0.4925,0.0083
2023,team_quality,team_strength_gap_bucket,plus_10_plus,game_total_10plus,735,0.4395,0.4257,0.0138
2024,team_quality,team_strength_gap_bucket,plus_10_plus,game_total_10plus,737,0.403,0.3805,0.0225
2025,team_quality,team_strength_gap_bucket,plus_10_plus,game_total_10plus,651,0.3963,0.3911,0.0052
2023,team_quality,team_strength_gap_bucket,plus_10_plus,game_total_9plus,735,0.5456,0.5237,0.0219
2024,team_quality,team_strength_gap_bucket,plus_10_plus,game_total_9plus,737,0.5007,0.4863,0.0144
2025,team_quality,team_strength_gap_bucket,plus_10_plus,game_total_9plus,651,0.4977,0.4853,0.0124
2023,team_quality,team_strength_gap_bucket,plus_10_plus,opponent_blew_early_small_lead,735,0.3102,0.2853,0.0249
2024,team_quality,team_strength_gap_bucket,plus_10_plus,opponent_blew_early_small_lead,737,0.2958,0.2697,0.0261
2025,team_quality,team_strength_gap_bucket,plus_10_plus,opponent_blew_early_small_lead,651,0.2873,0.2877,-0.0004
2023,team_quality,team_strength_gap_bucket,plus_10_plus,opponent_runs_4plus,735,0.4857,0.5745,-0.0888
2024,team_quality,team_strength_gap_bucket,plus_10_plus,opponent_runs_4plus,737,0.483,0.55,-0.067
2025,team_quality,team_strength_gap_bucket,plus_10_plus,opponent_runs_4plus,651,0.4777,0.5493,-0.0716
2023,team_quality,team_strength_gap_bucket,plus_10_plus,opponent_runs_5plus,735,0.3701,0.4529,-0.0828
2024,team_quality,team_strength_gap_bucket,plus_10_plus,opponent_runs_5plus,737,0.3609,0.4252,-0.0643
2025,team_quality,team_strength_gap_bucket,plus_10_plus,opponent_runs_5plus,651,0.3518,0.4166,-0.0648
2023,team_quality,team_strength_gap_bucket,plus_10_plus,team_early_deficit_scored_next2,735,0.3306,0.3316,-0.001
2024,team_quality,team_strength_gap_bucket,plus_10_plus,team_early_deficit_scored_next2,737,0.3216,0.3148,0.0068
2025,team_quality,team_strength_gap_bucket,plus_10_plus,team_early_deficit_scored_next2,651,0.3041,0.3279,-0.0238
2023,team_quality,team_strength_gap_bucket,plus_10_plus,team_early_deficit_tied_or_led_later,735,0.3102,0.2853,0.0249
2024,team_quality,team_strength_gap_bucket,plus_10_plus,team_early_deficit_tied_or_led_later,737,0.2958,0.2697,0.0261
2025,team_quality,team_strength_gap_bucket,plus_10_plus,team_early_deficit_tied_or_led_later,651,0.2873,0.2877,-0.0004
2023,team_quality,team_strength_gap_bucket,plus_10_plus,team_f5_runs_2plus,735,0.6803,0.5945,0.0858
2024,team_quality,team_strength_gap_bucket,plus_10_plus,team_f5_runs_2plus,737,0.6486,0.5795,0.0691
2025,team_quality,team_strength_gap_bucket,plus_10_plus,team_f5_runs_2plus,651,0.616,0.5754,0.0406
2023,team_quality,team_strength_gap_bucket,plus_10_plus,team_post5_runs_2plus,735,0.5333,0.4955,0.0378
2024,team_quality,team_strength_gap_bucket,plus_10_plus,team_post5_runs_2plus,737,0.4993,0.4773,0.022
2025,team_quality,team_strength_gap_bucket,plus_10_plus,team_post5_runs_2plus,651,0.49,0.4701,0.0199
2023,team_quality,team_strength_gap_bucket,plus_10_plus,team_runs_4plus,735,0.6776,0.5745,0.1031
2024,team_quality,team_strength_gap_bucket,plus_10_plus,team_runs_4plus,737,0.6214,0.55,0.0714
2025,team_quality,team_strength_gap_bucket,plus_10_plus,team_runs_4plus,651,0.6283,0.5493,0.079
2023,team_quality,team_strength_gap_bucket,plus_10_plus,team_runs_5plus,735,0.5646,0.4529,0.1117
2024,team_quality,team_strength_gap_bucket,plus_10_plus,team_runs_5plus,737,0.5007,0.4252,0.0755
2025,team_quality,team_strength_gap_bucket,plus_10_plus,team_runs_5plus,651,0.4823,0.4166,0.0657
2023,team_quality,team_strength_gap_bucket,plus_10_plus,team_trailed_early_1to3,735,0.449,0.4889,-0.0399
2024,team_quality,team_strength_gap_bucket,plus_10_plus,team_trailed_early_1to3,737,0.464,0.4826,-0.0186
2025,team_quality,team_strength_gap_bucket,plus_10_plus,team_trailed_early_1to3,651,0.4332,0.4927,-0.0595
2023,team_quality,team_strength_gap_bucket,plus_10_plus,team_won,735,0.6054,0.5,0.1054
2024,team_quality,team_strength_gap_bucket,plus_10_plus,team_won,737,0.5929,0.498,0.0949
2025,team_quality,team_strength_gap_bucket,plus_10_plus,team_won,651,0.5991,0.5,0.0991
2023,team_quality,team_strength_gap_bucket,plus_5_to_10,f5_total_4plus,733,0.6303,0.6342,-0.0039
2024,team_quality,team_strength_gap_bucket,plus_5_to_10,f5_total_4plus,682,0.6041,0.6211,-0.017
2025,team_quality,team_strength_gap_bucket,plus_5_to_10,f5_total_4plus,710,0.6366,0.6226,0.014
2023,team_quality,team_strength_gap_bucket,plus_5_to_10,f5_total_5plus,733,0.5198,0.531,-0.0112
2024,team_quality,team_strength_gap_bucket,plus_5_to_10,f5_total_5plus,682,0.4853,0.4957,-0.0104
2025,team_quality,team_strength_gap_bucket,plus_5_to_10,f5_total_5plus,710,0.4958,0.4925,0.0033
2023,team_quality,team_strength_gap_bucket,plus_5_to_10,game_total_10plus,733,0.4243,0.4257,-0.0014
2024,team_quality,team_strength_gap_bucket,plus_5_to_10,game_total_10plus,682,0.3695,0.3805,-0.011
2025,team_quality,team_strength_gap_bucket,plus_5_to_10,game_total_10plus,710,0.393,0.3911,0.0019
2023,team_quality,team_strength_gap_bucket,plus_5_to_10,game_total_9plus,733,0.5225,0.5237,-0.0012
2024,team_quality,team_strength_gap_bucket,plus_5_to_10,game_total_9plus,682,0.4795,0.4863,-0.0068
2025,team_quality,team_strength_gap_bucket,plus_5_to_10,game_total_9plus,710,0.4803,0.4853,-0.005
2023,team_quality,team_strength_gap_bucket,plus_5_to_10,opponent_blew_early_small_lead,733,0.2933,0.2853,0.008
2024,team_quality,team_strength_gap_bucket,plus_5_to_10,opponent_blew_early_small_lead,682,0.2507,0.2697,-0.019
2025,team_quality,team_strength_gap_bucket,plus_5_to_10,opponent_blew_early_small_lead,710,0.2845,0.2877,-0.0032
2023,team_quality,team_strength_gap_bucket,plus_5_to_10,opponent_runs_4plus,733,0.558,0.5745,-0.0165
2024,team_quality,team_strength_gap_bucket,plus_5_to_10,opponent_runs_4plus,682,0.5,0.55,-0.05
2025,team_quality,team_strength_gap_bucket,plus_5_to_10,opponent_runs_4plus,710,0.5366,0.5493,-0.0127
2023,team_quality,team_strength_gap_bucket,plus_5_to_10,opponent_runs_5plus,733,0.4147,0.4529,-0.0382
2024,team_quality,team_strength_gap_bucket,plus_5_to_10,opponent_runs_5plus,682,0.3607,0.4252,-0.0645
