slate_date,brain_fires,market_matches,usable_books,passed_price_gate,passed_spread_gate,final_shadow_candidates,no_market_count,no_ask_count,invalid_book_count,stale_count,wide_spread_count,avg_no_ask_usable,avg_spread_usable,avg_edge_before_fees_usable,avg_edge_after_fees_usable,created_at
2023-04-05,1,0,0,0,0,0,1,0,0,0,0,,,,,2026-06-24T05:53:24.375182+00:00
